,date,uid,sell_code,region,desc_en,group,sub,type,quantity,sold,usd,quantity_sold,usd_sold,unit_price,sold_pending,quantity_sold_pending,usd_sold_pending,scrape_count
11739,2020-05-19,-7095238012329488773,7c395c455d,Tbilisi,10 gr mdma Kristally ochen silni import s evropi,MDMA,MDMA,Powder,10.0,0.0,900.0,0.0,0.0,90.0,0.0,0.0,0.0,10
11740,2020-05-19,-6963478198387523747,1c14effaaa,Tbilisi,Silver Haze | 90% sativa 10% indica | 1g,Cannabis,Cannabis,Cannabis,1.0,1.0,50.0,1.0,50.0,50.0,0.0,0.0,0.0,10
11741,2020-05-19,-6952969392168773147,c225d2f67d,Tbilisi,Gashish Evro 20gr,Cannabis,Cannabis,Resin,20.0,0.0,777.0,0.0,0.0,38.85,0.0,0.0,0.0,10
11742,2020-05-19,-6835251430229436234,cb721d4bca,Tbilisi,100 gr marijuana buds,Cannabis,Cannabis,Cannabis,100.0,0.0,2400.0,0.0,0.0,24.0,0.0,0.0,0.0,10
11743,2020-05-19,-5777122368926483185,54915c4374,Tbilisi,"MDMA ""tsunami udovol'stvija) 0.5 gramm",MDMA,MDMA,Powder,0.5,0.0,80.0,0.0,0.0,160.0,1.0,0.5,80.0,10
11744,2020-05-19,-5438851682042996818,ef3dc4de6c,Tbilisi,Extasy GUCCI 100sht. ves tabletki 450mg,MDMA,MDMA,Pill,100.0,0.0,2000.0,0.0,0.0,20.0,0.0,0.0,0.0,10
11745,2020-05-19,-5249804792229887586,366326d4d6,Tbilisi,2 ECSTASY << PACO RABANNE >>,MDMA,MDMA,Pill,2.0,1.0,89.0,2.0,89.0,44.5,0.0,0.0,0.0,10
11746,2020-05-19,-4716376018402491595,2f51af8159,Tbilisi,HQ Euro Hashish 0.5 g,Cannabis,Cannabis,Resin,0.5,1.0,55.0,0.5,55.0,110.0,0.0,0.0,0.0,10
11747,2020-05-19,-4573882323863856652,dd631c4acf,Tbilisi,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,Cocaine,Cocaine,Cocaine,3.0,0.0,579.0,0.0,0.0,193.0,0.0,0.0,0.0,10
11748,2020-05-19,-4540060773366114878,ef3dc4de6c,Tbilisi,Extasy GUCCI 250sht. ves tabletki 450mg,MDMA,MDMA,Pill,250.0,0.0,4600.0,0.0,0.0,18.4,0.0,0.0,0.0,10
11749,2020-05-19,-4508141066452801404,52fe6d0af9,Tbilisi,VHQ Jamaican Dream 19% Thc 10 Gr,Cannabis,Cannabis,Cannabis,10.0,0.0,290.0,0.0,0.0,29.0,0.0,0.0,0.0,10
11750,2020-05-19,-4341810487656454962,35c7cbba1f,Tbilisi,Marihuana [Shishki] [Gali] 100G,Cannabis,Cannabis,Cannabis,100.0,0.0,2500.0,0.0,0.0,25.0,0.0,0.0,0.0,10
11751,2020-05-19,-4332190802825623748,4a91350669,Tbilisi,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%,MDMA,MDMA,Powder,5.0,0.0,550.0,0.0,0.0,110.0,0.0,0.0,0.0,10
11752,2020-05-19,-4316499206219272329,dd631c4acf,Tbilisi,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,Pychedelics,LSD,LSD,5.0,0.0,189.0,0.0,0.0,37.8,1.0,5.0,189.0,10
11753,2020-05-19,-4030173349078771966,366326d4d6,Tbilisi,3LSD ---- LSD ALBERT HOFFMAN 200ug,Pychedelics,LSD,LSD,3.0,1.0,119.0,3.0,119.0,39.66666666666666,0.0,0.0,0.0,10
11754,2020-05-19,-4010784170930935574,bb1791277e,Tbilisi,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $",Cannabis,Cannabis,Cannabis,5.0,0.0,235.0,0.0,0.0,47.0,1.0,5.0,235.0,10
11755,2020-05-19,-3705461543579937167,c9a56b2b4a,Tbilisi,3x Extasy Duracell 223mg MDMA,MDMA,MDMA,Pill,3.0,3.0,105.0,9.0,315.0,35.0,0.0,0.0,0.0,10
11756,2020-05-19,-3348987978396331101,35c7cbba1f,Tbilisi,Amfetamin [White] [Import] 10G,Amphetamines,Amphetamine,Amphetamine,10.0,0.0,2225.0,0.0,0.0,222.5,0.0,0.0,0.0,10
11757,2020-05-19,-3297032584117230285,4659482266,Tbilisi,2g super Skunk top class buds.,Cannabis,Cannabis,Cannabis,2.0,0.0,85.0,0.0,0.0,42.5,0.0,0.0,0.0,10
11758,2020-05-19,-3165225031753919786,7c395c455d,Tbilisi,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g,MDMA,MDMA,Pill,4.0,0.0,400.0,0.0,0.0,100.0,0.0,0.0,0.0,10
11759,2020-05-19,-2989398682662475350,dd631c4acf,Tbilisi,❄❄2g HQ COCAINE❄❄,Cocaine,Cocaine,Cocaine,2.0,0.0,369.0,0.0,0.0,184.5,0.0,0.0,0.0,10
11760,2020-05-19,-2919760995783237693,366326d4d6,Tbilisi,3 ECSTASY << PACO RABANNE >>,MDMA,MDMA,Pill,3.0,0.0,119.0,0.0,0.0,39.66666666666666,0.0,0.0,0.0,10
11761,2020-05-19,-2731355806441228749,dd631c4acf,Tbilisi,💘✨5g. MDMA ✨💘,MDMA,MDMA,Powder,5.0,0.0,489.0,0.0,0.0,97.8,0.0,0.0,0.0,10
11762,2020-05-19,-2699003834848412392,be97026d1d,Kutaisi,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!,MDMA,MDMA,Powder,3.0,0.0,370.0,0.0,0.0,123.33333333333331,0.0,0.0,0.0,10
11763,2020-05-19,-2548383392445313752,0dec0e1c48,Tbilisi,5 gr georgian weed. Package on magnet,Cannabis,Cannabis,Cannabis,5.0,1.0,139.0,5.0,139.0,27.8,0.0,0.0,0.0,10
11764,2020-05-19,-2407224804246354074,4c4ab8c0de,Tbilisi,✨✨🍃🍃2pc. LSD California sunshine 200ug.🍃🍃✨✨ SALE BTC 10%,Pychedelics,LSD,LSD,2.0,0.0,88.0,0.0,0.0,44.0,0.0,0.0,0.0,10
11765,2020-05-19,-2297301539622399254,eb7e03535b,Tbilisi,Cocaine Pure VHQ 0.5g,Cocaine,Cocaine,Cocaine,0.5,5.0,135.0,2.5,675.0,270.0,0.0,0.0,0.0,10
11766,2020-05-19,-1845936235288954693,dd631c4acf,Tbilisi,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,MDMA,MDMA,Pill,5.0,0.0,190.0,0.0,0.0,38.0,1.0,5.0,190.0,10
11767,2020-05-19,-1709885750190893098,366326d4d6,Tbilisi,1G --... BoLiVian Coke ...-- 1G,Cocaine,Cocaine,Cocaine,1.0,0.0,299.0,0.0,0.0,299.0,0.0,0.0,0.0,10
11768,2020-05-19,-1604386554199815047,8ddca45a78,Tbilisi,">>new<< 0,5G HINDU KUSH (Indica)",Cannabis,Cannabis,Cannabis,0.5,1.0,30.0,0.5,30.0,60.0,0.0,0.0,0.0,10
11769,2020-05-19,-1056253377936860507,89f7212915,Tbilisi,"""Kief"" Weed trichomes 1G",Cannabis,Cannabis,Cannabis,1.0,0.0,160.0,0.0,0.0,160.0,0.0,0.0,0.0,10
11770,2020-05-19,-809377426120150058,bb1791277e,Tbilisi,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%,Cannabis,Cannabis,Cannabis,5.0,0.0,240.0,0.0,0.0,48.0,0.0,0.0,0.0,10
11771,2020-05-19,-760540904464674853,9610a68a0a,Tbilisi,GABAGAMA 10 SHTUK,Pharmaceuticals,Gabapentin,Gabapentin,10.0,1.0,23.0,10.0,23.0,2.3,0.0,0.0,0.0,10
11772,2020-05-19,-368031244367476228,f8a875c191,Tbilisi,METADON - 20 G.,Opiates/Opiate Substitutes,Methadone,Powder,20.0,0.0,5000.0,0.0,0.0,250.0,0.0,0.0,0.0,10
11773,2020-05-19,-143406251192427509,16be2c8499,Tbilisi,10000sht marki 25i-nbome. predoplata,NPS,25i-NBOMe,25i-NBOMe,10000.0,0.0,8500.0,0.0,0.0,0.85,0.0,0.0,0.0,10
11774,2020-05-19,161163108133527545,69672fee0d,Tbilisi,180 gr marihuana persoalno,Cannabis,Cannabis,Cannabis,180.0,0.0,5900.0,0.0,0.0,32.77777777777778,0.0,0.0,0.0,10
11775,2020-05-19,200460550667132892,eb7e03535b,Tbilisi,Cocaine Pure VHQ 1g,Cocaine,Cocaine,Cocaine,1.0,1.0,235.0,1.0,235.0,235.0,0.0,0.0,0.0,10
11776,2020-05-19,345248998045864514,be97026d1d,Kutaisi,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!,MDMA,MDMA,Powder,1.5,0.0,210.0,0.0,0.0,140.0,0.0,0.0,0.0,10
11777,2020-05-19,453634517142542304,366326d4d6,Tbilisi,0.5G --... BoLiVian Coke ...-- 0.5G,Cocaine,Cocaine,Cocaine,0.5,7.0,159.0,3.5,1113.0,318.0,0.0,0.0,0.0,10
11778,2020-05-19,1146851887334243588,c225d2f67d,Tbilisi,Gashish Evro 10gr,Cannabis,Cannabis,Resin,10.0,0.0,450.0,0.0,0.0,45.0,0.0,0.0,0.0,10
11779,2020-05-19,1163379296680000603,dd631c4acf,Tbilisi,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,Pychedelics,LSD,LSD,10.0,0.0,315.0,0.0,0.0,31.5,0.0,0.0,0.0,10
11780,2020-05-19,1166235036149035195,4659482266,Tbilisi,3g superskunk top class buds.,Cannabis,Cannabis,Cannabis,3.0,1.0,119.0,3.0,119.0,39.66666666666666,0.0,0.0,0.0,10
11781,2020-05-19,1352213925848324797,c9a56b2b4a,Tbilisi,5x Extasy Duracell 223mg MDMA.,MDMA,MDMA,Pill,5.0,2.0,175.0,10.0,350.0,35.0,0.0,0.0,0.0,10
11782,2020-05-19,1576509543336681812,1dfc50c91e,Tbilisi,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",Cannabis,Cannabis,Cannabis,5.0,0.0,219.0,0.0,0.0,43.8,0.0,0.0,0.0,10
11783,2020-05-19,1606349315504322299,3ee37c89bb,Batumi,[100g] SPAIN HASH,Cannabis,Cannabis,Resin,105.0,0.0,2200.0,0.0,0.0,20.952380952380953,0.0,0.0,0.0,10
11784,2020-05-19,1652669839712940637,89f7212915,Tbilisi,3 G Hybrid Marijuana Big Buds,Cannabis,Cannabis,Cannabis,3.0,1.0,130.0,3.0,130.0,43.33333333333334,0.0,0.0,0.0,10
11785,2020-05-19,1997414642902311067,321e2f622a,Batumi,❥ Tvoj! GAShISh Marokko 500 gramm ♥,Cannabis,Cannabis,Resin,500.0,0.0,1524.50221,0.0,0.0,3.04900442,0.0,0.0,0.0,10
11786,2020-05-19,2367457838715694691,54915c4374,Batumi,Batumi n-booom 2 shtuki,NPS,25i-NBOMe,25i-NBOMe,2.0,0.0,34.691579999999995,0.0,0.0,17.345789999999994,0.0,0.0,0.0,10
11787,2020-05-19,2785043515464676126,54915c4374,Batumi,"""Express Batumi"" marki n-boooom 8 sht.",NPS,25i-NBOMe,25i-NBOMe,8.0,0.0,100.0,0.0,0.0,12.5,0.0,0.0,0.0,10
11788,2020-05-19,2823500700349660401,dd631c4acf,Tbilisi,✨ 1g. MDMA ✨,MDMA,MDMA,Powder,1.0,1.0,109.0,1.0,109.0,109.0,0.0,0.0,0.0,10
11789,2020-05-19,2894459372893940986,012f23b5ea,Batumi,Rabota kladmenom. Tol'ko shishki.,Cannabis,Cannabis,Cannabis,5.0,0.0,250.0,0.0,0.0,50.0,0.0,0.0,0.0,10
11790,2020-05-19,2964727649957766352,0a8c230fa2,Tbilisi,VHQ BEST Cocaine 1g.,Cocaine,Cocaine,Cocaine,1.0,2.0,240.0,2.0,480.0,240.0,0.0,0.0,0.0,10
11791,2020-05-19,2975121931380637081,ef3dc4de6c,Tbilisi,Extasy GUCCI 500sht. ves tabletki 450mg,MDMA,MDMA,Pill,500.0,0.0,7500.0,0.0,0.0,15.0,0.0,0.0,0.0,10
11792,2020-05-19,3089748080487805984,bb1791277e,Tbilisi,Amnesia Haze Auto marihuana 5 GR BUDS imported !!,Cannabis,Cannabis,Cannabis,5.0,0.0,230.0,0.0,0.0,46.0,0.0,0.0,0.0,10
11793,2020-05-19,3222845708128933655,dd631c4acf,Tbilisi,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,Cocaine,Cocaine,Cocaine,5.0,0.0,959.0,0.0,0.0,191.8,0.0,0.0,0.0,10
11794,2020-05-19,3895702277288592573,e56bb6ca93,Tbilisi,5gr marijuana buds -indica- (high quality) (KLADI NA MAGNITAH),Cannabis,Cannabis,Cannabis,5.0,0.0,119.0,0.0,0.0,23.8,0.0,0.0,0.0,10
11795,2020-05-19,4238242790907521486,89f7212915,Tbilisi,10G Hybrid Marijuana Leafs,Cannabis,Cannabis,Cannabis,10.0,0.0,100.0,0.0,0.0,10.0,0.0,0.0,0.0,10
11796,2020-05-19,4290907054522082538,54915c4374,Tbilisi,"""Express Batumi"" marki n-boooom 8 sht.",NPS,25i-NBOMe,25i-NBOMe,8.0,0.0,100.0,0.0,0.0,12.5,0.0,0.0,0.0,10
11797,2020-05-19,5003034309624409044,aeb8abccb9,Tbilisi,✿ 4gr Hybrid Weed Indica Buds VHQ ❤,Cannabis,Cannabis,Cannabis,4.0,0.0,140.0,0.0,0.0,35.0,0.0,0.0,0.0,10
11798,2020-05-19,5143462514510413630,dd631c4acf,Tbilisi,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,MDMA,MDMA,Pill,20.0,0.0,599.0,0.0,0.0,29.95,0.0,0.0,0.0,10
11799,2020-05-19,5443672078262145933,21e6be39fb,Tbilisi,THE BEST GAGARIN WEED 10g (TOP)(VHQ) NEW NEW NEW,Cannabis,Cannabis,Cannabis,10.0,0.0,350.0,0.0,0.0,35.0,0.0,0.0,0.0,10
11800,2020-05-19,5472065048206307289,54915c4374,Batumi,Buprenorfin (analog suboteksa) 0.2 gr.,Opiates/Opiate Substitutes,Buprenorphine,Buprenorphine,0.2,0.0,95.401845,0.0,0.0,477.009225,0.0,0.0,0.0,10
11801,2020-05-19,5515688125045148332,cb721d4bca,Tbilisi,5 gr top buds white widow wishki THC 25% VHQ,Cannabis,Cannabis,Cannabis,5.0,0.0,230.0,0.0,0.0,46.0,0.0,0.0,0.0,10
11802,2020-05-19,5638949484713813994,54915c4374,Tbilisi,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 0.5 gramm (predzakaz) skidka 10%",MDMA,MDMA,Powder,0.5,0.0,75.0,0.0,0.0,150.0,0.0,0.0,0.0,10
11803,2020-05-19,5682399098723637600,c9a56b2b4a,Tbilisi,2x Extasy Duracell 223mg MDMA.,MDMA,MDMA,Pill,2.0,2.0,70.0,4.0,140.0,35.0,0.0,0.0,0.0,10
11804,2020-05-19,5760582327896939329,89f7212915,Tbilisi,2 G Hybrid Marijuana Buds,Cannabis,Cannabis,Cannabis,2.0,5.0,100.0,10.0,500.0,50.0,0.0,0.0,0.0,10
11805,2020-05-19,5958161005723977418,e56bb6ca93,Tbilisi,2gr Top klass HYBRID shishki. 50% sativa 50% indica (KLADI NA MAGNITAH),Cannabis,Cannabis,Cannabis,2.0,0.0,89.0,0.0,0.0,44.5,0.0,0.0,0.0,10
11806,2020-05-19,6139946700530891574,dd631c4acf,Tbilisi,☃️❄NEW 10g.COCAINE❄☃️,Cocaine,Cocaine,Cocaine,10.0,0.0,1559.0,0.0,0.0,155.9,0.0,0.0,0.0,10
11807,2020-05-19,6214897492900008963,52fe6d0af9,Tbilisi,VHQ Jamaican Dream 19% Thc 5 Gr,Cannabis,Cannabis,Cannabis,5.0,0.0,160.0,0.0,0.0,32.0,0.0,0.0,0.0,10
11808,2020-05-19,6343839988654294998,bb1791277e,Tbilisi,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!,Cannabis,Cannabis,Cannabis,5.0,0.0,240.0,0.0,0.0,48.0,0.0,0.0,0.0,10
11809,2020-05-19,6349735234973770141,ea97036e14,Tbilisi,Metamferamin ratsemat 60 g (mini-opt),Amphetamines,Methamphetamine,Methamphetamine,60.0,0.0,2000.0,0.0,0.0,33.333333333333336,0.0,0.0,0.0,10
11810,2020-05-19,6448754637080507253,dd631c4acf,Tbilisi,☃️ 0.5g New Columbian COCAINE ☃️,Cocaine,Cocaine,Cocaine,0.5,0.0,130.0,0.0,0.0,260.0,0.0,0.0,0.0,10
11811,2020-05-19,6636798201072185221,0a8c230fa2,Tbilisi,VHQ BEST Cocaine 2g.,Cocaine,Cocaine,Cocaine,2.0,2.0,480.0,4.0,960.0,240.0,0.0,0.0,0.0,10
11812,2020-05-19,6696050519378038509,54915c4374,Tbilisi,Buprenorfin (analog suboteksa) 0.2 gr.,Opiates/Opiate Substitutes,Buprenorphine,Buprenorphine,0.2,0.0,95.401845,0.0,0.0,477.009225,0.0,0.0,0.0,10
11813,2020-05-19,6794538374754727416,2f51af8159,Tbilisi,NEW WEED SOMANGO BUDS PRESSED 0.5,Cannabis,Cannabis,Cannabis,0.5,4.0,27.0,2.0,108.0,54.0,0.0,0.0,0.0,10
11814,2020-05-19,6821630896148007826,dd631c4acf,Tbilisi,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,MDMA,MDMA,Pill,10.0,0.0,369.0,0.0,0.0,36.9,0.0,0.0,0.0,10
11815,2020-05-19,7061124455279713442,be97026d1d,Kutaisi,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!,Cocaine,Cocaine,Cocaine,2.0,0.0,485.0,0.0,0.0,242.5,0.0,0.0,0.0,10
11816,2020-05-19,7209510035190614373,f25c0d6c5c,Tbilisi,0.3 a-pvp white,NPS,A-PVP,A-PVP,0.3,16.0,94.43819,4.8,1511.01104,314.7939666666667,0.0,0.0,0.0,10
11817,2020-05-19,8304430689672978727,bb1791277e,Tbilisi,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!,Cannabis,Cannabis,Cannabis,5.0,0.0,235.0,0.0,0.0,47.0,0.0,0.0,0.0,10
11818,2020-05-19,8411049328146492539,54915c4374,Batumi,"MDMA ""tsunami udovol'stvija) 0.5 gramm",MDMA,MDMA,Powder,0.5,0.0,90.0,0.0,0.0,180.0,1.0,0.5,90.0,10
11819,2020-05-19,8760545872242687197,dd631c4acf,Tbilisi,☃️❄1g. New Columbian COCAINE!!❄☃️,Cocaine,Cocaine,Cocaine,1.0,0.0,239.0,0.0,0.0,239.0,0.0,0.0,0.0,10
11820,2020-05-19,8814904302582396347,ef3dc4de6c,Tbilisi,Extasy GUCCI 50sht. ves tabletki 450mg,MDMA,MDMA,Pill,50.0,0.0,1100.0,0.0,0.0,22.0,0.0,0.0,0.0,10
11821,2020-05-19,8816964147231197284,cb721d4bca,Tbilisi,5 gr Shishki “OG KUSH VHQ”,Cannabis,Cannabis,Cannabis,5.0,0.0,159.0,0.0,0.0,31.8,0.0,0.0,0.0,10
11822,2020-05-19,8908371217471635576,eb7e03535b,Tbilisi,Cocaine Pure VHQ 5g.,Cocaine,Cocaine,Cocaine,5.0,0.0,1150.0,0.0,0.0,230.0,0.0,0.0,0.0,10
11823,2020-05-19,9201778239247101952,bb1791277e,Tbilisi,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%",Cannabis,Cannabis,Cannabis,10.0,0.0,420.0,0.0,0.0,42.0,0.0,0.0,0.0,10
11824,2020-05-20,-9129446186974405067,cb721d4bca,Tbilisi,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr,Cannabis,Cannabis,Resin,10.0,0.0,800.0,0.0,0.0,80.0,0.0,0.0,0.0,11
11825,2020-05-20,-9126594209377246793,4a91350669,Tbilisi,10 gr gashish VHQ gorilla glue hash tgk 28 %,Cannabis,Cannabis,Resin,10.0,0.0,700.0,0.0,0.0,70.0,0.0,0.0,0.0,11
11826,2020-05-20,-9091770948389716323,cb721d4bca,Tbilisi,10 gr top buds white widow wishki THC 25% VHQ,Cannabis,Cannabis,Cannabis,10.0,0.0,400.0,0.0,0.0,40.0,0.0,0.0,0.0,11
11827,2020-05-20,-8791982203407709057,dd631c4acf,Tbilisi,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩,Pychedelics,LSD,LSD,3.0,1.0,119.0,3.0,119.0,39.66666666666666,0.0,0.0,0.0,11
11828,2020-05-20,-8629341738714307317,321e2f622a,Batumi,❥Tvoj! GAShISh Marokko 1000 gramm ♥,Cannabis,Cannabis,Resin,1000.0,0.0,2430.3473835,0.0,0.0,2.4303473835,0.0,0.0,0.0,11
11829,2020-05-20,-8062145466341331629,cb721d4bca,Tbilisi,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka.",Cannabis,Cannabis,Cannabis,5.0,0.0,240.0,0.0,0.0,48.0,0.0,0.0,0.0,11
11830,2020-05-20,-7920824458787595121,0a8c230fa2,Tbilisi,VHQ BEST Cocaine 5g.,Cocaine,Cocaine,Cocaine,5.0,0.0,1150.0,0.0,0.0,230.0,0.0,0.0,0.0,11
11831,2020-05-20,-7364818208864428761,61df6a1c90,Tbilisi,Metadon 1gr,Opiates/Opiate Substitutes,Methadone,Powder,1.0,0.0,900.0,0.0,0.0,900.0,0.0,0.0,0.0,11
11832,2020-05-20,-7095238012329488773,7c395c455d,Tbilisi,10 gr mdma Kristally ochen silni import s evropi,MDMA,MDMA,Powder,10.0,0.0,900.0,0.0,0.0,90.0,0.0,0.0,0.0,11
11833,2020-05-20,-6952969392168773147,c225d2f67d,Tbilisi,Gashish Evro 20gr,Cannabis,Cannabis,Resin,20.0,0.0,777.0,0.0,0.0,38.85,0.0,0.0,0.0,11
11834,2020-05-20,-6835251430229436234,cb721d4bca,Tbilisi,100 gr marijuana buds,Cannabis,Cannabis,Cannabis,100.0,0.0,2400.0,0.0,0.0,24.0,0.0,0.0,0.0,11
11835,2020-05-20,-6788538932250845393,9610a68a0a,Tbilisi,suboxsone 0.4 g,Opiates/Opiate Substitutes,Buprenorphine,Buprenorphine,0.4,0.0,40.0,0.0,0.0,100.0,0.0,0.0,0.0,11
11836,2020-05-20,-6779822433680993114,21e6be39fb,Tbilisi,"Otsev shyshek ot AKA-47, GAGARINA i BANANA KUSHA s list'jami 15g",Cannabis,Cannabis,Cannabis,15.0,0.0,150.0,0.0,0.0,10.0,0.0,0.0,0.0,11
11837,2020-05-20,-6594843149828014770,16a8841259,Tbilisi,Ak - 47 0.5g,Cannabis,Cannabis,Cannabis,0.5,0.0,30.0,0.0,0.0,60.0,0.0,0.0,0.0,11
11838,2020-05-20,-5777122368926483185,54915c4374,Tbilisi,"MDMA ""tsunami udovol'stvija) 0.5 gramm",MDMA,MDMA,Powder,0.5,0.0,80.0,0.0,0.0,160.0,0.0,0.0,0.0,11
11839,2020-05-20,-5559045880687039605,2f51af8159,Tbilisi,Hybrid Somango Weed 5 g,Cannabis,Cannabis,Cannabis,5.0,0.0,165.0,0.0,0.0,33.0,0.0,0.0,0.0,11
11840,2020-05-20,-5438851682042996818,ef3dc4de6c,Tbilisi,Extasy GUCCI 100sht. ves tabletki 450mg,MDMA,MDMA,Pill,100.0,0.0,2000.0,0.0,0.0,20.0,0.0,0.0,0.0,11
11841,2020-05-20,-5249804792229887586,366326d4d6,Tbilisi,2 ECSTASY << PACO RABANNE >>,MDMA,MDMA,Pill,2.0,1.0,89.0,2.0,89.0,44.5,0.0,0.0,0.0,11
11842,2020-05-20,-4591413068916337035,be97026d1d,Batumi,GAShISh tverdyj!!! Hash!!!! 1 g !!! SALE!!! !!! BATUMI !!! BTC SALE 5%!!!,Cannabis,Cannabis,Resin,1.0,0.0,105.0,0.0,0.0,105.0,0.0,0.0,0.0,11
11843,2020-05-20,-4573882323863856652,dd631c4acf,Tbilisi,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,Cocaine,Cocaine,Cocaine,3.0,0.0,579.0,0.0,0.0,193.0,0.0,0.0,0.0,11
11844,2020-05-20,-4540060773366114878,ef3dc4de6c,Tbilisi,Extasy GUCCI 250sht. ves tabletki 450mg,MDMA,MDMA,Pill,250.0,0.0,4600.0,0.0,0.0,18.4,0.0,0.0,0.0,11
11845,2020-05-20,-4508141066452801404,52fe6d0af9,Tbilisi,VHQ Jamaican Dream 19% Thc 10 Gr,Cannabis,Cannabis,Cannabis,10.0,0.0,290.0,0.0,0.0,29.0,0.0,0.0,0.0,11
11846,2020-05-20,-4341810487656454962,35c7cbba1f,Tbilisi,Marihuana [Shishki] [Gali] 100G,Cannabis,Cannabis,Cannabis,100.0,0.0,2500.0,0.0,0.0,25.0,0.0,0.0,0.0,11
11847,2020-05-20,-4332190802825623748,4a91350669,Tbilisi,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%,MDMA,MDMA,Powder,5.0,0.0,550.0,0.0,0.0,110.0,0.0,0.0,0.0,11
11848,2020-05-20,-4030173349078771966,366326d4d6,Tbilisi,3LSD ---- LSD ALBERT HOFFMAN 200ug,Pychedelics,LSD,LSD,3.0,1.0,119.0,3.0,119.0,39.66666666666666,0.0,0.0,0.0,11
11849,2020-05-20,-4010784170930935574,bb1791277e,Tbilisi,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $",Cannabis,Cannabis,Cannabis,5.0,0.0,235.0,0.0,0.0,47.0,1.0,5.0,235.0,11
11850,2020-05-20,-3705461543579937167,c9a56b2b4a,Tbilisi,3x Extasy Duracell 223mg MDMA,MDMA,MDMA,Pill,3.0,3.0,105.0,9.0,315.0,35.0,0.0,0.0,0.0,11
11851,2020-05-20,-3438148256735163291,e56bb6ca93,Tbilisi,10 gr marijuana buds. -indica- (KLADI NA MAGNITAH),Cannabis,Cannabis,Cannabis,10.0,0.0,199.0,0.0,0.0,19.9,0.0,0.0,0.0,11
11852,2020-05-20,-3348987978396331101,35c7cbba1f,Tbilisi,Amfetamin [White] [Import] 10G,Amphetamines,Amphetamine,Amphetamine,10.0,0.0,2225.0,0.0,0.0,222.5,0.0,0.0,0.0,11
11853,2020-05-20,-3165225031753919786,7c395c455d,Tbilisi,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g,MDMA,MDMA,Pill,4.0,0.0,400.0,0.0,0.0,100.0,0.0,0.0,0.0,11
11854,2020-05-20,-3147039182162039513,dd631c4acf,Tbilisi,🚲🎉🚲 3.Pacco Rabanne 300mdma ecstasy 🚲🎉🚲,MDMA,MDMA,Pill,3.0,1.0,115.0,3.0,115.0,38.333333333333336,0.0,0.0,0.0,11
11855,2020-05-20,-2989398682662475350,dd631c4acf,Tbilisi,❄❄2g HQ COCAINE❄❄,Cocaine,Cocaine,Cocaine,2.0,0.0,369.0,0.0,0.0,184.5,0.0,0.0,0.0,11
11856,2020-05-20,-2919760995783237693,366326d4d6,Tbilisi,3 ECSTASY << PACO RABANNE >>,MDMA,MDMA,Pill,3.0,0.0,119.0,0.0,0.0,39.66666666666666,0.0,0.0,0.0,11
11857,2020-05-20,-2731355806441228749,dd631c4acf,Tbilisi,💘✨5g. MDMA ✨💘,MDMA,MDMA,Powder,5.0,0.0,489.0,0.0,0.0,97.8,2.0,10.0,978.0,11
11858,2020-05-20,-2699003834848412392,be97026d1d,Kutaisi,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!,MDMA,MDMA,Powder,3.0,0.0,370.0,0.0,0.0,123.33333333333331,0.0,0.0,0.0,11
