,date,uid,sell_code,region,desc_en,group,sub,type,quantity,sold,usd,quantity_sold,usd_sold,unit_price,sold_pending,quantity_sold_pending,usd_sold_pending,scrape_count
10,2020-02-04,-6952969392168773147,c225d2f67d,Tbilisi,Gashish Evro 20gr,Cannabis,Cannabis,Resin,20.0,0.0,777.0,0.0,0.0,38.85,0.0,0.0,0.0,4
11,2020-02-04,-6845431258277121844,ce030318fd,Tbilisi,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",Opiates/Opiate Substitutes,Methadone,Powder,10.0,0.0,2000.0,0.0,0.0,200.0,0.0,0.0,0.0,4
12,2020-02-04,-6628994741415655588,28bf667d16,Tbilisi,Hashish Ice-o-lator 0.5g Promotion -5% for Bitcoin,Cannabis,Cannabis,Resin,0.5,0.0,40.0,0.0,0.0,80.0,0.0,0.0,0.0,4
13,2020-02-04,-6610621526862311763,d50134d8a6,Batumi,zkittlez 1g,Cannabis,Cannabis,Cannabis,1.0,3.0,45.0,3.0,135.0,45.0,0.0,0.0,0.0,4
14,2020-02-04,-6555099665265462408,3c4662c591,Tbilisi,Hybrid Marijuana High Quality 2G,Cannabis,Cannabis,Cannabis,2.0,0.0,80.0,0.0,0.0,40.0,0.0,0.0,0.0,4
15,2020-02-04,-6406135105762557963,9795761a65,Tbilisi,* SALE *COCAINE Peru 20+2 gr,Cocaine,Cocaine,Cocaine,22.0,0.0,1970.86232316,0.0,0.0,89.58465105272727,0.0,0.0,0.0,4
16,2020-02-04,-6402559543855358548,ef3dc4de6c,Tbilisi,Extasy GUCCI 10sht. ves tabletki 450mg,MDMA,MDMA,Pill,10.0,1.0,267.0,10.0,267.0,26.7,0.0,0.0,0.0,4
17,2020-02-04,-6299690332298368927,ce6827deee,Tbilisi,"marki 25i-nbome 2,5mg (100sht)",NPS,25i-NBOMe,25i-NBOMe,100.0,0.0,430.0,0.0,0.0,4.3,0.0,0.0,0.0,4
18,2020-02-04,-5789350671095911856,8219f5e7b8,Tbilisi,"LSD - 250 ug, 2 pieces",Pychedelics,LSD,LSD,2.0,0.0,70.0,0.0,0.0,35.0,0.0,0.0,0.0,4
19,2020-02-04,-5675453161226274542,366326d4d6,Tbilisi,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!,Cocaine,Cocaine,Cocaine,5.0,0.0,850.0,0.0,0.0,170.0,0.0,0.0,0.0,4
20,2020-02-04,-5504885188877921622,e501bd0ada,Tbilisi,"special mix 10 g - gorila glue, amnezia, laughing buddha, northen light",Cannabis,Cannabis,Cannabis,10.0,0.0,250.0,0.0,0.0,25.0,0.0,0.0,0.0,4
21,2020-02-04,-5484414526929228794,366326d4d6,Tbilisi,"0,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!",Cocaine,Cocaine,Cocaine,0.5,2.0,119.0,1.0,238.0,238.0,0.0,0.0,0.0,4
22,2020-02-04,-5438851682042996818,ef3dc4de6c,Tbilisi,Extasy GUCCI 100sht. ves tabletki 450mg,MDMA,MDMA,Pill,100.0,0.0,2000.0,0.0,0.0,20.0,0.0,0.0,0.0,4
23,2020-02-04,-4839958069033268937,851e5b91a0,Tbilisi,"NEW! O.G. Kush - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)",Cannabis,Cannabis,Cannabis,5.0,0.0,209.0,0.0,0.0,41.8,0.0,0.0,0.0,4
24,2020-02-04,-4823974745033577544,c225d2f67d,Tbilisi,gashish evro 10g,Cannabis,Cannabis,Resin,10.0,0.0,400.0,0.0,0.0,40.0,0.0,0.0,0.0,4
25,2020-02-04,-4725275451032569917,89f7212915,Tbilisi,1 G Hybrid Marijuana Buds Za BTS 10% SKIDKA,Cannabis,Cannabis,Cannabis,1.0,17.0,45.0,17.0,765.0,45.0,0.0,0.0,0.0,4
26,2020-02-04,-4639995753929844432,dd631c4acf,Tbilisi,10 gram. Amfetamin SPEED,Amphetamines,Amphetamine,Amphetamine,10.0,0.0,400.0,0.0,0.0,40.0,0.0,0.0,0.0,4
27,2020-02-04,-4540060773366114878,ef3dc4de6c,Tbilisi,Extasy GUCCI 250sht. ves tabletki 450mg,MDMA,MDMA,Pill,250.0,0.0,4600.0,0.0,0.0,18.4,0.0,0.0,0.0,4
28,2020-02-04,-4528274339846784579,366326d4d6,Tbilisi,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,Cocaine,Cocaine,Cocaine,2.0,1.0,360.0,2.0,360.0,180.0,0.0,0.0,0.0,4
29,2020-02-04,-4525481094111698036,366326d4d6,Tbilisi,NEW !!! 5G White Widow !!! NEW,Cannabis,Cannabis,Cannabis,5.0,0.0,154.0,0.0,0.0,30.8,0.0,0.0,0.0,4
30,2020-02-04,-4388816139865895383,851e5b91a0,Tbilisi,"Doctor Jamaica (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)",Cannabis,Cannabis,Cannabis,5.0,0.0,209.0,0.0,0.0,41.8,0.0,0.0,0.0,4
31,2020-02-04,-4341810487656454962,35c7cbba1f,Tbilisi,Marihuana [Shishki] [Gali] 100G,Cannabis,Cannabis,Cannabis,100.0,0.0,2500.0,0.0,0.0,25.0,0.0,0.0,0.0,4
32,2020-02-04,-4202421706059035342,7c395c455d,Tbilisi,5 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 2g,MDMA,MDMA,Pill,2.0,0.0,200.0,0.0,0.0,100.0,0.0,0.0,0.0,4
33,2020-02-04,-4193905827840085357,b2c155ffa7,Tbilisi,Kokain KOLUMBIA 1g,Cocaine,Cocaine,Cocaine,1.0,0.0,199.0,0.0,0.0,199.0,0.0,0.0,0.0,4
34,2020-02-04,-4150037091271906770,ce6827deee,Tbilisi,"marki 25i-nbome 2,5mg (10sht)",NPS,25i-NBOMe,25i-NBOMe,10.0,0.0,100.0,0.0,0.0,10.0,0.0,0.0,0.0,4
35,2020-02-04,-4080518138135012832,97bbc3dfd6,Tbilisi,SUBUTEX B8 (ORIGINAL)! 0.8 gr. (1 shtuka),Opiates/Opiate Substitutes,Buprenorphine,Buprenorphine,0.8,1.0,150.0,0.8,150.0,187.5,0.0,0.0,0.0,4
36,2020-02-04,-3930138986616429576,8219f5e7b8,Tbilisi,Ketamine 2 g,Ketamine,Ketamine,Ketamine,2.0,0.0,180.0,0.0,0.0,90.0,0.0,0.0,0.0,4
37,2020-02-04,-3733625417011358850,30f48d507d,Batumi,Hybrid Skunk! 50 gr,Cannabis,Cannabis,Cannabis,50.0,0.0,950.0,0.0,0.0,19.0,0.0,0.0,0.0,4
38,2020-02-04,-3701762140944634269,c72111ac1a,Tbilisi,NZT-52 mind storm limited 1g muka,NPS,Unknown,Unknown,1.0,1.0,140.0,1.0,140.0,140.0,0.0,0.0,0.0,4
39,2020-02-04,-3472171734215016940,dd631c4acf,Tbilisi,️‍🌈10. LSD 200ug.🌈,Pychedelics,LSD,LSD,10.0,0.0,319.0,0.0,0.0,31.9,0.0,0.0,0.0,4
40,2020-02-04,-3348987978396331101,35c7cbba1f,Tbilisi,Amfetamin [White] [Import] 10G,Amphetamines,Amphetamine,Amphetamine,10.0,0.0,2225.0,0.0,0.0,222.5,0.0,0.0,0.0,4
41,2020-02-04,-3324961845387888884,f8a875c191,Tbilisi,Metadon - (KRISTAL) - VHQ - 1 G (SALE),Opiates/Opiate Substitutes,Methadone,Powder,1.0,0.0,600.0,0.0,0.0,600.0,0.0,0.0,0.0,4
42,2020-02-04,-3165225031753919786,7c395c455d,Tbilisi,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g,MDMA,MDMA,Pill,4.0,0.0,400.0,0.0,0.0,100.0,0.0,0.0,0.0,4
43,2020-02-04,-3105674827241611550,2dbb5960b9,Tbilisi,Methadone HQ in city 0.35g,Opiates/Opiate Substitutes,Methadone,Powder,0.35,0.0,180.0,0.0,0.0,514.2857142857143,0.0,0.0,0.0,4
44,2020-02-04,-3077686176190455538,28bf667d16,Tbilisi,Crystal Mephedrone 1g,NPS,Mephedrone,Mephedrone,1.0,0.0,109.0,0.0,0.0,109.0,0.0,0.0,0.0,4
45,2020-02-04,-2989398682662475350,dd631c4acf,Tbilisi,❄❄2g HQ COCAINE❄❄,Cocaine,Cocaine,Cocaine,2.0,0.0,360.0,0.0,0.0,180.0,0.0,0.0,0.0,4
46,2020-02-04,-2981920852427423856,dd631c4acf,Tbilisi,❄❄5g. HQ coco Best OFFER❄❄,Cocaine,Cocaine,Cocaine,5.0,0.0,911.0,0.0,0.0,182.2,0.0,0.0,0.0,4
47,2020-02-04,-2731355806441228749,dd631c4acf,Tbilisi,💘✨5g. MDMA ✨💘,MDMA,MDMA,Powder,5.0,0.0,489.0,0.0,0.0,97.8,0.0,0.0,0.0,4
48,2020-02-04,-2660973906264070482,013e75d78f,Tbilisi,C O C A i N E 2 g +0.1 g padarka.,Cocaine,Cocaine,Cocaine,2.1,0.0,335.0,0.0,0.0,159.52380952380952,0.0,0.0,0.0,4
49,2020-02-04,-2569251354177530940,30f48d507d,Batumi,Hybrid Skunk! 100 gr,Cannabis,Cannabis,Cannabis,100.0,0.0,1800.0,0.0,0.0,18.0,0.0,0.0,0.0,4
50,2020-02-04,-2534235680408411972,851e5b91a0,Tbilisi,"Jack Herer - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)",Cannabis,Cannabis,Cannabis,5.0,0.0,209.0,0.0,0.0,41.8,0.0,0.0,0.0,4
51,2020-02-04,-2367550878049741263,61bec147f3,Tbilisi,50 gr 23% THC Amnesia Haze top quality,Cannabis,Cannabis,Cannabis,50.0,0.0,1200.0,0.0,0.0,24.0,0.0,0.0,0.0,4
52,2020-02-04,-2099122961470262499,bb1791277e,Tbilisi,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!,Cannabis,Cannabis,Cannabis,5.0,0.0,250.0,0.0,0.0,50.0,0.0,0.0,0.0,4
53,2020-02-04,-2022509090437780533,c72111ac1a,Tbilisi,NZT-52 mind storm limited 2g muka,NPS,Unknown,Unknown,2.0,0.0,240.0,0.0,0.0,120.0,0.0,0.0,0.0,4
54,2020-02-04,-1950523674703382820,1768a14bbd,Tbilisi,NEW SALE Cocaine HQ 1 gr.,Cocaine,Cocaine,Cocaine,1.0,1.0,179.0,1.0,179.0,179.0,0.0,0.0,0.0,4
55,2020-02-04,-1840451787343355237,ce030318fd,Tbilisi,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",Opiates/Opiate Substitutes,Methadone,Powder,5.0,0.0,1500.0,0.0,0.0,300.0,0.0,0.0,0.0,4
56,2020-02-04,-1812266081304486500,c72111ac1a,Tbilisi,NZT-52 mind storm limited 3g muka,NPS,Unknown,Unknown,3.0,0.0,360.0,0.0,0.0,120.0,0.0,0.0,0.0,4
57,2020-02-04,-1785274178188644573,d04eeb6525,Tbilisi,Kokain HQ 2g.,Cocaine,Cocaine,Cocaine,2.0,0.0,379.0,0.0,0.0,189.5,0.0,0.0,0.0,4
58,2020-02-04,-1754482579448203445,8219f5e7b8,Tbilisi,"Cocaine, 0.5 g",Cocaine,Cocaine,Cocaine,0.5,1.0,110.0,0.5,110.0,220.0,0.0,0.0,0.0,4
59,2020-02-04,-1659318511492888567,dd631c4acf,Tbilisi,️‍🌈️‍🌈️‍🌈️‍🌈️‍🌈5sht. L S D 200ug.🌈️‍🌈️‍🌈️‍🌈️‍🌈,Pychedelics,LSD,LSD,5.0,0.0,189.0,0.0,0.0,37.8,0.0,0.0,0.0,4
60,2020-02-04,-1647136845003379377,d4df7908c3,Kutaisi,"Shishki/weed OG Kush, (udobnye klady v pod'ezdah v tsentre) 1gr.",Cannabis,Cannabis,Cannabis,1.0,0.0,37.0,0.0,0.0,37.0,0.0,0.0,0.0,4
61,2020-02-04,-1584402895230610236,9795761a65,Tbilisi,Exstasy blue punisher 25 sht BTC -10%,MDMA,MDMA,Pill,25.0,0.0,850.0,0.0,0.0,34.0,0.0,0.0,0.0,4
62,2020-02-04,-1370919043358001972,97bbc3dfd6,Tbilisi,SUBUTEX B8 (ORIGINAL) 0.8 gr. (1 shtuka) VNIMANIE! NEDEL'NAJa RASPRODAZhA! 120$!,Opiates/Opiate Substitutes,Buprenorphine,Buprenorphine,0.8,0.0,120.0,0.0,0.0,150.0,0.0,0.0,0.0,4
63,2020-02-04,-1363809430822941231,61df6a1c90,Tbilisi,Metadon 0.15gr,Opiates/Opiate Substitutes,Methadone,Powder,0.15,6.0,130.0,0.8999999999999999,780.0,866.6666666666667,0.0,0.0,0.0,4
64,2020-02-04,-1340421847720237376,e501bd0ada,Tbilisi,gorilla glue 5 g,Cannabis,Cannabis,Cannabis,5.0,0.0,175.0,0.0,0.0,35.0,0.0,0.0,0.0,4
65,2020-02-04,-850638256478416625,99accec7c7,Tbilisi,Gashish gashish 2 gramma luchshaja tsena 10% pri pokupki bitkojnom!,Cannabis,Cannabis,Resin,2.0,2.0,109.0,4.0,218.0,54.5,0.0,0.0,0.0,4
66,2020-02-04,-567662773956480573,851e5b91a0,Tbilisi,"Doctor Jamaica (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 10G (BTC sale 10%) (predzakaz budet sdelan ochen' operativno)",Cannabis,Cannabis,Cannabis,10.0,0.0,399.0,0.0,0.0,39.9,0.0,0.0,0.0,4
67,2020-02-04,-478960470315300360,16be2c8499,Batumi,Moschnye zhirnye marki 25i nbome 50sht. Gotovye klady v Gruzii ot proizvoditelja!,NPS,25i-NBOMe,25i-NBOMe,50.0,0.0,340.0,0.0,0.0,6.8,0.0,0.0,0.0,4
68,2020-02-04,-248992894581724128,8ec76151d3,Tbilisi,Metadon VHQ 0.25 24/7,Opiates/Opiate Substitutes,Methadone,Powder,0.25,3.0,180.0,0.75,540.0,720.0,0.0,0.0,0.0,4
69,2020-02-04,-207013008168620337,ce030318fd,Tbilisi,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",Opiates/Opiate Substitutes,Methadone,Powder,20.0,0.0,3300.0,0.0,0.0,165.0,0.0,0.0,0.0,4
70,2020-02-04,-143406251192427509,16be2c8499,Tbilisi,10000sht marki 25i-nbome. predoplata,NPS,25i-NBOMe,25i-NBOMe,10000.0,0.0,8500.0,0.0,0.0,0.85,0.0,0.0,0.0,4
71,2020-02-04,-122292194209064091,3814ba5701,Tbilisi,Weed From Gali(THC 23%) 1gr,Cannabis,Cannabis,Cannabis,1.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,4
72,2020-02-04,-94854208239973398,2fdc22f2b2,Tbilisi,HASH Mexicana 1 g SALE -10% for bitcoin.,Cannabis,Cannabis,Resin,1.0,0.0,63.30982323,0.0,0.0,63.30982323,0.0,0.0,0.0,4
73,2020-02-04,-78627856014788392,f8a875c191,Tbilisi,Metadon - (KRISTAL) - VHQ - 0.27 G (SALE),Opiates/Opiate Substitutes,Methadone,Powder,0.27,0.0,250.0,0.0,0.0,925.9259259259261,0.0,0.0,0.0,4
74,2020-02-04,-69621775955845085,c9a56b2b4a,Tbilisi,5x Extasy Duracell 280mg MDMA.,MDMA,MDMA,Pill,5.0,0.0,175.0,0.0,0.0,35.0,0.0,0.0,0.0,4
75,2020-02-04,229238405492320517,366326d4d6,Tbilisi,!!!NEW!!! 5G Critical KusH !!!NEW!!!,Cannabis,Cannabis,Cannabis,5.0,2.0,159.0,10.0,318.0,31.8,0.0,0.0,0.0,4
76,2020-02-04,241826195934569693,0a8c230fa2,Tbilisi,Pure COCAINE VHQ 0.5g,Cocaine,Cocaine,Cocaine,0.5,5.0,109.0,2.5,545.0,218.0,0.0,0.0,0.0,4
77,2020-02-04,267811067083362544,f8a875c191,Batumi,SUBOXIN - HQ - 100 G.,Opiates/Opiate Substitutes,Buprenorphine,Buprenorphine,100.0,0.0,3000.0,0.0,0.0,30.0,0.0,0.0,0.0,4
78,2020-02-04,345267076052005129,8219f5e7b8,Tbilisi,"LSD - 250 ug, 5 pieces",Pychedelics,LSD,LSD,5.0,0.0,150.0,0.0,0.0,30.0,0.0,0.0,0.0,4
79,2020-02-04,416089616442113998,dd631c4acf,Tbilisi,3g. SPEED Amfetamin stimuljator,Amphetamines,Amphetamine,Amphetamine,3.0,0.0,99.0,0.0,0.0,33.0,0.0,0.0,0.0,4
80,2020-02-04,450627453429514854,366326d4d6,Tbilisi,NEW !!! 5G OG KusH !!! NEW,Cannabis,Cannabis,Cannabis,5.0,2.0,159.0,10.0,318.0,31.8,0.0,0.0,0.0,4
81,2020-02-04,545782079222895727,366326d4d6,Tbilisi,1gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,Cocaine,Cocaine,Cocaine,1.0,3.0,198.0,3.0,594.0,198.0,0.0,0.0,0.0,4
82,2020-02-04,707638627321620429,9795761a65,Tbilisi,* SALE * COCAINE Peru 11 gr BTC -30 %,Cocaine,Cocaine,Cocaine,11.0,0.0,1136.82421713,0.0,0.0,103.34765610272726,0.0,0.0,0.0,4
83,2020-02-04,1004032122704073725,8219f5e7b8,Tbilisi,"Cocaine, 1g",Cocaine,Cocaine,Cocaine,1.0,0.0,220.0,0.0,0.0,220.0,0.0,0.0,0.0,4
84,2020-02-04,1276634674543984073,dd631c4acf,Tbilisi,💘✨10gram MDMA ✨💘,MDMA,MDMA,Powder,10.0,0.0,808.0,0.0,0.0,80.8,0.0,0.0,0.0,4
85,2020-02-04,1576509543336681812,1dfc50c91e,Tbilisi,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",Cannabis,Cannabis,Cannabis,5.0,0.0,219.0,0.0,0.0,43.8,0.0,0.0,0.0,4
86,2020-02-04,1661905088201825208,6b3ed5f127,Tbilisi,moschnyj gibrid /hybrid weed 1g strong,Cannabis,Cannabis,Cannabis,1.0,1.0,35.0,1.0,35.0,35.0,0.0,0.0,0.0,4
87,2020-02-04,1838480275779829607,64284550d9,Tbilisi,25G -- HYBRID-> Skidka 5% za BTC,Cannabis,Cannabis,Cannabis,25.0,0.0,600.0,0.0,0.0,24.0,0.0,0.0,0.0,4
88,2020-02-04,1850158283052770796,7ee4f68218,Tbilisi,1 g Ketamine / 1 gr Ketamin (skidka v bitkoin),Ketamine,Ketamine,Ketamine,1.0,0.0,75.0,0.0,0.0,75.0,0.0,0.0,0.0,4
89,2020-02-04,1915519696949675557,012f23b5ea,Batumi,Power Africa 1g,Cannabis,Cannabis,Cannabis,1.0,3.0,50.0,3.0,150.0,50.0,0.0,0.0,0.0,4
90,2020-02-04,2103971982242323638,ea97036e14,Tbilisi,Metamfetamin ratsemat 5 g. (MQ),Amphetamines,Methamphetamine,Methamphetamine,5.0,0.0,200.0,0.0,0.0,40.0,0.0,0.0,0.0,4
91,2020-02-04,2106779807237074323,2dbb5960b9,Tbilisi,Methadone HQ in city 1.3g,Opiates/Opiate Substitutes,Methadone,Powder,1.3,1.0,550.0,1.3,550.0,423.07692307692304,0.0,0.0,0.0,4
92,2020-02-04,2206976287814855302,dd631c4acf,Tbilisi,❄❄❄0.5g HQ COCAINE❄❄❄,Cocaine,Cocaine,Cocaine,0.5,4.0,90.0,2.0,360.0,180.0,0.0,0.0,0.0,4
93,2020-02-04,2823500700349660401,dd631c4acf,Tbilisi,✨ 1g. MDMA ✨,MDMA,MDMA,Powder,1.0,0.0,99.0,0.0,0.0,99.0,0.0,0.0,0.0,4
94,2020-02-04,2902390645058209825,7ee4f68218,Tbilisi,1gr mdma (skidka v bitkoin 5%),MDMA,MDMA,Powder,1.0,0.0,87.16569865,0.0,0.0,87.16569865,0.0,0.0,0.0,4
95,2020-02-04,2964727649957766352,0a8c230fa2,Tbilisi,VHQ BEST Cocaine 1g.,Cocaine,Cocaine,Cocaine,1.0,4.0,199.0,4.0,796.0,199.0,0.0,0.0,0.0,4
96,2020-02-04,2975121931380637081,ef3dc4de6c,Tbilisi,Extasy GUCCI 500sht. ves tabletki 450mg,MDMA,MDMA,Pill,500.0,0.0,7500.0,0.0,0.0,15.0,0.0,0.0,0.0,4
97,2020-02-04,2975308520995452672,366326d4d6,Tbilisi,0.5 g. Ketamine,Ketamine,Ketamine,Ketamine,0.5,2.0,59.0,1.0,118.0,118.0,0.0,0.0,0.0,4
98,2020-02-04,3089748080487805984,bb1791277e,Tbilisi,Amnesia Haze Auto marihuana 5 GR BUDS imported !!,Cannabis,Cannabis,Cannabis,5.0,0.0,250.0,0.0,0.0,50.0,0.0,0.0,0.0,4
99,2020-02-04,3151041360626876067,4659482266,Tbilisi,Marijuana Super Skunk leaves 3g,Cannabis,Cannabis,Cannabis,3.0,1.0,34.0,3.0,34.0,11.333333333333336,0.0,0.0,0.0,4
100,2020-02-04,3187860646795341859,64284550d9,Tbilisi,50G -- HYBRID-> Skidka 5% za BTC,Cannabis,Cannabis,Cannabis,50.0,0.0,900.0,0.0,0.0,18.0,0.0,0.0,0.0,4
101,2020-02-04,3232165551173201079,8ec76151d3,Tbilisi,Apvp VHQ 1g 24/7,NPS,A-PVP,A-PVP,1.0,4.0,120.0,4.0,480.0,120.0,0.0,0.0,0.0,4
102,2020-02-04,3448141560327602686,8219f5e7b8,Tbilisi,Ketamine 1g,Ketamine,Ketamine,Ketamine,1.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,4
103,2020-02-04,3544602088913159500,c225d2f67d,Batumi,Gashish Evro 4gr,Cannabis,Cannabis,Resin,4.0,0.0,200.0,0.0,0.0,50.0,0.0,0.0,0.0,4
104,2020-02-04,3716839139589927890,d4df7908c3,Kutaisi,"Shishki/Weeds OG Kush, 3g",Cannabis,Cannabis,Cannabis,3.0,0.0,105.0,0.0,0.0,35.0,0.0,0.0,0.0,4
105,2020-02-04,3740018151668412438,8ec76151d3,Tbilisi,Metadon VHQ 1 24/7,Opiates/Opiate Substitutes,Methadone,Powder,1.0,0.0,500.0,0.0,0.0,500.0,0.0,0.0,0.0,4
106,2020-02-04,3963063935414448950,be97026d1d,Tbilisi,Columbia Cocaine VHQ 0.5 BTC SALE 5%,Cocaine,Cocaine,Cocaine,0.5,0.0,105.0,0.0,0.0,210.0,0.0,0.0,0.0,4
107,2020-02-04,4121355776082257689,7ee4f68218,Tbilisi,cocaine 1g HQ / kokain 1 gr (skidka v bitkoin),Cocaine,Cocaine,Cocaine,1.0,0.0,199.0,0.0,0.0,199.0,0.0,0.0,0.0,4
108,2020-02-04,4287550643682834303,c9a56b2b4a,Tbilisi,15x Extasy Duracell 280mg MDMA.,MDMA,MDMA,Pill,15.0,0.0,450.0,0.0,0.0,30.0,0.0,0.0,0.0,4
109,2020-02-04,4788756454655015430,2dbb5960b9,Tbilisi,Methadone HQ in city 0.7g,Opiates/Opiate Substitutes,Methadone,Powder,0.7,0.0,280.0,0.0,0.0,400.0,0.0,0.0,0.0,4
110,2020-02-04,4829416313092841699,e8a987a33c,Tbilisi,"Metadon, 1gr",Opiates/Opiate Substitutes,Methadone,Powder,1.0,0.0,450.0,0.0,0.0,450.0,0.0,0.0,0.0,4
111,2020-02-04,4962564864181632410,dd631c4acf,Tbilisi,💊💊5. ecstasy Tekashi69💊💊,MDMA,MDMA,Pill,5.0,0.0,185.0,0.0,0.0,37.0,0.0,0.0,0.0,4
112,2020-02-04,5108423012313367128,c72111ac1a,Tbilisi,"NZT-52 mind storm limited 0,3g muka",NPS,Unknown,Unknown,0.3,1.0,70.0,0.3,70.0,233.33333333333331,0.0,0.0,0.0,4
113,2020-02-04,5174399606163651674,ea97036e14,Batumi,Metamfetamin ratsemat 5 g. (MQ),Amphetamines,Methamphetamine,Methamphetamine,5.0,0.0,200.0,0.0,0.0,40.0,0.0,0.0,0.0,4
114,2020-02-04,5278013632417493903,f8a875c191,Batumi,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,Cannabis,Cannabis,Cannabis,150.0,0.0,2500.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,4
115,2020-02-04,5632609075271579058,30f48d507d,Tbilisi,Hybrid Skunk! 50 gr,Cannabis,Cannabis,Cannabis,50.0,0.0,950.0,0.0,0.0,19.0,0.0,0.0,0.0,4
116,2020-02-04,5655682752987593650,d50134d8a6,Batumi,speedi+ 2g,Amphetamines,Amphetamine,Amphetamine,2.0,0.0,90.0,0.0,0.0,45.0,0.0,0.0,0.0,4
117,2020-02-04,5718113361553444311,d4df7908c3,Batumi,"Shishki OGKZ, 3gr.",Cannabis,Cannabis,Cannabis,3.0,0.0,162.39186078043326,0.0,0.0,54.130620260144426,0.0,0.0,0.0,4
118,2020-02-04,6073279418014829160,30f48d507d,Tbilisi,Hybrid Skunk! 100 gr,Cannabis,Cannabis,Cannabis,100.0,0.0,1800.0,0.0,0.0,18.0,0.0,0.0,0.0,4
119,2020-02-04,6077474363621325615,1768a14bbd,Tbilisi,"NEW Sale!! Cocaine 0,5 gr. HQ",Cocaine,Cocaine,Cocaine,0.5,2.0,99.0,1.0,198.0,198.0,0.0,0.0,0.0,4
120,2020-02-04,6118794293407757465,b01f16ca19,Tbilisi,"10g. Shishki Amnesia Haze, Sativa",Cannabis,Cannabis,Cannabis,10.0,0.0,399.0,0.0,0.0,39.9,0.0,0.0,0.0,4
