,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Varketili,Gldani,Дигоми,Saburtalo,Vazisubani,Old Tbilisi (Старый город),Авлобари,Didube,Vake,Батуми,Центр,€,desc_en
11,14-08-2020 14:54:03,Tbilisi,18FB,Mr.Green Tbilis,1 G Hybrid Marijuana Buds,True,5,нет,Тбилиси,1 гр,0.0047,4048,1518,135,55,,,,,,,,,,,,,1 G Hybrid Marijuana Buds
12,14-08-2020 14:54:03,Tbilisi,BB6E,WEEDSH0P,"1 gr , california ,GORILLA GLUE марихуана BUDS btc sale 1%",True,10,нет,Тбилиси,1 гр,0.0046,3975,1490,133,54,,,,,,,,,,,,,"1 gr , california ,GORILLA GLUE marihuana BUDS btc sale 1%"
13,14-08-2020 14:54:03,Tbilisi,03F3,geoshop,1 gr Amnesia Haze шишки импорт с европы тгк 28%,True,3,нет,Тбилиси,1 гр,0.0051,4416,1656,148,60,,,,,,,,,,,,,1 gr Amnesia Haze shishki import s evropy tgk 28%
14,14-08-2020 14:54:03,Tbilisi,BB6E,WEEDSH0P,1 gr super lemon haze пробник,True,5,нет,Тбилиси,1 гр,0.0047,4048,1518,135,55,,,,,,,,,,,,,1 gr super lemon haze probnik
15,14-08-2020 14:54:03,Tbilisi,03F3,geoshop,1 marijuana BUDS northen lights 24% THC ШИШКИ!!!,True,3,нет,Тбилиси,1 гр,0.0045,3901,1463,130,53,,,,,,,,,,,,,1 marijuana BUDS northen lights 24% THC ShIShKI!!!
16,14-08-2020 14:54:03,Tbilisi,3Y9,HIGHTHC,1 г Skunk #1 марихуана шишки тгк 29% VHQ,True,4,нет,Тбилиси,1 гр,0.0047,4048,1518,135,55,,,,,,,,,,,,,1 g Skunk #1 marihuana shishki tgk 29% VHQ
17,14-08-2020 14:54:03,Tbilisi,QUZIV,Hollyweed,1 г.Super Skunk top class buds! (подезд),,5,нет,Тбилиси,1 гр,0.0047,4048,1518,135,55,True,True,,,,,,,,,,,1 g.Super Skunk top class buds! (podezd)
18,14-08-2020 14:54:03,Tbilisi,JVZTQ,partyshop,1 шишки Girl Scout Cookies тгк thc 28%,,8,нет,Тбилиси,1 гр,0.0049,4269,1601,143,58,,,True,,,,,,,,,,1 shishki Girl Scout Cookies tgk thc 28%
19,14-08-2020 14:54:03,Tbilisi,5XD8,TYsonWeed,1G TYson Budds Скидка 5%,True,17,нет,Тбилиси,1 гр,0.0033,2944,1104,98,40,,,,True,,,,,,,,,1G TYson Budds Skidka 5%
20,14-08-2020 14:54:03,Tbilisi,SF03,CRAZYFROG,"1GR GORILLA GLUE AUTO Шишки ,Оплата BITCOIN -10% Скидка",True,1,нет,Тбилиси,1 гр,0.0047,4048,1518,135,55,,,,,,,,,,,,,"1GR GORILLA GLUE AUTO Shishki ,Oplata BITCOIN -10% Skidka"
21,14-08-2020 14:54:03,Tbilisi,I7IU,MrPickless,1g hindu kish best buds BTC 1% SALE,True,1,нет,Тбилиси,1 гр,0.0043,3754,1408,126,51,,,,,,,,,,,,,1g hindu kish best buds BTC 1% SALE
22,14-08-2020 14:54:03,Tbilisi,8B31,GEOWEEDSHOP,1g 🍁🌿WEST COAST 420 O.G🍁🌿 (HIGH QUALITY),True,3,нет,Тбилиси,1 гр,0.004,3460,1297,116,47,,,,,,,,,,,,,1g 🍁🌿WEST COAST 420 O.G🍁🌿 (HIGH QUALITY)
23,14-08-2020 14:54:03,Tbilisi,7LHWP,GEOBUDS,1g 🍁🍁🍁NEW glueberry o.g Dutch Passion Strain. (High quality)🌿🌿🌿,True,1,нет,Тбилиси,1 гр,0.0041,3533,1325,118,48,,,,,,,,,,,,,1g 🍁🍁🍁NEW glueberry o.g Dutch Passion Strain. (High quality)🌿🌿🌿
24,14-08-2020 14:54:03,Tbilisi,7LHWP,GEOBUDS,1gr HYBRID o.g,True,12,нет,Тбилиси,1 гр,0.0042,3607,1352,121,49,,,,,,,,,,,,,1gr HYBRID o.g
25,14-08-2020 14:54:03,Tbilisi,8B31,GEOWEEDSHOP,1gr ☘NEW☘ Gorilla Cookies☘ (КЛАДИ НА МАГНИТАХ),True,11,нет,Тбилиси,1 гр,0.0049,4196,1573,140,57,,,,,,,,,,,,,1gr ☘NEW☘ Gorilla Cookies☘ (KLADI NA MAGNITAH)
26,14-08-2020 14:54:03,Tbilisi,H9FHF,OldStar,Auto Amnesia Haze 1 gr,True,10,нет,Тбилиси,1 гр,0.0034,3000,1380,100,,,,,,,,,,,,,,Auto Amnesia Haze 1 gr
27,14-08-2020 14:54:03,Tbilisi,9R7SU,ClownBaroN,MORNING GLORY 1G.( *VHQ*BUDS-26%THC) FROM EUROPE,,4,нет,Тбилиси,1 гр,0.0046,3975,1490,133,54,,,,True,,,,,,,,,MORNING GLORY 1G.( *VHQ*BUDS-26%THC) FROM EUROPE
28,14-08-2020 14:54:03,Tbilisi,X4ZM,ZYX,NEW ! Super Critical ! NEW ! HQ BUDS ! 1G,True,4,нет,Тбилиси,1 гр,0.0046,3975,1490,133,54,,,,,,,,,,,,,NEW ! Super Critical ! NEW ! HQ BUDS ! 1G
29,14-08-2020 14:54:03,Tbilisi,X4ZM,ZYX,NEW * Green Gelato * NEW * BUDS ! 1G VHQ,True,2,нет,Тбилиси,1 гр,0.0049,4269,1601,143,58,,,,,,,,,,,,,NEW * Green Gelato * NEW * BUDS ! 1G VHQ
30,14-08-2020 14:54:03,Tbilisi,X4ZM,ZYX,NEW * Royal Moby * NEW ! HQ BUDS 1G,True,5,нет,Тбилиси,1 гр,0.0047,4048,1518,135,55,,,,,,,,,,,,,NEW * Royal Moby * NEW ! HQ BUDS 1G
31,14-08-2020 14:54:03,Tbilisi,9CK,Hyperboy,VHQ Hybrid MJ Buds 1G,True,1,нет,Тбилиси,1 гр,0.0043,3680,1380,123,50,,,,,,,,,,,,,VHQ Hybrid MJ Buds 1G
32,14-08-2020 14:54:03,Tbilisi,XUYA,MRweed,"Успейте попробовать. Урожай заканчивается. Amnesia Haze (photoperiod, regular) 1 гр. Спокойно, Надёжно, Качественно.",,1,нет,Тбилиси,1 гр,0.0043,4048,1518,135,55,,,True,,,,,,,,,,"Uspejte poprobovat'. Urozhaj zakanchivaetsja. Amnesia Haze (photoperiod, regular) 1 gr. Spokojno, Nadezhno, Kachestvenno."
33,14-08-2020 14:54:03,Tbilisi,LYHBG,Playboy,!!!NEW!!! 2G Jack Herer !!!NEW!!!,True,4,нет,Тбилиси,2 гр,0.0085,7287,2732,244,99,,,,,,,,,,,,,!!!NEW!!! 2G Jack Herer !!!NEW!!!
34,14-08-2020 14:54:03,Tbilisi,03F3,geoshop,2 marijuana BUDS northen lights 24% THC ШИШКИ!!!,True,1,нет,Тбилиси,2 гр,0.0084,7287,2732,244,99,,,,,,,,,,,,,2 marijuana BUDS northen lights 24% THC ShIShKI!!!
35,14-08-2020 14:54:03,Tbilisi,3Y9,HIGHTHC,2 г SOUR DIESEL марихуана шишки топ качество тгк 28%,True,5,нет,Тбилиси,2 гр,0.0085,7361,2760,246,100,,,,,,,,,,,,,2 g SOUR DIESEL marihuana shishki top kachestvo tgk 28%
36,14-08-2020 14:54:53,Tbilisi,ABOAB,ProGrow,2G ---> Big Devil (BTC - Sale),True,3,нет,Тбилиси,2 гр,0.0072,6257,2346,209,85,,,,,,,,,,,,,2G ---> Big Devil (BTC - Sale)
37,14-08-2020 14:54:53,Tbilisi,5XD8,TYsonWeed,2G TYson Budds Скидка 5%,True,11,нет,Тбилиси,2 гр,0.006,5741,2153,192,78,,,,True,,,,,,,,,2G TYson Budds Skidka 5%
38,14-08-2020 14:54:53,Tbilisi,8B31,GEOWEEDSHOP,2g 🍁🌿WEST COAST 420 O.G🍁🌿 (HIGH QUALITY),True,1,нет,Тбилиси,2 гр,0.0073,6330,2374,212,86,,,,,,,,,,,,,2g 🍁🌿WEST COAST 420 O.G🍁🌿 (HIGH QUALITY)
39,14-08-2020 14:54:53,Tbilisi,7LHWP,GEOBUDS,2g 🍁🍁🍁NEW glueberry o.g Dutch Passion Strain. (High quality)🌿🌿🌿,True,1,нет,Тбилиси,2 гр,0.0074,6330,2374,212,86,,,,,,,,,,,,,2g 🍁🍁🍁NEW glueberry o.g Dutch Passion Strain. (High quality)🌿🌿🌿
40,14-08-2020 14:54:53,Tbilisi,7LHWP,GEOBUDS,2gr HYBRID buds,True,2,нет,Тбилиси,2 гр,0.0075,6477,2429,217,88,,,,,,,,,,,,,2gr HYBRID buds
41,14-08-2020 14:54:53,Tbilisi,8B31,GEOWEEDSHOP,2гр Топ класс HYBRID шишки. 50% sativa 50% indica (КЛАДИ НА МАГНИТАХ),,1,нет,Тбилиси,2 гр,0.0079,6845,2567,229,93,,,,,True,,,,,,,,2gr Top klass HYBRID shishki. 50% sativa 50% indica (KLADI NA MAGNITAH)
42,14-08-2020 14:54:53,Tbilisi,XUYA,MRweed,"Gorilla Breath - photoperiod, feminised 2 гр",True,1,нет,Тбилиси,2 гр,0.0085,8097,3036,271,110,,,,,,,,,,,,,"Gorilla Breath - photoperiod, feminised 2 gr"
43,14-08-2020 14:54:53,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 2гр",True,4,нет,Тбилиси,2 гр,0.0085,8097,3036,271,110,,,True,,,,,,,,,,"Hindu Kush (photoperiod, regular) 2gr"
44,14-08-2020 14:54:53,Tbilisi,XUYA,MRweed,"Успейте попробовать. Урожай заканчивается.Amnesia Haze (photoperiod, regular) 2 гр. Спокойно, Надёжно, Качественно.",True,1,нет,Тбилиси,2 гр,0.0085,8097,3036,271,110,,,,,,,,,,,,,"Uspejte poprobovat'. Urozhaj zakanchivaetsja.Amnesia Haze (photoperiod, regular) 2 gr. Spokojno, Nadezhno, Kachestvenno."
45,14-08-2020 14:54:53,Tbilisi,9R7SU,ClownBaroN,MORNING GLORY 3G.( *VHQ*BUDS-26%THC) FROM EUROPE,,2,нет,Тбилиси,3 гр,0.0128,11041,4140,369,150,,,,True,,,,,,,,,MORNING GLORY 3G.( *VHQ*BUDS-26%THC) FROM EUROPE
46,14-08-2020 14:54:53,Tbilisi,R4156,bestchoice,Northern Lights Regular [budsonly] 3gramm,True,2,нет,Тбилиси,3 гр,0.007,6625,2484,221,90,,,,,,,,,,,,,Northern Lights Regular [budsonly] 3gramm
47,14-08-2020 14:54:53,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 5гр",True,1,нет,Тбилиси,5 гр,0.0186,17666,6624,591,240,,,,,,,,,,,,,"Hindu Kush (photoperiod, regular) 5gr"
48,14-08-2020 14:54:53,Tbilisi,18FB,Mr.Green Tbilis,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,нет,10,Тбилиси,5 гр,0.0213,18402,6900,615,250,,,,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
49,14-08-2020 14:54:53,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,6,Тбилиси,5 гр,0.023,19874,7452,664,270,,,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
50,14-08-2020 14:54:53,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,6,Тбилиси,5 гр,0.0234,20242,7590,677,275,,,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
51,14-08-2020 14:54:53,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,1,Тбилиси,5 гр,0.0205,17666,6624,591,240,,,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
52,14-08-2020 14:54:53,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,6,Тбилиси,5 гр,0.0239,20610,7728,689,280,,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
53,14-08-2020 14:54:53,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.023,19874,7452,664,270,,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
54,14-08-2020 14:54:53,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.017,16120,6044,539,219,,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
55,14-08-2020 14:54:53,Tbilisi,XUYA,MRweed,"Gorilla Breath - photoperiod, feminised 5гр",True,нет,2,Тбилиси,5 гр,0.0186,17666,6624,591,240,,,,,,,,,,,,,"Gorilla Breath - photoperiod, feminised 5gr"
56,14-08-2020 14:54:53,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,3,Тбилиси,5 гр,0.0213,18402,6900,615,250,,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
57,14-08-2020 14:54:53,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2,190000,87429,6362,,,,,,,,,,,,,,reagent 25i nbome. 5gr
58,14-08-2020 14:54:53,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2325,220820,82800,7383,3000,,,,,,True,True,,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
59,14-08-2020 14:54:53,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0469,40484,15180,1354,550,,,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
60,14-08-2020 14:54:53,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0597,51525,19320,1723,700,,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
61,14-08-2020 14:54:53,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0358,30915,11592,1034,420,,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
62,14-08-2020 14:54:53,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0682,58885,22080,1969,800,,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
63,14-08-2020 14:54:53,Tbilisi,HWUW,opiopi,GABAGAMA 10 shtuk,True,нет,6,Тбилиси,10 гр,0.0012,1031,386,34,14,,,,,,,,,,,,,GABAGAMA 10 shtuk
64,14-08-2020 14:54:53,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.1897,163775,61410,5476,2225,,,,,,,,,,,,,Amfetamin [White] [Import] 10G
65,14-08-2020 14:54:53,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2046,176656,66240,5906,2400,,,,,,,,,,,,,100 gr marijuana buds
66,14-08-2020 14:54:53,Tbilisi,OX85,amnesia420,"Weed cooking butter 100gr, Hight THC",True,нет,1,Тбилиси,100 гр,0.0084,7287,2732,244,99,,,,,,,,,,,,,"Weed cooking butter 100gr, Hight THC"
67,14-08-2020 14:54:53,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2131,184017,69000,6152,2500,,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
68,14-08-2020 14:54:53,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.5029,434280,162840,14519,5900,,,,,,,,,,,,,180 gr marihuana persoalno
69,14-08-2020 14:54:53,Tbilisi,HWUW,opiopi,GABAGAMA 250 shtuk,,нет,4,Тбилиси,250 гр,0.0243,21000,9663,703,,,,,,,,,True,,,,,GABAGAMA 250 shtuk
70,14-08-2020 14:54:53,Tbilisi,51K,tiabaldo66,РоСС Убой 2гр,True,нет,33,Тбилиси,2 гр,0.0063,5668,2125,189,77,,,,,,,,,,,,,RoSS Uboj 2gr
71,14-08-2020 14:54:53,Tbilisi,S54D,wildindian,10g Methadone Crystal (В ЦЕНТРЕ НА МАГНИТАХ),True,нет,2,Тбилиси,10 гр,0.248,235541,88320,7875,3200,,,,,,,,,,,,,10g Methadone Crystal (V TsENTRE NA MAGNITAH)
72,14-08-2020 14:55:42,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.7248,625657,234600,20918,8500,,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
73,14-08-2020 14:55:42,Tbilisi,XUYA,MRweed,Курьер Тбилиси,True,1,нет,Тбилиси,1 гр,0.0155,14721,5520,492,200,,,,,,,,,,,,,Kur'er Tbilisi
74,14-08-2020 14:55:42,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,1,нет,Тбилиси,1 гр,0.0213,18402,6900,615,250,,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
75,14-08-2020 14:55:42,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,1,Тбилиси,1 гр,0.0171,14721,5520,492,200,,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
76,14-08-2020 14:55:42,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,нет,3,Тбилиси,1 гр,0.0213,18402,6900,615,250,,,,,,,,,,,,,Rabota na marki (kur'er)
77,14-08-2020 14:55:42,Tbilisi,6P9R,RickNMorty,рик и морти ишит куриера зп от 2000 $ в месец залог 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$,True,нет,1,Тбилиси,5 гр,0.0426,36803,13800,1230,500,,,,,,,,,,,,,rik i morti ishit kuriera zp ot 2000 $ v mesets zalog 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$
78,14-08-2020 14:55:42,Tbilisi,9CK,Hyperboy,HyperBoy Need Delivery Guy 5-20$ For Adrss PrePay 500$ | работат куриерам ЗП 5-20$ за адресс залог 500$,True,нет,1,Тбилиси,10 гр,0.0426,36803,13800,1230,500,,,,,,,,,,,,,HyperBoy Need Delivery Guy 5-20$ For Adrss PrePay 500$ | rabotat kurieram ZP 5-20$ za adress zalog 500$
79,14-08-2020 14:55:42,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.2907,1104101,414000,36914,15000,,,,,,,,,,,,,Vakansija optovogo kur'era na mef
80,14-08-2020 14:55:42,Tbilisi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 20$ за клад, залог 250$",,нет,3,Тбилиси,1000 гр,0.0426,36803,13800,1230,500,True,,,,,True,,,True,,,,"Vakansija rabota kur'erom na marki! Oplata ot 20$ za klad, zalog 250$"
81,14-08-2020 14:55:42,Tbilisi,ALISA,AlisaMSK,верифицированный аккаунт на localbitcoins 1 шт,True,нет,2,Тбилиси,1 гр,0.0035,3000,1380,100,,,,,,,,,,,,,,verifitsirovannyj akkaunt na localbitcoins 1 sht
82,14-08-2020 14:55:42,Tbilisi,ALISA,AlisaMSK,Генацвале! Работай у лучшей девушки RC!,True,нет,1,Тбилиси,2 гр,0.0085,7361,2760,246,100,,,,,,,,,,,,,Genatsvale! Rabotaj u luchshej devushki RC!
83,14-08-2020 14:58:03,Batumi,I7IU,MrPickless,1g hindu kish best buds BTC 1% SALE,,1,нет,Батуми,1 гр,0.0044,3754,1408,126,51,,,,,,,,,,True,,,1g hindu kish best buds BTC 1% SALE
84,14-08-2020 14:58:03,Batumi,Z9UT,Rainbow,Hybrid Super Critical THC 28% Hydroponic 10G 100% Buds/Качественные шишки марихуаны,,1,нет,Батуми,10 гр,0.0427,36803,13800,1230,500,,,,,,,,,,,True,,Hybrid Super Critical THC 28% Hydroponic 10G 100% Buds/Kachestvennye shishki marihuany
85,14-08-2020 14:58:03,Batumi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,нет,4,Батуми,10 гр,0.0406,34729,13007,1161,,,,,,,,,,,True,,399,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
86,14-08-2020 14:58:03,Batumi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,3,Батуми,11 гр,0.0397,33946,12714,1135,,,,,,,,,,,True,,390,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
87,14-08-2020 14:58:03,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0194,18402,6900,615,250,,,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
88,14-08-2020 14:58:03,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0194,18402,6900,615,250,,,,,,,,,,True,,,Ischu kur'era v Gruzii!
89,14-08-2020 14:58:03,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,нет,1,Батуми,1 гр,0.0171,14721,5520,492,200,,,,,,,,,,True,,,Kur'er Batumi na marihuanu
90,14-08-2020 14:58:03,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.2919,1104101,414000,36914,15000,,,,,,,,,,True,,,Vakansija optovogo kur'era na mef
91,14-08-2020 14:58:03,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 20$ за клад, залог 250$",,нет,2,Батуми,1000 гр,0.0427,36803,13800,1230,500,,,,,,,,,,,True,,"Vakansija rabota kur'erom na marki! Oplata ot 20$ za klad, zalog 250$"
