,Unnamed: 0,time_stamp,region,sell_code,description,Gldani,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Тбилиси,€,Saburtalo,Vake,Didube,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
12,12,01-03-2020 21:54:46,Tbilisi,7ee4f68218,5 gr mdma (скидка в биткоин 5%),,2,нет,Тбилиси,5 гр,0.0477,29489,10844,987,,True,400.0,,,,,,,,,5 gr mdma (skidka v bitkoin 5%)
13,13,01-03-2020 21:54:46,Tbilisi,8219f5e7b8,"LSD - 250 ug, 5 pieces",,1,нет,Тбилиси,5 гр,0.0171,10049,3705,336,150.0,True,,,,,,,,,,"LSD - 250 ug, 5 pieces"
14,14,01-03-2020 21:54:46,Tbilisi,4c4ab8c0de,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,7,нет,Тбилиси,10 гр,0.0412,24452,9016,817,365.0,,,,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
15,15,01-03-2020 21:54:46,Tbilisi,8219f5e7b8,"LSD - 250 ug, 10 pieces",,1,нет,Тбилиси,10 гр,0.0341,20097,7410,672,300.0,True,,,,,,,,,,"LSD - 250 ug, 10 pieces"
16,16,01-03-2020 21:54:46,Tbilisi,e501bd0ada,"special mix 10 g - gorila glue, amnezia, laughing buddha, northen light - mukhattskaro, close to road",,1,нет,Тбилиси,10 гр,0.026000000000000002,16078,5928,537,240.0,True,,,,,,,,,,"special mix 10 g - gorila glue, amnezia, laughing buddha, northen light - mukhattskaro, close to road"
17,17,01-03-2020 21:54:46,Tbilisi,c225d2f67d,гашиш евро 10г,,2,нет,Тбилиси,10 гр,0.0433,26796,9880,896,400.0,True,,,,,,,,,,gashish evro 10g
18,18,01-03-2020 21:54:46,Tbilisi,e501bd0ada,"weed gorila glue 20 gram, super duper, popcorn size - mukhattskaro, close to road",,2,нет,Тбилиси,20 гр,0.0487,30146,11115,1008,450.0,True,,,,,,,,,,"weed gorila glue 20 gram, super duper, popcorn size - mukhattskaro, close to road"
19,19,01-03-2020 21:54:46,Tbilisi,c225d2f67d,Гашиш Евро 20гр,,1,нет,Тбилиси,20 гр,0.0841,52052,19192,1740,777.0,True,,,,,,,,,,Gashish Evro 20gr
20,20,01-03-2020 21:54:46,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 0.27 G (SALE),,нет,2,Тбилиси,0.27 гр,0.0307,18088,6669,605,270.0,True,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G (SALE)
21,21,01-03-2020 21:54:46,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 0.35 G (SALE),,нет,4,Тбилиси,0.35 гр,0.0342,20097,7410,672,300.0,True,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G (SALE)
22,22,01-03-2020 21:54:46,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 1.1 G (SALE),,1,5,Тбилиси,1.1 гр,0.0683,40195,14820,1343,600.0,True,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE)
23,23,01-03-2020 21:54:46,Tbilisi,cb721d4bca,2 гр Afghan Mazar-i-Sharif Hash топ товар !!! Оплата BITCOIN -10% Скидка,,нет,5,Тбилиси,2 гр,0.0188,11187,4125,374,167.0,True,,,,,,,,,,2 gr Afghan Mazar-i-Sharif Hash top tovar !!! Oplata BITCOIN -10% Skidka
24,24,01-03-2020 21:54:46,Tbilisi,cb721d4bca,"2gr ROYAL AFGHANI HASH FINEST QUALITY гашиш топ качество ,Оплата BITCOIN -10% Скидка",,нет,3,Тбилиси,2 гр,0.0185,12164,4473,407,,True,165.0,,,,,,,,,"2gr ROYAL AFGHANI HASH FINEST QUALITY gashish top kachestvo ,Oplata BITCOIN -10% Skidka"
25,25,01-03-2020 21:54:46,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,,нет,4,Тбилиси,3 гр,0.0672,39525,14573,1321,590.0,True,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
26,26,01-03-2020 21:54:46,Tbilisi,dd631c4acf,🍃💩💩3g. New! Gorilla Glue Premium Hush💩💩🍃,,нет,3,Тбилиси,3 гр,0.0194,12661,4668,423,189.0,True,,,,,,,,,,🍃💩💩3g. New! Gorilla Glue Premium Hush💩💩🍃
27,27,01-03-2020 21:54:46,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,,нет,7,Тбилиси,4 гр,0.0451,26796,9880,896,400.0,True,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
28,28,01-03-2020 21:54:46,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,нет,5,Тбилиси,5 гр,0.062,36845,13585,1232,550.0,True,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
29,29,01-03-2020 21:54:46,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,,нет,8,Тбилиси,5 гр,0.0271,16078,5928,537,240.0,True,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
30,30,01-03-2020 21:54:46,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,,нет,10,Тбилиси,5 гр,0.0282,16748,6175,560,250.0,True,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
31,31,01-03-2020 21:54:46,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,,нет,2,Тбилиси,5 гр,0.0282,16748,6175,560,250.0,True,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
32,32,01-03-2020 21:54:46,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,10,Тбилиси,5 гр,0.0282,16748,6175,560,250.0,True,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
33,33,01-03-2020 21:54:46,Tbilisi,cb721d4bca,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",,нет,2,Тбилиси,5 гр,0.0224,13331,4915,446,199.0,True,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
34,34,01-03-2020 21:54:46,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,4,Тбилиси,5 гр,0.0282,16748,6175,560,250.0,True,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
35,35,01-03-2020 21:55:27,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,,нет,10,Тбилиси,5 гр,0.0283,16748,6175,560,250.0,True,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
36,36,01-03-2020 21:55:27,Tbilisi,3814ba5701,Weed from Gali 5g.,,нет,1,Тбилиси,5 гр,0.026000000000000002,16078,5928,537,240.0,True,,,,,,,,,,Weed from Gali 5g.
37,37,01-03-2020 21:55:27,Tbilisi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,17,Тбилиси,5 гр,0.0205,13398,4940,448,200.0,True,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
38,38,01-03-2020 21:55:27,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.2913,190000,87429,6347,,True,,,,,,,,,,reagent 25i nbome. 5gr
39,39,01-03-2020 21:55:27,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3082,200973,74100,6717,3000.0,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
40,40,01-03-2020 21:55:27,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,,нет,4,Тбилиси,5 гр,0.098,57545,21217,1923,859.0,True,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
41,41,01-03-2020 21:55:27,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,,нет,5,Тбилиси,5 гр,0.0211,12393,4570,414,185.0,True,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
42,42,01-03-2020 21:55:27,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,,нет,5,Тбилиси,5 гр,0.0558,32759,12078,1095,489.0,True,,,,,,,,,,💘✨5g. MDMA ✨💘
43,43,01-03-2020 21:55:27,Tbilisi,dd631c4acf,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,,нет,5,Тбилиси,5 гр,0.0375,22040,8126,737,329.0,True,,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
44,44,01-03-2020 21:55:27,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,,нет,3,Тбилиси,5 гр,0.0205,12058,4446,403,180.0,True,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
45,45,01-03-2020 21:55:27,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.1017,60292,22230,2015,900.0,True,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
46,46,01-03-2020 21:55:27,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,5,Тбилиси,10 гр,0.0791,46894,17290,1567,700.0,True,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
47,47,01-03-2020 21:55:27,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,8,Тбилиси,10 гр,0.0451,26729,9855,893,399.0,True,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
48,48,01-03-2020 21:55:27,Tbilisi,c9a56b2b4a,10x Extasy Duracell 223mg MDMA.,,нет,5,Тбилиси,10 гр,0.0399,23447,8645,784,350.0,True,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
49,49,01-03-2020 21:55:27,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,5,Тбилиси,10 гр,0.0904,53593,19760,1791,800.0,True,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
50,50,01-03-2020 21:55:27,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.2514,149055,54958,4982,2225.0,True,,,,,,,,,,Amfetamin [White] [Import] 10G
51,51,01-03-2020 21:55:28,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,,нет,10,Тбилиси,10 гр,0.1654,97070,35790,3244,1449.0,True,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
52,52,01-03-2020 21:55:28,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,,нет,10,Тбилиси,10 гр,0.0421,24720,9114,826,369.0,True,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
53,53,01-03-2020 21:55:28,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,,нет,4,Тбилиси,10 гр,0.0341,20030,7385,670,299.0,True,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
54,54,01-03-2020 21:55:28,Tbilisi,c9a56b2b4a,20x Extasy Duracell 223mg MDMA.,,нет,5,Тбилиси,20 гр,0.0799,46894,17290,1567,700.0,True,,,,,,,,,,20x Extasy Duracell 223mg MDMA.
55,55,01-03-2020 21:55:28,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,,нет,9,Тбилиси,20 гр,0.0684,40128,14795,1341,599.0,True,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
56,56,01-03-2020 21:55:28,Tbilisi,64284550d9,25G -- HYBRID-> Скидка 5% за BTC,,нет,2,Тбилиси,25 гр,0.0759,46894,17290,1567,700.0,True,,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
57,57,01-03-2020 21:55:28,Tbilisi,61bec147f3,50 gr 23% THC Amnesia Haze top quality,,нет,1,Тбилиси,50 гр,0.1233,80389,29640,2687,1200.0,True,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
58,58,01-03-2020 21:55:28,Tbilisi,64284550d9,50G -- HYBRID-> Скидка 5% за BTC,,нет,1,Тбилиси,50 гр,0.1083,66924,24675,2237,999.0,True,,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
59,59,01-03-2020 21:55:28,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,,нет,1,Тбилиси,100 гр,0.226,133982,49400,4478,2000.0,True,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
60,60,01-03-2020 21:55:28,Tbilisi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,1,Тбилиси,100 гр,0.2283,133982,49400,4478,2000.0,True,,,,,,,,,,SUBOXIN - HQ - 100 G.
61,61,01-03-2020 21:55:28,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.2825,167477,61750,5598,2500.0,True,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
62,62,01-03-2020 21:55:28,Tbilisi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,1,Тбилиси,150 гр,0.1712,100486,37050,3359,1500.0,True,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
63,63,01-03-2020 21:55:28,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,,нет,1,Тбилиси,250 гр,0.5198,308158,113620,10300,4600.0,True,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
64,64,01-03-2020 21:55:28,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,,нет,1,Тбилиси,500 гр,0.8475,502432,185250,16793,7500.0,True,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
65,65,01-03-2020 21:55:28,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,0.9605,569423,209950,19032,8500.0,True,,,,,,,,,,10000sht marki 25i-nbome. predoplata
66,66,01-03-2020 21:55:28,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,,1,нет,Тбилиси,1 гр,0.0205,13398,4940,448,200.0,True,,,,,,,,,,KURYER..500RUB.+BONUS
67,67,01-03-2020 21:55:28,Tbilisi,8528108b62,Требуется Курьер,,1,нет,Тбилиси,1 гр,0.0205,13398,4940,448,200.0,True,,,,,,,,,,Trebuetsja Kur'er
68,68,01-03-2020 21:55:28,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,2,Тбилиси,1 гр,0.0226,13398,4940,448,200.0,True,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
69,69,01-03-2020 21:56:27,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,2,Тбилиси,1 гр,0.0225,13398,4940,448,200.0,True,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
70,70,01-03-2020 21:56:27,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,нет,1,Тбилиси,1 гр,0.0282,16748,6175,560,250.0,True,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
71,71,01-03-2020 21:56:27,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,1.7065,1004864,370500,33587,15000.0,True,,,,,,,,,,Vakansija optovogo kur'era na mef
72,72,01-03-2020 21:58:04,Batumi,30f48d507d,Skunk! 50 gr.,,1,нет,Батуми,50 гр,0.1691,100486,37050,3359,1500.0,,,,,,,,True,,,Skunk! 50 gr.
73,73,01-03-2020 21:58:04,Batumi,f8a875c191,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE ),,1,5,Батуми,0.27 гр,0.0307,18088,6669,605,270.0,,,,,,,,True,,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE )
74,74,01-03-2020 21:58:04,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,18,Батуми,5 гр,0.0205,13398,4940,448,200.0,,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
75,75,01-03-2020 21:58:04,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2277,133982,49400,4478,2000.0,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
76,76,01-03-2020 21:58:04,Batumi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.1708,100486,37050,3359,1500.0,,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
77,77,01-03-2020 21:58:04,Batumi,d4df7908c3,"Ищу курьера (кладчик, кладмен)",,1,нет,Батуми,1 гр,0.0114,6699,2470,224,100.0,,,,,,,,True,,,"Ischu kur'era (kladchik, kladmen)"
78,78,01-03-2020 21:58:04,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0051,3350,1235,112,50.0,,,,,,,,True,,,kur'er v Batumi
79,79,01-03-2020 21:58:04,Batumi,a5417660bf,Вакансия Курьера в Батуми,,1,нет,Батуми,3 гр,0.0051,3350,1235,112,50.0,,,,,,,,True,,,Vakansija Kur'era v Batumi
80,80,01-03-2020 21:58:04,Batumi,a5417660bf,Вакансия Курьера в Батуми,,1,нет,Батуми,5 гр,0.0077,5000,2301,167,,,,,,,,,True,,,Vakansija Kur'era v Batumi
81,81,01-03-2020 21:58:04,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0256,16748,6175,560,250.0,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
82,82,01-03-2020 21:58:04,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0256,16748,6175,560,250.0,,,,,,,,True,,,Ischu kur'era v Gruzii!
83,83,01-03-2020 21:58:04,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.7065,1004864,370500,33587,15000.0,,,,,,,,True,,,Vakansija optovogo kur'era na mef
84,84,01-03-2020 21:58:04,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0564,33495,12350,1120,500.0,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
85,85,01-03-2020 21:59:33,Kutaisi,d4df7908c3,Шишки / weeds Afghan Kush - 2г,,1,нет,Кутаиси,2 гр,0.0084,4957,1828,166,74.0,,,,,,,,,,True,Shishki / weeds Afghan Kush - 2g
86,86,01-03-2020 21:59:33,Kutaisi,d4df7908c3,"Шишки / Weed Afghan Kush, 3g",,2,3,Кутаиси,3 гр,0.0123,7235,2668,242,108.0,,,,,,,,,,True,"Shishki / Weed Afghan Kush, 3g"
87,87,01-03-2020 21:59:33,Kutaisi,d4df7908c3,"Ищу курьера (кладчик, кладмен)",,1,нет,Кутаиси,1 гр,0.0114,6699,2470,224,100.0,,,,,,,,,,True,"Ischu kur'era (kladchik, kladmen)"
