,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Gldani,Saburtalo,Zahesi,Дигоми,Varketili,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,desc_en
48,48,24-06-2020 20:39:03,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.0598,39857,15523,1372,579.0,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
49,49,24-06-2020 20:39:03,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,6,Тбилиси,4 гр,0.0409,27535,10724,948,400.0,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
50,50,24-06-2020 20:39:03,Tbilisi,54915c4374,Combo!!! 2 Ecztazy and 2 N-BooM (4 штуки),True,нет,10,Тбилиси,4 гр,0.0123,8261,3217,284,120.0,,,,,,,,,,,Combo!!! 2 Ecztazy and 2 N-BooM (4 shtuki)
51,51,24-06-2020 20:39:03,Tbilisi,89f7212915,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,нет,10,Тбилиси,5 гр,0.0256,17209,6703,592,250.0,,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
52,52,24-06-2020 20:39:03,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0563,37861,14746,1303,550.0,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
53,53,24-06-2020 20:39:03,Tbilisi,bb1791277e,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,6,Тбилиси,5 гр,0.0276,18586,7239,640,270.0,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
54,54,24-06-2020 20:39:03,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,5,Тбилиси,5 гр,0.0286,19275,7507,663,280.0,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
55,55,24-06-2020 20:39:03,Tbilisi,cb721d4bca,5 gr top buds white widow wишки THC 25% VHQ,True,нет,6,Тбилиси,5 гр,0.0281,18930,7373,652,275.0,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
56,56,24-06-2020 20:39:03,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0245,16521,6434,569,240.0,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
57,57,24-06-2020 20:39:03,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,7,Тбилиси,5 гр,0.0286,19275,7507,663,280.0,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
58,58,24-06-2020 20:39:03,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0276,18586,7239,640,270.0,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
59,59,24-06-2020 20:39:03,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0204,15075,5871,519,219.0,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
60,60,24-06-2020 20:39:03,Tbilisi,54915c4374,"Extazzy ""Gucci"" для стильных людей (5 Грамм)",True,нет,9,Тбилиси,5 гр,0.0179,12047,4692,415,175.0,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (5 Gramm)"
61,61,24-06-2020 20:39:03,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0276,18586,7239,640,270.0,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
62,62,24-06-2020 20:39:03,Tbilisi,54915c4374,Геройн (сирец) 5 гр,True,нет,2,Тбилиси,5 гр,0.1534,103256,40215,3554,1500.0,,,,,,,,,,,Gerojn (sirets) 5 gr
63,63,24-06-2020 20:39:03,Tbilisi,794765e142,Марихуана бошки OG KUSH этим все сказано. 5г.,,нет,3,Тбилиси,5 гр,0.0256,17209,6703,592,250.0,,True,,,,,,,,,Marihuana boshki OG KUSH etim vse skazano. 5g.
64,64,24-06-2020 20:39:03,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2566,190000,87429,6546,,,,,,,,,,,,reagent 25i nbome. 5gr
65,65,24-06-2020 20:39:03,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2789,206513,80430,7108,3000.0,,,,,,,True,True,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
66,66,24-06-2020 20:39:03,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,8,Тбилиси,5 гр,0.0991,66015,25711,2272,959.0,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
67,67,24-06-2020 20:39:03,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,9,Тбилиси,5 гр,0.0196,13079,5094,450,190.0,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
68,68,24-06-2020 20:39:03,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,9,Тбилиси,5 гр,0.0505,33662,13110,1159,489.0,,,,,,,,,,,💘✨5g. MDMA ✨💘
69,69,24-06-2020 20:39:03,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.092,61954,24129,2132,900.0,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
70,70,24-06-2020 20:39:03,Tbilisi,cb721d4bca,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0563,37861,14746,1303,550.0,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
71,71,24-06-2020 20:40:51,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0716,48186,18767,1658,700.0,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
72,72,24-06-2020 20:40:51,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.043,28912,11260,995,420.0,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
73,73,24-06-2020 20:40:51,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0818,55070,21448,1895,800.0,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
74,74,24-06-2020 20:40:51,Tbilisi,54915c4374,"Extazzy ""Gucci"" для стильных людей (10 грамм)",True,нет,10,Тбилиси,10 гр,0.0338,22716,8847,782,330.0,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (10 gramm)"
75,75,24-06-2020 20:40:51,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2276,153164,59652,5271,2225.0,,,,,,,,,,,Amfetamin [White] [Import] 10G
76,76,24-06-2020 20:40:51,Tbilisi,54915c4374,Марки н-боом 10 шт.,True,нет,8,Тбилиси,10 гр,0.0102,6884,2681,237,100.0,,,,,,,,,,,Marki n-boom 10 sht.
77,77,24-06-2020 20:40:51,Tbilisi,54915c4374,Сирец (геройн) очень сильный 10 гр,True,нет,2,Тбилиси,10 гр,0.225,151443,58982,5212,2200.0,,,,,,,,,,,Sirets (gerojn) ochen' sil'nyj 10 gr
78,78,24-06-2020 20:40:51,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,9,Тбилиси,10 гр,0.161,107318,41797,3694,1559.0,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
79,79,24-06-2020 20:40:51,Tbilisi,dd631c4acf,💘✨10gram MDMA ✨💘,True,нет,5,Тбилиси,10 гр,0.0815,54313,21153,1869,789.0,,,,,,,,,,,💘✨10gram MDMA ✨💘
80,80,24-06-2020 20:40:51,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,8,Тбилиси,10 гр,0.0381,25401,9893,874,369.0,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
81,81,24-06-2020 20:40:51,Tbilisi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,True,нет,2,Тбилиси,11 гр,0.0454,30326,11786,1043,,,,,,,390.0,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
82,82,24-06-2020 20:40:51,Tbilisi,dd631c4acf,✨💘20g MDMA💘✨,True,нет,3,Тбилиси,20 гр,0.1395,103256,40215,3554,1500.0,,,,,,,,,,,✨💘20g MDMA💘✨
83,83,24-06-2020 20:40:51,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0619,41234,16059,1419,599.0,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
84,84,24-06-2020 20:40:51,Tbilisi,0dec0e1c48,50 gr georgian weed. Package on magnet,True,нет,5,Тбилиси,50 гр,0.1329,89420,34826,3078,1299.0,,,,,,,,,,,50 gr georgian weed. Package on magnet
85,85,24-06-2020 20:40:51,Tbilisi,0dec0e1c48,100 gr georgian weed. Package on magnet,True,нет,4,Тбилиси,100 гр,0.2556,172025,66998,5921,2499.0,,,,,,,,,,,100 gr georgian weed. Package on magnet
86,86,24-06-2020 20:40:51,Tbilisi,cb721d4bca,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2455,165210,64344,5686,2400.0,,,,,,,,,,,100 gr marijuana buds
87,87,24-06-2020 20:40:51,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2046,137675,53620,4738,2000.0,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
88,88,24-06-2020 20:40:51,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2557,172094,67025,5923,2500.0,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
89,89,24-06-2020 20:40:51,Tbilisi,69672fee0d,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.6034,406142,158179,13978,5900.0,,,,,,,,,,,180 gr marihuana persoalno
90,90,24-06-2020 20:40:51,Tbilisi,e56bb6ca93,200gr Georgian indica dominant buds. WHOLESALE PRICE!,True,нет,4,Тбилиси,200 гр,0.4386,292560,113943,10069,4250.0,,,,,,,,,,,200gr Georgian indica dominant buds. WHOLESALE PRICE!
91,91,24-06-2020 20:40:51,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4705,316653,123326,10898,4600.0,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
92,92,24-06-2020 20:40:51,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7671,516282,201075,17769,7500.0,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
93,93,24-06-2020 20:40:51,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8693,585120,227885,20138,8500.0,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
94,94,24-06-2020 20:40:51,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0186,13768,5362,474,200.0,,,,,,,,,,,KURYER..500RUB.+BONUS
95,95,24-06-2020 20:40:51,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,1,Тбилиси,1 гр,0.0205,13768,5362,474,200.0,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
96,96,24-06-2020 20:40:51,Tbilisi,54915c4374,Работа на марки (курьер),True,нет,3,Тбилиси,1 гр,0.0256,17209,6703,592,250.0,,,,,,,,,,,Rabota na marki (kur'er)
97,97,24-06-2020 20:40:51,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5481,1032564,402150,35538,15000.0,,,,,,,,,,,Vakansija optovogo kur'era na mef
98,98,24-06-2020 20:43:51,Batumi,be97026d1d,!! БАТУМИ!! !!! Iranian Sirec 0.25g !!! Героин(сырец) Олдовый(Лучшее качество) !!! BTC SALE 5%!!!! SALE !!!! !! БАТУМИ !!,,6,нет,Батуми,0.25 гр,0.0134,9253,3596,318,,,,,,,119.0,,,True,,!! BATUMI!! !!! Iranian Sirec 0.25g !!! Geroin(syrets) Oldovyj(Luchshee kachestvo) !!! BTC SALE 5%!!!! SALE !!!! !! BATUMI !!
99,99,24-06-2020 20:43:51,Batumi,f8a875c191,METADON - 0.25 - SALE,,нет,7,Батуми,0.25 гр,0.0309,20651,8043,711,300.0,,,,,,,,,True,,METADON - 0.25 - SALE
100,100,24-06-2020 20:43:51,Batumi,54915c4374,Геройн (сирец) 5 гр,,нет,2,Батуми,5 гр,0.153,103256,40215,3554,1500.0,,,,,,,,,True,,Gerojn (sirets) 5 gr
101,101,24-06-2020 20:43:51,Batumi,54915c4374,Сирец (геройн) очень сильный 10 гр,,нет,2,Батуми,10 гр,0.2244,151443,58982,5212,2200.0,,,,,,,,,True,,Sirets (gerojn) ochen' sil'nyj 10 gr
102,102,24-06-2020 20:43:51,Batumi,321e2f622a,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1675,112990,51992,3893,,,,,,,,,,True,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
