,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Varketili,Дигоми,€,Nadzaladevi,Vake,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
25,10-02-2020 11:55:24,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 1piece",True,5,нет,Тбилиси,1 гр,0.0039,2539,988,87,40,,,,,,,,,,,,"LSD - 250 ug, 1piece"
26,10-02-2020 11:55:24,Tbilisi,ITJ,seazon,Megrelian strong weed VIPsort!!! 1gr. sale sale sale !!!,True,1,нет,Тбилиси,1 гр,0.0026,1841,716,63,29,,,,,,,,,,,,Megrelian strong weed VIPsort!!! 1gr. sale sale sale !!!
27,10-02-2020 11:55:24,Tbilisi,BP40,WakeShop,Metadon VHQ 1 24/7,True,1,нет,Тбилиси,1 гр,0.0442,31736,12350,1088,500,,,,,,,,,,,,Metadon VHQ 1 24/7
28,10-02-2020 11:55:24,Tbilisi,72B,CHINATOWN,NZT-52 mind storm limited 1г мука,True,4,нет,Тбилиси,1 гр,0.0115,8251,3211,283,130,,,,,,,,,,,,NZT-52 mind storm limited 1g muka
29,10-02-2020 11:55:24,Tbilisi,TDSHF,THC,Weed From Gali(THC 23%) 1gr,,1,нет,Тбилиси,1 гр,0.0047,3174,1235,109,50,,,,,True,,,,,,,Weed From Gali(THC 23%) 1gr
30,10-02-2020 11:56:22,Tbilisi,5LZ,ExtraShop,Кокаин HQ 1г.,True,1,нет,Тбилиси,1 гр,0.0182,11996,4668,411,189,,,,,,,,,,,,Kokain HQ 1g.
31,10-02-2020 11:56:22,Tbilisi,5J3H,coketbs,Кокаин КОЛУМБИА 1g,,1,нет,Тбилиси,1 гр,0.0194,12631,4915,433,199,,,,,,True,,,,,,Kokain KOLUMBIA 1g
32,10-02-2020 11:56:22,Tbilisi,EYO96,ROCKSHOP,"Метадон, 1gr",True,6,нет,Тбилиси,1 гр,0.0438,28562,11115,979,450,,,,,,,,,,,,"Metadon, 1gr"
33,10-02-2020 11:56:22,Tbilisi,0WE,Khachapuri,2 ecstasy 💊Tekashi69💊 260mg mdma (скидка в биктоин),True,1,нет,Тбилиси,2 гр,0.0072,4874,1894,167,,,,,70,,,,,,,,2 ecstasy 💊Tekashi69💊 260mg mdma (skidka v biktoin)
34,10-02-2020 11:56:22,Tbilisi,7R3WM,RastaShop,2 gr. Auto Jamaica Feminized 100% Natural/Hybrid/ IMPORT,,1,нет,Тбилиси,2 гр,0.0078,5078,1976,174,80,,True,,,,,,,,,,2 gr. Auto Jamaica Feminized 100% Natural/Hybrid/ IMPORT
35,10-02-2020 11:56:22,Tbilisi,NVOG,ProperMgzn,2x Extasy Duracell 223mg MDMA.,True,11,нет,Тбилиси,2 гр,0.0069,4443,1729,152,70,,,,,,,,,,,,2x Extasy Duracell 223mg MDMA.
36,10-02-2020 11:56:22,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2.0g BTC SALE 5%,True,1,нет,Тбилиси,2 гр,0.0367,24437,9510,838,385,,,,,,,,,,,,Columbia Cocaine VHQ 2.0g BTC SALE 5%
37,10-02-2020 11:56:22,Tbilisi,X4ZM,ZYX,Gorilla Glue! 2G! NEW !,True,3,нет,Тбилиси,2 гр,0.0073,4760,1853,163,75,,,,,,,,,,,,Gorilla Glue! 2G! NEW !
38,10-02-2020 11:56:22,Tbilisi,72B,CHINATOWN,NZT-52 mind storm limited 2г мука,True,8,нет,Тбилиси,2 гр,0.0204,14599,5681,501,230,,,,,,,,,,,,NZT-52 mind storm limited 2g muka
39,10-02-2020 11:56:22,Tbilisi,5LZ,ExtraShop,Кокаин HQ 2г.,True,3,нет,Тбилиси,2 гр,0.0354,24056,9361,825,379,,,,,,,,,,,,Kokain HQ 2g.
40,10-02-2020 11:56:22,Tbilisi,NLKH,STARS,C O C A i N E 2 g +0.2 g падарка. SALE SALE SALE !!! BiG SALE BTC -10 %%%%,True,1,нет,Тбилиси,2.2 гр,0.0354,25389,9880,870,400,,,,,,,,,,,,C O C A i N E 2 g +0.2 g padarka. SALE SALE SALE !!! BiG SALE BTC -10 %%%%
41,10-02-2020 11:56:22,Tbilisi,C7LQ,Scandal,"3 Grm Mdma , Purity A +++",True,2,нет,Тбилиси,3 гр,0.0195,13964,5434,479,220,,,,,,,,,,,,"3 Grm Mdma , Purity A +++"
42,10-02-2020 11:56:22,Tbilisi,NVOG,ProperMgzn,3x Extasy Duracell 223mg MDMA,True,1,нет,Тбилиси,3 гр,0.0103,6665,2594,229,105,,,,,,,,,,,,3x Extasy Duracell 223mg MDMA
43,10-02-2020 11:56:22,Tbilisi,72B,CHINATOWN,NZT-52 mind storm limited 3г мука,True,1,нет,Тбилиси,3 гр,0.0292,20946,8151,718,330,,,,,,,,,,,,NZT-52 mind storm limited 3g muka
44,10-02-2020 11:56:22,Tbilisi,6ZR,Geogrowers,*new* Cocaine peru HQ 5 gr BTC -10 %,True,2,нет,Тбилиси,5 гр,0.0862,61830,24020,2119,,,,,888,,,,,,,,*new* Cocaine peru HQ 5 gr BTC -10 %
45,10-02-2020 11:56:22,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 5 pieces",True,2,нет,Тбилиси,5 гр,0.0147,9521,3705,326,150,,,,,,,,,,,,"LSD - 250 ug, 5 pieces"
46,10-02-2020 11:56:22,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,,2,нет,Тбилиси,5 гр,0.0058,4126,1606,141,65,,,,,,,True,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
47,10-02-2020 11:56:22,Tbilisi,SM7B,SWEETWEED,гашиш евро 5г,True,3,нет,Тбилиси,5 гр,0.0196,13329,5187,457,210,,,,,,,,,,,,gashish evro 5g
48,10-02-2020 11:56:22,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0374,25389,9880,870,400,,,,,,,,,,,,gashish evro 10g
49,10-02-2020 11:56:22,Tbilisi,F8K,BestAcid,"марки 25i-nbome 2,5mg (10шт)",True,12,нет,Тбилиси,10 гр,0.0088,6347,2470,218,100,,,,,,,,,,,,"marki 25i-nbome 2,5mg (10sht)"
50,10-02-2020 11:56:22,Tbilisi,6ZR,Geogrowers,* SALE * COCAINE Peru 11 gr BTC -50 %,True,2,нет,Тбилиси,11 гр,0.0898,116002,45065,3975,,,,,1666,,,,,,,,* SALE * COCAINE Peru 11 gr BTC -50 %
51,10-02-2020 11:56:22,Tbilisi,ITJ,seazon,weed leaves 13gr +,True,3,нет,Тбилиси,13 гр,0.0058,4189,1630,144,66,,,,,,,,,,,,weed leaves 13gr +
52,10-02-2020 11:56:22,Tbilisi,ITJ,seazon,georgian weed 15 gr salee !!!,True,1,нет,Тбилиси,15 гр,0.0121,8696,3384,298,137,,,,,,,,,,,,georgian weed 15 gr salee !!!
53,10-02-2020 11:56:22,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0726,49318,19192,1691,777,,,,,,,,,,,,Gashish Evro 20gr
54,10-02-2020 11:56:22,Tbilisi,6ZR,Geogrowers,* SALE *COCAINE Peru 20+2 gr BTC-50%,True,1,нет,Тбилиси,22 гр,0.1498,193359,75118,6625,,,,,2777,,,,,,,,* SALE *COCAINE Peru 20+2 gr BTC-50%
55,10-02-2020 11:56:22,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.27 G (SALE),True,нет,4,Тбилиси,0.27 гр,0.0246,15868,6175,544,250,,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G (SALE)
56,10-02-2020 11:56:22,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.35 G (SALE),True,нет,5,Тбилиси,0.35 гр,0.0344,22215,8645,762,350,,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G (SALE)
57,10-02-2020 11:56:22,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1 G (SALE),True,нет,5,Тбилиси,1 гр,0.059,38083,14820,1306,600,,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1 G (SALE)
58,10-02-2020 11:56:22,Tbilisi,03F3,geoshop,2 gr mdma Кристаллы очен силни импорт с европи,True,нет,2,Тбилиси,2 гр,0.0214,13964,5434,479,220,,,,,,,,,,,,2 gr mdma Kristally ochen silni import s evropi
59,10-02-2020 11:56:22,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,10,Тбилиси,4 гр,0.0389,25389,9880,870,400,,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
60,10-02-2020 11:56:22,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,9,Тбилиси,5 гр,0.0234,15233,5928,522,240,,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
61,10-02-2020 11:56:22,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.0243,15868,6175,544,250,,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
62,10-02-2020 11:56:22,Tbilisi,7B8EQ,w1ld1nd1an,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,9,Тбилиси,5 гр,0.1327,95208,37050,3264,1500,,,,,,,,,,,,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
63,10-02-2020 11:56:57,Tbilisi,7B8EQ,w1ld1nd1an,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,9,Тбилиси,5 гр,0.1329,95208,37050,3264,1500,,,,,,,,,,,,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
64,10-02-2020 11:56:57,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0244,15868,6175,544,250,,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
65,10-02-2020 11:56:57,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0244,15868,6175,544,250,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
66,10-02-2020 11:56:57,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,4,Тбилиси,5 гр,0.0194,12631,4915,433,199,,,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
67,10-02-2020 11:56:57,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,4,Тбилиси,5 гр,0.0244,15868,6175,544,250,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
68,10-02-2020 11:56:57,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0194,13900,5409,477,219,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
69,10-02-2020 11:56:57,Tbilisi,V4QM9,PotHero420,"Doctor Jamaica (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,3,Тбилиси,5 гр,0.0185,13266,5162,455,209,,,,,,,,,,,,"Doctor Jamaica (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
70,10-02-2020 11:56:57,Tbilisi,V4QM9,PotHero420,"Jack Herer - (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,3,Тбилиси,5 гр,0.0185,13266,5162,455,209,,,,,,,,,,,,"Jack Herer - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
71,10-02-2020 11:56:57,Tbilisi,V4QM9,PotHero420,"NEW! O.G. Kush - (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,5,Тбилиси,5 гр,0.0185,13266,5162,455,209,,,,,,,,,,,,"NEW! O.G. Kush - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
72,10-02-2020 11:56:57,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.0244,15868,6175,544,250,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
73,10-02-2020 11:56:57,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,19,Тбилиси,5 гр,0.0177,12694,4940,435,200,,,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
74,10-02-2020 11:56:57,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.1955,140000,64421,4798,,,,,,,,,,,,,reagent 25i nbome. 5gr
75,10-02-2020 11:56:57,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2659,190416,74100,6529,3000,,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
76,10-02-2020 11:56:57,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,8,Тбилиси,5 гр,0.0482,31038,12078,1064,489,,,,,,,,,,,,💘✨5g. MDMA ✨💘
77,10-02-2020 11:56:57,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,2,Тбилиси,5 гр,0.0177,11425,4446,392,180,,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
78,10-02-2020 11:56:57,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0389,25325,9855,868,399,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
79,10-02-2020 11:56:57,Tbilisi,7B8EQ,w1ld1nd1an,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,4,Тбилиси,10 гр,0.1773,126944,49400,4352,2000,,,,,,,,,,,,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
80,10-02-2020 11:56:57,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.078,50778,19760,1741,800,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
81,10-02-2020 11:56:57,Tbilisi,V4QM9,PotHero420,"Doctor Jamaica (Only Buds, IMPORT) Шишки(всегда подъезд) 10G (BTC sale 10%) (предзаказ будет сделан очень оперативно)",True,нет,5,Тбилиси,10 гр,0.0354,25325,9855,868,399,,,,,,,,,,,,"Doctor Jamaica (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 10G (BTC sale 10%) (predzakaz budet sdelan ochen' operativno)"
82,10-02-2020 11:56:57,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2169,141225,54958,4842,2225,,,,,,,,,,,,Amfetamin [White] [Import] 10G
83,10-02-2020 11:56:57,Tbilisi,9VLN,AlienShop,💘✨10gram MDMA ✨💘,True,нет,10,Тбилиси,10 гр,0.0796,51285,19958,1758,808,,,,,,,,,,,,💘✨10gram MDMA ✨💘
84,10-02-2020 11:56:57,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,2,Тбилиси,10 гр,0.0294,18978,7385,651,299,,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
85,10-02-2020 11:56:57,Tbilisi,V8EPD,GREENWEED,SALE 50%. Шишки 11гр (лсд феминиз),True,1,2,Тбилиси,11 гр,0.0146,9521,3705,326,150,,,,,,,,,,,,SALE 50%. Shishki 11gr (lsd feminiz)
86,10-02-2020 11:56:57,Tbilisi,NVOG,ProperMgzn,15x Extasy Duracell 223mg MDMA.,True,нет,10,Тбилиси,15 гр,0.0443,28562,11115,979,450,,,,,,,,,,,,15x Extasy Duracell 223mg MDMA.
87,10-02-2020 11:56:57,Tbilisi,7B8EQ,w1ld1nd1an,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,8,Тбилиси,20 гр,0.2925,209458,81510,7181,3300,,,,,,,,,,,,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
88,10-02-2020 11:56:57,Tbilisi,ABOAB,ProGrow,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0561,38083,14820,1306,600,,,,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
89,10-02-2020 11:56:57,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1064,76166,29640,2611,1200,,,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
90,10-02-2020 11:56:57,Tbilisi,ABOAB,ProGrow,50G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,50 гр,0.0842,57125,22230,1959,900,,,,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
91,10-02-2020 11:56:57,Tbilisi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,True,нет,2,Тбилиси,50 гр,0.0926,60298,23465,2067,950,,,,,,,,,,,,Hybrid Skunk! 50 gr
92,10-02-2020 11:56:57,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.195,126944,49400,4352,2000,,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
93,10-02-2020 11:56:57,Tbilisi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,True,нет,1,Тбилиси,100 гр,0.1755,114250,44460,3917,1800,,,,,,,,,,,,Hybrid Skunk! 100 gr
94,10-02-2020 11:56:57,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2437,158680,61750,5441,2500,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
95,10-02-2020 11:56:57,Tbilisi,F8K,BestAcid,"марки 25i-nbome 2,5mg (100шт)",True,нет,2,Тбилиси,100 гр,0.0381,27293,10621,936,430,,,,,,,,,,,,"marki 25i-nbome 2,5mg (100sht)"
96,10-02-2020 11:56:57,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4485,291971,113620,10011,4600,,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
97,10-02-2020 11:56:57,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7312,476040,185250,16322,7500,,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
98,10-02-2020 11:57:37,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0177,12694,4940,435,200,,,,,,,,,,,,KURYER..500RUB.+BONUS
99,10-02-2020 11:57:37,Tbilisi,3TGJ9,Elegant,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.0177,12694,4940,435,200,,,,,,,,,,,,Trebuetsja Kur'er
100,10-02-2020 11:57:37,Tbilisi,62YA,WhiteRebit,Требуется сотрудник,True,1,нет,Тбилиси,1 гр,0.0195,12694,4940,435,200,,,,,,,,,,,,Trebuetsja sotrudnik
101,10-02-2020 11:57:37,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0195,12694,4940,435,200,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
102,10-02-2020 11:57:37,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0243,15868,6175,544,250,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
103,10-02-2020 11:57:37,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.4733,952080,370500,32643,15000,,,,,,,,,,,,Vakansija optovogo kur'era na mef
