,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Gldani,Saburtalo,Дигоми,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
10,12-06-2020 16:48:15,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,True,3,нет,Тбилиси,5 гр,0.0181,12096,4699,416,175,,,,,,,,,5x Extasy Duracell 223mg MDMA.
11,12-06-2020 16:48:15,Tbilisi,7LHWP,GEOBUDS,10 gr georgian weed. Package on magnet,True,4,нет,Тбилиси,10 гр,0.0265,17903,6954,615,259,,,,,,,,,10 gr georgian weed. Package on magnet
12,12-06-2020 16:48:15,Tbilisi,3TGJ9,Elegant,акция!!! 10g.+2 g. марихуана шишки Critical,True,1,нет,Тбилиси,12 гр,0.0464,34561,13425,1187,500,,,,,,,,,aktsija!!! 10g.+2 g. marihuana shishki Critical
13,12-06-2020 16:48:15,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2062,138244,53700,4750,2000,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
14,12-06-2020 16:48:15,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,True,нет,9,Тбилиси,2 гр,0.0381,25506,9908,876,369,,,,,,,,,❄❄2g HQ COCAINE❄❄
15,12-06-2020 16:48:15,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,6,Тбилиси,3 гр,0.0597,40022,15546,1375,579,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
16,12-06-2020 16:48:15,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0409,27649,10740,950,400,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
17,12-06-2020 16:48:15,Tbilisi,1MZLP,WeedbooM,✿ 4gr Hybrid Weed Indica Buds VHQ ❤,,нет,1,Тбилиси,4 гр,0.0143,9677,3759,332,140,,True,,,,,,,✿ 4gr Hybrid Weed Indica Buds VHQ ❤
18,12-06-2020 16:48:15,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0562,38017,14768,1306,550,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
19,12-06-2020 16:48:15,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,7,Тбилиси,5 гр,0.024,16244,6310,558,235,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
20,12-06-2020 16:48:15,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,5,Тбилиси,5 гр,0.0245,16589,6444,570,240,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
21,12-06-2020 16:48:15,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,7,Тбилиси,5 гр,0.0235,15898,6176,546,230,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
22,12-06-2020 16:48:15,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0245,16589,6444,570,240,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
23,12-06-2020 16:48:15,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,8,Тбилиси,5 гр,0.0245,16589,6444,570,240,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
24,12-06-2020 16:48:15,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0235,15898,6176,546,230,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
25,12-06-2020 16:48:15,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0203,15138,5880,520,219,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
26,12-06-2020 16:48:15,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - INDICA - 5 G.,True,нет,2,Тбилиси,5 гр,0.0258,17280,6713,594,250,,,,,,,,,MARIXYANA - INDICA - 5 G.
27,12-06-2020 16:48:15,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.024,16244,6310,558,235,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
28,12-06-2020 16:48:15,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2553,190000,87429,6533,,,,,,,,,,reagent 25i nbome. 5gr
29,12-06-2020 16:48:15,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2786,207366,80550,7124,3000,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
30,12-06-2020 16:48:15,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,8,Тбилиси,5 гр,0.099,66288,25749,2277,959,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
31,12-06-2020 16:48:15,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,10,Тбилиси,5 гр,0.0196,13133,5102,451,190,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
32,12-06-2020 16:48:15,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,10,Тбилиси,5 гр,0.0505,33801,13130,1161,489,,,,,,,,,💘✨5g. MDMA ✨💘
33,12-06-2020 16:48:44,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0921,62210,24165,2137,900,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
34,12-06-2020 16:48:44,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0409,27649,10740,950,400,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
35,12-06-2020 16:48:44,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0716,48385,18795,1662,700,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
36,12-06-2020 16:48:44,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.043,29031,11277,997,420,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
37,12-06-2020 16:48:44,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0818,55298,21480,1900,800,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
38,12-06-2020 16:48:44,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2276,153796,59741,5284,2225,,,,,,,,,Amfetamin [White] [Import] 10G
39,12-06-2020 16:48:44,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,10,Тбилиси,10 гр,0.1611,107761,41859,3702,1559,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
40,12-06-2020 16:48:44,Tbilisi,9VLN,AlienShop,💘✨10gram MDMA ✨💘,True,нет,5,Тбилиси,10 гр,0.0815,54537,21185,1874,789,,,,,,,,,💘✨10gram MDMA ✨💘
41,12-06-2020 16:48:44,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,8,Тбилиси,10 гр,0.0381,25506,9908,876,369,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
42,12-06-2020 16:48:44,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,True,нет,1,Тбилиси,11 гр,0.0361,24193,9398,831,350,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
43,12-06-2020 16:48:44,Tbilisi,9VLN,AlienShop,✨💘20g MDMA💘✨,True,нет,3,Тбилиси,20 гр,0.1395,103683,40275,3562,1500,,,,,,,,,✨💘20g MDMA💘✨
44,12-06-2020 16:48:44,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0619,41404,16083,1423,599,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
45,12-06-2020 16:48:44,Tbilisi,7LHWP,GEOBUDS,50 gr georgian weed. Package on magnet,True,нет,5,Тбилиси,50 гр,0.1329,89789,34878,3085,1299,,,,,,,,,50 gr georgian weed. Package on magnet
46,12-06-2020 16:48:44,Tbilisi,7LHWP,GEOBUDS,100 gr georgian weed. Package on magnet,True,нет,4,Тбилиси,100 гр,0.2557,172736,67098,5935,2499,,,,,,,,,100 gr georgian weed. Package on magnet
47,12-06-2020 16:48:44,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2455,165893,64440,5700,2400,,,,,,,,,100 gr marijuana buds
48,12-06-2020 16:48:44,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2046,138244,53700,4750,2000,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
49,12-06-2020 16:48:44,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2558,172805,67125,5937,2500,,,,,,,,,Marihuana [Shishki] [Gali] 100G
50,12-06-2020 16:48:44,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 150шт. вес таблетки 450mg,True,нет,1,Тбилиси,150 гр,0.2762,186629,72495,6412,2700,,,,,,,,,Extasy GUCCI 150sht. ves tabletki 450mg
51,12-06-2020 16:48:44,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.6036,407819,158415,14011,5900,,,,,,,,,180 gr marihuana persoalno
52,12-06-2020 16:48:44,Tbilisi,8B31,GEOWEEDSHOP,200gr Georgian indica dominant buds. WHOLESALE PRICE!,True,нет,4,Тбилиси,200 гр,0.4387,293768,114113,10093,4250,,,,,,,,,200gr Georgian indica dominant buds. WHOLESALE PRICE!
53,12-06-2020 16:48:44,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4706,317961,123510,10924,4600,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
54,12-06-2020 16:48:44,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7673,518414,201375,17811,7500,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
55,12-06-2020 16:48:44,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8696,587536,228225,20186,8500,,,,,,,,,10000sht marki 25i-nbome. predoplata
56,12-06-2020 16:48:44,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0186,13824,5370,475,200,,,,,,,,,KURYER..500RUB.+BONUS
57,12-06-2020 16:48:44,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,1,Тбилиси,1 гр,0.0205,13824,5370,475,200,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
58,12-06-2020 16:48:44,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5485,1036829,402750,35622,15000,,,,,,,,,Vakansija optovogo kur'era na mef
59,12-06-2020 16:50:00,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.167,112990,51992,3885,,,,,,,True,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
60,12-06-2020 16:50:00,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2644,178900,82321,6152,,,,,,,True,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
61,12-06-2020 16:50:00,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0093,6912,2685,237,100,,,,,,True,,,kur'er v Batumi
62,12-06-2020 16:50:00,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0232,17280,6713,594,250,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
63,12-06-2020 16:50:00,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0232,17280,6713,594,250,,,,,,True,,,Ischu kur'era v Gruzii!
64,12-06-2020 16:50:00,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,нет,3,Батуми,5 гр,0.0204,13824,5370,475,200,,,,,,True,,,Kur'er Batumi na marihuanu
65,12-06-2020 16:50:00,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5463,1036829,402750,35622,15000,,,,,,True,,,Vakansija optovogo kur'era na mef
66,12-06-2020 16:50:00,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0511,34561,13425,1187,500,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
67,12-06-2020 16:50:55,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Кутаиси,1 гр,0.0026,1728,671,59,25,,,,,,,,True,Rabota na marki (kur'er)
