,Unnamed: 0,time_stamp,region,sell_code,description,Didube,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Тбилиси,Saburtalo,Vake,Gldani,Дигоми,Old Tbilisi (Старый город),Авлобари,Батуми,€,Центр,Кутаиси,desc_en
43,43,27-05-2020 15:37:55,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,4,Тбилиси,5 гр,0.025,16718,6387,564,235.0,True,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
44,44,27-05-2020 15:37:55,Tbilisi,794765e142,Марихуана бошки OG KUSH этим все сказано. 5г.,True,нет,4,Тбилиси,5 гр,0.0266,17785,6795,601,250.0,,,,,,,,,,,,Marihuana boshki OG KUSH etim vse skazano. 5g.
45,45,27-05-2020 15:37:55,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.2586,190000,87429,6418,,True,,,,,,,,,,,reagent 25i nbome. 5gr
46,46,27-05-2020 15:37:55,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2905,213422,81540,7206,3000.0,,,,,,True,True,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
47,47,27-05-2020 15:37:55,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,,нет,8,Тбилиси,5 гр,0.1032,68224,26066,2304,959.0,True,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
48,48,27-05-2020 15:37:55,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,,нет,10,Тбилиси,5 гр,0.0204,13517,5164,456,190.0,True,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
49,49,27-05-2020 15:37:55,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,,нет,3,Тбилиси,5 гр,0.0526,34788,13291,1175,489.0,True,,,,,,,,,,,💘✨5g. MDMA ✨💘
50,50,27-05-2020 15:37:55,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,,нет,10,Тбилиси,5 гр,0.0203,13446,5137,454,189.0,True,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
51,51,27-05-2020 15:37:55,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.0959,64027,24462,2162,900.0,True,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
52,52,27-05-2020 15:37:55,Tbilisi,cb721d4bca,10 gr top buds white widow wишки THC 25% VHQ,,нет,10,Тбилиси,10 гр,0.0426,28456,10872,961,400.0,True,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
53,53,27-05-2020 15:37:55,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,2,Тбилиси,10 гр,0.0746,49799,19026,1681,700.0,True,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
54,54,27-05-2020 15:37:55,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,5,Тбилиси,10 гр,0.0447,29879,11416,1009,420.0,True,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
55,55,27-05-2020 15:37:55,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,3,Тбилиси,10 гр,0.0852,56913,21744,1922,800.0,True,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
56,56,27-05-2020 15:37:55,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.237,158288,60476,5344,2225.0,True,,,,,,,,,,,Amfetamin [White] [Import] 10G
57,57,27-05-2020 15:37:55,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,,нет,5,Тбилиси,10 гр,0.1677,110909,42374,3745,1559.0,True,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
58,58,27-05-2020 15:37:55,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,,нет,10,Тбилиси,10 гр,0.0397,26251,10029,886,369.0,True,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
59,59,27-05-2020 15:37:55,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,,нет,3,Тбилиси,10 гр,0.0339,22409,8562,757,315.0,True,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
60,60,27-05-2020 15:37:55,Tbilisi,0dec0e1c48,20 gr georgian weed. Package on magnet,,нет,11,Тбилиси,20 гр,0.0425,28385,10845,958,399.0,True,,,,,,,,,,,20 gr georgian weed. Package on magnet
61,61,27-05-2020 15:37:55,Tbilisi,f8a875c191,METADON - 20 G.,,нет,1,Тбилиси,20 гр,0.5379,355704,135900,12010,5000.0,True,,,,,,,,,,,METADON - 20 G.
62,62,27-05-2020 15:37:55,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,,нет,9,Тбилиси,20 гр,0.0644,42613,16281,1439,599.0,True,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
63,63,27-05-2020 15:37:55,Tbilisi,0dec0e1c48,50 gr georgian weed. Package on magnet,,нет,6,Тбилиси,50 гр,0.1384,92412,35307,3120,1299.0,True,,,,,,,,,,,50 gr georgian weed. Package on magnet
64,64,27-05-2020 15:37:55,Tbilisi,0dec0e1c48,100 gr georgian weed. Package on magnet,,нет,5,Тбилиси,100 гр,0.2662,177781,67923,6003,2499.0,True,,,,,,,,,,,100 gr georgian weed. Package on magnet
65,65,27-05-2020 15:37:55,Tbilisi,cb721d4bca,100 gr marijuana buds,,нет,1,Тбилиси,100 гр,0.2556,170738,65232,5765,2400.0,True,,,,,,,,,,,100 gr marijuana buds
66,66,27-05-2020 15:37:55,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,,нет,1,Тбилиси,100 гр,0.213,142282,54360,4804,2000.0,True,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
67,67,27-05-2020 15:37:55,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.2663,177852,67950,6005,2500.0,True,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
68,68,27-05-2020 15:38:23,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,,нет,1,Тбилиси,250 гр,0.4901,327248,125028,11049,4600.0,True,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
69,69,27-05-2020 15:38:23,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,,нет,1,Тбилиси,500 гр,0.799,533556,203850,18015,7500.0,True,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
70,70,27-05-2020 15:38:23,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,0.9055,604697,231030,20417,8500.0,True,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
71,71,27-05-2020 15:38:23,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,,2,нет,Тбилиси,1 гр,0.0194,14228,5436,480,200.0,True,,,,,,,,,,,KURYER..500RUB.+BONUS
72,72,27-05-2020 15:38:23,Tbilisi,52fe6d0af9,Need Delivery 150$ Only MJ & Hash | куриер залог 150$ | 200 Rub For Adress 1 Gr,,нет,1,Тбилиси,1 гр,0.0158,10671,4077,360,150.0,True,,,,,,,,,,,Need Delivery 150$ Only MJ & Hash | kurier zalog 150$ | 200 Rub For Adress 1 Gr
73,73,27-05-2020 15:38:23,Tbilisi,52fe6d0af9,Need Delivery 300$ Only MJ & Hash | куриер залог 300$ | 200 Rub For Adress 0.5-1 Gr,,нет,1,Тбилиси,1 гр,0.032,21342,8154,721,300.0,True,,,,,,,,,,,Need Delivery 300$ Only MJ & Hash | kurier zalog 300$ | 200 Rub For Adress 0.5-1 Gr
74,74,27-05-2020 15:38:23,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,2,Тбилиси,1 гр,0.0213,14228,5436,480,200.0,True,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
75,75,27-05-2020 15:38:23,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,нет,1,Тбилиси,1 гр,0.0266,17785,6795,601,250.0,True,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
76,76,27-05-2020 15:38:23,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,1.6125,1067112,407700,36030,15000.0,True,,,,,,,,,,,Vakansija optovogo kur'era na mef
77,77,27-05-2020 15:39:21,Batumi,3ee37c89bb,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2343,156510,59796,5284,2200.0,,,,,,,,True,,,,[100g] SPAIN HASH
78,78,27-05-2020 15:39:21,Batumi,54915c4374,MDMA !! 3 грамма,,нет,1,Батуми,3 гр,0.0431,28812,11008,973,405.0,,,,,,,,True,,,,MDMA !! 3 gramma
79,79,27-05-2020 15:39:21,Batumi,321e2f622a,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1692,112990,51992,3817,,,,,,,,,True,,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
80,80,27-05-2020 15:39:21,Batumi,321e2f622a,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2679,178900,82321,6043,,,,,,,,,True,,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
81,81,27-05-2020 15:39:21,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0097,7114,2718,240,100.0,,,,,,,,True,,,,kur'er v Batumi
82,82,27-05-2020 15:39:21,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0242,17785,6795,601,250.0,,,,,,,,True,,,,Rabota kladmenom. Tol'ko shishki.
83,83,27-05-2020 15:39:21,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0242,17785,6795,601,250.0,,,,,,,,True,,,,Ischu kur'era v Gruzii!
84,84,27-05-2020 15:39:21,Batumi,54915c4374,Работа на марки (курьер),,нет,1,Батуми,25 гр,0.0291,19446,7450,657,,,,,,,,,True,250.0,,,Rabota na marki (kur'er)
85,85,27-05-2020 15:39:21,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.6122,1067112,407700,36030,15000.0,,,,,,,,True,,,,Vakansija optovogo kur'era na mef
86,86,27-05-2020 15:39:21,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0533,35570,13590,1201,500.0,,,,,,,,True,,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
87,87,27-05-2020 15:40:49,Kutaisi,be97026d1d,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,6,нет,Кутаиси,2 гр,0.0511,34503,13182,1165,485.0,,,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
88,88,27-05-2020 15:40:49,Kutaisi,be97026d1d,MDMA from Europe!!! 3g !!! BTC SALE 5%!!!!,,4,нет,Кутаиси,3 гр,0.0344,23476,8969,793,330.0,,,,,,,,,,,True,MDMA from Europe!!! 3g !!! BTC SALE 5%!!!!
89,89,27-05-2020 15:40:49,Kutaisi,54915c4374,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.0291,19446,7450,657,,,,,,,,,,250.0,,True,Rabota na marki (kur'er)
