,time_stamp,region,sell_code,sell_name,description,Saburtalo,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Тбилиси,Varketili,Gldani,€,Old Tbilisi (Старый город),Авлобари,Vake,Батуми,Центр,Кутаиси,desc_en
24,21-07-2020 18:28:05,Tbilisi,03F3,geoshop,5 gr Amnesia Haze шишки импорт с европы тгк 28%,,1,нет,Тбилиси,5 гр,0.027,18451,7267,624,260,True,,,,,,,,,,5 gr Amnesia Haze shishki import s evropy tgk 28%
25,21-07-2020 18:28:05,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,1,нет,Тбилиси,5 гр,0.0291,19871,7826,672,280,True,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
26,21-07-2020 18:28:05,Tbilisi,03F3,geoshop,5 marijuana BUDS northen lights 24% THC ШИШКИ!!!,,1,нет,Тбилиси,5 гр,0.028,19161,7547,648,270,True,,,,,,,,,,5 marijuana BUDS northen lights 24% THC ShIShKI!!!
27,21-07-2020 18:28:05,Tbilisi,3TGJ9,Elegant,5g. марихуана шишки Critical,,1,нет,Тбилиси,5 гр,0.0184,13839,5450,468,195,True,,,,,,,,,,5g. marihuana shishki Critical
28,21-07-2020 18:28:05,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 5гр",,1,нет,Тбилиси,5 гр,0.0226,17032,6708,576,240,True,,,,,,,,,,"Hindu Kush (photoperiod, regular) 5gr"
29,21-07-2020 18:28:05,Tbilisi,9VLN,AlienShop,🚲🎉🚲 6 Pacco Rabanne 300mdma ecstasy 🚲🎉🚲,,2,нет,Тбилиси,6 гр,0.0314,21290,8385,720,300,True,,,,,,,,,,🚲🎉🚲 6 Pacco Rabanne 300mdma ecstasy 🚲🎉🚲
30,21-07-2020 18:28:05,Tbilisi,2LY77,SveetWeed,11+ GRAMM BEASTWEED NEW,,1,нет,Тбилиси,11 гр,0.017,12774,5031,432,180,True,,,,,,,,,,11+ GRAMM BEASTWEED NEW
31,21-07-2020 18:28:05,Tbilisi,3TGJ9,Elegant,12g. марихуана шишки Critical,,1,нет,Тбилиси,12 гр,0.0311,23419,9224,792,330,True,,,,,,,,,,12g. marihuana shishki Critical
32,21-07-2020 18:28:05,Tbilisi,F8K,BestAcid,"марки 25i-nbome 2,5mg (25шт)",,1,нет,Тбилиси,25 гр,0.017,12774,5031,432,180,True,,,,,,,,,,"marki 25i-nbome 2,5mg (25sht)"
33,21-07-2020 18:28:05,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),,1,нет,Тбилиси,60 гр,0.2095,141934,55900,4798,2000,True,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
34,21-07-2020 18:28:05,Tbilisi,6KB,Marioshop,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",,нет,4,Тбилиси,1 гр,0.0372,25187,9905,852,,True,,,310,,,,,,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
35,21-07-2020 18:29:15,Tbilisi,18FB,Mr.Green Tbilis,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,,нет,10,Тбилиси,5 гр,0.0259,17742,6988,600,250,True,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
36,21-07-2020 18:29:15,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,нет,2,Тбилиси,5 гр,0.0571,39032,15373,1319,550,True,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
37,21-07-2020 18:29:15,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",,1,6,Тбилиси,5 гр,0.028,19161,7547,648,270,True,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
38,21-07-2020 18:29:15,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,,нет,6,Тбилиси,5 гр,0.0285,19516,7686,660,275,True,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
39,21-07-2020 18:29:15,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,1,4,Тбилиси,5 гр,0.0249,17032,6708,576,240,True,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
40,21-07-2020 18:29:15,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,6,Тбилиси,5 гр,0.0291,19871,7826,672,280,True,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
41,21-07-2020 18:29:15,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,6,Тбилиси,5 гр,0.028,19161,7547,648,270,True,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
42,21-07-2020 18:29:15,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.0207,15542,6121,525,219,True,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
43,21-07-2020 18:29:15,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (5 Грамм)",,нет,8,Тбилиси,5 гр,0.0244,16677,6568,564,235,True,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (5 Gramm)"
44,21-07-2020 18:29:15,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,3,Тбилиси,5 гр,0.028,19161,7547,648,270,True,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
45,21-07-2020 18:29:15,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.2526,190000,87429,6339,,True,,,,,,,,,,reagent 25i nbome. 5gr
46,21-07-2020 18:29:15,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.283,212900,83850,7197,3000,,,,,True,True,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
47,21-07-2020 18:29:15,Tbilisi,9CK,Hyperboy,🍬🍬🍬Ex Masserati Red 465 mg 5pc🍬🍬🍬,,нет,2,Тбилиси,5 гр,0.0259,17742,6988,600,250,True,,,,,,,,,,🍬🍬🍬Ex Masserati Red 465 mg 5pc🍬🍬🍬
48,21-07-2020 18:29:15,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️,,нет,2,Тбилиси,5 гр,0.024,16250,6390,549,,True,,,200,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️
49,21-07-2020 18:29:15,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.0934,63870,25155,2159,900,True,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
50,21-07-2020 18:29:15,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,,нет,10,Тбилиси,10 гр,0.0571,39032,15373,1319,550,True,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
51,21-07-2020 18:29:15,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,2,Тбилиси,10 гр,0.0726,49677,19565,1679,700,True,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
52,21-07-2020 18:29:15,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,5,Тбилиси,10 гр,0.0436,29806,11739,1008,420,True,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
53,21-07-2020 18:29:15,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,3,Тбилиси,10 гр,0.083,56773,22360,1919,800,True,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
54,21-07-2020 18:29:15,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (10 грамм)",,нет,8,Тбилиси,10 гр,0.0436,29806,11739,1008,420,True,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (10 gramm)"
55,21-07-2020 18:29:15,Tbilisi,R4156,bestchoice,Northern Lights Regular [budsonly] 10gram,,1,10,Тбилиси,10 гр,0.0359,26967,10621,912,380,True,,,,,,,,,,Northern Lights Regular [budsonly] 10gram
56,21-07-2020 18:29:15,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.2309,157901,62189,5338,2225,True,,,,,,,,,,Amfetamin [White] [Import] 10G
57,21-07-2020 18:29:15,Tbilisi,9CK,Hyperboy,🍬🍬🍬Ex Masserati Red 465 mg 10pc🍬🍬🍬,,нет,1,Тбилиси,10 гр,0.0425,29096,11460,984,410,True,,,,,,,,,,🍬🍬🍬Ex Masserati Red 465 mg 10pc🍬🍬🍬
58,21-07-2020 18:29:15,Tbilisi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,нет,5,Тбилиси,10 гр,0.0528,35750,14058,1209,,True,,,440,,,,,,,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
59,21-07-2020 18:29:15,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,5,Тбилиси,11 гр,0.0468,31687,12461,1071,,True,,,390,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
60,21-07-2020 18:29:15,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 15 гр",,нет,1,Тбилиси,15 гр,0.0613,46128,18168,1559,650,True,,,,,,,,,,"Hindu Kush (photoperiod, regular) 15 gr"
61,21-07-2020 18:29:15,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,,нет,1,Тбилиси,100 гр,0.2491,170320,67080,5758,2400,True,,,,,,,,,,100 gr marijuana buds
62,21-07-2020 18:29:15,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.2594,177417,69875,5998,2500,True,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
63,21-07-2020 18:29:15,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 100шт. Готовые клады в Грузии от производителя!,,нет,3,Тбилиси,100 гр,0.0363,24838,9783,840,350,,,,,True,True,True,,,,Moschnye zhirnye marki 25i nbome 100sht. Gotovye klady v Gruzii ot proizvoditelja!
64,21-07-2020 18:29:15,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,,нет,1,Тбилиси,180 гр,0.6123,418704,164905,14154,5900,True,,,,,,,,,,180 gr marihuana persoalno
65,21-07-2020 18:29:15,Tbilisi,6UG,Good Enuff,500 шт. марки 25i nbome. готовый клад в Тбилиси.,True,нет,4,Тбилиси,500 гр,0.1245,85160,33540,2879,1200,,True,,,True,True,,,,,500 sht. marki 25i nbome. gotovyj klad v Tbilisi.
66,21-07-2020 18:29:15,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,0.8821,603218,237575,20392,8500,True,,,,,,,,,,10000sht marki 25i-nbome. predoplata
67,21-07-2020 18:29:15,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,,2,нет,Тбилиси,1 гр,0.0189,14193,5590,480,200,True,,,,,,,,,,KURYER..500RUB.+BONUS
68,21-07-2020 18:29:15,Tbilisi,9R7SU,ClownBaroN,Работа курьер в Тбилиси 15 лари на клад толка марихуана,True,1,нет,Тбилиси,1 гр,0.0156,10645,4193,360,150,,,,,,,,,,,Rabota kur'er v Tbilisi 15 lari na klad tolka marihuana
69,21-07-2020 18:29:15,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,1,нет,Тбилиси,1 гр,0.0259,17742,6988,600,250,True,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
70,21-07-2020 18:30:14,Tbilisi,QVK5,Galiak,"ищеm курьерa толка за марихуани в тбилиси, клад 8$. Залог с 200$",,1,нет,Тбилиси,10 гр,0.0189,14193,5590,480,200,True,,,,,,,,,,"ischem kur'era tolka za marihuani v tbilisi, klad 8$. Zalog s 200$"
71,21-07-2020 18:30:14,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,1,Тбилиси,1 гр,0.0207,14193,5590,480,200,True,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
72,21-07-2020 18:30:14,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,3,Тбилиси,1 гр,0.0259,17742,6988,600,250,True,,,,,,,,,,Rabota na marki (kur'er)
73,21-07-2020 18:30:14,Tbilisi,6P9R,RickNMorty,рик и морти ишит куриера зп от 2000 $ в месец залог 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$,,нет,1,Тбилиси,5 гр,0.0518,35483,13975,1200,500,True,,,,,,,,,,rik i morti ishit kuriera zp ot 2000 $ v mesets zalog 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$
74,21-07-2020 18:30:14,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,1.5693,1064502,419250,35985,15000,True,,,,,,,,,,Vakansija optovogo kur'era na mef
75,21-07-2020 18:30:14,Tbilisi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,3,Тбилиси,1000 гр,0.0518,35483,13975,1200,500,,True,,,True,,True,,,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
76,21-07-2020 18:32:56,Batumi,GGVQZ,KARAVANos,Мелкие шишки (Indica) 2г,,4,нет,Батуми,2 гр,0.0044,2981,1174,101,42,,,,,,,,True,,,Melkie shishki (Indica) 2g
77,21-07-2020 18:32:56,Batumi,XUYA,MRweed,Gelato Grinded Moonrocks (измельченные мунроки) Эксклюзив. 5гр,,1,нет,Батуми,5 гр,0.0283,21290,8385,720,300,,,,,,,,True,,,Gelato Grinded Moonrocks (izmel'chennye munroki) Ekskljuziv. 5gr
78,21-07-2020 18:32:56,Batumi,GGVQZ,KARAVANos,Мощные шишки Y-Griega (Sativa) 5г,,1,нет,Батуми,5 гр,0.0363,24838,9783,840,350,,,,,,,,True,,,Moschnye shishki Y-Griega (Sativa) 5g
79,21-07-2020 18:32:56,Batumi,Z9UT,Rainbow,Super Critical 10G,,2,нет,Батуми,10 гр,0.0467,31935,12578,1080,450,,,,,,,,,True,,Super Critical 10G
80,21-07-2020 18:32:56,Batumi,6KB,Marioshop,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",,нет,2,Батуми,1 гр,0.0372,25187,9905,852,,,,,310,,,,True,,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
81,21-07-2020 18:32:56,Batumi,BN40,Panters,Мефедрон 3г,,нет,3,Батуми,3 гр,0.033,24838,9783,840,350,,,,,,,,True,,,Mefedron 3g
82,21-07-2020 18:32:56,Batumi,BN40,Panters,Таблы Punisher 300 mg. 5шт.,,нет,5,Батуми,5 гр,0.0396,29806,11739,1008,420,,,,,,,,True,,,Tably Punisher 300 mg. 5sht.
83,21-07-2020 18:32:56,Batumi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,нет,4,Батуми,10 гр,0.0528,35750,14058,1209,,,,,440,,,,True,,,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
84,21-07-2020 18:32:56,Batumi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,5,Батуми,11 гр,0.0468,31687,12461,1071,,,,,390,,,,True,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
85,21-07-2020 18:32:56,Batumi,6KB,Marioshop,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️",,нет,2,Батуми,11 гр,0.0478,32419,12748,1096,,,,,399,,,,True,,,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️"
86,21-07-2020 18:32:56,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1652,112990,51992,3770,,,,,,,,,True,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
87,21-07-2020 18:32:56,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2616,178900,82321,5968,,,,,,,,,True,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
88,21-07-2020 18:32:56,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0094,7097,2795,240,100,,,,,,,,True,,,kur'er v Batumi
89,21-07-2020 18:32:56,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0236,17742,6988,600,250,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
90,21-07-2020 18:32:56,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0236,17742,6988,600,250,,,,,,,,True,,,Ischu kur'era v Gruzii!
91,21-07-2020 18:32:56,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,нет,1,Батуми,1 гр,0.0208,14193,5590,480,200,,,,,,,,True,,,Kur'er Batumi na marihuanu
92,21-07-2020 18:32:56,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5709,1064502,419250,35985,15000,,,,,,,,True,,,Vakansija optovogo kur'era na mef
93,21-07-2020 18:32:56,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0519,35483,13975,1200,500,,,,,,,,,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
94,21-07-2020 18:35:20,Kutaisi,2I03,bananaa,CUSTOM Шишки 230g 3in1,,1,нет,Кутаиси,230 гр,0.438,299480,117949,10124,4220,,,,,,,,,,True,CUSTOM Shishki 230g 3in1
