,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Vake,Дигоми,Varketili,Nadzaladevi,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
105,105,11-02-2020 16:09:52,Batumi,d4df7908c3,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Батуми,1 гр,0.0101,6395,2465,218,100.0,,,,,,,,,True,,,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
106,106,11-02-2020 16:09:52,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0046,3197,1233,109,50.0,,,,,,,,,True,,,kur'er v Batumi
107,107,11-02-2020 16:09:52,Batumi,a5417660bf,Вакансия Курьера в Батуми,,1,нет,Батуми,3 гр,0.0046,3197,1233,109,50.0,,,,,,,,,True,,,Vakansija Kur'era v Batumi
108,108,11-02-2020 16:09:52,Batumi,a5417660bf,Вакансия Курьера в Батуми,,1,нет,Батуми,5 гр,0.0071,5000,2301,171,,,,,,,,,,True,,,Vakansija Kur'era v Batumi
109,109,11-02-2020 16:09:52,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0228,15987,6163,546,250.0,,,,,,,,,True,,,Ischu kur'era v Gruzii!
110,110,11-02-2020 16:09:52,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5174,959235,369750,32771,15000.0,,,,,,,,,True,,,Vakansija optovogo kur'era na mef
111,111,11-02-2020 16:09:52,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0501,31975,12325,1092,500.0,,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
112,112,11-02-2020 16:11:30,Kutaisi,d4df7908c3,"Шишки/weeds Afghan Kush, - 0,5г - Удобные клады в подъездах",,5,нет,Кутаиси,0.5 гр,0.002,1279,493,44,20.0,,,,,,,,,,,True,"Shishki/weeds Afghan Kush, - 0,5g - Udobnye klady v pod'ezdah"
113,113,11-02-2020 16:11:30,Kutaisi,d4df7908c3,Шишки / weeds Afghan Kush - 2г,,2,нет,Кутаиси,2 гр,0.0075,4732,1824,162,74.0,,,,,,,,,,,True,Shishki / weeds Afghan Kush - 2g
114,114,11-02-2020 16:11:30,Kutaisi,d4df7908c3,"Шишки/weed Afghan Kush, 1г - Удобные клады в подъездах",,4,2,Кутаиси,1 гр,0.0037,2366,912,81,37.0,,,,,,,,,,,True,"Shishki/weed Afghan Kush, 1g - Udobnye klady v pod'ezdah"
115,115,11-02-2020 16:11:30,Kutaisi,d4df7908c3,"Шишки / Weed Afghan Kush, 3g",,2,3,Кутаиси,3 гр,0.0106,6715,2588,229,105.0,,,,,,,,,,,True,"Shishki / Weed Afghan Kush, 3g"
116,116,11-02-2020 16:11:30,Kutaisi,d4df7908c3,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Кутаиси,1 гр,0.0101,6395,2465,218,100.0,,,,,,,,,,,True,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
