,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,€,Vake,Saburtalo,Gldani,Дигоми,Didube,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
11,11,22-03-2020 16:19:51,Tbilisi,61df6a1c90,Метадон 1гр,True,1,нет,Тбилиси,1 гр,0.1198,70240,25290,2303,900.0,,,,,,,,,,,,Metadon 1gr
12,12,22-03-2020 16:19:51,Tbilisi,89f7212915,2 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,11,нет,Тбилиси,2 гр,0.013999999999999999,8195,2951,269,105.0,,,,,,,,,,,,2 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
13,13,22-03-2020 16:19:51,Tbilisi,4a91350669,2 ecstasy red maseratti фотки видно VHQ екстази импорт с США,True,5,нет,Тбилиси,2 гр,0.0132,7024,2529,230,90.0,,,,,,,,,,,,2 ecstasy red maseratti fotki vidno VHQ ekstazi import s SShA
14,14,22-03-2020 16:19:51,Tbilisi,64284550d9,2G ---> ONLY BUDS,,2,нет,Тбилиси,2 гр,0.0089,4761,1714,156,61.0,,,True,,,,,,,,,2G ---> ONLY BUDS
15,15,22-03-2020 16:19:51,Tbilisi,4659482266,2g super Skunk top class buds. Indica,,3,нет,Тбилиси,2 гр,0.0117,6166,2220,202,79.0,,,,True,,,,,,,,2g super Skunk top class buds. Indica
16,16,22-03-2020 16:19:51,Tbilisi,eb7e03535b,Cocaine Pure VHQ 2 g,True,2,нет,Тбилиси,2 гр,0.0479,28096,10116,921,360.0,,,,,,,,,,,,Cocaine Pure VHQ 2 g
17,17,22-03-2020 16:19:51,Tbilisi,0a8c230fa2,VHQ BEST Cocaine 2g.,True,1,нет,Тбилиси,2 гр,0.0546,31998,11521,1049,410.0,,,,,,,,,,,,VHQ BEST Cocaine 2g.
18,18,22-03-2020 16:19:51,Tbilisi,54915c4374,Божественный эифорик!!! Марки нбоооом!!! 2 штуки,True,4,нет,Тбилиси,2 гр,0.0048,2810,1012,92,36.0,,,,,,,,,,,,Bozhestvennyj eiforik!!! Marki nboooom!!! 2 shtuki
19,19,22-03-2020 16:19:51,Tbilisi,d04eeb6525,Кокаин HQ 2г.,True,1,нет,Тбилиси,2 гр,0.0532,29579,10650,970,379.0,,,,,,,,,,,,Kokain HQ 2g.
20,20,22-03-2020 16:19:51,Tbilisi,c9a56b2b4a,3x Extasy Duracell 223mg MDMA,True,5,нет,Тбилиси,3 гр,0.0155,8195,2951,269,105.0,,,,,,,,,,,,3x Extasy Duracell 223mg MDMA
21,21,22-03-2020 16:19:51,Tbilisi,4659482266,Marijuana Super Skunk leaves 3g plan,,1,нет,Тбилиси,3 гр,0.0052,2732,984,90,35.0,,,,True,,,,,,,,Marijuana Super Skunk leaves 3g plan
22,22,22-03-2020 16:19:51,Tbilisi,dd631c4acf,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩,True,1,нет,Тбилиси,3 гр,0.0146,7726,2782,253,99.0,,,,,,,,,,,,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩
23,23,22-03-2020 16:19:51,Tbilisi,ad9cb826c6,"5 Grm MDMA , Purity A +++",True,1,нет,Тбилиси,5 гр,0.0426,24974,8992,819,320.0,,,,,,,,,,,,"5 Grm MDMA , Purity A +++"
24,24,22-03-2020 16:19:51,Tbilisi,688dd1cbd1,5 Grm Mdma Pure Quality A +++,True,2,нет,Тбилиси,5 гр,0.0435,23413,8430,768,300.0,,,,,,,,,,,,5 Grm Mdma Pure Quality A +++
25,25,22-03-2020 16:19:51,Tbilisi,7ee4f68218,5 gr mdma (скидка в биткоин 5%),True,2,нет,Тбилиси,5 гр,0.0469,26088,9409,856,,310.0,,,,,,,,,,,5 gr mdma (skidka v bitkoin 5%)
26,26,22-03-2020 16:19:51,Tbilisi,c9a56b2b4a,5x Extasy Duracell 223mg MDMA.,True,7,нет,Тбилиси,5 гр,0.0259,13658,4918,448,175.0,,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
27,27,22-03-2020 16:19:51,Tbilisi,be97026d1d,Columbia Cocaine VHQ 5g BTC SALE 5%!!,,1,нет,Тбилиси,5 гр,0.1152,61421,22115,2014,787.0,,,,,True,,,,,,,Columbia Cocaine VHQ 5g BTC SALE 5%!!
28,28,22-03-2020 16:19:51,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,8,нет,Тбилиси,5 гр,0.0086,5073,1827,166,65.0,,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
29,29,22-03-2020 16:19:51,Tbilisi,be97026d1d,MDMA from Europe!!! 5g + (0.5g hash подарок !!!!) BTC SALE 5%!!,,2,нет,Тбилиси,5.5 гр,0.0476,25364,9133,832,325.0,,,,,True,,,,,,,MDMA from Europe!!! 5g + (0.5g hash podarok !!!!) BTC SALE 5%!!
30,30,22-03-2020 16:19:51,Tbilisi,4c4ab8c0de,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,2,нет,Тбилиси,10 гр,0.0534,28486,10257,934,365.0,,,,,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
31,31,22-03-2020 16:19:51,Tbilisi,ef3dc4de6c,Extasy GUCCI 10шт. вес таблетки 450mg,True,1,нет,Тбилиси,10 гр,0.0391,20838,7503,683,267.0,,,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
32,32,22-03-2020 16:19:51,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,6,нет,Тбилиси,10 гр,0.0132,7726,2782,253,99.0,,,,True,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
33,33,22-03-2020 16:20:15,Tbilisi,c225d2f67d,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0562,31218,11240,1024,400.0,,,,,,,,,,,,gashish evro 10g
34,34,22-03-2020 16:20:15,Tbilisi,be97026d1d,MDMA from Europe!!! 10g + (1g hash подарок !!!!) BTC SALE 5%!!,,1,нет,Тбилиси,11 гр,0.0929,49558,17844,1625,635.0,,,,,True,,,,,,,MDMA from Europe!!! 10g + (1g hash podarok !!!!) BTC SALE 5%!!
35,35,22-03-2020 16:20:15,Tbilisi,ea97036e14,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2661,156089,56200,5118,2000.0,,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
36,36,22-03-2020 16:20:15,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 0.27 G - (SALE),True,14,5,Тбилиси,0.27 гр,0.037000000000000005,19511,7025,640,250.0,,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G - (SALE)
37,37,22-03-2020 16:20:15,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 0.35 G,True,нет,5,Тбилиси,0.35 гр,0.0443,23413,8430,768,300.0,,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G
38,38,22-03-2020 16:20:15,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 1.1 G (SALE),True,2,3,Тбилиси,1.1 гр,0.1109,58533,21075,1919,750.0,,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE)
39,39,22-03-2020 16:20:15,Tbilisi,2dbb5960b9,Methadone HQ in city 1.4g,True,нет,1,Тбилиси,1.4 гр,0.1025,54631,19670,1791,700.0,,,,,,,,,,,,Methadone HQ in city 1.4g
40,40,22-03-2020 16:20:15,Tbilisi,dd631c4acf,✨✨2gram. MDMA✨✨,True,нет,3,Тбилиси,2 гр,0.0296,15609,5620,512,200.0,,,,,,,,,,,,✨✨2gram. MDMA✨✨
41,41,22-03-2020 16:20:15,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.0872,46046,16579,1510,590.0,,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
42,42,22-03-2020 16:20:15,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0585,31218,11240,1024,400.0,,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
43,43,22-03-2020 16:20:15,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0805,42924,15455,1408,550.0,,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
44,44,22-03-2020 16:20:15,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,1,Тбилиси,5 гр,0.0291,15531,5592,509,199.0,,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
45,45,22-03-2020 16:20:15,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,9,Тбилиси,5 гр,0.0291,15531,5592,509,199.0,,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
46,46,22-03-2020 16:20:15,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,1,Тбилиси,5 гр,0.0291,15531,5592,509,199.0,,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
47,47,22-03-2020 16:20:15,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0291,15531,5592,509,199.0,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
48,48,22-03-2020 16:20:15,Tbilisi,cb721d4bca,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,1,Тбилиси,5 гр,0.0291,15531,5592,509,199.0,,,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
49,49,22-03-2020 16:20:15,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,9,Тбилиси,5 гр,0.0291,15531,5592,509,199.0,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
50,50,22-03-2020 16:20:15,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0291,17092,6154,560,219.0,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
51,51,22-03-2020 16:20:15,Tbilisi,f8a875c191,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.0443,23413,8430,768,300.0,,,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
52,52,22-03-2020 16:20:15,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,7,Тбилиси,5 гр,0.0291,15531,5592,509,199.0,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
53,53,22-03-2020 16:20:15,Tbilisi,794765e142,Марихуана бошки OG KUSH этим все сказано. 5г.,,нет,1,Тбилиси,5 гр,0.0293,15609,5620,512,200.0,,,,,,,True,,,,,Marihuana boshki OG KUSH etim vse skazano. 5g.
54,54,22-03-2020 16:20:15,Tbilisi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),True,нет,15,Тбилиси,5 гр,0.0266,15609,5620,512,200.0,,,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
55,55,22-03-2020 16:20:15,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.3239,190000,87429,6224,,,,,,,,,,,,,reagent 25i nbome. 5gr
56,56,22-03-2020 16:20:15,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3992,234133,84300,7677,3000.0,,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
57,57,22-03-2020 16:20:15,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,3,Тбилиси,5 гр,0.127,67040,24138,2198,859.0,,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
58,58,22-03-2020 16:20:15,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,3,Тбилиси,5 гр,0.0273,14438,5199,473,185.0,,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
59,59,22-03-2020 16:20:15,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0723,38164,13741,1251,489.0,,,,,,,,,,,,💘✨5g. MDMA ✨💘
60,60,22-03-2020 16:20:15,Tbilisi,dd631c4acf,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,3,Тбилиси,5 гр,0.0486,25677,9245,842,329.0,,,,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
61,61,22-03-2020 16:20:15,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,8,Тбилиси,5 гр,0.0266,14048,5058,461,180.0,,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
62,62,22-03-2020 16:20:15,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1317,70240,25290,2303,900.0,,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
63,63,22-03-2020 16:20:15,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.1025,54631,19670,1791,700.0,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
64,64,22-03-2020 16:20:15,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,6,Тбилиси,10 гр,0.0468,24974,8992,819,320.0,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
65,65,22-03-2020 16:21:00,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.1178,62435,22480,2047,800.0,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
66,66,22-03-2020 16:21:00,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.3277,173649,62523,5694,2225.0,,,,,,,,,,,,Amfetamin [White] [Import] 10G
67,67,22-03-2020 16:21:00,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,9,Тбилиси,10 гр,0.2156,113086,40717,3708,1449.0,,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
68,68,22-03-2020 16:21:00,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0549,28798,10369,944,369.0,,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
69,69,22-03-2020 16:21:00,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,3,Тбилиси,10 гр,0.0445,23335,8402,765,299.0,,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
70,70,22-03-2020 16:21:00,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0891,46749,16832,1533,599.0,,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
71,71,22-03-2020 16:21:00,Tbilisi,61bec147f3,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1607,93653,33720,3071,1200.0,,,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
72,72,22-03-2020 16:21:00,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2946,156089,56200,5118,2000.0,,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
73,73,22-03-2020 16:21:00,Tbilisi,f8a875c191,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.2975,156089,56200,5118,2000.0,,,,,,,,,,,,SUBOXIN - HQ - 100 G.
74,74,22-03-2020 16:21:00,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.3682,195111,70250,6398,2500.0,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
75,75,22-03-2020 16:21:00,Tbilisi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.2232,117066,42150,3839,1500.0,,,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
76,76,22-03-2020 16:21:00,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.6776,359004,129260,11772,4600.0,,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
77,77,22-03-2020 16:21:00,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,1.1047,585332,210750,19193,7500.0,,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
78,78,22-03-2020 16:21:00,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,1.252,663377,238850,21752,8500.0,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
79,79,22-03-2020 16:21:00,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0268,15609,5620,512,200.0,,,,,,,,,,,,KURYER..500RUB.+BONUS
80,80,22-03-2020 16:21:00,Tbilisi,e56bb6ca93,"Работа курьером в Тбилиси, ЗП от 1500$ в месяц, работа только с марихуаной, залог от 200$",True,1,нет,Тбилиси,1 гр,0.0268,15609,5620,512,200.0,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1500$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 200$"
81,81,22-03-2020 16:21:00,Tbilisi,54915c4374,Работа на марки (курьер),True,1,нет,Тбилиси,10 гр,0.0201,11707,4215,384,150.0,,,,,,,,,,,,Rabota na marki (kur'er)
82,82,22-03-2020 16:21:00,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0295,15609,5620,512,200.0,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
83,83,22-03-2020 16:21:00,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0368,19511,7025,640,250.0,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
84,84,22-03-2020 16:21:00,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,2.2295,1170665,421500,38387,15000.0,,,,,,,,,,,,Vakansija optovogo kur'era na mef
85,85,22-03-2020 16:22:17,Batumi,99accec7c7,MEPHEDRONE 0.5 gr,,7,нет,Батуми,0.5 гр,0.0108,6244,2248,205,80.0,,,,,,,,,True,,,MEPHEDRONE 0.5 gr
86,86,22-03-2020 16:22:17,Batumi,99accec7c7,COCAINE 1 gr THE BEST COCO IN GEORGIA,,4,нет,Батуми,1 гр,0.0405,23413,8430,768,300.0,,,,,,,,,True,,,COCAINE 1 gr THE BEST COCO IN GEORGIA
87,87,22-03-2020 16:22:17,Batumi,c72111ac1a,NZT-52 limited 1 г мука,,20,нет,Батуми,1 гр,0.0256,14828,5339,486,190.0,,,,,,,,,,True,,NZT-52 limited 1 g muka
88,88,22-03-2020 16:22:17,Batumi,c72111ac1a,NZT-52 limited 2г мука,,9,нет,Батуми,2 гр,0.0459,26535,9554,870,340.0,,,,,,,,,,True,,NZT-52 limited 2g muka
89,89,22-03-2020 16:22:17,Batumi,3ee37c89bb,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.3264,171697,61820,5630,2200.0,,,,,,,,,,True,,[100g] SPAIN HASH
90,90,22-03-2020 16:22:17,Batumi,f8a875c191,Метадон - (KRISTAL) - VHQ - BATUMI - 0.30 G,,нет,10,Батуми,0.3 гр,0.045,23413,8430,768,300.0,,,,,,,,,True,True,,Metadon - (KRISTAL) - VHQ - BATUMI - 0.30 G
91,91,22-03-2020 16:22:17,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,14,Батуми,5 гр,0.027000000000000003,15609,5620,512,200.0,,,,,,,,,,True,,Metamfetamin ratsemat 5 g. (MQ)
92,92,22-03-2020 16:22:17,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2997,156089,56200,5118,2000.0,,,,,,,,,,True,,SUBOXIN - HQ - 100 G.
93,93,22-03-2020 16:22:17,Batumi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2248,117066,42150,3839,1500.0,,,,,,,,,,True,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
94,94,22-03-2020 16:22:17,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0135,7804,2810,256,100.0,,,,,,,,,,True,,kur'er v Batumi
95,95,22-03-2020 16:22:17,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0337,19511,7025,640,250.0,,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
96,96,22-03-2020 16:22:17,Batumi,54915c4374,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0202,11707,4215,384,150.0,,,,,,,,,,True,,Rabota na marki (kur'er)
97,97,22-03-2020 16:22:17,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0337,19511,7025,640,250.0,,,,,,,,,,True,,Ischu kur'era v Gruzii!
98,98,22-03-2020 16:22:17,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.2456,1170665,421500,38387,15000.0,,,,,,,,,,True,,Vakansija optovogo kur'era na mef
99,99,22-03-2020 16:22:17,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0742,39022,14050,1280,500.0,,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
100,100,22-03-2020 16:23:55,Kutaisi,be97026d1d,Columbia Cocaine VHQ 1g BTC SALE 5%!! КУТАИСИ!!!,,9,нет,Кутаиси,1 гр,0.0301,15999,5761,525,205.0,,,,,,,,,,,True,Columbia Cocaine VHQ 1g BTC SALE 5%!! KUTAISI!!!
101,101,22-03-2020 16:23:55,Kutaisi,be97026d1d,MDMA from Europe!!! 1.5g BTC SALE 5%!! КУТАИСИ!!!,,8,нет,Кутаиси,1.5 гр,0.0263,13970,5030,458,179.0,,,,,,,,,,,True,MDMA from Europe!!! 1.5g BTC SALE 5%!! KUTAISI!!!
102,102,22-03-2020 16:23:55,Kutaisi,be97026d1d,Columbia Cocaine VHQ 2g BTC SALE 5%!! КУТАИСИ!!!,,11,нет,Кутаиси,2 гр,0.0571,30359,10931,995,389.0,,,,,,,,,,,True,Columbia Cocaine VHQ 2g BTC SALE 5%!! KUTAISI!!!
