,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,€,Vake,Didube,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
10,05-03-2020 12:42:58,Tbilisi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбоооом!!! 2 штуки,,2,нет,Тбилиси,2 гр,0.0034,2313,871,78,35,,True,,,,,,,Bozhestvennyj eiforik!!! Marki nboooom!!! 2 shtuki
11,05-03-2020 12:42:58,Tbilisi,5LZ,ExtraShop,Кокаин HQ 2г.,True,2,нет,Тбилиси,2 гр,0.039,25044,9430,846,379,,,,,,,,,Kokain HQ 2g.
12,05-03-2020 12:42:58,Tbilisi,0WE,Khachapuri,"3 ecstasy 💊""PARTY ROCK""💊 300 mg",True,3,нет,Тбилиси,3 гр,0.0115,7374,2771,249,,100,,,,,,,,"3 ecstasy 💊""PARTY ROCK""💊 300 mg"
13,05-03-2020 12:42:58,Tbilisi,0WE,Khachapuri,3 gr mdma (скидка в биткоин 5%),True,2,нет,Тбилиси,3 гр,0.0287,18434,6928,622,,250,,,,,,,,3 gr mdma (skidka v bitkoin 5%)
14,05-03-2020 12:42:58,Tbilisi,A3I9,Joookerrr,Божественный эйфорик!!! Марки нбоооом!!! 4 штуки,,1,нет,Тбилиси,4 гр,0.0059,3965,1493,134,60,,True,,,,,,,Bozhestvennyj ejforik!!! Marki nboooom!!! 4 shtuki
15,05-03-2020 12:42:58,Tbilisi,0WE,Khachapuri,5 gr mdma (скидка в биткоин 5%),True,2,нет,Тбилиси,5 гр,0.046,29495,11084,996,,400,,,,,,,,5 gr mdma (skidka v bitkoin 5%)
16,05-03-2020 12:42:58,Tbilisi,5LZ,ExtraShop,5шт Ecstazy 280мг MDMA (Gray Duracell),True,3,нет,Тбилиси,5 гр,0.0159,9912,3732,335,150,,,,,,,,,5sht Ecstazy 280mg MDMA (Gray Duracell)
17,05-03-2020 12:42:58,Tbilisi,P5MBO,ToppoT,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,3,нет,Тбилиси,10 гр,0.0392,24119,9081,814,365,,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
18,05-03-2020 12:42:58,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 10шт. вес таблетки 450mg,True,7,нет,Тбилиси,10 гр,0.0287,17643,6643,596,267,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
19,05-03-2020 12:42:58,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,2,нет,Тбилиси,10 гр,0.0097,6542,2463,221,99,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
20,05-03-2020 12:42:58,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0412,26431,9952,892,400,,,,,,,,,gashish evro 10g
21,05-03-2020 12:42:58,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.08,51343,19332,1734,777,,,,,,,,,Gashish Evro 20gr
22,05-03-2020 12:42:58,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.27 G,True,6,5,Тбилиси,0.27 гр,0.0293,17841,6718,602,270,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G
23,05-03-2020 12:42:58,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1.1 G (SALE),True,нет,5,Тбилиси,1.1 гр,0.0705,42951,16172,1450,650,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE)
24,05-03-2020 12:42:58,Tbilisi,SF03,CRAZYFROG,2 гр Afghan Mazar-i-Sharif Hash топ товар !!! Оплата BITCOIN -10% Скидка,True,нет,4,Тбилиси,2 гр,0.0179,11035,4155,373,167,,,,,,,,,2 gr Afghan Mazar-i-Sharif Hash top tovar !!! Oplata BITCOIN -10% Skidka
25,05-03-2020 12:42:58,Tbilisi,SF03,CRAZYFROG,"2gr ROYAL AFGHANI HASH FINEST QUALITY гашиш топ качество ,Оплата BITCOIN -10% Скидка",True,нет,1,Тбилиси,2 гр,0.0178,12167,4572,411,,165,,,,,,,,"2gr ROYAL AFGHANI HASH FINEST QUALITY gashish top kachestvo ,Oplata BITCOIN -10% Skidka"
26,05-03-2020 12:42:58,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2.0g BTC SALE 5% SALE!!! SALE!!! (ПОДЪЕЗД!!!),True,нет,1,Тбилиси,2 гр,0.0381,23458,8832,792,355,,,,,,,,,Columbia Cocaine VHQ 2.0g BTC SALE 5% SALE!!! SALE!!! (POD'EZD!!!)
27,05-03-2020 12:42:58,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,4,Тбилиси,3 гр,0.064,38986,14679,1316,590,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
28,05-03-2020 12:42:58,Tbilisi,9VLN,AlienShop,🍃💩💩3g. New! Gorilla Glue Premium Hush💩💩🍃,True,нет,1,Тбилиси,3 гр,0.0184,12489,4702,422,189,,,,,,,,,🍃💩💩3g. New! Gorilla Glue Premium Hush💩💩🍃
29,05-03-2020 12:42:58,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0429,26431,9952,892,400,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
30,05-03-2020 12:42:58,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.059,36343,13684,1227,550,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
31,05-03-2020 12:42:58,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,8,Тбилиси,5 гр,0.0204,12555,4727,424,190,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
32,05-03-2020 12:42:58,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.0214,13150,4951,444,199,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
33,05-03-2020 12:42:58,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0215,13216,4976,446,200,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
34,05-03-2020 12:42:58,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0214,13150,4951,444,199,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
35,05-03-2020 12:42:58,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,2,Тбилиси,5 гр,0.0214,13150,4951,444,199,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
36,05-03-2020 12:43:39,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,4,Тбилиси,5 гр,0.0204,12555,4727,424,190,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
37,05-03-2020 12:43:39,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0214,14471,5449,489,219,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
38,05-03-2020 12:43:39,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.0325,19824,7464,669,300,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
39,05-03-2020 12:43:39,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 5g BTC SALE 5%(ПОДЪЕЗД!!!),True,нет,2,Тбилиси,5 гр,0.0424,26101,9828,881,395,,,,,,,,,MDMA from Europe!!! 5g BTC SALE 5%(POD'EZD!!!)
40,05-03-2020 12:43:39,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.0204,12555,4727,424,190,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
41,05-03-2020 12:43:39,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,16,Тбилиси,5 гр,0.0195,13216,4976,446,200,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
42,05-03-2020 12:43:39,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2805,190000,87429,6424,,,,,,,,,,reagent 25i nbome. 5gr
43,05-03-2020 12:43:39,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2927,198235,74640,6693,3000,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
44,05-03-2020 12:43:39,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,3,Тбилиси,5 гр,0.0931,56761,21372,1917,859,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
45,05-03-2020 12:43:39,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,5,Тбилиси,5 гр,0.0201,12225,4603,413,185,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
46,05-03-2020 12:43:39,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.053,32312,12166,1091,489,,,,,,,,,💘✨5g. MDMA ✨💘
47,05-03-2020 12:43:39,Tbilisi,9VLN,AlienShop,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,5,Тбилиси,5 гр,0.0357,21740,8186,734,329,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
48,05-03-2020 12:43:39,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,3,Тбилиси,5 гр,0.0195,11894,4478,402,180,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
49,05-03-2020 12:43:39,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0966,59471,22392,2008,900,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
50,05-03-2020 12:43:39,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.0751,46255,17416,1562,700,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
51,05-03-2020 12:43:39,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0428,26365,9927,890,399,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
52,05-03-2020 12:43:39,Tbilisi,NVOG,ProperMgzn,10x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,10 гр,0.0379,23127,8708,781,350,,,,,,,,,10x Extasy Duracell 223mg MDMA.
53,05-03-2020 12:43:39,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0859,52863,19904,1785,800,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
54,05-03-2020 12:43:39,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2388,147024,55358,4964,2225,,,,,,,,,Amfetamin [White] [Import] 10G
55,05-03-2020 12:43:39,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,10,Тбилиси,10 гр,0.1571,95748,36051,3233,1449,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
56,05-03-2020 12:43:39,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.04,24383,9181,823,369,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
57,05-03-2020 12:43:39,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,4,Тбилиси,10 гр,0.0324,19757,7439,667,299,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
58,05-03-2020 12:43:39,Tbilisi,NVOG,ProperMgzn,20x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,20 гр,0.0759,46255,17416,1562,700,,,,,,,,,20x Extasy Duracell 223mg MDMA.
59,05-03-2020 12:43:39,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0649,39581,14903,1336,599,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
60,05-03-2020 12:43:39,Tbilisi,ABOAB,ProGrow,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0721,46255,17416,1562,700,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
61,05-03-2020 12:43:39,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1171,79294,29856,2677,1200,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
62,05-03-2020 12:43:39,Tbilisi,ABOAB,ProGrow,50G -- HYBRID-> Скидка 5% за BTC,True,нет,1,Тбилиси,50 гр,0.1029,66012,24855,2229,999,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
63,05-03-2020 12:43:39,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2146,132157,49760,4462,2000,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
64,05-03-2020 12:43:39,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.2168,132157,49760,4462,2000,,,,,,,,,SUBOXIN - HQ - 100 G.
65,05-03-2020 12:43:39,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2683,165196,62200,5578,2500,,,,,,,,,Marihuana [Shishki] [Gali] 100G
66,05-03-2020 12:43:39,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.1626,99118,37320,3347,1500,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
67,05-03-2020 12:43:39,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4936,303961,114448,10263,4600,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
68,05-03-2020 12:43:39,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.8048,495588,186600,16733,7500,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
69,05-03-2020 12:43:39,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.9122,561666,211480,18964,8500,,,,,,,,,10000sht marki 25i-nbome. predoplata
70,05-03-2020 12:43:39,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0195,13216,4976,446,200,,,,,,,,,KURYER..500RUB.+BONUS
71,05-03-2020 12:44:16,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0195,13216,4976,446,200,,,,,,,,,KURYER..500RUB.+BONUS
72,05-03-2020 12:44:16,Tbilisi,3TGJ9,Elegant,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.0195,13216,4976,446,200,,,,,,,,,Trebuetsja Kur'er
73,05-03-2020 12:44:16,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,1,нет,Тбилиси,10 гр,0.0146,9912,3732,335,150,,,,,,,,,Rabota na marki (kur'er)
74,05-03-2020 12:44:16,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0215,13216,4976,446,200,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
75,05-03-2020 12:44:16,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0268,16520,6220,558,250,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
76,05-03-2020 12:44:16,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.6235,991176,373200,33467,15000,,,,,,,,,Vakansija optovogo kur'era na mef
77,05-03-2020 12:45:42,Batumi,9VVG,ToWeedShop,Skunk! 50 gr.,,1,нет,Батуми,50 гр,0.1609,99118,37320,3347,1500,,,,,,True,,,Skunk! 50 gr.
78,05-03-2020 12:45:42,Batumi,XH0NP,XX-PABLO-XX,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE ),,нет,5,Батуми,0.27 гр,0.0293,17841,6718,602,270,,,,,,True,,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE )
79,05-03-2020 12:45:42,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,17,Батуми,5 гр,0.0195,13216,4976,446,200,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
80,05-03-2020 12:45:42,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2167,132157,49760,4462,2000,,,,,,True,,,SUBOXIN - HQ - 100 G.
81,05-03-2020 12:45:42,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.1625,99118,37320,3347,1500,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
82,05-03-2020 12:45:42,Batumi,O9SXJ,Parnavaz,"Ищу курьера (кладчик, кладмен)",,1,нет,Батуми,1 гр,0.0108,6608,2488,223,100,,,,,,True,,,"Ischu kur'era (kladchik, kladmen)"
83,05-03-2020 12:45:42,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0049,3304,1244,112,50,,,,,,True,,,kur'er v Batumi
84,05-03-2020 12:45:42,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0244,16520,6220,558,250,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
85,05-03-2020 12:45:42,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0146,9912,3732,335,150,,,,,,True,,,Rabota na marki (kur'er)
86,05-03-2020 12:45:42,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0244,16520,6220,558,250,,,,,,True,,,Ischu kur'era v Gruzii!
87,05-03-2020 12:45:42,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.6236,991176,373200,33467,15000,,,,,,True,,,Vakansija optovogo kur'era na mef
88,05-03-2020 12:45:42,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0536,33039,12440,1116,500,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
89,05-03-2020 12:47:24,Kutaisi,O9SXJ,Parnavaz,"Шишки / Weed Afghan Kush, 3g",,1,3,Кутаиси,3 гр,0.0117,7136,2687,241,108,,,,,,,,True,"Shishki / Weed Afghan Kush, 3g"
90,05-03-2020 12:47:24,Kutaisi,O9SXJ,Parnavaz,"Ищу курьера (кладчик, кладмен)",,1,нет,Кутаиси,1 гр,0.0108,6608,2488,223,100,,,,,,,,True,"Ischu kur'era (kladchik, kladmen)"
91,05-03-2020 12:47:24,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Кутаиси,10 гр,0.0146,9912,3732,335,150,,,,,,,,True,Rabota na marki (kur'er)
