,time_stamp,region,sell_code,sell_name,description,Дигоми,готовых,предзаказ,город,вес,BTC,ք,₴,Br,€,Тбилиси,Saburtalo,$,Gldani,Vazisubani,Vake,Didube,Nadzaladevi,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,desc_en
12,18-06-2020 08:06:11,Tbilisi,7LHWP,GEOBUDS,3 gr georgian weed. Package on magnet,,1,нет,Тбилиси,3 гр,0.0089,6045,2340,207,,True,,87,,,,,,,,,,3 gr georgian weed. Package on magnet
13,18-06-2020 08:06:11,Tbilisi,8B31,GEOWEEDSHOP,АКЦИЯ! СУПЕР ЦЕНА! 3 gr Indica dominant Buds,True,27,нет,Тбилиси,3 гр,0.0071,4794,1856,164,,True,,69,,,,True,,,,,,AKTsIJa! SUPER TsENA! 3 gr Indica dominant Buds
14,18-06-2020 08:06:11,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 4 шт. вес таблетки 450mg,,3,нет,Тбилиси,4 гр,0.011,7435,2878,255,,True,,107,,,,,,,,,,Extasy GUCCI 4 sht. ves tabletki 450mg
15,18-06-2020 08:06:11,Tbilisi,1MZLP,WeedbooM,✿ 4gr Hybrid Weed Indica Buds VHQ ❤,,2,нет,Тбилиси,4 гр,0.0143,9728,3766,333,,,,140,,,True,,,,,,,✿ 4gr Hybrid Weed Indica Buds VHQ ❤
16,18-06-2020 08:06:11,Tbilisi,7LHWP,GEOBUDS,5 gr georgian weed. Package on magnet,,2,нет,Тбилиси,5 гр,0.0132,8963,3470,307,,True,,129,,,,,,,,,,5 gr georgian weed. Package on magnet
17,18-06-2020 08:06:11,Tbilisi,3TGJ9,Elegant,5g. марихуана шишки Critical,,2,нет,Тбилиси,5 гр,0.0223,16676,6456,571,,True,,240,,,,,,,,,,5g. marihuana shishki Critical
18,18-06-2020 08:06:11,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,,4,нет,Тбилиси,5 гр,0.0181,12159,4708,417,,True,,175,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
19,18-06-2020 08:06:11,Tbilisi,8B31,GEOWEEDSHOP,АКЦИЯ! СУПЕР ЦЕНА! 5gr marijuana buds -indica- (КЛАДИ НА МАГНИТАХ),,7,нет,Тбилиси,5 гр,0.0101,6879,2663,236,,True,,99,,,,,,,,,,AKTsIJa! SUPER TsENA! 5gr marijuana buds -indica- (KLADI NA MAGNITAH)
20,18-06-2020 08:06:11,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,,2,9,Тбилиси,5 гр,0.0196,13202,5111,452,,True,True,190,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
21,18-06-2020 08:06:11,Tbilisi,7LHWP,GEOBUDS,10 gr georgian weed. Package on magnet,,1,нет,Тбилиси,10 гр,0.0245,16606,6429,569,,True,,239,,,,,,,,,,10 gr georgian weed. Package on magnet
22,18-06-2020 08:06:11,Tbilisi,HWUW,opiopi,GABAGAMA 10 shtuk,,1,нет,Тбилиси,10 гр,0.0014,973,377,33,,True,,14,,,,,,,,,,GABAGAMA 10 shtuk
23,18-06-2020 08:06:11,Tbilisi,8B31,GEOWEEDSHOP,АКЦИЯ! СУПЕР ЦЕНА! 10 gr marijuana buds. -indica- (КЛАДИ НА МАГНИТАХ),,2,нет,Тбилиси,10 гр,0.0204,13827,5353,474,,True,,199,,,,,,,,,,AKTsIJa! SUPER TsENA! 10 gr marijuana buds. -indica- (KLADI NA MAGNITAH)
24,18-06-2020 08:06:11,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,,5,нет,Тбилиси,10 гр,0.0079,5906,2287,202,,True,,85,,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
25,18-06-2020 08:06:11,Tbilisi,8B31,GEOWEEDSHOP,"Отходы, листья и шишки. 🍃 Leafs and Buds (Good for making bubble hash)",,3,нет,Тбилиси,10 гр,0.0097,6531,2529,224,,True,,94,,,,,,,,,,"Othody, list'ja i shishki. 🍃 Leafs and Buds (Good for making bubble hash)"
26,18-06-2020 08:06:11,Tbilisi,LGRP8,Walker12,Химка !! 10 г %%5%% скидка новинка !!!!,,2,нет,Тбилиси,10 гр,0.0064,4516,1749,155,,,,65,,,,,True,,,,,Himka !! 10 g %%5%% skidka novinka !!!!
27,18-06-2020 08:06:11,Tbilisi,2LY77,SveetWeed,11 - GRAMM BEASTWEED,,3,нет,Тбилиси,11 гр,0.0186,13896,5380,476,,True,,200,,,,,,,,,,11 - GRAMM BEASTWEED
28,18-06-2020 08:06:11,Tbilisi,3TGJ9,Elegant,акция!!! 10g.+2 g. марихуана шишки Critical,,1,нет,Тбилиси,12 гр,0.0465,34741,13450,1191,,True,,500,,,,,,,,,,aktsija!!! 10g.+2 g. marihuana shishki Critical
29,18-06-2020 08:06:11,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),,1,нет,Тбилиси,60 гр,0.2065,138964,53800,4762,,True,,2000,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
30,18-06-2020 08:06:11,Tbilisi,A3I9,Joookerrr,Сирец (геройн) очень сильный 1 гр (предзаказ на 10% дешевле!!!),,нет,20,Тбилиси,1 гр,0.0358,24319,9415,833,,True,,350,,,,,,,,,,Sirets (gerojn) ochen' sil'nyj 1 gr (predzakaz na 10% deshevle!!!)
31,18-06-2020 08:06:11,Tbilisi,9VLN,AlienShop,✨✨2gram. MDMA✨✨,,нет,5,Тбилиси,2 гр,0.0217,14591,5649,500,,True,,210,,,,,,,,,,✨✨2gram. MDMA✨✨
32,18-06-2020 08:06:11,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,,нет,4,Тбилиси,2 гр,0.0381,25639,9926,879,,True,,369,,,,,,,,,,❄❄2g HQ COCAINE❄❄
33,18-06-2020 08:06:11,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,,нет,5,Тбилиси,3 гр,0.0598,40230,15575,1379,,True,,579,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
34,18-06-2020 08:07:00,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,,нет,7,Тбилиси,4 гр,0.0409,27793,10760,952,,True,,400,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
35,18-06-2020 08:07:00,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,нет,5,Тбилиси,5 гр,0.0563,38215,14795,1310,,True,,550,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
36,18-06-2020 08:07:00,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",,нет,6,Тбилиси,5 гр,0.0276,18760,7263,643,,True,,270,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
37,18-06-2020 08:07:00,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,нет,5,Тбилиси,5 гр,0.0287,19455,7532,667,,True,,280,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
38,18-06-2020 08:07:00,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,нет,4,Тбилиси,5 гр,0.0246,16676,6456,571,,True,,240,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
39,18-06-2020 08:07:00,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,6,Тбилиси,5 гр,0.0276,18760,7263,643,,True,,270,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
40,18-06-2020 08:07:00,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.0204,15217,5891,521,,True,,219,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
41,18-06-2020 08:07:00,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,4,Тбилиси,5 гр,0.0276,18760,7263,643,,True,,270,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
42,18-06-2020 08:07:00,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.2545,190000,87429,6504,,True,,,,,,,,,,,,reagent 25i nbome. 5gr
43,18-06-2020 08:07:00,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2792,208447,80700,7144,,,,3000,,,,,,True,True,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
44,18-06-2020 08:07:00,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,,нет,8,Тбилиси,5 гр,0.0991,66633,25797,2284,,True,,959,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
45,18-06-2020 08:07:00,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,,нет,9,Тбилиси,5 гр,0.0506,33977,13154,1164,,True,,489,,,,,,,,,,💘✨5g. MDMA ✨💘
46,18-06-2020 08:07:00,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.0921,62534,24210,2143,,True,,900,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
47,18-06-2020 08:07:00,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,2,Тбилиси,10 гр,0.0717,48638,18830,1667,,True,,700,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
48,18-06-2020 08:07:00,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,5,Тбилиси,10 гр,0.043,29183,11298,1000,,True,,420,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
49,18-06-2020 08:07:00,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,3,Тбилиси,10 гр,0.0819,55586,21520,1905,,True,,800,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
50,18-06-2020 08:07:00,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.2278,154598,59853,5298,,True,,2225,,,,,,,,,,Amfetamin [White] [Import] 10G
51,18-06-2020 08:07:00,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,,нет,9,Тбилиси,10 гр,0.1612,108323,41937,3712,,True,,1559,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
52,18-06-2020 08:07:00,Tbilisi,9VLN,AlienShop,💘✨10gram MDMA ✨💘,,нет,5,Тбилиси,10 гр,0.0816,54821,21224,1879,,True,,789,,,,,,,,,,💘✨10gram MDMA ✨💘
53,18-06-2020 08:07:00,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,,нет,8,Тбилиси,10 гр,0.0381,25639,9926,879,,True,,369,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
54,18-06-2020 08:07:00,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,1,Тбилиси,11 гр,0.0454,30569,11837,1046,390,True,,,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
55,18-06-2020 08:07:00,Tbilisi,9VLN,AlienShop,✨💘20g MDMA💘✨,,нет,3,Тбилиси,20 гр,0.1396,104223,40350,3572,,True,,1500,,,,,,,,,,✨💘20g MDMA💘✨
56,18-06-2020 08:07:00,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,,нет,9,Тбилиси,20 гр,0.0619,41620,16113,1426,,True,,599,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
57,18-06-2020 08:07:00,Tbilisi,7LHWP,GEOBUDS,50 gr georgian weed. Package on magnet,,нет,5,Тбилиси,50 гр,0.133,90257,34943,3093,,True,,1299,,,,,,,,,,50 gr georgian weed. Package on magnet
58,18-06-2020 08:07:00,Tbilisi,7LHWP,GEOBUDS,100 gr georgian weed. Package on magnet,,нет,4,Тбилиси,100 гр,0.2558,173636,67223,5951,,True,,2499,,,,,,,,,,100 gr georgian weed. Package on magnet
59,18-06-2020 08:07:00,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,,нет,1,Тбилиси,100 гр,0.2457,166757,64560,5715,,True,,2400,,,,,,,,,,100 gr marijuana buds
60,18-06-2020 08:07:00,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,,нет,1,Тбилиси,100 гр,0.2047,138964,53800,4762,,True,,2000,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
61,18-06-2020 08:07:00,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.2559,173706,67250,5953,,True,,2500,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
62,18-06-2020 08:07:00,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,,нет,1,Тбилиси,180 гр,0.6039,409945,158710,14049,,True,,5900,,,,,,,,,,180 gr marihuana persoalno
63,18-06-2020 08:07:00,Tbilisi,8B31,GEOWEEDSHOP,200gr Georgian indica dominant buds. WHOLESALE PRICE!,,нет,4,Тбилиси,200 гр,0.439,295299,114325,10120,,True,,4250,,,,,,,,,,200gr Georgian indica dominant buds. WHOLESALE PRICE!
64,18-06-2020 08:07:00,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,,нет,1,Тбилиси,250 гр,0.4709,319618,123740,10954,,True,,4600,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
65,18-06-2020 08:07:00,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,,нет,1,Тбилиси,500 гр,0.7677,521117,201750,17859,,True,,7500,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
66,18-06-2020 08:07:00,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,0.8701,590599,228650,20240,,True,,8500,,,,,,,,,,10000sht marki 25i-nbome. predoplata
67,18-06-2020 08:07:00,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,,2,нет,Тбилиси,1 гр,0.0186,13896,5380,476,,True,,200,,,,,,,,,,KURYER..500RUB.+BONUS
68,18-06-2020 08:07:00,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,1,Тбилиси,1 гр,0.0205,13896,5380,476,,True,,200,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
69,18-06-2020 08:07:49,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,1.5494,1042233,403500,35718,,True,,15000,,,,,,,,,,Vakansija optovogo kur'era na mef
70,18-06-2020 08:09:34,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,2,нет,Батуми,5 гр,0.031,20845,8070,714,,,,300,,,,,,,,True,,Metamfetamin ratsemat 5 g. (MQ)
71,18-06-2020 08:09:34,Batumi,XH0NP,XX-PABLO-XX,METADON - 025,,нет,4,Батуми,0.25 гр,0.0362,24319,9415,833,,,,350,,,,,,,,True,,METADON - 025
72,18-06-2020 08:09:34,Batumi,GGVQZ,KARAVANos,Мощные шишки NORTHERN LIGHTS (INDICA) 10г,,1,3,Батуми,10 гр,0.043,29183,11298,1000,,,,420,,,,,,,,True,,Moschnye shishki NORTHERN LIGHTS (INDICA) 10g
73,18-06-2020 08:09:34,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1664,112990,51992,3868,,,,,,,,,,,,True,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
74,18-06-2020 08:09:34,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2635,178900,82321,6124,,,,,,,,,,,,True,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
75,18-06-2020 08:09:34,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0093,6948,2690,238,,,,100,,,,,,,,True,,kur'er v Batumi
76,18-06-2020 08:09:34,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0233,17371,6725,595,,,,250,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
77,18-06-2020 08:09:34,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0233,17371,6725,595,,,,250,,,,,,,,True,,Ischu kur'era v Gruzii!
78,18-06-2020 08:09:34,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,нет,2,Батуми,5 гр,0.0205,13896,5380,476,,,,200,,,,,,,,True,,Kur'er Batumi na marihuanu
79,18-06-2020 08:09:34,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5493,1042233,403500,35718,,,,15000,,,,,,,,True,,Vakansija optovogo kur'era na mef
80,18-06-2020 08:09:34,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0512,34741,13450,1191,,,,500,,,,,,,,True,True,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
