,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Gldani,€,Didube,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
16,26-03-2020 20:08:07,Tbilisi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбооооом!!! 2 штуки!!!,True,1,нет,Тбилиси,2 гр,0.0058,3543,1287,116,45,,,,,,,,,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 2 shtuki!!!
17,26-03-2020 20:08:07,Tbilisi,NVOG,ProperMgzn,3x Extasy Duracell 223mg MDMA,True,1,нет,Тбилиси,3 гр,0.0151,8266,3003,271,105,,,,,,,,,,3x Extasy Duracell 223mg MDMA
18,26-03-2020 20:08:07,Tbilisi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбоооом!!! 3 штуки,True,6,нет,Тбилиси,3 гр,0.0064,3868,1406,126,,,,45,,,,,,,Bozhestvennyj eiforik!!! Marki nboooom!!! 3 shtuki
19,26-03-2020 20:08:07,Tbilisi,WLV7F,AGsgrowgro,metadon sirop 4ml,,1,нет,Тбилиси,4 гр,0.0095,5274,1916,173,67,True,,,,,,,,,metadon sirop 4ml
20,26-03-2020 20:08:07,Tbilisi,0WE,Khachapuri,5 gr mdma (скидка в биткоин 5%),True,2,нет,Тбилиси,5 гр,0.0402,23211,8438,753,,,,270,,,,,,,5 gr mdma (skidka v bitkoin 5%)
21,26-03-2020 20:08:07,Tbilisi,1GT8,GREENGY,5g MDMA (IMPORTED),True,1,нет,Тбилиси,5 гр,0.0546,31489,11440,1032,400,,,,,,,,,,5g MDMA (IMPORTED)
22,26-03-2020 20:08:07,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,True,8,нет,Тбилиси,5 гр,0.0251,13776,5005,451,175,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
23,26-03-2020 20:08:07,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,4,нет,Тбилиси,5 гр,0.0071,4330,1573,142,55,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
24,26-03-2020 20:08:07,Tbilisi,A3I9,Joookerrr,Божественный эйфорик!!! Марки нбоооом!!! 6 штук!!!!,True,1,нет,Тбилиси,6 гр,0.0123,7479,2717,245,95,,,,,,,,,,Bozhestvennyj ejforik!!! Marki nboooom!!! 6 shtuk!!!!
25,26-03-2020 20:08:07,Tbilisi,7LHWP,GEOBUDS,10 gr georgian weed. Wholesale,,1,нет,Тбилиси,10 гр,0.0283,15666,5691,513,199,True,,,,,,,,,10 gr georgian weed. Wholesale
26,26-03-2020 20:08:07,Tbilisi,8B31,GEOWEEDSHOP,10 gr marijuana buds. -indica-,,3,нет,Тбилиси,10 гр,0.034,18815,6835,616,239,True,,,,,,,,,10 gr marijuana buds. -indica-
27,26-03-2020 20:08:07,Tbilisi,ABOAB,ProGrow,10G ---> ONLY BUDS,True,1,нет,Тбилиси,10 гр,0.0299,16532,6006,542,210,,,,,,,,,,10G ---> ONLY BUDS
28,26-03-2020 20:08:07,Tbilisi,5ZOKU,AGROHUUB,"10g. Шишки Amnesia Haze, Сатива",,1,нет,Тбилиси,10 гр,0.0568,31410,11411,1029,399,True,,,,,,,,,"10g. Shishki Amnesia Haze, Sativa"
29,26-03-2020 20:08:07,Tbilisi,P5MBO,ToppoT,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,2,нет,Тбилиси,10 гр,0.0519,28734,10439,941,365,,,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
30,26-03-2020 20:08:07,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 10шт. вес таблетки 450mg,True,1,нет,Тбилиси,10 гр,0.038,21019,7636,689,267,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
31,26-03-2020 20:08:07,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,2,нет,Тбилиси,10 гр,0.011,6691,2431,219,85,,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
32,26-03-2020 20:08:07,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0546,31489,11440,1032,400,,,,,,,,,,gashish evro 10g
33,26-03-2020 20:08:07,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2586,157445,57200,5158,2000,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
34,26-03-2020 20:08:43,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2586,157445,57200,5158,2000,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
35,26-03-2020 20:08:43,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 100шт. Готовые клады в Грузии от производителя!,,1,нет,Тбилиси,100 гр,0.0517,31489,11440,1032,400,,,,,True,,,,,Moschnye zhirnye marki 25i nbome 100sht. Gotovye klady v Gruzii ot proizvoditelja!
36,26-03-2020 20:08:43,Tbilisi,XH0NP,XX-PABLO-XX,0.25G - METADON - VHQ,True,19,5,Тбилиси,0.25 гр,0.0287,15744,5720,516,200,,,,,,,,,,0.25G - METADON - VHQ
37,26-03-2020 20:08:43,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.35 G,True,нет,5,Тбилиси,0.35 гр,0.0431,23617,8580,774,300,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G
38,26-03-2020 20:08:43,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1.1 G (SALE),True,1,3,Тбилиси,1.1 гр,0.0862,47233,17160,1547,600,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE)
39,26-03-2020 20:08:43,Tbilisi,9VLN,AlienShop,✨✨2gram. MDMA✨✨,True,нет,2,Тбилиси,2 гр,0.0287,15744,5720,516,200,,,,,,,,,,✨✨2gram. MDMA✨✨
40,26-03-2020 20:08:43,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,True,нет,4,Тбилиси,2 гр,0.053,29049,10553,952,369,,,,,,,,,,❄❄2g HQ COCAINE❄❄
41,26-03-2020 20:08:43,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.0848,46446,16874,1522,590,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
42,26-03-2020 20:08:43,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,6,Тбилиси,4 гр,0.0569,31489,11440,1032,400,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
43,26-03-2020 20:08:43,Tbilisi,JVZTQ,partyshop,5 Amnesia Haze марихуана шишки тгк 25%,True,нет,4,Тбилиси,5 гр,0.0283,15666,5691,513,199,,,,,,,,,,5 Amnesia Haze marihuana shishki tgk 25%
44,26-03-2020 20:08:43,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0782,43297,15730,1418,550,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
45,26-03-2020 20:08:43,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,1,Тбилиси,5 гр,0.0283,15666,5691,513,199,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
46,26-03-2020 20:08:43,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,9,Тбилиси,5 гр,0.0283,15666,5691,513,199,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
47,26-03-2020 20:08:43,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,1,Тбилиси,5 гр,0.0283,15666,5691,513,199,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
48,26-03-2020 20:08:43,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0283,15666,5691,513,199,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
49,26-03-2020 20:08:43,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,9,Тбилиси,5 гр,0.0283,15666,5691,513,199,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
50,26-03-2020 20:08:43,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0283,17240,6263,565,219,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
51,26-03-2020 20:08:43,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.0431,23617,8580,774,300,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
52,26-03-2020 20:08:43,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,7,Тбилиси,5 гр,0.0283,15666,5691,513,199,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
53,26-03-2020 20:08:43,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,14,Тбилиси,5 гр,0.0259,15744,5720,516,200,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
54,26-03-2020 20:08:43,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.3121,190000,87429,6316,,,,,,,,,,,reagent 25i nbome. 5gr
55,26-03-2020 20:08:43,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3879,236167,85800,7737,3000,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
56,26-03-2020 20:08:43,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,2,Тбилиси,5 гр,0.1248,68410,24853,2241,869,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
57,26-03-2020 20:08:43,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,5,Тбилиси,5 гр,0.0273,14957,5434,490,190,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
58,26-03-2020 20:08:43,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0703,38495,13985,1261,489,,,,,,,,,,💘✨5g. MDMA ✨💘
59,26-03-2020 20:08:43,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,7,Тбилиси,5 гр,0.0272,14879,5405,487,189,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
60,26-03-2020 20:08:43,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.128,70850,25740,2321,900,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
61,26-03-2020 20:08:43,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.0996,55106,20020,1805,700,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
62,26-03-2020 20:08:43,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,6,Тбилиси,10 гр,0.0455,25191,9152,825,320,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
63,26-03-2020 20:08:43,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.1138,62978,22880,2063,800,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
64,26-03-2020 20:08:43,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.3165,175157,63635,5738,2225,,,,,,,,,,Amfetamin [White] [Import] 10G
65,26-03-2020 20:08:43,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,9,Тбилиси,10 гр,0.2082,114069,41441,3737,1449,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
66,26-03-2020 20:09:22,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,2,Тбилиси,10 гр,0.0428,23538,8551,771,299,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
67,26-03-2020 20:09:22,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0856,47155,17131,1545,599,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
68,26-03-2020 20:09:22,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1544,94467,34320,3095,1200,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
69,26-03-2020 20:09:22,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1557,86595,31460,2837,1100,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
70,26-03-2020 20:09:22,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2831,157445,57200,5158,2000,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
71,26-03-2020 20:09:22,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.286,157445,57200,5158,2000,,,,,,,,,,SUBOXIN - HQ - 100 G.
72,26-03-2020 20:09:22,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.3539,196806,71500,6447,2500,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
73,26-03-2020 20:09:22,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.2145,118083,42900,3868,1500,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
74,26-03-2020 20:09:22,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.6512,362123,131560,11863,4600,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
75,26-03-2020 20:09:22,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,1.0618,590417,214500,19342,7500,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
76,26-03-2020 20:09:22,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,1.2033,669140,243100,21921,8500,,,,,,,,,,10000sht marki 25i-nbome. predoplata
77,26-03-2020 20:09:22,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0257,15744,5720,516,200,,,,,,,,,,KURYER..500RUB.+BONUS
78,26-03-2020 20:09:22,Tbilisi,8B31,GEOWEEDSHOP,"Работа курьером в Тбилиси, ЗП от 1500$ в месяц, работа только с марихуаной, залог от 200$",True,1,нет,Тбилиси,1 гр,0.0283,15744,5720,516,200,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1500$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 200$"
79,26-03-2020 20:09:22,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,1,нет,Тбилиси,50 гр,0.0351,21491,7813,698,,,,250,,,,,,,Rabota na marki (kur'er)
80,26-03-2020 20:09:22,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0283,15744,5720,516,200,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
81,26-03-2020 20:09:22,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0354,19681,7150,645,250,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
82,26-03-2020 20:09:22,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,2.1428,1180835,429000,38684,15000,,,,,,,,,,Vakansija optovogo kur'era na mef
83,26-03-2020 20:10:41,Batumi,V4T,COCAcoLA,METHADONE 0.25 THE BEST QUALITY VHQ,,8,нет,Батуми,0.25 гр,0.0283,15744,5720,516,200,,,,,,,True,,,METHADONE 0.25 THE BEST QUALITY VHQ
84,26-03-2020 20:10:41,Batumi,A3I9,Joookerrr,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 0.7 грамм",,3,нет,Батуми,0.7 гр,0.0169,10316,3750,335,,,,120,,,,,True,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 0.7 gramm"
85,26-03-2020 20:10:41,Batumi,V4T,COCAcoLA,COCAINE 1 gr THE BEST COCO IN GEORGIA,,2,нет,Батуми,1 гр,0.0386,23617,8580,774,300,,,,,,,True,,,COCAINE 1 gr THE BEST COCO IN GEORGIA
86,26-03-2020 20:10:41,Batumi,72B,CHINATOWN,NZT-52 limited 1 г мука,,8,нет,Батуми,1 гр,0.0245,14957,5434,490,190,,,,,,,,True,,NZT-52 limited 1 g muka
87,26-03-2020 20:10:41,Batumi,72B,CHINATOWN,NZT-52 limited 2г мука,,4,нет,Батуми,2 гр,0.0438,26766,9724,877,340,,,,,,,,True,,NZT-52 limited 2g muka
88,26-03-2020 20:10:41,Batumi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбооооом!!! 2 штуки!!!,,25,нет,Батуми,2 гр,0.0058,3543,1287,116,45,,,,,,,,True,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 2 shtuki!!!
89,26-03-2020 20:10:41,Batumi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбооооом!!! 4 штуки!!!,,6,нет,Батуми,4 гр,0.009,5511,2002,181,70,,,,,,,,True,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 4 shtuki!!!
90,26-03-2020 20:10:41,Batumi,A3I9,Joookerrr,Божественный эйфорик!!! Марки нбоооом!!! 6 штук!!!!,,6,нет,Батуми,6 гр,0.0122,7479,2717,245,95,,,,,,,,True,,Bozhestvennyj ejforik!!! Marki nboooom!!! 6 shtuk!!!!
91,26-03-2020 20:10:41,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.3115,173189,62920,5674,2200,,,,,,,,True,,[100g] SPAIN HASH
92,26-03-2020 20:10:41,Batumi,XH0NP,XX-PABLO-XX,METADON - BATUMI - 0.27 G,,нет,5,Батуми,0.27 гр,0.0357,19681,7150,645,250,,,,,,,True,,,METADON - BATUMI - 0.27 G
93,26-03-2020 20:10:41,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,14,Батуми,5 гр,0.0257,15744,5720,516,200,,,,,,,,True,,Metamfetamin ratsemat 5 g. (MQ)
94,26-03-2020 20:10:41,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.286,157445,57200,5158,2000,,,,,,,,True,,SUBOXIN - HQ - 100 G.
95,26-03-2020 20:10:41,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2145,118083,42900,3868,1500,,,,,,,,True,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
96,26-03-2020 20:10:41,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0129,7872,2860,258,100,,,,,,,,True,,kur'er v Batumi
97,26-03-2020 20:10:41,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0322,19681,7150,645,250,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
98,26-03-2020 20:10:41,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0322,19681,7150,645,250,,,,,,,,True,,Ischu kur'era v Gruzii!
99,26-03-2020 20:10:41,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Батуми,50 гр,0.0351,21491,7813,698,,,,250,,,,,True,,Rabota na marki (kur'er)
100,26-03-2020 20:10:41,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.1428,1180835,429000,38684,15000,,,,,,,,True,,Vakansija optovogo kur'era na mef
101,26-03-2020 20:10:41,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0708,39361,14300,1289,500,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
102,26-03-2020 20:11:36,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 1g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! КУТАИСИ!!!,,8,нет,Кутаиси,1 гр,0.0273,15351,5577,503,195,,,,,,,,,True,Columbia Cocaine VHQ 1g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! KUTAISI!!!
103,26-03-2020 20:11:36,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.5g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! КУТАИСИ!!!,,8,нет,Кутаиси,1.5 гр,0.0217,12202,4433,400,155,,,,,,,,,True,MDMA from Europe!!! 1.5g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! KUTAISI!!!
