,Unnamed: 0,time_stamp,region,sell_code,description,Saburtalo,готовых,предзаказ,город,вес,BTC,ք,₴,Br,€,Тбилиси,$,Дигоми,Old Tbilisi (Старый город),Vake,Tbilisis Zgva,Авлобари,Varketili,Батуми,Центр,desc_en
10,10,27-07-2020 12:18:51,Tbilisi,bb1791277e,"1 gr california import Durban Poison марихуана BUDS 24% thc , sativa , если платите с бтк скидка",,1,нет,Тбилиси,1 гр,0.0054,3938,1537,131,,True,55.0,,,,,,,,,"1 gr california import Durban Poison marihuana BUDS 24% thc , sativa , esli platite s btk skidka"
11,11,27-07-2020 12:18:51,Tbilisi,bb1791277e,1 gr super lemon haze пробник,,1,нет,Тбилиси,1 гр,0.0058,4224,1649,141,,True,59.0,,,,,,,,,1 gr super lemon haze probnik
12,12,27-07-2020 12:18:51,Tbilisi,7c395c455d,1 marijuana BUDS northen lights 24% THC ШИШКИ!!!,,3,нет,Тбилиси,1 гр,0.0059,4296,1677,143,,True,60.0,,,,,,,,,1 marijuana BUDS northen lights 24% THC ShIShKI!!!
13,13,27-07-2020 12:18:51,Tbilisi,8ddca45a78,1G 👨🏻WHITE RUSSIAN (hybrid < indica),,4,нет,Тбилиси,1 гр,0.0056,4081,1593,136,,True,57.0,,,,,,,,,1G 👨🏻WHITE RUSSIAN (hybrid < indica)
14,14,27-07-2020 12:18:51,Tbilisi,0dec0e1c48,1gr HYBRID o.g,,8,нет,Тбилиси,1 гр,0.0048,3508,1370,117,,True,49.0,,,,,,,,,1gr HYBRID o.g
15,15,27-07-2020 12:18:51,Tbilisi,e56bb6ca93,1гр Топ класс HYBRID шишки. 50% sativa 50% indica (КЛАДИ НА МАГНИТАХ),,6,нет,Тбилиси,1 гр,0.0048,3508,1370,117,,True,49.0,,,,,,,,,1gr Top klass HYBRID shishki. 50% sativa 50% indica (KLADI NA MAGNITAH)
16,16,27-07-2020 12:18:51,Tbilisi,d04eeb6525,Hybrid Bomba 1 г. TOP BUDS,,1,нет,Тбилиси,1 гр,0.0049,3938,1537,131,,True,55.0,,,,,,,,,Hybrid Bomba 1 g. TOP BUDS
17,17,27-07-2020 12:18:51,Tbilisi,f374062dcd,Сирец Иран 1гр,,1,нет,Тбилиси,1 гр,0.0232,18615,7267,621,,True,260.0,,,,,,,,,Sirets Iran 1gr
18,18,27-07-2020 12:18:51,Tbilisi,f25c0d6c5c,Шишка добрая 1 g,,23,нет,Тбилиси,1 гр,0.0048,3600,1657,120,,True,,,,,,,,,,Shishka dobraja 1 g
19,19,27-07-2020 12:18:51,Tbilisi,7c395c455d,3 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк,,5,нет,Тбилиси,1.2 гр,0.0118,8592,3354,287,,True,120.0,,,,,,,,,3 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk
20,20,27-07-2020 12:18:51,Tbilisi,4a91350669,2 Amnesia Haze марихуана шишки тгк 25%,,5,нет,Тбилиси,2 гр,0.0097,7088,2767,237,,,99.0,True,,,,,,,,2 Amnesia Haze marihuana shishki tgk 25%
21,21,27-07-2020 12:18:51,Tbilisi,89f7212915,2 G Hybrid Marijuana Buds,,3,нет,Тбилиси,2 гр,0.0107,7804,3047,260,,,109.0,True,,,,,,,,2 G Hybrid Marijuana Buds
22,22,27-07-2020 12:18:51,Tbilisi,7c395c455d,2 gr Amnesia Haze шишки импорт с европы тгк 28%,,4,нет,Тбилиси,2 гр,0.0118,8592,3354,287,,True,120.0,,,,,,,,,2 gr Amnesia Haze shishki import s evropy tgk 28%
23,23,27-07-2020 12:18:51,Tbilisi,7c395c455d,2 marijuana BUDS northen lights 24% THC ШИШКИ!!!,,3,нет,Тбилиси,2 гр,0.0118,8592,3354,287,,True,120.0,,,,,,,,,2 marijuana BUDS northen lights 24% THC ShIShKI!!!
24,24,27-07-2020 12:18:51,Tbilisi,bb1791277e,2gr Amnesia Haze Auto сжатая марихуана BUDS,,3,нет,Тбилиси,2 гр,0.0118,8592,3354,287,,True,120.0,,,,,,,,,2gr Amnesia Haze Auto szhataja marihuana BUDS
25,25,27-07-2020 12:18:51,Tbilisi,bb1791277e,2gr LSD-25 marijuana BUDS thc 22% шишки топ!!! при пакупке бтк скидка 1%,,1,нет,Тбилиси,2 гр,0.0118,8592,3354,287,,True,120.0,,,,,,,,,2gr LSD-25 marijuana BUDS thc 22% shishki top!!! pri pakupke btk skidka 1%
26,26,27-07-2020 12:18:51,Tbilisi,7c395c455d,5 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 2g,,1,нет,Тбилиси,2 гр,0.0197,14319,5590,478,,True,200.0,,,,,,,,,5 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 2g
27,27,27-07-2020 12:18:51,Tbilisi,3c9bc6f8e9,"Amnesia Haze (photoperiod, regular) 2 гр. Спокойно, Надёжно, Качественно.",,2,нет,Тбилиси,2 гр,0.0098,7876,3075,263,,,110.0,True,,,,,,,,"Amnesia Haze (photoperiod, regular) 2 gr. Spokojno, Nadezhno, Kachestvenno."
28,28,27-07-2020 12:18:51,Tbilisi,3c9bc6f8e9,"Hindu Kush (photoperiod, regular) 2гр",,3,нет,Тбилиси,2 гр,0.0098,7876,3075,263,,True,110.0,True,,,,,,,,"Hindu Kush (photoperiod, regular) 2gr"
29,29,27-07-2020 12:18:51,Tbilisi,e771f4c371,Skunk 2G (25 % THC)*VHQ* IMPORT,True,2,нет,Тбилиси,2 гр,0.0108,7876,3075,263,,,110.0,,,True,,,,,,Skunk 2G (25 % THC)*VHQ* IMPORT
30,30,27-07-2020 12:18:51,Tbilisi,83f3d55917,!!! NEW !!! 3G Jack Herer(VHQ 24%THC),True,2,нет,Тбилиси,3 гр,0.0147,10740,4193,358,,,150.0,,,,,,,,,!!! NEW !!! 3G Jack Herer(VHQ 24%THC)
31,31,27-07-2020 12:18:51,Tbilisi,4a91350669,3 ecstasy red maseratti VHQ екстази импорт с США,,3,нет,Тбилиси,3 гр,0.0123,8950,3494,299,,True,125.0,,,,,,,,,3 ecstasy red maseratti VHQ ekstazi import s SShA
32,32,27-07-2020 12:18:51,Tbilisi,4659482266,Marijuana Super Skunk leaves 3g plan,,1,нет,Тбилиси,3 гр,0.0024,1718,671,57,,,24.0,True,,,,,,,,Marijuana Super Skunk leaves 3g plan
33,33,27-07-2020 12:18:51,Tbilisi,7f1273da70,Northern Lights Regular [budsonly] 3gramm,,4,нет,Тбилиси,3 гр,0.0103,8234,3214,275,,True,115.0,,,,,,,,,Northern Lights Regular [budsonly] 3gramm
34,34,27-07-2020 12:18:51,Tbilisi,4a91350669,5 ecstasy red maseratti VHQ екстази импорт с США,,10,нет,Тбилиси,5 гр,0.0206,15035,5870,502,,True,210.0,,,,,,,,,5 ecstasy red maseratti VHQ ekstazi import s SShA
35,35,27-07-2020 12:18:51,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,1,нет,Тбилиси,5 гр,0.0275,20047,7826,669,,True,280.0,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
36,36,27-07-2020 12:20:00,Tbilisi,7c395c455d,5 marijuana BUDS northen lights 24% THC ШИШКИ!!!,,1,нет,Тбилиси,5 гр,0.0265,19331,7547,645,,True,270.0,,,,,,,,,5 marijuana BUDS northen lights 24% THC ShIShKI!!!
37,37,27-07-2020 12:20:00,Tbilisi,8528108b62,5g. марихуана шишки Critical,,1,нет,Тбилиси,5 гр,0.0174,13962,5450,466,,True,195.0,,,,,,,,,5g. marihuana shishki Critical
38,38,27-07-2020 12:20:00,Tbilisi,3c9bc6f8e9,"Hindu Kush (photoperiod, regular) 5гр",,1,1,Тбилиси,5 гр,0.0214,17183,6708,574,,True,240.0,,,,True,,,,,"Hindu Kush (photoperiod, regular) 5gr"
39,39,27-07-2020 12:20:00,Tbilisi,7f1273da70,Northern Lights Regular [budsonly] 10gram,,1,нет,Тбилиси,10 гр,0.0312,25059,9783,836,,True,350.0,,,,,,,,,Northern Lights Regular [budsonly] 10gram
40,40,27-07-2020 12:20:00,Tbilisi,ea97036e14,Метамферамин рацемат 60 г (мини-опт),,1,нет,Тбилиси,60 гр,0.1981,143195,55900,4780,,True,2000.0,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
41,41,27-07-2020 12:20:00,Tbilisi,d30ed85c42,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",,нет,4,Тбилиси,1 гр,0.0357,25762,10106,859,310.0,True,,,,,,,,,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
42,42,27-07-2020 12:20:00,Tbilisi,7c395c455d,10 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,,нет,10,Тбилиси,4 гр,0.0393,28639,11180,956,,True,400.0,,,,,,,,,10 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
43,43,27-07-2020 12:20:00,Tbilisi,89f7212915,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,,нет,10,Тбилиси,5 гр,0.0245,17899,6988,597,,True,250.0,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
44,44,27-07-2020 12:20:00,Tbilisi,bb1791277e,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",,нет,6,Тбилиси,5 гр,0.0265,19331,7547,645,,True,270.0,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
45,45,27-07-2020 12:20:00,Tbilisi,cb721d4bca,5 gr top buds white widow wишки THC 25% VHQ,,нет,6,Тбилиси,5 гр,0.027000000000000003,19689,7686,657,,True,275.0,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
46,46,27-07-2020 12:20:00,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,нет,4,Тбилиси,5 гр,0.0236,17183,6708,574,,True,240.0,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
47,47,27-07-2020 12:20:00,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,6,Тбилиси,5 гр,0.0275,20047,7826,669,,True,280.0,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
48,48,27-07-2020 12:20:00,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,6,Тбилиси,5 гр,0.0265,19331,7547,645,,True,270.0,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
49,49,27-07-2020 12:20:00,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.0195,15680,6121,523,,True,219.0,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
50,50,27-07-2020 12:20:00,Tbilisi,54915c4374,"Extazzy ""Gucci"" для стильных людей (5 Грамм)",,нет,6,Тбилиси,5 гр,0.0231,16825,6568,562,,True,235.0,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (5 Gramm)"
51,51,27-07-2020 12:20:00,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,3,Тбилиси,5 гр,0.0265,19331,7547,645,,True,270.0,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
52,52,27-07-2020 12:20:00,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.237,190000,87429,6346,,True,,,,,,,,,,reagent 25i nbome. 5gr
53,53,27-07-2020 12:20:00,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2677,214792,83850,7169,,,3000.0,,True,,,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
54,54,27-07-2020 12:20:00,Tbilisi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️,,нет,2,Тбилиси,5 гр,0.023,16621,6520,554,200.0,True,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️
55,55,27-07-2020 12:20:00,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.0883,64438,25155,2151,,True,900.0,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
56,56,27-07-2020 12:20:00,Tbilisi,cb721d4bca,10 gr top buds white widow wишки THC 25% VHQ,,нет,10,Тбилиси,10 гр,0.054000000000000006,39379,15373,1314,,True,550.0,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
57,57,27-07-2020 12:20:00,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,2,Тбилиси,10 гр,0.0687,50118,19565,1673,,True,700.0,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
58,58,27-07-2020 12:20:00,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,5,Тбилиси,10 гр,0.0412,30071,11739,1004,,True,420.0,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
59,59,27-07-2020 12:20:00,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,3,Тбилиси,10 гр,0.0785,57278,22360,1912,,True,800.0,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
60,60,27-07-2020 12:20:00,Tbilisi,54915c4374,"Extazzy ""Gucci"" для стильных людей (10 грамм)",,нет,8,Тбилиси,10 гр,0.0412,30071,11739,1004,,True,420.0,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (10 gramm)"
61,61,27-07-2020 12:20:00,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.2184,159304,62189,5317,,True,2225.0,,,,,,,,,Amfetamin [White] [Import] 10G
62,62,27-07-2020 12:20:00,Tbilisi,ccc85b93d8,🍬🍬🍬Ex Masserati Red 465 mg 10pc🍬🍬🍬,,нет,1,Тбилиси,10 гр,0.0402,29355,11460,980,,True,410.0,,,,,,,,,🍬🍬🍬Ex Masserati Red 465 mg 10pc🍬🍬🍬
63,63,27-07-2020 12:20:00,Tbilisi,d30ed85c42,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,нет,5,Тбилиси,10 гр,0.0506,36565,14344,1219,440.0,True,,,,,,,,,,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
64,64,27-07-2020 12:20:00,Tbilisi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,5,Тбилиси,11 гр,0.0449,32410,12714,1081,390.0,True,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
65,65,27-07-2020 12:20:00,Tbilisi,cb721d4bca,100 gr marijuana buds,,нет,1,Тбилиси,100 гр,0.2356,171834,67080,5736,,True,2400.0,,,,,,,,,100 gr marijuana buds
66,66,27-07-2020 12:20:00,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.2454,178994,69875,5975,,True,2500.0,,,,,,,,,Marihuana [Shishki] [Gali] 100G
67,67,27-07-2020 12:20:00,Tbilisi,69672fee0d,180 gr марихуана персоално,,нет,1,Тбилиси,180 гр,0.5791,422425,164905,14100,,True,5900.0,,,,,,,,,180 gr marihuana persoalno
68,68,27-07-2020 12:20:00,Tbilisi,16be2c8499,500 шт. марки 25i nbome. готовый клад в Тбилиси.,True,нет,3,Тбилиси,500 гр,0.0982,71597,27950,2390,,,1000.0,,,,,True,True,,,500 sht. marki 25i nbome. gotovyj klad v Tbilisi.
69,69,27-07-2020 12:20:00,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,0.8343,608578,237575,20313,,True,8500.0,,,,,,,,,10000sht marki 25i-nbome. predoplata
70,70,27-07-2020 12:20:56,Tbilisi,e771f4c371,Работа курьер в Тбилиси 15 лари на клад толка марихуана,True,1,нет,Тбилиси,1 гр,0.0098,7160,2795,239,,,100.0,,,,,,,,,Rabota kur'er v Tbilisi 15 lari na klad tolka marihuana
71,71,27-07-2020 12:20:56,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,1,нет,Тбилиси,1 гр,0.0245,17899,6988,597,,True,250.0,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
72,72,27-07-2020 12:20:56,Tbilisi,f374062dcd,Курьер Фасовщик залог обязательно 600$ 5гр,,1,нет,Тбилиси,5 гр,0.0535,42958,16770,1434,,True,600.0,,,,,,,,,Kur'er Fasovschik zalog objazatel'no 600$ 5gr
73,73,27-07-2020 12:20:56,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,1,Тбилиси,1 гр,0.0196,14319,5590,478,,True,200.0,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
74,74,27-07-2020 12:20:56,Tbilisi,54915c4374,Работа на марки (курьер),,нет,3,Тбилиси,1 гр,0.0245,17899,6988,597,,True,250.0,,,,,,,,,Rabota na marki (kur'er)
75,75,27-07-2020 12:20:56,Tbilisi,52fe6d0af9,рик и морти ишит куриера зп от 2000 $ в месец залог 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$,,нет,1,Тбилиси,5 гр,0.0491,35799,13975,1195,,True,500.0,,,,,,,,,rik i morti ishit kuriera zp ot 2000 $ v mesets zalog 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$
76,76,27-07-2020 12:20:56,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,1.4857,1073961,419250,35847,,True,15000.0,,,,,,,,,Vakansija optovogo kur'era na mef
77,77,27-07-2020 12:20:56,Tbilisi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 20$ за клад, залог 250$",,нет,3,Тбилиси,1000 гр,0.0491,35799,13975,1195,,,500.0,,True,True,,,True,,,"Vakansija rabota kur'erom na marki! Oplata ot 20$ za klad, zalog 250$"
78,78,27-07-2020 12:23:09,Batumi,3b3ba4f5a5,Мелкие шишки (Indica) 2г,,1,нет,Батуми,2 гр,0.0041,3007,1174,100,,,42.0,,,,,,,True,,Melkie shishki (Indica) 2g
79,79,27-07-2020 12:23:09,Batumi,3c9bc6f8e9,Gelato Grinded Moonrocks (измельченные мунроки) Эксклюзив. 5гр,,1,нет,Батуми,5 гр,0.025,20047,7826,669,,,280.0,,,,,,,True,,Gelato Grinded Moonrocks (izmel'chennye munroki) Ekskljuziv. 5gr
80,80,27-07-2020 12:23:09,Batumi,3c4662c591,Super Critical 10G,,1,нет,Батуми,10 гр,0.0442,32219,12578,1075,,,450.0,,,,,,,,True,Super Critical 10G
81,81,27-07-2020 12:23:09,Batumi,d30ed85c42,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",,нет,2,Батуми,1 гр,0.0357,25762,10106,859,310.0,,,,,,,,,True,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
82,82,27-07-2020 12:23:09,Batumi,d30ed85c42,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,нет,4,Батуми,10 гр,0.0506,36565,14344,1219,440.0,,,,,,,,,True,,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
83,83,27-07-2020 12:23:09,Batumi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,4,Батуми,11 гр,0.0449,32410,12714,1081,390.0,,,,,,,,,True,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
84,84,27-07-2020 12:23:09,Batumi,d30ed85c42,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️",,нет,1,Батуми,11 гр,0.0459,33158,13007,1106,399.0,,,,,,,,,True,,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️"
85,85,27-07-2020 12:23:09,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0089,7160,2795,239,,,100.0,,,,,,,True,,kur'er v Batumi
86,86,27-07-2020 12:23:09,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0223,17899,6988,597,,,250.0,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
87,87,27-07-2020 12:23:09,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0223,17899,6988,597,,,250.0,,,,,,,True,,Ischu kur'era v Gruzii!
88,88,27-07-2020 12:23:10,Batumi,3b3ba4f5a5,Курьер Батуми на марихуану,,нет,1,Батуми,1 гр,0.0197,14319,5590,478,,,200.0,,,,,,,True,,Kur'er Batumi na marihuanu
89,89,27-07-2020 12:23:10,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.4874,1073961,419250,35847,,,15000.0,,,,,,,True,,Vakansija optovogo kur'era na mef
90,90,27-07-2020 12:23:10,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 20$ за клад, залог 250$",,нет,2,Батуми,1000 гр,0.0491,35799,13975,1195,,,500.0,,,,,,,,True,"Vakansija rabota kur'erom na marki! Oplata ot 20$ za klad, zalog 250$"
