,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Vake,Gldani,€,Didube,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
30,30,24-03-2020 03:36:27,Tbilisi,c9a56b2b4a,5x Extasy Duracell 223mg MDMA.,True,8,нет,Тбилиси,5 гр,0.0257,14154,4944,462,175.0,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
31,31,24-03-2020 03:36:27,Tbilisi,366326d4d6,NEW !!! 5G OG KusH !!! NEW,True,3,нет,Тбилиси,5 гр,0.0233,12860,4492,420,159.0,,,,,,,,,,,NEW !!! 5G OG KusH !!! NEW
32,32,24-03-2020 03:36:27,Tbilisi,366326d4d6,NEW !!! 5G White Widow !!! NEW,True,1,нет,Тбилиси,5 гр,0.0226,12456,4351,407,154.0,,,,,,,,,,,NEW !!! 5G White Widow !!! NEW
33,33,24-03-2020 03:36:27,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,8,нет,Тбилиси,5 гр,0.0086,5257,1836,172,65.0,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
34,34,24-03-2020 03:36:27,Tbilisi,4c4ab8c0de,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,2,нет,Тбилиси,10 гр,0.053,29522,10311,963,365.0,,,,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
35,35,24-03-2020 03:37:26,Tbilisi,ef3dc4de6c,Extasy GUCCI 10шт. вес таблетки 450mg,True,1,нет,Тбилиси,10 гр,0.0388,21595,7543,705,267.0,,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
36,36,24-03-2020 03:37:26,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,6,нет,Тбилиси,10 гр,0.0131,8007,2797,261,99.0,,,True,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
37,37,24-03-2020 03:37:26,Tbilisi,c225d2f67d,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0557,32353,11300,1056,400.0,,,,,,,,,,,gashish evro 10g
38,38,24-03-2020 03:37:26,Tbilisi,ea97036e14,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.264,161763,56500,5279,2000.0,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
39,39,24-03-2020 03:37:26,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 0.27 G - (SALE),True,23,5,Тбилиси,0.27 гр,0.0367,20220,7063,660,250.0,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G - (SALE)
40,40,24-03-2020 03:37:26,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 0.35 G,True,нет,5,Тбилиси,0.35 гр,0.044000000000000004,24264,8475,792,300.0,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G
41,41,24-03-2020 03:37:26,Tbilisi,2dbb5960b9,Methadone HQ in city 0.75g,True,нет,3,Тбилиси,0.75 гр,0.0537,29926,10453,977,370.0,,,,,,,,,,,Methadone HQ in city 0.75g
42,42,24-03-2020 03:37:26,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 1.1 G (SALE),True,2,3,Тбилиси,1.1 гр,0.1027,56617,19775,1848,700.0,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE)
43,43,24-03-2020 03:37:26,Tbilisi,2dbb5960b9,Methadone HQ in city 1.4g,True,нет,1,Тбилиси,1.4 гр,0.1016,56617,19775,1848,700.0,,,,,,,,,,,Methadone HQ in city 1.4g
44,44,24-03-2020 03:37:26,Tbilisi,dd631c4acf,✨✨2gram. MDMA✨✨,True,нет,2,Тбилиси,2 гр,0.0293,16176,5650,528,200.0,,,,,,,,,,,✨✨2gram. MDMA✨✨
45,45,24-03-2020 03:37:26,Tbilisi,dd631c4acf,❄❄2g HQ COCAINE❄❄,True,нет,5,Тбилиси,2 гр,0.0541,29845,10424,974,369.0,,,,,,,,,,,❄❄2g HQ COCAINE❄❄
46,46,24-03-2020 03:37:26,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.0865,47720,16668,1557,590.0,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
47,47,24-03-2020 03:37:26,Tbilisi,dd631c4acf,🍃💩💩3g. New! Gorilla Glue Premium Hush💩💩🍃,True,нет,5,Тбилиси,3 гр,0.0276,16904,5904,552,209.0,,,,,,,,,,,🍃💩💩3g. New! Gorilla Glue Premium Hush💩💩🍃
48,48,24-03-2020 03:37:26,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0581,32353,11300,1056,400.0,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
49,49,24-03-2020 03:37:26,Tbilisi,4a91350669,5 Amnesia Haze марихуана шишки тгк 25%,True,нет,4,Тбилиси,5 гр,0.0289,16095,5622,525,199.0,,,,,,,,,,,5 Amnesia Haze marihuana shishki tgk 25%
50,50,24-03-2020 03:37:26,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0799,44485,15538,1452,550.0,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
51,51,24-03-2020 03:37:26,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,1,Тбилиси,5 гр,0.0289,16095,5622,525,199.0,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
52,52,24-03-2020 03:37:26,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,9,Тбилиси,5 гр,0.0289,16095,5622,525,199.0,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
53,53,24-03-2020 03:37:26,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,1,Тбилиси,5 гр,0.0289,16095,5622,525,199.0,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
54,54,24-03-2020 03:37:26,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0289,16095,5622,525,199.0,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
55,55,24-03-2020 03:37:26,Tbilisi,cb721d4bca,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,1,Тбилиси,5 гр,0.0289,16095,5622,525,199.0,,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
56,56,24-03-2020 03:37:26,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,9,Тбилиси,5 гр,0.0289,16095,5622,525,199.0,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
57,57,24-03-2020 03:37:26,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0289,17713,6187,578,219.0,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
58,58,24-03-2020 03:37:26,Tbilisi,f8a875c191,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.044000000000000004,24264,8475,792,300.0,,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
59,59,24-03-2020 03:37:26,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,7,Тбилиси,5 гр,0.0289,16095,5622,525,199.0,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
60,60,24-03-2020 03:37:26,Tbilisi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),True,нет,15,Тбилиси,5 гр,0.0264,16176,5650,528,200.0,,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
61,61,24-03-2020 03:37:26,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.3101,190000,87429,6213,,,,,,,,,,,,reagent 25i nbome. 5gr
62,62,24-03-2020 03:37:26,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.396,242645,84750,7919,3000.0,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
63,63,24-03-2020 03:37:26,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,3,Тбилиси,5 гр,0.1274,70286,24549,2294,869.0,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
64,64,24-03-2020 03:37:26,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,6,Тбилиси,5 гр,0.0279,15367,5368,502,190.0,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
65,65,24-03-2020 03:37:26,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0717,39551,13814,1291,489.0,,,,,,,,,,,💘✨5g. MDMA ✨💘
66,66,24-03-2020 03:37:26,Tbilisi,dd631c4acf,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,2,Тбилиси,5 гр,0.0497,27419,9577,895,339.0,,,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
67,67,24-03-2020 03:38:15,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,8,Тбилиси,5 гр,0.0277,15287,5339,499,189.0,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
68,68,24-03-2020 03:38:15,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1307,72793,25425,2376,900.0,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
69,69,24-03-2020 03:38:15,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.1016,56617,19775,1848,700.0,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
70,70,24-03-2020 03:38:15,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,6,Тбилиси,10 гр,0.0465,25882,9040,845,320.0,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
71,71,24-03-2020 03:38:15,Tbilisi,c9a56b2b4a,10x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,10 гр,0.0513,28309,9888,924,350.0,,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
72,72,24-03-2020 03:38:15,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.1162,64705,22600,2112,800.0,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
73,73,24-03-2020 03:38:15,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.3231,179961,62856,5873,2225.0,,,,,,,,,,,Amfetamin [White] [Import] 10G
74,74,24-03-2020 03:38:15,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,9,Тбилиси,10 гр,0.2125,117197,40934,3825,1449.0,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
75,75,24-03-2020 03:38:15,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0541,29845,10424,974,369.0,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
76,76,24-03-2020 03:38:15,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,3,Тбилиси,10 гр,0.0438,24184,8447,789,299.0,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
77,77,24-03-2020 03:38:15,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0878,48448,16922,1581,599.0,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
78,78,24-03-2020 03:38:15,Tbilisi,61bec147f3,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1584,97058,33900,3168,1200.0,,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
79,79,24-03-2020 03:38:15,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2904,161763,56500,5279,2000.0,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
80,80,24-03-2020 03:38:15,Tbilisi,f8a875c191,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.2933,161763,56500,5279,2000.0,,,,,,,,,,,SUBOXIN - HQ - 100 G.
81,81,24-03-2020 03:38:15,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.363,202204,70625,6599,2500.0,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
82,82,24-03-2020 03:38:15,Tbilisi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.22,121322,42375,3959,1500.0,,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
83,83,24-03-2020 03:38:15,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.6679,372055,129950,12142,4600.0,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
84,84,24-03-2020 03:38:15,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,1.0889,606611,211875,19797,7500.0,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
85,85,24-03-2020 03:38:15,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,1.2341,687493,240125,22437,8500.0,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
86,86,24-03-2020 03:38:15,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0264,16176,5650,528,200.0,,,,,,,,,,,KURYER..500RUB.+BONUS
87,87,24-03-2020 03:38:15,Tbilisi,e56bb6ca93,"Работа курьером в Тбилиси, ЗП от 1500$ в месяц, работа только с марихуаной, залог от 200$",True,1,нет,Тбилиси,1 гр,0.0264,16176,5650,528,200.0,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1500$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 200$"
88,88,24-03-2020 03:38:15,Tbilisi,54915c4374,Работа на марки (курьер),True,1,нет,Тбилиси,10 гр,0.0198,12132,4238,396,150.0,,,,,,,,,,,Rabota na marki (kur'er)
89,89,24-03-2020 03:38:15,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.028999999999999998,16176,5650,528,200.0,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
90,90,24-03-2020 03:38:15,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0363,20220,7063,660,250.0,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
91,91,24-03-2020 03:38:15,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,2.1977,1213223,423750,39594,15000.0,,,,,,,,,,,Vakansija optovogo kur'era na mef
92,92,24-03-2020 03:39:52,Batumi,99accec7c7,MEPHEDRONE 0.5 gr,,1,нет,Батуми,0.5 гр,0.0106,6471,2260,211,80.0,,,,,,,,True,,,MEPHEDRONE 0.5 gr
93,93,24-03-2020 03:39:52,Batumi,99accec7c7,COCAINE 1 gr THE BEST COCO IN GEORGIA,,4,нет,Батуми,1 гр,0.0396,24264,8475,792,300.0,,,,,,,,True,,,COCAINE 1 gr THE BEST COCO IN GEORGIA
94,94,24-03-2020 03:39:52,Batumi,c72111ac1a,NZT-52 limited 1 г мука,,17,нет,Батуми,1 гр,0.0251,15367,5368,502,190.0,,,,,,,,,True,,NZT-52 limited 1 g muka
95,95,24-03-2020 03:39:52,Batumi,c72111ac1a,NZT-52 limited 2г мука,,7,нет,Батуми,2 гр,0.0449,27500,9605,897,340.0,,,,,,,,,True,,NZT-52 limited 2g muka
96,96,24-03-2020 03:39:52,Batumi,3c4662c591,Super Critical HIGHEST QUALITY 2G,,3,нет,Батуми,2 гр,0.0145,8088,2825,264,100.0,,,,,,,,True,,,Super Critical HIGHEST QUALITY 2G
97,97,24-03-2020 03:39:52,Batumi,3ee37c89bb,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.3194,177939,62150,5807,2200.0,,,,,,,,,True,,[100g] SPAIN HASH
98,98,24-03-2020 03:39:52,Batumi,f8a875c191,Метадон - (KRISTAL) - VHQ - BATUMI - 0.30 G,,3,2,Батуми,0.3 гр,0.0396,21838,7628,713,270.0,,,,,,,,True,,,Metadon - (KRISTAL) - VHQ - BATUMI - 0.30 G
99,99,24-03-2020 03:39:52,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,14,Батуми,5 гр,0.0264,16176,5650,528,200.0,,,,,,,,,True,,Metamfetamin ratsemat 5 g. (MQ)
100,100,24-03-2020 03:39:52,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2933,161763,56500,5279,2000.0,,,,,,,,,True,,SUBOXIN - HQ - 100 G.
101,101,24-03-2020 03:39:52,Batumi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.22,121322,42375,3959,1500.0,,,,,,,,,True,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
102,102,24-03-2020 03:39:52,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0132,8088,2825,264,100.0,,,,,,,,,True,,kur'er v Batumi
103,103,24-03-2020 03:39:52,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.033,20220,7063,660,250.0,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
104,104,24-03-2020 03:39:52,Batumi,54915c4374,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0198,12132,4238,396,150.0,,,,,,,,,True,,Rabota na marki (kur'er)
105,105,24-03-2020 03:39:52,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.033,20220,7063,660,250.0,,,,,,,,,True,,Ischu kur'era v Gruzii!
