,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Varketili,Дигоми,Saburtalo,€,Vake,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
107,107,20-02-2020 15:12:09,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,1,Тбилиси,5 гр,0.0499,31170,11985,1078,489.0,,,,,,,,,,,💘✨5g. MDMA ✨💘
108,108,20-02-2020 15:12:09,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0824,52000,23928,1801,,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
109,109,20-02-2020 15:12:09,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0403,25433,9779,879,399.0,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
110,110,20-02-2020 15:12:09,Tbilisi,ce030318fd,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,3,Тбилиси,10 гр,0.1837,127483,49020,4408,2000.0,,,,,,,,,,,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
111,111,20-02-2020 15:12:09,Tbilisi,c9a56b2b4a,10x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,10 гр,0.0357,22309,8579,771,350.0,,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
112,112,20-02-2020 15:12:09,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0808,50993,19608,1763,800.0,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
113,113,20-02-2020 15:12:09,Tbilisi,851e5b91a0,"Godfather OG - (Only Buds, IMPORT) Шишки(всегда подъезд) 10G (BTC sale 10%) (предзаказ будет сделан очень оперативно)",True,нет,5,Тбилиси,10 гр,0.0367,25433,9779,879,399.0,,,,,,,,,,,"Godfather OG - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 10G (BTC sale 10%) (predzakaz budet sdelan ochen' operativno)"
114,114,20-02-2020 15:12:09,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2248,141824,54535,4904,2225.0,,,,,,,,,,,Amfetamin [White] [Import] 10G
115,115,20-02-2020 15:12:09,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,1,Тбилиси,10 гр,0.0305,19059,7328,659,299.0,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
116,116,20-02-2020 15:12:09,Tbilisi,ce030318fd,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,8,Тбилиси,20 гр,0.3031,210346,80883,7273,3300.0,,,,,,,,,,,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
117,117,20-02-2020 15:12:09,Tbilisi,c9a56b2b4a,20x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,20 гр,0.0714,44619,17157,1543,700.0,,,,,,,,,,,20x Extasy Duracell 223mg MDMA.
118,118,20-02-2020 15:12:09,Tbilisi,64284550d9,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0679,44619,17157,1543,700.0,,,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
119,119,20-02-2020 15:12:09,Tbilisi,61bec147f3,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1102,76490,29412,2645,1200.0,,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
120,120,20-02-2020 15:12:09,Tbilisi,64284550d9,50G -- HYBRID-> Скидка 5% за BTC,True,нет,1,Тбилиси,50 гр,0.0969,63678,24485,2202,999.0,,,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
121,121,20-02-2020 15:12:09,Tbilisi,30f48d507d,Hybrid Skunk! 50 gr,True,нет,2,Тбилиси,50 гр,0.096,60554,23285,2094,950.0,,,,,,,,,,,Hybrid Skunk! 50 gr
122,122,20-02-2020 15:12:09,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2021,127483,49020,4408,2000.0,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
123,123,20-02-2020 15:12:09,Tbilisi,30f48d507d,Hybrid Skunk! 100 gr,True,нет,1,Тбилиси,100 гр,0.1819,114734,44118,3967,1800.0,,,,,,,,,,,Hybrid Skunk! 100 gr
124,124,20-02-2020 15:12:09,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2526,159353,61275,5510,2500.0,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
125,125,20-02-2020 15:12:09,Tbilisi,ce6827deee,"марки 25i-nbome 2,5mg (100шт)",True,нет,2,Тбилиси,100 гр,0.0395,27409,10539,948,430.0,,,,,,,,,,,"marki 25i-nbome 2,5mg (100sht)"
126,126,20-02-2020 15:12:09,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4648,293210,112746,10138,4600.0,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
127,127,20-02-2020 15:12:09,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7579,478060,183825,16530,7500.0,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
128,128,20-02-2020 15:12:09,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8589,541801,208335,18734,8500.0,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
129,129,20-02-2020 15:12:09,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0184,12748,4902,441,200.0,,,,,,,,,,,KURYER..500RUB.+BONUS
130,130,20-02-2020 15:12:09,Tbilisi,8528108b62,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.0184,12748,4902,441,200.0,,,,,,,,,,,Trebuetsja Kur'er
131,131,20-02-2020 15:12:09,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0202,12748,4902,441,200.0,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
132,132,20-02-2020 15:12:09,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0253,15935,6128,551,250.0,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
133,133,20-02-2020 15:12:09,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5295,956120,367650,33060,15000.0,,,,,,,,,,,Vakansija optovogo kur'era na mef
134,134,20-02-2020 15:13:40,Batumi,c72111ac1a,NZT-52 mind storm limited 1г мука,,2,нет,Батуми,1 гр,0.0175,12111,4657,419,190.0,,,,,,,,True,,,NZT-52 mind storm limited 1g muka
135,135,20-02-2020 15:13:40,Batumi,012f23b5ea,Power Africa 1g,,1,нет,Батуми,1 гр,0.0046,3187,1226,110,50.0,,,,,,,,True,,,Power Africa 1g
136,136,20-02-2020 15:13:40,Batumi,f8a875c191,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE ),,нет,10,Батуми,0.27 гр,0.0232,14469,5564,500,227.0,,,,,,,,True,,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE )
137,137,20-02-2020 15:13:40,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,18,Батуми,5 гр,0.0184,12748,4902,441,200.0,,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
138,138,20-02-2020 15:13:40,Batumi,30f48d507d,Hybrid Skunk! 50 gr,,нет,2,Батуми,50 гр,0.096,60554,23285,2094,950.0,,,,,,,,True,,,Hybrid Skunk! 50 gr
139,139,20-02-2020 15:13:40,Batumi,30f48d507d,Hybrid Skunk! 100 gr,,нет,1,Батуми,100 гр,0.1819,114734,44118,3967,1800.0,,,,,,,,True,,,Hybrid Skunk! 100 gr
140,140,20-02-2020 15:13:40,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.3062,191224,73530,6612,3000.0,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
141,141,20-02-2020 15:13:40,Batumi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,5,Батуми,150 гр,0.2551,159353,61275,5510,2500.0,,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
142,142,20-02-2020 15:13:40,Batumi,d4df7908c3,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Батуми,1 гр,0.0102,6374,2451,220,100.0,,,,,,,,True,,,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
143,143,20-02-2020 15:13:40,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0046,3187,1226,110,50.0,,,,,,,,True,,,kur'er v Batumi
144,144,20-02-2020 15:13:40,Batumi,a5417660bf,Вакансия Курьера в Батуми,,1,нет,Батуми,3 гр,0.0046,3187,1226,110,50.0,,,,,,,,True,,,Vakansija Kur'era v Batumi
145,145,20-02-2020 15:13:40,Batumi,a5417660bf,Вакансия Курьера в Батуми,,1,нет,Батуми,5 гр,0.0072,5000,2301,173,,,,,,,,,True,,,Vakansija Kur'era v Batumi
146,146,20-02-2020 15:13:40,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.023,15935,6128,551,250.0,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
147,147,20-02-2020 15:13:40,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.023,15935,6128,551,250.0,,,,,,,,True,,,Ischu kur'era v Gruzii!
148,148,20-02-2020 15:13:40,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5295,956120,367650,33060,15000.0,,,,,,,,True,,,Vakansija optovogo kur'era na mef
149,149,20-02-2020 15:13:40,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0505,31871,12255,1102,500.0,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
150,150,20-02-2020 15:15:01,Kutaisi,d4df7908c3,"Шишки/weeds Afghan Kush, - 0,5г - Удобные клады в подъездах",,2,нет,Кутаиси,0.5 гр,0.0021,1275,490,44,20.0,,,,,,,,,,True,"Shishki/weeds Afghan Kush, - 0,5g - Udobnye klady v pod'ezdah"
151,151,20-02-2020 15:15:01,Kutaisi,d4df7908c3,"Шишки/weed Afghan Kush, 1г - Удобные клады в подъездах",,3,нет,Кутаиси,1 гр,0.0039,2422,931,84,38.0,,,,,,,,,,True,"Shishki/weed Afghan Kush, 1g - Udobnye klady v pod'ezdah"
152,152,20-02-2020 15:15:01,Kutaisi,d4df7908c3,Шишки / weeds Afghan Kush - 2г,,2,нет,Кутаиси,2 гр,0.0076,4717,1814,163,74.0,,,,,,,,,,True,Shishki / weeds Afghan Kush - 2g
153,153,20-02-2020 15:15:01,Kutaisi,d4df7908c3,"Шишки / Weed Afghan Kush, 3g",,2,3,Кутаиси,3 гр,0.0111,6884,2647,238,108.0,,,,,,,,,,True,"Shishki / Weed Afghan Kush, 3g"
154,154,20-02-2020 15:15:01,Kutaisi,d4df7908c3,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Кутаиси,1 гр,0.0103,6374,2451,220,100.0,,,,,,,,,,True,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
