,time_stamp,region,sell_code,sell_name,description,Saburtalo,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Тбилиси,Vake,Дигоми,€,Didube,Gldani,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
41,21-03-2020 07:31:55,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,,нет,3,Тбилиси,3 гр,0.0858,46046,16579,1510,590,True,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
42,21-03-2020 07:31:55,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,,нет,7,Тбилиси,4 гр,0.0576,31218,11240,1024,400,True,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
43,21-03-2020 07:31:55,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,нет,5,Тбилиси,5 гр,0.0792,42924,15455,1408,550,True,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
44,21-03-2020 07:31:55,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,нет,2,Тбилиси,5 гр,0.0225,12175,4384,399,156,True,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
45,21-03-2020 07:31:55,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,,нет,10,Тбилиси,5 гр,0.0287,15531,5592,509,199,True,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
46,21-03-2020 07:31:55,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,нет,1,Тбилиси,5 гр,0.023,12487,4496,409,160,True,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
47,21-03-2020 07:31:55,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,10,Тбилиси,5 гр,0.0287,15531,5592,509,199,True,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
48,21-03-2020 07:31:55,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",,нет,1,Тбилиси,5 гр,0.0287,15531,5592,509,199,True,,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
49,21-03-2020 07:31:55,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,9,Тбилиси,5 гр,0.0209,11316,4075,371,145,True,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
50,21-03-2020 07:31:55,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.0287,17092,6154,560,219,True,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
51,21-03-2020 07:31:55,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 5 G. (SHISHKI) (SALE),,нет,5,Тбилиси,5 гр,0.0436,23413,8430,768,300,True,,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
52,21-03-2020 07:31:55,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,7,Тбилиси,5 гр,0.0216,11707,4215,384,150,True,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
53,21-03-2020 07:31:55,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,15,Тбилиси,5 гр,0.0262,15609,5620,512,200,True,,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
54,21-03-2020 07:31:55,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.3187,190000,87429,6224,,True,,,,,,,,,,,reagent 25i nbome. 5gr
55,21-03-2020 07:31:55,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3928,234133,84300,7677,3000,,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
56,21-03-2020 07:31:55,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,,нет,3,Тбилиси,5 гр,0.1249,67040,24138,2198,859,True,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
57,21-03-2020 07:31:55,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,,нет,3,Тбилиси,5 гр,0.0269,14438,5199,473,185,True,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
58,21-03-2020 07:31:55,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,,нет,5,Тбилиси,5 гр,0.0711,38164,13741,1251,489,True,,,,,,,,,,,💘✨5g. MDMA ✨💘
59,21-03-2020 07:31:55,Tbilisi,9VLN,AlienShop,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,,нет,5,Тбилиси,5 гр,0.0479,25677,9245,842,329,True,,,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
60,21-03-2020 07:31:55,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,,нет,8,Тбилиси,5 гр,0.0262,14048,5058,461,180,True,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
61,21-03-2020 07:31:55,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.1296,70240,25290,2303,900,True,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
62,21-03-2020 07:31:55,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,5,Тбилиси,10 гр,0.1008,54631,19670,1791,700,True,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
63,21-03-2020 07:31:55,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,6,Тбилиси,10 гр,0.0461,24974,8992,819,320,True,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
64,21-03-2020 07:31:55,Tbilisi,NVOG,ProperMgzn,10x Extasy Duracell 223mg MDMA.,,нет,5,Тбилиси,10 гр,0.0509,27316,9835,896,350,True,,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
65,21-03-2020 07:31:55,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,5,Тбилиси,10 гр,0.1152,62435,22480,2047,800,True,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
66,21-03-2020 07:32:31,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,5,Тбилиси,10 гр,0.1152,62435,22480,2047,800,True,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
67,21-03-2020 07:32:31,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.3204,173649,62523,5694,2225,True,,,,,,,,,,,Amfetamin [White] [Import] 10G
68,21-03-2020 07:32:31,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,,нет,9,Тбилиси,10 гр,0.2108,113086,40717,3708,1449,True,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
69,21-03-2020 07:32:31,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,,нет,10,Тбилиси,10 гр,0.0537,28798,10369,944,369,True,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
70,21-03-2020 07:32:31,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,,нет,3,Тбилиси,10 гр,0.0435,23335,8402,765,299,True,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
71,21-03-2020 07:32:31,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,,нет,9,Тбилиси,20 гр,0.0871,46749,16832,1533,599,True,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
72,21-03-2020 07:32:31,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,,нет,1,Тбилиси,50 гр,0.1571,93653,33720,3071,1200,True,,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
73,21-03-2020 07:32:31,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,,нет,1,Тбилиси,100 гр,0.288,156089,56200,5118,2000,True,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
74,21-03-2020 07:32:31,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,1,Тбилиси,100 гр,0.2909,156089,56200,5118,2000,True,,,,,,,,,,,SUBOXIN - HQ - 100 G.
75,21-03-2020 07:32:31,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.36,195111,70250,6398,2500,True,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
76,21-03-2020 07:32:31,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,1,Тбилиси,150 гр,0.2182,117066,42150,3839,1500,True,,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
77,21-03-2020 07:32:31,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,,нет,1,Тбилиси,250 гр,0.6625,359004,129260,11772,4600,True,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
78,21-03-2020 07:32:31,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,,нет,1,Тбилиси,500 гр,1.0801,585332,210750,19193,7500,True,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
79,21-03-2020 07:32:31,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,1.2241,663377,238850,21752,8500,True,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
80,21-03-2020 07:32:31,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,,1,нет,Тбилиси,1 гр,0.0262,15609,5620,512,200,True,,,,,,,,,,,KURYER..500RUB.+BONUS
81,21-03-2020 07:32:31,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Тбилиси,10 гр,0.0196,11707,4215,384,150,True,,,,,,,,,,,Rabota na marki (kur'er)
82,21-03-2020 07:32:31,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,2,Тбилиси,1 гр,0.0288,15609,5620,512,200,True,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
83,21-03-2020 07:32:31,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,нет,1,Тбилиси,1 гр,0.036,19511,7025,640,250,True,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
84,21-03-2020 07:32:31,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,2.1799,1170665,421500,38387,15000,True,,,,,,,,,,,Vakansija optovogo kur'era na mef
85,21-03-2020 07:33:34,Batumi,72B,CHINATOWN,NZT-52 limited 1 г мука,,24,нет,Батуми,1 гр,0.0249,14828,5339,486,190,,,,,,,,,True,,,NZT-52 limited 1 g muka
86,21-03-2020 07:33:34,Batumi,72B,CHINATOWN,NZT-52 limited 2г мука,,12,нет,Батуми,2 гр,0.0445,26535,9554,870,340,,,,,,,,,True,,,NZT-52 limited 2g muka
87,21-03-2020 07:33:34,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.3169,171697,61820,5630,2200,,,,,,,,,True,,,[100g] SPAIN HASH
88,21-03-2020 07:33:34,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,15,Батуми,5 гр,0.0262,15609,5620,512,200,,,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
89,21-03-2020 07:33:34,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.291,156089,56200,5118,2000,,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
90,21-03-2020 07:33:34,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2182,117066,42150,3839,1500,,,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
91,21-03-2020 07:33:34,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0131,7804,2810,256,100,,,,,,,,,True,,,kur'er v Batumi
92,21-03-2020 07:33:34,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0327,19511,7025,640,250,,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
93,21-03-2020 07:33:34,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0196,11707,4215,384,150,,,,,,,,,True,,,Rabota na marki (kur'er)
94,21-03-2020 07:33:34,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0327,19511,7025,640,250,,,,,,,,,True,,,Ischu kur'era v Gruzii!
95,21-03-2020 07:33:34,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.1804,1170665,421500,38387,15000,,,,,,,,,True,,,Vakansija optovogo kur'era na mef
96,21-03-2020 07:33:34,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.072,39022,14050,1280,500,,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
97,21-03-2020 07:34:50,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 1g BTC SALE 5%!! КУТАИСИ!!!,,10,нет,Кутаиси,1 гр,0.0292,15999,5761,525,205,,,,,,,,,,,True,Columbia Cocaine VHQ 1g BTC SALE 5%!! KUTAISI!!!
98,21-03-2020 07:34:50,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.5g BTC SALE 5%!! КУТАИСИ!!!,,8,нет,Кутаиси,1.5 гр,0.0255,13970,5030,458,179,,,,,,,,,,,True,MDMA from Europe!!! 1.5g BTC SALE 5%!! KUTAISI!!!
99,21-03-2020 07:34:50,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g BTC SALE 5%!! КУТАИСИ!!!,,11,нет,Кутаиси,2 гр,0.0555,30359,10931,995,389,,,,,,,,,,,True,Columbia Cocaine VHQ 2g BTC SALE 5%!! KUTAISI!!!
100,21-03-2020 07:34:50,Kutaisi,EIH4,San4oPan4o,ГАШИШ твердый!!! Hash!!!! 2.0 g !!BTC SALE 5%!! КУТАИСИ!!!,,4,нет,Кутаиси,2 гр,0.0238,13033,4693,427,167,,,,,,,,,,,True,GAShISh tverdyj!!! Hash!!!! 2.0 g !!BTC SALE 5%!! KUTAISI!!!
101,21-03-2020 07:34:50,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 3g BTC SALE 5%!! КУТАИСИ!!!,,10,нет,Кутаиси,3 гр,0.0456,24974,8992,819,320,,,,,,,,,,,True,MDMA from Europe!!! 3g BTC SALE 5%!! KUTAISI!!!
102,21-03-2020 07:34:50,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Кутаиси,10 гр,0.0196,11707,4215,384,150,,,,,,,,,,,True,Rabota na marki (kur'er)
