,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Дигоми,Saburtalo,Gldani,Old Tbilisi (Старый город),Авлобари,€,Vake,Varketili,Батуми,Центр,desc_en
14,09-07-2020 12:54:45,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,12,нет,Тбилиси,5 гр,0.0052,3918,1496,134,55,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
15,09-07-2020 12:54:45,Tbilisi,A3I9,Joookerrr,марки н-боом 5шт.,,6,нет,Тбилиси,5 гр,0.0068,4630,1768,159,65,,True,,,,,,,,,marki n-boom 5sht.
16,09-07-2020 12:54:45,Tbilisi,8B31,GEOWEEDSHOP,10gr чистый пудра от марихуаны. DRIED MARIJUANA POWDER,True,1,нет,Тбилиси,10 гр,0.0136,9190,3509,315,129,,,,,,,,,,,10gr chistyj pudra ot marihuany. DRIED MARIJUANA POWDER
17,09-07-2020 12:54:45,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 10гр,True,2,нет,Тбилиси,10 гр,0.0457,32057,12240,1098,450,,,,,,,,,,,Gashish Evro 10gr
18,09-07-2020 12:54:45,Tbilisi,A3I9,Joookerrr,Марки н-боом 10 шт.,,1,нет,Тбилиси,10 гр,0.0105,7124,2720,244,100,,True,,,,,,,,,Marki n-boom 10 sht.
19,09-07-2020 12:54:45,Tbilisi,3TGJ9,Elegant,акция!!! 10g.+2 g. марихуана шишки Critical,True,1,нет,Тбилиси,12 гр,0.0476,35619,13600,1220,500,,,,,,,,,,,aktsija!!! 10g.+2 g. marihuana shishki Critical
20,09-07-2020 12:54:45,Tbilisi,X4ZM,ZYX,Silver haze leaves листья 15гр sale,True,8,нет,Тбилиси,15 гр,0.0068,4630,1768,159,65,,,,,,,,,,,Silver haze leaves list'ja 15gr sale
21,09-07-2020 12:54:45,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2113,142476,54400,4880,2000,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
22,09-07-2020 12:54:45,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,2,Тбилиси,3 гр,0.0951,64043,24453,2193,899,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
23,09-07-2020 12:54:45,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,4,Тбилиси,4 гр,0.0419,28495,10880,976,400,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
24,09-07-2020 12:54:45,Tbilisi,18FB,Mr.Green Tbilis,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,нет,10,Тбилиси,5 гр,0.0262,17809,6800,610,250,,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
25,09-07-2020 12:54:45,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0576,39181,14960,1342,550,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
26,09-07-2020 12:54:45,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,6,Тбилиси,5 гр,0.0283,19234,7344,659,270,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
27,09-07-2020 12:54:45,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,5,Тбилиси,5 гр,0.0293,19947,7616,683,280,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
28,09-07-2020 12:54:45,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,6,Тбилиси,5 гр,0.0288,19590,7480,671,275,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
29,09-07-2020 12:54:45,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0251,17097,6528,586,240,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
30,09-07-2020 12:54:45,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,7,Тбилиси,5 гр,0.0293,19947,7616,683,280,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
31,09-07-2020 12:54:45,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0283,19234,7344,659,270,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
32,09-07-2020 12:54:45,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0208,15601,5957,534,219,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
33,09-07-2020 12:54:45,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,3,Тбилиси,5 гр,0.0283,19234,7344,659,270,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
34,09-07-2020 12:56:12,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2855,213714,81600,7320,3000,,,,True,True,,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
35,09-07-2020 12:56:12,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0942,64114,24480,2196,900,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
36,09-07-2020 12:56:12,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0576,39181,14960,1342,550,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
37,09-07-2020 12:56:12,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0733,49867,19040,1708,700,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
38,09-07-2020 12:56:12,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.044,29920,11424,1025,420,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
39,09-07-2020 12:56:12,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0838,56990,21760,1952,800,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
40,09-07-2020 12:56:12,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2329,158504,60520,5429,2225,,,,,,,,,,,Amfetamin [White] [Import] 10G
41,09-07-2020 12:56:12,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,True,нет,1,Тбилиси,11 гр,0.0465,31358,12012,1074,,,,,,,390,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
42,09-07-2020 12:56:12,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 15 гр",True,нет,1,Тбилиси,15 гр,0.0619,46305,17680,1586,650,,,,,,,,,,,"Hindu Kush (photoperiod, regular) 15 gr"
43,09-07-2020 12:56:12,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2513,170971,65280,5856,2400,,,,,,,,,,,100 gr marijuana buds
44,09-07-2020 12:56:12,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2617,178095,68000,6100,2500,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
45,09-07-2020 12:56:12,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.6177,420304,160480,14395,5900,,,,,,,,,,,180 gr marihuana persoalno
46,09-07-2020 12:56:12,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8899,605522,231200,20739,8500,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
47,09-07-2020 12:56:12,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.019,14248,5440,488,200,,,,,,,,,,,KURYER..500RUB.+BONUS
48,09-07-2020 12:56:12,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,1,нет,Тбилиси,1 гр,0.0262,17809,6800,610,250,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
49,09-07-2020 12:56:12,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,1,Тбилиси,1 гр,0.0209,14248,5440,488,200,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
50,09-07-2020 12:56:12,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,нет,3,Тбилиси,1 гр,0.0262,17809,6800,610,250,,,,,,,,,,,Rabota na marki (kur'er)
51,09-07-2020 12:56:12,Tbilisi,X4ZM,ZYX,Работа курьером,True,нет,1,Тбилиси,10 гр,0.019,14248,5440,488,200,,,,,,,,,,,Rabota kur'erom
52,09-07-2020 12:56:12,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5846,1068569,408000,36599,15000,,,,,,,,,,,Vakansija optovogo kur'era na mef
53,09-07-2020 12:56:12,Tbilisi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,3,Тбилиси,1000 гр,0.0523,35619,13600,1220,500,,,,True,,,True,True,,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
54,09-07-2020 12:58:47,Batumi,BN40,Panters,Метамфетамин 1г,,1,нет,Батуми,1 гр,0.0143,10686,4080,366,150,,,,,,,,,True,,Metamfetamin 1g
55,09-07-2020 12:58:47,Batumi,5HQU,LIKEaBOSS,Golosa(GHS)+ DOS-vi-DOS 2g,,5,нет,Батуми,2 гр,0.019,14248,5440,488,200,,,,,,,,,True,,Golosa(GHS)+ DOS-vi-DOS 2g
56,09-07-2020 12:58:47,Batumi,BN40,Panters,Метамфетамин 2г,,2,нет,Батуми,2 гр,0.0266,19947,7616,683,280,,,,,,,,,True,,Metamfetamin 2g
57,09-07-2020 12:58:47,Batumi,BN40,Panters,Таблы Punisher 300 mg. 3шт.,,1,нет,Батуми,3 гр,0.0238,17809,6800,610,250,,,,,,,,,True,,Tably Punisher 300 mg. 3sht.
58,09-07-2020 12:58:47,Batumi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,5,Батуми,11 гр,0.0465,31358,12012,1074,,,,,,,390,,,True,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
59,09-07-2020 12:58:47,Batumi,6KB,Marioshop,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️",,нет,4,Батуми,11 гр,0.0501,33771,12936,1157,,,,,,,420,,,True,,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️"
60,09-07-2020 12:58:47,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.166,112990,51992,3876,,,,,,,,,,True,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
61,09-07-2020 12:58:47,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2629,178900,82321,6136,,,,,,,,,,True,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
62,09-07-2020 12:58:47,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0095,7124,2720,244,100,,,,,,,,,True,,kur'er v Batumi
63,09-07-2020 12:58:47,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0238,17809,6800,610,250,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
64,09-07-2020 12:58:47,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0238,17809,6800,610,250,,,,,,,,,True,,Ischu kur'era v Gruzii!
65,09-07-2020 12:58:47,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,нет,1,Батуми,1 гр,0.0209,14248,5440,488,200,,,,,,,,,True,,Kur'er Batumi na marihuanu
66,09-07-2020 12:58:47,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5846,1068569,408000,36599,15000,,,,,,,,,True,,Vakansija optovogo kur'era na mef
67,09-07-2020 12:58:47,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0523,35619,13600,1220,500,,,,,,,,,,True,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
