,time_stamp,region,sell_code,sell_name,description,Saburtalo,готовых,предзаказ,город,вес,BTC,ք,₴,Br,€,Тбилиси,$,Дигоми,Gldani,Old Tbilisi (Старый город),Авлобари,Varketili,Батуми,Центр,desc_en
12,24-07-2020 02:24:42,Tbilisi,5LZ,ExtraShop,Hybrid Bomba 1 г. TOP BUDS,,2,нет,Тбилиси,1 гр,0.0051,3903,1546,131,,True,55,,,,,,,,Hybrid Bomba 1 g. TOP BUDS
13,24-07-2020 02:24:42,Tbilisi,H9FHF,OldStar,Шишка добрая 1 g,,24,нет,Тбилиси,1 гр,0.0051,3600,1657,121,,True,,,,,,,,,Shishka dobraja 1 g
14,24-07-2020 02:24:42,Tbilisi,JVZTQ,partyshop,2 Amnesia Haze марихуана шишки тгк 25%,,5,нет,Тбилиси,2 гр,0.0102,7025,2782,236,,,99,True,,,,,,,2 Amnesia Haze marihuana shishki tgk 25%
15,24-07-2020 02:24:42,Tbilisi,18FB,Mr.Green Tbilis,2 G Hybrid Marijuana Buds,,4,нет,Тбилиси,2 гр,0.0112,7735,3063,260,,,109,True,,,,,,,2 G Hybrid Marijuana Buds
16,24-07-2020 02:24:42,Tbilisi,BB6E,WEEDSH0P,"2 g Super Lemon Haze auto , марихуана BUDS thc 25% если платите с бтк скидка .5%",,4,нет,Тбилиси,2 гр,0.0113,7806,3091,262,,True,110,,,,,,,,"2 g Super Lemon Haze auto , marihuana BUDS thc 25% esli platite s btk skidka .5%"
17,24-07-2020 02:24:42,Tbilisi,03F3,geoshop,2 gr Amnesia Haze шишки импорт с европы тгк 28%,,5,нет,Тбилиси,2 гр,0.0123,8516,3372,286,,True,120,,,,,,,,2 gr Amnesia Haze shishki import s evropy tgk 28%
18,24-07-2020 02:24:42,Tbilisi,BB6E,WEEDSH0P,2 gr GORILLA GLUE марихуана BUDS btc sale 5%,,2,нет,Тбилиси,2 гр,0.0123,8516,3372,286,,True,120,,,,,,,,2 gr GORILLA GLUE marihuana BUDS btc sale 5%
19,24-07-2020 02:24:42,Tbilisi,SF03,CRAZYFROG,2 gr top buds white widow wишки THC 25% VHQ,,2,нет,Тбилиси,2 гр,0.0113,7806,3091,262,,True,110,,,,,,,,2 gr top buds white widow wishki THC 25% VHQ
20,24-07-2020 02:24:42,Tbilisi,BB6E,WEEDSH0P,2gr LSD-25 marijuana BUDS thc 22% шишки топ!!! при пакупке бтк скидка 1%,,4,нет,Тбилиси,2 гр,0.0123,8516,3372,286,,True,120,,,,,,,,2gr LSD-25 marijuana BUDS thc 22% shishki top!!! pri pakupke btk skidka 1%
21,24-07-2020 02:24:42,Tbilisi,XUYA,MRweed,"Amnesia Haze (photoperiod, regular) 2 гр. Спокойно, Надёжно, Качественно.",,1,нет,Тбилиси,2 гр,0.0103,7806,3091,262,,True,110,,,,,,,,"Amnesia Haze (photoperiod, regular) 2 gr. Spokojno, Nadezhno, Kachestvenno."
22,24-07-2020 02:24:42,Tbilisi,5LZ,ExtraShop,Hybrid Bomba 2 г. TOP BUDS Very Strong,,1,нет,Тбилиси,2 гр,0.0102,7735,3063,260,,True,109,,,,,,,,Hybrid Bomba 2 g. TOP BUDS Very Strong
23,24-07-2020 02:24:42,Tbilisi,LGRP8,Walker12,Badazz Kush 3G VHQ 25% THC,True,3,нет,Тбилиси,3 гр,0.0134,9225,3653,310,,,130,,,,,,,,Badazz Kush 3G VHQ 25% THC
24,24-07-2020 02:24:42,Tbilisi,QUZIV,Hollyweed,Marijuana Super Skunk leaves 3g plan,,1,нет,Тбилиси,3 гр,0.0025,1703,674,57,,,24,,True,,,,,,Marijuana Super Skunk leaves 3g plan
25,24-07-2020 02:24:42,Tbilisi,R4156,bestchoice,Northern Lights Regular [budsonly] 3gramm (special price),,4,нет,Тбилиси,3 гр,0.0107,8161,3232,274,,True,115,,,,,,,,Northern Lights Regular [budsonly] 3gramm (special price)
26,24-07-2020 02:24:42,Tbilisi,V76M,Endorphin,Suboxene 4mg,True,1,нет,Тбилиси,4 гр,0.0054,3903,1546,131,,,55,,,,,,,,Suboxene 4mg
27,24-07-2020 02:24:42,Tbilisi,9R7SU,ClownBaroN,Skunk 4.2G (23 % THC) FROM EUROPE,,1,нет,Тбилиси,4.2 гр,0.0216,14902,5901,501,,True,210,,,,,,,,Skunk 4.2G (23 % THC) FROM EUROPE
28,24-07-2020 02:24:42,Tbilisi,JVZTQ,partyshop,5 ecstasy red maseratti VHQ екстази импорт с США,,4,нет,Тбилиси,5 гр,0.0411,28385,11240,954,,True,400,,,,,,,,5 ecstasy red maseratti VHQ ekstazi import s SShA
29,24-07-2020 02:24:42,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,1,нет,Тбилиси,5 гр,0.0288,19870,7868,668,,True,280,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
30,24-07-2020 02:24:42,Tbilisi,03F3,geoshop,5 marijuana BUDS northen lights 24% THC ШИШКИ!!!,,1,нет,Тбилиси,5 гр,0.0278,19160,7587,644,,True,270,,,,,,,,5 marijuana BUDS northen lights 24% THC ShIShKI!!!
31,24-07-2020 02:24:42,Tbilisi,3TGJ9,Elegant,5g. марихуана шишки Critical,,1,нет,Тбилиси,5 гр,0.0182,13838,5480,465,,True,195,,,,,,,,5g. marihuana shishki Critical
32,24-07-2020 02:24:42,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 5гр",,1,1,Тбилиси,5 гр,0.0224,17031,6744,573,,True,240,True,,,,,,,"Hindu Kush (photoperiod, regular) 5gr"
33,24-07-2020 02:24:42,Tbilisi,R4156,bestchoice,Northern Lights Regular [budsonly] 20gramm special price,,1,нет,Тбилиси,20 гр,0.0542,41159,16298,1384,,True,580,,,,,,,,Northern Lights Regular [budsonly] 20gramm special price
34,24-07-2020 02:24:42,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),,1,нет,Тбилиси,60 гр,0.2075,141926,56200,4771,,True,2000,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
35,24-07-2020 02:24:42,Tbilisi,HWUW,opiopi,suboxsone 0.4 g,,нет,7,Тбилиси,0.4 гр,0.0041,2839,1124,95,,True,40,,,,,,,,suboxsone 0.4 g
36,24-07-2020 02:26:02,Tbilisi,6KB,Marioshop,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",,нет,4,Тбилиси,1 гр,0.0372,25479,10066,856,310,True,,,,,,,,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
37,24-07-2020 02:26:02,Tbilisi,18FB,Mr.Green Tbilis,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,,нет,10,Тбилиси,5 гр,0.0257,17741,7025,596,,True,250,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
38,24-07-2020 02:26:02,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,нет,2,Тбилиси,5 гр,0.0564,39030,15455,1312,,True,550,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
39,24-07-2020 02:26:02,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",,1,6,Тбилиси,5 гр,0.0277,19160,7587,644,,True,270,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
40,24-07-2020 02:26:02,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,,нет,6,Тбилиси,5 гр,0.0282,19515,7728,656,,True,275,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
41,24-07-2020 02:26:02,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,1,4,Тбилиси,5 гр,0.0246,17031,6744,573,,True,240,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
42,24-07-2020 02:26:02,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,6,Тбилиси,5 гр,0.0287,19870,7868,668,,True,280,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
43,24-07-2020 02:26:02,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,6,Тбилиси,5 гр,0.0277,19160,7587,644,,True,270,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
44,24-07-2020 02:26:02,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.0204,15541,6154,522,,True,219,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
45,24-07-2020 02:26:02,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (5 Грамм)",,1,7,Тбилиси,5 гр,0.0241,16676,6604,561,,True,235,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (5 Gramm)"
46,24-07-2020 02:26:02,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,3,Тбилиси,5 гр,0.0277,19160,7587,644,,True,270,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
47,24-07-2020 02:26:02,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.2498,190000,87429,6386,,True,,,,,,,,,reagent 25i nbome. 5gr
48,24-07-2020 02:26:02,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2799,212889,84300,7157,,,3000,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
49,24-07-2020 02:26:02,Tbilisi,9CK,Hyperboy,🍬🍬🍬Ex Masserati Red 465 mg 5pc🍬🍬🍬,,нет,2,Тбилиси,5 гр,0.0257,17741,7025,596,,True,250,,,,,,,,🍬🍬🍬Ex Masserati Red 465 mg 5pc🍬🍬🍬
50,24-07-2020 02:26:02,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️,,нет,2,Тбилиси,5 гр,0.024,16438,6494,552,200,True,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️
51,24-07-2020 02:26:02,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.0924,63867,25290,2147,,True,900,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
52,24-07-2020 02:26:02,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,,нет,10,Тбилиси,10 гр,0.0564,39030,15455,1312,,True,550,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
53,24-07-2020 02:26:02,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,2,Тбилиси,10 гр,0.0718,49674,19670,1670,,True,700,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
54,24-07-2020 02:26:02,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,5,Тбилиси,10 гр,0.0431,29804,11802,1002,,True,420,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
55,24-07-2020 02:26:02,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,3,Тбилиси,10 гр,0.0821,56770,22480,1909,,True,800,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
56,24-07-2020 02:26:02,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (10 грамм)",,1,8,Тбилиси,10 гр,0.0431,29804,11802,1002,,True,420,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (10 gramm)"
57,24-07-2020 02:26:02,Tbilisi,R4156,bestchoice,Northern Lights Regular [budsonly] 10gram,,1,10,Тбилиси,10 гр,0.0355,26966,10678,907,,True,380,,,,,,,,Northern Lights Regular [budsonly] 10gram
58,24-07-2020 02:26:02,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.2284,157893,62523,5308,,True,2225,,,,,,,,Amfetamin [White] [Import] 10G
59,24-07-2020 02:26:02,Tbilisi,9CK,Hyperboy,🍬🍬🍬Ex Masserati Red 465 mg 10pc🍬🍬🍬,,нет,1,Тбилиси,10 гр,0.0421,29095,11521,978,,True,410,,,,,,,,🍬🍬🍬Ex Masserati Red 465 mg 10pc🍬🍬🍬
60,24-07-2020 02:26:02,Tbilisi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,нет,5,Тбилиси,10 гр,0.0528,36163,14287,1215,440,True,,,,,,,,,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
61,24-07-2020 02:26:02,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,5,Тбилиси,11 гр,0.0468,32054,12663,1077,390,True,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
62,24-07-2020 02:26:02,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 15 гр",,нет,1,Тбилиси,15 гр,0.0606,46126,18265,1551,,True,650,,,,,,,,"Hindu Kush (photoperiod, regular) 15 gr"
63,24-07-2020 02:26:02,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,,нет,1,Тбилиси,100 гр,0.2463,170311,67440,5726,,True,2400,,,,,,,,100 gr marijuana buds
64,24-07-2020 02:26:02,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.2566,177408,70250,5964,,True,2500,,,,,,,,Marihuana [Shishki] [Gali] 100G
65,24-07-2020 02:26:02,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 100шт. Готовые клады в Грузии от производителя!,,нет,2,Тбилиси,100 гр,0.0359,24837,9835,835,,,350,,,True,True,,,,Moschnye zhirnye marki 25i nbome 100sht. Gotovye klady v Gruzii ot proizvoditelja!
66,24-07-2020 02:26:02,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,,нет,1,Тбилиси,180 гр,0.6055,418682,165790,14076,,True,5900,,,,,,,,180 gr marihuana persoalno
67,24-07-2020 02:26:02,Tbilisi,6UG,Good Enuff,500 шт. марки 25i nbome. готовый клад в Тбилиси.,True,нет,3,Тбилиси,500 гр,0.1026,70963,28100,2386,,,1000,,,,True,True,,,500 sht. marki 25i nbome. gotovyj klad v Tbilisi.
68,24-07-2020 02:26:02,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,0.8724,603186,238850,20278,,True,8500,,,,,,,,10000sht marki 25i-nbome. predoplata
69,24-07-2020 02:26:02,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,,2,нет,Тбилиси,1 гр,0.0187,14193,5620,477,,True,200,,,,,,,,KURYER..500RUB.+BONUS
70,24-07-2020 02:28:09,Batumi,GGVQZ,KARAVANos,Мелкие шишки (Indica) 2г,,5,нет,Батуми,2 гр,0.0043,2980,1180,100,,,42,,,,,,True,,Melkie shishki (Indica) 2g
71,24-07-2020 02:28:09,Batumi,XUYA,MRweed,Gelato Grinded Moonrocks (измельченные мунроки) Эксклюзив. 5гр,,1,нет,Батуми,5 гр,0.0252,19160,7587,644,,,270,,,,,,True,,Gelato Grinded Moonrocks (izmel'chennye munroki) Ekskljuziv. 5gr
72,24-07-2020 02:28:09,Batumi,GGVQZ,KARAVANos,Мощные шишки Y-Griega (Sativa) 5г,,1,нет,Батуми,5 гр,0.0339,23418,9273,787,,,330,,,,,,True,,Moschnye shishki Y-Griega (Sativa) 5g
73,24-07-2020 02:28:09,Batumi,Z9UT,Rainbow,Super Critical 10G,,1,нет,Батуми,10 гр,0.0462,31933,12645,1074,,,450,,,,,,,True,Super Critical 10G
74,24-07-2020 02:28:09,Batumi,6KB,Marioshop,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",,нет,2,Батуми,1 гр,0.0372,25479,10066,856,310,,,,,,,,True,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
75,24-07-2020 02:28:09,Batumi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,нет,4,Батуми,10 гр,0.0528,36163,14287,1215,440,,,,,,,,True,,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
76,24-07-2020 02:28:09,Batumi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,5,Батуми,11 гр,0.0468,32054,12663,1077,390,,,,,,,,True,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
77,24-07-2020 02:28:09,Batumi,6KB,Marioshop,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️",,нет,2,Батуми,11 гр,0.0479,32794,12956,1102,399,,,,,,,,True,,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️"
78,24-07-2020 02:28:09,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1635,112990,51992,3798,,,,,,,,,True,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
79,24-07-2020 02:28:09,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2588,178900,82321,6013,,,,,,,,,True,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
80,24-07-2020 02:28:09,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0093,7096,2810,239,,,100,,,,,,True,,kur'er v Batumi
81,24-07-2020 02:28:09,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0233,17741,7025,596,,,250,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
82,24-07-2020 02:28:09,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0233,17741,7025,596,,,250,,,,,,True,,Ischu kur'era v Gruzii!
83,24-07-2020 02:28:09,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,нет,1,Батуми,1 гр,0.0205,14193,5620,477,,,200,,,,,,True,,Kur'er Batumi na marihuanu
84,24-07-2020 02:28:09,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5539,1064445,421500,35786,,,15000,,,,,,True,,Vakansija optovogo kur'era na mef
85,24-07-2020 02:28:09,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 20$ за клад, залог 250$",,нет,2,Батуми,1000 гр,0.0513,35482,14050,1193,,,500,,,,,,,True,"Vakansija rabota kur'erom na marki! Oplata ot 20$ za klad, zalog 250$"
