,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Gldani,Varketili,Didube,Old Tbilisi (Старый город),Авлобари,Батуми,€,Центр,Кутаиси,desc_en
10,10,10-06-2020 04:37:48,Tbilisi,ef3dc4de6c,Extasy GUCCI 4 шт. вес таблетки 450mg,True,3,нет,Тбилиси,4 гр,0.0107,7348,2862,255,107.0,,,,,,,,,,,Extasy GUCCI 4 sht. ves tabletki 450mg
11,11,10-06-2020 04:37:48,Tbilisi,97d5fcd29b,Suboxene 4mg,True,1,нет,Тбилиси,4 гр,0.0053,3777,1471,131,55.0,,,,,,,,,,,Suboxene 4mg
12,12,10-06-2020 04:37:48,Tbilisi,0dec0e1c48,5 gr georgian weed. Package on magnet,True,5,нет,Тбилиси,5 гр,0.0139,9546,3718,331,139.0,,,,,,,,,,,5 gr georgian weed. Package on magnet
13,13,10-06-2020 04:37:48,Tbilisi,8528108b62,5g. марихуана шишки Critical,True,2,нет,Тбилиси,5 гр,0.0219,16482,6420,571,240.0,,,,,,,,,,,5g. marihuana shishki Critical
14,14,10-06-2020 04:37:48,Tbilisi,bb1791277e,5gr NORTHEN LIGHTS marijuana LEAVES листя если платите с бтк скидка 10% !!,True,1,нет,Тбилиси,5 гр,0.0059,4052,1578,140,59.0,,,,,,,,,,,5gr NORTHEN LIGHTS marijuana LEAVES listja esli platite s btk skidka 10% !!
15,15,10-06-2020 04:37:48,Tbilisi,e56bb6ca93,5gr marijuana buds -indica- (high quality) (КЛАДИ НА МАГНИТАХ),,10,нет,Тбилиси,5 гр,0.0129,8859,3451,307,129.0,,,True,,,,,,,,5gr marijuana buds -indica- (high quality) (KLADI NA MAGNITAH)
16,16,10-06-2020 04:37:48,Tbilisi,c9a56b2b4a,5x Extasy Duracell 223mg MDMA.,True,8,нет,Тбилиси,5 гр,0.0177,12018,4681,416,175.0,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
17,17,10-06-2020 04:37:48,Tbilisi,0a8c230fa2,VHQ BEST Cocaine 5g.,True,1,нет,Тбилиси,5 гр,0.1138,80349,31298,2783,1170.0,,,,,,,,,,,VHQ BEST Cocaine 5g.
18,18,10-06-2020 04:37:48,Tbilisi,83f3d55917,Химка !! 5 г %%5%% скидка новинка !!!!,,2,нет,Тбилиси,5 гр,0.0072,5151,2006,178,75.0,True,,,,,,,,,,Himka !! 5 g %%5%% skidka novinka !!!!
19,19,10-06-2020 04:37:48,Tbilisi,3ea41fd329,"SUBOQSIN ""DNK"" 8ML",,2,нет,Тбилиси,8 гр,0.015,10233,3986,354,149.0,True,,,,,,,,,,"SUBOQSIN ""DNK"" 8ML"
20,20,10-06-2020 04:37:48,Tbilisi,0dec0e1c48,10 gr georgian weed. Package on magnet,True,2,нет,Тбилиси,10 гр,0.026000000000000002,17787,6928,616,259.0,,,,,,,,,,,10 gr georgian weed. Package on magnet
21,21,10-06-2020 04:37:48,Tbilisi,e56bb6ca93,10 gr marijuana buds. -indica- (КЛАДИ НА МАГНИТАХ),,4,нет,Тбилиси,10 гр,0.024,16413,6393,568,239.0,,,True,True,,,,,,,10 gr marijuana buds. -indica- (KLADI NA MAGNITAH)
22,22,10-06-2020 04:37:48,Tbilisi,8528108b62,акция!!! 10g.+2 g. марихуана шишки Critical,True,1,нет,Тбилиси,12 гр,0.0456,34337,13375,1189,500.0,,,,,,,,,,,aktsija!!! 10g.+2 g. marihuana shishki Critical
23,23,10-06-2020 04:37:48,Tbilisi,ea97036e14,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2025,137349,53500,4757,2000.0,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
24,24,10-06-2020 04:37:48,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,6,Тбилиси,3 гр,0.0587,39763,15488,1377,579.0,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
25,25,10-06-2020 04:37:48,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0401,27470,10700,951,400.0,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
26,26,10-06-2020 04:37:48,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0552,37771,14713,1308,550.0,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
27,27,10-06-2020 04:37:48,Tbilisi,bb1791277e,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,8,Тбилиси,5 гр,0.0236,16139,6286,559,235.0,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
28,28,10-06-2020 04:37:48,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,6,Тбилиси,5 гр,0.0241,16482,6420,571,240.0,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
29,29,10-06-2020 04:37:48,Tbilisi,cb721d4bca,5 gr top buds white widow wишки THC 25% VHQ,True,нет,7,Тбилиси,5 гр,0.0231,15795,6153,547,230.0,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
30,30,10-06-2020 04:37:48,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0241,16482,6420,571,240.0,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
31,31,10-06-2020 04:37:48,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,8,Тбилиси,5 гр,0.0241,16482,6420,571,240.0,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
32,32,10-06-2020 04:37:48,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0231,15795,6153,547,230.0,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
33,33,10-06-2020 04:37:48,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.02,15040,5858,521,219.0,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
34,34,10-06-2020 04:38:33,Tbilisi,f8a875c191,MARIXYANA - INDICA - 5 G.,True,нет,2,Тбилиси,5 гр,0.0254,17169,6688,595,250.0,,,,,,,,,,,MARIXYANA - INDICA - 5 G.
35,35,10-06-2020 04:38:33,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0236,16139,6286,559,235.0,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
36,36,10-06-2020 04:38:33,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2526,190000,87429,6572,,,,,,,,,,,,reagent 25i nbome. 5gr
37,37,10-06-2020 04:38:33,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2739,206024,80250,7136,3000.0,,,,,True,True,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
38,38,10-06-2020 04:38:33,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,8,Тбилиси,5 гр,0.0973,65859,25653,2281,959.0,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
39,39,10-06-2020 04:38:33,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,10,Тбилиси,5 гр,0.0193,13048,5083,452,190.0,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
40,40,10-06-2020 04:38:33,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,10,Тбилиси,5 гр,0.0496,33582,13081,1163,489.0,,,,,,,,,,,💘✨5g. MDMA ✨💘
41,41,10-06-2020 04:38:33,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0904,61807,24075,2141,900.0,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
42,42,10-06-2020 04:38:33,Tbilisi,cb721d4bca,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0402,27470,10700,951,400.0,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
43,43,10-06-2020 04:38:33,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0703,48072,18725,1665,700.0,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
44,44,10-06-2020 04:38:33,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0422,28843,11235,999,420.0,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
45,45,10-06-2020 04:38:33,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0803,54940,21400,1903,800.0,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
46,46,10-06-2020 04:38:33,Tbilisi,ef3dc4de6c,Extasy GUCCI 10шт. вес таблетки 450mg,True,нет,1,Тбилиси,10 гр,0.0268,18336,7142,635,267.0,,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
47,47,10-06-2020 04:38:33,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2235,152801,59519,5292,2225.0,,,,,,,,,,,Amfetamin [White] [Import] 10G
48,48,10-06-2020 04:38:33,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,10,Тбилиси,10 гр,0.1581,107064,41703,3708,1559.0,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
49,49,10-06-2020 04:38:33,Tbilisi,dd631c4acf,💘✨10gram MDMA ✨💘,True,нет,5,Тбилиси,10 гр,0.08199999999999999,55489,21614,1922,808.0,,,,,,,,,,,💘✨10gram MDMA ✨💘
50,50,10-06-2020 04:38:33,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,9,Тбилиси,10 гр,0.0374,25341,9871,878,369.0,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
51,51,10-06-2020 04:38:33,Tbilisi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,True,нет,4,Тбилиси,11 гр,0.0354,24036,9363,832,350.0,,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
52,52,10-06-2020 04:38:33,Tbilisi,ef3dc4de6c,Extasy GUCCI 20шт. вес таблетки 450mg,True,нет,1,Тбилиси,20 гр,0.0512,35024,13643,1213,510.0,,,,,,,,,,,Extasy GUCCI 20sht. ves tabletki 450mg
53,53,10-06-2020 04:38:33,Tbilisi,f8a875c191,METADON - 20 G.,True,нет,2,Тбилиси,20 гр,0.5072,343373,133750,11893,5000.0,,,,,,,,,,,METADON - 20 G.
54,54,10-06-2020 04:38:33,Tbilisi,dd631c4acf,✨💘20g MDMA💘✨,True,нет,3,Тбилиси,20 гр,0.13699999999999998,103012,40125,3568,1500.0,,,,,,,,,,,✨💘20g MDMA💘✨
55,55,10-06-2020 04:38:33,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0608,41136,16023,1425,599.0,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
56,56,10-06-2020 04:38:33,Tbilisi,0dec0e1c48,50 gr georgian weed. Package on magnet,True,нет,5,Тбилиси,50 гр,0.1305,89208,34748,3090,1299.0,,,,,,,,,,,50 gr georgian weed. Package on magnet
57,57,10-06-2020 04:38:33,Tbilisi,0dec0e1c48,100 gr georgian weed. Package on magnet,True,нет,4,Тбилиси,100 гр,0.251,171618,66848,5944,2499.0,,,,,,,,,,,100 gr georgian weed. Package on magnet
58,58,10-06-2020 04:38:33,Tbilisi,cb721d4bca,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.24100000000000002,164819,64200,5708,2400.0,,,,,,,,,,,100 gr marijuana buds
59,59,10-06-2020 04:38:33,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2009,137349,53500,4757,2000.0,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
60,60,10-06-2020 04:38:33,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2511,171686,66875,5946,2500.0,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
61,61,10-06-2020 04:38:33,Tbilisi,69672fee0d,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.5926,405180,157825,14033,5900.0,,,,,,,,,,,180 gr marihuana persoalno
62,62,10-06-2020 04:38:33,Tbilisi,e56bb6ca93,200gr Georgian indica dominant buds. WHOLESALE PRICE!,True,нет,4,Тбилиси,200 гр,0.4307,291867,113688,10109,4250.0,,,,,,,,,,,200gr Georgian indica dominant buds. WHOLESALE PRICE!
63,63,10-06-2020 04:38:33,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.462,315903,123050,10941,4600.0,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
64,64,10-06-2020 04:38:33,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7533,515059,200625,17839,7500.0,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
65,65,10-06-2020 04:38:33,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8537,583733,227375,20217,8500.0,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
66,66,10-06-2020 04:38:33,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0183,13735,5350,476,200.0,,,,,,,,,,,KURYER..500RUB.+BONUS
67,67,10-06-2020 04:38:33,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0201,13735,5350,476,200.0,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
68,68,10-06-2020 04:38:33,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5202,1030118,401250,35678,15000.0,,,,,,,,,,,Vakansija optovogo kur'era na mef
69,69,10-06-2020 04:39:45,Batumi,3b3ba4f5a5,Мощные шишки NORTHERN LIGHTS (INDICA) 5г,,нет,1,Батуми,5 гр,0.0226,15795,6153,547,230.0,,,,,,,True,,,,Moschnye shishki NORTHERN LIGHTS (INDICA) 5g
70,70,10-06-2020 04:39:45,Batumi,3b3ba4f5a5,Мощные шишки NORTHERN LIGHTS (INDICA) 10г,,нет,2,Батуми,10 гр,0.0413,28843,11235,999,420.0,,,,,,,True,,,,Moschnye shishki NORTHERN LIGHTS (INDICA) 10g
71,71,10-06-2020 04:39:45,Batumi,f8a875c191,METADON - 20 G.,,нет,2,Батуми,20 гр,0.5067,343373,133750,11893,5000.0,,,,,,,True,,,,METADON - 20 G.
72,72,10-06-2020 04:39:45,Batumi,321e2f622a,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1651,112990,51992,3909,,,,,,,,True,,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
73,73,10-06-2020 04:39:45,Batumi,321e2f622a,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2614,178900,82321,6189,,,,,,,,True,,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
74,74,10-06-2020 04:39:45,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0091,6867,2675,238,100.0,,,,,,,True,,,,kur'er v Batumi
75,75,10-06-2020 04:39:45,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0228,17169,6688,595,250.0,,,,,,,True,,,,Rabota kladmenom. Tol'ko shishki.
76,76,10-06-2020 04:39:45,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0228,17169,6688,595,250.0,,,,,,,True,,,,Ischu kur'era v Gruzii!
77,77,10-06-2020 04:39:45,Batumi,3b3ba4f5a5,Курьер Батуми на марихуану,,нет,3,Батуми,5 гр,0.0201,13735,5350,476,200.0,,,,,,,True,,,,Kur'er Batumi na marihuanu
78,78,10-06-2020 04:39:45,Batumi,54915c4374,Работа на марки (курьер),,нет,1,Батуми,25 гр,0.0283,19337,7588,670,,,,,,,,True,250.0,,,Rabota na marki (kur'er)
79,79,10-06-2020 04:39:45,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5187,1030118,401250,35678,15000.0,,,,,,,True,,,,Vakansija optovogo kur'era na mef
80,80,10-06-2020 04:39:45,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0502,34337,13375,1189,500.0,,,,,,,True,,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
81,81,10-06-2020 04:41:05,Kutaisi,54915c4374,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.0283,19337,7588,670,,,,,,,,,250.0,,True,Rabota na marki (kur'er)
