,Unnamed: 0,time_stamp,region,sell_code,description,Saburtalo,готовых,предзаказ,город,вес,BTC,ք,₴,Br,€,Тбилиси,$,Дигоми,Gldani,Old Tbilisi (Старый город),Didube,Vake,Tbilisis Zgva,Авлобари,Varketili,Батуми,Центр,desc_en
40,40,26-07-2020 21:36:30,Tbilisi,7c395c455d,10 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,,нет,9,Тбилиси,4 гр,0.0404,28639,11208,956,,True,400.0,,,,,,,,,,,10 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
41,41,26-07-2020 21:36:30,Tbilisi,89f7212915,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,,нет,10,Тбилиси,5 гр,0.0252,17899,7005,597,,True,250.0,,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
42,42,26-07-2020 21:36:30,Tbilisi,bb1791277e,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",,нет,6,Тбилиси,5 гр,0.0272,19331,7565,645,,True,270.0,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
43,43,26-07-2020 21:36:30,Tbilisi,cb721d4bca,5 gr top buds white widow wишки THC 25% VHQ,,нет,6,Тбилиси,5 гр,0.0277,19689,7706,657,,True,275.0,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
44,44,26-07-2020 21:36:30,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,нет,4,Тбилиси,5 гр,0.0242,17183,6725,574,,True,240.0,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
45,45,26-07-2020 21:36:30,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,6,Тбилиси,5 гр,0.0283,20047,7846,669,,True,280.0,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
46,46,26-07-2020 21:36:30,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,6,Тбилиси,5 гр,0.0272,19331,7565,645,,True,270.0,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
47,47,26-07-2020 21:36:30,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.0201,15680,6136,523,,True,219.0,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
48,48,26-07-2020 21:36:30,Tbilisi,54915c4374,"Extazzy ""Gucci"" для стильных людей (5 Грамм)",,нет,6,Тбилиси,5 гр,0.0237,16825,6585,562,,True,235.0,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (5 Gramm)"
49,49,26-07-2020 21:36:30,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,3,Тбилиси,5 гр,0.0272,19331,7565,645,,True,270.0,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
50,50,26-07-2020 21:36:30,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.2434,190000,87429,6346,,True,,,,,,,,,,,,reagent 25i nbome. 5gr
51,51,26-07-2020 21:36:30,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2752,214792,84060,7169,,,3000.0,,,True,,,,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
52,52,26-07-2020 21:36:30,Tbilisi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️,,нет,2,Тбилиси,5 гр,0.0236,16621,6520,554,200.0,True,,,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️
53,53,26-07-2020 21:36:30,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.0908,64438,25218,2151,,True,900.0,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
54,54,26-07-2020 21:36:30,Tbilisi,cb721d4bca,10 gr top buds white widow wишки THC 25% VHQ,,нет,10,Тбилиси,10 гр,0.0555,39379,15411,1314,,True,550.0,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
55,55,26-07-2020 21:36:30,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,2,Тбилиси,10 гр,0.0706,50118,19614,1673,,True,700.0,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
56,56,26-07-2020 21:36:30,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,5,Тбилиси,10 гр,0.0424,30071,11768,1004,,True,420.0,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
57,57,26-07-2020 21:36:30,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,3,Тбилиси,10 гр,0.0807,57278,22416,1912,,True,800.0,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
58,58,26-07-2020 21:36:30,Tbilisi,54915c4374,"Extazzy ""Gucci"" для стильных людей (10 грамм)",,нет,8,Тбилиси,10 гр,0.0424,30071,11768,1004,,True,420.0,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (10 gramm)"
59,59,26-07-2020 21:36:30,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.2245,159304,62345,5317,,True,2225.0,,,,,,,,,,,Amfetamin [White] [Import] 10G
60,60,26-07-2020 21:36:30,Tbilisi,ccc85b93d8,🍬🍬🍬Ex Masserati Red 465 mg 10pc🍬🍬🍬,,нет,1,Тбилиси,10 гр,0.0414,29355,11488,980,,True,410.0,,,,,,,,,,,🍬🍬🍬Ex Masserati Red 465 mg 10pc🍬🍬🍬
61,61,26-07-2020 21:36:30,Tbilisi,d30ed85c42,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,нет,5,Тбилиси,10 гр,0.052000000000000005,36565,14344,1219,440.0,True,,,,,,,,,,,,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
62,62,26-07-2020 21:36:30,Tbilisi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,5,Тбилиси,11 гр,0.0461,32410,12714,1081,390.0,True,,,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
63,63,26-07-2020 21:36:30,Tbilisi,cb721d4bca,100 gr marijuana buds,,нет,1,Тбилиси,100 гр,0.2422,171834,67248,5736,,True,2400.0,,,,,,,,,,,100 gr marijuana buds
64,64,26-07-2020 21:36:30,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.2522,178994,70050,5975,,True,2500.0,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
65,65,26-07-2020 21:36:30,Tbilisi,69672fee0d,180 gr марихуана персоално,,нет,1,Тбилиси,180 гр,0.5953,422425,165318,14100,,True,5900.0,,,,,,,,,,,180 gr marihuana persoalno
66,66,26-07-2020 21:36:30,Tbilisi,16be2c8499,500 шт. марки 25i nbome. готовый клад в Тбилиси.,True,нет,3,Тбилиси,500 гр,0.1009,71597,28020,2390,,,1000.0,,,,,,,True,True,,,500 sht. marki 25i nbome. gotovyj klad v Tbilisi.
67,67,26-07-2020 21:36:30,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,0.8576,608578,238170,20313,,True,8500.0,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
68,68,26-07-2020 21:36:30,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,,2,нет,Тбилиси,1 гр,0.0183,14319,5604,478,,True,200.0,,,,,,,,,,,KURYER..500RUB.+BONUS
69,69,26-07-2020 21:36:30,Tbilisi,e771f4c371,Работа курьер в Тбилиси 15 лари на клад толка марихуана,True,1,нет,Тбилиси,1 гр,0.0101,7160,2802,239,,,100.0,,,,,,,,,,,Rabota kur'er v Tbilisi 15 lari na klad tolka marihuana
70,70,26-07-2020 21:37:55,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,1,нет,Тбилиси,1 гр,0.0252,17899,7005,597,,True,250.0,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
71,71,26-07-2020 21:37:55,Tbilisi,f374062dcd,Курьер Фасовщик залог обязательно 600$ 5гр,,1,нет,Тбилиси,5 гр,0.055,42958,16812,1434,,True,600.0,,,,,,,,,,,Kur'er Fasovschik zalog objazatel'no 600$ 5gr
72,72,26-07-2020 21:37:55,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,1,Тбилиси,1 гр,0.0202,14319,5604,478,,True,200.0,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
73,73,26-07-2020 21:37:55,Tbilisi,54915c4374,Работа на марки (курьер),,нет,3,Тбилиси,1 гр,0.0252,17899,7005,597,,True,250.0,,,,,,,,,,,Rabota na marki (kur'er)
74,74,26-07-2020 21:37:55,Tbilisi,52fe6d0af9,рик и морти ишит куриера зп от 2000 $ в месец залог 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$,,нет,1,Тбилиси,5 гр,0.0504,35799,14010,1195,,True,500.0,,,,,,,,,,,rik i morti ishit kuriera zp ot 2000 $ v mesets zalog 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$
75,75,26-07-2020 21:37:55,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,1.527,1073961,420300,35847,,True,15000.0,,,,,,,,,,,Vakansija optovogo kur'era na mef
76,76,26-07-2020 21:37:55,Tbilisi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 20$ за клад, залог 250$",,нет,3,Тбилиси,1000 гр,0.0504,35799,14010,1195,,,500.0,,,True,,True,,,True,,,"Vakansija rabota kur'erom na marki! Oplata ot 20$ za klad, zalog 250$"
77,77,26-07-2020 21:40:37,Batumi,3c9bc6f8e9,Gelato Grinded Moonrocks (измельченные мунроки) Эксклюзив. 5гр,,3,нет,Батуми,5 гр,0.0257,20047,7846,669,,,280.0,,,,,,,,,True,,Gelato Grinded Moonrocks (izmel'chennye munroki) Ekskljuziv. 5gr
78,78,26-07-2020 21:40:37,Batumi,3c4662c591,Super Critical 10G,,1,нет,Батуми,10 гр,0.0454,32219,12609,1075,,,450.0,,,,,,,,,,True,Super Critical 10G
79,79,26-07-2020 21:40:37,Batumi,d30ed85c42,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",,нет,2,Батуми,1 гр,0.0366,25762,10106,859,310.0,,,,,,,,,,,True,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
80,80,26-07-2020 21:40:37,Batumi,d30ed85c42,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,нет,4,Батуми,10 гр,0.052000000000000005,36565,14344,1219,440.0,,,,,,,,,,,True,,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
81,81,26-07-2020 21:40:37,Batumi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,4,Батуми,11 гр,0.0461,32410,12714,1081,390.0,,,,,,,,,,,True,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
82,82,26-07-2020 21:40:37,Batumi,d30ed85c42,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️",,нет,1,Батуми,11 гр,0.0471,33158,13007,1106,399.0,,,,,,,,,,,True,,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️"
83,83,26-07-2020 21:40:37,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0092,7160,2802,239,,,100.0,,,,,,,,,True,,kur'er v Batumi
84,84,26-07-2020 21:40:37,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0229,17899,7005,597,,,250.0,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
85,85,26-07-2020 21:40:37,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0229,17899,7005,597,,,250.0,,,,,,,,,True,,Ischu kur'era v Gruzii!
86,86,26-07-2020 21:40:37,Batumi,3b3ba4f5a5,Курьер Батуми на марихуану,,нет,1,Батуми,1 гр,0.0202,14319,5604,478,,,200.0,,,,,,,,,True,,Kur'er Batumi na marihuanu
87,87,26-07-2020 21:40:37,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5266,1073961,420300,35847,,,15000.0,,,,,,,,,True,,Vakansija optovogo kur'era na mef
88,88,26-07-2020 21:40:37,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 20$ за клад, залог 250$",,нет,2,Батуми,1000 гр,0.0504,35799,14010,1195,,,500.0,,,,,,,,,,True,"Vakansija rabota kur'erom na marki! Oplata ot 20$ za klad, zalog 250$"
