,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Gldani,Varketili,Дигоми,Saburtalo,Old Tbilisi (Старый город),Авлобари,Didube,Vake,Батуми,€,Центр,desc_en
10,10,15-08-2020 05:12:36,Tbilisi,bb1791277e,1 gr super lemon haze пробник,True,2,нет,Тбилиси,1 гр,0.0046,4027,1518,135,55.0,,,,,,,,,,,,1 gr super lemon haze probnik
11,11,15-08-2020 05:12:36,Tbilisi,7c395c455d,1 marijuana BUDS northen lights 24% THC ШИШКИ!!!,True,3,нет,Тбилиси,1 гр,0.0044,3880,1463,130,53.0,,,,,,,,,,,,1 marijuana BUDS northen lights 24% THC ShIShKI!!!
12,12,15-08-2020 05:12:36,Tbilisi,69672fee0d,1 г Skunk #1 марихуана шишки тгк 29% VHQ,True,4,нет,Тбилиси,1 гр,0.0046,4027,1518,135,55.0,,,,,,,,,,,,1 g Skunk #1 marihuana shishki tgk 29% VHQ
13,13,15-08-2020 05:12:36,Tbilisi,4659482266,1 г.Super Skunk top class buds! (подезд),,2,нет,Тбилиси,1 гр,0.0047,4027,1518,135,55.0,True,True,,,,,,,,,,1 g.Super Skunk top class buds! (podezd)
14,14,15-08-2020 05:12:36,Tbilisi,4a91350669,1 шишки Girl Scout Cookies тгк thc 28%,,4,нет,Тбилиси,1 гр,0.0049,4247,1601,142,58.0,,,True,,,,,,,,,1 shishki Girl Scout Cookies tgk thc 28%
15,15,15-08-2020 05:12:36,Tbilisi,7918572a66,1G TYson Budds Скидка 5%,True,13,нет,Тбилиси,1 гр,0.0032,2929,1104,98,40.0,,,,True,,,,,,,,1G TYson Budds Skidka 5%
16,16,15-08-2020 05:12:36,Tbilisi,0dec0e1c48,1g 🍁🍁🍁NEW glueberry o.g Dutch Passion Strain. (High quality)🌿🌿🌿,True,1,нет,Тбилиси,1 гр,0.0041,3514,1325,118,48.0,,,,,,,,,,,,1g 🍁🍁🍁NEW glueberry o.g Dutch Passion Strain. (High quality)🌿🌿🌿
17,17,15-08-2020 05:12:36,Tbilisi,0dec0e1c48,1gr HYBRID o.g,True,13,нет,Тбилиси,1 гр,0.0041,3588,1352,120,49.0,,,,,,,,,,,,1gr HYBRID o.g
18,18,15-08-2020 05:12:36,Tbilisi,bb1791277e,1gr Stardawg Auto WEED BUDS,True,3,нет,Тбилиси,1 гр,0.0046,4027,1518,135,55.0,,,,,,,,,,,,1gr Stardawg Auto WEED BUDS
19,19,15-08-2020 05:12:36,Tbilisi,e56bb6ca93,1gr ☘NEW☘ Gorilla Cookies☘ (КЛАДИ НА МАГНИТАХ),True,8,нет,Тбилиси,1 гр,0.0048,4173,1573,140,57.0,,,,,,,,,,,,1gr ☘NEW☘ Gorilla Cookies☘ (KLADI NA MAGNITAH)
20,20,15-08-2020 05:12:36,Tbilisi,f25c0d6c5c,Auto Amnesia Haze 1 gr,True,10,нет,Тбилиси,1 гр,0.0034,3000,1380,101,,,,,,,,,,,,,Auto Amnesia Haze 1 gr
21,21,15-08-2020 05:12:36,Tbilisi,ae784bef73,NEW ! Super Critical ! NEW ! HQ BUDS ! 1G,True,4,нет,Тбилиси,1 гр,0.0045,3954,1490,133,54.0,,,,,,,,,,,,NEW ! Super Critical ! NEW ! HQ BUDS ! 1G
22,22,15-08-2020 05:12:36,Tbilisi,ae784bef73,NEW * Green Gelato * NEW * BUDS ! 1G VHQ,True,2,нет,Тбилиси,1 гр,0.0049,4247,1601,142,58.0,,,,,,,,,,,,NEW * Green Gelato * NEW * BUDS ! 1G VHQ
23,23,15-08-2020 05:12:36,Tbilisi,ae784bef73,NEW * Royal Moby * NEW ! HQ BUDS 1G,True,5,нет,Тбилиси,1 гр,0.0046,4027,1518,135,55.0,,,,,,,,,,,,NEW * Royal Moby * NEW ! HQ BUDS 1G
24,24,15-08-2020 05:12:36,Tbilisi,ccc85b93d8,VHQ Hybrid MJ Buds 1G,True,1,нет,Тбилиси,1 гр,0.0042,3661,1380,123,50.0,,,,,,,,,,,,VHQ Hybrid MJ Buds 1G
25,25,15-08-2020 05:12:36,Tbilisi,366326d4d6,!!!NEW!!! 2G Jack Herer !!!NEW!!!,True,2,нет,Тбилиси,2 гр,0.0084,7248,2732,243,99.0,,,,,,,,,,,,!!!NEW!!! 2G Jack Herer !!!NEW!!!
26,26,15-08-2020 05:12:36,Tbilisi,7c395c455d,2 gr Amnesia Haze шишки импорт с европы тгк 28%,True,6,нет,Тбилиси,2 гр,0.0083,7248,2732,243,99.0,,,,,,,,,,,,2 gr Amnesia Haze shishki import s evropy tgk 28%
27,27,15-08-2020 05:12:36,Tbilisi,bb1791277e,2 gr GORILLA GLUE марихуана BUDS btc sale 5%,True,3,нет,Тбилиси,2 гр,0.0089,7761,2926,260,106.0,,,,,,,,,,,,2 gr GORILLA GLUE marihuana BUDS btc sale 5%
28,28,15-08-2020 05:12:36,Tbilisi,7c395c455d,2 marijuana BUDS northen lights 24% THC ШИШКИ!!!,True,1,нет,Тбилиси,2 гр,0.0083,7248,2732,243,99.0,,,,,,,,,,,,2 marijuana BUDS northen lights 24% THC ShIShKI!!!
29,29,15-08-2020 05:12:36,Tbilisi,69672fee0d,2 г SOUR DIESEL марихуана шишки топ качество тгк 28%,True,4,нет,Тбилиси,2 гр,0.0084,7322,2760,246,100.0,,,,,,,,,,,,2 g SOUR DIESEL marihuana shishki top kachestvo tgk 28%
30,30,15-08-2020 05:12:36,Tbilisi,64284550d9,2G ---> Big Devil (BTC - Sale),True,3,нет,Тбилиси,2 гр,0.0066,5784,2180,194,79.0,,,,,,,,,,,,2G ---> Big Devil (BTC - Sale)
31,31,15-08-2020 05:12:36,Tbilisi,7918572a66,2G TYson Budds Скидка 5%,True,9,нет,Тбилиси,2 гр,0.0059,5711,2153,192,78.0,,,,True,,,,,,,,2G TYson Budds Skidka 5%
32,32,15-08-2020 05:12:36,Tbilisi,0dec0e1c48,2g 🍁🍁🍁NEW glueberry o.g Dutch Passion Strain. (High quality)🌿🌿🌿,True,4,нет,Тбилиси,2 гр,0.0073,6297,2374,211,86.0,,,,,,,,,,,,2g 🍁🍁🍁NEW glueberry o.g Dutch Passion Strain. (High quality)🌿🌿🌿
33,33,15-08-2020 05:12:36,Tbilisi,0dec0e1c48,2gr HYBRID buds,True,2,нет,Тбилиси,2 гр,0.0074,6443,2429,216,88.0,,,,,,,,,,,,2gr HYBRID buds
34,34,15-08-2020 05:12:36,Tbilisi,bb1791277e,Crystal METH 2gr Auto марихуана BUDS ! 15% pay bitcoin discount !,True,3,нет,Тбилиси,2 гр,0.0092,8054,3036,270,110.0,,,,,,,,,,,,Crystal METH 2gr Auto marihuana BUDS ! 15% pay bitcoin discount !
35,35,15-08-2020 05:12:36,Tbilisi,509c9eb778,Метадон VHQ 0.5гр,True,1,нет,Тбилиси,0.5 гр,0.0357,32508,12254,1091,444.0,,,,,,,,,,,,Metadon VHQ 0.5gr
36,36,15-08-2020 05:13:38,Tbilisi,3c9bc6f8e9,"Gorilla Breath - photoperiod, feminised 2 гр",True,2,нет,Тбилиси,2 гр,0.0084,8054,3036,270,110.0,,,True,,,,,,,,,"Gorilla Breath - photoperiod, feminised 2 gr"
37,37,15-08-2020 05:13:38,Tbilisi,3c9bc6f8e9,"Hindu Kush (photoperiod, regular) 2гр",True,3,нет,Тбилиси,2 гр,0.0084,8054,3036,270,110.0,,,True,,,,,,,,,"Hindu Kush (photoperiod, regular) 2gr"
38,38,15-08-2020 05:13:38,Tbilisi,e771f4c371,MORNING GLORY 3G.( *VHQ*BUDS-26%THC) FROM EUROPE,,2,нет,Тбилиси,3 гр,0.0126,10982,4140,368,150.0,,,,True,,,,,,,,MORNING GLORY 3G.( *VHQ*BUDS-26%THC) FROM EUROPE
39,39,15-08-2020 05:13:38,Tbilisi,7f1273da70,Northern Lights Regular [budsonly] 3gramm,True,2,нет,Тбилиси,3 гр,0.0069,6589,2484,221,90.0,,,,,,,,,,,,Northern Lights Regular [budsonly] 3gramm
40,40,15-08-2020 05:13:38,Tbilisi,7c395c455d,5 gr Amnesia Haze шишки импорт с европы тгк 28%,True,3,нет,Тбилиси,5 гр,0.0201,17572,6624,590,240.0,,,,,,,,,,,,5 gr Amnesia Haze shishki import s evropy tgk 28%
41,41,15-08-2020 05:13:38,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,3,нет,Тбилиси,5 гр,0.021,18304,6900,614,250.0,,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
42,42,15-08-2020 05:13:38,Tbilisi,3c9bc6f8e9,"Hindu Kush (photoperiod, regular) 5гр",True,1,нет,Тбилиси,5 гр,0.0183,17572,6624,590,240.0,,,,,,,,,,,,"Hindu Kush (photoperiod, regular) 5gr"
43,43,15-08-2020 05:13:39,Tbilisi,52fe6d0af9,Subotex From France B8 VHQ 1pc,True,нет,5,Тбилиси,1 гр,0.0193,16840,6348,565,230.0,,,,,,,,,,,,Subotex From France B8 VHQ 1pc
44,44,15-08-2020 05:13:39,Tbilisi,89f7212915,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,нет,10,Тбилиси,5 гр,0.021,18304,6900,614,250.0,,,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
45,45,15-08-2020 05:13:39,Tbilisi,bb1791277e,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,6,Тбилиси,5 гр,0.0226,19768,7452,663,270.0,,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
46,46,15-08-2020 05:13:39,Tbilisi,cb721d4bca,5 gr top buds white widow wишки THC 25% VHQ,True,нет,6,Тбилиси,5 гр,0.0231,20134,7590,676,275.0,,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
47,47,15-08-2020 05:13:39,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,1,Тбилиси,5 гр,0.0201,17572,6624,590,240.0,,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
48,48,15-08-2020 05:13:39,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,6,Тбилиси,5 гр,0.0235,20500,7728,688,280.0,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
49,49,15-08-2020 05:13:39,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0226,19768,7452,663,270.0,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
50,50,15-08-2020 05:13:39,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0167,16034,6044,538,219.0,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
51,51,15-08-2020 05:13:39,Tbilisi,3c9bc6f8e9,"Gorilla Breath - photoperiod, feminised 5гр",True,нет,2,Тбилиси,5 гр,0.0183,17572,6624,590,240.0,,,,,,,,,,,,"Gorilla Breath - photoperiod, feminised 5gr"
52,52,15-08-2020 05:13:39,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,3,Тбилиси,5 гр,0.021,18304,6900,614,250.0,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
53,53,15-08-2020 05:13:39,Tbilisi,52fe6d0af9,Subotex From France B8 VHQ 5pc,True,нет,1,Тбилиси,5 гр,0.0906,79073,29808,2653,1080.0,,,,,,,,,,,,Subotex From France B8 VHQ 5pc
54,54,15-08-2020 05:13:39,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.1979,190000,87429,6381,,,,,,,,,,,,,reagent 25i nbome. 5gr
55,55,15-08-2020 05:13:39,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2287,219647,82800,7369,3000.0,,,,,True,True,,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
56,56,15-08-2020 05:13:39,Tbilisi,cb721d4bca,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0461,40269,15180,1351,550.0,,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
57,57,15-08-2020 05:13:39,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0587,51251,19320,1719,700.0,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
58,58,15-08-2020 05:13:39,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0352,30751,11592,1032,420.0,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
59,59,15-08-2020 05:13:39,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0671,58573,22080,1965,800.0,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
60,60,15-08-2020 05:13:39,Tbilisi,9610a68a0a,GABAGAMA 10 shtuk,True,нет,6,Тбилиси,10 гр,0.0012,1025,386,34,14.0,,,,,,,,,,,,GABAGAMA 10 shtuk
61,61,15-08-2020 05:13:39,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.1866,162905,61410,5465,2225.0,,,,,,,,,,,,Amfetamin [White] [Import] 10G
62,62,15-08-2020 05:13:39,Tbilisi,cb721d4bca,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2013,175718,66240,5895,2400.0,,,,,,,,,,,,100 gr marijuana buds
63,63,15-08-2020 05:13:39,Tbilisi,8ddca45a78,"Weed cooking butter 100gr, Hight THC",True,нет,1,Тбилиси,100 гр,0.0083,7248,2732,243,99.0,,,,,,,,,,,,"Weed cooking butter 100gr, Hight THC"
64,64,15-08-2020 05:13:39,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2097,183039,69000,6141,2500.0,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
65,65,15-08-2020 05:13:39,Tbilisi,69672fee0d,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.4948,431973,162840,14493,5900.0,,,,,,,,,,,,180 gr marihuana persoalno
66,66,15-08-2020 05:13:39,Tbilisi,9610a68a0a,GABAGAMA 250 shtuk,,нет,4,Тбилиси,250 гр,0.0241,21000,9663,705,,,,,,,,True,,,,,GABAGAMA 250 shtuk
67,67,15-08-2020 05:13:39,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.7129,622333,234600,20879,8500.0,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
68,68,15-08-2020 05:13:39,Tbilisi,3c9bc6f8e9,Курьер Тбилиси,True,1,нет,Тбилиси,1 гр,0.0153,14643,5520,491,200.0,,,,,,,,,,,,Kur'er Tbilisi
69,69,15-08-2020 05:13:39,Tbilisi,3c9bc6f8e9,Курьер Тбилиси. позиция для конкретного человека.,True,1,нет,Тбилиси,1 гр,0.0076,7322,2760,246,100.0,,,,,,,,,,,,Kur'er Tbilisi. pozitsija dlja konkretnogo cheloveka.
70,70,15-08-2020 05:13:39,Tbilisi,509c9eb778,РоСС Убой 2гр,True,нет,33,Тбилиси,2 гр,0.0062,5638,2125,189,77.0,,,,,,,,,,,,RoSS Uboj 2gr
71,71,15-08-2020 05:13:39,Tbilisi,6932ed9978,10g Methadone Crystal (В ЦЕНТРЕ НА МАГНИТАХ),True,нет,2,Тбилиси,10 гр,0.244,234290,88320,7860,3200.0,,,,,,,,,,,,10g Methadone Crystal (V TsENTRE NA MAGNITAH)
72,72,15-08-2020 05:14:41,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,1,нет,Тбилиси,1 гр,0.021,18304,6900,614,250.0,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
73,73,15-08-2020 05:14:41,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,1,Тбилиси,1 гр,0.0168,14643,5520,491,200.0,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
74,74,15-08-2020 05:14:41,Tbilisi,54915c4374,Работа на марки (курьер),True,нет,3,Тбилиси,1 гр,0.021,18304,6900,614,250.0,,,,,,,,,,,,Rabota na marki (kur'er)
75,75,15-08-2020 05:14:41,Tbilisi,52fe6d0af9,рик и морти ишит куриера зп от 2000 $ в месец залог 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$,True,нет,1,Тбилиси,5 гр,0.0419,36608,13800,1228,500.0,,,,,,,,,,,,rik i morti ishit kuriera zp ot 2000 $ v mesets zalog 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$
76,76,15-08-2020 05:14:41,Tbilisi,ccc85b93d8,HyperBoy Need Delivery Guy 5-20$ For Adrss PrePay 500$ | работат куриерам ЗП 5-20$ за адресс залог 500$,True,нет,1,Тбилиси,10 гр,0.0419,36608,13800,1228,500.0,,,,,,,,,,,,HyperBoy Need Delivery Guy 5-20$ For Adrss PrePay 500$ | rabotat kurieram ZP 5-20$ za adress zalog 500$
77,77,15-08-2020 05:14:41,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.2695,1098236,414000,36846,15000.0,,,,,,,,,,,,Vakansija optovogo kur'era na mef
78,78,15-08-2020 05:14:41,Tbilisi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 20$ за клад, залог 250$",,нет,3,Тбилиси,1000 гр,0.0419,36608,13800,1228,500.0,,True,,,True,,,True,,,,"Vakansija rabota kur'erom na marki! Oplata ot 20$ za klad, zalog 250$"
79,79,15-08-2020 05:14:41,Tbilisi,98f436eeb7,верифицированный аккаунт на localbitcoins 1 шт,True,нет,2,Тбилиси,1 гр,0.0034,3000,1380,101,,,,,,,,,,,,,verifitsirovannyj akkaunt na localbitcoins 1 sht
80,80,15-08-2020 05:14:41,Tbilisi,98f436eeb7,Генацвале! Работай у лучшей девушки RC!,True,нет,1,Тбилиси,2 гр,0.0084,7322,2760,246,100.0,,,,,,,,,,,,Genatsvale! Rabotaj u luchshej devushki RC!
81,81,15-08-2020 05:16:42,Batumi,d30ed85c42,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,нет,4,Батуми,10 гр,0.0399,34477,13007,1157,,,,,,,,,,True,399.0,,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
82,82,15-08-2020 05:16:42,Batumi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,3,Батуми,11 гр,0.039,33700,12714,1131,,,,,,,,,,True,390.0,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
83,83,15-08-2020 05:16:42,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0191,18304,6900,614,250.0,,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
84,84,15-08-2020 05:16:42,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0191,18304,6900,614,250.0,,,,,,,,,True,,,Ischu kur'era v Gruzii!
85,85,15-08-2020 05:16:42,Batumi,3b3ba4f5a5,Курьер Батуми на марихуану,,нет,1,Батуми,1 гр,0.0168,14643,5520,491,200.0,,,,,,,,,True,,,Kur'er Batumi na marihuanu
86,86,15-08-2020 05:16:42,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.2695,1098236,414000,36846,15000.0,,,,,,,,,True,,,Vakansija optovogo kur'era na mef
87,87,15-08-2020 05:16:42,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 20$ за клад, залог 250$",,нет,2,Батуми,1000 гр,0.0419,36608,13800,1228,500.0,,,,,,,,,,,True,"Vakansija rabota kur'erom na marki! Oplata ot 20$ za klad, zalog 250$"
