,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Gldani,Saburtalo,Varketili,Didube,Old Tbilisi (Старый город),Авлобари,Батуми,€,Центр,Кутаиси,desc_en
10,10-06-2020 08:45:57,Tbilisi,7LHWP,GEOBUDS,5 gr georgian weed. Package on magnet,True,5,нет,Тбилиси,5 гр,0.014,9546,3718,331,139,,,,,,,,,,,5 gr georgian weed. Package on magnet
11,10-06-2020 08:45:57,Tbilisi,3TGJ9,Elegant,5g. марихуана шишки Critical,True,2,нет,Тбилиси,5 гр,0.022,16482,6420,571,240,,,,,,,,,,,5g. marihuana shishki Critical
12,10-06-2020 08:45:57,Tbilisi,8B31,GEOWEEDSHOP,5gr marijuana buds -indica- (high quality) (КЛАДИ НА МАГНИТАХ),,10,нет,Тбилиси,5 гр,0.013,8859,3451,307,129,,,True,,,,,,,,5gr marijuana buds -indica- (high quality) (KLADI NA MAGNITAH)
13,10-06-2020 08:45:57,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,True,7,нет,Тбилиси,5 гр,0.0178,12018,4681,416,175,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
14,10-06-2020 08:45:57,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 5g.,True,1,нет,Тбилиси,5 гр,0.1144,80349,31298,2783,1170,,,,,,,,,,,VHQ BEST Cocaine 5g.
15,10-06-2020 08:45:57,Tbilisi,LGRP8,Walker12,Химка !! 5 г %%5%% скидка новинка !!!!,,2,нет,Тбилиси,5 гр,0.0073,5151,2006,178,75,,True,,,,,,,,,Himka !! 5 g %%5%% skidka novinka !!!!
16,10-06-2020 08:45:57,Tbilisi,18SM,TBILICKI77,"SUBOQSIN ""DNK"" 8ML",,2,нет,Тбилиси,8 гр,0.0136,9271,3611,321,135,,True,,,,,,,,,"SUBOQSIN ""DNK"" 8ML"
17,10-06-2020 08:45:57,Tbilisi,7LHWP,GEOBUDS,10 gr georgian weed. Package on magnet,True,2,нет,Тбилиси,10 гр,0.0261,17787,6928,616,259,,,,,,,,,,,10 gr georgian weed. Package on magnet
18,10-06-2020 08:45:57,Tbilisi,8B31,GEOWEEDSHOP,10 gr marijuana buds. -indica- (КЛАДИ НА МАГНИТАХ),,4,нет,Тбилиси,10 гр,0.0241,16413,6393,568,239,,,True,True,,,,,,,10 gr marijuana buds. -indica- (KLADI NA MAGNITAH)
19,10-06-2020 08:45:57,Tbilisi,3TGJ9,Elegant,акция!!! 10g.+2 g. марихуана шишки Critical,True,1,нет,Тбилиси,12 гр,0.0458,34337,13375,1189,500,,,,,,,,,,,aktsija!!! 10g.+2 g. marihuana shishki Critical
20,10-06-2020 08:45:57,Tbilisi,HWUW,opiopi,GABAGAMA 20 SHTUK,True,1,нет,Тбилиси,20 гр,0.0027,1992,776,69,29,,,,,,,,,,,GABAGAMA 20 SHTUK
21,10-06-2020 08:45:57,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2035,137349,53500,4757,2000,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
22,10-06-2020 08:45:57,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,6,Тбилиси,3 гр,0.059,39763,15488,1377,579,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
23,10-06-2020 08:45:57,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0403,27470,10700,951,400,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
24,10-06-2020 08:45:57,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0554,37771,14713,1308,550,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
25,10-06-2020 08:45:57,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,8,Тбилиси,5 гр,0.0237,16139,6286,559,235,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
26,10-06-2020 08:45:57,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,6,Тбилиси,5 гр,0.0242,16482,6420,571,240,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
27,10-06-2020 08:45:57,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,7,Тбилиси,5 гр,0.0232,15795,6153,547,230,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
28,10-06-2020 08:45:57,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0242,16482,6420,571,240,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
29,10-06-2020 08:45:57,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,8,Тбилиси,5 гр,0.0242,16482,6420,571,240,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
30,10-06-2020 08:45:57,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0232,15795,6153,547,230,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
31,10-06-2020 08:45:57,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0201,15040,5858,521,219,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
32,10-06-2020 08:45:57,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - INDICA - 5 G.,True,нет,2,Тбилиси,5 гр,0.0255,17169,6688,595,250,,,,,,,,,,,MARIXYANA - INDICA - 5 G.
33,10-06-2020 08:45:57,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0237,16139,6286,559,235,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
34,10-06-2020 08:46:50,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2536,190000,87429,6572,,,,,,,,,,,,reagent 25i nbome. 5gr
35,10-06-2020 08:46:50,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2749,206024,80250,7136,3000,,,,,True,True,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
36,10-06-2020 08:46:50,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,8,Тбилиси,5 гр,0.0976,65859,25653,2281,959,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
37,10-06-2020 08:46:50,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,10,Тбилиси,5 гр,0.0193,13048,5083,452,190,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
38,10-06-2020 08:46:50,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,10,Тбилиси,5 гр,0.0498,33582,13081,1163,489,,,,,,,,,,,💘✨5g. MDMA ✨💘
39,10-06-2020 08:46:50,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0907,61807,24075,2141,900,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
40,10-06-2020 08:46:50,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0403,27470,10700,951,400,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
41,10-06-2020 08:46:50,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0706,48072,18725,1665,700,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
42,10-06-2020 08:46:50,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0423,28843,11235,999,420,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
43,10-06-2020 08:46:50,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0807,54940,21400,1903,800,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
44,10-06-2020 08:46:50,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 10шт. вес таблетки 450mg,True,нет,1,Тбилиси,10 гр,0.0269,18336,7142,635,267,,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
45,10-06-2020 08:46:50,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2243,152801,59519,5292,2225,,,,,,,,,,,Amfetamin [White] [Import] 10G
46,10-06-2020 08:46:50,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,10,Тбилиси,10 гр,0.1587,107064,41703,3708,1559,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
47,10-06-2020 08:46:50,Tbilisi,9VLN,AlienShop,💘✨10gram MDMA ✨💘,True,нет,5,Тбилиси,10 гр,0.0823,55489,21614,1922,808,,,,,,,,,,,💘✨10gram MDMA ✨💘
48,10-06-2020 08:46:50,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,9,Тбилиси,10 гр,0.0376,25341,9871,878,369,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
49,10-06-2020 08:46:50,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,True,нет,4,Тбилиси,11 гр,0.0355,24036,9363,832,350,,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
50,10-06-2020 08:46:50,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 20шт. вес таблетки 450mg,True,нет,1,Тбилиси,20 гр,0.0514,35024,13643,1213,510,,,,,,,,,,,Extasy GUCCI 20sht. ves tabletki 450mg
51,10-06-2020 08:46:50,Tbilisi,XH0NP,XX-PABLO-XX,METADON - 20 G.,True,нет,2,Тбилиси,20 гр,0.5091,343373,133750,11893,5000,,,,,,,,,,,METADON - 20 G.
52,10-06-2020 08:46:50,Tbilisi,9VLN,AlienShop,✨💘20g MDMA💘✨,True,нет,3,Тбилиси,20 гр,0.1375,103012,40125,3568,1500,,,,,,,,,,,✨💘20g MDMA💘✨
53,10-06-2020 08:46:50,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.061,41136,16023,1425,599,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
54,10-06-2020 08:46:50,Tbilisi,7LHWP,GEOBUDS,50 gr georgian weed. Package on magnet,True,нет,5,Тбилиси,50 гр,0.131,89208,34748,3090,1299,,,,,,,,,,,50 gr georgian weed. Package on magnet
55,10-06-2020 08:46:50,Tbilisi,7LHWP,GEOBUDS,100 gr georgian weed. Package on magnet,True,нет,4,Тбилиси,100 гр,0.2519,171618,66848,5944,2499,,,,,,,,,,,100 gr georgian weed. Package on magnet
56,10-06-2020 08:46:50,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.242,164819,64200,5708,2400,,,,,,,,,,,100 gr marijuana buds
57,10-06-2020 08:46:50,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2016,137349,53500,4757,2000,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
58,10-06-2020 08:46:50,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.252,171686,66875,5946,2500,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
59,10-06-2020 08:46:50,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.5948,405180,157825,14033,5900,,,,,,,,,,,180 gr marihuana persoalno
60,10-06-2020 08:46:50,Tbilisi,8B31,GEOWEEDSHOP,200gr Georgian indica dominant buds. WHOLESALE PRICE!,True,нет,4,Тбилиси,200 гр,0.4324,291867,113688,10109,4250,,,,,,,,,,,200gr Georgian indica dominant buds. WHOLESALE PRICE!
61,10-06-2020 08:46:50,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4637,315903,123050,10941,4600,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
62,10-06-2020 08:46:50,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7561,515059,200625,17839,7500,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
63,10-06-2020 08:46:50,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8569,583733,227375,20217,8500,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
64,10-06-2020 08:46:50,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0183,13735,5350,476,200,,,,,,,,,,,KURYER..500RUB.+BONUS
65,10-06-2020 08:46:50,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0202,13735,5350,476,200,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
66,10-06-2020 08:46:50,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5259,1030118,401250,35678,15000,,,,,,,,,,,Vakansija optovogo kur'era na mef
67,10-06-2020 08:47:55,Batumi,GGVQZ,KARAVANos,Мощные шишки NORTHERN LIGHTS (INDICA) 5г,,нет,1,Батуми,5 гр,0.0227,15795,6153,547,230,,,,,,,True,,,,Moschnye shishki NORTHERN LIGHTS (INDICA) 5g
68,10-06-2020 08:47:55,Batumi,GGVQZ,KARAVANos,Мощные шишки NORTHERN LIGHTS (INDICA) 10г,,нет,2,Батуми,10 гр,0.0415,28843,11235,999,420,,,,,,,True,,,,Moschnye shishki NORTHERN LIGHTS (INDICA) 10g
69,10-06-2020 08:47:55,Batumi,XH0NP,XX-PABLO-XX,METADON - 20 G.,,нет,2,Батуми,20 гр,0.5092,343373,133750,11893,5000,,,,,,,True,,,,METADON - 20 G.
70,10-06-2020 08:47:55,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1659,112990,51992,3909,,,,,,,,True,,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
71,10-06-2020 08:47:55,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2627,178900,82321,6189,,,,,,,,True,,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
72,10-06-2020 08:47:55,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0092,6867,2675,238,100,,,,,,,True,,,,kur'er v Batumi
73,10-06-2020 08:47:55,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0229,17169,6688,595,250,,,,,,,True,,,,Rabota kladmenom. Tol'ko shishki.
74,10-06-2020 08:47:55,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0229,17169,6688,595,250,,,,,,,True,,,,Ischu kur'era v Gruzii!
75,10-06-2020 08:47:55,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,нет,3,Батуми,5 гр,0.0202,13735,5350,476,200,,,,,,,True,,,,Kur'er Batumi na marihuanu
76,10-06-2020 08:47:55,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Батуми,25 гр,0.0284,19337,7588,670,,,,,,,,True,250,,,Rabota na marki (kur'er)
77,10-06-2020 08:47:55,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5263,1030118,401250,35678,15000,,,,,,,True,,,,Vakansija optovogo kur'era na mef
78,10-06-2020 08:47:55,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0504,34337,13375,1189,500,,,,,,,True,,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
79,10-06-2020 08:49:09,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.0284,19337,7588,670,,,,,,,,,250,,True,Rabota na marki (kur'er)
