,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Дигоми,€,Didube,Saburtalo,Old Tbilisi (Старый город),Авлобари,Vake,Varketili,Батуми,Центр,Кутаиси,desc_en
10,17-07-2020 09:09:44,Tbilisi,GYO,Hakeem,White Russian - сорт чемпион ! Накуривает мощно.На магните.Вес всегда больше 1 грамма.,True,2,нет,Тбилиси,1 гр,0.0053,3918,1513,132,55,,,,,,,,,,,,White Russian - sort chempion ! Nakurivaet moschno.Na magnite.Ves vsegda bol'she 1 gramma.
11,17-07-2020 09:09:44,Tbilisi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 1g 🍭☄🧞‍♀️,True,3,нет,Тбилиси,1 гр,0.0073,4874,1881,164,,,60,,,,,,,,,,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 1g 🍭☄🧞‍♀️
12,17-07-2020 09:09:44,Tbilisi,JVZTQ,partyshop,2 Amnesia Haze марихуана шишки тгк 25%,,5,нет,Тбилиси,2 гр,0.0104,7052,2723,238,99,True,,,,,,,,,,,2 Amnesia Haze marihuana shishki tgk 25%
13,17-07-2020 09:09:44,Tbilisi,18FB,Mr.Green Tbilis,2 G Hybrid Marijuana Buds,True,8,нет,Тбилиси,2 гр,0.0115,7764,2998,262,109,True,,,,,,,,,,,2 G Hybrid Marijuana Buds
14,17-07-2020 09:09:44,Tbilisi,03F3,geoshop,2 gr Amnesia Haze шишки импорт с европы тгк 28%,True,8,нет,Тбилиси,2 гр,0.0126,8548,3300,288,120,,,,,,,,,,,,2 gr Amnesia Haze shishki import s evropy tgk 28%
15,17-07-2020 09:09:44,Tbilisi,SF03,CRAZYFROG,2 gr top buds white widow wишки THC 25% VHQ,True,3,нет,Тбилиси,2 гр,0.0116,7835,3025,264,110,,,,,,,,,,,,2 gr top buds white widow wishki THC 25% VHQ
16,17-07-2020 09:09:44,Tbilisi,03F3,geoshop,2 marijuana BUDS northen lights 24% THC ШИШКИ!!!,True,3,нет,Тбилиси,2 гр,0.0126,8548,3300,288,120,,,,,,,,,,,,2 marijuana BUDS northen lights 24% THC ShIShKI!!!
17,17-07-2020 09:09:44,Tbilisi,3Y9,HIGHTHC,2 г SOUR DIESEL марихуана шишки топ качество тгк 28%,True,2,нет,Тбилиси,2 гр,0.0105,7123,2750,240,100,,,,,,,,,,,,2 g SOUR DIESEL marihuana shishki top kachestvo tgk 28%
18,17-07-2020 09:09:44,Tbilisi,3Y9,HIGHTHC,2 г Skunk #1 марихуана шишки тгк 29% VHQ,True,1,нет,Тбилиси,2 гр,0.0105,7123,2750,240,100,,,,,,,,,,,,2 g Skunk #1 marihuana shishki tgk 29% VHQ
19,17-07-2020 09:09:44,Tbilisi,XUYA,MRweed,"Amnesia Haze (photoperiod, regular) 2 гр. Спокойно, Надёжно, Качественно.",,5,нет,Тбилиси,2 гр,0.0105,7835,3025,264,110,True,,True,,,,,,,,,"Amnesia Haze (photoperiod, regular) 2 gr. Spokojno, Nadezhno, Kachestvenno."
20,17-07-2020 09:09:44,Tbilisi,BB6E,WEEDSH0P,Crystal METH 2gr Auto марихуана BUDS ! 15% pay bitcoin discount !,True,3,нет,Тбилиси,2 гр,0.0126,8548,3300,288,120,,,,,,,,,,,,Crystal METH 2gr Auto marihuana BUDS ! 15% pay bitcoin discount !
21,17-07-2020 09:09:44,Tbilisi,R4156,bestchoice,Northern Lights Regular [budsonly] 2gram,True,1,нет,Тбилиси,2 гр,0.0091,6767,2613,228,95,,,,,,,,,,,,Northern Lights Regular [budsonly] 2gram
22,17-07-2020 09:09:44,Tbilisi,3TGJ9,Elegant,3g. марихуана шишки Critical,True,1,нет,Тбилиси,3 гр,0.0125,9260,3575,312,130,,,,,,,,,,,,3g. marihuana shishki Critical
23,17-07-2020 09:09:44,Tbilisi,8B31,GEOWEEDSHOP,3gr чистый пудра от марихуаны. DRIED MARIJUANA POWDER,True,26,нет,Тбилиси,3 гр,0.0059,3918,1513,132,55,,,,,,,,,,,,3gr chistyj pudra ot marihuany. DRIED MARIJUANA POWDER
24,17-07-2020 09:09:44,Tbilisi,LGRP8,Walker12,Badazz Kush 3G VHQ 25% THC,,3,нет,Тбилиси,3 гр,0.0158,10685,4125,360,150,,,,True,,,,,,,,Badazz Kush 3G VHQ 25% THC
25,17-07-2020 09:09:44,Tbilisi,QUZIV,Hollyweed,Marijuana Super Skunk leaves 3g plan,,10,нет,Тбилиси,3 гр,0.0036,2422,935,82,34,True,,,,,,,,,,,Marijuana Super Skunk leaves 3g plan
26,17-07-2020 09:09:44,Tbilisi,9R7SU,ClownBaroN,4.2G Peppermint Kush 26%THC *VHQ*,True,2,нет,Тбилиси,4.2 гр,0.0221,14959,5775,504,210,,,,,,,,,,,,4.2G Peppermint Kush 26%THC *VHQ*
27,17-07-2020 09:09:44,Tbilisi,03F3,geoshop,5 gr Amnesia Haze шишки импорт с европы тгк 28%,True,1,нет,Тбилиси,5 гр,0.0274,18520,7150,624,260,,,,,,,,,,,,5 gr Amnesia Haze shishki import s evropy tgk 28%
28,17-07-2020 09:09:44,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,1,нет,Тбилиси,5 гр,0.0295,19945,7700,672,280,,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
29,17-07-2020 09:09:44,Tbilisi,03F3,geoshop,5 marijuana BUDS northen lights 24% THC ШИШКИ!!!,True,2,нет,Тбилиси,5 гр,0.0285,19232,7425,648,270,,,,,,,,,,,,5 marijuana BUDS northen lights 24% THC ShIShKI!!!
30,17-07-2020 09:09:44,Tbilisi,3TGJ9,Elegant,5g. марихуана шишки Critical,True,1,нет,Тбилиси,5 гр,0.0187,13890,5363,468,195,,,,,,,,,,,,5g. marihuana shishki Critical
31,17-07-2020 09:09:44,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 10гр,True,2,нет,Тбилиси,10 гр,0.046,32054,12375,1080,450,,,,,,,,,,,,Gashish Evro 10gr
32,17-07-2020 09:09:44,Tbilisi,3TGJ9,Elegant,12g. марихуана шишки Critical,True,1,нет,Тбилиси,12 гр,0.0316,23506,9075,792,330,,,,,,,,,,,,12g. marihuana shishki Critical
33,17-07-2020 09:09:44,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2127,142462,55000,4799,2000,,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
34,17-07-2020 09:09:44,Tbilisi,6KB,Marioshop,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",True,нет,4,Тбилиси,1 гр,0.0376,25182,9719,848,,,310,,,,,,,,,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
35,17-07-2020 09:10:17,Tbilisi,9CK,Hyperboy,🍭🍭🍭VHQ MDMA Brown A+++ Imported 95% Pure 2G🍭🍭🍭,True,нет,3,Тбилиси,2 гр,0.0232,15671,6050,528,220,,,,,,,,,,,,🍭🍭🍭VHQ MDMA Brown A+++ Imported 95% Pure 2G🍭🍭🍭
36,17-07-2020 09:10:17,Tbilisi,R4156,bestchoice,марихуана пудра высокое качество 4грам,True,нет,10,Тбилиси,4 гр,0.0062,4630,1788,156,65,,,,,,,,,,,,marihuana pudra vysokoe kachestvo 4gram
37,17-07-2020 09:10:17,Tbilisi,18FB,Mr.Green Tbilis,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,нет,10,Тбилиси,5 гр,0.0264,17808,6875,600,250,,,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
38,17-07-2020 09:10:17,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,3,Тбилиси,5 гр,0.058,39177,15125,1320,550,,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
39,17-07-2020 09:10:17,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,2,6,Тбилиси,5 гр,0.0285,19232,7425,648,270,,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
40,17-07-2020 09:10:17,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,6,Тбилиси,5 гр,0.029,19589,7563,660,275,,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
41,17-07-2020 09:10:17,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,1,4,Тбилиси,5 гр,0.0253,17095,6600,576,240,,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
42,17-07-2020 09:10:17,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,6,Тбилиси,5 гр,0.0295,19945,7700,672,280,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
43,17-07-2020 09:10:17,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0285,19232,7425,648,270,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
44,17-07-2020 09:10:17,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.021,15600,6023,526,219,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
45,17-07-2020 09:10:17,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,3,Тбилиси,5 гр,0.0285,19232,7425,648,270,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
46,17-07-2020 09:10:17,Tbilisi,7U9YP,ChitosPizz,Кристаллы Синие очень мощные на рынке 5 гр,True,нет,2,Тбилиси,5 гр,0.0805,59834,23100,2016,840,,,,,,,,,,,,Kristally Sinie ochen' moschnye na rynke 5 gr
47,17-07-2020 09:10:17,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2558,190000,87429,6399,,,,,,,,,,,,,reagent 25i nbome. 5gr
48,17-07-2020 09:10:17,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2877,213693,82500,7199,3000,,,,,True,True,,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
49,17-07-2020 09:10:17,Tbilisi,9CK,Hyperboy,🍭🍭🍭VHQ MDMA Brown A+++ Imported 95% Pure 5G🍭🍭🍭,True,нет,5,Тбилиси,5 гр,0.0527,35616,13750,1200,500,,,,,,,,,,,,🍭🍭🍭VHQ MDMA Brown A+++ Imported 95% Pure 5G🍭🍭🍭
50,17-07-2020 09:10:17,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️,True,нет,3,Тбилиси,5 гр,0.0243,16246,6270,547,,,200,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️
51,17-07-2020 09:10:17,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0949,64108,24750,2160,900,,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
52,17-07-2020 09:10:17,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.058,39177,15125,1320,550,,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
53,17-07-2020 09:10:17,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0738,49862,19250,1680,700,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
54,17-07-2020 09:10:17,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0443,29917,11550,1008,420,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
55,17-07-2020 09:10:17,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0844,56985,22000,1920,800,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
56,17-07-2020 09:10:17,Tbilisi,R4156,bestchoice,Northern Lights Regular [budsonly] 10gram,True,нет,10,Тбилиси,10 гр,0.0364,27068,10450,912,380,,,,,,,,,,,,Northern Lights Regular [budsonly] 10gram
57,17-07-2020 09:10:17,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2347,158489,61188,5339,2225,,,,,,,,,,,,Amfetamin [White] [Import] 10G
58,17-07-2020 09:10:17,Tbilisi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,True,нет,5,Тбилиси,10 гр,0.0534,35742,13794,1204,,,440,,,,,,,,,,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
59,17-07-2020 09:10:17,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,True,нет,5,Тбилиси,11 гр,0.0473,31680,12227,1067,,,390,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
60,17-07-2020 09:10:17,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 15 гр",True,нет,1,Тбилиси,15 гр,0.0623,46300,17875,1560,650,,,,,,,,,,,,"Hindu Kush (photoperiod, regular) 15 gr"
61,17-07-2020 09:10:17,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2531,170954,66000,5759,2400,,,,,,,,,,,,100 gr marijuana buds
62,17-07-2020 09:10:17,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2637,178078,68750,5999,2500,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
63,17-07-2020 09:10:17,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.6223,420263,162250,14157,5900,,,,,,,,,,,,180 gr marihuana persoalno
64,17-07-2020 09:10:17,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8965,605464,233750,20396,8500,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
65,17-07-2020 09:10:17,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0192,14246,5500,480,200,,,,,,,,,,,,KURYER..500RUB.+BONUS
66,17-07-2020 09:10:17,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,1,нет,Тбилиси,1 гр,0.0264,17808,6875,600,250,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
67,17-07-2020 09:10:17,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,1,Тбилиси,1 гр,0.0211,14246,5500,480,200,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
68,17-07-2020 09:10:17,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,нет,3,Тбилиси,1 гр,0.0264,17808,6875,600,250,,,,,,,,,,,,Rabota na marki (kur'er)
69,17-07-2020 09:10:51,Tbilisi,6P9R,RickNMorty,рик и морти ишит куриера зп от 2000 $ в месец залог 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$,True,нет,1,Тбилиси,5 гр,0.0527,35616,13750,1200,500,,,,,,,,,,,,rik i morti ishit kuriera zp ot 2000 $ v mesets zalog 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$
70,17-07-2020 09:10:51,Tbilisi,X4ZM,ZYX,Работа курьером,True,нет,1,Тбилиси,10 гр,0.0211,14246,5500,480,200,,,,,,,,,,,,Rabota kur'erom
71,17-07-2020 09:10:51,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5965,1068465,412500,35993,15000,,,,,,,,,,,,Vakansija optovogo kur'era na mef
72,17-07-2020 09:10:51,Tbilisi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,3,Тбилиси,1000 гр,0.0527,35616,13750,1200,500,,,,,True,,True,True,,,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
73,17-07-2020 09:12:17,Batumi,XH0NP,XX-PABLO-XX,METADON - 0.30 - SALE,,6,5,Батуми,0.3 гр,0.0319,21369,8250,720,300,,,,,,,,,True,,,METADON - 0.30 - SALE
74,17-07-2020 09:12:17,Batumi,5HQU,LIKEaBOSS,ASTRAL 1g,,3,нет,Батуми,1 гр,0.0077,5698,2200,192,80,,,,,,,,,True,,,ASTRAL 1g
75,17-07-2020 09:12:17,Batumi,GGVQZ,KARAVANos,Мелкие шишки (Indica) 2г,,9,нет,Батуми,2 гр,0.0044,2992,1155,101,42,,,,,,,,,True,,,Melkie shishki (Indica) 2g
76,17-07-2020 09:12:17,Batumi,5HQU,LIKEaBOSS,ASTRAL 3g,,2,нет,Батуми,3 гр,0.0259,19232,7425,648,270,,,,,,,,,True,,,ASTRAL 3g
77,17-07-2020 09:12:17,Batumi,6KB,Marioshop,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",,нет,2,Батуми,1 гр,0.0376,25182,9719,848,,,310,,,,,,,True,,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
78,17-07-2020 09:12:17,Batumi,BN40,Panters,Мефедрон 3г,,нет,3,Батуми,3 гр,0.0335,24931,9625,840,350,,,,,,,,,True,,,Mefedron 3g
79,17-07-2020 09:12:17,Batumi,BN40,Panters,Таблы Punisher 300 mg. 5шт.,,нет,5,Батуми,5 гр,0.0402,29917,11550,1008,420,,,,,,,,,True,,,Tably Punisher 300 mg. 5sht.
80,17-07-2020 09:12:17,Batumi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,нет,4,Батуми,10 гр,0.0534,35742,13794,1204,,,440,,,,,,,True,,,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
81,17-07-2020 09:12:17,Batumi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,5,Батуми,11 гр,0.0473,31680,12227,1067,,,390,,,,,,,True,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
82,17-07-2020 09:12:17,Batumi,6KB,Marioshop,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️",,нет,2,Батуми,11 гр,0.0484,32411,12509,1092,,,399,,,,,,,True,,,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️"
83,17-07-2020 09:12:17,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1672,112990,51992,3805,,,,,,,,,,True,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
84,17-07-2020 09:12:17,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2647,178900,82321,6025,,,,,,,,,,True,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
85,17-07-2020 09:12:17,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0096,7123,2750,240,100,,,,,,,,,True,,,kur'er v Batumi
86,17-07-2020 09:12:17,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.024,17808,6875,600,250,,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
87,17-07-2020 09:12:17,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.024,17808,6875,600,250,,,,,,,,,True,,,Ischu kur'era v Gruzii!
88,17-07-2020 09:12:17,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,нет,1,Батуми,1 гр,0.0211,14246,5500,480,200,,,,,,,,,True,,,Kur'er Batumi na marihuanu
89,17-07-2020 09:12:17,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5952,1068465,412500,35993,15000,,,,,,,,,True,,,Vakansija optovogo kur'era na mef
90,17-07-2020 09:12:17,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0527,35616,13750,1200,500,,,,,,,,,,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
91,17-07-2020 09:13:41,Kutaisi,2I03,bananaa,CUSTOM Шишки 230g 3in1,,1,нет,Кутаиси,230 гр,0.4447,300595,116050,10126,4220,,,,,,,,,,,True,CUSTOM Shishki 230g 3in1
