,Unnamed: 0,time_stamp,region,sell_code,description,Дигоми,готовых,предзаказ,город,вес,BTC,ք,₴,Br,€,Тбилиси,$,Gldani,Vazisubani,Saburtalo,Vake,Didube,Nadzaladevi,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,desc_en
10,10,18-06-2020 12:37:09,Tbilisi,e56bb6ca93,АКЦИЯ! СУПЕР ЦЕНА! 3 gr Indica dominant Buds,True,26,нет,Тбилиси,3 гр,0.006999999999999999,4794,1856,164,,True,69.0,,,,,True,,,,,,AKTsIJa! SUPER TsENA! 3 gr Indica dominant Buds
11,11,18-06-2020 12:37:09,Tbilisi,ef3dc4de6c,Extasy GUCCI 4 шт. вес таблетки 450mg,,2,нет,Тбилиси,4 гр,0.0109,7435,2878,255,,True,107.0,,,,,,,,,,,Extasy GUCCI 4 sht. ves tabletki 450mg
12,12,18-06-2020 12:37:09,Tbilisi,aeb8abccb9,✿ 4gr Hybrid Weed Indica Buds VHQ ❤,,2,нет,Тбилиси,4 гр,0.0143,9728,3766,333,,,140.0,,,,True,,,,,,,✿ 4gr Hybrid Weed Indica Buds VHQ ❤
13,13,18-06-2020 12:37:09,Tbilisi,0dec0e1c48,5 gr georgian weed. Package on magnet,,2,нет,Тбилиси,5 гр,0.0132,8963,3470,307,,True,129.0,,,,,,,,,,,5 gr georgian weed. Package on magnet
14,14,18-06-2020 12:37:09,Tbilisi,8528108b62,5g. марихуана шишки Critical,,2,нет,Тбилиси,5 гр,0.0223,16676,6456,571,,True,240.0,,,,,,,,,,,5g. marihuana shishki Critical
15,15,18-06-2020 12:37:09,Tbilisi,c9a56b2b4a,5x Extasy Duracell 223mg MDMA.,,3,нет,Тбилиси,5 гр,0.018000000000000002,12159,4708,417,,True,175.0,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
16,16,18-06-2020 12:37:09,Tbilisi,e56bb6ca93,АКЦИЯ! СУПЕР ЦЕНА! 5gr marijuana buds -indica- (КЛАДИ НА МАГНИТАХ),,5,нет,Тбилиси,5 гр,0.0101,6879,2663,236,,True,99.0,,,,,,,,,,,AKTsIJa! SUPER TsENA! 5gr marijuana buds -indica- (KLADI NA MAGNITAH)
17,17,18-06-2020 12:37:09,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,,2,9,Тбилиси,5 гр,0.0196,13202,5111,452,,True,190.0,,,True,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
18,18,18-06-2020 12:37:09,Tbilisi,0dec0e1c48,10 gr georgian weed. Package on magnet,,1,нет,Тбилиси,10 гр,0.0244,16606,6429,569,,True,239.0,,,,,,,,,,,10 gr georgian weed. Package on magnet
19,19,18-06-2020 12:37:09,Tbilisi,9610a68a0a,GABAGAMA 10 shtuk,,1,нет,Тбилиси,10 гр,0.0014,973,377,33,,True,14.0,,,,,,,,,,,GABAGAMA 10 shtuk
20,20,18-06-2020 12:37:09,Tbilisi,e56bb6ca93,АКЦИЯ! СУПЕР ЦЕНА! 10 gr marijuana buds. -indica- (КЛАДИ НА МАГНИТАХ),,1,нет,Тбилиси,10 гр,0.0203,13827,5353,474,,True,199.0,,,,,,,,,,,AKTsIJa! SUPER TsENA! 10 gr marijuana buds. -indica- (KLADI NA MAGNITAH)
21,21,18-06-2020 12:37:09,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,,4,нет,Тбилиси,10 гр,0.0079,5906,2287,202,,True,85.0,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
22,22,18-06-2020 12:37:09,Tbilisi,e56bb6ca93,"Отходы, листья и шишки. 🍃 Leafs and Buds (Good for making bubble hash)",,2,нет,Тбилиси,10 гр,0.0097,6531,2529,224,,True,94.0,,,,,,,,,,,"Othody, list'ja i shishki. 🍃 Leafs and Buds (Good for making bubble hash)"
23,23,18-06-2020 12:37:09,Tbilisi,83f3d55917,Химка !! 10 г %%5%% скидка новинка !!!!,,2,нет,Тбилиси,10 гр,0.0064,4516,1749,155,,,65.0,,,,,,True,,,,,Himka !! 10 g %%5%% skidka novinka !!!!
24,24,18-06-2020 12:37:09,Tbilisi,7bd1a5deba,11 - GRAMM BEASTWEED,,3,нет,Тбилиси,11 гр,0.0186,13896,5380,476,,True,200.0,,,,,,,,,,,11 - GRAMM BEASTWEED
25,25,18-06-2020 12:37:09,Tbilisi,8528108b62,акция!!! 10g.+2 g. марихуана шишки Critical,,1,нет,Тбилиси,12 гр,0.0464,34741,13450,1191,,True,500.0,,,,,,,,,,,aktsija!!! 10g.+2 g. marihuana shishki Critical
26,26,18-06-2020 12:37:09,Tbilisi,ea97036e14,Метамферамин рацемат 60 г (мини-опт),,1,нет,Тбилиси,60 гр,0.20600000000000002,138964,53800,4762,,True,2000.0,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
27,27,18-06-2020 12:37:09,Tbilisi,54915c4374,Сирец (геройн) очень сильный 1 гр (предзаказ на 10% дешевле!!!),,нет,20,Тбилиси,1 гр,0.0357,24319,9415,833,,True,350.0,,,,,,,,,,,Sirets (gerojn) ochen' sil'nyj 1 gr (predzakaz na 10% deshevle!!!)
28,28,18-06-2020 12:37:09,Tbilisi,dd631c4acf,✨✨2gram. MDMA✨✨,,нет,5,Тбилиси,2 гр,0.0217,14591,5649,500,,True,210.0,,,,,,,,,,,✨✨2gram. MDMA✨✨
29,29,18-06-2020 12:37:09,Tbilisi,dd631c4acf,❄❄2g HQ COCAINE❄❄,,нет,4,Тбилиси,2 гр,0.038,25639,9926,879,,True,369.0,,,,,,,,,,,❄❄2g HQ COCAINE❄❄
30,30,18-06-2020 12:37:09,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,,нет,5,Тбилиси,3 гр,0.0597,40230,15575,1379,,True,579.0,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
31,31,18-06-2020 12:37:09,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,,нет,7,Тбилиси,4 гр,0.0408,27793,10760,952,,True,400.0,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
32,32,18-06-2020 12:37:09,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,нет,5,Тбилиси,5 гр,0.0561,38215,14795,1310,,True,550.0,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
33,33,18-06-2020 12:37:09,Tbilisi,bb1791277e,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",,нет,6,Тбилиси,5 гр,0.0276,18760,7263,643,,True,270.0,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
34,34,18-06-2020 12:38:10,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,нет,5,Тбилиси,5 гр,0.0286,19455,7532,667,,True,280.0,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
35,35,18-06-2020 12:38:10,Tbilisi,cb721d4bca,5 gr top buds white widow wишки THC 25% VHQ,,нет,6,Тбилиси,5 гр,0.0281,19108,7398,655,,True,275.0,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
36,36,18-06-2020 12:38:10,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,нет,4,Тбилиси,5 гр,0.0245,16676,6456,571,,True,240.0,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
37,37,18-06-2020 12:38:10,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,7,Тбилиси,5 гр,0.0286,19455,7532,667,,True,280.0,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
38,38,18-06-2020 12:38:10,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,6,Тбилиси,5 гр,0.0276,18760,7263,643,,True,270.0,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
39,39,18-06-2020 12:38:10,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.0203,15217,5891,521,,True,219.0,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
40,40,18-06-2020 12:38:10,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,4,Тбилиси,5 гр,0.0276,18760,7263,643,,True,270.0,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
41,41,18-06-2020 12:38:10,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.2536,190000,87429,6504,,True,,,,,,,,,,,,reagent 25i nbome. 5gr
42,42,18-06-2020 12:38:10,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2783,208447,80700,7144,,,3000.0,,,,,,,True,True,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
43,43,18-06-2020 12:38:10,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,,нет,8,Тбилиси,5 гр,0.0989,66633,25797,2284,,True,959.0,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
44,44,18-06-2020 12:38:10,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,,нет,9,Тбилиси,5 гр,0.0504,33977,13154,1164,,True,489.0,,,,,,,,,,,💘✨5g. MDMA ✨💘
45,45,18-06-2020 12:38:10,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.0919,62534,24210,2143,,True,900.0,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
46,46,18-06-2020 12:38:10,Tbilisi,cb721d4bca,10 gr top buds white widow wишки THC 25% VHQ,,нет,10,Тбилиси,10 гр,0.0561,38215,14795,1310,,True,550.0,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
47,47,18-06-2020 12:38:10,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,2,Тбилиси,10 гр,0.0714,48638,18830,1667,,True,700.0,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
48,48,18-06-2020 12:38:10,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,5,Тбилиси,10 гр,0.0429,29183,11298,1000,,True,420.0,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
49,49,18-06-2020 12:38:10,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,3,Тбилиси,10 гр,0.0816,55586,21520,1905,,True,800.0,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
50,50,18-06-2020 12:38:10,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.2271,154598,59853,5298,,True,2225.0,,,,,,,,,,,Amfetamin [White] [Import] 10G
51,51,18-06-2020 12:38:10,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,,нет,9,Тбилиси,10 гр,0.1607,108323,41937,3712,,True,1559.0,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
52,52,18-06-2020 12:38:10,Tbilisi,dd631c4acf,💘✨10gram MDMA ✨💘,,нет,5,Тбилиси,10 гр,0.0813,54821,21224,1879,,True,789.0,,,,,,,,,,,💘✨10gram MDMA ✨💘
53,53,18-06-2020 12:38:10,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,,нет,8,Тбилиси,10 гр,0.038,25639,9926,879,,True,369.0,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
54,54,18-06-2020 12:38:10,Tbilisi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,1,Тбилиси,11 гр,0.0452,30569,11837,1046,390.0,True,,,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
55,55,18-06-2020 12:38:10,Tbilisi,dd631c4acf,✨💘20g MDMA💘✨,,нет,3,Тбилиси,20 гр,0.1392,104223,40350,3572,,True,1500.0,,,,,,,,,,,✨💘20g MDMA💘✨
56,56,18-06-2020 12:38:10,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,,нет,9,Тбилиси,20 гр,0.0617,41620,16113,1426,,True,599.0,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
57,57,18-06-2020 12:38:10,Tbilisi,0dec0e1c48,50 gr georgian weed. Package on magnet,,нет,5,Тбилиси,50 гр,0.1326,90257,34943,3093,,True,1299.0,,,,,,,,,,,50 gr georgian weed. Package on magnet
58,58,18-06-2020 12:38:10,Tbilisi,0dec0e1c48,100 gr georgian weed. Package on magnet,,нет,4,Тбилиси,100 гр,0.255,173636,67223,5951,,True,2499.0,,,,,,,,,,,100 gr georgian weed. Package on magnet
59,59,18-06-2020 12:38:10,Tbilisi,cb721d4bca,100 gr marijuana buds,,нет,1,Тбилиси,100 гр,0.2449,166757,64560,5715,,True,2400.0,,,,,,,,,,,100 gr marijuana buds
60,60,18-06-2020 12:38:10,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,,нет,1,Тбилиси,100 гр,0.2041,138964,53800,4762,,True,2000.0,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
61,61,18-06-2020 12:38:10,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.2551,173706,67250,5953,,True,2500.0,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
62,62,18-06-2020 12:38:10,Tbilisi,9610a68a0a,GABAGAMA 150 shtuk,,нет,2,Тбилиси,150 гр,0.0189,12854,4977,441,,True,185.0,,,,,,,,,,,GABAGAMA 150 shtuk
63,63,18-06-2020 12:38:10,Tbilisi,69672fee0d,180 gr марихуана персоално,,нет,1,Тбилиси,180 гр,0.6022,409945,158710,14049,,True,5900.0,,,,,,,,,,,180 gr marihuana persoalno
64,64,18-06-2020 12:38:10,Tbilisi,e56bb6ca93,200gr Georgian indica dominant buds. WHOLESALE PRICE!,,нет,4,Тбилиси,200 гр,0.4377,295299,114325,10120,,True,4250.0,,,,,,,,,,,200gr Georgian indica dominant buds. WHOLESALE PRICE!
65,65,18-06-2020 12:38:10,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,,нет,1,Тбилиси,250 гр,0.4695,319618,123740,10954,,True,4600.0,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
66,66,18-06-2020 12:38:10,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,,нет,1,Тбилиси,500 гр,0.7654,521117,201750,17859,,True,7500.0,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
67,67,18-06-2020 12:38:10,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,0.8675,590599,228650,20240,,True,8500.0,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
68,68,18-06-2020 12:38:10,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,,2,нет,Тбилиси,1 гр,0.0186,13896,5380,476,,True,200.0,,,,,,,,,,,KURYER..500RUB.+BONUS
69,69,18-06-2020 12:39:30,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,1,Тбилиси,1 гр,0.0204,13896,5380,476,,True,200.0,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
70,70,18-06-2020 12:39:30,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,1.5452,1042233,403500,35718,,True,15000.0,,,,,,,,,,,Vakansija optovogo kur'era na mef
71,71,18-06-2020 12:41:16,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,2,нет,Батуми,5 гр,0.0309,20845,8070,714,,,300.0,,,,,,,,,True,,Metamfetamin ratsemat 5 g. (MQ)
72,72,18-06-2020 12:41:16,Batumi,f8a875c191,METADON - 025,,нет,4,Батуми,0.25 гр,0.0361,24319,9415,833,,,350.0,,,,,,,,,True,,METADON - 025
73,73,18-06-2020 12:41:16,Batumi,3b3ba4f5a5,Мощные шишки NORTHERN LIGHTS (INDICA) 10г,,1,3,Батуми,10 гр,0.0429,29183,11298,1000,,,420.0,,,,,,,,,True,,Moschnye shishki NORTHERN LIGHTS (INDICA) 10g
74,74,18-06-2020 12:41:16,Batumi,321e2f622a,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.166,112990,51992,3868,,,,,,,,,,,,True,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
75,75,18-06-2020 12:41:16,Batumi,321e2f622a,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2629,178900,82321,6124,,,,,,,,,,,,True,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
76,76,18-06-2020 12:41:16,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0093,6948,2690,238,,,100.0,,,,,,,,,True,,kur'er v Batumi
77,77,18-06-2020 12:41:16,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0232,17371,6725,595,,,250.0,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
78,78,18-06-2020 12:41:16,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0232,17371,6725,595,,,250.0,,,,,,,,,True,,Ischu kur'era v Gruzii!
79,79,18-06-2020 12:41:16,Batumi,3b3ba4f5a5,Курьер Батуми на марихуану,,нет,2,Батуми,5 гр,0.0204,13896,5380,476,,,200.0,,,,,,,,,True,,Kur'er Batumi na marihuanu
80,80,18-06-2020 12:41:16,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5453,1042233,403500,35718,,,15000.0,,,,,,,,,True,,Vakansija optovogo kur'era na mef
81,81,18-06-2020 12:41:16,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.051,34741,13450,1191,,,500.0,,,,,,,,,True,True,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
