,time_stamp,region,sell_code,sell_name,description,Saburtalo,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Тбилиси,Дигоми,€,Didube,Gldani,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
12,20-03-2020 12:34:59,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 1g.,,2,нет,Тбилиси,1 гр,0.0283,16432,5863,521,205,True,,,,,,,,,,VHQ BEST Cocaine 1g.
13,20-03-2020 12:34:59,Tbilisi,5LZ,ExtraShop,Кокаин HQ 1г.,,3,нет,Тбилиси,1 гр,0.0269,15150,5405,480,189,True,,,,,,,,,,Kokain HQ 1g.
14,20-03-2020 12:34:59,Tbilisi,1IZXK,BadboysTbl,Метадон 1гр,,1,нет,Тбилиси,1 гр,0.1176,72141,25740,2287,900,True,,,,,,,,,,Metadon 1gr
15,20-03-2020 12:34:59,Tbilisi,18FB,Mr.Green Tbilis,2 G Hybrid Marijuana Buds За BТС 10% СКИДКА,,21,нет,Тбилиси,2 гр,0.0137,8416,3003,267,105,True,,,,,,,,,,2 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
16,20-03-2020 12:34:59,Tbilisi,03F3,geoshop,2 gr Amnesia Haze шишки импорт с европы тгк 28%,,3,нет,Тбилиси,2 гр,0.0115,6413,2288,203,80,True,,,,,,,,,,2 gr Amnesia Haze shishki import s evropy tgk 28%
17,20-03-2020 12:34:59,Tbilisi,BB6E,WEEDSH0P,2 gr GORILLA GLUE марихуана BUDS btc sale 5%,,2,нет,Тбилиси,2 гр,0.0099,5531,1973,175,69,True,,,,,,,,,,2 gr GORILLA GLUE marihuana BUDS btc sale 5%
18,20-03-2020 12:34:59,Tbilisi,SF03,CRAZYFROG,2 gr Шишки “OG KUSH VHQ”,,3,нет,Тбилиси,2 гр,0.0114,6332,2259,201,79,True,,,,,,,,,,2 gr Shishki “OG KUSH VHQ”
19,20-03-2020 12:34:59,Tbilisi,ABOAB,ProGrow,2G ---> Plan,,9,нет,Тбилиси,2 гр,0.0043,2405,858,76,30,True,,,,,,,,,,2G ---> Plan
20,20-03-2020 12:34:59,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g BTC SALE 5% ПОДЪЕЗД!!! НА МАГНИТЕ!!!,,1,нет,Тбилиси,2 гр,0.0505,28456,10153,902,355,,True,,,,,,,,,Columbia Cocaine VHQ 2g BTC SALE 5% POD'EZD!!! NA MAGNITE!!!
21,20-03-2020 12:34:59,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 2g.,,2,нет,Тбилиси,2 гр,0.0536,32864,11726,1042,410,True,,,,,,,,,,VHQ BEST Cocaine 2g.
22,20-03-2020 12:34:59,Tbilisi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбоооом!!! 2 штуки,,11,нет,Тбилиси,2 гр,0.0047,2886,1030,92,36,True,,,,,,,,,,Bozhestvennyj eiforik!!! Marki nboooom!!! 2 shtuki
23,20-03-2020 12:34:59,Tbilisi,5LZ,ExtraShop,Кокаин HQ 2г.,,4,нет,Тбилиси,2 гр,0.0523,30380,10839,963,379,True,,,,,,,,,,Kokain HQ 2g.
24,20-03-2020 12:34:59,Tbilisi,0WE,Khachapuri,3 gr mdma (скидка в биткоин 5%),,1,нет,Тбилиси,3 гр,0.033,19199,6776,608,,True,,220,,,,,,,,3 gr mdma (skidka v bitkoin 5%)
25,20-03-2020 12:34:59,Tbilisi,NVOG,ProperMgzn,3x Extasy Duracell 223mg MDMA,,6,нет,Тбилиси,3 гр,0.0152,8416,3003,267,105,True,,,,,,,,,,3x Extasy Duracell 223mg MDMA
26,20-03-2020 12:34:59,Tbilisi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбооооом!!! 3 штуки!!!,,2,нет,Тбилиси,3 гр,0.0065,4008,1430,127,50,True,,,,,,,,,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 3 shtuki!!!
27,20-03-2020 12:34:59,Tbilisi,C7LQ,Scandal,"5 Grm MDMA , Purity A +++",,2,нет,Тбилиси,5 гр,0.0418,25650,9152,813,320,True,,,,,,,,,,"5 Grm MDMA , Purity A +++"
28,20-03-2020 12:34:59,Tbilisi,BCF,Doitgod,5 Grm Mdma Pure Quality A +++,,1,нет,Тбилиси,5 гр,0.0427,24047,8580,762,300,True,,,,,,,,,,5 Grm Mdma Pure Quality A +++
29,20-03-2020 12:34:59,Tbilisi,0WE,Khachapuri,5 gr mdma (скидка в биткоин 5%),,2,нет,Тбилиси,5 гр,0.0466,27053,9548,857,,True,,310,,,,,,,,5 gr mdma (skidka v bitkoin 5%)
30,20-03-2020 12:34:59,Tbilisi,ABOAB,ProGrow,5G ---> ONLY BUDS,True,4,нет,Тбилиси,5 гр,0.0173,9619,3432,305,120,,,,,,,,,,,5G ---> ONLY BUDS
31,20-03-2020 12:34:59,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,,6,нет,Тбилиси,5 гр,0.0254,14027,5005,445,175,True,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
32,20-03-2020 12:34:59,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 5g BTC SALE 5%!!,,3,нет,Тбилиси,5 гр,0.1131,63084,22508,2000,787,,True,,,,,,,,,Columbia Cocaine VHQ 5g BTC SALE 5%!!
33,20-03-2020 12:34:59,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,,9,нет,Тбилиси,5 гр,0.0085,5210,1859,165,65,True,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
34,20-03-2020 12:35:41,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 5g + (0.5g hash подарок !!!!) BTC SALE 5%!!,,4,нет,Тбилиси,5.5 гр,0.0467,26051,9295,826,325,,True,,,,,,,,,MDMA from Europe!!! 5g + (0.5g hash podarok !!!!) BTC SALE 5%!!
35,20-03-2020 12:35:41,Tbilisi,UJP9,420Inc,THC Snow Leavs 6G,,5,нет,Тбилиси,6 гр,0.0064,3607,1287,114,45,True,,,,,,,,,,THC Snow Leavs 6G
36,20-03-2020 12:35:41,Tbilisi,P5MBO,ToppoT,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,1,нет,Тбилиси,10 гр,0.0525,29257,10439,928,365,,,,True,,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
37,20-03-2020 12:35:41,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 10шт. вес таблетки 450mg,,1,нет,Тбилиси,10 гр,0.0384,21402,7636,679,267,True,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
38,20-03-2020 12:35:41,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,,6,нет,Тбилиси,10 гр,0.0129,7936,2831,252,99,True,,,,True,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
39,20-03-2020 12:35:41,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,,2,нет,Тбилиси,10 гр,0.0552,32063,11440,1017,400,True,,,,,,,,,,gashish evro 10g
40,20-03-2020 12:35:41,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 10g + (1g hash подарок !!!!) BTC SALE 5%!!,,1,нет,Тбилиси,11 гр,0.0913,50900,18161,1614,635,,True,,,,,,,,,MDMA from Europe!!! 10g + (1g hash podarok !!!!) BTC SALE 5%!!
41,20-03-2020 12:35:41,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),,1,нет,Тбилиси,60 гр,0.2614,160314,57200,5083,2000,True,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
42,20-03-2020 12:35:41,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.27 G - (SALE),,14,5,Тбилиси,0.27 гр,0.033,18196,6492,577,227,True,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G - (SALE)
43,20-03-2020 12:35:41,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1.1 G (SALE),,2,3,Тбилиси,1.1 гр,0.1016,56110,20020,1779,700,True,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE)
44,20-03-2020 12:35:41,Tbilisi,Y6FO,Opiate,Methadone HQ in city 1.4g,,нет,1,Тбилиси,1.4 гр,0.1006,56110,20020,1779,700,True,,,,,,,,,,Methadone HQ in city 1.4g
45,20-03-2020 12:35:41,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,,нет,3,Тбилиси,3 гр,0.0857,47293,16874,1499,590,True,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
46,20-03-2020 12:35:41,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,,нет,7,Тбилиси,4 гр,0.0575,32063,11440,1017,400,True,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
47,20-03-2020 12:35:41,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,нет,5,Тбилиси,5 гр,0.0791,44086,15730,1398,550,True,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
48,20-03-2020 12:35:41,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,нет,3,Тбилиси,5 гр,0.0224,12505,4462,396,156,True,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
49,20-03-2020 12:35:41,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,,нет,10,Тбилиси,5 гр,0.0286,15951,5691,506,199,True,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
50,20-03-2020 12:35:41,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,нет,1,Тбилиси,5 гр,0.023,12825,4576,407,160,True,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
51,20-03-2020 12:35:41,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,10,Тбилиси,5 гр,0.0286,15951,5691,506,199,True,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
52,20-03-2020 12:35:41,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",,нет,1,Тбилиси,5 гр,0.0286,15951,5691,506,199,True,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
53,20-03-2020 12:35:41,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,9,Тбилиси,5 гр,0.0208,11623,4147,369,145,True,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
54,20-03-2020 12:35:41,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.0286,17554,6263,557,219,True,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
55,20-03-2020 12:35:41,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 5 G. (SHISHKI) (SALE),,нет,5,Тбилиси,5 гр,0.0436,24047,8580,762,300,True,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
56,20-03-2020 12:35:41,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,8,Тбилиси,5 гр,0.0216,12024,4290,381,150,True,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
57,20-03-2020 12:35:41,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,15,Тбилиси,5 гр,0.0261,16031,5720,508,200,True,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
58,20-03-2020 12:35:41,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.3098,190000,87429,6043,,True,,,,,,,,,,reagent 25i nbome. 5gr
59,20-03-2020 12:35:41,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.392,240471,85800,7624,3000,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
60,20-03-2020 12:35:41,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,,нет,3,Тбилиси,5 гр,0.1247,68855,24567,2183,859,True,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
61,20-03-2020 12:35:41,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,,нет,3,Тбилиси,5 гр,0.0269,14829,5291,470,185,True,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
62,20-03-2020 12:35:41,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,,нет,5,Тбилиси,5 гр,0.071,39197,13985,1243,489,True,,,,,,,,,,💘✨5g. MDMA ✨💘
63,20-03-2020 12:35:41,Tbilisi,9VLN,AlienShop,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,,нет,5,Тбилиси,5 гр,0.0478,26372,9409,836,329,True,,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
64,20-03-2020 12:35:41,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,,нет,8,Тбилиси,5 гр,0.0261,14428,5148,457,180,True,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
65,20-03-2020 12:35:41,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.1294,72141,25740,2287,900,True,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
66,20-03-2020 12:36:43,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,5,Тбилиси,10 гр,0.0989,56110,20020,1779,700,True,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
67,20-03-2020 12:36:43,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,7,Тбилиси,10 гр,0.0452,25650,9152,813,320,True,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
68,20-03-2020 12:36:43,Tbilisi,NVOG,ProperMgzn,10x Extasy Duracell 223mg MDMA.,,нет,5,Тбилиси,10 гр,0.05,28055,10010,889,350,True,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
69,20-03-2020 12:36:43,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,5,Тбилиси,10 гр,0.1131,64126,22880,2033,800,True,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
70,20-03-2020 12:36:43,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.3144,178349,63635,5655,2225,True,,,,,,,,,,Amfetamin [White] [Import] 10G
71,20-03-2020 12:36:43,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,,нет,9,Тбилиси,10 гр,0.2068,116148,41441,3682,1449,True,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
72,20-03-2020 12:36:43,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,,нет,10,Тбилиси,10 гр,0.0527,29578,10553,938,369,True,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
73,20-03-2020 12:36:43,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,,нет,3,Тбилиси,10 гр,0.0427,23967,8551,760,299,True,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
74,20-03-2020 12:36:43,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,,нет,9,Тбилиси,20 гр,0.0855,48014,17131,1522,599,True,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
75,20-03-2020 12:36:43,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,,нет,1,Тбилиси,50 гр,0.1542,96188,34320,3050,1200,True,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
76,20-03-2020 12:36:43,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,,нет,1,Тбилиси,100 гр,0.2826,160314,57200,5083,2000,True,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
77,20-03-2020 12:36:43,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,1,Тбилиси,100 гр,0.2855,160314,57200,5083,2000,True,,,,,,,,,,SUBOXIN - HQ - 100 G.
78,20-03-2020 12:36:43,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.3533,200393,71500,6354,2500,True,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
79,20-03-2020 12:36:43,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,1,Тбилиси,150 гр,0.2141,120236,42900,3812,1500,True,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
80,20-03-2020 12:36:43,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,,нет,1,Тбилиси,250 гр,0.6501,368722,131560,11690,4600,True,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
81,20-03-2020 12:36:43,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,,нет,1,Тбилиси,500 гр,1.0599,601178,214500,19061,7500,True,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
82,20-03-2020 12:36:43,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,1.2013,681335,243100,21602,8500,True,,,,,,,,,,10000sht marki 25i-nbome. predoplata
83,20-03-2020 12:36:43,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,,1,нет,Тбилиси,1 гр,0.0257,16031,5720,508,200,True,,,,,,,,,,KURYER..500RUB.+BONUS
84,20-03-2020 12:36:43,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Тбилиси,10 гр,0.0193,12024,4290,381,150,True,,,,,,,,,,Rabota na marki (kur'er)
85,20-03-2020 12:36:43,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,2,Тбилиси,1 гр,0.0283,16031,5720,508,200,True,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
86,20-03-2020 12:36:43,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,нет,1,Тбилиси,1 гр,0.0353,20039,7150,635,250,True,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
87,20-03-2020 12:36:43,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,2.1391,1202355,429000,38121,15000,True,,,,,,,,,,Vakansija optovogo kur'era na mef
88,20-03-2020 12:37:54,Batumi,72B,CHINATOWN,NZT-52 limited 1 г мука,,25,нет,Батуми,1 гр,0.0248,15230,5434,483,190,,,,,,,,True,,,NZT-52 limited 1 g muka
89,20-03-2020 12:37:54,Batumi,72B,CHINATOWN,NZT-52 limited 2г мука,,12,нет,Батуми,2 гр,0.0444,27253,9724,864,340,,,,,,,,True,,,NZT-52 limited 2g muka
90,20-03-2020 12:37:54,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.3162,176345,62920,5591,2200,,,,,,,,True,,,[100g] SPAIN HASH
91,20-03-2020 12:37:54,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,15,Батуми,5 гр,0.0261,16031,5720,508,200,,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
92,20-03-2020 12:37:54,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2904,160314,57200,5083,2000,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
93,20-03-2020 12:37:54,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2178,120236,42900,3812,1500,,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
94,20-03-2020 12:37:54,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0131,8016,2860,254,100,,,,,,,,True,,,kur'er v Batumi
95,20-03-2020 12:37:54,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0327,20039,7150,635,250,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
96,20-03-2020 12:37:54,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0196,12024,4290,381,150,,,,,,,,True,,,Rabota na marki (kur'er)
97,20-03-2020 12:37:54,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0327,20039,7150,635,250,,,,,,,,True,,,Ischu kur'era v Gruzii!
98,20-03-2020 12:37:54,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.1758,1202355,429000,38121,15000,,,,,,,,True,,,Vakansija optovogo kur'era na mef
99,20-03-2020 12:37:54,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0719,40079,14300,1271,500,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
100,20-03-2020 12:39:22,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 1g BTC SALE 5%!! КУТАИСИ!!!,,10,нет,Кутаиси,1 гр,0.0292,16432,5863,521,205,,,,,,,,,,True,Columbia Cocaine VHQ 1g BTC SALE 5%!! KUTAISI!!!
101,20-03-2020 12:39:22,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.5g BTC SALE 5%!! КУТАИСИ!!!,,8,нет,Кутаиси,1.5 гр,0.0255,14348,5119,455,179,,,,,,,,,,True,MDMA from Europe!!! 1.5g BTC SALE 5%!! KUTAISI!!!
102,20-03-2020 12:39:22,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g BTC SALE 5%!! КУТАИСИ!!!,,11,нет,Кутаиси,2 гр,0.0554,31181,11125,989,389,,,,,,,,,,True,Columbia Cocaine VHQ 2g BTC SALE 5%!! KUTAISI!!!
103,20-03-2020 12:39:22,Kutaisi,EIH4,San4oPan4o,ГАШИШ твердый!!! Hash!!!! 2.0 g !!BTC SALE 5%!! КУТАИСИ!!!,,6,нет,Кутаиси,2 гр,0.024,13547,4833,430,169,,,,,,,,,,True,GAShISh tverdyj!!! Hash!!!! 2.0 g !!BTC SALE 5%!! KUTAISI!!!
