,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,₴,Br,ք,$,Saburtalo,Didube,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
23,23,16-05-2020 13:12:28,Tbilisi,dd631c4acf,❄❄2g HQ COCAINE❄❄,True,нет,2,Тбилиси,2 гр,0.0388,9908,903,27013,369.0,,,,,,,,,❄❄2g HQ COCAINE❄❄
24,24,16-05-2020 13:12:28,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,8,Тбилиси,3 гр,0.0609,15546,1416,42386,579.0,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
25,25,16-05-2020 13:12:28,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0417,10740,978,29282,400.0,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
26,26,16-05-2020 13:12:28,Tbilisi,aeb8abccb9,✿ 4gr Hybrid Weed Indica Buds VHQ ❤,,нет,2,Тбилиси,4 гр,0.0146,3759,342,10249,140.0,True,,,,,,,,✿ 4gr Hybrid Weed Indica Buds VHQ ❤
27,27,16-05-2020 13:12:28,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0573,14768,1345,40263,550.0,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
28,28,16-05-2020 13:12:28,Tbilisi,bb1791277e,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,10,Тбилиси,5 гр,0.0245,6310,575,17203,235.0,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
29,29,16-05-2020 13:12:28,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,6,Тбилиси,5 гр,0.025,6444,587,17569,240.0,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
30,30,16-05-2020 13:12:28,Tbilisi,cb721d4bca,5 gr top buds white widow wишки THC 25% VHQ,True,нет,9,Тбилиси,5 гр,0.024,6176,563,16837,230.0,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
31,31,16-05-2020 13:12:28,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,3,Тбилиси,5 гр,0.0166,4269,389,11640,159.0,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
32,32,16-05-2020 13:12:28,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,5,Тбилиси,5 гр,0.025,6444,587,17569,240.0,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
33,33,16-05-2020 13:12:28,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,9,Тбилиси,5 гр,0.025,6444,587,17569,240.0,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
34,34,16-05-2020 13:13:08,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,9,Тбилиси,5 гр,0.0251,6444,587,17569,240.0,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
35,35,16-05-2020 13:13:08,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.024,6176,563,16837,230.0,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
36,36,16-05-2020 13:13:08,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0208,5880,536,16032,219.0,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
37,37,16-05-2020 13:13:08,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0245,6310,575,17203,235.0,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
38,38,16-05-2020 13:13:08,Tbilisi,52fe6d0af9,VHQ Jamaican Dream 19% Thc 5 Gr,True,нет,1,Тбилиси,5 гр,0.0167,4296,391,11713,160.0,,,,,,,,,VHQ Jamaican Dream 19% Thc 5 Gr
39,39,16-05-2020 13:13:08,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2464,87429,6346,190000,,,,,,,,,,reagent 25i nbome. 5gr
40,40,16-05-2020 13:13:08,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2849,80550,7339,219617,3000.0,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
41,41,16-05-2020 13:13:08,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,9,Тбилиси,5 гр,0.1012,25749,2346,70204,959.0,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
42,42,16-05-2020 13:13:08,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,4,Тбилиси,5 гр,0.02,5102,465,13909,190.0,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
43,43,16-05-2020 13:13:08,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0516,13130,1196,35798,489.0,,,,,,,,,💘✨5g. MDMA ✨💘
44,44,16-05-2020 13:13:08,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,2,Тбилиси,5 гр,0.0199,5075,462,13836,189.0,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
45,45,16-05-2020 13:13:08,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.094,24165,2202,65885,900.0,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
46,46,16-05-2020 13:13:08,Tbilisi,cb721d4bca,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0418,10740,978,29282,400.0,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
47,47,16-05-2020 13:13:08,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0731,18795,1712,51244,700.0,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
48,48,16-05-2020 13:13:08,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0439,11277,1027,30746,420.0,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
49,49,16-05-2020 13:13:08,Tbilisi,89f7212915,10G Hybrid Marijuana Leafs,True,нет,39,Тбилиси,10 гр,0.0104,2685,245,7321,100.0,,,,,,,,,10G Hybrid Marijuana Leafs
50,50,16-05-2020 13:13:08,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0836,21480,1957,58564,800.0,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
51,51,16-05-2020 13:13:08,Tbilisi,52fe6d0af9,VHQ Jamaican Dream 19% Thc 10 Gr,True,нет,1,Тбилиси,10 гр,0.0303,7787,709,21230,290.0,,,,,,,,,VHQ Jamaican Dream 19% Thc 10 Gr
52,52,16-05-2020 13:13:08,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2324,59741,5443,162882,2225.0,,,,,,,,,Amfetamin [White] [Import] 10G
53,53,16-05-2020 13:13:08,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,5,Тбилиси,10 гр,0.1645,41859,3814,114128,1559.0,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
54,54,16-05-2020 13:13:08,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0389,9908,903,27013,369.0,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
55,55,16-05-2020 13:13:08,Tbilisi,f8a875c191,METADON - 20 G.,True,нет,1,Тбилиси,20 гр,0.5275,134250,12231,366028,5000.0,,,,,,,,,METADON - 20 G.
56,56,16-05-2020 13:13:08,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0632,16083,1465,43850,599.0,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
57,57,16-05-2020 13:13:08,Tbilisi,ef3dc4de6c,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1149,29535,2691,80526,1100.0,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
58,58,16-05-2020 13:13:08,Tbilisi,cb721d4bca,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2507,64440,5871,175693,2400.0,,,,,,,,,100 gr marijuana buds
59,59,16-05-2020 13:13:08,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2089,53700,4892,146411,2000.0,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
60,60,16-05-2020 13:13:08,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2611,67125,6116,183014,2500.0,,,,,,,,,Marihuana [Shishki] [Gali] 100G
61,61,16-05-2020 13:13:08,Tbilisi,69672fee0d,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.6162,158415,14433,431913,5900.0,,,,,,,,,180 gr marihuana persoalno
62,62,16-05-2020 13:13:08,Tbilisi,21e6be39fb,AKA-47 ONLY BUDS 240g TOP VHQ,True,нет,1,Тбилиси,240 гр,0.6267,161100,14677,439234,6000.0,,,,,,,,,AKA-47 ONLY BUDS 240g TOP VHQ
63,63,16-05-2020 13:13:08,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4805,123510,11253,336746,4600.0,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
64,64,16-05-2020 13:13:08,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7834,201375,18347,549042,7500.0,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
65,65,16-05-2020 13:13:08,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8878,228225,20793,622248,8500.0,,,,,,,,,10000sht marki 25i-nbome. predoplata
66,66,16-05-2020 13:13:08,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.019,5370,489,14641,200.0,,,,,,,,,KURYER..500RUB.+BONUS
67,67,16-05-2020 13:13:08,Tbilisi,e56bb6ca93,"Работа курьером в Тбилиси, ЗП от 4500$ в месяц, залог от 400$",True,1,нет,Тбилиси,1 гр,0.0418,10740,978,29282,400.0,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 4500$ v mesjats, zalog ot 400$"
68,68,16-05-2020 13:13:08,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0209,5370,489,14641,200.0,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
69,69,16-05-2020 13:14:09,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0261,6713,612,18301,250.0,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
70,70,16-05-2020 13:14:09,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5797,402750,36693,1098084,15000.0,,,,,,,,,Vakansija optovogo kur'era na mef
71,71,16-05-2020 13:15:31,Batumi,3ee37c89bb,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2293,59070,5382,161052,2200.0,,,,,,True,,,[100g] SPAIN HASH
72,72,16-05-2020 13:15:31,Batumi,321e2f622a,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1608,51992,3774,112990,,,,,,,True,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
73,73,16-05-2020 13:15:31,Batumi,321e2f622a,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2547,82321,5976,178900,,,,,,,True,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
74,74,16-05-2020 13:15:31,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0095,2685,245,7321,100.0,,,,,,True,,,kur'er v Batumi
75,75,16-05-2020 13:15:31,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0237,6713,612,18301,250.0,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
76,76,16-05-2020 13:15:31,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0237,6713,612,18301,250.0,,,,,,True,,,Ischu kur'era v Gruzii!
77,77,16-05-2020 13:15:31,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5773,402750,36693,1098084,15000.0,,,,,,True,,,Vakansija optovogo kur'era na mef
78,78,16-05-2020 13:15:31,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0521,13425,1223,36603,500.0,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
79,79,16-05-2020 13:17:31,Kutaisi,be97026d1d,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,2,нет,Кутаиси,1.5 гр,0.0215,5639,514,15373,210.0,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
80,80,16-05-2020 13:17:31,Kutaisi,be97026d1d,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,6,нет,Кутаиси,2 гр,0.0501,13022,1186,35505,485.0,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
81,81,16-05-2020 13:17:31,Kutaisi,be97026d1d,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,8,нет,Кутаиси,3 гр,0.0389,10203,930,27818,380.0,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
82,82,16-05-2020 13:17:31,Kutaisi,54915c4374,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.0209,5370,489,14641,200.0,,,,,,,,True,Rabota na marki (kur'er)
