,time_stamp,region,sell_code,sell_name,description,Old Tbilisi (Старый город),готовых,предзаказ,город,вес,BTC,ք,₴,Br,€,Тбилиси,$,Saburtalo,Vake,Nadzaladevi,Батуми,Центр,desc_en
34,15-06-2020 01:01:50,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,,нет,8,Тбилиси,5 гр,0.0988,66288,25797,2281,,True,959,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
35,15-06-2020 01:01:50,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,,нет,9,Тбилиси,5 гр,0.0196,13133,5111,452,,True,190,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
36,15-06-2020 01:01:50,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,,нет,10,Тбилиси,5 гр,0.0504,33801,13154,1163,,True,489,,,,,,💘✨5g. MDMA ✨💘
37,15-06-2020 01:01:50,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.0918,62210,24210,2140,,True,900,,,,,,10 gr mdma Kristally ochen silni import s evropi
38,15-06-2020 01:01:50,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,,нет,10,Тбилиси,10 гр,0.0408,27649,10760,951,,True,400,,,,,,10 gr top buds white widow wishki THC 25% VHQ
39,15-06-2020 01:01:50,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,2,Тбилиси,10 гр,0.0714,48385,18830,1665,,True,700,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
40,15-06-2020 01:01:50,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,5,Тбилиси,10 гр,0.0429,29031,11298,999,,True,420,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
41,15-06-2020 01:01:50,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,3,Тбилиси,10 гр,0.0816,55298,21520,1902,,True,800,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
42,15-06-2020 01:01:50,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.227,153796,59853,5291,,True,2225,,,,,,Amfetamin [White] [Import] 10G
43,15-06-2020 01:01:50,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,,нет,10,Тбилиси,10 гр,0.1607,107761,41937,3707,,True,1559,,,,,,☃️❄NEW 10g.COCAINE❄☃️
44,15-06-2020 01:01:50,Tbilisi,9VLN,AlienShop,💘✨10gram MDMA ✨💘,,нет,5,Тбилиси,10 гр,0.0813,54537,21224,1876,,True,789,,,,,,💘✨10gram MDMA ✨💘
45,15-06-2020 01:01:50,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,,нет,8,Тбилиси,10 гр,0.038,25506,9926,878,,True,369,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
46,15-06-2020 01:01:50,Tbilisi,9VLN,AlienShop,✨💘20g MDMA💘✨,,нет,3,Тбилиси,20 гр,0.1391,103683,40350,3567,,True,1500,,,,,,✨💘20g MDMA💘✨
47,15-06-2020 01:01:50,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,,нет,9,Тбилиси,20 гр,0.0617,41404,16113,1424,,True,599,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
48,15-06-2020 01:01:50,Tbilisi,7LHWP,GEOBUDS,50 gr georgian weed. Package on magnet,,нет,5,Тбилиси,50 гр,0.1325,89789,34943,3089,,True,1299,,,,,,50 gr georgian weed. Package on magnet
49,15-06-2020 01:01:50,Tbilisi,HWUW,opiopi,GABAGAMA 50 SHTUK,,нет,5,Тбилиси,50 гр,0.0082,5530,2152,190,,True,80,,,,,,GABAGAMA 50 SHTUK
50,15-06-2020 01:01:50,Tbilisi,7LHWP,GEOBUDS,100 gr georgian weed. Package on magnet,,нет,4,Тбилиси,100 гр,0.255,172736,67223,5943,,True,2499,,,,,,100 gr georgian weed. Package on magnet
51,15-06-2020 01:01:50,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,,нет,1,Тбилиси,100 гр,0.2449,165893,64560,5707,,True,2400,,,,,,100 gr marijuana buds
52,15-06-2020 01:01:50,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,,нет,1,Тбилиси,100 гр,0.2041,138244,53800,4756,,True,2000,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
53,15-06-2020 01:01:50,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.2551,172805,67250,5945,,True,2500,,,,,,Marihuana [Shishki] [Gali] 100G
54,15-06-2020 01:01:50,Tbilisi,HWUW,opiopi,GABAGAMA 150 shtuk,,нет,1,Тбилиси,150 гр,0.0189,12788,4977,440,,True,185,,,,,,GABAGAMA 150 shtuk
55,15-06-2020 01:01:50,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,,нет,1,Тбилиси,180 гр,0.602,407819,158710,14031,,True,5900,,,,,,180 gr marihuana persoalno
56,15-06-2020 01:01:50,Tbilisi,8B31,GEOWEEDSHOP,200gr Georgian indica dominant buds. WHOLESALE PRICE!,,нет,4,Тбилиси,200 гр,0.4376,293768,114325,10107,,True,4250,,,,,,200gr Georgian indica dominant buds. WHOLESALE PRICE!
57,15-06-2020 01:01:50,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,,нет,1,Тбилиси,250 гр,0.4693,317961,123740,10939,,True,4600,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
58,15-06-2020 01:01:50,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,,нет,1,Тбилиси,500 гр,0.7652,518414,201750,17836,,True,7500,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
59,15-06-2020 01:01:50,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,0.8673,587536,228650,20214,,True,8500,,,,,,10000sht marki 25i-nbome. predoplata
60,15-06-2020 01:01:50,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,,2,нет,Тбилиси,1 гр,0.0186,13824,5380,476,,True,200,,,,,,KURYER..500RUB.+BONUS
61,15-06-2020 01:01:50,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,1,Тбилиси,1 гр,0.0204,13824,5380,476,,True,200,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
62,15-06-2020 01:01:50,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,1.5444,1036829,403500,35672,,True,15000,,,,,,Vakansija optovogo kur'era na mef
63,15-06-2020 01:03:13,Batumi,GGVQZ,KARAVANos,Мощные шишки NORTHERN LIGHTS (INDICA) 10г,,1,нет,Батуми,10 гр,0.042,29031,11298,999,,,420,,,,True,,Moschnye shishki NORTHERN LIGHTS (INDICA) 10g
64,15-06-2020 01:03:13,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1668,112990,51992,3855,,,,,,,True,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
65,15-06-2020 01:03:13,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2641,178900,82321,6103,,,,,,,True,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
66,15-06-2020 01:03:13,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0093,6912,2690,238,,,100,,,,True,,kur'er v Batumi
67,15-06-2020 01:03:13,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0232,17280,6725,595,,,250,,,,True,,Rabota kladmenom. Tol'ko shishki.
68,15-06-2020 01:03:13,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0232,17280,6725,595,,,250,,,,True,,Ischu kur'era v Gruzii!
69,15-06-2020 01:03:13,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,нет,3,Батуми,5 гр,0.0204,13824,5380,476,,,200,,,,True,,Kur'er Batumi na marihuanu
70,15-06-2020 01:03:13,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5443,1036829,403500,35672,,,15000,,,,True,,Vakansija optovogo kur'era na mef
71,15-06-2020 01:03:13,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.051,34561,13450,1189,,,500,,,,True,True,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
