,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Vake,Saburtalo,Дигоми,Gldani,Varketili,Авлобари,Nadzaladevi,€,Old Tbilisi (Старый город),Центр,Батуми,Кутаиси,desc_en
101,04-05-2020 07:55:56,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,нет,1,Тбилиси,25 гр,0.0216,14545,5440,483,200,,,,,,,,,,,,,Rabota na marki (kur'er)
102,04-05-2020 07:55:56,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.6357,1090895,408000,36215,15000,,,,,,,,,,,,,Vakansija optovogo kur'era na mef
103,04-05-2020 07:58:04,Batumi,A3I9,Joookerrr,Батуми н-бооом 2 штуки,,1,нет,Батуми,2 гр,0.0038,2532,950,84,,,,,,,,,32,,True,,,Batumi n-booom 2 shtuki
104,04-05-2020 07:58:04,Batumi,A3I9,Joookerrr,Батуми н-бооом 5 штук,,1,нет,Батуми,5 гр,0.0064,4747,1782,158,,,,,,,,,60,,,True,,Batumi n-booom 5 shtuk
105,04-05-2020 07:58:04,Batumi,Z9UT,Rainbow,шишки марихуаны 5G,,7,нет,Батуми,5 гр,0.0324,21818,8160,724,300,,,,,,,,,,True,,,shishki marihuany 5G
106,04-05-2020 07:58:04,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2377,159998,59840,5311,2200,,,,,,,,,,,True,,[100g] SPAIN HASH
107,04-05-2020 07:58:04,Batumi,A3I9,Joookerrr,Марки Н-ВоооооМ!!!! 4 штуки,,нет,10,Батуми,4 гр,0.0066,4431,1663,147,,,,,,,,,56,,,True,,Marki N-VoooooM!!!! 4 shtuki
108,04-05-2020 07:58:04,Batumi,A3I9,Joookerrr,"""Джокер экспрес"" марки нбооом 10 шт",,нет,8,Батуми,10 гр,0.0119,8000,2992,266,110,,,,,,,,,,,True,,"""Dzhoker ekspres"" marki nbooom 10 sht"
109,04-05-2020 07:58:04,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0098,7273,2720,241,100,,,,,,,,,,,True,,kur'er v Batumi
110,04-05-2020 07:58:04,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0246,18182,6800,604,250,,,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
111,04-05-2020 07:58:04,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0246,18182,6800,604,250,,,,,,,,,,,True,,Ischu kur'era v Gruzii!
112,04-05-2020 07:58:04,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.6357,1090895,408000,36215,15000,,,,,,,,,,,True,,Vakansija optovogo kur'era na mef
113,04-05-2020 07:58:04,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.054,36363,13600,1207,500,,,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
114,04-05-2020 07:59:20,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,2,нет,Кутаиси,1.5 гр,0.0233,16000,5984,531,220,,,,,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
115,04-05-2020 07:59:20,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,7,нет,Кутаиси,2 гр,0.0562,37818,14144,1255,520,,,,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
116,04-05-2020 07:59:20,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,9,нет,Кутаиси,3 гр,0.0413,28363,10608,942,390,,,,,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
117,04-05-2020 07:59:20,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.0216,14545,5440,483,200,,,,,,,,,,,,True,Rabota na marki (kur'er)
