,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Didube,Gldani,€,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
67,67,27-03-2020 05:15:34,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0682,38495,13985,1267,489.0,,,,,,,,,,💘✨5g. MDMA ✨💘
68,68,27-03-2020 05:15:34,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,7,Тбилиси,5 гр,0.0264,14879,5405,490,189.0,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
69,69,27-03-2020 05:15:34,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1243,70850,25740,2331,900.0,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
70,70,27-03-2020 05:15:34,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.0967,55106,20020,1813,700.0,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
71,71,27-03-2020 05:15:34,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,6,Тбилиси,10 гр,0.0442,25191,9152,829,320.0,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
72,72,27-03-2020 05:15:34,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.1105,62978,22880,2072,800.0,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
73,73,27-03-2020 05:15:34,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.3072,175157,63635,5763,2225.0,,,,,,,,,,Amfetamin [White] [Import] 10G
74,74,27-03-2020 05:15:34,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,9,Тбилиси,10 гр,0.2021,114069,41441,3753,1449.0,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
75,75,27-03-2020 05:15:34,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0515,29049,10553,956,369.0,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
76,76,27-03-2020 05:15:34,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,2,Тбилиси,10 гр,0.0417,23538,8551,774,299.0,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
77,77,27-03-2020 05:15:34,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0835,47155,17131,1551,599.0,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
78,78,27-03-2020 05:15:34,Tbilisi,61bec147f3,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1506,94467,34320,3108,1200.0,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
79,79,27-03-2020 05:15:34,Tbilisi,ef3dc4de6c,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1519,86595,31460,2849,1100.0,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
80,80,27-03-2020 05:15:34,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2762,157445,57200,5180,2000.0,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
81,81,27-03-2020 05:15:34,Tbilisi,f8a875c191,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.2789,157445,57200,5180,2000.0,,,,,,,,,,SUBOXIN - HQ - 100 G.
82,82,27-03-2020 05:15:34,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.3452,196806,71500,6475,2500.0,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
83,83,27-03-2020 05:15:34,Tbilisi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.2092,118083,42900,3885,1500.0,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
84,84,27-03-2020 05:15:34,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.6352,362123,131560,11914,4600.0,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
85,85,27-03-2020 05:15:34,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,1.0356,590417,214500,19425,7500.0,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
86,86,27-03-2020 05:15:34,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,1.1737,669140,243100,22015,8500.0,,,,,,,,,,10000sht marki 25i-nbome. predoplata
87,87,27-03-2020 05:15:34,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0251,15744,5720,518,200.0,,,,,,,,,,KURYER..500RUB.+BONUS
88,88,27-03-2020 05:15:34,Tbilisi,e56bb6ca93,"Работа курьером в Тбилиси, ЗП от 1500$ в месяц, работа только с марихуаной, залог от 200$",True,1,нет,Тбилиси,1 гр,0.0276,15744,5720,518,200.0,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1500$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 200$"
89,89,27-03-2020 05:15:34,Tbilisi,54915c4374,Работа на марки (курьер),True,1,нет,Тбилиси,50 гр,0.0343,21491,7813,707,,,,,250.0,,,,,,Rabota na marki (kur'er)
90,90,27-03-2020 05:15:34,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0276,15744,5720,518,200.0,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
91,91,27-03-2020 05:15:34,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0345,19681,7150,648,250.0,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
92,92,27-03-2020 05:15:34,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,2.0901,1180835,429000,38850,15000.0,,,,,,,,,,Vakansija optovogo kur'era na mef
93,93,27-03-2020 05:17:08,Batumi,99accec7c7,HEROINE-999 0.25гр из авганистана! скидка при покупке BTC,,2,нет,Батуми,0.25 гр,0.0263,14957,5434,492,190.0,,,,,,,True,,,HEROINE-999 0.25gr iz avganistana! skidka pri pokupke BTC
94,94,27-03-2020 05:17:08,Batumi,99accec7c7,METHADONE 0.25 THE BEST QUALITY VHQ,,9,нет,Батуми,0.25 гр,0.0277,15744,5720,518,200.0,,,,,,,True,,,METHADONE 0.25 THE BEST QUALITY VHQ
95,95,27-03-2020 05:17:08,Batumi,54915c4374,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 0.7 грамм",,3,нет,Батуми,0.7 гр,0.0165,10316,3750,339,,,,,120.0,,,,True,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 0.7 gramm"
96,96,27-03-2020 05:17:08,Batumi,99accec7c7,COCAINE 1 gr THE BEST COCO IN GEORGIA,,1,нет,Батуми,1 гр,0.0377,23617,8580,777,300.0,,,,,,,True,,,COCAINE 1 gr THE BEST COCO IN GEORGIA
97,97,27-03-2020 05:17:08,Batumi,c72111ac1a,NZT-52 limited 1 г мука,,9,нет,Батуми,1 гр,0.0239,14957,5434,492,190.0,,,,,,,,True,,NZT-52 limited 1 g muka
98,98,27-03-2020 05:17:08,Batumi,c72111ac1a,NZT-52 limited 2г мука,,4,нет,Батуми,2 гр,0.0428,26766,9724,881,340.0,,,,,,,,True,,NZT-52 limited 2g muka
99,99,27-03-2020 05:17:08,Batumi,54915c4374,Божественный эифорик!!! Марки нбооооом!!! 2 штуки!!!,,22,нет,Батуми,2 гр,0.0057,3543,1287,117,45.0,,,,,,,,True,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 2 shtuki!!!
100,100,27-03-2020 05:17:08,Batumi,54915c4374,Божественный эифорик!!! Марки нбооооом!!! 4 штуки!!!,,5,нет,Батуми,4 гр,0.0088,5511,2002,181,70.0,,,,,,,,True,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 4 shtuki!!!
101,101,27-03-2020 05:17:08,Batumi,54915c4374,Божественный эйфорик!!! Марки нбоооом!!! 6 штук!!!!,,6,нет,Батуми,6 гр,0.0119,7479,2717,246,95.0,,,,,,,,True,,Bozhestvennyj ejforik!!! Marki nboooom!!! 6 shtuk!!!!
102,102,27-03-2020 05:17:08,Batumi,3ee37c89bb,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.3043,173189,62920,5698,2200.0,,,,,,,,True,,[100g] SPAIN HASH
103,103,27-03-2020 05:17:08,Batumi,f8a875c191,METADON - BATUMI - 0.27 G,,нет,5,Батуми,0.27 гр,0.0317,17870,6492,588,227.0,,,,,,,True,,,METADON - BATUMI - 0.27 G
104,104,27-03-2020 05:17:08,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,14,Батуми,5 гр,0.0252,15744,5720,518,200.0,,,,,,,,True,,Metamfetamin ratsemat 5 g. (MQ)
105,105,27-03-2020 05:17:08,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2794,157445,57200,5180,2000.0,,,,,,,,True,,SUBOXIN - HQ - 100 G.
