,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,₴,Br,ք,$,Saburtalo,Vake,Didube,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
41,19-05-2020 19:49:04,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0238,6267,573,17012,235,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
42,19-05-2020 19:49:04,Tbilisi,6P9R,RickNMorty,VHQ Jamaican Dream 19% Thc 5 Gr,True,нет,1,Тбилиси,5 гр,0.0162,4267,390,11583,160,,,,,,,,,,VHQ Jamaican Dream 19% Thc 5 Gr
43,19-05-2020 19:49:04,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2419,87429,6341,190000,,,,,,,,,,,reagent 25i nbome. 5gr
44,19-05-2020 19:49:04,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2765,80010,7310,217175,3000,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
45,19-05-2020 19:49:04,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,8,Тбилиси,5 гр,0.0982,25577,2337,69424,959,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
46,19-05-2020 19:49:04,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,3,Тбилиси,5 гр,0.0195,5067,463,13754,190,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
47,19-05-2020 19:49:04,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0501,13042,1191,35400,489,,,,,,,,,,💘✨5g. MDMA ✨💘
48,19-05-2020 19:49:04,Tbilisi,A3I9,Joookerrr,"""Express Batumi"" марки н-боооом 8 шт.",True,нет,4,Тбилиси,8 гр,0.0101,2667,244,7239,100,,,,,,,,,,"""Express Batumi"" marki n-boooom 8 sht."
49,19-05-2020 19:49:04,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0913,24003,2193,65153,900,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
50,19-05-2020 19:49:04,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0406,10668,975,28957,400,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
51,19-05-2020 19:49:04,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.071,18669,1706,50674,700,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
52,19-05-2020 19:49:04,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0426,11201,1023,30405,420,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
53,19-05-2020 19:49:04,Tbilisi,18FB,Mr.Green Tbilis,10G Hybrid Marijuana Leafs,True,нет,38,Тбилиси,10 гр,0.0101,2667,244,7239,100,,,,,,,,,,10G Hybrid Marijuana Leafs
54,19-05-2020 19:49:04,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0811,21336,1949,57913,800,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
55,19-05-2020 19:49:04,Tbilisi,6P9R,RickNMorty,VHQ Jamaican Dream 19% Thc 10 Gr,True,нет,1,Тбилиси,10 гр,0.0294,7734,707,20994,290,,,,,,,,,,VHQ Jamaican Dream 19% Thc 10 Gr
56,19-05-2020 19:49:04,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2256,59341,5421,161072,2225,,,,,,,,,,Amfetamin [White] [Import] 10G
57,19-05-2020 19:49:04,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,5,Тбилиси,10 гр,0.1597,41579,3799,112859,1559,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
58,19-05-2020 19:49:04,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0378,9841,899,26713,369,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
59,19-05-2020 19:49:04,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,3,Тбилиси,10 гр,0.0323,8401,768,22803,315,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
60,19-05-2020 19:49:04,Tbilisi,XH0NP,XX-PABLO-XX,METADON - 20 G.,True,нет,1,Тбилиси,20 гр,0.5121,133350,12183,361959,5000,,,,,,,,,,METADON - 20 G.
61,19-05-2020 19:49:04,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0613,15975,1459,43363,599,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
62,19-05-2020 19:49:04,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1115,29337,2680,79631,1100,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
63,19-05-2020 19:49:04,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2434,64008,5848,173740,2400,,,,,,,,,,100 gr marijuana buds
64,19-05-2020 19:49:04,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2028,53340,4873,144784,2000,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
65,19-05-2020 19:49:04,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2535,66675,6091,180980,2500,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
66,19-05-2020 19:49:04,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.5982,157353,14375,427112,5900,,,,,,,,,,180 gr marihuana persoalno
67,19-05-2020 19:49:04,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4664,122682,11208,333002,4600,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
68,19-05-2020 19:49:04,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7605,200025,18274,542939,7500,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
69,19-05-2020 19:49:36,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8619,226695,20710,615330,8500,,,,,,,,,,10000sht marki 25i-nbome. predoplata
70,19-05-2020 19:49:36,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0184,5334,487,14478,200,,,,,,,,,,KURYER..500RUB.+BONUS
71,19-05-2020 19:49:36,Tbilisi,8B31,GEOWEEDSHOP,"Работа курьером в Тбилиси, ЗП от 4500$ в месяц, залог от 400$",True,1,нет,Тбилиси,1 гр,0.0406,10668,975,28957,400,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 4500$ v mesjats, zalog ot 400$"
72,19-05-2020 19:49:36,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0203,5334,487,14478,200,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
73,19-05-2020 19:49:36,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0254,6668,609,18098,250,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
74,19-05-2020 19:49:36,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5348,400050,36548,1085877,15000,,,,,,,,,,Vakansija optovogo kur'era na mef
75,19-05-2020 19:50:31,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2231,58674,5360,159262,2200,,,,,,,True,,,[100g] SPAIN HASH
76,19-05-2020 19:50:31,Batumi,A3I9,Joookerrr,Бупренорфин (аналог суботекса) 0.2 гр.,,нет,8,Батуми,0.2 гр,0.01,2624,237,7125,,,,,90,,,True,,,Buprenorfin (analog suboteksa) 0.2 gr.
77,19-05-2020 19:50:31,Batumi,A3I9,Joookerrr,"MDMA ""цунами удовольствия) 0.5 грамм",,нет,23,Батуми,0.5 гр,0.0091,2400,219,6515,90,,,,,,,True,,,"MDMA ""tsunami udovol'stvija) 0.5 gramm"
78,19-05-2020 19:50:31,Batumi,A3I9,Joookerrr,Батуми н-бооом 2 штуки,,нет,10,Батуми,2 гр,0.0037,962,87,2613,,,,,33,,,True,,,Batumi n-booom 2 shtuki
79,19-05-2020 19:50:31,Batumi,A3I9,Joookerrr,"""Express Batumi"" марки н-боооом 8 шт.",,нет,10,Батуми,8 гр,0.0101,2667,244,7239,100,,,,,,,True,,,"""Express Batumi"" marki n-boooom 8 sht."
80,19-05-2020 19:50:31,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1583,51992,3771,112990,,,,,,,,True,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
81,19-05-2020 19:50:31,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2506,82321,5970,178900,,,,,,,,True,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
82,19-05-2020 19:50:31,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0092,2667,244,7239,100,,,,,,,True,,,kur'er v Batumi
83,19-05-2020 19:50:31,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.023,6668,609,18098,250,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
84,19-05-2020 19:50:31,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.023,6668,609,18098,250,,,,,,,True,,,Ischu kur'era v Gruzii!
85,19-05-2020 19:50:31,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5348,400050,36548,1085877,15000,,,,,,,True,,,Vakansija optovogo kur'era na mef
86,19-05-2020 19:50:31,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0507,13335,1218,36196,500,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
87,19-05-2020 19:51:40,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,1,нет,Кутаиси,1.5 гр,0.0209,5601,512,15202,210,,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
88,19-05-2020 19:51:40,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,6,нет,Кутаиси,2 гр,0.0487,12935,1182,35110,485,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
89,19-05-2020 19:51:40,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,8,нет,Кутаиси,3 гр,0.0371,9868,902,26785,370,,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
90,19-05-2020 19:51:40,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.0203,5334,487,14478,200,,,,,,,,,True,Rabota na marki (kur'er)
