,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Gldani,€,Дигоми,Didube,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
30,30,17-03-2020 08:11:01,Tbilisi,0a8c230fa2,VHQ BEST Cocaine 2g.,True,1,нет,Тбилиси,2 гр,0.0586,28909,10881,922,390.0,,,,,,,,,,,VHQ BEST Cocaine 2g.
31,31,17-03-2020 08:11:01,Tbilisi,54915c4374,Божественный эифорик!!! Марки нбоооом!!! 2 штуки,True,5,нет,Тбилиси,2 гр,0.0053,2594,977,83,35.0,,,,,,,,,,,Bozhestvennyj eiforik!!! Marki nboooom!!! 2 shtuki
32,32,17-03-2020 08:11:01,Tbilisi,7ee4f68218,3 gr mdma (скидка в биткоин 5%),True,1,нет,Тбилиси,3 гр,0.0443,20687,7725,660,,,,250.0,,,,,,,,3 gr mdma (skidka v bitkoin 5%)
33,33,17-03-2020 08:11:01,Tbilisi,c9a56b2b4a,3x Extasy Duracell 223mg MDMA,True,5,нет,Тбилиси,3 гр,0.0175,7783,2930,248,105.0,,,,,,,,,,,3x Extasy Duracell 223mg MDMA
34,34,17-03-2020 08:12:07,Tbilisi,54915c4374,Божественный эйфорик!!! Марки нбоооом!!! 4 штуки,True,1,нет,Тбилиси,4 гр,0.009000000000000001,4448,1674,142,60.0,,,,,,,,,,,Bozhestvennyj ejforik!!! Marki nboooom!!! 4 shtuki
35,35,17-03-2020 08:12:07,Tbilisi,ad9cb826c6,"5 Grm MDMA , Purity A +++",True,2,нет,Тбилиси,5 гр,0.0481,23720,8928,756,320.0,,,,,,,,,,,"5 Grm MDMA , Purity A +++"
36,36,17-03-2020 08:12:07,Tbilisi,688dd1cbd1,5 Grm Mdma Pure Quality A +++,True,2,нет,Тбилиси,5 гр,0.0491,22238,8370,709,300.0,,,,,,,,,,,5 Grm Mdma Pure Quality A +++
37,37,17-03-2020 08:12:07,Tbilisi,7ee4f68218,5 gr mdma (скидка в биткоин 5%),True,2,нет,Тбилиси,5 гр,0.0602,28134,10506,897,,,,340.0,,,,,,,,5 gr mdma (skidka v bitkoin 5%)
38,38,17-03-2020 08:12:07,Tbilisi,c9a56b2b4a,5x Extasy Duracell 223mg MDMA.,True,7,нет,Тбилиси,5 гр,0.0292,12972,4883,414,175.0,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
39,39,17-03-2020 08:12:07,Tbilisi,be97026d1d,Columbia Cocaine VHQ 5g BTC SALE 5%!!,,3,нет,Тбилиси,5 гр,0.1301,58337,21957,1860,787.0,,,,True,,,,,,,Columbia Cocaine VHQ 5g BTC SALE 5%!!
40,40,17-03-2020 08:12:07,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,12,нет,Тбилиси,5 гр,0.0098,4818,1814,154,65.0,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
41,41,17-03-2020 08:12:07,Tbilisi,be97026d1d,MDMA from Europe!!! 5g + (0.5g hash подарок !!!!) BTC SALE 5%!!,,4,нет,Тбилиси,5.5 гр,0.0537,24091,9068,768,325.0,,,,True,,,,,,,MDMA from Europe!!! 5g + (0.5g hash podarok !!!!) BTC SALE 5%!!
42,42,17-03-2020 08:12:07,Tbilisi,4c4ab8c0de,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,2,нет,Тбилиси,10 гр,0.0604,27056,10184,863,365.0,,,,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
43,43,17-03-2020 08:12:07,Tbilisi,ef3dc4de6c,Extasy GUCCI 10шт. вес таблетки 450mg,True,1,нет,Тбилиси,10 гр,0.0441,19792,7449,631,267.0,,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
44,44,17-03-2020 08:12:07,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,6,нет,Тбилиси,10 гр,0.0149,7339,2762,234,99.0,,True,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
45,45,17-03-2020 08:12:07,Tbilisi,c225d2f67d,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0635,29650,11160,945,400.0,,,,,,,,,,,gashish evro 10g
46,46,17-03-2020 08:12:07,Tbilisi,be97026d1d,MDMA from Europe!!! 10g + (1g hash подарок !!!!) BTC SALE 5%!!,,2,нет,Тбилиси,11 гр,0.105,47070,17717,1501,635.0,,,,True,,,,,,,MDMA from Europe!!! 10g + (1g hash podarok !!!!) BTC SALE 5%!!
47,47,17-03-2020 08:12:07,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 0.27 G - (SALE),True,14,5,Тбилиси,0.27 гр,0.0379,16827,6333,537,227.0,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G - (SALE)
48,48,17-03-2020 08:12:07,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 1.1 G (SALE),True,1,3,Тбилиси,1.1 гр,0.1086,48182,18135,1536,650.0,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE)
49,49,17-03-2020 08:12:07,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.0985,43734,16461,1395,590.0,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
50,50,17-03-2020 08:12:07,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0661,29650,11160,945,400.0,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
51,51,17-03-2020 08:12:07,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0909,40769,15345,1300,550.0,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
52,52,17-03-2020 08:12:07,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,5,Тбилиси,5 гр,0.0258,11564,4352,369,156.0,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
53,53,17-03-2020 08:12:07,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.0329,14751,5552,470,199.0,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
54,54,17-03-2020 08:12:07,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,1,Тбилиси,5 гр,0.0265,11860,4464,378,160.0,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
55,55,17-03-2020 08:12:07,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0329,14751,5552,470,199.0,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
56,56,17-03-2020 08:12:07,Tbilisi,cb721d4bca,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,1,Тбилиси,5 гр,0.0329,14751,5552,470,199.0,,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
57,57,17-03-2020 08:12:07,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,9,Тбилиси,5 гр,0.024,10748,4046,343,145.0,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
58,58,17-03-2020 08:12:07,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0329,16234,6110,518,219.0,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
59,59,17-03-2020 08:12:07,Tbilisi,3814ba5701,Hybrid Gagarin. 5g.,True,нет,3,Тбилиси,5 гр,0.0349,16308,6138,520,220.0,,,,,,,,,,,Hybrid Gagarin. 5g.
60,60,17-03-2020 08:12:07,Tbilisi,f8a875c191,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.0501,22238,8370,709,300.0,,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
61,61,17-03-2020 08:12:07,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,9,Тбилиси,5 гр,0.0248,11119,4185,355,150.0,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
62,62,17-03-2020 08:12:07,Tbilisi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),True,нет,15,Тбилиси,5 гр,0.0301,14825,5580,473,200.0,,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
63,63,17-03-2020 08:12:07,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.3853,190000,87429,6022,,,,,,,,,,,,reagent 25i nbome. 5gr
64,64,17-03-2020 08:12:07,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.4509,222379,83700,7091,3000.0,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
65,65,17-03-2020 08:12:07,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,3,Тбилиси,5 гр,0.1435,63674,23966,2030,859.0,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
66,66,17-03-2020 08:12:50,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,3,Тбилиси,5 гр,0.0309,13713,5162,437,185.0,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
67,67,17-03-2020 08:12:50,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0817,36248,13643,1156,489.0,,,,,,,,,,,💘✨5g. MDMA ✨💘
68,68,17-03-2020 08:12:50,Tbilisi,dd631c4acf,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,5,Тбилиси,5 гр,0.0549,24388,9179,778,329.0,,,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
69,69,17-03-2020 08:12:50,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,10,Тбилиси,5 гр,0.0301,13343,5022,425,180.0,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
70,70,17-03-2020 08:12:50,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1488,66714,25110,2127,900.0,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
71,71,17-03-2020 08:12:50,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.1157,51888,19530,1655,700.0,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
72,72,17-03-2020 08:12:50,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.066,29576,11132,943,399.0,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
73,73,17-03-2020 08:12:50,Tbilisi,c9a56b2b4a,10x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,10 гр,0.0585,25944,9765,827,350.0,,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
74,74,17-03-2020 08:12:50,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.1323,59301,22320,1891,800.0,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
75,75,17-03-2020 08:12:50,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.3679,164931,62078,5259,2225.0,,,,,,,,,,,Amfetamin [White] [Import] 10G
76,76,17-03-2020 08:12:50,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,9,Тбилиси,10 гр,0.242,107409,40427,3425,1449.0,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
77,77,17-03-2020 08:12:50,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0616,27353,10295,872,369.0,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
78,78,17-03-2020 08:12:50,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,3,Тбилиси,10 гр,0.0499,22164,8342,707,299.0,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
79,79,17-03-2020 08:12:50,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.1,44402,16712,1416,599.0,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
80,80,17-03-2020 08:12:50,Tbilisi,61bec147f3,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1804,88951,33480,2836,1200.0,,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
81,81,17-03-2020 08:12:50,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.3307,148252,55800,4727,2000.0,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
82,82,17-03-2020 08:12:50,Tbilisi,f8a875c191,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.33399999999999996,148252,55800,4727,2000.0,,,,,,,,,,,SUBOXIN - HQ - 100 G.
83,83,17-03-2020 08:12:50,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.4134,185316,69750,5909,2500.0,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
84,84,17-03-2020 08:12:50,Tbilisi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.2505,111189,41850,3545,1500.0,,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
85,85,17-03-2020 08:12:50,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.7606,340981,128340,10873,4600.0,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
86,86,17-03-2020 08:12:50,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,1.2401,555947,209250,17727,7500.0,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
87,87,17-03-2020 08:12:50,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,1.4054,630073,237150,20091,8500.0,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
88,88,17-03-2020 08:12:50,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0301,14825,5580,473,200.0,,,,,,,,,,,KURYER..500RUB.+BONUS
89,89,17-03-2020 08:12:50,Tbilisi,54915c4374,Работа на марки (курьер),True,1,нет,Тбилиси,10 гр,0.0225,11119,4185,355,150.0,,,,,,,,,,,Rabota na marki (kur'er)
90,90,17-03-2020 08:12:50,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0331,14825,5580,473,200.0,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
91,91,17-03-2020 08:12:50,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0413,18532,6975,591,250.0,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
92,92,17-03-2020 08:12:50,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,2.5027,1111893,418500,35454,15000.0,,,,,,,,,,,Vakansija optovogo kur'era na mef
93,93,17-03-2020 08:14:13,Batumi,30f48d507d,Skunk! 50 gr.,,1,нет,Батуми,50 гр,0.248,111189,41850,3545,1500.0,,,,,,,,True,,,Skunk! 50 gr.
94,94,17-03-2020 08:14:13,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,16,Батуми,5 гр,0.0301,14825,5580,473,200.0,,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
95,95,17-03-2020 08:14:13,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.33399999999999996,148252,55800,4727,2000.0,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
96,96,17-03-2020 08:14:13,Batumi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2505,111189,41850,3545,1500.0,,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
97,97,17-03-2020 08:14:13,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.015,7413,2790,236,100.0,,,,,,,,True,,,kur'er v Batumi
98,98,17-03-2020 08:14:13,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0376,18532,6975,591,250.0,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
99,99,17-03-2020 08:14:13,Batumi,54915c4374,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0225,11119,4185,355,150.0,,,,,,,,True,,,Rabota na marki (kur'er)
100,100,17-03-2020 08:14:13,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0376,18532,6975,591,250.0,,,,,,,,True,,,Ischu kur'era v Gruzii!
101,101,17-03-2020 08:14:14,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.5027,1111893,418500,35454,15000.0,,,,,,,,True,,,Vakansija optovogo kur'era na mef
102,102,17-03-2020 08:14:14,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0827,37063,13950,1182,500.0,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
103,103,17-03-2020 08:15:53,Kutaisi,54915c4374,Работа на марки (курьер),,1,нет,Кутаиси,10 гр,0.0227,11119,4185,355,150.0,,,,,,,,,,True,Rabota na marki (kur'er)
