,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Vake,Gldani,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
21,21,05-02-2020 18:11:09,Tbilisi,be97026d1d,MDMA from Europe!!! 1.0g BTC SALE 5%,True,8,нет,Тбилиси,1 гр,0.0096,6002,2366,204,95.0,,,,,,,,,,MDMA from Europe!!! 1.0g BTC SALE 5%
22,22,05-02-2020 18:11:09,Tbilisi,8ec76151d3,Metadon VHQ 1 24/7,True,1,нет,Тбилиси,1 гр,0.0471,31587,12450,1074,500.0,,,,,,,,,,Metadon VHQ 1 24/7
23,23,05-02-2020 18:11:09,Tbilisi,1768a14bbd,NEW SALE Cocaine HQ 1 гр.,True,3,нет,Тбилиси,1 гр,0.0187,11308,4457,385,179.0,,,,,,,,,,NEW SALE Cocaine HQ 1 gr.
24,24,05-02-2020 18:11:09,Tbilisi,c72111ac1a,NZT-52 mind storm limited 1г мука,True,8,нет,Тбилиси,1 гр,0.0132,8844,3486,301,140.0,,,,,,,,,,NZT-52 mind storm limited 1g muka
25,25,05-02-2020 18:11:09,Tbilisi,7ee4f68218,cocaine 1g HQ / кокаин 1 гр (скидка в биткоин),True,2,нет,Тбилиси,1 гр,0.0187,12572,4955,427,199.0,,,,,,,,,,cocaine 1g HQ / kokain 1 gr (skidka v bitkoin)
26,26,05-02-2020 18:11:09,Tbilisi,d04eeb6525,Кокаин HQ 1г.,True,3,нет,Тбилиси,1 гр,0.0194,11940,4706,406,189.0,,,,,,,,,,Kokain HQ 1g.
27,27,05-02-2020 18:11:09,Tbilisi,b2c155ffa7,Кокаин КОЛУМБИА 1g,,4,нет,Тбилиси,1 гр,0.0206,12572,4955,427,199.0,,True,,,,,,,,Kokain KOLUMBIA 1g
28,28,05-02-2020 18:11:09,Tbilisi,61df6a1c90,Метадон 1гр,True,3,нет,Тбилиси,1 гр,0.0424,28428,11205,967,450.0,,,,,,,,,,Metadon 1gr
29,29,05-02-2020 18:11:09,Tbilisi,e8a987a33c,"Метадон, 1gr",True,6,нет,Тбилиси,1 гр,0.0466,28428,11205,967,450.0,,,,,,,,,,"Metadon, 1gr"
30,30,05-02-2020 18:11:09,Tbilisi,6b3ed5f127,мощный гибрид /hybrid weed 1g strong,,9,нет,Тбилиси,1 гр,0.0033,2211,872,75,35.0,True,,,,,,,,,moschnyj gibrid /hybrid weed 1g strong
31,31,05-02-2020 18:11:09,Tbilisi,64284550d9,2G -- AK-47 -> Sativa,,6,нет,Тбилиси,2 гр,0.0072,4485,1768,153,71.0,True,,,,,,,,,2G -- AK-47 -> Sativa
32,32,05-02-2020 18:11:09,Tbilisi,366326d4d6,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,2,нет,Тбилиси,2 гр,0.0376,22743,8964,773,360.0,,,,,,,,,,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
33,33,05-02-2020 18:11:56,Tbilisi,366326d4d6,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,2,нет,Тбилиси,2 гр,0.0376,22743,8964,773,360.0,,,,,,,,,,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
34,34,05-02-2020 18:11:56,Tbilisi,be97026d1d,Columbia Cocaine VHQ 2.0g BTC SALE 5%,True,2,нет,Тбилиси,2 гр,0.0391,24322,9587,827,385.0,,,,,,,,,,Columbia Cocaine VHQ 2.0g BTC SALE 5%
35,35,05-02-2020 18:11:56,Tbilisi,3c4662c591,Hybrid Marijuana High Quality 2G,True,1,нет,Тбилиси,2 гр,0.0083,5054,1992,172,80.0,,,,,,,,,,Hybrid Marijuana High Quality 2G
36,36,05-02-2020 18:11:56,Tbilisi,8219f5e7b8,Ketamine 2 g,True,5,нет,Тбилиси,2 гр,0.0188,11371,4482,387,180.0,,,,,,,,,,Ketamine 2 g
37,37,05-02-2020 18:11:56,Tbilisi,8219f5e7b8,"LSD - 250 ug, 2 pieces",True,7,нет,Тбилиси,2 гр,0.0073,4422,1743,150,70.0,,,,,,,,,,"LSD - 250 ug, 2 pieces"
38,38,05-02-2020 18:11:56,Tbilisi,c72111ac1a,NZT-52 mind storm limited 2г мука,True,8,нет,Тбилиси,2 гр,0.0226,15162,5976,516,240.0,,,,,,,,,,NZT-52 mind storm limited 2g muka
39,39,05-02-2020 18:11:56,Tbilisi,99accec7c7,Гашиш gashish 2 грамма лучшая цена 10% при покупки биткойном!,True,2,нет,Тбилиси,2 гр,0.0111,6886,2714,234,109.0,,,,,,,,,,Gashish gashish 2 gramma luchshaja tsena 10% pri pokupki bitkojnom!
40,40,05-02-2020 18:11:56,Tbilisi,d04eeb6525,Кокаин HQ 2г.,True,6,нет,Тбилиси,2 гр,0.0377,23943,9437,814,379.0,,,,,,,,,,Kokain HQ 2g.
41,41,05-02-2020 18:11:56,Tbilisi,013e75d78f,C O C A i N E 2 g +0.1 g падарка.,True,5,нет,Тбилиси,2.1 гр,0.0347,21163,8342,720,335.0,,,,,,,,,,C O C A i N E 2 g +0.1 g padarka.
42,42,05-02-2020 18:11:56,Tbilisi,366326d4d6,3LSD !!!NEW!!! 3LSD ALBERT HOFFMAN 200ug,True,3,нет,Тбилиси,3 гр,0.0104,6254,2465,213,99.0,,,,,,,,,,3LSD !!!NEW!!! 3LSD ALBERT HOFFMAN 200ug
43,43,05-02-2020 18:11:56,Tbilisi,99accec7c7,GASHISH 3 gr лучшая цена,True,2,нет,Тбилиси,3 гр,0.0167,10424,4109,354,165.0,True,,,,,,,,,GASHISH 3 gr luchshaja tsena
44,44,05-02-2020 18:11:56,Tbilisi,4659482266,Marijuana Super Skunk leaves 3g,,7,нет,Тбилиси,3 гр,0.0036,2148,847,73,34.0,,,True,,,,,,,Marijuana Super Skunk leaves 3g
45,45,05-02-2020 18:11:56,Tbilisi,c72111ac1a,NZT-52 mind storm limited 3г мука,True,1,нет,Тбилиси,3 гр,0.032,21479,8466,730,340.0,,,,,,,,,,NZT-52 mind storm limited 3g muka
46,46,05-02-2020 18:11:56,Tbilisi,dd631c4acf,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩,True,2,нет,Тбилиси,3 гр,0.0104,6254,2465,213,99.0,,,,,,,,,,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩
47,47,05-02-2020 18:11:56,Tbilisi,366326d4d6,!!!NEW!!! 5G Critical KusH !!!NEW!!!,True,1,нет,Тбилиси,5 гр,0.0166,10045,3959,342,159.0,,,,,,,,,,!!!NEW!!! 5G Critical KusH !!!NEW!!!
48,48,05-02-2020 18:11:56,Tbilisi,9795761a65,*new* Cocaine peru HQ 5 gr BTC -10 %,True,2,нет,Тбилиси,5 гр,0.08,53698,21165,1826,850.0,,,,,,,,,,*new* Cocaine peru HQ 5 gr BTC -10 %
49,49,05-02-2020 18:11:56,Tbilisi,ad9cb826c6,"5 Grm MDMA , Purity A +++",True,1,нет,Тбилиси,5 гр,0.032,21479,8466,730,340.0,,,,,,,,,,"5 Grm MDMA , Purity A +++"
50,50,05-02-2020 18:11:56,Tbilisi,366326d4d6,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!,True,1,нет,Тбилиси,5 гр,0.0889,53698,21165,1826,850.0,,,,,,,,,,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!
51,51,05-02-2020 18:11:56,Tbilisi,8219f5e7b8,"LSD - 250 ug, 5 pieces",True,4,нет,Тбилиси,5 гр,0.0157,9476,3735,322,150.0,,,,,,,,,,"LSD - 250 ug, 5 pieces"
52,52,05-02-2020 18:11:56,Tbilisi,366326d4d6,NEW !!! 5G OG KusH !!! NEW,True,1,нет,Тбилиси,5 гр,0.0166,10045,3959,342,159.0,,,,,,,,,,NEW !!! 5G OG KusH !!! NEW
53,53,05-02-2020 18:11:56,Tbilisi,366326d4d6,NEW !!! 5G White Widow !!! NEW,True,2,нет,Тбилиси,5 гр,0.0161,9729,3835,331,154.0,,,,,,,,,,NEW !!! 5G White Widow !!! NEW
54,54,05-02-2020 18:11:56,Tbilisi,e501bd0ada,gorilla glue 5 g,,2,нет,Тбилиси,5 гр,0.0165,11055,4358,376,175.0,True,,,,,,,,,gorilla glue 5 g
55,55,05-02-2020 18:11:56,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,1,нет,Тбилиси,5 гр,0.0061,4106,1619,140,65.0,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
56,56,05-02-2020 18:11:56,Tbilisi,c225d2f67d,гашиш евро 5г,True,3,нет,Тбилиси,5 гр,0.0209,13267,5229,451,210.0,,,,,,,,,,gashish evro 5g
57,57,05-02-2020 18:11:56,Tbilisi,dd631c4acf,❄❄5g. HQ coco Best OFFER❄❄,True,1,нет,Тбилиси,5 гр,0.0953,57552,22684,1957,911.0,,,,,,,,,,❄❄5g. HQ coco Best OFFER❄❄
58,58,05-02-2020 18:11:56,Tbilisi,b01f16ca19,"10g. Шишки Amnesia Haze, Сатива",,1,нет,Тбилиси,10 гр,0.0413,25207,9935,857,399.0,True,,,,,,,,,"10g. Shishki Amnesia Haze, Sativa"
59,59,05-02-2020 18:11:56,Tbilisi,ef3dc4de6c,Extasy GUCCI 10шт. вес таблетки 450mg,True,8,нет,Тбилиси,10 гр,0.0276,16868,6648,574,267.0,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
60,60,05-02-2020 18:11:56,Tbilisi,e501bd0ada,"special mix 10 g - gorila glue, amnezia, laughing buddha, northen light",,1,нет,Тбилиси,10 гр,0.0235,15794,6225,537,250.0,True,,,,,,,,,"special mix 10 g - gorila glue, amnezia, laughing buddha, northen light"
61,61,05-02-2020 18:11:56,Tbilisi,c225d2f67d,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0397,25270,9960,859,400.0,,,,,,,,,,gashish evro 10g
62,62,05-02-2020 18:11:56,Tbilisi,ce6827deee,"марки 25i-nbome 2,5mg (10шт)",True,23,нет,Тбилиси,10 гр,0.0094,6317,2490,215,100.0,,,,,,,,,,"marki 25i-nbome 2,5mg (10sht)"
63,63,05-02-2020 18:11:56,Tbilisi,9795761a65,* SALE * COCAINE Peru 11 gr BTC -30 %,True,3,нет,Тбилиси,11 гр,0.1212,104616,41145,3562,,,,,1500.0,,,,,,* SALE * COCAINE Peru 11 gr BTC -30 %
64,64,05-02-2020 18:11:56,Tbilisi,c9a56b2b4a,15x Extasy Duracell 280mg MDMA.,True,1,10,Тбилиси,15 гр,0.0466,28428,11205,967,450.0,,,,,,,,,,15x Extasy Duracell 280mg MDMA.
65,65,05-02-2020 18:11:56,Tbilisi,c225d2f67d,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0772,49086,19347,1669,777.0,,,,,,,,,,Gashish Evro 20gr
66,66,05-02-2020 18:11:56,Tbilisi,9795761a65,* SALE *COCAINE Peru 20+2 gr,True,2,нет,Тбилиси,22 гр,0.2101,181335,71318,6174,,,,,2600.0,,,,,,* SALE *COCAINE Peru 20+2 gr
67,67,05-02-2020 18:11:56,Tbilisi,9795761a65,Exstasy blue punisher 25 шт BTC -10%,True,1,нет,Тбилиси,25 гр,0.08,53698,21165,1826,850.0,,,,,,,,,,Exstasy blue punisher 25 sht BTC -10%
68,68,05-02-2020 18:11:56,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 0.27 G (SALE),True,нет,4,Тбилиси,0.27 гр,0.0261,15794,6225,537,250.0,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G (SALE)
69,69,05-02-2020 18:12:29,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 1 G (SALE),True,нет,5,Тбилиси,1 гр,0.0627,37905,14940,1289,600.0,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1 G (SALE)
70,70,05-02-2020 18:12:29,Tbilisi,7c395c455d,2 gr mdma Кристаллы очен силни импорт с европи,True,нет,2,Тбилиси,2 гр,0.0228,13898,5478,473,220.0,,,,,,,,,,2 gr mdma Kristally ochen silni import s evropi
71,71,05-02-2020 18:12:29,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,10,Тбилиси,4 гр,0.0414,25270,9960,859,400.0,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
72,72,05-02-2020 18:12:29,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,9,Тбилиси,5 гр,0.0248,15162,5976,516,240.0,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
73,73,05-02-2020 18:12:29,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.0259,15794,6225,537,250.0,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
74,74,05-02-2020 18:12:29,Tbilisi,ce030318fd,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,9,Тбилиси,5 гр,0.1412,94761,37350,3222,1500.0,,,,,,,,,,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
75,75,05-02-2020 18:12:29,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0259,15794,6225,537,250.0,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
76,76,05-02-2020 18:12:29,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0259,15794,6225,537,250.0,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
77,77,05-02-2020 18:12:29,Tbilisi,cb721d4bca,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,4,Тбилиси,5 гр,0.0206,12572,4955,427,199.0,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
78,78,05-02-2020 18:12:29,Tbilisi,c9a56b2b4a,5x Extasy Duracell 280mg MDMA.,True,нет,10,Тбилиси,5 гр,0.0183,11055,4358,376,175.0,,,,,,,,,,5x Extasy Duracell 280mg MDMA.
79,79,05-02-2020 18:12:29,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,4,Тбилиси,5 гр,0.0259,15794,6225,537,250.0,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
80,80,05-02-2020 18:12:29,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0206,13835,5453,470,219.0,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
81,81,05-02-2020 18:12:29,Tbilisi,851e5b91a0,"Doctor Jamaica (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,3,Тбилиси,5 гр,0.0197,13203,5204,449,209.0,,,,,,,,,,"Doctor Jamaica (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
82,82,05-02-2020 18:12:29,Tbilisi,851e5b91a0,"Jack Herer - (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,5,Тбилиси,5 гр,0.0197,13203,5204,449,209.0,,,,,,,,,,"Jack Herer - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
83,83,05-02-2020 18:12:29,Tbilisi,851e5b91a0,"NEW! O.G. Kush - (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,5,Тбилиси,5 гр,0.0197,13203,5204,449,209.0,,,,,,,,,,"NEW! O.G. Kush - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
84,84,05-02-2020 18:12:29,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.0259,15794,6225,537,250.0,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
85,85,05-02-2020 18:12:29,Tbilisi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),True,нет,19,Тбилиси,5 гр,0.0188,12635,4980,430,200.0,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
86,86,05-02-2020 18:12:29,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2086,140000,64421,4739,,,,,,,,,,,reagent 25i nbome. 5gr
87,87,05-02-2020 18:12:29,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2824,189523,74700,6444,3000.0,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
88,88,05-02-2020 18:12:29,Tbilisi,dd631c4acf,️‍🌈️‍🌈️‍🌈️‍🌈️‍🌈5шт. L S D 200ug.🌈️‍🌈️‍🌈️‍🌈️‍🌈,True,нет,4,Тбилиси,5 гр,0.0198,11940,4706,406,189.0,,,,,,,,,,️‍🌈️‍🌈️‍🌈️‍🌈️‍🌈5sht. L S D 200ug.🌈️‍🌈️‍🌈️‍🌈️‍🌈
89,89,05-02-2020 18:12:29,Tbilisi,dd631c4acf,💊💊5. ecstasy Tekashi69💊💊,True,нет,1,Тбилиси,5 гр,0.0193,11687,4607,397,185.0,,,,,,,,,,💊💊5. ecstasy Tekashi69💊💊
90,90,05-02-2020 18:12:29,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,8,Тбилиси,5 гр,0.0511,30892,12176,1050,489.0,,,,,,,,,,💘✨5g. MDMA ✨💘
91,91,05-02-2020 18:12:29,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0413,25207,9935,857,399.0,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
92,92,05-02-2020 18:12:29,Tbilisi,dd631c4acf,10 грам. Амфетамин SPEED,True,нет,5,Тбилиси,10 гр,0.0418,25270,9960,859,400.0,,,,,,,,,,10 gram. Amfetamin SPEED
93,93,05-02-2020 18:12:29,Tbilisi,ce030318fd,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,4,Тбилиси,10 гр,0.1882,126348,49800,4296,2000.0,,,,,,,,,,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
94,94,05-02-2020 18:12:29,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0828,50539,19920,1718,800.0,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
95,95,05-02-2020 18:12:29,Tbilisi,851e5b91a0,"Doctor Jamaica (Only Buds, IMPORT) Шишки(всегда подъезд) 10G (BTC sale 10%) (предзаказ будет сделан очень оперативно)",True,нет,5,Тбилиси,10 гр,0.0376,25207,9935,857,399.0,,,,,,,,,,"Doctor Jamaica (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 10G (BTC sale 10%) (predzakaz budet sdelan ochen' operativno)"
96,96,05-02-2020 18:12:29,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2304,140563,55403,4779,2225.0,,,,,,,,,,Amfetamin [White] [Import] 10G
97,97,05-02-2020 18:12:29,Tbilisi,dd631c4acf,️‍🌈10. LSD 200ug.🌈,True,нет,3,Тбилиси,10 гр,0.0334,20153,7943,685,319.0,,,,,,,,,,️‍🌈10. LSD 200ug.🌈
98,98,05-02-2020 18:12:29,Tbilisi,dd631c4acf,💘✨10gram MDMA ✨💘,True,нет,10,Тбилиси,10 гр,0.0845,51045,20119,1736,808.0,,,,,,,,,,💘✨10gram MDMA ✨💘
99,99,05-02-2020 18:12:29,Tbilisi,ce030318fd,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,8,Тбилиси,20 гр,0.3106,208475,82170,7088,3300.0,,,,,,,,,,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
100,100,05-02-2020 18:12:29,Tbilisi,64284550d9,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0596,37905,14940,1289,600.0,,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
101,101,05-02-2020 18:13:00,Tbilisi,ce030318fd,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,8,Тбилиси,20 гр,0.3106,208475,82170,7088,3300.0,,,,,,,,,,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
102,102,05-02-2020 18:13:00,Tbilisi,64284550d9,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0596,37905,14940,1289,600.0,,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
103,103,05-02-2020 18:13:00,Tbilisi,61bec147f3,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1129,75809,29880,2578,1200.0,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
104,104,05-02-2020 18:13:00,Tbilisi,64284550d9,50G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,50 гр,0.0894,56857,22410,1933,900.0,,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
105,105,05-02-2020 18:13:00,Tbilisi,ef3dc4de6c,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1242,75809,29880,2578,1200.0,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
