,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Gldani,Didube,Varketili,Дигоми,Vake,Old Tbilisi (Старый город),Авлобари,€,Центр,Батуми,desc_en
10,10,06-08-2020 01:14:02,Tbilisi,e771f4c371,CLOWNBARON ШИШКИ* VHQ*♤THC 28%♤0.5G SPECIAL PRICE,,5,нет,Тбилиси,0.5 гр,0.0025,2125,809,71,29.0,True,,,,,,,,,,,CLOWNBARON ShIShKI* VHQ*♤THC 28%♤0.5G SPECIAL PRICE
11,11,06-08-2020 01:14:02,Tbilisi,ae784bef73,NEW ! Afghan HQ buds ! NEW ! 0.5G,True,3,нет,Тбилиси,0.5 гр,0.0029,2492,949,83,34.0,,,,,,,,,,,,NEW ! Afghan HQ buds ! NEW ! 0.5G
12,12,06-08-2020 01:14:02,Tbilisi,ccc85b93d8,VHQ Hybrid MJ Buds 0.5G,True,11,нет,Тбилиси,0.5 гр,0.0026,2198,837,73,30.0,,,,,,,,,,,,VHQ Hybrid MJ Buds 0.5G
13,13,06-08-2020 01:14:02,Tbilisi,e771f4c371,!!!NEW!!! AmneziaXSkittels 1G IMPORT,,8,нет,Тбилиси,1 гр,0.0048,4104,1562,137,56.0,True,,,,,,,,,,,!!!NEW!!! AmneziaXSkittels 1G IMPORT
14,14,06-08-2020 01:14:02,Tbilisi,4a91350669,1 Amnesia Haze марихуана шишки тгк 25%,True,4,нет,Тбилиси,1 гр,0.0051,4397,1674,146,60.0,,,,,,,,,,,,1 Amnesia Haze marihuana shishki tgk 25%
15,15,06-08-2020 01:14:02,Tbilisi,89f7212915,1 G Hybrid Marijuana Buds,True,7,нет,Тбилиси,1 гр,0.005,4324,1646,144,59.0,,,,,,,,,,,,1 G Hybrid Marijuana Buds
16,16,06-08-2020 01:14:02,Tbilisi,bb1791277e,"1 gr , california ,GORILLA GLUE марихуана BUDS btc sale 1%",True,1,нет,Тбилиси,1 гр,0.0051,4397,1674,146,60.0,,,,,,,,,,,,"1 gr , california ,GORILLA GLUE marihuana BUDS btc sale 1%"
17,17,06-08-2020 01:14:02,Tbilisi,7c395c455d,1 gr Amnesia Haze шишки импорт с европы тгк 28%,True,9,нет,Тбилиси,1 гр,0.0051,4397,1674,146,60.0,,,,,,,,,,,,1 gr Amnesia Haze shishki import s evropy tgk 28%
18,18,06-08-2020 01:14:02,Tbilisi,bb1791277e,"1 gr california import Durban Poison марихуана BUDS 24% thc , sativa , если платите с бтк скидка",True,2,нет,Тбилиси,1 гр,0.0047,4030,1535,134,55.0,,,,,,,,,,,,"1 gr california import Durban Poison marihuana BUDS 24% thc , sativa , esli platite s btk skidka"
19,19,06-08-2020 01:14:02,Tbilisi,cb721d4bca,1 gr top buds white widow wишки THC 25% VHQ,True,1,нет,Тбилиси,1 гр,0.005,4324,1646,144,59.0,,,,,,,,,,,,1 gr top buds white widow wishki THC 25% VHQ
20,20,06-08-2020 01:14:02,Tbilisi,69672fee0d,1 г SOUR DIESEL марихуана шишки топ качество тгк 28%,True,3,нет,Тбилиси,1 гр,0.005,4324,1646,144,59.0,,,,,,,,,,,,1 g SOUR DIESEL marihuana shishki top kachestvo tgk 28%
21,21,06-08-2020 01:14:02,Tbilisi,4659482266,1 г.Super Skunk top class buds! (подезд),,3,нет,Тбилиси,1 гр,0.0047,4030,1535,134,55.0,,True,,,,,,,,,,1 g.Super Skunk top class buds! (podezd)
22,22,06-08-2020 01:14:02,Tbilisi,21de5577be,1.0 gr. Afghan kush 100% Natural (Indika),,1,нет,Тбилиси,1 гр,0.0045,3884,1479,129,53.0,True,,,,,,,,,,,1.0 gr. Afghan kush 100% Natural (Indika)
23,23,06-08-2020 01:14:02,Tbilisi,21de5577be,1.0 gr. Amnesia Haze 100% Natural/ IMPORT / Sativa,,2,нет,Тбилиси,1 гр,0.0045,3884,1479,129,53.0,True,,,,,,,,,,,1.0 gr. Amnesia Haze 100% Natural/ IMPORT / Sativa
24,24,06-08-2020 01:14:02,Tbilisi,21de5577be,1.0 gr. Magic Kush IMPORT (INDICA),,2,нет,Тбилиси,1 гр,0.0045,3884,1479,129,53.0,True,,,,,,,,,,,1.0 gr. Magic Kush IMPORT (INDICA)
25,25,06-08-2020 01:14:02,Tbilisi,cb721d4bca,"1GR GORILLA GLUE AUTO Шишки ,Оплата BITCOIN -10% Скидка",True,3,нет,Тбилиси,1 гр,0.0051,4397,1674,146,60.0,,,,,,,,,,,,"1GR GORILLA GLUE AUTO Shishki ,Oplata BITCOIN -10% Skidka"
26,26,06-08-2020 01:14:02,Tbilisi,0dec0e1c48,1gr HYBRID o.g,True,31,нет,Тбилиси,1 гр,0.0042,3591,1367,120,49.0,,,,,,,,,,,,1gr HYBRID o.g
27,27,06-08-2020 01:14:02,Tbilisi,e56bb6ca93,1gr ☘NEW☘ Gorilla Cookies☘ (КЛАДИ НА МАГНИТАХ),True,7,нет,Тбилиси,1 гр,0.0049,4177,1590,139,57.0,,,,,,,,,,,,1gr ☘NEW☘ Gorilla Cookies☘ (KLADI NA MAGNITAH)
28,28,06-08-2020 01:14:02,Tbilisi,e56bb6ca93,1гр Топ класс HYBRID шишки. 50% sativa 50% indica (КЛАДИ НА МАГНИТАХ),True,6,нет,Тбилиси,1 гр,0.0042,3591,1367,120,49.0,,,,,,,,,,,,1gr Top klass HYBRID shishki. 50% sativa 50% indica (KLADI NA MAGNITAH)
29,29,06-08-2020 01:14:02,Tbilisi,f25c0d6c5c,Auto Amnesia Haze 1 gr,True,15,нет,Тбилиси,1 гр,0.0034,3000,1380,100,,,,,,,,,,,,,Auto Amnesia Haze 1 gr
30,30,06-08-2020 01:14:02,Tbilisi,3c9bc6f8e9,"Gorilla Breath - photoperiod, feminised 1 гр",True,7,нет,Тбилиси,1 гр,0.0043,4030,1535,134,55.0,,,True,,,,,,,,,"Gorilla Breath - photoperiod, feminised 1 gr"
31,31,06-08-2020 01:14:02,Tbilisi,ba95863126,Hybrid Ana-sha 1G.,True,2,нет,Тбилиси,1 гр,0.0032,3005,1144,100,41.0,,,,,,,,,,,,Hybrid Ana-sha 1G.
32,32,06-08-2020 01:14:02,Tbilisi,ae784bef73,NEW ! Super Critical ! NEW ! HQ BUDS ! 1G,True,4,нет,Тбилиси,1 гр,0.0049,4250,1618,141,58.0,,,,,,,,,,,,NEW ! Super Critical ! NEW ! HQ BUDS ! 1G
33,33,06-08-2020 01:14:02,Tbilisi,ae784bef73,NEW * Green Gelato * NEW * BUDS ! 1G VHQ,True,5,нет,Тбилиси,1 гр,0.0054,4617,1758,154,63.0,,,,True,,,,,,,,NEW * Green Gelato * NEW * BUDS ! 1G VHQ
34,34,06-08-2020 01:14:02,Tbilisi,ae784bef73,NEW * Royal Moby * NEW ! HQ BUDS 1G,True,5,нет,Тбилиси,1 гр,0.005,4324,1646,144,59.0,,,,,,,,,,,,NEW * Royal Moby * NEW ! HQ BUDS 1G
35,35,06-08-2020 01:14:02,Tbilisi,7918572a66,TYson Budds 1G Скидка 5%,True,4,нет,Тбилиси,1 гр,0.0036,3224,1228,107,44.0,,,,,,,,,,,,TYson Budds 1G Skidka 5%
36,36,06-08-2020 01:15:16,Tbilisi,ccc85b93d8,VHQ Hybrid MJ Buds 1G,True,1,нет,Тбилиси,1 гр,0.0042,3664,1395,122,50.0,,,,,,,,,,,,VHQ Hybrid MJ Buds 1G
37,37,06-08-2020 01:15:16,Tbilisi,67187efef3,АКЦИЯ! 1g hindu kish best buds BTC 5% sale,True,4,нет,Тбилиси,1 гр,0.0033,2931,1116,98,40.0,,,,,,,,,,,,AKTsIJa! 1g hindu kish best buds BTC 5% sale
38,38,06-08-2020 01:15:16,Tbilisi,22610cd7c4,🎇SUPER SKITKA🎇Amsterdam weed sativa 1гр,True,10,нет,Тбилиси,1 гр,0.0031,2638,1004,88,36.0,,,,,,,,,,,,🎇SUPER SKITKA🎇Amsterdam weed sativa 1gr
39,39,06-08-2020 01:15:16,Tbilisi,89f7212915,2 G Hybrid Marijuana Buds,True,2,нет,Тбилиси,2 гр,0.0092,7988,3041,266,109.0,,,,,,,,,,,,2 G Hybrid Marijuana Buds
40,40,06-08-2020 01:15:16,Tbilisi,7c395c455d,2 marijuana BUDS northen lights 24% THC ШИШКИ!!!,True,1,нет,Тбилиси,2 гр,0.0102,8794,3348,293,120.0,,,,,,,,,,,,2 marijuana BUDS northen lights 24% THC ShIShKI!!!
41,41,06-08-2020 01:15:16,Tbilisi,21de5577be,2.0 gr. Magic Kush IMPORT (INDICA),,1,нет,Тбилиси,2 гр,0.0084,7255,2762,242,99.0,True,,,,,,,,,,,2.0 gr. Magic Kush IMPORT (INDICA)
42,42,06-08-2020 01:15:16,Tbilisi,0dec0e1c48,2gr HYBRID buds,True,3,нет,Тбилиси,2 гр,0.0075,6449,2455,215,88.0,,,,,,,,,,,,2gr HYBRID buds
43,43,06-08-2020 01:15:16,Tbilisi,bb1791277e,2gr LSD-25 marijuana BUDS thc 22% шишки топ!!! при пакупке бтк скидка 1%,True,1,нет,Тбилиси,2 гр,0.0102,8794,3348,293,120.0,,,,,,,,,,,,2gr LSD-25 marijuana BUDS thc 22% shishki top!!! pri pakupke btk skidka 1%
44,44,06-08-2020 01:15:16,Tbilisi,e56bb6ca93,2gr ☘NEW☘ Gorilla Cookies☘ (КЛАДИ НА МАГНИТАХ),,3,нет,Тбилиси,2 гр,0.0085,7255,2762,242,99.0,,,,,True,,,,,,,2gr ☘NEW☘ Gorilla Cookies☘ (KLADI NA MAGNITAH)
45,45,06-08-2020 01:15:16,Tbilisi,3c9bc6f8e9,"Hindu Kush (photoperiod, regular) 2гр",True,4,нет,Тбилиси,2 гр,0.0085,8061,3069,268,110.0,,,,,True,,,,,,,"Hindu Kush (photoperiod, regular) 2gr"
46,46,06-08-2020 01:15:16,Tbilisi,366326d4d6,NEW !!! 2G OG KusH !!! NEW,True,4,нет,Тбилиси,2 гр,0.0085,7255,2762,242,99.0,,,,,,,,,,,,NEW !!! 2G OG KusH !!! NEW
47,47,06-08-2020 01:15:16,Tbilisi,366326d4d6,NEW !!! 2G White Widow !!! NEW,True,3,нет,Тбилиси,2 гр,0.0085,7255,2762,242,99.0,,,,,,,,,,,,NEW !!! 2G White Widow !!! NEW
48,48,06-08-2020 01:15:16,Tbilisi,7918572a66,TYson Budds 2G Скидка 5%,True,2,нет,Тбилиси,2 гр,0.0062,5862,2232,195,80.0,,,,,,,,,,,,TYson Budds 2G Skidka 5%
49,49,06-08-2020 01:15:16,Tbilisi,64284550d9,3G ---> Big Devil (BTC - Sale),,1,нет,Тбилиси,3 гр,0.0119,10259,3906,342,140.0,True,,,,,,,,,,,3G ---> Big Devil (BTC - Sale)
50,50,06-08-2020 01:15:16,Tbilisi,7f1273da70,Northern Lights Regular [budsonly] 3gramm,True,4,нет,Тбилиси,3 гр,0.0069,6595,2511,220,90.0,,,,,,,,,,,,Northern Lights Regular [budsonly] 3gramm
51,51,06-08-2020 01:15:16,Tbilisi,97d5fcd29b,Suboxene 4mg,,1,нет,Тбилиси,4 гр,0.0045,4030,1535,134,55.0,True,,,,,,,,,,,Suboxene 4mg
52,52,06-08-2020 01:15:16,Tbilisi,366326d4d6,!!!NEW!!! 5G Critical KusH !!!NEW!!!,True,5,нет,Тбилиси,5 гр,0.0136,11652,4436,388,159.0,,,,,,,,,,,,!!!NEW!!! 5G Critical KusH !!!NEW!!!
53,53,06-08-2020 01:15:16,Tbilisi,366326d4d6,!!!NEW!!! 5G Jack Herer !!!NEW!!!,True,9,нет,Тбилиси,5 гр,0.0136,11652,4436,388,159.0,,,,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
54,54,06-08-2020 01:15:16,Tbilisi,3c9bc6f8e9,"Hindu Kush (photoperiod, regular) 5гр",True,2,нет,Тбилиси,5 гр,0.0185,17587,6696,585,240.0,,,,,,True,,,,,,"Hindu Kush (photoperiod, regular) 5gr"
55,55,06-08-2020 01:15:16,Tbilisi,c47f675e02,LSD-25 шишки 10gram,True,1,нет,Тбилиси,10 гр,0.0301,27114,10323,903,370.0,,,,,,,,,,,,LSD-25 shishki 10gram
56,56,06-08-2020 01:15:16,Tbilisi,54915c4374,марки н-боом 3 шт.,True,нет,46,Тбилиси,3 гр,0.0042,3591,1367,120,49.0,,,,,,,,,,,,marki n-boom 3 sht.
57,57,06-08-2020 01:15:16,Tbilisi,89f7212915,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,нет,10,Тбилиси,5 гр,0.0212,18320,6975,610,250.0,,,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
58,58,06-08-2020 01:15:16,Tbilisi,bb1791277e,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,6,Тбилиси,5 гр,0.0229,19786,7533,659,270.0,,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
59,59,06-08-2020 01:15:16,Tbilisi,cb721d4bca,5 gr top buds white widow wишки THC 25% VHQ,True,нет,6,Тбилиси,5 гр,0.0233,20152,7673,671,275.0,,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
60,60,06-08-2020 01:15:16,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,3,Тбилиси,5 гр,0.0204,17587,6696,585,240.0,,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
61,61,06-08-2020 01:15:16,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,6,Тбилиси,5 гр,0.0238,20519,7812,683,280.0,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
62,62,06-08-2020 01:15:16,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0229,19786,7533,659,270.0,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
63,63,06-08-2020 01:15:16,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0169,16048,6110,534,219.0,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
64,64,06-08-2020 01:15:16,Tbilisi,3c9bc6f8e9,"Gorilla Breath - photoperiod, feminised 5гр",True,нет,2,Тбилиси,5 гр,0.0185,17587,6696,585,240.0,,,,,,,,,,,,"Gorilla Breath - photoperiod, feminised 5gr"
65,65,06-08-2020 01:15:16,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,3,Тбилиси,5 гр,0.0229,19786,7533,659,270.0,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
66,66,06-08-2020 01:15:16,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2,190000,87429,6311,,,,,,,,,,,,,reagent 25i nbome. 5gr
67,67,06-08-2020 01:15:16,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2314,219842,83700,7318,3000.0,,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
68,68,06-08-2020 01:15:16,Tbilisi,cb721d4bca,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0467,40304,15345,1342,550.0,,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
69,69,06-08-2020 01:15:16,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0594,51296,19530,1708,700.0,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
70,70,06-08-2020 01:15:16,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0356,30778,11718,1025,420.0,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
71,71,06-08-2020 01:16:31,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0679,58624,22320,1952,800.0,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
72,72,06-08-2020 01:16:31,Tbilisi,54915c4374,"Extazzy ""Gucci"" для стильных людей (10 грамм)",True,нет,2,Тбилиси,10 гр,0.0356,30778,11718,1025,420.0,,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (10 gramm)"
73,73,06-08-2020 01:16:31,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.1887,163049,62078,5428,2225.0,,,,,,,,,,,,Amfetamin [White] [Import] 10G
74,74,06-08-2020 01:16:31,Tbilisi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,True,нет,3,Тбилиси,11 гр,0.0395,33784,12874,1122,,,,,,,,,,390.0,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
75,75,06-08-2020 01:16:31,Tbilisi,3c9bc6f8e9,"Hindu Kush (photoperiod, regular) 15 гр",True,нет,1,Тбилиси,15 гр,0.0501,47632,18135,1586,650.0,,,,,,,,,,,,"Hindu Kush (photoperiod, regular) 15 gr"
76,76,06-08-2020 01:16:31,Tbilisi,f374062dcd,Сирец мощный Иран 50гр,True,нет,1,Тбилиси,50 гр,0.7698,693000,264080,23011,,,,,,,,,,8000.0,,,Sirets moschnyj Iran 50gr
77,77,06-08-2020 01:16:31,Tbilisi,cb721d4bca,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2036,175873,66960,5855,2400.0,,,,,,,,,,,,100 gr marijuana buds
78,78,06-08-2020 01:16:31,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2121,183202,69750,6099,2500.0,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
79,79,06-08-2020 01:16:31,Tbilisi,69672fee0d,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.5005,432356,164610,14392,5900.0,,,,,,,,,,,,180 gr marihuana persoalno
80,80,06-08-2020 01:16:31,Tbilisi,9610a68a0a,GABAGAMA 250 shtuk,,нет,4,Тбилиси,250 гр,0.0208,18000,8283,598,,,,True,,,,,,,,,GABAGAMA 250 shtuk
81,81,06-08-2020 01:16:31,Tbilisi,16be2c8499,500 шт. марки 25i nbome. готовый клад в Тбилиси.,,нет,2,Тбилиси,500 гр,0.0848,73281,27900,2439,1000.0,,,,True,,,,True,,,,500 sht. marki 25i nbome. gotovyj klad v Tbilisi.
82,82,06-08-2020 01:16:31,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.7211,622885,237150,20735,8500.0,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
83,83,06-08-2020 01:16:31,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0154,14656,5580,488,200.0,,,,,,,,,,,,KURYER..500RUB.+BONUS
84,84,06-08-2020 01:16:31,Tbilisi,e771f4c371,Работа курьер в Тбилиси 15 лари на клад толка марихуана,,1,нет,Тбилиси,1 гр,0.0212,18320,6975,610,250.0,True,,,,,,,,,,,Rabota kur'er v Tbilisi 15 lari na klad tolka marihuana
85,85,06-08-2020 01:16:31,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,1,нет,Тбилиси,1 гр,0.0212,18320,6975,610,250.0,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
86,86,06-08-2020 01:16:31,Tbilisi,f374062dcd,Курьер Фасовщик залог обязательно 600$ 5гр,True,1,нет,Тбилиси,5 гр,0.0463,43968,16740,1464,600.0,,,,,,,,,,,,Kur'er Fasovschik zalog objazatel'no 600$ 5gr
87,87,06-08-2020 01:16:31,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,1,Тбилиси,1 гр,0.017,14656,5580,488,200.0,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
88,88,06-08-2020 01:16:31,Tbilisi,54915c4374,Работа на марки (курьер),True,нет,2,Тбилиси,1 гр,0.0212,18320,6975,610,250.0,,,,,,,,,,,,Rabota na marki (kur'er)
89,89,06-08-2020 01:16:31,Tbilisi,52fe6d0af9,рик и морти ишит куриера зп от 2000 $ в месец залог 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$,True,нет,1,Тбилиси,5 гр,0.0424,36640,13950,1220,500.0,,,,,,,,,,,,rik i morti ishit kuriera zp ot 2000 $ v mesets zalog 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$
90,90,06-08-2020 01:16:31,Tbilisi,ccc85b93d8,HyperBoy Need Delivery Guy 5-20$ For Adrss PrePay 500$ | работат куриерам ЗП 5-20$ за адресс залог 500$,True,нет,1,Тбилиси,10 гр,0.0424,36640,13950,1220,500.0,,,,,,,,,,,,HyperBoy Need Delivery Guy 5-20$ For Adrss PrePay 500$ | rabotat kurieram ZP 5-20$ za adress zalog 500$
91,91,06-08-2020 01:16:31,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.284,1099209,418500,36591,15000.0,,,,,,,,,,,,Vakansija optovogo kur'era na mef
92,92,06-08-2020 01:16:31,Tbilisi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 20$ за клад, залог 250$",,нет,3,Тбилиси,1000 гр,0.0424,36640,13950,1220,500.0,,,,True,,True,True,,,,,"Vakansija rabota kur'erom na marki! Oplata ot 20$ za klad, zalog 250$"
93,93,06-08-2020 01:18:45,Batumi,3c4662c591,Hybrid Super Critical THC 28% Hydroponic 10G 100% Buds/Качественные шишки марихуаны,,1,нет,Батуми,10 гр,0.0339,29312,11160,976,400.0,,,,,,,,,,True,,Hybrid Super Critical THC 28% Hydroponic 10G 100% Buds/Kachestvennye shishki marihuany
94,94,06-08-2020 01:18:45,Batumi,d30ed85c42,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,1,4,Батуми,10 гр,0.0403,34563,13187,1148,,,,,,,,,,399.0,True,True,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
95,95,06-08-2020 01:18:45,Batumi,f8a875c191,METADON - 0.30 - SALE,,нет,3,Батуми,0.3 гр,0.0256,21984,8370,732,300.0,,,,,,,,,,,True,METADON - 0.30 - SALE
96,96,06-08-2020 01:18:45,Batumi,52fe6d0af9,VHQ Methadon 0.50G Imported Crystals,,нет,10,Батуми,0.5 гр,0.0521,45068,17159,1500,615.0,,,,,,,,,,,True,VHQ Methadon 0.50G Imported Crystals
97,97,06-08-2020 01:18:45,Batumi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,3,Батуми,11 гр,0.0394,33784,12890,1122,,,,,,,,,,390.0,,True,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
98,98,06-08-2020 01:18:45,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0192,18320,6975,610,250.0,,,,,,,,,,,True,Rabota kladmenom. Tol'ko shishki.
99,99,06-08-2020 01:18:45,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0192,18320,6975,610,250.0,,,,,,,,,,,True,Ischu kur'era v Gruzii!
100,100,06-08-2020 01:18:45,Batumi,3b3ba4f5a5,Курьер Батуми на марихуану,,нет,1,Батуми,1 гр,0.0169,14656,5580,488,200.0,,,,,,,,,,,True,Kur'er Batumi na marihuanu
101,101,06-08-2020 01:18:45,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.2811,1099209,418500,36591,15000.0,,,,,,,,,,,True,Vakansija optovogo kur'era na mef
