,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,€,Old Tbilisi (Старый город),Didube,Авлобари,Батуми,Центр,Кутаиси,desc_en
11,05-03-2020 00:10:04,Tbilisi,0WE,Khachapuri,3 gr mdma (скидка в биткоин 5%),True,2,нет,Тбилиси,3 гр,0.0291,18434,6945,622,,250,,,,,,,3 gr mdma (skidka v bitkoin 5%)
12,05-03-2020 00:10:04,Tbilisi,9VLN,AlienShop,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩,True,1,нет,Тбилиси,3 гр,0.0109,6542,2469,221,99,,,,,,,,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩
13,05-03-2020 00:10:04,Tbilisi,A3I9,Joookerrr,Божественный эйфорик!!! Марки нбоооом!!! 4 штуки,,1,нет,Тбилиси,4 гр,0.0059,3965,1496,134,60,,True,,,,,,Bozhestvennyj ejforik!!! Marki nboooom!!! 4 shtuki
14,05-03-2020 00:10:04,Tbilisi,C7LQ,Scandal,"5 Grm MDMA , Purity A +++",True,1,нет,Тбилиси,5 гр,0.0316,21145,7981,715,320,,,,,,,,"5 Grm MDMA , Purity A +++"
15,05-03-2020 00:10:04,Tbilisi,0WE,Khachapuri,5 gr mdma (скидка в биткоин 5%),True,2,нет,Тбилиси,5 гр,0.0466,29495,11112,995,,400,,,,,,,5 gr mdma (skidka v bitkoin 5%)
16,05-03-2020 00:10:04,Tbilisi,5LZ,ExtraShop,5шт Ecstazy 280мг MDMA (Gray Duracell),True,4,нет,Тбилиси,5 гр,0.0161,9912,3741,335,150,,,,,,,,5sht Ecstazy 280mg MDMA (Gray Duracell)
17,05-03-2020 00:10:04,Tbilisi,P5MBO,ToppoT,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,3,нет,Тбилиси,10 гр,0.0397,24119,9103,816,365,,,True,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
18,05-03-2020 00:10:04,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,1,нет,Тбилиси,10 гр,0.0098,6542,2469,221,99,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
19,05-03-2020 00:10:04,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0417,26431,9976,894,400,,,,,,,,gashish evro 10g
20,05-03-2020 00:10:04,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0811,51343,19378,1737,777,,,,,,,,Gashish Evro 20gr
21,05-03-2020 00:10:04,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.27 G (SALE),True,нет,4,Тбилиси,0.27 гр,0.0296,17841,6734,604,270,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G (SALE)
22,05-03-2020 00:10:04,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.35 G (SALE),True,нет,4,Тбилиси,0.35 гр,0.0329,19824,7482,671,300,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G (SALE)
23,05-03-2020 00:10:04,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1.1 G (SALE),True,нет,5,Тбилиси,1.1 гр,0.0714,42951,16211,1453,650,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE)
24,05-03-2020 00:10:05,Tbilisi,SF03,CRAZYFROG,2 гр Afghan Mazar-i-Sharif Hash топ товар !!! Оплата BITCOIN -10% Скидка,True,нет,4,Тбилиси,2 гр,0.0182,11035,4165,373,167,,,,,,,,2 gr Afghan Mazar-i-Sharif Hash top tovar !!! Oplata BITCOIN -10% Skidka
25,05-03-2020 00:10:05,Tbilisi,SF03,CRAZYFROG,"2gr ROYAL AFGHANI HASH FINEST QUALITY гашиш топ качество ,Оплата BITCOIN -10% Скидка",True,нет,2,Тбилиси,2 гр,0.018,12167,4584,410,,165,,,,,,,"2gr ROYAL AFGHANI HASH FINEST QUALITY gashish top kachestvo ,Oplata BITCOIN -10% Skidka"
26,05-03-2020 00:10:05,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2.0g BTC SALE 5% SALE!!! SALE!!! (ПОДЪЕЗД!!!),True,нет,1,Тбилиси,2 гр,0.0386,23458,8854,794,355,,,,,,,,Columbia Cocaine VHQ 2.0g BTC SALE 5% SALE!!! SALE!!! (POD'EZD!!!)
27,05-03-2020 00:10:05,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,4,Тбилиси,3 гр,0.0648,38986,14715,1319,590,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
28,05-03-2020 00:10:05,Tbilisi,9VLN,AlienShop,🍃💩💩3g. New! Gorilla Glue Premium Hush💩💩🍃,True,нет,1,Тбилиси,3 гр,0.0187,12489,4714,422,189,,,,,,,,🍃💩💩3g. New! Gorilla Glue Premium Hush💩💩🍃
29,05-03-2020 00:10:05,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0435,26431,9976,894,400,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
30,05-03-2020 00:10:05,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0598,36343,13717,1229,550,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
31,05-03-2020 00:10:05,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,8,Тбилиси,5 гр,0.0261,15859,5986,536,240,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
32,05-03-2020 00:10:05,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.0272,16520,6235,559,250,,,,,,,,5 gr Shishki “OG KUSH VHQ”
33,05-03-2020 00:10:05,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0272,16520,6235,559,250,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
34,05-03-2020 00:10:05,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0272,16520,6235,559,250,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
35,05-03-2020 00:10:49,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,2,Тбилиси,5 гр,0.0216,13150,4963,445,199,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
36,05-03-2020 00:10:49,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,4,Тбилиси,5 гр,0.0272,16520,6235,559,250,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
37,05-03-2020 00:10:49,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0216,14471,5462,490,219,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
38,05-03-2020 00:10:49,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.0329,19824,7482,671,300,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
39,05-03-2020 00:10:49,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 5g BTC SALE 5%(ПОДЪЕЗД!!!),True,нет,2,Тбилиси,5 гр,0.0429,26101,9851,883,395,,,,,,,,MDMA from Europe!!! 5g BTC SALE 5%(POD'EZD!!!)
40,05-03-2020 00:10:49,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.0272,16520,6235,559,250,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
41,05-03-2020 00:10:49,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,16,Тбилиси,5 гр,0.0198,13216,4988,447,200,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
42,05-03-2020 00:10:49,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2842,190000,87429,6398,,,,,,,,,reagent 25i nbome. 5gr
43,05-03-2020 00:10:49,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2965,198235,74820,6706,3000,,True,,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
44,05-03-2020 00:10:49,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,3,Тбилиси,5 гр,0.0943,56761,21423,1920,859,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
45,05-03-2020 00:10:49,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,4,Тбилиси,5 гр,0.0203,12225,4614,414,185,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
46,05-03-2020 00:10:49,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0537,32312,12196,1093,489,,,,,,,,💘✨5g. MDMA ✨💘
47,05-03-2020 00:10:49,Tbilisi,9VLN,AlienShop,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,5,Тбилиси,5 гр,0.0361,21740,8205,735,329,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
48,05-03-2020 00:10:49,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,3,Тбилиси,5 гр,0.0198,11894,4489,402,180,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
49,05-03-2020 00:10:49,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0978,59471,22446,2012,900,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
50,05-03-2020 00:10:49,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.0761,46255,17458,1565,700,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
51,05-03-2020 00:10:49,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0434,26365,9951,892,399,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
52,05-03-2020 00:10:49,Tbilisi,NVOG,ProperMgzn,10x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,10 гр,0.0384,23127,8729,782,350,,,,,,,,10x Extasy Duracell 223mg MDMA.
53,05-03-2020 00:10:49,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.087,52863,19952,1788,800,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
54,05-03-2020 00:10:49,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2419,147024,55492,4974,2225,,,,,,,,Amfetamin [White] [Import] 10G
55,05-03-2020 00:10:49,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,10,Тбилиси,10 гр,0.1591,95748,36138,3239,1449,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
56,05-03-2020 00:10:49,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0405,24383,9203,825,369,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
57,05-03-2020 00:10:49,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,4,Тбилиси,10 гр,0.0328,19757,7457,668,299,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
58,05-03-2020 00:10:49,Tbilisi,NVOG,ProperMgzn,20x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,20 гр,0.0769,46255,17458,1565,700,,,,,,,,20x Extasy Duracell 223mg MDMA.
59,05-03-2020 00:10:49,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0658,39581,14939,1339,599,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
60,05-03-2020 00:10:49,Tbilisi,ABOAB,ProGrow,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.073,46255,17458,1565,700,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
61,05-03-2020 00:10:49,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1186,79294,29928,2682,1200,,,,,,,,50 gr 23% THC Amnesia Haze top quality
62,05-03-2020 00:10:49,Tbilisi,ABOAB,ProGrow,50G -- HYBRID-> Скидка 5% за BTC,True,нет,1,Тбилиси,50 гр,0.1042,66012,24915,2233,999,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
63,05-03-2020 00:10:49,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2174,132157,49880,4471,2000,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
64,05-03-2020 00:10:49,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.2196,132157,49880,4471,2000,,,,,,,,SUBOXIN - HQ - 100 G.
65,05-03-2020 00:10:49,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2718,165196,62350,5588,2500,,,,,,,,Marihuana [Shishki] [Gali] 100G
66,05-03-2020 00:10:49,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.1647,99118,37410,3353,1500,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
67,05-03-2020 00:10:49,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.5001,303961,114724,10282,4600,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
68,05-03-2020 00:10:49,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.8153,495588,187050,16765,7500,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
69,05-03-2020 00:10:49,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.924,561666,211990,19000,8500,,,,,,,,10000sht marki 25i-nbome. predoplata
70,05-03-2020 00:11:39,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0199,13216,4988,447,200,,,,,,,,KURYER..500RUB.+BONUS
71,05-03-2020 00:11:39,Tbilisi,3TGJ9,Elegant,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.0199,13216,4988,447,200,,,,,,,,Trebuetsja Kur'er
72,05-03-2020 00:11:39,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0218,13216,4988,447,200,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
73,05-03-2020 00:11:39,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0273,16520,6235,559,250,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
74,05-03-2020 00:11:39,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.6524,991176,374100,33530,15000,,,,,,,,Vakansija optovogo kur'era na mef
75,05-03-2020 00:13:18,Batumi,9VVG,ToWeedShop,Skunk! 50 gr.,,1,нет,Батуми,50 гр,0.1638,99118,37410,3353,1500,,,,,True,,,Skunk! 50 gr.
76,05-03-2020 00:13:18,Batumi,XH0NP,XX-PABLO-XX,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE ),,нет,5,Батуми,0.27 гр,0.0298,17841,6734,604,270,,,,,True,,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE )
77,05-03-2020 00:13:18,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,17,Батуми,5 гр,0.0199,13216,4988,447,200,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
78,05-03-2020 00:13:18,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2205,132157,49880,4471,2000,,,,,True,,,SUBOXIN - HQ - 100 G.
79,05-03-2020 00:13:18,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.1654,99118,37410,3353,1500,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
80,05-03-2020 00:13:18,Batumi,O9SXJ,Parnavaz,"Ищу курьера (кладчик, кладмен)",,1,нет,Батуми,1 гр,0.011,6608,2494,224,100,,,,,True,,,"Ischu kur'era (kladchik, kladmen)"
81,05-03-2020 00:13:18,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.005,3304,1247,112,50,,,,,True,,,kur'er v Batumi
82,05-03-2020 00:13:18,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0248,16520,6235,559,250,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
83,05-03-2020 00:13:18,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0248,16520,6235,559,250,,,,,True,,,Ischu kur'era v Gruzii!
84,05-03-2020 00:13:18,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.6524,991176,374100,33530,15000,,,,,True,,,Vakansija optovogo kur'era na mef
85,05-03-2020 00:13:18,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0546,33039,12470,1118,500,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
86,05-03-2020 00:14:31,Kutaisi,O9SXJ,Parnavaz,"Шишки / Weed Afghan Kush, 3g",,1,3,Кутаиси,3 гр,0.0119,7136,2694,241,108,,,,,,,True,"Shishki / Weed Afghan Kush, 3g"
87,05-03-2020 00:14:31,Kutaisi,O9SXJ,Parnavaz,"Ищу курьера (кладчик, кладмен)",,1,нет,Кутаиси,1 гр,0.011,6608,2494,224,100,,,,,,,True,"Ischu kur'era (kladchik, kladmen)"
