,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Old Tbilisi (Старый город),Didube,€,Авлобари,Батуми,Центр,Кутаиси,desc_en
46,10-04-2020 05:28:36,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,8,Тбилиси,5 гр,0.0226,12683,4675,428,170,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
47,10-04-2020 05:28:36,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0265,14846,5473,501,199,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
48,10-04-2020 05:28:36,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0265,14846,5473,501,199,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
49,10-04-2020 05:28:36,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0265,16339,6023,551,219,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
50,10-04-2020 05:28:36,Tbilisi,Z5UFK,Vein,Cocaine Fishscale 5g,True,нет,1,Тбилиси,5 гр,0.1605,89899,33138,3032,1205,,,,,,,,,Cocaine Fishscale 5g
51,10-04-2020 05:28:36,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,7,Тбилиси,5 гр,0.0265,14846,5473,501,199,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
52,10-04-2020 05:28:36,Tbilisi,A3I9,Joookerrr,МДМА 5 гр!!!,True,нет,2,Тбилиси,5 гр,0.0461,28381,10518,958,,,,,350,,,,,MDMA 5 gr!!!
53,10-04-2020 05:28:36,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,12,Тбилиси,5 гр,0.0242,14921,5500,503,200,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
54,10-04-2020 05:28:36,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.3084,190000,87429,6411,,,,,,,,,,reagent 25i nbome. 5gr
55,10-04-2020 05:28:36,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3633,223815,82500,7548,3000,,True,,,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
56,10-04-2020 05:28:36,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,2,Тбилиси,5 гр,0.1169,64832,23898,2186,869,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
57,10-04-2020 05:28:36,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,5,Тбилиси,5 гр,0.0256,14175,5225,478,190,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
58,10-04-2020 05:28:36,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0658,36482,13448,1230,489,,,,,,,,,💘✨5g. MDMA ✨💘
59,10-04-2020 05:28:36,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,1,5,Тбилиси,5 гр,0.0254,14100,5198,476,189,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
60,10-04-2020 05:28:36,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1199,67145,24750,2264,900,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
61,10-04-2020 05:28:36,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,3,Тбилиси,10 гр,0.0932,52224,19250,1761,700,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
62,10-04-2020 05:28:36,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0426,23874,8800,805,320,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
63,10-04-2020 05:28:36,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.1066,59684,22000,2013,800,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
64,10-04-2020 05:28:36,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2964,165996,61188,5598,2225,,,,,,,,,Amfetamin [White] [Import] 10G
65,10-04-2020 05:29:07,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,8,Тбилиси,10 гр,0.195,108103,39848,3646,1449,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
66,10-04-2020 05:29:07,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0496,27529,10148,928,369,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
67,10-04-2020 05:29:07,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,1,Тбилиси,10 гр,0.0402,22307,8223,752,299,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
68,10-04-2020 05:29:07,Tbilisi,8B31,GEOWEEDSHOP,20 gr Indica marijuana buds (hight quality),True,нет,7,Тбилиси,20 гр,0.054,30215,11138,1019,405,True,,,,,,,,20 gr Indica marijuana buds (hight quality)
69,10-04-2020 05:29:07,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0806,44688,16473,1507,599,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
70,10-04-2020 05:29:07,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1465,82066,30250,2768,1100,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
71,10-04-2020 05:29:07,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.3197,179052,66000,6038,2400,,,,,,,,,100 gr marijuana buds
72,10-04-2020 05:29:07,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2664,149210,55000,5032,2000,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
73,10-04-2020 05:29:07,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,True,1,1,Тбилиси,100 гр,0.2691,149210,55000,5032,2000,,,,,,,,,SUBOXIN - HQ - 100 G.
74,10-04-2020 05:29:07,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.333,186513,68750,6290,2500,,,,,,,,,Marihuana [Shishki] [Gali] 100G
75,10-04-2020 05:29:07,Tbilisi,8B31,GEOWEEDSHOP,200gr Georgian indica dominant buds. WHOLESALE PRICE!,True,нет,2,Тбилиси,200 гр,0.4196,235006,86625,7925,3150,,,,,,,,,200gr Georgian indica dominant buds. WHOLESALE PRICE!
76,10-04-2020 05:29:07,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.6128,343183,126500,11574,4600,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
77,10-04-2020 05:29:07,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.9991,559538,206250,18870,7500,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
78,10-04-2020 05:29:07,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,1.1323,634143,233750,21386,8500,,,,,,,,,10000sht marki 25i-nbome. predoplata
79,10-04-2020 05:29:07,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0242,14921,5500,503,200,,,,,,,,,KURYER..500RUB.+BONUS
80,10-04-2020 05:29:07,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0266,14921,5500,503,200,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
81,10-04-2020 05:29:07,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0333,18651,6875,629,250,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
82,10-04-2020 05:29:07,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,2.0164,1119075,412500,37740,15000,,,,,,,,,Vakansija optovogo kur'era na mef
83,10-04-2020 05:30:18,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2931,164131,60500,5535,2200,,,,,,True,,,[100g] SPAIN HASH
84,10-04-2020 05:30:18,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,12,Батуми,5 гр,0.0242,14921,5500,503,200,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
85,10-04-2020 05:30:18,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2691,149210,55000,5032,2000,,,,,,True,,,SUBOXIN - HQ - 100 G.
86,10-04-2020 05:30:18,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0121,7461,2750,252,100,,,,,,True,,,kur'er v Batumi
87,10-04-2020 05:30:18,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0303,18651,6875,629,250,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
88,10-04-2020 05:30:18,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Батуми,5 гр,0.003,1865,688,63,25,,,,,,True,,,Rabota na marki (kur'er)
89,10-04-2020 05:30:18,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0303,18651,6875,629,250,,,,,,True,,,Ischu kur'era v Gruzii!
90,10-04-2020 05:30:18,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.0164,1119075,412500,37740,15000,,,,,,True,,,Vakansija optovogo kur'era na mef
91,10-04-2020 05:30:18,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0666,37303,13750,1258,500,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
92,10-04-2020 05:31:35,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 1g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,1,нет,Кутаиси,1 гр,0.0252,14250,5253,481,191,,,,,,,,True,Columbia Cocaine VHQ 1g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
93,10-04-2020 05:31:35,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,3,нет,Кутаиси,1.5 гр,0.0191,10818,3988,365,145,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
94,10-04-2020 05:31:35,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,10,нет,Кутаиси,2 гр,0.0481,27231,10038,918,365,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
95,10-04-2020 05:31:35,Kutaisi,EIH4,San4oPan4o,ГАШИШ твердый!!! Hash!!!! 2.0 g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,2,нет,Кутаиси,2 гр,0.0178,10072,3713,340,135,,,,,,,,True,GAShISh tverdyj!!! Hash!!!! 2.0 g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
96,10-04-2020 05:31:35,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,10,нет,Кутаиси,3 гр,0.0363,20516,7563,692,275,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
