,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Old Tbilisi (Старый город),€,Didube,Авлобари,Батуми,Центр,Кутаиси,desc_en
31,31,09-03-2020 07:39:24,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.0671,39835,14827,1321,590.0,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
32,32,09-03-2020 07:39:24,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0451,27007,10052,896,400.0,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
33,33,09-03-2020 07:39:24,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.062,37135,13822,1232,550.0,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
34,34,09-03-2020 07:39:24,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,10,Тбилиси,5 гр,0.0176,10533,3920,349,156.0,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
35,35,09-03-2020 07:39:50,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.0224,13436,5001,446,199.0,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
36,36,09-03-2020 07:39:50,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.018000000000000002,10803,4021,358,160.0,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
37,37,09-03-2020 07:39:50,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0224,13436,5001,446,199.0,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
38,38,09-03-2020 07:39:50,Tbilisi,cb721d4bca,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,2,Тбилиси,5 гр,0.0224,13436,5001,446,199.0,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
39,39,09-03-2020 07:39:50,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,9,Тбилиси,5 гр,0.0163,9790,3644,325,145.0,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
40,40,09-03-2020 07:39:50,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0224,14786,5503,490,219.0,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
41,41,09-03-2020 07:39:50,Tbilisi,f8a875c191,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.0228,13504,5026,448,200.0,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
42,42,09-03-2020 07:39:50,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.0169,10128,3770,336,150.0,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
43,43,09-03-2020 07:39:50,Tbilisi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),True,нет,15,Тбилиси,5 гр,0.0205,13504,5026,448,200.0,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
44,44,09-03-2020 07:39:50,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2882,190000,87429,6311,,,,,,,,,,reagent 25i nbome. 5gr
45,45,09-03-2020 07:39:50,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3072,202553,75390,6719,3000.0,,True,,,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
46,46,09-03-2020 07:39:50,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,3,Тбилиси,5 гр,0.0977,57998,21587,1924,859.0,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
47,47,09-03-2020 07:39:50,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,3,Тбилиси,5 гр,0.0211,12491,4649,414,185.0,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
48,48,09-03-2020 07:39:50,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0556,33016,12289,1095,489.0,,,,,,,,,💘✨5g. MDMA ✨💘
49,49,09-03-2020 07:39:50,Tbilisi,dd631c4acf,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,5,Тбилиси,5 гр,0.0374,22213,8268,737,329.0,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
50,50,09-03-2020 07:39:50,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,3,Тбилиси,5 гр,0.0205,12153,4523,403,180.0,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
51,51,09-03-2020 07:39:50,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1014,60766,22617,2016,900.0,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
52,52,09-03-2020 07:39:50,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.0789,47262,17591,1568,700.0,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
53,53,09-03-2020 07:39:50,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.045,26939,10027,894,399.0,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
54,54,09-03-2020 07:39:50,Tbilisi,c9a56b2b4a,10x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,10 гр,0.0398,23631,8796,784,350.0,,,,,,,,,10x Extasy Duracell 223mg MDMA.
55,55,09-03-2020 07:39:50,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0901,54014,20104,1792,800.0,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
56,56,09-03-2020 07:39:50,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2507,150226,55914,4983,2225.0,,,,,,,,,Amfetamin [White] [Import] 10G
57,57,09-03-2020 07:39:50,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,9,Тбилиси,10 гр,0.1649,97833,36413,3245,1449.0,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
58,58,09-03-2020 07:39:50,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.042,24914,9273,826,369.0,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
59,59,09-03-2020 07:39:50,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,4,Тбилиси,10 гр,0.034,20188,7514,670,299.0,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
60,60,09-03-2020 07:39:50,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0682,40443,15053,1342,599.0,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
61,61,09-03-2020 07:39:50,Tbilisi,64284550d9,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0757,47262,17591,1568,700.0,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
62,62,09-03-2020 07:39:50,Tbilisi,be97026d1d,MDMA from Europe!!! 30g,True,нет,1,Тбилиси,30 гр,0.2704,162042,60312,5375,2400.0,,,,,,,,,MDMA from Europe!!! 30g
63,63,09-03-2020 07:39:50,Tbilisi,61bec147f3,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1229,81021,30156,2688,1200.0,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
64,64,09-03-2020 07:39:50,Tbilisi,64284550d9,50G -- HYBRID-> Скидка 5% за BTC,True,нет,1,Тбилиси,50 гр,0.10800000000000001,67450,25105,2237,999.0,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
65,65,09-03-2020 07:39:50,Tbilisi,be97026d1d,Columbia Cocaine VHQ 50g,True,нет,1,Тбилиси,50 гр,0.8449,506381,188475,16797,7500.0,,,,,,,,,Columbia Cocaine VHQ 50g
66,66,09-03-2020 07:39:50,Tbilisi,be97026d1d,MDMA from Europe!!! 50g,True,нет,1,Тбилиси,50 гр,0.4506,270070,100520,8958,4000.0,,,,,,,,,MDMA from Europe!!! 50g
67,67,09-03-2020 07:39:50,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2253,135035,50260,4479,2000.0,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
68,68,09-03-2020 07:39:50,Tbilisi,f8a875c191,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.2276,135035,50260,4479,2000.0,,,,,,,,,SUBOXIN - HQ - 100 G.
69,69,09-03-2020 07:39:50,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2816,168794,62825,5599,2500.0,,,,,,,,,Marihuana [Shishki] [Gali] 100G
70,70,09-03-2020 07:40:33,Tbilisi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.1707,101276,37695,3359,1500.0,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
71,71,09-03-2020 07:40:33,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.5182,310581,115598,10302,4600.0,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
72,72,09-03-2020 07:40:33,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.8449,506381,188475,16797,7500.0,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
73,73,09-03-2020 07:40:33,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.9576,573899,213605,19037,8500.0,,,,,,,,,10000sht marki 25i-nbome. predoplata
74,74,09-03-2020 07:40:33,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0205,13504,5026,448,200.0,,,,,,,,,KURYER..500RUB.+BONUS
75,75,09-03-2020 07:40:33,Tbilisi,54915c4374,Работа на марки (курьер),True,1,нет,Тбилиси,10 гр,0.0154,10128,3770,336,150.0,,,,,,,,,Rabota na marki (kur'er)
76,76,09-03-2020 07:40:33,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0225,13504,5026,448,200.0,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
77,77,09-03-2020 07:40:33,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0282,16879,6283,560,250.0,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
78,78,09-03-2020 07:40:33,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.7052,1012763,376950,33594,15000.0,,,,,,,,,Vakansija optovogo kur'era na mef
79,79,09-03-2020 07:41:53,Batumi,c72111ac1a,NZT-52 limited 1 г мука,,22,нет,Батуми,1 гр,0.0205,13504,5026,448,200.0,,,,,,True,,,NZT-52 limited 1 g muka
80,80,09-03-2020 07:41:53,Batumi,3ee37c89bb,ORANGE PUNCH [1g],,3,нет,Батуми,1 гр,0.0068,4051,1508,134,60.0,,,,,,True,,,ORANGE PUNCH [1g]
81,81,09-03-2020 07:41:53,Batumi,c72111ac1a,NZT-52 limited 2г мука,,13,нет,Батуми,2 гр,0.0369,24306,9047,806,360.0,,,,,,True,,,NZT-52 limited 2g muka
82,82,09-03-2020 07:41:53,Batumi,3c4662c591,Super Critical HIGHEST QUALITY 2G,,3,нет,Батуми,2 гр,0.0113,6752,2513,224,100.0,,,,,,,True,,Super Critical HIGHEST QUALITY 2G
83,83,09-03-2020 07:41:53,Batumi,012f23b5ea,Power Africa 2.5 g,,2,нет,Батуми,2.5 гр,0.0108,7089,2639,235,105.0,,,,,,True,,,Power Africa 2.5 g
84,84,09-03-2020 07:41:53,Batumi,3c4662c591,Super Critical HIGHEST QUALITY 5G,,2,нет,Батуми,5 гр,0.0282,16879,6283,560,250.0,,,,,,,True,,Super Critical HIGHEST QUALITY 5G
85,85,09-03-2020 07:41:53,Batumi,30f48d507d,Skunk! 50 gr.,,1,нет,Батуми,50 гр,0.16899999999999998,101276,37695,3359,1500.0,,,,,,True,,,Skunk! 50 gr.
86,86,09-03-2020 07:41:53,Batumi,f8a875c191,Метадон - (KRISTAL) - VHQ - BATUMI - 0.27 G,,нет,5,Батуми,0.27 гр,0.0307,18230,6785,605,270.0,,,,,,True,,,Metadon - (KRISTAL) - VHQ - BATUMI - 0.27 G
87,87,09-03-2020 07:41:53,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,16,Батуми,5 гр,0.0205,13504,5026,448,200.0,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
88,88,09-03-2020 07:41:53,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2276,135035,50260,4479,2000.0,,,,,,True,,,SUBOXIN - HQ - 100 G.
89,89,09-03-2020 07:41:53,Batumi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.1707,101276,37695,3359,1500.0,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
90,90,09-03-2020 07:41:53,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0051,3376,1257,112,50.0,,,,,,True,,,kur'er v Batumi
91,91,09-03-2020 07:41:53,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0256,16879,6283,560,250.0,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
92,92,09-03-2020 07:41:53,Batumi,54915c4374,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0154,10128,3770,336,150.0,,,,,,True,,,Rabota na marki (kur'er)
93,93,09-03-2020 07:41:53,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0256,16879,6283,560,250.0,,,,,,True,,,Ischu kur'era v Gruzii!
94,94,09-03-2020 07:41:53,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.7052,1012763,376950,33594,15000.0,,,,,,True,,,Vakansija optovogo kur'era na mef
95,95,09-03-2020 07:41:53,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0563,33759,12565,1120,500.0,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
96,96,09-03-2020 07:43:10,Kutaisi,54915c4374,Работа на марки (курьер),,1,нет,Кутаиси,10 гр,0.0154,10128,3770,336,150.0,,,,,,,,True,Rabota na marki (kur'er)
