,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Varketili,Дигоми,€,Vake,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
15,20-02-2020 19:03:46,Tbilisi,UJP9,420Inc,THC Snow Buds Only 0.5 G (THC 23+%),True,1,нет,Тбилиси,0.5 гр,0.003,1912,735,66,30,,,,,,,,,,,THC Snow Buds Only 0.5 G (THC 23+%)
16,20-02-2020 19:03:46,Tbilisi,1IZXK,BadboysTbl,Метадон 0.6гр,True,1,нет,Тбилиси,0.6 гр,0.0275,19122,7353,661,300,,,,,,,,,,,Metadon 0.6gr
17,20-02-2020 19:03:46,Tbilisi,18FB,Mr.Green Tbilis,1 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,19,нет,Тбилиси,1 гр,0.0041,2868,1103,99,45,,,,,,,,,,,1 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
18,20-02-2020 19:03:46,Tbilisi,03F3,geoshop,1 gr mdma Кристаллы очен силни импорт с европи,True,6,нет,Тбилиси,1 гр,0.0121,7649,2941,264,120,,,,,,,,,,,1 gr mdma Kristally ochen silni import s evropi
19,20-02-2020 19:03:46,Tbilisi,BB6E,WEEDSH0P,1 gr сжатая марихуана EUPHORIA шишки low thc.,True,1,нет,Тбилиси,1 гр,0.0035,2231,858,77,35,,,,,,,,,,,1 gr szhataja marihuana EUPHORIA shishki low thc.
20,20-02-2020 19:03:46,Tbilisi,7R3WM,RastaShop,1 gr. LSD Fem (Hibrid>>INDICA) IMPORT (IRAN),,14,нет,Тбилиси,1 гр,0.0045,2868,1103,99,45,True,True,True,,,,,,,,1 gr. LSD Fem (Hibrid>>INDICA) IMPORT (IRAN)
21,20-02-2020 19:03:46,Tbilisi,SF03,CRAZYFROG,"1 mdma very strong best quality , import califronia , лучши мдма на саите",True,7,нет,Тбилиси,1 гр,0.0131,8286,3186,287,130,,,,,,,,,,,"1 mdma very strong best quality , import califronia , luchshi mdma na saite"
22,20-02-2020 19:03:46,Tbilisi,SF03,CRAZYFROG,1 гр Afghan Mazar-i-Sharif Hash топ товар !!! . Оплата BITCOIN -10% Скидка,True,5,нет,Тбилиси,1 гр,0.0086,5418,2083,187,85,,,,,,,,,,,1 gr Afghan Mazar-i-Sharif Hash top tovar !!! . Oplata BITCOIN -10% Skidka
23,20-02-2020 19:03:46,Tbilisi,ABOAB,ProGrow,1G -- AK-47 -> Sativa,True,15,нет,Тбилиси,1 гр,0.0037,2358,907,82,37,True,,,,,,,,,,1G -- AK-47 -> Sativa
24,20-02-2020 19:03:46,Tbilisi,OX85,amnesia420,1g AFGHANI Indica THC 18% / BTC -10% sale,True,2,нет,Тбилиси,1 гр,0.0036,2486,956,86,39,,,,,,,,,,,1g AFGHANI Indica THC 18% / BTC -10% sale
25,20-02-2020 19:03:46,Tbilisi,OX85,amnesia420,1g BLUE CHEESE Indica THC 18% / BTC -10% sale,True,1,нет,Тбилиси,1 гр,0.0036,2486,956,86,39,,,,,,,,,,,1g BLUE CHEESE Indica THC 18% / BTC -10% sale
26,20-02-2020 19:03:46,Tbilisi,LYHBG,Playboy,1g MDMA - !!!NEW!!! - Purity 93%,True,8,нет,Тбилиси,1 гр,0.0111,6948,2672,240,109,,,,,,,,,,,1g MDMA - !!!NEW!!! - Purity 93%
27,20-02-2020 19:03:46,Tbilisi,OX85,amnesia420,1g NORTHERN LIGHTS Indica THC 20% / BTC -10% sale,True,2,нет,Тбилиси,1 гр,0.0036,2486,956,86,39,,,,,,,,,,,1g NORTHERN LIGHTS Indica THC 20% / BTC -10% sale
28,20-02-2020 19:03:46,Tbilisi,03F3,geoshop,1gr bubble hash thc 25% гашиш вишего качество HQ,True,2,нет,Тбилиси,1 гр,0.0086,5418,2083,187,85,,,,,,,,,,,1gr bubble hash thc 25% gashish vishego kachestvo HQ
29,20-02-2020 19:03:46,Tbilisi,0WE,Khachapuri,1gr mdma (скидка в биткоин 5%),True,3,нет,Тбилиси,1 гр,0.0089,5846,2255,202,,,,,85,,,,,,,1gr mdma (skidka v bitkoin 5%)
30,20-02-2020 19:03:46,Tbilisi,LYHBG,Playboy,1gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,3,нет,Тбилиси,1 гр,0.0202,12621,4853,436,198,,,,,,,,,,,1gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
31,20-02-2020 19:04:47,Tbilisi,LYHBG,Playboy,1gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,3,нет,Тбилиси,1 гр,0.0201,12621,4853,436,198,,,,,,,,,,,1gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
32,20-02-2020 19:04:47,Tbilisi,5JG6,BenderMan,"Cocaine, 1g",True,7,нет,Тбилиси,1 гр,0.0224,14023,5392,485,220,,,,,,,,,,,"Cocaine, 1g"
33,20-02-2020 19:04:47,Tbilisi,X4ZM,ZYX,Gorilla Glue! 1G ! NEW !,True,1,нет,Тбилиси,1 гр,0.004,2550,980,88,40,,,,,,,,,,,Gorilla Glue! 1G ! NEW !
34,20-02-2020 19:04:47,Tbilisi,YOI,Hashland,HASH Mexicana 1 g SALE -10% for bitcoin.,True,8,нет,Тбилиси,1 гр,0.0064,4470,1724,155,,,,,65,,,,,,,HASH Mexicana 1 g SALE -10% for bitcoin.
35,20-02-2020 19:04:47,Tbilisi,5JG6,BenderMan,Ketamine 1g,True,2,нет,Тбилиси,1 гр,0.0102,6374,2451,220,100,,,,,,,,,,,Ketamine 1g
36,20-02-2020 19:04:47,Tbilisi,LYHBG,Playboy,Ketamine 1g.,True,9,нет,Тбилиси,1 гр,0.0091,5673,2181,196,89,,,,,,,,,,,Ketamine 1g.
37,20-02-2020 19:04:47,Tbilisi,P285,Trippyshop,NEW SALE Cocaine HQ 1 гр.,True,4,нет,Тбилиси,1 гр,0.0192,12047,4632,417,189,,,,,,,,,,,NEW SALE Cocaine HQ 1 gr.
38,20-02-2020 19:04:47,Tbilisi,UJP9,420Inc,THC Snow Buds Only 1G (THC 23+%),True,9,нет,Тбилиси,1 гр,0.0047,2996,1152,104,47,,,,,,,,,,,THC Snow Buds Only 1G (THC 23+%)
39,20-02-2020 19:04:47,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 1g.,True,4,нет,Тбилиси,1 гр,0.0192,12685,4877,439,199,,,,,,,,,,,VHQ BEST Cocaine 1g.
40,20-02-2020 19:04:47,Tbilisi,0WE,Khachapuri,cocaine 1g HQ / кокаин 1 гр (скидка в биткоин),True,2,нет,Тбилиси,1 гр,0.0164,10836,4167,375,170,,,,,,,,,,,cocaine 1g HQ / kokain 1 gr (skidka v bitkoin)
41,20-02-2020 19:04:47,Tbilisi,5LZ,ExtraShop,Кокаин HQ 1г.,True,1,нет,Тбилиси,1 гр,0.0188,12047,4632,417,189,,,,,,,,,,,Kokain HQ 1g.
42,20-02-2020 19:04:47,Tbilisi,5J3H,coketbs,Кокаин КОЛУМБИА 1g,,3,нет,Тбилиси,1 гр,0.018,11410,4387,395,179,,,,,True,,,,,,Kokain KOLUMBIA 1g
43,20-02-2020 19:04:47,Tbilisi,1IZXK,BadboysTbl,Метадон 1гр,True,2,нет,Тбилиси,1 гр,0.0412,28684,11030,992,450,,,,,,,,,,,Metadon 1gr
44,20-02-2020 19:04:47,Tbilisi,EYO96,ROCKSHOP,"Метадон, 1gr",True,3,нет,Тбилиси,1 гр,0.0403,25497,9804,882,400,,,,,,,,,,,"Metadon, 1gr"
45,20-02-2020 19:04:47,Tbilisi,18FB,Mr.Green Tbilis,2 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,4,нет,Тбилиси,2 гр,0.0078,5418,2083,187,85,,,,,,,,,,,2 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
46,20-02-2020 19:04:47,Tbilisi,0WE,Khachapuri,2 ecstasy 💊Tekashi69💊 260mg mdma (скидка в биктоин),True,1,нет,Тбилиси,2 гр,0.0073,4814,1857,167,,,,,70,,,,,,,2 ecstasy 💊Tekashi69💊 260mg mdma (skidka v biktoin)
47,20-02-2020 19:04:47,Tbilisi,7R3WM,RastaShop,2.0 gr. LSD Fem (Hibrid>>INDICA) IMPORT (IRAN),,4,нет,Тбилиси,2 гр,0.0083,5227,2010,181,82,True,,True,,,,,,,,2.0 gr. LSD Fem (Hibrid>>INDICA) IMPORT (IRAN)
48,20-02-2020 19:04:47,Tbilisi,ABOAB,ProGrow,2G -- AK-47 -> Sativa,True,12,нет,Тбилиси,2 гр,0.007,4526,1740,156,71,True,,,,,,,,,,2G -- AK-47 -> Sativa
49,20-02-2020 19:04:47,Tbilisi,LYHBG,Playboy,2LSD ---- LSD ALBERT HOFFMAN 200ug,True,5,нет,Тбилиси,2 гр,0.008,5036,1936,174,79,,,,,,,,,,,2LSD ---- LSD ALBERT HOFFMAN 200ug
50,20-02-2020 19:04:47,Tbilisi,SF03,CRAZYFROG,"2gr mexica sativa марихуана шишки ,Оплата BITCOIN -10% Скидка.",True,6,нет,Тбилиси,2 гр,0.0071,4462,1716,154,70,,,,,,,,,,,"2gr mexica sativa marihuana shishki ,Oplata BITCOIN -10% Skidka."
51,20-02-2020 19:04:47,Tbilisi,LYHBG,Playboy,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,5,нет,Тбилиси,2 гр,0.0366,22947,8824,793,360,,,,,,,,,,,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
52,20-02-2020 19:04:47,Tbilisi,P285,Trippyshop,Cocaine HQ Высокое качество 2020 SALE 2гр.,True,3,нет,Тбилиси,2 гр,0.0376,23584,9069,815,370,,,,,,,,,,,Cocaine HQ Vysokoe kachestvo 2020 SALE 2gr.
53,20-02-2020 19:04:47,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2.0g BTC SALE 5%,True,1,нет,Тбилиси,2 гр,0.035,22628,8701,782,355,,,,,,,,,,,Columbia Cocaine VHQ 2.0g BTC SALE 5%
54,20-02-2020 19:04:47,Tbilisi,V4QM9,PotHero420,"Godfather OG - (Only Buds, IMPORT) Шишки(всегда подъезд) 2G (BTC sale 10%)",,1,нет,Тбилиси,2 гр,0.0081,5609,2157,194,88,True,,,,,,,,,,"Godfather OG - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 2G (BTC sale 10%)"
55,20-02-2020 19:04:47,Tbilisi,Z9UT,Rainbow,KALI MIST 2G,,3,нет,Тбилиси,2 гр,0.0101,6374,2451,220,100,True,,,,,,,,,,KALI MIST 2G
56,20-02-2020 19:04:47,Tbilisi,5JG6,BenderMan,Ketamine 2 g,True,2,нет,Тбилиси,2 гр,0.0183,11473,4412,397,180,,,,,,,,,,,Ketamine 2 g
57,20-02-2020 19:04:47,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 2 pieces",True,2,нет,Тбилиси,2 гр,0.0071,4462,1716,154,70,,,,,,,,,,,"LSD - 250 ug, 2 pieces"
58,20-02-2020 19:04:47,Tbilisi,72B,CHINATOWN,NZT-52 mind storm limited 2г мука,True,6,нет,Тбилиси,2 гр,0.0201,14023,5392,485,220,,,,,,,,,,,NZT-52 mind storm limited 2g muka
59,20-02-2020 19:04:47,Tbilisi,UJP9,420Inc,Pineapple Express 2G pressed buds only (hydro),True,2,нет,Тбилиси,2 гр,0.0084,5418,2083,187,85,,,,,,,,,,,Pineapple Express 2G pressed buds only (hydro)
60,20-02-2020 19:04:47,Tbilisi,5J3H,coketbs,Кокаин КОЛУМБИА 2g,,3,нет,Тбилиси,2 гр,0.0352,22246,8554,769,349,,,,,True,,,,,,Kokain KOLUMBIA 2g
61,20-02-2020 19:04:47,Tbilisi,0WE,Khachapuri,🍃 2гр ГАШИШ 🍃,True,4,нет,Тбилиси,2 гр,0.0106,7012,2696,242,110,,,,,,,,,,,🍃 2gr GAShISh 🍃
62,20-02-2020 19:04:47,Tbilisi,LYHBG,Playboy,3 Ecstasy >TEKASHI 69< !!! L I M I T E D !!!,True,1,нет,Тбилиси,3 гр,0.0111,6948,2672,240,109,,,,,,,,,,,3 Ecstasy >TEKASHI 69< !!! L I M I T E D !!!
63,20-02-2020 19:04:47,Tbilisi,18FB,Mr.Green Tbilis,3 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,6,нет,Тбилиси,3 гр,0.011,7649,2941,264,120,,,,,,,,,,,3 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
64,20-02-2020 19:04:47,Tbilisi,OX85,amnesia420,3g AFGHANI Indica THC 18% / BTC -10% sale,True,2,нет,Тбилиси,3 гр,0.0101,7012,2696,242,110,,,,,,,,,,,3g AFGHANI Indica THC 18% / BTC -10% sale
65,20-02-2020 19:04:47,Tbilisi,03F3,geoshop,3gr bubble hash thc 25% гашиш вишего качество HQ,True,1,нет,Тбилиси,3 гр,0.0247,15617,6005,540,245,,,,,,,,,,,3gr bubble hash thc 25% gashish vishego kachestvo HQ
66,20-02-2020 19:04:47,Tbilisi,NVOG,ProperMgzn,3x Extasy Duracell 223mg MDMA,True,4,нет,Тбилиси,3 гр,0.0107,6693,2574,231,105,,,,,,,,,,,3x Extasy Duracell 223mg MDMA
67,20-02-2020 19:05:24,Tbilisi,X4ZM,ZYX,White Widow ! 3G ! grainded,True,8,нет,Тбилиси,3 гр,0.008,5036,1936,174,79,,,,,,,,,,,White Widow ! 3G ! grainded
68,20-02-2020 19:05:24,Tbilisi,WLV7F,AGsgrowgro,metadon sirop 4ml,True,2,нет,Тбилиси,4 гр,0.0068,4271,1642,148,67,,,,,,,,,,,metadon sirop 4ml
69,20-02-2020 19:05:24,Tbilisi,LYHBG,Playboy,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!,True,1,нет,Тбилиси,5 гр,0.0865,54180,20834,1873,850,,,,,,,,,,,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!
70,20-02-2020 19:05:24,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,True,3,нет,Тбилиси,5 гр,0.0178,11155,4289,386,175,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
71,20-02-2020 19:05:24,Tbilisi,5LZ,ExtraShop,5шт Ecstazy 280мг MDMA (Gray Duracell),True,1,нет,Тбилиси,5 гр,0.015,9561,3677,331,150,,,,,,,,,,,5sht Ecstazy 280mg MDMA (Gray Duracell)
72,20-02-2020 19:05:24,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 5 pieces",True,3,нет,Тбилиси,5 гр,0.0153,9561,3677,331,150,,,,,,,,,,,"LSD - 250 ug, 5 pieces"
73,20-02-2020 19:05:24,Tbilisi,LYHBG,Playboy,NEW !!! 5G OG KusH !!! NEW,True,1,нет,Тбилиси,5 гр,0.0162,10135,3897,350,159,,,,,,,,,,,NEW !!! 5G OG KusH !!! NEW
74,20-02-2020 19:05:24,Tbilisi,SM7B,SWEETWEED,гашиш евро 5г,True,1,нет,Тбилиси,5 гр,0.0203,13386,5147,463,210,,,,,,,,,,,gashish evro 5g
75,20-02-2020 19:05:24,Tbilisi,0WE,Khachapuri,🍃 5гр ГАШИШ 🍃,True,1,нет,Тбилиси,5 гр,0.0261,17210,6618,595,270,,,,,,,,,,,🍃 5gr GAShISh 🍃
76,20-02-2020 19:05:24,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 10шт. вес таблетки 450mg,True,10,нет,Тбилиси,10 гр,0.0269,17019,6544,588,267,,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
77,20-02-2020 19:05:24,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 10 pieces",True,2,нет,Тбилиси,10 гр,0.0305,19122,7353,661,300,,,,,,,,,,,"LSD - 250 ug, 10 pieces"
78,20-02-2020 19:05:24,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0387,25497,9804,882,400,,,,,,,,,,,gashish evro 10g
79,20-02-2020 19:05:24,Tbilisi,F8K,BestAcid,"марки 25i-nbome 2,5mg (10шт)",True,9,нет,Тбилиси,10 гр,0.0087,6055,2328,209,95,,,,,,,,,,,"marki 25i-nbome 2,5mg (10sht)"
80,20-02-2020 19:05:24,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0752,49527,19044,1713,777,,,,,,,,,,,Gashish Evro 20gr
81,20-02-2020 19:05:24,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.27 G (SALE),True,3,5,Тбилиси,0.27 гр,0.0231,14469,5564,500,227,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G (SALE)
82,20-02-2020 19:05:24,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.35 G (SALE),True,3,5,Тбилиси,0.35 гр,0.0304,19059,7328,659,299,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G (SALE)
83,20-02-2020 19:05:24,Tbilisi,TDSHF,THC,Weed From Gali(THC 23%) 1gr,True,нет,1,Тбилиси,1 гр,0.0048,3187,1226,110,50,,,,,,,,,,,Weed From Gali(THC 23%) 1gr
84,20-02-2020 19:05:24,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1 G (SALE),True,нет,5,Тбилиси,1 гр,0.0611,38245,14706,1322,600,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1 G (SALE)
85,20-02-2020 19:05:24,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,10,Тбилиси,4 гр,0.0403,25497,9804,882,400,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
86,20-02-2020 19:05:24,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,8,Тбилиси,5 гр,0.0242,15298,5882,529,240,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
87,20-02-2020 19:05:24,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.0252,15935,6128,551,250,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
88,20-02-2020 19:05:24,Tbilisi,7B8EQ,w1ld1nd1an,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,9,Тбилиси,5 гр,0.1375,95612,36765,3306,1500,,,,,,,,,,,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
89,20-02-2020 19:05:24,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0252,15935,6128,551,250,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
90,20-02-2020 19:05:24,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0252,15935,6128,551,250,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
91,20-02-2020 19:05:24,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,1,Тбилиси,5 гр,0.0201,12685,4877,439,199,,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
92,20-02-2020 19:05:24,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,4,Тбилиси,5 гр,0.0252,15935,6128,551,250,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
93,20-02-2020 19:05:24,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0201,13959,5368,483,219,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
94,20-02-2020 19:05:24,Tbilisi,V4QM9,PotHero420,"Godfather OG - (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%) (предзаказ будет сделан очень оперативно)",True,нет,5,Тбилиси,5 гр,0.0192,13322,5123,461,209,,,,,,,,,,,"Godfather OG - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%) (predzakaz budet sdelan ochen' operativno)"
95,20-02-2020 19:05:24,Tbilisi,V4QM9,PotHero420,"NEW! O.G. Kush - (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,4,Тбилиси,5 гр,0.0192,13322,5123,461,209,,,,,,,,,,,"NEW! O.G. Kush - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
96,20-02-2020 19:05:24,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.0252,15935,6128,551,250,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
97,20-02-2020 19:05:24,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,19,Тбилиси,5 гр,0.0183,12748,4902,441,200,,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
98,20-02-2020 19:05:24,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2732,190000,87429,6581,,,,,,,,,,,,reagent 25i nbome. 5gr
99,20-02-2020 19:05:24,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2749,191224,73530,6612,3000,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
100,20-02-2020 19:05:24,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,1,Тбилиси,5 гр,0.0498,31170,11985,1078,489,,,,,,,,,,,💘✨5g. MDMA ✨💘
101,20-02-2020 19:06:01,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2748,191224,73530,6612,3000,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
102,20-02-2020 19:06:01,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,1,Тбилиси,5 гр,0.0498,31170,11985,1078,489,,,,,,,,,,,💘✨5g. MDMA ✨💘
103,20-02-2020 19:06:01,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0822,52000,23928,1801,,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
104,20-02-2020 19:06:01,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0402,25433,9779,879,399,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
105,20-02-2020 19:06:01,Tbilisi,7B8EQ,w1ld1nd1an,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,3,Тбилиси,10 гр,0.1832,127483,49020,4408,2000,,,,,,,,,,,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
