,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Didube,Gldani,€,Nadzaladevi,Old Tbilisi (Старый город),Дигоми,Авлобари,Батуми,Центр,Кутаиси,desc_en
18,18,15-04-2020 11:10:09,Tbilisi,c9a56b2b4a,2x Extasy Duracell 223mg MDMA.,True,2,нет,Тбилиси,2 гр,0.0095,5132,1918,172,70.0,,,,,,,,,,,,2x Extasy Duracell 223mg MDMA.
19,19,15-04-2020 11:10:09,Tbilisi,bb1791277e,Crystal METH 2gr Auto марихуана BUDS ! 15% pay bitcoin discount !,True,1,нет,Тбилиси,2 гр,0.0128,6965,2603,233,95.0,,,,,,,,,,,,Crystal METH 2gr Auto marihuana BUDS ! 15% pay bitcoin discount !
20,20,15-04-2020 11:10:09,Tbilisi,d04eeb6525,Кокаин HQ 2г.,True,1,нет,Тбилиси,2 гр,0.0488,27786,10385,930,379.0,,,,,,,,,,,,Kokain HQ 2g.
21,21,15-04-2020 11:10:09,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome. 2шт. готовые клады в Грузии от производителя!,True,2,нет,Тбилиси,2 гр,0.0043,2566,959,86,35.0,,,,,,,,,,,,Moschnye zhirnye marki 25i nbome. 2sht. gotovye klady v Gruzii ot proizvoditelja!
22,22,15-04-2020 11:10:09,Tbilisi,4c4ab8c0de,✨✨🍃🍃2pc. LSD California sunshine 200ug.🍃🍃✨✨,,9,нет,Тбилиси,2 гр,0.0114,6232,2329,209,85.0,True,True,,,,,,,,,,✨✨🍃🍃2pc. LSD California sunshine 200ug.🍃🍃✨✨
23,23,15-04-2020 11:10:09,Tbilisi,366326d4d6,3LSD !!!NEW!!! 3LSD ALBERT HOFFMAN 200ug,True,5,нет,Тбилиси,3 гр,0.0134,7258,2713,243,99.0,,,,,,,,,,,,3LSD !!!NEW!!! 3LSD ALBERT HOFFMAN 200ug
24,24,15-04-2020 11:10:09,Tbilisi,c9a56b2b4a,3x Extasy Duracell 223mg MDMA,True,3,нет,Тбилиси,3 гр,0.0142,7698,2877,258,105.0,,,,,,,,,,,,3x Extasy Duracell 223mg MDMA
25,25,15-04-2020 11:10:09,Tbilisi,21e6be39fb,AKA-47 ONLY BUDS 3g TOP VHQ,True,5,нет,Тбилиси,3 гр,0.0134,7332,2740,245,100.0,,,,,,,,,,,,AKA-47 ONLY BUDS 3g TOP VHQ
26,26,15-04-2020 11:10:09,Tbilisi,54915c4374,Божественный эйфорик!!! Марки нбоооом!!! 4 штуки!!!,True,6,нет,Тбилиси,4 гр,0.0088,4807,1803,161,,,,,60.0,,True,,,,,,Bozhestvennyj ejforik!!! Marki nboooom!!! 4 shtuki!!!
27,27,15-04-2020 11:10:09,Tbilisi,366326d4d6,!!!NEW!!! 5G Critical KusH !!!NEW!!!,True,1,нет,Тбилиси,5 гр,0.0268,14516,5425,486,198.0,,,,,,,,,,,,!!!NEW!!! 5G Critical KusH !!!NEW!!!
28,28,15-04-2020 11:10:09,Tbilisi,366326d4d6,!!!NEW!!! 5G Jack Herer !!!NEW!!!,True,2,нет,Тбилиси,5 гр,0.027000000000000003,14590,5453,488,199.0,,,,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
29,29,15-04-2020 11:10:09,Tbilisi,ad9cb826c6,"5 Grm MDMA , Purity A +++",True,1,нет,Тбилиси,5 гр,0.0412,23461,8768,785,320.0,,,,,,,,,,,,"5 Grm MDMA , Purity A +++"
30,30,15-04-2020 11:10:09,Tbilisi,688dd1cbd1,5 Grm Mdma Pure Quality A +++,True,1,нет,Тбилиси,5 гр,0.0399,21995,8220,736,300.0,,,,,,,,,,,,5 Grm Mdma Pure Quality A +++
31,31,15-04-2020 11:10:09,Tbilisi,c9a56b2b4a,5x Extasy Duracell 223mg MDMA.,True,4,нет,Тбилиси,5 гр,0.0237,12830,4795,429,175.0,,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
32,32,15-04-2020 11:10:09,Tbilisi,366326d4d6,NEW !!! 5G OG KusH !!! NEW,True,2,нет,Тбилиси,5 гр,0.0268,14516,5425,486,198.0,,,,,,,,,,,,NEW !!! 5G OG KusH !!! NEW
33,33,15-04-2020 11:10:09,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,5,нет,Тбилиси,5 гр,0.0067,4032,1507,135,55.0,,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
34,34,15-04-2020 11:10:09,Tbilisi,b01f16ca19,"10g. Шишки Amnesia Haze, Сатива",,1,нет,Тбилиси,10 гр,0.0536,29253,10933,979,399.0,,,,,,,True,,,,,"10g. Shishki Amnesia Haze, Sativa"
35,35,15-04-2020 11:11:21,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,1,нет,Тбилиси,10 гр,0.0104,6232,2329,209,85.0,,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
36,36,15-04-2020 11:11:21,Tbilisi,c225d2f67d,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0514,29326,10960,981,400.0,,,,,,,,,,,,gashish evro 10g
37,37,15-04-2020 11:11:21,Tbilisi,c225d2f67d,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0999,56966,21290,1906,777.0,,,,,,,,,,,,Gashish Evro 20gr
38,38,15-04-2020 11:11:21,Tbilisi,ea97036e14,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2437,146630,54800,4907,2000.0,,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
39,39,15-04-2020 11:11:21,Tbilisi,2f51af8159,"VHQ Cocaine Medelins Cartel 0,5 g SALE",,нет,3,Тбилиси,0.5 гр,0.0111,6085,2274,204,83.0,True,,,,,,,,,,,"VHQ Cocaine Medelins Cartel 0,5 g SALE"
40,40,15-04-2020 11:11:21,Tbilisi,2f51af8159,1 штука Ecstasy grey duracell 240 mg NEW!,,нет,3,Тбилиси,1 гр,0.005,2713,1014,91,37.0,True,,,,,,,,,,,1 shtuka Ecstasy grey duracell 240 mg NEW!
41,41,15-04-2020 11:11:21,Tbilisi,2f51af8159,Candy FliP 1 piece 25i-NBOME 3mg + 1 piece ecstasy grey duracell 240mg SALE,,нет,5,Тбилиси,1 гр,0.006999999999999999,3812,1425,128,52.0,True,,,,,,,,,,,Candy FliP 1 piece 25i-NBOME 3mg + 1 piece ecstasy grey duracell 240mg SALE
42,42,15-04-2020 11:11:21,Tbilisi,28bf667d16,Cocaine Fishscale! Limited Quantity 1g. акция -20% при оплате бтк!!!,True,4,10,Тбилиси,1 гр,0.0395,26760,10001,896,365.0,,,,,,,,,,,,Cocaine Fishscale! Limited Quantity 1g. aktsija -20% pri oplate btk!!!
43,43,15-04-2020 11:11:21,Tbilisi,2f51af8159,Ketamine 0.5 + MDMA 0.5 Combo,,нет,1,Тбилиси,1 гр,0.0194,10631,3973,356,145.0,True,,,,,,,,,,,Ketamine 0.5 + MDMA 0.5 Combo
44,44,15-04-2020 11:11:21,Tbilisi,54915c4374,Бупренорфин!!! Аналог суботекса!!! 1 грамм (порошок),True,нет,1,Тбилиси,1 гр,0.0133,8012,2995,268,,,,,100.0,,,,,,,,Buprenorfin!!! Analog suboteksa!!! 1 gramm (poroshok)
45,45,15-04-2020 11:11:21,Tbilisi,dd631c4acf,❄❄2g HQ COCAINE❄❄,True,нет,2,Тбилиси,2 гр,0.0499,27053,10111,905,369.0,,,,,,,,,,,,❄❄2g HQ COCAINE❄❄
46,46,15-04-2020 11:11:21,Tbilisi,2d6b882c49,Ск синий крис очень сильный 3гр,,нет,3,Тбилиси,3 гр,0.0402,24194,9042,810,330.0,True,,,,,,,,,,,Sk sinij kris ochen' sil'nyj 3gr
47,47,15-04-2020 11:11:21,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.0799,43256,16166,1448,590.0,,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
48,48,15-04-2020 11:11:21,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0536,29326,10960,981,400.0,,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
49,49,15-04-2020 11:11:21,Tbilisi,4a91350669,5 Amnesia Haze марихуана шишки тгк 25%,True,нет,3,Тбилиси,5 гр,0.0214,11730,4384,393,160.0,,,,,,,,,,,,5 Amnesia Haze marihuana shishki tgk 25%
50,50,15-04-2020 11:11:21,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0737,40323,15070,1349,550.0,,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
51,51,15-04-2020 11:11:21,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,8,Тбилиси,5 гр,0.0228,12464,4658,417,170.0,,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
52,52,15-04-2020 11:11:21,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,9,Тбилиси,5 гр,0.0267,14590,5453,488,199.0,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
53,53,15-04-2020 11:11:21,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0267,14590,5453,488,199.0,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
54,54,15-04-2020 11:11:21,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0267,16056,6001,537,219.0,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
55,55,15-04-2020 11:11:21,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,7,Тбилиси,5 гр,0.0267,14590,5453,488,199.0,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
56,56,15-04-2020 11:11:21,Tbilisi,54915c4374,МДМА 5 гр!!!,True,нет,2,Тбилиси,5 гр,0.0513,28042,10483,939,,,,,350.0,,,,,,,,MDMA 5 gr!!!
57,57,15-04-2020 11:11:21,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.3157,190000,87429,6355,,,,,,,,,,,,,reagent 25i nbome. 5gr
58,58,15-04-2020 11:11:21,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3655,219945,82200,7361,3000.0,,,,,,True,,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
59,59,15-04-2020 11:11:21,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,2,Тбилиси,5 гр,0.1176,63711,23811,2132,869.0,,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
60,60,15-04-2020 11:11:21,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,5,Тбилиси,5 гр,0.0257,13930,5206,466,190.0,,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
61,61,15-04-2020 11:11:21,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0662,35851,13399,1200,489.0,,,,,,,,,,,,💘✨5g. MDMA ✨💘
62,62,15-04-2020 11:11:21,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,5,Тбилиси,5 гр,0.0256,13857,5179,464,189.0,,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
63,63,15-04-2020 11:11:21,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1206,65984,24660,2208,900.0,,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
64,64,15-04-2020 11:11:21,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,3,Тбилиси,10 гр,0.0938,51321,19180,1717,700.0,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
65,65,15-04-2020 11:11:21,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0429,23461,8768,785,320.0,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
66,66,15-04-2020 11:11:21,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,4,Тбилиси,10 гр,0.1072,58652,21920,1963,800.0,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
67,67,15-04-2020 11:11:21,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2982,163126,60965,5459,2225.0,,,,,,,,,,,,Amfetamin [White] [Import] 10G
68,68,15-04-2020 11:12:26,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2982,163126,60965,5459,2225.0,,,,,,,,,,,,Amfetamin [White] [Import] 10G
69,69,15-04-2020 11:12:26,Tbilisi,54915c4374,Божественный эифорик!!! Марки нбооооом!!! 10 штук!!!,True,5,3,Тбилиси,10 гр,0.0146,8012,3005,268,,,,,100.0,,,,,,,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 10 shtuk!!!
70,70,15-04-2020 11:12:26,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,7,Тбилиси,10 гр,0.1961,106233,39703,3555,1449.0,,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
71,71,15-04-2020 11:12:26,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0499,27053,10111,905,369.0,,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
72,72,15-04-2020 11:12:26,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,1,Тбилиси,10 гр,0.0405,21921,8193,734,299.0,,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
73,73,15-04-2020 11:12:26,Tbilisi,e56bb6ca93,20 gr Indica marijuana buds (hight quality),True,нет,5,Тбилиси,20 гр,0.0543,29693,11097,994,405.0,True,,,,,,,,,,,20 gr Indica marijuana buds (hight quality)
74,74,15-04-2020 11:12:26,Tbilisi,28bf667d16,Cocaine Fishscale 20g,True,нет,1,Тбилиси,20 гр,0.4395,240400,89845,8045,3279.0,,,,,,,,,,,,Cocaine Fishscale 20g
75,75,15-04-2020 11:12:26,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0811,43916,16413,1470,599.0,,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
76,76,15-04-2020 11:12:26,Tbilisi,ef3dc4de6c,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1474,80647,30140,2699,1100.0,,,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
77,77,15-04-2020 11:12:26,Tbilisi,cb721d4bca,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.3217,175956,65760,5888,2400.0,,,,,,,,,,,,100 gr marijuana buds
78,78,15-04-2020 11:12:26,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.268,146630,54800,4907,2000.0,,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
79,79,15-04-2020 11:12:26,Tbilisi,f8a875c191,SUBOXIN - HQ - 100 G.,True,1,1,Тбилиси,100 гр,0.2707,146630,54800,4907,2000.0,,,,,,,,,,,,SUBOXIN - HQ - 100 G.
80,80,15-04-2020 11:12:26,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.3351,183288,68500,6134,2500.0,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
81,81,15-04-2020 11:12:26,Tbilisi,69672fee0d,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.7907,432559,161660,14476,5900.0,,,,,,,,,,,,180 gr marihuana persoalno
82,82,15-04-2020 11:12:26,Tbilisi,e56bb6ca93,200gr Georgian indica dominant buds. WHOLESALE PRICE!,True,нет,2,Тбилиси,200 гр,0.4222,230942,86310,7729,3150.0,,,,,,,,,,,,200gr Georgian indica dominant buds. WHOLESALE PRICE!
83,83,15-04-2020 11:12:26,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.6165,337249,126040,11286,4600.0,,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
84,84,15-04-2020 11:12:26,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,1.0052,549863,205500,18401,7500.0,,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
85,85,15-04-2020 11:12:26,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,1.1392,623178,232900,20855,8500.0,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
86,86,15-04-2020 11:12:26,Tbilisi,83f3d55917,!!!Вызиваем опитного курера в команду !!!.,True,1,нет,Тбилиси,1 гр,0.0123,7000,3221,234,,,,,,,,,,,,,!!!Vyzivaem opitnogo kurera v komandu !!!.
87,87,15-04-2020 11:12:26,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0244,14663,5480,491,200.0,,,,,,,,,,,,KURYER..500RUB.+BONUS
88,88,15-04-2020 11:12:26,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0268,14663,5480,491,200.0,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
89,89,15-04-2020 11:12:26,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0335,18329,6850,613,250.0,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
90,90,15-04-2020 11:12:26,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,2.0286,1099725,411000,36803,15000.0,,,,,,,,,,,,Vakansija optovogo kur'era na mef
91,91,15-04-2020 11:13:55,Batumi,3ee37c89bb,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2954,161293,60500,5398,2200.0,,,,,,,,,True,,,[100g] SPAIN HASH
92,92,15-04-2020 11:13:55,Batumi,2d6b882c49,Ск синий крис очень сильный 3гр,,нет,3,Батуми,3 гр,0.0403,24194,9075,810,330.0,,,,,,,,,,True,,Sk sinij kris ochen' sil'nyj 3gr
93,93,15-04-2020 11:13:55,Batumi,54915c4374,Божественный эйфорик!!! Марки нбоооом!!! 4 штуки!!!,,нет,20,Батуми,4 гр,0.0088,4807,1809,161,,,,,60.0,,,,,True,,,Bozhestvennyj ejforik!!! Marki nboooom!!! 4 shtuki!!!
94,94,15-04-2020 11:13:55,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2712,146630,55000,4907,2000.0,,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
95,95,15-04-2020 11:13:55,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0122,7332,2750,245,100.0,,,,,,,,,True,,,kur'er v Batumi
96,96,15-04-2020 11:13:55,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0305,18329,6875,613,250.0,,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
97,97,15-04-2020 11:13:55,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0305,18329,6875,613,250.0,,,,,,,,,True,,,Ischu kur'era v Gruzii!
98,98,15-04-2020 11:13:55,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.0321,1099725,412500,36803,15000.0,,,,,,,,,True,,,Vakansija optovogo kur'era na mef
99,99,15-04-2020 11:13:55,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0671,36658,13750,1227,500.0,,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
100,100,15-04-2020 11:15:35,Kutaisi,be97026d1d,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,3,нет,Кутаиси,1.5 гр,0.0193,10631,3988,356,145.0,,,,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
101,101,15-04-2020 11:15:35,Kutaisi,be97026d1d,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,9,нет,Кутаиси,2 гр,0.0485,26760,10038,896,365.0,,,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
