,time_stamp,region,sell_code,sell_name,description,Saburtalo,готовых,предзаказ,город,вес,BTC,ք,₴,Br,€,Тбилиси,$,Gldani,Old Tbilisi (Старый город),Дигоми,Авлобари,Varketili,Vake,Батуми,Центр,desc_en
72,26-07-2020 11:37:55,Batumi,XUYA,MRweed,Gelato Grinded Moonrocks (измельченные мунроки) Эксклюзив. 5гр,,3,нет,Батуми,5 гр,0.0263,20047,7846,669,,,280,,,,,,,True,,Gelato Grinded Moonrocks (izmel'chennye munroki) Ekskljuziv. 5gr
73,26-07-2020 11:37:55,Batumi,Z9UT,Rainbow,Super Critical 10G,,1,нет,Батуми,10 гр,0.0464,32219,12609,1075,,,450,,,,,,,,True,Super Critical 10G
74,26-07-2020 11:37:55,Batumi,6KB,Marioshop,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",,нет,2,Батуми,1 гр,0.0375,25762,10106,859,310,,,,,,,,,True,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
75,26-07-2020 11:37:55,Batumi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,нет,4,Батуми,10 гр,0.0532,36565,14344,1219,440,,,,,,,,,True,,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
76,26-07-2020 11:37:55,Batumi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,4,Батуми,11 гр,0.0471,32410,12714,1081,390,,,,,,,,,True,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
77,26-07-2020 11:37:55,Batumi,6KB,Marioshop,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️",,нет,1,Батуми,11 гр,0.0482,33158,13007,1106,399,,,,,,,,,True,,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️"
78,26-07-2020 11:37:55,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0094,7160,2802,239,,,100,,,,,,,True,,kur'er v Batumi
79,26-07-2020 11:37:55,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0235,17899,7005,597,,,250,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
80,26-07-2020 11:37:55,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0235,17899,7005,597,,,250,,,,,,,True,,Ischu kur'era v Gruzii!
81,26-07-2020 11:37:55,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,нет,1,Батуми,1 гр,0.0206,14319,5604,478,,,200,,,,,,,True,,Kur'er Batumi na marihuanu
82,26-07-2020 11:37:55,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5623,1073961,420300,35847,,,15000,,,,,,,True,,Vakansija optovogo kur'era na mef
83,26-07-2020 11:37:55,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 20$ за клад, залог 250$",,нет,2,Батуми,1000 гр,0.0516,35799,14010,1195,,,500,,,,,,,,True,"Vakansija rabota kur'erom na marki! Oplata ot 20$ za klad, zalog 250$"
