,Unnamed: 0,time_stamp,region,sell_code,description,Saburtalo,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Тбилиси,Дигоми,€,Didube,Old Tbilisi (Старый город),Авлобари,Vake,Varketili,Батуми,Центр,Кутаиси,desc_en
12,12,17-07-2020 18:03:24,Tbilisi,0cd3c52bb8,White Russian - сорт чемпион ! Накуривает мощно.На магните.Вес всегда больше 1 грамма.,,2,нет,Тбилиси,1 гр,0.0053,3944,1515,132,55.0,True,,,,,,,,,,,White Russian - sort chempion ! Nakurivaet moschno.Na magnite.Ves vsegda bol'she 1 gramma.
13,13,17-07-2020 18:03:24,Tbilisi,67187efef3,АКЦИЯ! 1g hindu kish best buds BTC 5% sale,,3,нет,Тбилиси,1 гр,0.0046,3227,1240,108,45.0,True,,,,,,,,,,,AKTsIJa! 1g hindu kish best buds BTC 5% sale
14,14,17-07-2020 18:03:24,Tbilisi,d30ed85c42,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 1g 🍭☄🧞‍♀️,,3,нет,Тбилиси,1 гр,0.0073,4901,1887,164,,True,,60.0,,,,,,,,,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 1g 🍭☄🧞‍♀️
15,15,17-07-2020 18:03:24,Tbilisi,4a91350669,2 Amnesia Haze марихуана шишки тгк 25%,,4,нет,Тбилиси,2 гр,0.0105,7100,2727,238,99.0,,True,,,,,,,,,,2 Amnesia Haze marihuana shishki tgk 25%
16,16,17-07-2020 18:03:24,Tbilisi,89f7212915,2 G Hybrid Marijuana Buds,,6,нет,Тбилиси,2 гр,0.0115,7817,3003,262,109.0,True,True,,,,,,,,,,2 G Hybrid Marijuana Buds
17,17,17-07-2020 18:03:24,Tbilisi,7c395c455d,2 gr Amnesia Haze шишки импорт с европы тгк 28%,,8,нет,Тбилиси,2 гр,0.0127,8606,3306,288,120.0,True,,,,,,,,,,,2 gr Amnesia Haze shishki import s evropy tgk 28%
18,18,17-07-2020 18:03:24,Tbilisi,cb721d4bca,2 gr top buds white widow wишки THC 25% VHQ,,3,нет,Тбилиси,2 гр,0.0116,7889,3031,264,110.0,True,,,,,,,,,,,2 gr top buds white widow wishki THC 25% VHQ
19,19,17-07-2020 18:03:24,Tbilisi,7c395c455d,2 marijuana BUDS northen lights 24% THC ШИШКИ!!!,,3,нет,Тбилиси,2 гр,0.0127,8606,3306,288,120.0,True,,,,,,,,,,,2 marijuana BUDS northen lights 24% THC ShIShKI!!!
20,20,17-07-2020 18:03:24,Tbilisi,69672fee0d,2 г SOUR DIESEL марихуана шишки топ качество тгк 28%,,2,нет,Тбилиси,2 гр,0.0106,7171,2755,240,100.0,True,,,,,,,,,,,2 g SOUR DIESEL marihuana shishki top kachestvo tgk 28%
21,21,17-07-2020 18:03:24,Tbilisi,69672fee0d,2 г Skunk #1 марихуана шишки тгк 29% VHQ,,2,нет,Тбилиси,2 гр,0.0106,7171,2755,240,100.0,True,,,,,,,,,,,2 g Skunk #1 marihuana shishki tgk 29% VHQ
22,22,17-07-2020 18:03:24,Tbilisi,3c9bc6f8e9,"Amnesia Haze (photoperiod, regular) 2 гр. Спокойно, Надёжно, Качественно.",,5,нет,Тбилиси,2 гр,0.0106,7889,3031,264,110.0,,True,,True,,,,,,,,"Amnesia Haze (photoperiod, regular) 2 gr. Spokojno, Nadezhno, Kachestvenno."
23,23,17-07-2020 18:03:24,Tbilisi,bb1791277e,Crystal METH 2gr Auto марихуана BUDS ! 15% pay bitcoin discount !,,2,нет,Тбилиси,2 гр,0.0127,8606,3306,288,120.0,True,,,,,,,,,,,Crystal METH 2gr Auto marihuana BUDS ! 15% pay bitcoin discount !
24,24,17-07-2020 18:03:24,Tbilisi,7f1273da70,Northern Lights Regular [budsonly] 2gram,,1,нет,Тбилиси,2 гр,0.0085,6311,2424,211,88.0,True,,,,,,,,,,,Northern Lights Regular [budsonly] 2gram
25,25,17-07-2020 18:03:24,Tbilisi,e56bb6ca93,3gr чистый пудра от марихуаны. DRIED MARIJUANA POWDER,,22,нет,Тбилиси,3 гр,0.0059,3944,1515,132,55.0,True,,,,,,,,,,,3gr chistyj pudra ot marihuany. DRIED MARIJUANA POWDER
26,26,17-07-2020 18:03:24,Tbilisi,83f3d55917,Badazz Kush 3G VHQ 25% THC,True,3,нет,Тбилиси,3 гр,0.0159,10757,4133,360,150.0,,,,,,,,,,,,Badazz Kush 3G VHQ 25% THC
27,27,17-07-2020 18:03:24,Tbilisi,4659482266,Marijuana Super Skunk leaves 3g plan,,9,нет,Тбилиси,3 гр,0.0036,2438,937,82,34.0,,True,,,,,,,,,,Marijuana Super Skunk leaves 3g plan
28,28,17-07-2020 18:03:24,Tbilisi,e771f4c371,4.2G Delta Kush 26%THC *VHQ* FROM EUROPE,,2,нет,Тбилиси,4.2 гр,0.0211,14343,5510,480,200.0,True,,,,,,,,,,,4.2G Delta Kush 26%THC *VHQ* FROM EUROPE
29,29,17-07-2020 18:03:24,Tbilisi,7c395c455d,5 gr Amnesia Haze шишки импорт с европы тгк 28%,,1,нет,Тбилиси,5 гр,0.0275,18646,7163,624,260.0,True,,,,,,,,,,,5 gr Amnesia Haze shishki import s evropy tgk 28%
30,30,17-07-2020 18:03:24,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,1,нет,Тбилиси,5 гр,0.0296,20080,7714,672,280.0,True,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
31,31,17-07-2020 18:03:24,Tbilisi,7c395c455d,5 marijuana BUDS northen lights 24% THC ШИШКИ!!!,,2,нет,Тбилиси,5 гр,0.0285,19363,7439,648,270.0,True,,,,,,,,,,,5 marijuana BUDS northen lights 24% THC ShIShKI!!!
32,32,17-07-2020 18:03:24,Tbilisi,8528108b62,5g. марихуана шишки Critical,,1,нет,Тбилиси,5 гр,0.0187,13984,5372,468,195.0,True,,,,,,,,,,,5g. marihuana shishki Critical
33,33,17-07-2020 18:03:24,Tbilisi,c225d2f67d,Гашиш Евро 10гр,,2,нет,Тбилиси,10 гр,0.0461,32271,12398,1080,450.0,True,,,,,,,,,,,Gashish Evro 10gr
34,34,17-07-2020 18:03:24,Tbilisi,8528108b62,12g. марихуана шишки Critical,,1,нет,Тбилиси,12 гр,0.0317,23666,9092,792,330.0,True,,,,,,,,,,,12g. marihuana shishki Critical
35,35,17-07-2020 18:04:01,Tbilisi,ea97036e14,Метамферамин рацемат 60 г (мини-опт),,1,нет,Тбилиси,60 гр,0.2134,143428,55100,4799,2000.0,True,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
36,36,17-07-2020 18:04:01,Tbilisi,d30ed85c42,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",,нет,4,Тбилиси,1 гр,0.0377,25321,9750,848,,True,,310.0,,,,,,,,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
37,37,17-07-2020 18:04:01,Tbilisi,7f1273da70,марихуана пудра высокое качество 4грам,,нет,10,Тбилиси,4 гр,0.0062,4661,1791,156,65.0,True,,,,,,,,,,,marihuana pudra vysokoe kachestvo 4gram
38,38,17-07-2020 18:04:01,Tbilisi,89f7212915,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,,нет,10,Тбилиси,5 гр,0.0264,17928,6888,600,250.0,True,,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
39,39,17-07-2020 18:04:01,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,нет,3,Тбилиси,5 гр,0.0582,39443,15153,1320,550.0,True,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
40,40,17-07-2020 18:04:01,Tbilisi,bb1791277e,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",,2,6,Тбилиси,5 гр,0.0285,19363,7439,648,270.0,True,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
41,41,17-07-2020 18:04:01,Tbilisi,cb721d4bca,5 gr top buds white widow wишки THC 25% VHQ,,нет,6,Тбилиси,5 гр,0.0291,19721,7576,660,275.0,True,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
42,42,17-07-2020 18:04:01,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,1,4,Тбилиси,5 гр,0.0254,17211,6612,576,240.0,True,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
43,43,17-07-2020 18:04:01,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,6,Тбилиси,5 гр,0.0296,20080,7714,672,280.0,True,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
44,44,17-07-2020 18:04:01,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,6,Тбилиси,5 гр,0.0285,19363,7439,648,270.0,True,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
45,45,17-07-2020 18:04:01,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.0211,15705,6033,526,219.0,True,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
46,46,17-07-2020 18:04:01,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,3,Тбилиси,5 гр,0.0285,19363,7439,648,270.0,True,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
47,47,17-07-2020 18:04:01,Tbilisi,f374062dcd,Кристаллы Синие очень мощные на рынке 5 гр,,нет,1,Тбилиси,5 гр,0.0807,60240,23142,2016,840.0,True,,,,,,,,,,,Kristally Sinie ochen' moschnye na rynke 5 gr
48,48,17-07-2020 18:04:01,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.2547,190000,87429,6399,,True,,,,,,,,,,,reagent 25i nbome. 5gr
49,49,17-07-2020 18:04:01,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2883,215142,82650,7199,3000.0,,,,,True,True,,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
50,50,17-07-2020 18:04:01,Tbilisi,ccc85b93d8,🍭🍭🍭VHQ MDMA Brown A+++ Imported 95% Pure 5G🍭🍭🍭,,нет,5,Тбилиси,5 гр,0.0529,35857,13775,1200,500.0,True,,,,,,,,,,,🍭🍭🍭VHQ MDMA Brown A+++ Imported 95% Pure 5G🍭🍭🍭
51,51,17-07-2020 18:04:01,Tbilisi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️,,нет,3,Тбилиси,5 гр,0.0243,16336,6290,547,,True,,200.0,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️
52,52,17-07-2020 18:04:01,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.0952,64543,24795,2160,900.0,True,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
53,53,17-07-2020 18:04:01,Tbilisi,cb721d4bca,10 gr top buds white widow wишки THC 25% VHQ,,нет,10,Тбилиси,10 гр,0.0582,39443,15153,1320,550.0,True,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
54,54,17-07-2020 18:04:01,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,2,Тбилиси,10 гр,0.07400000000000001,50200,19285,1680,700.0,True,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
55,55,17-07-2020 18:04:01,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,5,Тбилиси,10 гр,0.0444,30120,11571,1008,420.0,True,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
56,56,17-07-2020 18:04:01,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,3,Тбилиси,10 гр,0.0846,57371,22040,1920,800.0,True,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
57,57,17-07-2020 18:04:01,Tbilisi,7f1273da70,Northern Lights Regular [budsonly] 10gram,,1,10,Тбилиси,10 гр,0.0365,27251,10469,912,380.0,True,,,,,,,,,,,Northern Lights Regular [budsonly] 10gram
58,58,17-07-2020 18:04:01,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.2352,159563,61299,5339,2225.0,True,,,,,,,,,,,Amfetamin [White] [Import] 10G
59,59,17-07-2020 18:04:01,Tbilisi,d30ed85c42,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,нет,5,Тбилиси,10 гр,0.0535,35940,13838,1204,,True,,440.0,,,,,,,,,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
60,60,17-07-2020 18:04:01,Tbilisi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,5,Тбилиси,11 гр,0.0474,31856,12266,1067,,True,,390.0,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
61,61,17-07-2020 18:04:01,Tbilisi,3c9bc6f8e9,"Hindu Kush (photoperiod, regular) 15 гр",,нет,1,Тбилиси,15 гр,0.0625,46614,17908,1560,650.0,True,,,,,,,,,,,"Hindu Kush (photoperiod, regular) 15 gr"
62,62,17-07-2020 18:04:01,Tbilisi,cb721d4bca,100 gr marijuana buds,,нет,1,Тбилиси,100 гр,0.2537,172113,66120,5759,2400.0,True,,,,,,,,,,,100 gr marijuana buds
63,63,17-07-2020 18:04:01,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.2643,179285,68875,5999,2500.0,True,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
64,64,17-07-2020 18:04:01,Tbilisi,69672fee0d,180 gr марихуана персоално,,нет,1,Тбилиси,180 гр,0.6238,423112,162545,14157,5900.0,True,,,,,,,,,,,180 gr marihuana persoalno
65,65,17-07-2020 18:04:01,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,0.8987,609568,234175,20396,8500.0,True,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
66,66,17-07-2020 18:04:01,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,,2,нет,Тбилиси,1 гр,0.0192,14343,5510,480,200.0,True,,,,,,,,,,,KURYER..500RUB.+BONUS
67,67,17-07-2020 18:04:01,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,1,нет,Тбилиси,1 гр,0.0264,17928,6888,600,250.0,True,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
68,68,17-07-2020 18:04:01,Tbilisi,ebadfc162f,"Galiak ищет курьерa толка за марихуани в тбилиси, клад 7$. Залог с 200$",,1,нет,Тбилиси,10 гр,0.0192,14343,5510,480,200.0,True,,,,,,,,,,,"Galiak ischet kur'era tolka za marihuani v tbilisi, klad 7$. Zalog s 200$"
69,69,17-07-2020 18:04:52,Tbilisi,ebadfc162f,"Galiak ищет курьерa толка за марихуани в тбилиси, клад 7$. Залог с 200$",,1,нет,Тбилиси,10 гр,0.0192,14343,5510,480,200.0,True,,,,,,,,,,,"Galiak ischet kur'era tolka za marihuani v tbilisi, klad 7$. Zalog s 200$"
70,70,17-07-2020 18:04:52,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,1,Тбилиси,1 гр,0.0211,14343,5510,480,200.0,True,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
71,71,17-07-2020 18:04:52,Tbilisi,54915c4374,Работа на марки (курьер),,нет,3,Тбилиси,1 гр,0.0264,17928,6888,600,250.0,True,,,,,,,,,,,Rabota na marki (kur'er)
72,72,17-07-2020 18:04:52,Tbilisi,52fe6d0af9,рик и морти ишит куриера зп от 2000 $ в месец залог 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$,,нет,1,Тбилиси,5 гр,0.0528,35857,13775,1200,500.0,True,,,,,,,,,,,rik i morti ishit kuriera zp ot 2000 $ v mesets zalog 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$
73,73,17-07-2020 18:04:52,Tbilisi,ae784bef73,Работа курьером,,нет,1,Тбилиси,10 гр,0.0211,14343,5510,480,200.0,True,,,,,,,,,,,Rabota kur'erom
74,74,17-07-2020 18:04:52,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,1.598,1075709,413250,35993,15000.0,True,,,,,,,,,,,Vakansija optovogo kur'era na mef
75,75,17-07-2020 18:04:52,Tbilisi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,3,Тбилиси,1000 гр,0.0528,35857,13775,1200,500.0,,,,,True,,True,True,,,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
76,76,17-07-2020 18:06:36,Batumi,75738ec358,ASTRAL 1g SALE only Today!,,3,нет,Батуми,1 гр,0.0063,4303,1653,144,60.0,,,,,,,,,True,,,ASTRAL 1g SALE only Today!
77,77,17-07-2020 18:06:36,Batumi,3b3ba4f5a5,Мелкие шишки (Indica) 2г,,9,нет,Батуми,2 гр,0.0044,3012,1157,101,42.0,,,,,,,,,True,,,Melkie shishki (Indica) 2g
78,78,17-07-2020 18:06:36,Batumi,75738ec358,ASTRAL 3g only Today SALE,,1,нет,Батуми,3 гр,0.0207,14343,5510,480,200.0,,,,,,,,,True,,,ASTRAL 3g only Today SALE
79,79,17-07-2020 18:06:36,Batumi,f8a875c191,METADON - 0.30 - SALE,,4,5,Батуми,0.3 гр,0.032,21514,8265,720,300.0,,,,,,,,,True,,,METADON - 0.30 - SALE
80,80,17-07-2020 18:06:36,Batumi,d30ed85c42,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",,нет,2,Батуми,1 гр,0.0376,25321,9750,848,,,,310.0,,,,,,True,,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
81,81,17-07-2020 18:06:36,Batumi,7c2ccfb3f3,Мефедрон 3г,,нет,3,Батуми,3 гр,0.0336,25100,9643,840,350.0,,,,,,,,,True,,,Mefedron 3g
82,82,17-07-2020 18:06:36,Batumi,7c2ccfb3f3,Таблы Punisher 300 mg. 5шт.,,нет,5,Батуми,5 гр,0.0403,30120,11571,1008,420.0,,,,,,,,,True,,,Tably Punisher 300 mg. 5sht.
83,83,17-07-2020 18:06:36,Batumi,d30ed85c42,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,нет,4,Батуми,10 гр,0.0534,35940,13838,1204,,,,440.0,,,,,,True,,,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
84,84,17-07-2020 18:06:36,Batumi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,5,Батуми,11 гр,0.0473,31856,12266,1067,,,,390.0,,,,,,True,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
85,85,17-07-2020 18:06:36,Batumi,d30ed85c42,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️",,нет,2,Батуми,11 гр,0.0484,32591,12549,1092,,,,399.0,,,,,,True,,,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️"
86,86,17-07-2020 18:06:36,Batumi,321e2f622a,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1664,112990,51992,3805,,,,,,,,,,True,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
87,87,17-07-2020 18:06:36,Batumi,321e2f622a,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2634,178900,82321,6025,,,,,,,,,,True,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
88,88,17-07-2020 18:06:36,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0096,7171,2755,240,100.0,,,,,,,,,True,,,kur'er v Batumi
89,89,17-07-2020 18:06:36,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.024,17928,6888,600,250.0,,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
90,90,17-07-2020 18:06:36,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.024,17928,6888,600,250.0,,,,,,,,,True,,,Ischu kur'era v Gruzii!
91,91,17-07-2020 18:06:36,Batumi,3b3ba4f5a5,Курьер Батуми на марихуану,,нет,1,Батуми,1 гр,0.0211,14343,5510,480,200.0,,,,,,,,,True,,,Kur'er Batumi na marihuanu
92,92,17-07-2020 18:06:36,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5985,1075709,413250,35993,15000.0,,,,,,,,,True,,,Vakansija optovogo kur'era na mef
93,93,17-07-2020 18:06:36,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0528,35857,13775,1200,500.0,,,,,,,,,,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
94,94,17-07-2020 18:08:05,Kutaisi,b7446e2cca,CUSTOM Шишки 230g 3in1,,1,нет,Кутаиси,230 гр,0.4457,302633,116261,10126,4220.0,,,,,,,,,,,True,CUSTOM Shishki 230g 3in1
