,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Varketili,Vake,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
50,09-02-2020 03:33:25,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0245,15868,6175,544,250,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
51,09-02-2020 03:33:25,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,4,Тбилиси,5 гр,0.0195,12631,4915,433,199,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
52,09-02-2020 03:33:25,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,4,Тбилиси,5 гр,0.0245,15868,6175,544,250,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
53,09-02-2020 03:33:25,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0195,13900,5409,477,219,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
54,09-02-2020 03:33:25,Tbilisi,V4QM9,PotHero420,"Doctor Jamaica (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,3,Тбилиси,5 гр,0.0186,13266,5162,455,209,,,,,,,,,,"Doctor Jamaica (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
55,09-02-2020 03:33:25,Tbilisi,V4QM9,PotHero420,"Jack Herer - (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,3,Тбилиси,5 гр,0.0186,13266,5162,455,209,,,,,,,,,,"Jack Herer - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
56,09-02-2020 03:33:25,Tbilisi,V4QM9,PotHero420,"NEW! O.G. Kush - (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,5,Тбилиси,5 гр,0.0186,13266,5162,455,209,,,,,,,,,,"NEW! O.G. Kush - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
57,09-02-2020 03:33:25,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.0245,15868,6175,544,250,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
58,09-02-2020 03:33:25,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,19,Тбилиси,5 гр,0.0178,12694,4940,435,200,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
59,09-02-2020 03:33:25,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.1965,140000,64421,4798,,,,,,,,,,,reagent 25i nbome. 5gr
60,09-02-2020 03:33:25,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2672,190416,74100,6529,3000,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
61,09-02-2020 03:33:25,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,8,Тбилиси,5 гр,0.0484,31038,12078,1064,489,,,,,,,,,,💘✨5g. MDMA ✨💘
62,09-02-2020 03:33:25,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,2,Тбилиси,5 гр,0.0178,11425,4446,392,180,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
63,09-02-2020 03:33:25,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0391,25325,9855,868,399,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
64,09-02-2020 03:33:53,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0391,25325,9855,868,399,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
65,09-02-2020 03:33:53,Tbilisi,7B8EQ,w1ld1nd1an,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,4,Тбилиси,10 гр,0.1782,126944,49400,4352,2000,,,,,,,,,,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
66,09-02-2020 03:33:53,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0784,50778,19760,1741,800,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
67,09-02-2020 03:33:53,Tbilisi,V4QM9,PotHero420,"Doctor Jamaica (Only Buds, IMPORT) Шишки(всегда подъезд) 10G (BTC sale 10%) (предзаказ будет сделан очень оперативно)",True,нет,5,Тбилиси,10 гр,0.0355,25325,9855,868,399,,,,,,,,,,"Doctor Jamaica (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 10G (BTC sale 10%) (predzakaz budet sdelan ochen' operativno)"
68,09-02-2020 03:33:53,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.218,141225,54958,4842,2225,,,,,,,,,,Amfetamin [White] [Import] 10G
69,09-02-2020 03:33:53,Tbilisi,9VLN,AlienShop,💘✨10gram MDMA ✨💘,True,нет,10,Тбилиси,10 гр,0.08,51285,19958,1758,808,,,,,,,,,,💘✨10gram MDMA ✨💘
70,09-02-2020 03:33:53,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,2,Тбилиси,10 гр,0.0296,18978,7385,651,299,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
71,09-02-2020 03:33:53,Tbilisi,V8EPD,GREENWEED,SALE 50%. Шишки 11гр (лсд феминиз),True,2,3,Тбилиси,11 гр,0.0147,9521,3705,326,150,,,,,,,,,,SALE 50%. Shishki 11gr (lsd feminiz)
72,09-02-2020 03:33:53,Tbilisi,NVOG,ProperMgzn,15x Extasy Duracell 223mg MDMA.,True,нет,10,Тбилиси,15 гр,0.0445,28562,11115,979,450,,,,,,,,,,15x Extasy Duracell 223mg MDMA.
73,09-02-2020 03:33:53,Tbilisi,7B8EQ,w1ld1nd1an,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,8,Тбилиси,20 гр,0.294,209458,81510,7181,3300,,,,,,,,,,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
74,09-02-2020 03:33:53,Tbilisi,ABOAB,ProGrow,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0564,38083,14820,1306,600,,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
75,09-02-2020 03:33:53,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1069,76166,29640,2611,1200,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
76,09-02-2020 03:33:53,Tbilisi,ABOAB,ProGrow,50G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,50 гр,0.0846,57125,22230,1959,900,,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
77,09-02-2020 03:33:53,Tbilisi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,True,нет,2,Тбилиси,50 гр,0.0931,60298,23465,2067,950,,,,,,,,,,Hybrid Skunk! 50 gr
78,09-02-2020 03:33:53,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.196,126944,49400,4352,2000,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
79,09-02-2020 03:33:53,Tbilisi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,True,нет,1,Тбилиси,100 гр,0.1764,114250,44460,3917,1800,,,,,,,,,,Hybrid Skunk! 100 gr
80,09-02-2020 03:33:53,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.245,158680,61750,5441,2500,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
81,09-02-2020 03:33:53,Tbilisi,F8K,BestAcid,"марки 25i-nbome 2,5mg (100шт)",True,нет,2,Тбилиси,100 гр,0.0383,27293,10621,936,430,,,,,,,,,,"marki 25i-nbome 2,5mg (100sht)"
82,09-02-2020 03:33:53,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4508,291971,113620,10011,4600,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
83,09-02-2020 03:33:53,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.735,476040,185250,16322,7500,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
84,09-02-2020 03:33:53,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.833,539512,209950,18498,8500,,,,,,,,,,10000sht marki 25i-nbome. predoplata
85,09-02-2020 03:33:53,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0178,12694,4940,435,200,,,,,,,,,,KURYER..500RUB.+BONUS
86,09-02-2020 03:33:53,Tbilisi,3TGJ9,Elegant,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.0178,12694,4940,435,200,,,,,,,,,,Trebuetsja Kur'er
87,09-02-2020 03:33:53,Tbilisi,62YA,WhiteRebit,Требуется сотрудник,True,1,нет,Тбилиси,1 гр,0.0196,12694,4940,435,200,,,,,,,,,,Trebuetsja sotrudnik
88,09-02-2020 03:33:53,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0196,12694,4940,435,200,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
89,09-02-2020 03:33:53,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0245,15868,6175,544,250,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
90,09-02-2020 03:33:53,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.4833,952080,370500,32643,15000,,,,,,,,,,Vakansija optovogo kur'era na mef
91,09-02-2020 03:35:20,Batumi,A08BZ,Subway,Метамфетамин рацемат 2г (MQ),,2,нет,Батуми,2 гр,0.0084,5395,2100,185,85,,,,,,,True,,,Metamfetamin ratsemat 2g (MQ)
92,09-02-2020 03:35:20,Batumi,2PSS,DonDRAKON,"Combo: bruce lee, wembley, speedi+ (3g)",,2,нет,Батуми,3 гр,0.0134,9521,3705,326,150,,,,,,,True,,,"Combo: bruce lee, wembley, speedi+ (3g)"
93,09-02-2020 03:35:20,Batumi,XH0NP,XX-PABLO-XX,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE - SALE - SALE ),,2,10,Батуми,0.27 гр,0.0225,14408,5607,494,227,,,,,,,True,,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE - SALE - SALE )
94,09-02-2020 03:35:20,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,19,Батуми,5 гр,0.0178,12694,4940,435,200,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
95,09-02-2020 03:35:20,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,,нет,2,Батуми,50 гр,0.0931,60298,23465,2067,950,,,,,,,True,,,Hybrid Skunk! 50 gr
96,09-02-2020 03:35:20,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,,нет,1,Батуми,100 гр,0.1764,114250,44460,3917,1800,,,,,,,True,,,Hybrid Skunk! 100 gr
97,09-02-2020 03:35:20,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2969,190416,74100,6529,3000,,,,,,,True,,,SUBOXIN - HQ - 100 G.
98,09-02-2020 03:35:20,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,5,Батуми,150 гр,0.2474,158680,61750,5441,2500,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
99,09-02-2020 03:35:20,Batumi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Батуми,1 гр,0.0099,6347,2470,218,100,,,,,,,True,,,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
100,09-02-2020 03:35:20,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0045,3174,1235,109,50,,,,,,,True,,,kur'er v Batumi
101,09-02-2020 03:35:20,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,3 гр,0.0045,3174,1235,109,50,,,,,,,True,,,Vakansija Kur'era v Batumi
102,09-02-2020 03:35:20,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,5 гр,0.007,5000,2301,171,,,,,,,,True,,,Vakansija Kur'era v Batumi
103,09-02-2020 03:35:20,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0223,15868,6175,544,250,,,,,,,True,,,Ischu kur'era v Gruzii!
104,09-02-2020 03:35:20,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.4833,952080,370500,32643,15000,,,,,,,True,,,Vakansija optovogo kur'era na mef
105,09-02-2020 03:35:20,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.049,31736,12350,1088,500,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
