,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,€,Vake,Saburtalo,Gldani,Дигоми,Didube,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
11,11,23-03-2020 09:00:36,Tbilisi,7c395c455d,1 фото видно ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк,True,5,нет,Тбилиси,1 гр,0.0075,3902,1405,128,50.0,,,,,,,,,,,,1 foto vidno ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk
12,12,23-03-2020 09:00:36,Tbilisi,22610cd7c4,Amsterdam weed sativa 1гр,True,8,нет,Тбилиси,1 гр,0.0069,3590,1293,118,46.0,,,,,,,,,,,,Amsterdam weed sativa 1gr
13,13,23-03-2020 09:00:36,Tbilisi,edfbad0151,Blue Cheese Auto 1G pressed buds(Hydro),True,2,нет,Тбилиси,1 гр,0.0066,3512,1265,115,45.0,,,,,,,,,,,,Blue Cheese Auto 1G pressed buds(Hydro)
14,14,23-03-2020 09:00:36,Tbilisi,eb7e03535b,Cocaine Pure VHQ 1g,True,5,нет,Тбилиси,1 гр,0.0272,14750,5311,484,189.0,,,,,,,,,,,,Cocaine Pure VHQ 1g
15,15,23-03-2020 09:00:36,Tbilisi,0a8c230fa2,VHQ BEST Cocaine 1g.,True,5,нет,Тбилиси,1 гр,0.0295,15999,5761,525,205.0,,,,,,,,,,,,VHQ BEST Cocaine 1g.
16,16,23-03-2020 09:00:36,Tbilisi,54915c4374,Божественный эифорик!!! Марки нбооооом!!! 1 штука!!!,True,4,нет,Тбилиси,1 гр,0.0031,1795,646,59,23.0,,,,,,,,,,,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 1 shtuka!!!
17,17,23-03-2020 09:00:36,Tbilisi,b2c155ffa7,Кокаин КОЛУМБИА 1g,,1,нет,Тбилиси,1 гр,0.0268,13970,5030,458,179.0,,True,,,,,,,,,,Kokain KOLUMBIA 1g
18,18,23-03-2020 09:00:36,Tbilisi,61df6a1c90,Метадон 1гр,True,1,нет,Тбилиси,1 гр,0.1225,70240,25290,2303,900.0,,,,,,,,,,,,Metadon 1gr
19,19,23-03-2020 09:00:36,Tbilisi,89f7212915,2 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,7,нет,Тбилиси,2 гр,0.0143,8195,2951,269,105.0,,,,,,,,,,,,2 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
20,20,23-03-2020 09:00:36,Tbilisi,4a91350669,2 ecstasy red maseratti фотки видно VHQ екстази импорт с США,True,6,нет,Тбилиси,2 гр,0.0135,7024,2529,230,90.0,,,,,,,,,,,,2 ecstasy red maseratti fotki vidno VHQ ekstazi import s SShA
21,21,23-03-2020 09:00:36,Tbilisi,cb721d4bca,2 gr Шишки “OG KUSH VHQ”,True,3,нет,Тбилиси,2 гр,0.0118,6166,2220,202,79.0,,,,,,,,,,,,2 gr Shishki “OG KUSH VHQ”
22,22,23-03-2020 09:00:36,Tbilisi,64284550d9,2G ---> ONLY BUDS,,1,нет,Тбилиси,2 гр,0.0091,4761,1714,156,61.0,,,True,,,,,,,,,2G ---> ONLY BUDS
23,23,23-03-2020 09:00:36,Tbilisi,4659482266,2g super Skunk top class buds. Indica,,3,нет,Тбилиси,2 гр,0.0119,6166,2220,202,79.0,,,,True,,,,,,,,2g super Skunk top class buds. Indica
24,24,23-03-2020 09:00:36,Tbilisi,eb7e03535b,Cocaine Pure VHQ 2 g,True,2,нет,Тбилиси,2 гр,0.049,28096,10116,921,360.0,,,,,,,,,,,,Cocaine Pure VHQ 2 g
25,25,23-03-2020 09:00:36,Tbilisi,ef3dc4de6c,Extasy GUCCI 2 шт. вес таблетки 450mg,True,3,нет,Тбилиси,2 гр,0.0082,4292,1546,141,55.0,,,,,,,,,,,,Extasy GUCCI 2 sht. ves tabletki 450mg
26,26,23-03-2020 09:00:36,Tbilisi,c9a56b2b4a,3x Extasy Duracell 223mg MDMA,True,4,нет,Тбилиси,3 гр,0.0159,8195,2951,269,105.0,,,,,,,,,,,,3x Extasy Duracell 223mg MDMA
27,27,23-03-2020 09:00:36,Tbilisi,54915c4374,Божественный эифорик!!! Марки нбооооом!!! 3 штуки!!!,True,10,нет,Тбилиси,3 гр,0.0065,3746,1349,123,48.0,,,,,,,,,,,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 3 shtuki!!!
28,28,23-03-2020 09:00:36,Tbilisi,dd631c4acf,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩,True,1,нет,Тбилиси,3 гр,0.015,7726,2782,253,99.0,,,,,,,,,,,,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩
29,29,23-03-2020 09:00:36,Tbilisi,ad9cb826c6,"5 Grm MDMA , Purity A +++",True,1,нет,Тбилиси,5 гр,0.0436,24974,8992,819,320.0,,,,,,,,,,,,"5 Grm MDMA , Purity A +++"
30,30,23-03-2020 09:00:36,Tbilisi,688dd1cbd1,5 Grm Mdma Pure Quality A +++,True,1,нет,Тбилиси,5 гр,0.0445,23413,8430,768,300.0,,,,,,,,,,,,5 Grm Mdma Pure Quality A +++
31,31,23-03-2020 09:00:36,Tbilisi,bb1791277e,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,1,нет,Тбилиси,5 гр,0.0298,15531,5592,509,199.0,,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
32,32,23-03-2020 09:00:36,Tbilisi,7ee4f68218,5 gr mdma (скидка в биткоин 5%),True,2,нет,Тбилиси,5 гр,0.0449,24405,8802,801,,290.0,,,,,,,,,,,5 gr mdma (skidka v bitkoin 5%)
33,33,23-03-2020 09:00:36,Tbilisi,f4d1c31614,5g MDMA (IMPORTED),True,2,нет,Тбилиси,5 гр,0.0575,31218,11240,1024,400.0,,,,,,,,,,,,5g MDMA (IMPORTED)
34,34,23-03-2020 09:01:40,Tbilisi,c9a56b2b4a,5x Extasy Duracell 223mg MDMA.,True,8,нет,Тбилиси,5 гр,0.0265,13658,4918,448,175.0,,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
35,35,23-03-2020 09:01:40,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,8,нет,Тбилиси,5 гр,0.0088,5073,1827,166,65.0,,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
36,36,23-03-2020 09:01:40,Tbilisi,be97026d1d,MDMA from Europe!!! 5g + (0.5g hash подарок !!!!) BTC SALE 5%!!,,2,нет,Тбилиси,5.5 гр,0.0487,25364,9133,832,325.0,,,,,True,,,,,,,MDMA from Europe!!! 5g + (0.5g hash podarok !!!!) BTC SALE 5%!!
37,37,23-03-2020 09:01:40,Tbilisi,4c4ab8c0de,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,2,нет,Тбилиси,10 гр,0.0547,28486,10257,934,365.0,,,,,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
38,38,23-03-2020 09:01:40,Tbilisi,ef3dc4de6c,Extasy GUCCI 10шт. вес таблетки 450mg,True,1,нет,Тбилиси,10 гр,0.04,20838,7503,683,267.0,,,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
39,39,23-03-2020 09:01:40,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,6,нет,Тбилиси,10 гр,0.0135,7726,2782,253,99.0,,,,True,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
40,40,23-03-2020 09:01:40,Tbilisi,c225d2f67d,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0575,31218,11240,1024,400.0,,,,,,,,,,,,gashish evro 10g
41,41,23-03-2020 09:01:40,Tbilisi,be97026d1d,MDMA from Europe!!! 10g + (1g hash подарок !!!!) BTC SALE 5%!!,,1,нет,Тбилиси,11 гр,0.0951,49558,17844,1625,635.0,,,,,True,,,,,,,MDMA from Europe!!! 10g + (1g hash podarok !!!!) BTC SALE 5%!!
42,42,23-03-2020 09:01:40,Tbilisi,ea97036e14,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2723,156089,56200,5118,2000.0,,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
43,43,23-03-2020 09:01:40,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 0.27 G - (SALE),True,14,5,Тбилиси,0.27 гр,0.0378,19511,7025,640,250.0,,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G - (SALE)
44,44,23-03-2020 09:01:40,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 0.35 G,True,нет,5,Тбилиси,0.35 гр,0.0454,23413,8430,768,300.0,,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G
45,45,23-03-2020 09:01:40,Tbilisi,2dbb5960b9,Methadone HQ in city 0.75g,True,нет,1,Тбилиси,0.75 гр,0.0554,28876,10397,947,370.0,,,,,,,,,,,,Methadone HQ in city 0.75g
46,46,23-03-2020 09:01:40,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 1.1 G (SALE),True,2,3,Тбилиси,1.1 гр,0.1134,58533,21075,1919,750.0,,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE)
47,47,23-03-2020 09:01:40,Tbilisi,dd631c4acf,✨✨2gram. MDMA✨✨,True,нет,2,Тбилиси,2 гр,0.0303,15609,5620,512,200.0,,,,,,,,,,,,✨✨2gram. MDMA✨✨
48,48,23-03-2020 09:01:40,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.0892,46046,16579,1510,590.0,,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
49,49,23-03-2020 09:01:40,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0599,31218,11240,1024,400.0,,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
50,50,23-03-2020 09:01:40,Tbilisi,4a91350669,5 Amnesia Haze марихуана шишки тгк 25%,True,нет,4,Тбилиси,5 гр,0.0271,15531,5592,509,199.0,,,,,,,,,,,,5 Amnesia Haze marihuana shishki tgk 25%
51,51,23-03-2020 09:01:40,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0824,42924,15455,1408,550.0,,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
52,52,23-03-2020 09:01:40,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,1,Тбилиси,5 гр,0.0298,15531,5592,509,199.0,,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
53,53,23-03-2020 09:01:40,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,9,Тбилиси,5 гр,0.0298,15531,5592,509,199.0,,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
54,54,23-03-2020 09:01:40,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,1,Тбилиси,5 гр,0.0298,15531,5592,509,199.0,,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
55,55,23-03-2020 09:01:40,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0298,15531,5592,509,199.0,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
56,56,23-03-2020 09:01:40,Tbilisi,cb721d4bca,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,1,Тбилиси,5 гр,0.0298,15531,5592,509,199.0,,,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
57,57,23-03-2020 09:01:40,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,9,Тбилиси,5 гр,0.0298,15531,5592,509,199.0,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
58,58,23-03-2020 09:01:40,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0298,17092,6154,560,219.0,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
59,59,23-03-2020 09:01:40,Tbilisi,f8a875c191,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.0454,23413,8430,768,300.0,,,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
60,60,23-03-2020 09:01:40,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,7,Тбилиси,5 гр,0.0298,15531,5592,509,199.0,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
61,61,23-03-2020 09:01:40,Tbilisi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),True,нет,15,Тбилиси,5 гр,0.0272,15609,5620,512,200.0,,,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
62,62,23-03-2020 09:01:40,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.3314,190000,87429,6224,,,,,,,,,,,,,reagent 25i nbome. 5gr
63,63,23-03-2020 09:01:40,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.4084,234133,84300,7677,3000.0,,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
64,64,23-03-2020 09:01:40,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,3,Тбилиси,5 гр,0.1299,67040,24138,2198,859.0,,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
65,65,23-03-2020 09:01:40,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,3,Тбилиси,5 гр,0.027999999999999997,14438,5199,473,185.0,,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
66,66,23-03-2020 09:02:46,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.07400000000000001,38164,13741,1251,489.0,,,,,,,,,,,,💘✨5g. MDMA ✨💘
67,67,23-03-2020 09:02:46,Tbilisi,dd631c4acf,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,2,Тбилиси,5 гр,0.0498,25677,9245,842,329.0,,,,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
68,68,23-03-2020 09:02:46,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,8,Тбилиси,5 гр,0.0272,14048,5058,461,180.0,,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
69,69,23-03-2020 09:02:46,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1348,70240,25290,2303,900.0,,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
70,70,23-03-2020 09:02:46,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.1048,54631,19670,1791,700.0,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
71,71,23-03-2020 09:02:46,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,6,Тбилиси,10 гр,0.0479,24974,8992,819,320.0,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
72,72,23-03-2020 09:02:46,Tbilisi,c9a56b2b4a,10x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,10 гр,0.0529,27316,9835,896,350.0,,,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
73,73,23-03-2020 09:02:46,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.1198,62435,22480,2047,800.0,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
74,74,23-03-2020 09:02:46,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.3332,173649,62523,5694,2225.0,,,,,,,,,,,,Amfetamin [White] [Import] 10G
75,75,23-03-2020 09:02:46,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,9,Тбилиси,10 гр,0.2192,113086,40717,3708,1449.0,,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
76,76,23-03-2020 09:02:46,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0558,28798,10369,944,369.0,,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
77,77,23-03-2020 09:02:46,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,3,Тбилиси,10 гр,0.0452,23335,8402,765,299.0,,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
78,78,23-03-2020 09:02:46,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0906,46749,16832,1533,599.0,,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
79,79,23-03-2020 09:02:46,Tbilisi,61bec147f3,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1634,93653,33720,3071,1200.0,,,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
80,80,23-03-2020 09:02:46,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2995,156089,56200,5118,2000.0,,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
81,81,23-03-2020 09:02:46,Tbilisi,f8a875c191,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.3025,156089,56200,5118,2000.0,,,,,,,,,,,,SUBOXIN - HQ - 100 G.
82,82,23-03-2020 09:02:46,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.3744,195111,70250,6398,2500.0,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
83,83,23-03-2020 09:02:46,Tbilisi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.2269,117066,42150,3839,1500.0,,,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
84,84,23-03-2020 09:02:46,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.6888,359004,129260,11772,4600.0,,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
85,85,23-03-2020 09:02:46,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,1.1231,585332,210750,19193,7500.0,,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
86,86,23-03-2020 09:02:46,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,1.2729,663377,238850,21752,8500.0,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
87,87,23-03-2020 09:02:46,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0272,15609,5620,512,200.0,,,,,,,,,,,,KURYER..500RUB.+BONUS
88,88,23-03-2020 09:02:46,Tbilisi,e56bb6ca93,"Работа курьером в Тбилиси, ЗП от 1500$ в месяц, работа только с марихуаной, залог от 200$",True,1,нет,Тбилиси,1 гр,0.0272,15609,5620,512,200.0,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1500$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 200$"
89,89,23-03-2020 09:02:46,Tbilisi,54915c4374,Работа на марки (курьер),True,1,нет,Тбилиси,10 гр,0.0204,11707,4215,384,150.0,,,,,,,,,,,,Rabota na marki (kur'er)
90,90,23-03-2020 09:02:46,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.03,15609,5620,512,200.0,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
91,91,23-03-2020 09:02:46,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0374,19511,7025,640,250.0,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
92,92,23-03-2020 09:02:46,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,2.2666,1170665,421500,38387,15000.0,,,,,,,,,,,,Vakansija optovogo kur'era na mef
93,93,23-03-2020 09:03:52,Batumi,99accec7c7,MEPHEDRONE 0.5 gr,,4,нет,Батуми,0.5 гр,0.0109,6244,2248,205,80.0,,,,,,,,,True,,,MEPHEDRONE 0.5 gr
94,94,23-03-2020 09:03:52,Batumi,99accec7c7,COCAINE 1 gr THE BEST COCO IN GEORGIA,,4,нет,Батуми,1 гр,0.0408,23413,8430,768,300.0,,,,,,,,,True,,,COCAINE 1 gr THE BEST COCO IN GEORGIA
95,95,23-03-2020 09:03:52,Batumi,c72111ac1a,NZT-52 limited 1 г мука,,19,нет,Батуми,1 гр,0.0259,14828,5339,486,190.0,,,,,,,,,,True,,NZT-52 limited 1 g muka
96,96,23-03-2020 09:03:52,Batumi,c72111ac1a,NZT-52 limited 2г мука,,9,нет,Батуми,2 гр,0.0463,26535,9554,870,340.0,,,,,,,,,,True,,NZT-52 limited 2g muka
97,97,23-03-2020 09:03:52,Batumi,3ee37c89bb,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.3294,171697,61820,5630,2200.0,,,,,,,,,,True,,[100g] SPAIN HASH
98,98,23-03-2020 09:03:52,Batumi,f8a875c191,Метадон - (KRISTAL) - VHQ - BATUMI - 0.30 G,,3,3,Батуми,0.3 гр,0.0454,23413,8430,768,300.0,,,,,,,,,True,,,Metadon - (KRISTAL) - VHQ - BATUMI - 0.30 G
99,99,23-03-2020 09:03:52,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,14,Батуми,5 гр,0.0272,15609,5620,512,200.0,,,,,,,,,,True,,Metamfetamin ratsemat 5 g. (MQ)
100,100,23-03-2020 09:03:52,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.3025,156089,56200,5118,2000.0,,,,,,,,,,True,,SUBOXIN - HQ - 100 G.
101,101,23-03-2020 09:03:52,Batumi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2269,117066,42150,3839,1500.0,,,,,,,,,,True,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
102,102,23-03-2020 09:03:52,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0136,7804,2810,256,100.0,,,,,,,,,,True,,kur'er v Batumi
