,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Дигоми,Vake,Vazisubani,Varketili,Didube,€,Saburtalo,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
44,25-05-2020 13:15:57,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.099,64692,24345,2159,900,,,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
45,25-05-2020 13:15:57,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.044,28752,10820,959,400,,,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
46,25-05-2020 13:15:57,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.077,50316,18935,1679,700,,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
47,25-05-2020 13:15:57,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0462,30190,11361,1007,420,,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
48,25-05-2020 13:15:57,Tbilisi,18FB,Mr.Green Tbilis,10G Hybrid Marijuana Leafs,True,1,38,Тбилиси,10 гр,0.0148,9704,3652,324,135,,,,,,,,,,,,,10G Hybrid Marijuana Leafs
49,25-05-2020 13:15:57,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.088,57504,21640,1919,800,,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
50,25-05-2020 13:15:57,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2446,159934,60186,5337,2225,,,,,,,,,,,,,Amfetamin [White] [Import] 10G
51,25-05-2020 13:15:57,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,5,Тбилиси,10 гр,0.1731,112062,42171,3739,1559,,,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
52,25-05-2020 13:15:57,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.041,26524,9981,885,369,,,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
53,25-05-2020 13:15:57,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,3,Тбилиси,10 гр,0.035,22642,8521,756,315,,,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
54,25-05-2020 13:15:57,Tbilisi,XH0NP,XX-PABLO-XX,METADON - 20 G.,True,нет,1,Тбилиси,20 гр,0.5552,359402,135250,11993,5000,,,,,,,,,,,,,METADON - 20 G.
55,25-05-2020 13:15:57,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0665,43056,16203,1437,599,,,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
56,25-05-2020 13:15:57,Tbilisi,7LHWP,GEOBUDS,50 gr georgian weed. Package on magnet,True,нет,6,Тбилиси,50 гр,0.1428,93373,35138,3116,1299,,,,,,,,,,,,,50 gr georgian weed. Package on magnet
57,25-05-2020 13:15:57,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1209,79068,29755,2638,1100,,,,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
58,25-05-2020 13:15:57,Tbilisi,7LHWP,GEOBUDS,100 gr georgian weed. Package on magnet,True,нет,5,Тбилиси,100 гр,0.2748,179629,67598,5994,2499,,,,,,,,,,,,,100 gr georgian weed. Package on magnet
59,25-05-2020 13:15:57,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2639,172513,64920,5757,2400,,,,,,,,,,,,,100 gr marijuana buds
60,25-05-2020 13:15:57,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2199,143761,54100,4797,2000,,,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
61,25-05-2020 13:15:57,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2749,179701,67625,5997,2500,,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
62,25-05-2020 13:15:57,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.6487,424094,159595,14152,5900,,,,,,,,,,,,,180 gr marihuana persoalno
63,25-05-2020 13:15:57,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.5058,330650,124430,11034,4600,,,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
64,25-05-2020 13:15:57,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.8246,539103,202875,17990,7500,,,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
65,25-05-2020 13:15:57,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.9346,610983,229925,20388,8500,,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
66,25-05-2020 13:15:57,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.02,14376,5410,480,200,,,,,,,,,,,,,KURYER..500RUB.+BONUS
67,25-05-2020 13:15:57,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.022,14376,5410,480,200,,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
68,25-05-2020 13:15:57,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0275,17970,6763,600,250,,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
69,25-05-2020 13:16:56,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0275,17970,6763,600,250,,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
70,25-05-2020 13:16:56,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.6677,1078206,405750,35979,15000,,,,,,,,,,,,,Vakansija optovogo kur'era na mef
71,25-05-2020 13:18:02,Batumi,EIH4,San4oPan4o,ГАШИШ твердый!!! Hash!!!! 0.5 g !!! SALE!!! !!! БАТУМИ !!! BTC SALE 5%!!!,,4,нет,Батуми,0.5 гр,0.0066,4313,1623,144,60,,,,,,,,,,True,,,GAShISh tverdyj!!! Hash!!!! 0.5 g !!! SALE!!! !!! BATUMI !!! BTC SALE 5%!!!
72,25-05-2020 13:18:02,Batumi,Z9UT,Rainbow,шишки марихуаны 5G,,3,нет,Батуми,5 гр,0.033,21564,8115,720,300,,,,,,,,,,,True,,shishki marihuany 5G
73,25-05-2020 13:18:02,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2423,158137,59510,5277,2200,,,,,,,,,,True,,,[100g] SPAIN HASH
74,25-05-2020 13:18:02,Batumi,A3I9,Joookerrr,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 0.5 грамм (предзаказ) скидка 10%",,нет,3,Батуми,0.5 гр,0.0094,6110,2299,204,85,,,,,,,,,,True,,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 0.5 gramm (predzakaz) skidka 10%"
75,25-05-2020 13:18:02,Batumi,A3I9,Joookerrr,"Бупренорфин 1 грамм (Предложение для тех кто хочет победить так называемую ""Ломку"")",,нет,1,Батуми,1 гр,0.0361,25886,9719,864,,,,,,,330,,,,True,,,"Buprenorfin 1 gramm (Predlozhenie dlja teh kto hochet pobedit' tak nazyvaemuju ""Lomku"")"
76,25-05-2020 13:18:02,Batumi,A3I9,Joookerrr,MDMA !! 3 грамма,,нет,2,Батуми,3 гр,0.0496,32346,12173,1079,450,,,,,,,,,,True,,,MDMA !! 3 gramma
77,25-05-2020 13:18:02,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1731,112990,51992,3777,,,,,,,,,,,True,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
78,25-05-2020 13:18:02,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2741,178900,82321,5980,,,,,,,,,,,True,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
79,25-05-2020 13:18:02,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.01,7188,2705,240,100,,,,,,,,,,True,,,kur'er v Batumi
80,25-05-2020 13:18:02,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.025,17970,6763,600,250,,,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
81,25-05-2020 13:18:02,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.025,17970,6763,600,250,,,,,,,,,,True,,,Ischu kur'era v Gruzii!
82,25-05-2020 13:18:02,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Батуми,25 гр,0.012,7844,2945,262,,,,,,,100,,,,True,,,Rabota na marki (kur'er)
83,25-05-2020 13:18:02,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.667,1078206,405750,35979,15000,,,,,,,,,,True,,,Vakansija optovogo kur'era na mef
84,25-05-2020 13:18:02,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0551,35940,13525,1199,500,,,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
85,25-05-2020 13:19:26,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,6,нет,Кутаиси,2 гр,0.0529,34862,13119,1163,485,,,,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
86,25-05-2020 13:19:26,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,7,нет,Кутаиси,3 гр,0.0281,18689,7033,624,260,,,,,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
87,25-05-2020 13:19:26,Kutaisi,2I03,bananaa,Шишки Lemon weed ТГК 25% 3.3г бтк скидка 10% !!,,2,нет,Кутаиси,3.3 гр,0.0075,5391,2029,180,75,,,,,,,,,,,,True,Shishki Lemon weed TGK 25% 3.3g btk skidka 10% !!
88,25-05-2020 13:19:26,Kutaisi,2I03,bananaa,Шишки Lemon weed ТГК 25% 5.5г бтк скидка 10% !!,,1,нет,Кутаиси,5.5 гр,0.0115,8266,3111,276,115,,,,,,,,,,,,True,Shishki Lemon weed TGK 25% 5.5g btk skidka 10% !!
89,25-05-2020 13:19:26,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.012,7844,2945,262,,,,,,,100,,,,,,True,Rabota na marki (kur'er)
