,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Vake,Gldani,€,Didube,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
26,23-03-2020 18:15:48,Tbilisi,BCF,Doitgod,5 Grm Mdma Pure Quality A +++,True,1,нет,Тбилиси,5 гр,0.0442,24264,8520,768,300,,,,,,,,,,5 Grm Mdma Pure Quality A +++
27,23-03-2020 18:15:48,Tbilisi,0WE,Khachapuri,5 gr mdma (скидка в биткоин 5%),True,2,нет,Тбилиси,5 гр,0.0444,25144,8816,801,,,,290,,,,,,,5 gr mdma (skidka v bitkoin 5%)
28,23-03-2020 18:15:48,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,True,8,нет,Тбилиси,5 гр,0.0263,14154,4970,448,175,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
29,23-03-2020 18:15:48,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,8,нет,Тбилиси,5 гр,0.0088,5257,1846,166,65,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
30,23-03-2020 18:15:48,Tbilisi,P5MBO,ToppoT,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,2,нет,Тбилиси,10 гр,0.0543,29522,10366,934,365,,,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
31,23-03-2020 18:15:48,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 10шт. вес таблетки 450mg,True,1,нет,Тбилиси,10 гр,0.0397,21595,7583,683,267,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
32,23-03-2020 18:15:48,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,6,нет,Тбилиси,10 гр,0.0134,8007,2812,253,99,,True,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
33,23-03-2020 18:16:38,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0572,32353,11360,1024,400,,,,,,,,,,gashish evro 10g
34,23-03-2020 18:16:38,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2708,161763,56800,5118,2000,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
35,23-03-2020 18:16:38,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.27 G - (SALE),True,22,5,Тбилиси,0.27 гр,0.0376,20220,7100,640,250,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G - (SALE)
36,23-03-2020 18:16:38,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.35 G,True,нет,5,Тбилиси,0.35 гр,0.0451,24264,8520,768,300,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G
37,23-03-2020 18:16:38,Tbilisi,Y6FO,Opiate,Methadone HQ in city 0.75g,True,нет,1,Тбилиси,0.75 гр,0.0551,29926,10508,947,370,,,,,,,,,,Methadone HQ in city 0.75g
38,23-03-2020 18:16:38,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1.1 G (SALE),True,2,3,Тбилиси,1.1 гр,0.1128,60661,21300,1919,750,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE)
39,23-03-2020 18:16:38,Tbilisi,Y6FO,Opiate,Methadone HQ in city 1.4g,True,нет,1,Тбилиси,1.4 гр,0.1043,56617,19880,1791,700,,,,,,,,,,Methadone HQ in city 1.4g
40,23-03-2020 18:16:38,Tbilisi,9VLN,AlienShop,✨✨2gram. MDMA✨✨,True,нет,2,Тбилиси,2 гр,0.0301,16176,5680,512,200,,,,,,,,,,✨✨2gram. MDMA✨✨
41,23-03-2020 18:16:38,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.0888,47720,16756,1510,590,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
42,23-03-2020 18:16:38,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0596,32353,11360,1024,400,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
43,23-03-2020 18:16:38,Tbilisi,JVZTQ,partyshop,5 Amnesia Haze марихуана шишки тгк 25%,True,нет,4,Тбилиси,5 гр,0.0269,16095,5652,509,199,,,,,,,,,,5 Amnesia Haze marihuana shishki tgk 25%
44,23-03-2020 18:16:38,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0819,44485,15620,1408,550,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
45,23-03-2020 18:16:38,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,1,Тбилиси,5 гр,0.0296,16095,5652,509,199,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
46,23-03-2020 18:16:38,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,9,Тбилиси,5 гр,0.0296,16095,5652,509,199,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
47,23-03-2020 18:16:38,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,1,Тбилиси,5 гр,0.0296,16095,5652,509,199,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
48,23-03-2020 18:16:38,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0296,16095,5652,509,199,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
49,23-03-2020 18:16:38,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,1,Тбилиси,5 гр,0.0296,16095,5652,509,199,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
50,23-03-2020 18:16:38,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,9,Тбилиси,5 гр,0.0296,16095,5652,509,199,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
51,23-03-2020 18:16:38,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0297,17713,6220,560,219,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
52,23-03-2020 18:16:38,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.0451,24264,8520,768,300,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
53,23-03-2020 18:16:38,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,7,Тбилиси,5 гр,0.0296,16095,5652,509,199,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
54,23-03-2020 18:16:38,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,14,Тбилиси,5 гр,0.0271,16176,5680,512,200,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
55,23-03-2020 18:16:38,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.3181,190000,87429,6224,,,,,,,,,,,reagent 25i nbome. 5gr
56,23-03-2020 18:16:38,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.4062,242645,85200,7677,3000,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
57,23-03-2020 18:16:38,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,3,Тбилиси,5 гр,0.1292,69477,24396,2198,859,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
58,23-03-2020 18:16:38,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,3,Тбилиси,5 гр,0.0278,14963,5254,473,185,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
59,23-03-2020 18:16:38,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0736,39551,13888,1251,489,,,,,,,,,,💘✨5g. MDMA ✨💘
60,23-03-2020 18:16:38,Tbilisi,9VLN,AlienShop,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,2,Тбилиси,5 гр,0.0495,26610,9344,842,329,,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
61,23-03-2020 18:16:38,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,8,Тбилиси,5 гр,0.0271,14559,5112,461,180,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
62,23-03-2020 18:16:38,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1341,72793,25560,2303,900,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
63,23-03-2020 18:16:38,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.1043,56617,19880,1791,700,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
64,23-03-2020 18:16:38,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,6,Тбилиси,10 гр,0.0477,25882,9088,819,320,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
65,23-03-2020 18:17:31,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.1189,64705,22720,2047,800,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
66,23-03-2020 18:17:31,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.3307,179961,63190,5694,2225,,,,,,,,,,Amfetamin [White] [Import] 10G
67,23-03-2020 18:17:31,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,9,Тбилиси,10 гр,0.2175,117197,41152,3708,1449,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
68,23-03-2020 18:17:31,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0554,29845,10480,944,369,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
69,23-03-2020 18:17:31,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,3,Тбилиси,10 гр,0.0449,24184,8492,765,299,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
70,23-03-2020 18:17:31,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0899,48448,17012,1533,599,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
71,23-03-2020 18:17:31,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1621,97058,34080,3071,1200,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
72,23-03-2020 18:17:31,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2972,161763,56800,5118,2000,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
73,23-03-2020 18:17:31,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.3002,161763,56800,5118,2000,,,,,,,,,,SUBOXIN - HQ - 100 G.
74,23-03-2020 18:17:31,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.3716,202204,71000,6398,2500,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
75,23-03-2020 18:17:31,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.2252,121322,42600,3839,1500,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
76,23-03-2020 18:17:31,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.6837,372055,130640,11772,4600,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
77,23-03-2020 18:17:31,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,1.1147,606611,213000,19193,7500,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
78,23-03-2020 18:17:31,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,1.2633,687493,241400,21752,8500,,,,,,,,,,10000sht marki 25i-nbome. predoplata
79,23-03-2020 18:17:31,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.027,16176,5680,512,200,,,,,,,,,,KURYER..500RUB.+BONUS
80,23-03-2020 18:17:31,Tbilisi,8B31,Rastashop,"Работа курьером в Тбилиси, ЗП от 1500$ в месяц, работа только с марихуаной, залог от 200$",True,1,нет,Тбилиси,1 гр,0.027,16176,5680,512,200,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1500$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 200$"
81,23-03-2020 18:17:31,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,1,нет,Тбилиси,10 гр,0.0203,12132,4260,384,150,,,,,,,,,,Rabota na marki (kur'er)
82,23-03-2020 18:17:31,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0297,16176,5680,512,200,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
83,23-03-2020 18:17:31,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0372,20220,7100,640,250,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
84,23-03-2020 18:17:31,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,2.2496,1213223,426000,38387,15000,,,,,,,,,,Vakansija optovogo kur'era na mef
85,23-03-2020 18:19:22,Batumi,V4T,COCAcoLA,MEPHEDRONE 0.5 gr,,3,нет,Батуми,0.5 гр,0.0108,6471,2272,205,80,,,,,,,True,,,MEPHEDRONE 0.5 gr
86,23-03-2020 18:19:22,Batumi,V4T,COCAcoLA,COCAINE 1 gr THE BEST COCO IN GEORGIA,,4,нет,Батуми,1 гр,0.0406,24264,8520,768,300,,,,,,,True,,,COCAINE 1 gr THE BEST COCO IN GEORGIA
87,23-03-2020 18:19:22,Batumi,72B,CHINATOWN,NZT-52 limited 1 г мука,,17,нет,Батуми,1 гр,0.0257,15367,5396,486,190,,,,,,,,True,,NZT-52 limited 1 g muka
88,23-03-2020 18:19:22,Batumi,72B,CHINATOWN,NZT-52 limited 2г мука,,8,нет,Батуми,2 гр,0.046,27500,9656,870,340,,,,,,,,True,,NZT-52 limited 2g muka
89,23-03-2020 18:19:22,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.3277,177939,62480,5630,2200,,,,,,,,True,,[100g] SPAIN HASH
90,23-03-2020 18:19:22,Batumi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - BATUMI - 0.30 G,,3,2,Батуми,0.3 гр,0.0406,21838,7668,691,270,,,,,,,True,,,Metadon - (KRISTAL) - VHQ - BATUMI - 0.30 G
91,23-03-2020 18:19:22,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,14,Батуми,5 гр,0.0271,16176,5680,512,200,,,,,,,,True,,Metamfetamin ratsemat 5 g. (MQ)
92,23-03-2020 18:19:22,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.3009,161763,56800,5118,2000,,,,,,,,True,,SUBOXIN - HQ - 100 G.
93,23-03-2020 18:19:22,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2257,121322,42600,3839,1500,,,,,,,,True,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
94,23-03-2020 18:19:22,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0135,8088,2840,256,100,,,,,,,,True,,kur'er v Batumi
95,23-03-2020 18:19:22,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0339,20220,7100,640,250,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
96,23-03-2020 18:19:22,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0203,12132,4260,384,150,,,,,,,,True,,Rabota na marki (kur'er)
97,23-03-2020 18:19:22,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0339,20220,7100,640,250,,,,,,,,True,,Ischu kur'era v Gruzii!
98,23-03-2020 18:19:22,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.2546,1213223,426000,38387,15000,,,,,,,,True,,Vakansija optovogo kur'era na mef
99,23-03-2020 18:19:22,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0745,40441,14200,1280,500,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
100,23-03-2020 18:21:21,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 1g BTC SALE 5%!! КУТАИСИ!!!,,8,нет,Кутаиси,1 гр,0.0299,16581,5822,525,205,,,,,,,,,True,Columbia Cocaine VHQ 1g BTC SALE 5%!! KUTAISI!!!
101,23-03-2020 18:21:21,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.5g BTC SALE 5%!! КУТАИСИ!!!,,8,нет,Кутаиси,1.5 гр,0.0261,14478,5084,458,179,,,,,,,,,True,MDMA from Europe!!! 1.5g BTC SALE 5%!! KUTAISI!!!
102,23-03-2020 18:21:21,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g BTC SALE 5%!! КУТАИСИ!!!,,11,нет,Кутаиси,2 гр,0.0567,31463,11048,995,389,,,,,,,,,True,Columbia Cocaine VHQ 2g BTC SALE 5%!! KUTAISI!!!
103,23-03-2020 18:21:21,Kutaisi,EIH4,San4oPan4o,ГАШИШ твердый!!! Hash!!!! 2.0 g !!BTC SALE 5%!! КУТАИСИ!!!,,4,нет,Кутаиси,2 гр,0.0245,13588,4771,430,168,,,,,,,,,True,GAShISh tverdyj!!! Hash!!!! 2.0 g !!BTC SALE 5%!! KUTAISI!!!
104,23-03-2020 18:21:21,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 3g BTC SALE 5%!! КУТАИСИ!!!,,10,нет,Кутаиси,3 гр,0.0467,25882,9088,819,320,,,,,,,,,True,MDMA from Europe!!! 3g BTC SALE 5%!! KUTAISI!!!
105,23-03-2020 18:21:21,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Кутаиси,10 гр,0.0201,12132,4260,384,150,,,,,,,,,True,Rabota na marki (kur'er)
