,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Дигоми,Vake,€,Saburtalo,Didube,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
30,30,06-03-2020 13:47:33,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0208,13171,4963,445,199.0,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
31,31,06-03-2020 13:47:33,Tbilisi,cb721d4bca,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,2,Тбилиси,5 гр,0.0208,13171,4963,445,199.0,,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
32,32,06-03-2020 13:47:33,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,4,Тбилиси,5 гр,0.0199,12575,4739,425,190.0,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
33,33,06-03-2020 13:47:33,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0208,14495,5462,490,219.0,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
34,34,06-03-2020 13:47:33,Tbilisi,be97026d1d,MDMA from Europe!!! 5g BTC SALE 5%(Место на ваш выбор!!!),True,нет,2,Тбилиси,5 гр,0.0413,26143,9851,883,395.0,,,,,,,,,,,MDMA from Europe!!! 5g BTC SALE 5%(Mesto na vash vybor!!!)
35,35,06-03-2020 13:48:01,Tbilisi,be97026d1d,MDMA from Europe!!! 5g BTC SALE 5%(Место на ваш выбор!!!),True,нет,2,Тбилиси,5 гр,0.0414,26143,9851,883,395.0,,,,,,,,,,,MDMA from Europe!!! 5g BTC SALE 5%(Mesto na vash vybor!!!)
36,36,06-03-2020 13:48:01,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.0199,12575,4739,425,190.0,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
37,37,06-03-2020 13:48:01,Tbilisi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),True,нет,16,Тбилиси,5 гр,0.019,13237,4988,447,200.0,,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
38,38,06-03-2020 13:48:01,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2733,190000,87429,6413,,,,,,,,,,,,reagent 25i nbome. 5gr
39,39,06-03-2020 13:48:01,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2856,198556,74820,6707,3000.0,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
40,40,06-03-2020 13:48:01,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,3,Тбилиси,5 гр,0.0908,56853,21423,1920,859.0,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
41,41,06-03-2020 13:48:01,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,1,5,Тбилиси,5 гр,0.0196,12244,4614,414,185.0,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
42,42,06-03-2020 13:48:01,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0517,32365,12196,1093,489.0,,,,,,,,,,,💘✨5g. MDMA ✨💘
43,43,06-03-2020 13:48:01,Tbilisi,dd631c4acf,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,5,Тбилиси,5 гр,0.0348,21775,8205,736,329.0,,,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
44,44,06-03-2020 13:48:01,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,3,Тбилиси,5 гр,0.019,11913,4489,402,180.0,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
45,45,06-03-2020 13:48:01,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0942,59567,22446,2012,900.0,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
46,46,06-03-2020 13:48:01,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.0733,46330,17458,1565,700.0,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
47,47,06-03-2020 13:48:01,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0418,26408,9951,892,399.0,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
48,48,06-03-2020 13:48:01,Tbilisi,c9a56b2b4a,10x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,10 гр,0.037000000000000005,23165,8729,783,350.0,,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
49,49,06-03-2020 13:48:01,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0838,52948,19952,1789,800.0,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
50,50,06-03-2020 13:48:01,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.233,147263,55492,4974,2225.0,,,,,,,,,,,Amfetamin [White] [Import] 10G
51,51,06-03-2020 13:48:01,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,10,Тбилиси,10 гр,0.1532,95903,36138,3240,1449.0,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
52,52,06-03-2020 13:48:01,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.039,24422,9203,825,369.0,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
53,53,06-03-2020 13:48:01,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,4,Тбилиси,10 гр,0.0316,19789,7457,668,299.0,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
54,54,06-03-2020 13:48:01,Tbilisi,c9a56b2b4a,20x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,20 гр,0.07400000000000001,46330,17458,1565,700.0,,,,,,,,,,,20x Extasy Duracell 223mg MDMA.
55,55,06-03-2020 13:48:01,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0634,39645,14939,1339,599.0,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
56,56,06-03-2020 13:48:01,Tbilisi,64284550d9,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0703,46330,17458,1565,700.0,,,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
57,57,06-03-2020 13:48:01,Tbilisi,61bec147f3,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1142,79422,29928,2683,1200.0,,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
58,58,06-03-2020 13:48:01,Tbilisi,64284550d9,50G -- HYBRID-> Скидка 5% за BTC,True,нет,1,Тбилиси,50 гр,0.1004,66119,24915,2233,999.0,,,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
59,59,06-03-2020 13:48:01,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2094,132371,49880,4471,2000.0,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
60,60,06-03-2020 13:48:01,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,нет,1,Тбилиси,100 гр,0.2618,165464,62350,5589,2500.0,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
61,61,06-03-2020 13:48:01,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4817,304453,114724,10284,4600.0,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
62,62,06-03-2020 13:48:01,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7853,496391,187050,16768,7500.0,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
63,63,06-03-2020 13:48:01,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8901,562576,211990,19003,8500.0,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
64,64,06-03-2020 13:48:01,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.019,13237,4988,447,200.0,,,,,,,,,,,KURYER..500RUB.+BONUS
65,65,06-03-2020 13:48:01,Tbilisi,8528108b62,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.019,13237,4988,447,200.0,,,,,,,,,,,Trebuetsja Kur'er
66,66,06-03-2020 13:48:01,Tbilisi,54915c4374,Работа на марки (курьер),True,1,нет,Тбилиси,10 гр,0.0143,9928,3741,335,150.0,,,,,,,,,,,Rabota na marki (kur'er)
67,67,06-03-2020 13:48:01,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0209,13237,4988,447,200.0,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
68,68,06-03-2020 13:48:01,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0262,16546,6235,559,250.0,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
69,69,06-03-2020 13:48:21,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5832,992781,374100,33536,15000.0,,,,,,,,,,,Vakansija optovogo kur'era na mef
70,70,06-03-2020 13:49:20,Batumi,30f48d507d,Skunk! 50 gr.,,1,нет,Батуми,50 гр,0.157,99278,37410,3354,1500.0,,,,,,,,True,,,Skunk! 50 gr.
71,71,06-03-2020 13:49:20,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,17,Батуми,5 гр,0.019,13237,4988,447,200.0,,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
72,72,06-03-2020 13:49:20,Batumi,d4df7908c3,"Ищу курьера (кладчик, кладмен)",,1,нет,Батуми,1 гр,0.0106,6619,2494,224,100.0,,,,,,,,True,,,"Ischu kur'era (kladchik, kladmen)"
73,73,06-03-2020 13:49:20,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0048,3309,1247,112,50.0,,,,,,,,True,,,kur'er v Batumi
74,74,06-03-2020 13:49:20,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0238,16546,6235,559,250.0,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
75,75,06-03-2020 13:49:20,Batumi,54915c4374,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0143,9928,3741,335,150.0,,,,,,,,True,,,Rabota na marki (kur'er)
76,76,06-03-2020 13:49:20,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0238,16546,6235,559,250.0,,,,,,,,True,,,Ischu kur'era v Gruzii!
77,77,06-03-2020 13:49:20,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5838,992781,374100,33536,15000.0,,,,,,,,True,,,Vakansija optovogo kur'era na mef
78,78,06-03-2020 13:49:20,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0523,33093,12470,1118,500.0,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
79,79,06-03-2020 13:51:00,Kutaisi,d4df7908c3,"Шишки / Weed Afghan Kush, 3g",,1,3,Кутаиси,3 гр,0.0114,7148,2694,241,108.0,,,,,,,,,,True,"Shishki / Weed Afghan Kush, 3g"
80,80,06-03-2020 13:51:00,Kutaisi,d4df7908c3,"Ищу курьера (кладчик, кладмен)",,1,нет,Кутаиси,1 гр,0.0106,6619,2494,224,100.0,,,,,,,,,,True,"Ischu kur'era (kladchik, kladmen)"
81,81,06-03-2020 13:51:00,Kutaisi,54915c4374,Работа на марки (курьер),,1,нет,Кутаиси,10 гр,0.0143,9928,3741,335,150.0,,,,,,,,,,True,Rabota na marki (kur'er)
