,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,₴,Br,ք,$,Saburtalo,Vake,Gldani,€,Didube,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
16,16,31-03-2020 06:23:52,Tbilisi,4659482266,2g super Skunk top class buds. Indica,,3,нет,Тбилиси,2 гр,0.0111,2252,206,6141,79.0,,,True,,,,,,,,2g super Skunk top class buds. Indica
17,17,31-03-2020 06:23:52,Tbilisi,eb7e03535b,Cocaine Pure VHQ 2 g,True,6,нет,Тбилиси,2 гр,0.0455,10260,937,27984,360.0,,,,,,,,,,,Cocaine Pure VHQ 2 g
18,18,31-03-2020 06:23:52,Tbilisi,54915c4374,Божественный эйфорик!!! Марки нбоооом!!! 2 штуки!!! (в упаковке одна бумага которую вы можете сами ножницей поднлить так как вы считайте нужным! или же если вы старец и имейте большой опыт можно целую,True,4,нет,Тбилиси,2 гр,0.0048,1083,99,2954,38.0,,,,,,,,,,,Bozhestvennyj ejforik!!! Marki nboooom!!! 2 shtuki!!! (v upakovke odna bumaga kotoruju vy mozhete sami nozhnitsej podnlit' tak kak vy schitajte nuzhnym! ili zhe esli vy starets i imejte bol'shoj opyt mozhno tseluju
19,19,31-03-2020 06:23:52,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome. 2шт. готовые клады в Грузии от производителя!,True,5,нет,Тбилиси,2 гр,0.0044,998,91,2721,35.0,True,,,,,,,,,,Moschnye zhirnye marki 25i nbome. 2sht. gotovye klady v Gruzii ot proizvoditelja!
20,20,31-03-2020 06:23:52,Tbilisi,dd631c4acf,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩,True,2,нет,Тбилиси,3 гр,0.0153,3107,284,8473,109.0,,,,,,,,,,,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩
21,21,31-03-2020 06:23:52,Tbilisi,4be7861731,metadon hydrochloride 4г,,1,нет,Тбилиси,4 гр,0.0076,1568,143,4275,55.0,True,,,,,,,,,,metadon hydrochloride 4g
22,22,31-03-2020 06:23:52,Tbilisi,ad9cb826c6,"5 Grm MDMA , Purity A +++",True,2,нет,Тбилиси,5 гр,0.0404,9120,833,24874,320.0,,,,,,,,,,,"5 Grm MDMA , Purity A +++"
23,23,31-03-2020 06:23:52,Tbilisi,7c395c455d,5 gr Amnesia Haze шишки импорт с европы тгк 28%,True,1,нет,Тбилиси,5 гр,0.0229,4703,429,12826,165.0,,,,,,,,,,,5 gr Amnesia Haze shishki import s evropy tgk 28%
24,24,31-03-2020 06:23:52,Tbilisi,7ee4f68218,5 gr mdma (скидка в биткоин 5%),True,2,нет,Тбилиси,5 гр,0.0338,7257,662,19720,,,,,230.0,,,,,,,5 gr mdma (skidka v bitkoin 5%)
25,25,31-03-2020 06:23:52,Tbilisi,c9a56b2b4a,5x Extasy Duracell 223mg MDMA.,True,7,нет,Тбилиси,5 гр,0.0246,4988,455,13603,175.0,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
26,26,31-03-2020 06:23:52,Tbilisi,eb7e03535b,Cocaine Pure VHQ 5g.,True,2,нет,Тбилиси,5 гр,0.10099999999999999,22772,2079,62108,799.0,,,,,,,,,,,Cocaine Pure VHQ 5g.
27,27,31-03-2020 06:23:52,Tbilisi,688dd1cbd1,Ketamine S 5grm(Netherlands) Purity 87%,True,1,нет,Тбилиси,5 гр,0.079,17813,1626,48583,625.0,,,,,,,,,,,Ketamine S 5grm(Netherlands) Purity 87%
28,28,31-03-2020 06:23:52,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,1,нет,Тбилиси,5 гр,0.006999999999999999,1568,143,4275,55.0,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
29,29,31-03-2020 06:23:52,Tbilisi,e56bb6ca93,10 gr marijuana buds. -indica-,,2,нет,Тбилиси,10 гр,0.0332,6812,622,18578,239.0,True,,,,,,,,,,10 gr marijuana buds. -indica-
30,30,31-03-2020 06:23:52,Tbilisi,b01f16ca19,"10g. Шишки Amnesia Haze, Сатива",,1,нет,Тбилиси,10 гр,0.0555,11372,1038,31015,399.0,True,,,,,,,,,,"10g. Shishki Amnesia Haze, Sativa"
31,31,31-03-2020 06:23:52,Tbilisi,4c4ab8c0de,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,1,нет,Тбилиси,10 гр,0.0507,10403,950,28372,365.0,,,,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
32,32,31-03-2020 06:23:52,Tbilisi,ef3dc4de6c,Extasy GUCCI 10шт. вес таблетки 450mg,True,1,нет,Тбилиси,10 гр,0.0371,7610,695,20755,267.0,,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
33,33,31-03-2020 06:25:02,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,1,нет,Тбилиси,10 гр,0.0107,2423,221,6607,85.0,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
34,34,31-03-2020 06:25:02,Tbilisi,c225d2f67d,гашиш евро 10г,True,1,нет,Тбилиси,10 гр,0.0532,11400,1041,31093,400.0,,,,,,,,,,,gashish evro 10g
35,35,31-03-2020 06:25:02,Tbilisi,ea97036e14,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2519,57000,5205,155465,2000.0,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
36,36,31-03-2020 06:25:02,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 100шт. Готовые клады в Грузии от производителя!,,1,нет,Тбилиси,100 гр,0.0504,11400,1041,31093,400.0,,,,,,True,,,,,Moschnye zhirnye marki 25i nbome 100sht. Gotovye klady v Gruzii ot proizvoditelja!
37,37,31-03-2020 06:25:02,Tbilisi,f8a875c191,METADON - 0.25 G.,True,нет,5,Тбилиси,0.25 гр,0.035,7125,651,19433,250.0,,,,,,,,,,,METADON - 0.25 G.
38,38,31-03-2020 06:25:02,Tbilisi,28bf667d16,Cocaine Fishscale! Limited Quantity 0.5 g. акция -10% при оплате бтк!!!,True,нет,3,Тбилиси,0.5 гр,0.0234,5301,484,14458,186.0,,,,,,,,,,,Cocaine Fishscale! Limited Quantity 0.5 g. aktsija -10% pri oplate btk!!!
39,39,31-03-2020 06:25:02,Tbilisi,dd631c4acf,✨✨2gram. MDMA✨✨,True,1,2,Тбилиси,2 гр,0.027999999999999997,5700,520,15547,200.0,,,,,,,,,,,✨✨2gram. MDMA✨✨
40,40,31-03-2020 06:25:02,Tbilisi,dd631c4acf,❄❄2g HQ COCAINE❄❄,True,нет,3,Тбилиси,2 гр,0.0516,10517,960,28683,369.0,,,,,,,,,,,❄❄2g HQ COCAINE❄❄
41,41,31-03-2020 06:25:02,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.0826,16815,1535,45862,590.0,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
42,42,31-03-2020 06:25:02,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0554,11400,1041,31093,400.0,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
43,43,31-03-2020 06:25:02,Tbilisi,4a91350669,5 Amnesia Haze марихуана шишки тгк 25%,True,нет,4,Тбилиси,5 гр,0.0222,4560,416,12437,160.0,,,,,,,,,,,5 Amnesia Haze marihuana shishki tgk 25%
44,44,31-03-2020 06:25:02,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0762,15675,1431,42753,550.0,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
45,45,31-03-2020 06:25:02,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,1,Тбилиси,5 гр,0.0234,4817,440,13137,169.0,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
46,46,31-03-2020 06:25:02,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,9,Тбилиси,5 гр,0.0236,4845,442,13215,170.0,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
47,47,31-03-2020 06:25:02,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,1,Тбилиси,5 гр,0.0276,5672,518,15469,199.0,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
48,48,31-03-2020 06:25:02,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0276,5672,518,15469,199.0,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
49,49,31-03-2020 06:25:02,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,9,Тбилиси,5 гр,0.0276,5672,518,15469,199.0,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
50,50,31-03-2020 06:25:02,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0276,6242,570,17023,219.0,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
51,51,31-03-2020 06:25:02,Tbilisi,f8a875c191,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.042,8550,781,23320,300.0,,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
52,52,31-03-2020 06:25:02,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,7,Тбилиси,5 гр,0.0276,5672,518,15469,199.0,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
53,53,31-03-2020 06:25:02,Tbilisi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),True,нет,13,Тбилиси,5 гр,0.0252,5700,520,15547,200.0,,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
54,54,31-03-2020 06:25:02,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.3079,87429,6194,190000,,,,,,,,,,,,reagent 25i nbome. 5gr
55,55,31-03-2020 06:25:02,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3779,85500,7807,233198,3000.0,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
56,56,31-03-2020 06:25:02,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,2,Тбилиси,5 гр,0.1216,24767,2261,67550,869.0,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
57,57,31-03-2020 06:25:02,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,5,Тбилиси,5 гр,0.0266,5415,494,14769,190.0,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
58,58,31-03-2020 06:25:02,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0684,13937,1273,38011,489.0,,,,,,,,,,,💘✨5g. MDMA ✨💘
59,59,31-03-2020 06:25:02,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,7,Тбилиси,5 гр,0.0264,5387,492,14691,189.0,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
60,60,31-03-2020 06:25:02,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1247,25650,2342,69959,900.0,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
61,61,31-03-2020 06:25:02,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.09699999999999999,19950,1822,54413,700.0,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
62,62,31-03-2020 06:25:02,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,6,Тбилиси,10 гр,0.0443,9120,833,24874,320.0,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
63,63,31-03-2020 06:25:02,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.1108,22800,2082,62186,800.0,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
64,64,31-03-2020 06:25:02,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.3083,63413,5790,172955,2225.0,,,,,,,,,,,Amfetamin [White] [Import] 10G
65,65,31-03-2020 06:25:44,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0517,10517,960,28683,369.0,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
66,66,31-03-2020 06:25:44,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,2,Тбилиси,10 гр,0.0419,8522,778,23242,299.0,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
67,67,31-03-2020 06:25:45,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.084,17072,1559,46562,599.0,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
68,68,31-03-2020 06:25:45,Tbilisi,ef3dc4de6c,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1527,31350,2863,85506,1100.0,,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
69,69,31-03-2020 06:25:45,Tbilisi,cb721d4bca,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.3332,68400,6246,186558,2400.0,,,,,,,,,,,100 gr marijuana buds
70,70,31-03-2020 06:25:45,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2777,57000,5205,155465,2000.0,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
71,71,31-03-2020 06:25:45,Tbilisi,f8a875c191,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.2805,57000,5205,155465,2000.0,,,,,,,,,,,SUBOXIN - HQ - 100 G.
72,72,31-03-2020 06:25:45,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.3471,71250,6506,194331,2500.0,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
73,73,31-03-2020 06:25:45,Tbilisi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.2104,42750,3903,116599,1500.0,,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
74,74,31-03-2020 06:25:45,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.6387,131100,11971,357570,4600.0,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
75,75,31-03-2020 06:25:45,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,1.0414,213750,19517,582994,7500.0,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
76,76,31-03-2020 06:25:45,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,1.1802,242250,22120,660726,8500.0,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
77,77,31-03-2020 06:25:45,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0252,5700,520,15547,200.0,,,,,,,,,,,KURYER..500RUB.+BONUS
78,78,31-03-2020 06:25:45,Tbilisi,e56bb6ca93,"Работа курьером в Тбилиси, ЗП от 1500$ в месяц, работа только с марихуаной, залог от 200$",True,1,нет,Тбилиси,1 гр,0.0278,5700,520,15547,200.0,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1500$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 200$"
79,79,31-03-2020 06:25:45,Tbilisi,54915c4374,Работа на марки (курьер),True,1,нет,Тбилиси,50 гр,0.0349,7888,720,21435,,,,,250.0,,,,,,,Rabota na marki (kur'er)
80,80,31-03-2020 06:25:45,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0278,5700,520,15547,200.0,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
81,81,31-03-2020 06:25:45,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0347,7125,651,19433,250.0,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
82,82,31-03-2020 06:25:45,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,2.1017,427500,39035,1165988,15000.0,,,,,,,,,,,Vakansija optovogo kur'era na mef
83,83,31-03-2020 06:27:11,Batumi,99accec7c7,HEROINE-999 0.25гр из авганистана! скидка при покупке BTC,,1,нет,Батуми,0.25 гр,0.0264,5415,494,14769,190.0,,,,,,,,True,,,HEROINE-999 0.25gr iz avganistana! skidka pri pokupke BTC
84,84,31-03-2020 06:27:11,Batumi,99accec7c7,MEPHEDRONE 0.5 gr,,2,нет,Батуми,0.5 гр,0.0101,2280,208,6219,80.0,,,,,,,,True,,,MEPHEDRONE 0.5 gr
85,85,31-03-2020 06:27:11,Batumi,c72111ac1a,NZT-52 limited 1 г мука,,2,нет,Батуми,1 гр,0.024,5415,494,14769,190.0,,,,,,,,,True,,NZT-52 limited 1 g muka
86,86,31-03-2020 06:27:11,Batumi,99accec7c7,mephedrone 1gr высшый стиль!) лекарство от корона вируса!),,4,нет,Батуми,1 гр,0.0208,4275,390,11660,150.0,,,,,,,,True,,,mephedrone 1gr vysshyj stil'!) lekarstvo ot korona virusa!)
87,87,31-03-2020 06:27:11,Batumi,c72111ac1a,NZT-52 limited 2г мука,,1,нет,Батуми,2 гр,0.0429,9690,885,26429,340.0,,,,,,,,,True,,NZT-52 limited 2g muka
88,88,31-03-2020 06:27:11,Batumi,54915c4374,Божественный эифорик!!! Марки нбооооом!!! 2 штуки!!!,,14,нет,Батуми,2 гр,0.0048,1083,99,2954,38.0,,,,,,,,,True,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 2 shtuki!!!
89,89,31-03-2020 06:27:11,Batumi,54915c4374,Божественный эйфорик!!! Марки нбоооом!!! 6 штук!!!!,,1,нет,Батуми,6 гр,0.012,2708,247,7385,95.0,,,,,,,,,True,,Bozhestvennyj ejforik!!! Marki nboooom!!! 6 shtuk!!!!
90,90,31-03-2020 06:27:11,Batumi,3ee37c89bb,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.3055,62700,5725,171012,2200.0,,,,,,,,,True,,[100g] SPAIN HASH
91,91,31-03-2020 06:27:11,Batumi,f8a875c191,METADON - 0.25 G.,,нет,4,Батуми,0.25 гр,0.0351,7125,651,19433,250.0,,,,,,,,,True,,METADON - 0.25 G.
92,92,31-03-2020 06:27:11,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,13,Батуми,5 гр,0.0252,5700,520,15547,200.0,,,,,,,,,True,,Metamfetamin ratsemat 5 g. (MQ)
93,93,31-03-2020 06:27:11,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2805,57000,5205,155465,2000.0,,,,,,,,,True,,SUBOXIN - HQ - 100 G.
94,94,31-03-2020 06:27:11,Batumi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2104,42750,3903,116599,1500.0,,,,,,,,,True,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
95,95,31-03-2020 06:27:11,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0126,2850,260,7773,100.0,,,,,,,,,True,,kur'er v Batumi
96,96,31-03-2020 06:27:11,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0316,7125,651,19433,250.0,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
97,97,31-03-2020 06:27:11,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0316,7125,651,19433,250.0,,,,,,,,,True,,Ischu kur'era v Gruzii!
98,98,31-03-2020 06:27:11,Batumi,54915c4374,Работа на марки (курьер),,1,нет,Батуми,50 гр,0.0348,7888,720,21435,,,,,250.0,,,,,True,,Rabota na marki (kur'er)
99,99,31-03-2020 06:27:11,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.1017,427500,39035,1165988,15000.0,,,,,,,,,True,,Vakansija optovogo kur'era na mef
100,100,31-03-2020 06:27:11,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0694,14250,1301,38866,500.0,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
101,101,31-03-2020 06:28:45,Kutaisi,be97026d1d,Columbia Cocaine VHQ 1g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! КУТАИСИ!!!,,4,нет,Кутаиси,1 гр,0.0263,5444,497,14847,191.0,,,,,,,,,,True,Columbia Cocaine VHQ 1g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! KUTAISI!!!
102,102,31-03-2020 06:28:45,Kutaisi,be97026d1d,MDMA from Europe!!! 1.5g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! КУТАИСИ!!!,,7,нет,Кутаиси,1.5 гр,0.0199,4133,377,11271,145.0,,,,,,,,,,True,MDMA from Europe!!! 1.5g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! KUTAISI!!!
