,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Vake,Didube,Gldani,Vazisubani,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
12,12,23-05-2020 05:48:36,Tbilisi,4659482266,3g superskunk top class buds.,,2,нет,Тбилиси,3 гр,0.0132,8985,3381,300,125.0,,,,True,,,,,,,,3g superskunk top class buds.
13,13,23-05-2020 05:48:36,Tbilisi,e56bb6ca93,5gr marijuana buds -indica- (high quality) (КЛАДИ НА МАГНИТАХ),,1,нет,Тбилиси,5 гр,0.0125,8554,3219,285,119.0,,,True,,,,,,,,,5gr marijuana buds -indica- (high quality) (KLADI NA MAGNITAH)
14,14,23-05-2020 05:48:36,Tbilisi,eb7e03535b,Cocaine Pure VHQ 5g.,True,2,нет,Тбилиси,5 гр,0.1207,82662,31108,2758,1150.0,,,,,,,,,,,,Cocaine Pure VHQ 5g.
15,15,23-05-2020 05:48:36,Tbilisi,0a8c230fa2,VHQ BEST Cocaine 5g.,True,1,нет,Тбилиси,5 гр,0.11699999999999999,82662,31108,2758,1150.0,,,,,,,,,,,,VHQ BEST Cocaine 5g.
16,16,23-05-2020 05:48:36,Tbilisi,e56bb6ca93,10 gr marijuana buds. -indica- (КЛАДИ НА МАГНИТАХ),,3,нет,Тбилиси,10 гр,0.0209,14304,5383,477,199.0,,,,,True,,,,,,,10 gr marijuana buds. -indica- (KLADI NA MAGNITAH)
17,17,23-05-2020 05:48:36,Tbilisi,c225d2f67d,Гашиш Евро 10гр,True,1,нет,Тбилиси,10 гр,0.0458,32346,12173,1079,450.0,,,,,,,,,,,,Gashish Evro 10gr
18,18,23-05-2020 05:48:36,Tbilisi,21e6be39fb,"Отсев шышек от AKA-47, GAGARINA и BANANA KUSHA с листьями 15г",True,4,нет,Тбилиси,15 гр,0.0157,10782,4058,360,150.0,,,,,,,,,,,,"Otsev shyshek ot AKA-47, GAGARINA i BANANA KUSHA s list'jami 15g"
19,19,23-05-2020 05:48:36,Tbilisi,c225d2f67d,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0783,55851,21018,1864,777.0,,,,,,,,,,,,Gashish Evro 20gr
20,20,23-05-2020 05:48:36,Tbilisi,ea97036e14,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.1908,143761,54100,4797,2000.0,,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
21,21,23-05-2020 05:48:36,Tbilisi,54915c4374,Бупренорфин (аналог суботекса) 0.2 гр.,True,нет,4,Тбилиси,0.2 гр,0.0103,7060,2651,236,,,,,,,90.0,,,,,,Buprenorfin (analog suboteksa) 0.2 gr.
22,22,23-05-2020 05:48:36,Tbilisi,89f7212915,"""Kief"" Weed trichomes 1G",True,нет,5,Тбилиси,1 гр,0.0168,11501,4328,384,160.0,,,,,,,,,,,,"""Kief"" Weed trichomes 1G"
23,23,23-05-2020 05:48:36,Tbilisi,54915c4374,"Бупренорфин 1 грамм (Предложение для тех кто хочет победить так называемую ""Ломку"")",True,нет,1,Тбилиси,1 гр,0.0344,25886,9719,864,,,,,,,330.0,,,,,,"Buprenorfin 1 gramm (Predlozhenie dlja teh kto hochet pobedit' tak nazyvaemuju ""Lomku"")"
24,24,23-05-2020 05:48:36,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,8,Тбилиси,3 гр,0.0614,41619,15662,1389,579.0,,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
25,25,23-05-2020 05:48:36,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.042,28752,10820,959,400.0,,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
26,26,23-05-2020 05:48:36,Tbilisi,aeb8abccb9,✿ 4gr Hybrid Weed Indica Buds VHQ ❤,,1,2,Тбилиси,4 гр,0.0147,10063,3787,336,140.0,True,,,,,,,,,,,✿ 4gr Hybrid Weed Indica Buds VHQ ❤
27,27,23-05-2020 05:48:36,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0577,39534,14878,1319,550.0,,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
28,28,23-05-2020 05:48:36,Tbilisi,bb1791277e,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,10,Тбилиси,5 гр,0.0247,16892,6357,564,235.0,,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
29,29,23-05-2020 05:48:36,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,6,Тбилиси,5 гр,0.0252,17251,6492,576,240.0,,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
30,30,23-05-2020 05:48:36,Tbilisi,cb721d4bca,5 gr top buds white widow wишки THC 25% VHQ,True,нет,9,Тбилиси,5 гр,0.0241,16533,6222,552,230.0,,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
31,31,23-05-2020 05:48:36,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,2,Тбилиси,5 гр,0.0167,11429,4301,381,159.0,,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
32,32,23-05-2020 05:48:36,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0252,17251,6492,576,240.0,,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
33,33,23-05-2020 05:48:36,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,9,Тбилиси,5 гр,0.0252,17251,6492,576,240.0,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
34,34,23-05-2020 05:49:13,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0241,16533,6222,552,230.0,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
35,35,23-05-2020 05:49:13,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0208,15742,5924,525,219.0,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
36,36,23-05-2020 05:49:13,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0246,16892,6357,564,235.0,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
37,37,23-05-2020 05:49:13,Tbilisi,52fe6d0af9,VHQ Jamaican Dream 19% Thc 5 Gr,True,нет,1,Тбилиси,5 гр,0.0167,11501,4328,384,160.0,,,,,,,,,,,,VHQ Jamaican Dream 19% Thc 5 Gr
38,38,23-05-2020 05:49:13,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2515,190000,87429,6351,,,,,,,,,,,,,reagent 25i nbome. 5gr
39,39,23-05-2020 05:49:13,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2855,215641,81150,7196,3000.0,,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
40,40,23-05-2020 05:49:13,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,8,Тбилиси,5 гр,0.1014,68933,25941,2300,959.0,,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
41,41,23-05-2020 05:49:14,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,4,Тбилиси,5 гр,0.0517,35150,13227,1173,489.0,,,,,,,,,,,,💘✨5g. MDMA ✨💘
42,42,23-05-2020 05:49:14,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0942,64692,24345,2159,900.0,,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
43,43,23-05-2020 05:49:14,Tbilisi,cb721d4bca,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0419,28752,10820,959,400.0,,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
44,44,23-05-2020 05:49:14,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0733,50316,18935,1679,700.0,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
45,45,23-05-2020 05:49:14,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.044000000000000004,30190,11361,1007,420.0,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
46,46,23-05-2020 05:49:14,Tbilisi,89f7212915,10G Hybrid Marijuana Leafs,True,1,38,Тбилиси,10 гр,0.0141,9704,3652,324,135.0,,,,,,,,,,,,10G Hybrid Marijuana Leafs
47,47,23-05-2020 05:49:14,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0837,57504,21640,1919,800.0,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
48,48,23-05-2020 05:49:14,Tbilisi,52fe6d0af9,VHQ Jamaican Dream 19% Thc 10 Gr,True,нет,1,Тбилиси,10 гр,0.0304,20845,7845,696,290.0,,,,,,,,,,,,VHQ Jamaican Dream 19% Thc 10 Gr
49,49,23-05-2020 05:49:14,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2329,159934,60186,5337,2225.0,,,,,,,,,,,,Amfetamin [White] [Import] 10G
50,50,23-05-2020 05:49:14,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,5,Тбилиси,10 гр,0.1648,112062,42171,3739,1559.0,,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
51,51,23-05-2020 05:49:14,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.039,26524,9981,885,369.0,,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
52,52,23-05-2020 05:49:14,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,3,Тбилиси,10 гр,0.0333,22642,8521,756,315.0,,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
53,53,23-05-2020 05:49:14,Tbilisi,0dec0e1c48,20 gr georgian weed. Package on magnet,True,нет,11,Тбилиси,20 гр,0.0554,38025,14309,1269,529.0,,,,,,,,,,,,20 gr georgian weed. Package on magnet
54,54,23-05-2020 05:49:14,Tbilisi,f8a875c191,METADON - 20 G.,True,нет,1,Тбилиси,20 гр,0.5286,359402,135250,11993,5000.0,,,,,,,,,,,,METADON - 20 G.
55,55,23-05-2020 05:49:14,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0633,43056,16203,1437,599.0,,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
56,56,23-05-2020 05:49:14,Tbilisi,0dec0e1c48,50 gr georgian weed. Package on magnet,True,нет,6,Тбилиси,50 гр,0.136,93373,35138,3116,1299.0,,,,,,,,,,,,50 gr georgian weed. Package on magnet
57,57,23-05-2020 05:49:14,Tbilisi,ef3dc4de6c,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1151,79068,29755,2638,1100.0,,,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
58,58,23-05-2020 05:49:14,Tbilisi,0dec0e1c48,100 gr georgian weed. Package on magnet,True,нет,5,Тбилиси,100 гр,0.2616,179629,67598,5994,2499.0,,,,,,,,,,,,100 gr georgian weed. Package on magnet
59,59,23-05-2020 05:49:14,Tbilisi,cb721d4bca,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2512,172513,64920,5757,2400.0,,,,,,,,,,,,100 gr marijuana buds
60,60,23-05-2020 05:49:14,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2094,143761,54100,4797,2000.0,,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
61,61,23-05-2020 05:49:14,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2617,179701,67625,5997,2500.0,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
62,62,23-05-2020 05:49:14,Tbilisi,9610a68a0a,GABAGAMA 150 shtuk,True,нет,5,Тбилиси,150 гр,0.0176,13298,5004,444,185.0,,,,,,,,,,,,GABAGAMA 150 shtuk
63,63,23-05-2020 05:49:14,Tbilisi,69672fee0d,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.6176,424094,159595,14152,5900.0,,,,,,,,,,,,180 gr marihuana persoalno
64,64,23-05-2020 05:49:14,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4815,330650,124430,11034,4600.0,,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
65,65,23-05-2020 05:49:14,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7851,539103,202875,17990,7500.0,,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
66,66,23-05-2020 05:49:14,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8898,610983,229925,20388,8500.0,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
67,67,23-05-2020 05:49:14,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.019,14376,5410,480,200.0,,,,,,,,,,,,KURYER..500RUB.+BONUS
68,68,23-05-2020 05:49:14,Tbilisi,e56bb6ca93,"Работа курьером в Тбилиси, ЗП от 4500$ в месяц, залог от 400$",True,1,нет,Тбилиси,1 гр,0.0419,28752,10820,959,400.0,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 4500$ v mesjats, zalog ot 400$"
69,69,23-05-2020 05:49:55,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.021,14376,5410,480,200.0,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
70,70,23-05-2020 05:49:55,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0262,17970,6763,600,250.0,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
71,71,23-05-2020 05:49:55,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5886,1078206,405750,35979,15000.0,,,,,,,,,,,,Vakansija optovogo kur'era na mef
72,72,23-05-2020 05:51:12,Batumi,be97026d1d,ГАШИШ твердый!!! Hash!!!! 0.5 g !!! SALE!!! !!! БАТУМИ !!! BTC SALE 5%!!!,,6,нет,Батуми,0.5 гр,0.0063,4313,1623,144,60.0,,,,,,,,,True,,,GAShISh tverdyj!!! Hash!!!! 0.5 g !!! SALE!!! !!! BATUMI !!! BTC SALE 5%!!!
73,73,23-05-2020 05:51:12,Batumi,be97026d1d,ГАШИШ твердый!!! Hash!!!! 1 g !!! SALE!!! !!! БАТУМИ !!! BTC SALE 5%!!!,,1,нет,Батуми,1 гр,0.0109,7547,2840,252,105.0,,,,,,,,,True,,,GAShISh tverdyj!!! Hash!!!! 1 g !!! SALE!!! !!! BATUMI !!! BTC SALE 5%!!!
74,74,23-05-2020 05:51:12,Batumi,3c4662c591,шишки марихуаны 5G,,8,нет,Батуми,5 гр,0.0315,21564,8115,720,300.0,,,,,,,,,,True,,shishki marihuany 5G
75,75,23-05-2020 05:51:12,Batumi,3ee37c89bb,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2309,158137,59510,5277,2200.0,,,,,,,,,True,,,[100g] SPAIN HASH
76,76,23-05-2020 05:51:12,Batumi,54915c4374,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 0.5 грамм (предзаказ) скидка 10%",,нет,5,Батуми,0.5 гр,0.0089,6110,2299,204,85.0,,,,,,,,,True,,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 0.5 gramm (predzakaz) skidka 10%"
77,77,23-05-2020 05:51:12,Batumi,54915c4374,"Бупренорфин 1 грамм (Предложение для тех кто хочет победить так называемую ""Ломку"")",,нет,1,Батуми,1 гр,0.0344,25886,9719,864,,,,,,,330.0,,,True,,,"Buprenorfin 1 gramm (Predlozhenie dlja teh kto hochet pobedit' tak nazyvaemuju ""Lomku"")"
78,78,23-05-2020 05:51:12,Batumi,54915c4374,Батуми н-бооом 2 штуки,,нет,8,Батуми,2 гр,0.0038,2589,972,86,,,,,,,33.0,,,True,,,Batumi n-booom 2 shtuki
79,79,23-05-2020 05:51:12,Batumi,54915c4374,MDMA !! 3 грамма,,нет,2,Батуми,3 гр,0.042,28752,10820,959,400.0,,,,,,,,,True,,,MDMA !! 3 gramma
80,80,23-05-2020 05:51:12,Batumi,321e2f622a,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.165,112990,51992,3777,,,,,,,,,,True,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
81,81,23-05-2020 05:51:12,Batumi,321e2f622a,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2612,178900,82321,5980,,,,,,,,,,True,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
82,82,23-05-2020 05:51:12,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0095,7188,2705,240,100.0,,,,,,,,,True,,,kur'er v Batumi
83,83,23-05-2020 05:51:12,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0239,17970,6763,600,250.0,,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
84,84,23-05-2020 05:51:12,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0239,17970,6763,600,250.0,,,,,,,,,True,,,Ischu kur'era v Gruzii!
85,85,23-05-2020 05:51:12,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5886,1078206,405750,35979,15000.0,,,,,,,,,True,,,Vakansija optovogo kur'era na mef
86,86,23-05-2020 05:51:12,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0525,35940,13525,1199,500.0,,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
87,87,23-05-2020 05:52:47,Kutaisi,b7446e2cca,Шишки Lemon weed ТГК 25% 0.55г бтк скидка 10% !!,,1,нет,Кутаиси,0.55 гр,0.0021,1581,595,53,22.0,,,,,,,,,,,True,Shishki Lemon weed TGK 25% 0.55g btk skidka 10% !!
88,88,23-05-2020 05:52:47,Kutaisi,b7446e2cca,Шишки Lemon weed ТГК 25% 1.1г бтк скидка 10% !!,,5,нет,Кутаиси,1.1 гр,0.0029,2156,812,72,30.0,,,,,,,,,,,True,Shishki Lemon weed TGK 25% 1.1g btk skidka 10% !!
89,89,23-05-2020 05:52:48,Kutaisi,be97026d1d,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,6,нет,Кутаиси,2 гр,0.0504,34862,13119,1163,485.0,,,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
90,90,23-05-2020 05:52:48,Kutaisi,be97026d1d,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,8,нет,Кутаиси,3 гр,0.0384,26596,10009,887,370.0,,,,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
91,91,23-05-2020 05:52:48,Kutaisi,b7446e2cca,Шишки Lemon weed ТГК 25% 3.3г бтк скидка 10% !!,,2,нет,Кутаиси,3.3 гр,0.0072,5391,2029,180,75.0,,,,,,,,,,,True,Shishki Lemon weed TGK 25% 3.3g btk skidka 10% !!
92,92,23-05-2020 05:52:48,Kutaisi,b7446e2cca,Шишки Lemon weed ТГК 25% 5.5г бтк скидка 10% !!,,1,нет,Кутаиси,5.5 гр,0.011000000000000001,8266,3111,276,115.0,,,,,,,,,,,True,Shishki Lemon weed TGK 25% 5.5g btk skidka 10% !!
93,93,23-05-2020 05:52:48,Kutaisi,54915c4374,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.021,14376,5410,480,200.0,,,,,,,,,,,True,Rabota na marki (kur'er)
