,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Varketili,Gldani,Didube,Vake,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
17,17,11-04-2020 01:09:42,Tbilisi,4c4ab8c0de,✨✨🍃🍃2pc. LSD California sunshine 200ug.🍃🍃✨✨,,4,нет,Тбилиси,2 гр,0.0115,6269,2329,214,85.0,,,,True,,,,,,,,✨✨🍃🍃2pc. LSD California sunshine 200ug.🍃🍃✨✨
18,18,11-04-2020 01:09:42,Tbilisi,366326d4d6,!!!NEW!!! 5G Critical KusH !!!NEW!!!,True,1,нет,Тбилиси,5 гр,0.0217,11726,4357,400,159.0,,,,,,,,,,,,!!!NEW!!! 5G Critical KusH !!!NEW!!!
19,19,11-04-2020 01:09:42,Tbilisi,ad9cb826c6,"5 Grm MDMA , Purity A +++",True,2,нет,Тбилиси,5 гр,0.0415,23600,8768,805,320.0,,,,,,,,,,,,"5 Grm MDMA , Purity A +++"
20,20,11-04-2020 01:09:42,Tbilisi,688dd1cbd1,5 Grm Mdma Pure Quality A +++,True,3,нет,Тбилиси,5 гр,0.0402,22125,8220,755,300.0,,,,,,,,,,,,5 Grm Mdma Pure Quality A +++
21,21,11-04-2020 01:09:42,Tbilisi,f4d1c31614,5g MDMA (IMPORTED),True,2,нет,Тбилиси,5 гр,0.0519,29501,10960,1006,400.0,,,,,,,,,,,,5g MDMA (IMPORTED)
22,22,11-04-2020 01:09:42,Tbilisi,e56bb6ca93,5gr marijuana buds -indica- (hight quality),True,2,нет,Тбилиси,5 гр,0.0181,9883,3672,337,134.0,,,,,,,,,,,,5gr marijuana buds -indica- (hight quality)
23,23,11-04-2020 01:09:42,Tbilisi,eb7e03535b,Cocaine Pure VHQ 5g.,True,1,нет,Тбилиси,5 гр,0.1057,63426,23564,2164,860.0,,,,,,,,,,,,Cocaine Pure VHQ 5g.
24,24,11-04-2020 01:09:42,Tbilisi,366326d4d6,NEW !!! 5G White Widow !!! NEW,True,1,нет,Тбилиси,5 гр,0.021,11358,4220,387,154.0,,,,,,,,,,,,NEW !!! 5G White Widow !!! NEW
25,25,11-04-2020 01:09:42,Tbilisi,54915c4374,Божественный эифорик!!! Марки нбоооом!!! 5 штук!!!,,2,нет,Тбилиси,5 гр,0.0094,5652,2097,192,,,,,,True,70.0,,,,,,Bozhestvennyj eiforik!!! Marki nboooom!!! 5 shtuk!!!
26,26,11-04-2020 01:09:42,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,1,нет,Тбилиси,5 гр,0.0068,4056,1507,138,55.0,,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
27,27,11-04-2020 01:09:42,Tbilisi,4c4ab8c0de,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,1,нет,Тбилиси,10 гр,0.0494,26919,10001,918,365.0,,,,True,,,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
28,28,11-04-2020 01:09:42,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,2,нет,Тбилиси,10 гр,0.0105,6269,2329,214,85.0,,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
29,29,11-04-2020 01:09:42,Tbilisi,c225d2f67d,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0519,29501,10960,1006,400.0,,,,,,,,,,,,gashish evro 10g
30,30,11-04-2020 01:09:42,Tbilisi,c225d2f67d,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.1008,57305,21290,1955,777.0,,,,,,,,,,,,Gashish Evro 20gr
31,31,11-04-2020 01:09:42,Tbilisi,ea97036e14,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2459,147503,54800,5032,2000.0,,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
32,32,11-04-2020 01:09:42,Tbilisi,f8a875c191,METADON - 0.27 G.,True,6,10,Тбилиси,0.27 гр,0.031,16742,6220,571,227.0,,,,,,,,,,,,METADON - 0.27 G.
33,33,11-04-2020 01:09:42,Tbilisi,28bf667d16,Cocaine Fishscale! Limited Quantity 1g. акция -20% при оплате бтк!!!,True,7,10,Тбилиси,1 гр,0.0399,26919,10001,918,365.0,,,,,,,,,,,,Cocaine Fishscale! Limited Quantity 1g. aktsija -20% pri oplate btk!!!
34,34,11-04-2020 01:09:42,Tbilisi,54915c4374,MDMA 1 гр,True,нет,1,Тбилиси,1 гр,0.0135,8074,2995,274,,,,,,,100.0,,,,,,MDMA 1 gr
35,35,11-04-2020 01:10:56,Tbilisi,54915c4374,Бупренорфин!!! Аналог суботекса!!! 2 грамма (порошок),True,нет,1,Тбилиси,2 гр,0.0202,12110,4493,410,,,,,,,150.0,,,,,,Buprenorfin!!! Analog suboteksa!!! 2 gramma (poroshok)
36,36,11-04-2020 01:10:56,Tbilisi,dd631c4acf,❄❄2g HQ COCAINE❄❄,True,нет,3,Тбилиси,2 гр,0.0504,27214,10111,928,369.0,,,,,,,,,,,,❄❄2g HQ COCAINE❄❄
37,37,11-04-2020 01:10:56,Tbilisi,2d6b882c49,Ск синий крис очень сильный 3гр,,нет,5,Тбилиси,3 гр,0.0406,24338,9042,830,330.0,True,,,,,,,,,,,Sk sinij kris ochen' sil'nyj 3gr
38,38,11-04-2020 01:10:56,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.0806,43513,16166,1484,590.0,,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
39,39,11-04-2020 01:10:56,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0541,29501,10960,1006,400.0,,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
40,40,11-04-2020 01:10:56,Tbilisi,4a91350669,5 Amnesia Haze марихуана шишки тгк 25%,True,нет,4,Тбилиси,5 гр,0.0216,11800,4384,403,160.0,,,,,,,,,,,,5 Amnesia Haze marihuana shishki tgk 25%
41,41,11-04-2020 01:10:56,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0744,40563,15070,1384,550.0,,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
42,42,11-04-2020 01:10:56,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,8,Тбилиси,5 гр,0.023,12538,4658,428,170.0,,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
43,43,11-04-2020 01:10:56,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0269,14677,5453,501,199.0,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
44,44,11-04-2020 01:10:56,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0269,14677,5453,501,199.0,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
45,45,11-04-2020 01:10:56,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0269,16152,6001,551,219.0,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
46,46,11-04-2020 01:10:56,Tbilisi,28bf667d16,Cocaine Fishscale 5g,True,нет,1,Тбилиси,5 гр,0.163,88871,33017,3032,1205.0,,,,,,,,,,,,Cocaine Fishscale 5g
47,47,11-04-2020 01:10:56,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,7,Тбилиси,5 гр,0.0269,14677,5453,501,199.0,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
48,48,11-04-2020 01:10:56,Tbilisi,54915c4374,МДМА 5 гр!!!,True,нет,2,Тбилиси,5 гр,0.0471,28258,10483,958,,,,,,,350.0,,,,,,MDMA 5 gr!!!
49,49,11-04-2020 01:10:56,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.3168,190000,87429,6411,,,,,,,,,,,,,reagent 25i nbome. 5gr
50,50,11-04-2020 01:10:56,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3689,221255,82200,7548,3000.0,,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
51,51,11-04-2020 01:10:56,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,2,Тбилиси,5 гр,0.1187,64090,23811,2186,869.0,,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
52,52,11-04-2020 01:10:56,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,5,Тбилиси,5 гр,0.026000000000000002,14013,5206,478,190.0,,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
53,53,11-04-2020 01:10:56,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0668,36064,13399,1230,489.0,,,,,,,,,,,,💘✨5g. MDMA ✨💘
54,54,11-04-2020 01:10:56,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,1,5,Тбилиси,5 гр,0.0258,13939,5179,476,189.0,,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
55,55,11-04-2020 01:10:56,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1217,66376,24660,2264,900.0,,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
56,56,11-04-2020 01:10:56,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,3,Тбилиси,10 гр,0.0947,51626,19180,1761,700.0,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
57,57,11-04-2020 01:10:56,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0433,23600,8768,805,320.0,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
58,58,11-04-2020 01:10:56,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,4,Тбилиси,10 гр,0.1082,59001,21920,2013,800.0,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
59,59,11-04-2020 01:10:56,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.3009,164097,60965,5598,2225.0,,,,,,,,,,,,Amfetamin [White] [Import] 10G
60,60,11-04-2020 01:10:56,Tbilisi,54915c4374,Божественный эифорик!!! Марки нбооооом!!! 10 штук!!! (спец предзаказ),True,3,3,Тбилиси,10 гр,0.0135,8074,2995,274,,,,,,,100.0,,,,,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 10 shtuk!!! (spets predzakaz)
61,61,11-04-2020 01:10:56,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,8,Тбилиси,10 гр,0.1979,106866,39703,3646,1449.0,,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
62,62,11-04-2020 01:10:56,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0504,27214,10111,928,369.0,,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
63,63,11-04-2020 01:10:56,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,1,Тбилиси,10 гр,0.0408,22052,8193,752,299.0,,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
64,64,11-04-2020 01:10:56,Tbilisi,e56bb6ca93,20 gr Indica marijuana buds (hight quality),True,нет,7,Тбилиси,20 гр,0.0548,29869,11097,1019,405.0,True,,,,,,,,,,,20 gr Indica marijuana buds (hight quality)
65,65,11-04-2020 01:10:56,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0818,44177,16413,1507,599.0,,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
66,66,11-04-2020 01:10:56,Tbilisi,ef3dc4de6c,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1488,81127,30140,2768,1100.0,,,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
67,67,11-04-2020 01:11:32,Tbilisi,ef3dc4de6c,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1489,81127,30140,2768,1100.0,,,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
68,68,11-04-2020 01:11:32,Tbilisi,cb721d4bca,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.3248,177004,65760,6038,2400.0,,,,,,,,,,,,100 gr marijuana buds
69,69,11-04-2020 01:11:32,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2707,147503,54800,5032,2000.0,,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
70,70,11-04-2020 01:11:32,Tbilisi,f8a875c191,SUBOXIN - HQ - 100 G.,True,1,1,Тбилиси,100 гр,0.2734,147503,54800,5032,2000.0,,,,,,,,,,,,SUBOXIN - HQ - 100 G.
71,71,11-04-2020 01:11:32,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.3383,184379,68500,6290,2500.0,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
72,72,11-04-2020 01:11:32,Tbilisi,e56bb6ca93,200gr Georgian indica dominant buds. WHOLESALE PRICE!,True,нет,2,Тбилиси,200 гр,0.4263,232317,86310,7925,3150.0,,,,,,,,,,,,200gr Georgian indica dominant buds. WHOLESALE PRICE!
73,73,11-04-2020 01:11:32,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.6225,339257,126040,11574,4600.0,,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
74,74,11-04-2020 01:11:32,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,1.0149,553136,205500,18870,7500.0,,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
75,75,11-04-2020 01:11:32,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,1.1503,626888,232900,21386,8500.0,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
76,76,11-04-2020 01:11:32,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0246,14750,5480,503,200.0,,,,,,,,,,,,KURYER..500RUB.+BONUS
77,77,11-04-2020 01:11:32,Tbilisi,54915c4374,Работа на марки (курьер),True,1,нет,Тбилиси,5 гр,0.0037,2213,822,75,30.0,,,,,,,,,,,,Rabota na marki (kur'er)
78,78,11-04-2020 01:11:32,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0271,14750,5480,503,200.0,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
79,79,11-04-2020 01:11:32,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0338,18438,6850,629,250.0,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
80,80,11-04-2020 01:11:32,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,2.0483,1106273,411000,37740,15000.0,,,,,,,,,,,,Vakansija optovogo kur'era na mef
81,81,11-04-2020 01:13:10,Batumi,3ee37c89bb,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2976,162253,60280,5535,2200.0,,,,,,,,,True,,,[100g] SPAIN HASH
82,82,11-04-2020 01:13:10,Batumi,2d6b882c49,Ск синий крис очень сильный 3гр,,нет,2,Батуми,3 гр,0.0406,24338,9042,830,330.0,,,,,,,,,,True,,Sk sinij kris ochen' sil'nyj 3gr
83,83,11-04-2020 01:13:10,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2732,147503,54800,5032,2000.0,,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
84,84,11-04-2020 01:13:10,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0123,7375,2740,252,100.0,,,,,,,,,True,,,kur'er v Batumi
85,85,11-04-2020 01:13:10,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0307,18438,6850,629,250.0,,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
86,86,11-04-2020 01:13:10,Batumi,54915c4374,Работа на марки (курьер),,1,нет,Батуми,5 гр,0.0037,2213,822,75,30.0,,,,,,,,,True,,,Rabota na marki (kur'er)
87,87,11-04-2020 01:13:10,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0307,18438,6850,629,250.0,,,,,,,,,True,,,Ischu kur'era v Gruzii!
88,88,11-04-2020 01:13:10,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.0473,1106273,411000,37740,15000.0,,,,,,,,,True,,,Vakansija optovogo kur'era na mef
89,89,11-04-2020 01:13:10,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0676,36876,13700,1258,500.0,,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
90,90,11-04-2020 01:14:34,Kutaisi,be97026d1d,Columbia Cocaine VHQ 1g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,1,нет,Кутаиси,1 гр,0.0255,14087,5233,481,191.0,,,,,,,,,,,True,Columbia Cocaine VHQ 1g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
91,91,11-04-2020 01:14:34,Kutaisi,be97026d1d,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,3,нет,Кутаиси,1.5 гр,0.0194,10694,3973,365,145.0,,,,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
92,92,11-04-2020 01:14:34,Kutaisi,be97026d1d,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,10,нет,Кутаиси,2 гр,0.0488,26919,10001,918,365.0,,,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
93,93,11-04-2020 01:14:34,Kutaisi,be97026d1d,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,10,нет,Кутаиси,3 гр,0.0368,20282,7535,692,275.0,,,,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
