,time_stamp,region,sell_code,sell_name,description,Дигоми,готовых,предзаказ,город,вес,BTC,ք,₴,Br,€,Gldani,Тбилиси,$,Saburtalo,Varketili,Vazisubani,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
35,07-06-2020 03:27:03,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.277,205896,80550,7143,,,,3000,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
36,07-06-2020 03:27:03,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,,нет,8,Тбилиси,5 гр,0.0984,65818,25749,2283,,,True,959,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
37,07-06-2020 03:27:03,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,,нет,10,Тбилиси,5 гр,0.0195,13040,5102,452,,,True,190,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
38,07-06-2020 03:27:03,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,,нет,10,Тбилиси,5 гр,0.0502,33561,13130,1164,,,True,489,,,,,,,,,💘✨5g. MDMA ✨💘
39,07-06-2020 03:27:03,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.0914,61769,24165,2143,,,True,900,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
40,07-06-2020 03:27:03,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,,нет,10,Тбилиси,10 гр,0.0406,27453,10740,952,,,True,400,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
41,07-06-2020 03:27:03,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,2,Тбилиси,10 гр,0.0711,48042,18795,1667,,,True,700,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
42,07-06-2020 03:27:03,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,5,Тбилиси,10 гр,0.0427,28825,11277,1000,,,True,420,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
43,07-06-2020 03:27:03,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,3,Тбилиси,10 гр,0.0813,54906,21480,1905,,,True,800,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
44,07-06-2020 03:27:03,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 10шт. вес таблетки 450mg,,нет,1,Тбилиси,10 гр,0.0271,18325,7169,636,,,True,267,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
45,07-06-2020 03:27:03,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.226,152706,59741,5298,,,True,2225,,,,,,,,,Amfetamin [White] [Import] 10G
46,07-06-2020 03:27:03,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,,нет,10,Тбилиси,10 гр,0.1599,106997,41859,3712,,,True,1559,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
47,07-06-2020 03:27:03,Tbilisi,9VLN,AlienShop,💘✨10gram MDMA ✨💘,,нет,5,Тбилиси,10 гр,0.0829,55455,21695,1924,,,True,808,,,,,,,,,💘✨10gram MDMA ✨💘
48,07-06-2020 03:27:03,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,,нет,9,Тбилиси,10 гр,0.0379,25325,9908,879,,,True,369,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
49,07-06-2020 03:27:03,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,5,Тбилиси,11 гр,0.0358,24021,9398,833,,,True,350,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
50,07-06-2020 03:27:03,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 20шт. вес таблетки 450mg,,нет,1,Тбилиси,20 гр,0.0518,35002,13694,1214,,,True,510,,,,,,,,,Extasy GUCCI 20sht. ves tabletki 450mg
51,07-06-2020 03:27:03,Tbilisi,XH0NP,XX-PABLO-XX,METADON - 20 G.,,нет,2,Тбилиси,20 гр,0.513,343160,134250,11905,,,True,5000,,,,,,,,,METADON - 20 G.
52,07-06-2020 03:27:03,Tbilisi,9VLN,AlienShop,✨💘20g MDMA💘✨,,нет,3,Тбилиси,20 гр,0.1385,102948,40275,3572,,,True,1500,,,,,,,,,✨💘20g MDMA💘✨
53,07-06-2020 03:27:03,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,,нет,9,Тбилиси,20 гр,0.0615,41111,16083,1426,,,True,599,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
54,07-06-2020 03:27:03,Tbilisi,7LHWP,GEOBUDS,50 gr georgian weed. Package on magnet,,нет,5,Тбилиси,50 гр,0.1319,89153,34878,3093,,,True,1299,,,,,,,,,50 gr georgian weed. Package on magnet
55,07-06-2020 03:27:03,Tbilisi,7LHWP,GEOBUDS,100 gr georgian weed. Package on magnet,,нет,4,Тбилиси,100 гр,0.2538,171511,67098,5950,,,True,2499,,,,,,,,,100 gr georgian weed. Package on magnet
56,07-06-2020 03:27:03,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,,нет,1,Тбилиси,100 гр,0.2438,164717,64440,5714,,,True,2400,,,,,,,,,100 gr marijuana buds
57,07-06-2020 03:27:03,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,,нет,1,Тбилиси,100 гр,0.2032,137264,53700,4762,,,True,2000,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
58,07-06-2020 03:27:03,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.2539,171580,67125,5953,,,True,2500,,,,,,,,,Marihuana [Shishki] [Gali] 100G
59,07-06-2020 03:27:03,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,,нет,1,Тбилиси,180 гр,0.5993,404928,158415,14048,,,True,5900,,,,,,,,,180 gr marihuana persoalno
60,07-06-2020 03:27:03,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,,нет,1,Тбилиси,250 гр,0.4673,315707,123510,10953,,,True,4600,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
61,07-06-2020 03:27:03,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,,нет,1,Тбилиси,500 гр,0.7618,514739,201375,17858,,,True,7500,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
62,07-06-2020 03:27:03,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,0.8634,583371,228225,20239,,,True,8500,,,,,,,,,10000sht marki 25i-nbome. predoplata
63,07-06-2020 03:27:03,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,,2,нет,Тбилиси,1 гр,0.0185,13726,5370,476,,,True,200,,,,,,,,,KURYER..500RUB.+BONUS
64,07-06-2020 03:27:03,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,2,Тбилиси,1 гр,0.0203,13726,5370,476,,,True,200,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
65,07-06-2020 03:27:03,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,нет,1,Тбилиси,1 гр,0.0254,17158,6713,595,,,True,250,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
66,07-06-2020 03:27:03,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,1.5375,1029479,402750,35715,,,True,15000,,,,,,,,,Vakansija optovogo kur'era na mef
67,07-06-2020 03:28:30,Batumi,GGVQZ,KARAVANos,Мощные шишки NORTHERN LIGHTS (INDICA) 10г,,нет,2,Батуми,10 гр,0.0418,28825,11277,1000,,,,420,,,,,,True,,,Moschnye shishki NORTHERN LIGHTS (INDICA) 10g
68,07-06-2020 03:28:30,Batumi,XH0NP,XX-PABLO-XX,METADON - 20 G.,,нет,2,Батуми,20 гр,0.513,343160,134250,11905,,,,5000,,,,,,True,,,METADON - 20 G.
69,07-06-2020 03:28:30,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1672,112990,51992,3920,,,,,,,,,,True,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
70,07-06-2020 03:28:30,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2648,178900,82321,6207,,,,,,,,,,True,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
71,07-06-2020 03:28:30,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0092,6863,2685,238,,,,100,,,,,,True,,,kur'er v Batumi
72,07-06-2020 03:28:30,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0231,17158,6713,595,,,,250,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
73,07-06-2020 03:28:30,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0231,17158,6713,595,,,,250,,,,,,True,,,Ischu kur'era v Gruzii!
74,07-06-2020 03:28:30,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,нет,3,Батуми,5 гр,0.0203,13726,5370,476,,,,200,,,,,,True,,,Kur'er Batumi na marihuanu
75,07-06-2020 03:28:30,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Батуми,25 гр,0.0288,19491,7600,676,250,,,,,,,,,True,,,Rabota na marki (kur'er)
76,07-06-2020 03:28:30,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5375,1029479,402750,35715,,,,15000,,,,,,True,,,Vakansija optovogo kur'era na mef
77,07-06-2020 03:28:30,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0508,34316,13425,1191,,,,500,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
78,07-06-2020 03:29:39,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.0288,19491,7600,676,250,,,,,,,,,,,True,Rabota na marki (kur'er)
