,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Vake,Gldani,Varketili,Nadzaladevi,Didube,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
28,28,01-05-2020 01:00:51,Tbilisi,54915c4374,"""JoKer Express"" - Марки н боом 2 штуки!",True,нет,50,Тбилиси,2 гр,0.0038,2545,950,85,35.0,,,,,,,,,,,,,"""JoKer Express"" - Marki n boom 2 shtuki!"
29,29,01-05-2020 01:00:51,Tbilisi,dd631c4acf,✨✨2gram. MDMA✨✨,True,нет,6,Тбилиси,2 гр,0.023,15273,5702,512,210.0,,,,,,,,,,,,,✨✨2gram. MDMA✨✨
30,30,01-05-2020 01:00:51,Tbilisi,dd631c4acf,❄❄2g HQ COCAINE❄❄,True,нет,8,Тбилиси,2 гр,0.0404,26836,10018,899,369.0,,,,,,,,,,,,,❄❄2g HQ COCAINE❄❄
31,31,01-05-2020 01:00:51,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,10,Тбилиси,3 гр,0.0634,42109,15720,1411,579.0,,,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
32,32,01-05-2020 01:00:51,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0434,29091,10860,974,400.0,,,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
33,33,01-05-2020 01:00:51,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0596,39999,14933,1340,550.0,,,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
34,34,01-05-2020 01:01:31,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,4,Тбилиси,5 гр,0.0186,12363,4616,414,170.0,,,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
35,35,01-05-2020 01:01:31,Tbilisi,8ddca45a78,5g WEED MIX / выбери свои сорта,True,нет,3,Тбилиси,5 гр,0.0238,15854,5919,531,218.0,,,,,,,,,,,,,5g WEED MIX / vyberi svoi sorta
36,36,01-05-2020 01:01:31,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,9,Тбилиси,5 гр,0.0218,14473,5403,485,199.0,,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
37,37,01-05-2020 01:01:31,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0218,14473,5403,485,199.0,,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
38,38,01-05-2020 01:01:31,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0218,15927,5946,534,219.0,,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
39,39,01-05-2020 01:01:31,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0218,14473,5403,485,199.0,,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
40,40,01-05-2020 01:01:31,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2598,190000,87429,6283,,,,,,,,,,,,,,reagent 25i nbome. 5gr
41,41,01-05-2020 01:01:31,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2983,218179,81450,7308,3000.0,,,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
42,42,01-05-2020 01:01:31,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,9,Тбилиси,5 гр,0.1059,69745,26037,2336,959.0,,,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
43,43,01-05-2020 01:01:31,Tbilisi,dd631c4acf,️‍🌈️‍🌈️‍🌈️‍🌈️‍🌈5шт. L S D 200ug.🌈️‍🌈️‍🌈️‍🌈️‍🌈,True,нет,5,Тбилиси,5 гр,0.0209,13745,5131,460,189.0,,,,,,,,,,,,,️‍🌈️‍🌈️‍🌈️‍🌈️‍🌈5sht. L S D 200ug.🌈️‍🌈️‍🌈️‍🌈️‍🌈
44,44,01-05-2020 01:01:31,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,5,Тбилиси,5 гр,0.021,13818,5159,463,190.0,,,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
45,45,01-05-2020 01:01:31,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.054000000000000006,35563,13276,1191,489.0,,,,,,,,,,,,,💘✨5g. MDMA ✨💘
46,46,01-05-2020 01:01:31,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,5,Тбилиси,5 гр,0.0209,13745,5131,460,189.0,,,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
47,47,01-05-2020 01:01:31,Tbilisi,54915c4374,"""Джокер экспрес"" марки нбооом 10 шт",True,нет,10,Тбилиси,10 гр,0.012,8000,2987,268,110.0,,,,,,,,,,,,,"""Dzhoker ekspres"" marki nbooom 10 sht"
48,48,01-05-2020 01:01:31,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0984,65454,24435,2192,900.0,,,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
49,49,01-05-2020 01:01:31,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,3,Тбилиси,10 гр,0.0766,50908,19005,1705,700.0,,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
50,50,01-05-2020 01:01:31,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.035,23272,8688,780,320.0,,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
51,51,01-05-2020 01:01:31,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,4,Тбилиси,10 гр,0.0875,58181,21720,1949,800.0,,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
52,52,01-05-2020 01:01:31,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2434,161816,60409,5420,2225.0,,,,,,,,,,,,,Amfetamin [White] [Import] 10G
53,53,01-05-2020 01:01:31,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,6,Тбилиси,10 гр,0.1722,113380,42327,3798,1559.0,,,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
54,54,01-05-2020 01:01:31,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0408,26836,10018,899,369.0,,,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
55,55,01-05-2020 01:01:31,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,1,Тбилиси,10 гр,0.0348,22909,8552,767,315.0,,,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
56,56,01-05-2020 01:01:31,Tbilisi,f8a875c191,METADON - 20 G.,True,нет,1,Тбилиси,20 гр,0.5524,363632,135750,12181,5000.0,,,,,,,,,,,,,METADON - 20 G.
57,57,01-05-2020 01:01:31,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0662,43563,16263,1459,599.0,,,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
58,58,01-05-2020 01:01:31,Tbilisi,ef3dc4de6c,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1203,79999,29865,2680,1100.0,,,,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
59,59,01-05-2020 01:01:31,Tbilisi,cb721d4bca,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2625,174543,65160,5847,2400.0,,,,,,,,,,,,,100 gr marijuana buds
60,60,01-05-2020 01:01:31,Tbilisi,21e6be39fb,AKA-47 ONLY BUDS 100g TOP VHQ,True,нет,3,Тбилиси,100 гр,0.3281,218179,81450,7308,3000.0,,,,,,,,,,,,,AKA-47 ONLY BUDS 100g TOP VHQ
61,61,01-05-2020 01:01:31,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2188,145453,54300,4872,2000.0,,,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
62,62,01-05-2020 01:01:31,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2735,181816,67875,6090,2500.0,,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
63,63,01-05-2020 01:01:31,Tbilisi,69672fee0d,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.6454,429085,160185,14373,5900.0,,,,,,,,,,,,,180 gr marihuana persoalno
64,64,01-05-2020 01:01:31,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.5032,334541,124890,11206,4600.0,,,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
65,65,01-05-2020 01:01:31,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.8204,545447,203625,18271,7500.0,,,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
66,66,01-05-2020 01:01:31,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.9297,618174,230775,20707,8500.0,,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
67,67,01-05-2020 01:01:31,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0199,14545,5430,487,200.0,,,,,,,,,,,,,KURYER..500RUB.+BONUS
68,68,01-05-2020 01:01:31,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0219,14545,5430,487,200.0,,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
69,69,01-05-2020 01:02:18,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0271,18182,6788,609,250.0,,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
70,70,01-05-2020 01:02:18,Tbilisi,54915c4374,Работа на марки (курьер),True,нет,1,Тбилиси,25 гр,0.0217,14545,5430,487,200.0,,,,,,,,,,,,,Rabota na marki (kur'er)
71,71,01-05-2020 01:02:18,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.6406,1090895,407250,36542,15000.0,,,,,,,,,,,,,Vakansija optovogo kur'era na mef
72,72,01-05-2020 01:04:14,Batumi,3ee37c89bb,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2384,159998,59730,5359,2200.0,,,,,,,,,,True,,,[100g] SPAIN HASH
73,73,01-05-2020 01:04:14,Batumi,54915c4374,"""Джокер экспрес"" марки нбооом 10 шт",,нет,9,Батуми,10 гр,0.0119,8000,2987,268,110.0,,,,,,,,,,True,,,"""Dzhoker ekspres"" marki nbooom 10 sht"
74,74,01-05-2020 01:04:14,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0099,7273,2715,244,100.0,,,,,,,,,,True,,,kur'er v Batumi
75,75,01-05-2020 01:04:14,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0246,18182,6788,609,250.0,,,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
76,76,01-05-2020 01:04:14,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0246,18182,6788,609,250.0,,,,,,,,,,True,,,Ischu kur'era v Gruzii!
77,77,01-05-2020 01:04:14,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.6406,1090895,407250,36542,15000.0,,,,,,,,,,True,,,Vakansija optovogo kur'era na mef
78,78,01-05-2020 01:04:14,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0542,36363,13575,1218,500.0,,,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
79,79,01-05-2020 01:05:43,Kutaisi,be97026d1d,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,2,нет,Кутаиси,1.5 гр,0.0234,16000,5973,536,220.0,,,,,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
80,80,01-05-2020 01:05:43,Kutaisi,be97026d1d,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,7,нет,Кутаиси,2 гр,0.0564,37818,14118,1267,520.0,,,,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
81,81,01-05-2020 01:05:43,Kutaisi,be97026d1d,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,9,нет,Кутаиси,3 гр,0.0414,28363,10589,950,390.0,,,,,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
82,82,01-05-2020 01:05:43,Kutaisi,54915c4374,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.0217,14545,5430,487,200.0,,,,,,,,,,,,True,Rabota na marki (kur'er)
