,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,₴,Br,ք,$,Didube,Saburtalo,Gldani,Varketili,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
13,13,12-05-2020 23:07:50,Tbilisi,dd631c4acf,☃️❄1g. New Columbian COCAINE!!❄☃️,,2,нет,Тбилиси,1 гр,0.0261,6453,582,17550,239.0,True,,,,,,,,,☃️❄1g. New Columbian COCAINE!!❄☃️
14,14,12-05-2020 23:07:50,Tbilisi,dd631c4acf,✨ 1g. MDMA ✨,,1,нет,Тбилиси,1 гр,0.0119,2943,265,8004,109.0,True,,,,,,,,,✨ 1g. MDMA ✨
15,15,12-05-2020 23:07:50,Tbilisi,89f7212915,2 G Hybrid Marijuana Buds,True,10,нет,Тбилиси,2 гр,0.0108,2700,244,7343,100.0,,,,,,,,,,2 G Hybrid Marijuana Buds
16,16,12-05-2020 23:07:50,Tbilisi,cb721d4bca,2 gr Шишки “OG KUSH VHQ”,,4,нет,Тбилиси,2 гр,0.0085,2133,192,5801,79.0,,True,,,,,,,,2 gr Shishki “OG KUSH VHQ”
17,17,12-05-2020 23:07:50,Tbilisi,4659482266,2g super Skunk top class buds.,,1,нет,Тбилиси,2 гр,0.0093,2295,207,6242,85.0,,,True,,,,,,,2g super Skunk top class buds.
18,18,12-05-2020 23:07:50,Tbilisi,c9a56b2b4a,2x Extasy Duracell 223mg MDMA.,True,5,нет,Тбилиси,2 гр,0.0076,1890,170,5140,70.0,,,,,,,,,,2x Extasy Duracell 223mg MDMA.
19,19,12-05-2020 23:07:50,Tbilisi,0a8c230fa2,VHQ BEST Cocaine 2g.,True,1,нет,Тбилиси,2 гр,0.0513,12960,1169,35248,480.0,,,,,,,,,,VHQ BEST Cocaine 2g.
20,20,12-05-2020 23:07:50,Tbilisi,aeb8abccb9,✿ 2gr Hybrid Weed Indica Buds VHQ ❤,,1,нет,Тбилиси,2 гр,0.0092,2295,207,6242,85.0,,True,,,,,,,,✿ 2gr Hybrid Weed Indica Buds VHQ ❤
21,21,12-05-2020 23:07:50,Tbilisi,89f7212915,3 G Hybrid Marijuana Big Buds,True,6,нет,Тбилиси,3 гр,0.013999999999999999,3510,317,9546,130.0,,,,,,,,,,3 G Hybrid Marijuana Big Buds
22,22,12-05-2020 23:07:50,Tbilisi,4659482266,3g superskunk top class buds.,,1,нет,Тбилиси,3 гр,0.013000000000000001,3213,290,8738,119.0,,,True,,,,,,,3g superskunk top class buds.
23,23,12-05-2020 23:07:50,Tbilisi,c9a56b2b4a,3x Extasy Duracell 223mg MDMA,True,4,нет,Тбилиси,3 гр,0.0115,2835,256,7710,105.0,,,,,,,,,,3x Extasy Duracell 223mg MDMA
24,24,12-05-2020 23:07:50,Tbilisi,ad9cb826c6,"5 Grm MDMA , Purity A +++",True,3,нет,Тбилиси,5 гр,0.0332,8640,779,23498,320.0,,,,,,,,,,"5 Grm MDMA , Purity A +++"
25,25,12-05-2020 23:07:50,Tbilisi,bb1791277e,5gr NORTHEN LIGHTS marijuana LEAVES листя если платите с бтк скидка 10% !!,True,1,нет,Тбилиси,5 гр,0.0064,1593,144,4333,59.0,,,,,,,,,,5gr NORTHEN LIGHTS marijuana LEAVES listja esli platite s btk skidka 10% !!
26,26,12-05-2020 23:07:50,Tbilisi,c9a56b2b4a,5x Extasy Duracell 223mg MDMA.,True,2,нет,Тбилиси,5 гр,0.0191,4725,426,12851,175.0,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
27,27,12-05-2020 23:07:50,Tbilisi,2f51af8159,Hybrid Somango Weed 5 g,True,1,нет,Тбилиси,5 гр,0.0178,4455,402,12116,165.0,,,,,,,,,,Hybrid Somango Weed 5 g
28,28,12-05-2020 23:07:50,Tbilisi,0a8c230fa2,VHQ BEST Cocaine 5g.,True,1,нет,Тбилиси,5 гр,0.1204,31050,2800,84447,1150.0,,,,,,,,,,VHQ BEST Cocaine 5g.
29,29,12-05-2020 23:07:50,Tbilisi,7cab566931,GEORGIAN MARIJUANA 6-GRAM,True,2,нет,Тбилиси,6 гр,0.0088,2430,219,6609,90.0,,,,,,,,,,GEORGIAN MARIJUANA 6-GRAM
30,30,12-05-2020 23:07:50,Tbilisi,e56bb6ca93,10 gr marijuana buds. -indica- (КЛАДИ НА МАГНИТАХ),,15,нет,Тбилиси,10 гр,0.0215,5373,485,14613,199.0,True,,,True,,,,,,10 gr marijuana buds. -indica- (KLADI NA MAGNITAH)
31,31,12-05-2020 23:07:50,Tbilisi,c225d2f67d,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0415,10800,974,29373,400.0,,,,,,,,,,gashish evro 10g
32,32,12-05-2020 23:07:50,Tbilisi,e56bb6ca93,20 gr Indica marijuana buds (hight quality),,3,нет,Тбилиси,20 гр,0.0409,10233,923,27831,379.0,,,,True,,,,,,20 gr Indica marijuana buds (hight quality)
33,33,12-05-2020 23:07:50,Tbilisi,c225d2f67d,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0805,20979,1892,57057,777.0,,,,,,,,,,Gashish Evro 20gr
34,34,12-05-2020 23:07:50,Tbilisi,e56bb6ca93,50 гр Марихуана шишки. ИНДИКА,,1,нет,Тбилиси,50 гр,0.0917,22923,2067,62344,849.0,,True,,,,,,,,50 gr Marihuana shishki. INDIKA
35,35,12-05-2020 23:07:50,Tbilisi,ea97036e14,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.1964,54000,4870,146865,2000.0,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
36,36,12-05-2020 23:08:23,Tbilisi,dd631c4acf,✨✨2gram. MDMA✨✨,True,нет,2,Тбилиси,2 гр,0.0229,5670,511,15421,210.0,,,,,,,,,,✨✨2gram. MDMA✨✨
37,37,12-05-2020 23:08:23,Tbilisi,dd631c4acf,❄❄2g HQ COCAINE❄❄,True,нет,4,Тбилиси,2 гр,0.0402,9963,899,27097,369.0,,,,,,,,,,❄❄2g HQ COCAINE❄❄
38,38,12-05-2020 23:08:23,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,8,Тбилиси,3 гр,0.063,15633,1410,42517,579.0,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
39,39,12-05-2020 23:08:23,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0431,10800,974,29373,400.0,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
40,40,12-05-2020 23:08:23,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0593,14850,1339,40388,550.0,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
41,41,12-05-2020 23:08:23,Tbilisi,bb1791277e,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,10,Тбилиси,5 гр,0.0253,6345,572,17257,235.0,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
42,42,12-05-2020 23:08:23,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,7,Тбилиси,5 гр,0.0259,6480,584,17624,240.0,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
43,43,12-05-2020 23:08:23,Tbilisi,cb721d4bca,5 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,5 гр,0.0248,6210,560,16890,230.0,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
44,44,12-05-2020 23:08:23,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,3,Тбилиси,5 гр,0.0259,6480,584,17624,240.0,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
45,45,12-05-2020 23:08:23,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,5,Тбилиси,5 гр,0.0259,6480,584,17624,240.0,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
46,46,12-05-2020 23:08:23,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,9,Тбилиси,5 гр,0.0259,6480,584,17624,240.0,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
47,47,12-05-2020 23:08:23,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0248,6210,560,16890,230.0,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
48,48,12-05-2020 23:08:23,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0215,5913,533,16082,219.0,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
49,49,12-05-2020 23:08:23,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0253,6345,572,17257,235.0,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
50,50,12-05-2020 23:08:23,Tbilisi,52fe6d0af9,VHQ Jamaican Dream 19% Thc 5 Gr,True,нет,1,Тбилиси,5 гр,0.0172,4320,390,11749,160.0,,,,,,,,,,VHQ Jamaican Dream 19% Thc 5 Gr
51,51,12-05-2020 23:08:23,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2535,87429,6291,190000,,,,,,,,,,,reagent 25i nbome. 5gr
52,52,12-05-2020 23:08:23,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2939,81000,7306,220298,3000.0,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
53,53,12-05-2020 23:08:23,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,9,Тбилиси,5 гр,0.1044,25893,2335,70422,959.0,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
54,54,12-05-2020 23:08:23,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,5,Тбилиси,5 гр,0.0207,5130,463,13952,190.0,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
55,55,12-05-2020 23:08:23,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0532,13203,1191,35909,489.0,,,,,,,,,,💘✨5g. MDMA ✨💘
56,56,12-05-2020 23:08:23,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,2,Тбилиси,5 гр,0.0206,5103,460,13879,189.0,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
57,57,12-05-2020 23:08:23,Tbilisi,54915c4374,"""MDN-BooooMA"" - Марки 5 шт. + МДМА 0.5",True,нет,7,Тбилиси,5.5 гр,0.0098,2700,244,7343,100.0,,,,,,,,,,"""MDN-BooooMA"" - Marki 5 sht. + MDMA 0.5"
58,58,12-05-2020 23:08:23,Tbilisi,54915c4374,"""Джокер экспрес"" марки нбооом 8 шт",True,нет,7,Тбилиси,8 гр,0.0086,2160,195,5875,80.0,,,,,,,,,,"""Dzhoker ekspres"" marki nbooom 8 sht"
59,59,12-05-2020 23:08:23,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.09699999999999999,24300,2192,66089,900.0,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
60,60,12-05-2020 23:08:23,Tbilisi,cb721d4bca,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0431,10800,974,29373,400.0,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
61,61,12-05-2020 23:08:23,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,3,Тбилиси,10 гр,0.0754,18900,1705,51403,700.0,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
62,62,12-05-2020 23:08:23,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0453,11340,1023,30842,420.0,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
63,63,12-05-2020 23:08:23,Tbilisi,89f7212915,10G Hybrid Marijuana Leafs,True,нет,39,Тбилиси,10 гр,0.0108,2700,244,7343,100.0,,,,,,,,,,10G Hybrid Marijuana Leafs
64,64,12-05-2020 23:08:23,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,4,Тбилиси,10 гр,0.0862,21600,1948,58746,800.0,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
65,65,12-05-2020 23:08:23,Tbilisi,52fe6d0af9,VHQ Jamaican Dream 19% Thc 10 Gr,True,нет,1,Тбилиси,10 гр,0.0313,7830,706,21295,290.0,,,,,,,,,,VHQ Jamaican Dream 19% Thc 10 Gr
66,66,12-05-2020 23:08:23,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2398,60075,5418,163388,2225.0,,,,,,,,,,Amfetamin [White] [Import] 10G
67,67,12-05-2020 23:08:23,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,5,Тбилиси,10 гр,0.1697,42093,3796,114481,1559.0,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
68,68,12-05-2020 23:08:23,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0402,9963,899,27097,369.0,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
69,69,12-05-2020 23:09:25,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0403,9963,899,27097,369.0,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
70,70,12-05-2020 23:09:25,Tbilisi,f8a875c191,METADON - 20 G.,True,нет,1,Тбилиси,20 гр,0.5454,135000,12176,367163,5000.0,,,,,,,,,,METADON - 20 G.
71,71,12-05-2020 23:09:25,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0653,16173,1459,43986,599.0,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
72,72,12-05-2020 23:09:25,Tbilisi,ef3dc4de6c,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1188,29700,2679,80776,1100.0,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
73,73,12-05-2020 23:09:25,Tbilisi,cb721d4bca,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2592,64800,5844,176238,2400.0,,,,,,,,,,100 gr marijuana buds
74,74,12-05-2020 23:09:25,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.21600000000000003,54000,4870,146865,2000.0,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
75,75,12-05-2020 23:09:25,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.27,67500,6088,183582,2500.0,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
76,76,12-05-2020 23:09:25,Tbilisi,69672fee0d,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.6372,159300,14368,433252,5900.0,,,,,,,,,,180 gr marihuana persoalno
77,77,12-05-2020 23:09:25,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4968,124200,11202,337790,4600.0,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
78,78,12-05-2020 23:09:25,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.81,202500,18264,550745,7500.0,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
79,79,12-05-2020 23:09:25,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.9179999999999999,229500,20699,624177,8500.0,,,,,,,,,,10000sht marki 25i-nbome. predoplata
80,80,12-05-2020 23:09:25,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0196,5400,487,14687,200.0,,,,,,,,,,KURYER..500RUB.+BONUS
81,81,12-05-2020 23:09:25,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0216,5400,487,14687,200.0,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
82,82,12-05-2020 23:09:25,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.027000000000000003,6750,609,18358,250.0,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
83,83,12-05-2020 23:09:25,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.6347,405000,36528,1101489,15000.0,,,,,,,,,,Vakansija optovogo kur'era na mef
84,84,12-05-2020 23:10:59,Batumi,3ee37c89bb,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2376,59400,5357,161552,2200.0,,,,,,,True,,,[100g] SPAIN HASH
85,85,12-05-2020 23:10:59,Batumi,321e2f622a,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1662,51992,3741,112990,,,,,,,,True,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
86,86,12-05-2020 23:10:59,Batumi,321e2f622a,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2631,82321,5923,178900,,,,,,,,True,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
87,87,12-05-2020 23:10:59,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0098,2700,244,7343,100.0,,,,,,,True,,,kur'er v Batumi
88,88,12-05-2020 23:10:59,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0245,6750,609,18358,250.0,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
89,89,12-05-2020 23:10:59,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0245,6750,609,18358,250.0,,,,,,,True,,,Ischu kur'era v Gruzii!
90,90,12-05-2020 23:10:59,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.6347,405000,36528,1101489,15000.0,,,,,,,True,,,Vakansija optovogo kur'era na mef
91,91,12-05-2020 23:10:59,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.054000000000000006,13500,1218,36716,500.0,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
92,92,12-05-2020 23:12:26,Kutaisi,be97026d1d,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!SALE ONLY 3 DAY!!!!,,1,нет,Кутаиси,1.5 гр,0.02,4995,451,13585,185.0,,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!SALE ONLY 3 DAY!!!!
93,93,12-05-2020 23:12:26,Kutaisi,be97026d1d,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!SALE ONLY 3 DAY!!!!,,6,нет,Кутаиси,2 гр,0.0524,13095,1181,35615,485.0,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!SALE ONLY 3 DAY!!!!
94,94,12-05-2020 23:12:26,Kutaisi,be97026d1d,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!SALE ONLY 3 DAY!!!!,,8,нет,Кутаиси,3 гр,0.0356,8910,804,24233,330.0,,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!SALE ONLY 3 DAY!!!!
95,95,12-05-2020 23:12:26,Kutaisi,54915c4374,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.0216,5400,487,14687,200.0,,,,,,,,,True,Rabota na marki (kur'er)
