,Unnamed: 0,time_stamp,region,sell_code,description,Saburtalo,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Тбилиси,Gldani,Vake,€,Didube,Дигоми,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
46,46,29-03-2020 09:02:56,Tbilisi,b01f16ca19,"10g. Шишки Amnesia Haze, Сатива",True,1,нет,Тбилиси,10 гр,0.0583,31015,11372,1028,399.0,,,,,,,,,,,,"10g. Shishki Amnesia Haze, Sativa"
47,47,29-03-2020 09:02:56,Tbilisi,4c4ab8c0de,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,2,нет,Тбилиси,10 гр,0.0533,28372,10403,940,365.0,,,,,True,,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
48,48,29-03-2020 09:02:56,Tbilisi,ef3dc4de6c,Extasy GUCCI 10шт. вес таблетки 450mg,,1,нет,Тбилиси,10 гр,0.039,20755,7610,688,267.0,True,,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
49,49,29-03-2020 09:02:56,Tbilisi,c225d2f67d,гашиш евро 10г,,1,нет,Тбилиси,10 гр,0.055999999999999994,31093,11400,1030,400.0,True,,,,,,,,,,,gashish evro 10g
50,50,29-03-2020 09:02:56,Tbilisi,be97026d1d,MDMA from Europe!!! 25g SALE!!!,,1,нет,Тбилиси,25 гр,0.1824,97088,35597,3217,1249.0,,,,,,True,,,,,,MDMA from Europe!!! 25g SALE!!!
51,51,29-03-2020 09:02:56,Tbilisi,ea97036e14,Метамферамин рацемат 60 г (мини-опт),,1,нет,Тбилиси,60 гр,0.2655,155465,57000,5151,2000.0,True,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
52,52,29-03-2020 09:02:56,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 100шт. Готовые клады в Грузии от производителя!,,1,нет,Тбилиси,100 гр,0.0531,31093,11400,1030,400.0,,,,,,,True,,,,,Moschnye zhirnye marki 25i nbome 100sht. Gotovye klady v Gruzii ot proizvoditelja!
53,53,29-03-2020 09:02:56,Tbilisi,f8a875c191,0.25G - METADON - VHQ,,4,5,Тбилиси,0.25 гр,0.0258,13603,4988,451,175.0,True,,,,,,,,,,,0.25G - METADON - VHQ
54,54,29-03-2020 09:02:56,Tbilisi,dd631c4acf,✨✨2gram. MDMA✨✨,,1,2,Тбилиси,2 гр,0.0295,15547,5700,515,200.0,True,,,,,,,,,,,✨✨2gram. MDMA✨✨
55,55,29-03-2020 09:02:56,Tbilisi,dd631c4acf,❄❄2g HQ COCAINE❄❄,,нет,4,Тбилиси,2 гр,0.0544,28683,10517,950,369.0,True,,,,,,,,,,,❄❄2g HQ COCAINE❄❄
56,56,29-03-2020 09:02:56,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,,нет,3,Тбилиси,3 гр,0.087,45862,16815,1519,590.0,True,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
57,57,29-03-2020 09:02:56,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,,нет,7,Тбилиси,4 гр,0.0584,31093,11400,1030,400.0,True,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
58,58,29-03-2020 09:02:56,Tbilisi,4a91350669,5 Amnesia Haze марихуана шишки тгк 25%,,нет,4,Тбилиси,5 гр,0.0234,12437,4560,412,160.0,True,,,,,,,,,,,5 Amnesia Haze marihuana shishki tgk 25%
59,59,29-03-2020 09:02:56,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,нет,5,Тбилиси,5 гр,0.0803,42753,15675,1416,550.0,True,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
60,60,29-03-2020 09:02:56,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,нет,1,Тбилиси,5 гр,0.0247,13137,4817,435,169.0,True,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
61,61,29-03-2020 09:02:56,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,,нет,9,Тбилиси,5 гр,0.0248,13215,4845,438,170.0,True,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
62,62,29-03-2020 09:02:56,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,нет,1,Тбилиси,5 гр,0.0291,15469,5672,513,199.0,True,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
63,63,29-03-2020 09:02:56,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,10,Тбилиси,5 гр,0.0291,15469,5672,513,199.0,True,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
64,64,29-03-2020 09:02:56,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,9,Тбилиси,5 гр,0.0291,15469,5672,513,199.0,True,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
65,65,29-03-2020 09:02:56,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.0291,17023,6242,564,219.0,True,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
66,66,29-03-2020 09:03:25,Tbilisi,f8a875c191,MARIXYANA - 5 G. (SHISHKI) (SALE),,нет,5,Тбилиси,5 гр,0.0442,23320,8550,773,300.0,True,,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
67,67,29-03-2020 09:03:25,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,7,Тбилиси,5 гр,0.0291,15469,5672,513,199.0,True,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
68,68,29-03-2020 09:03:25,Tbilisi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,13,Тбилиси,5 гр,0.0265,15547,5700,515,200.0,True,,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
69,69,29-03-2020 09:03:25,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.3244,190000,87429,6293,,True,,,,,,,,,,,reagent 25i nbome. 5gr
70,70,29-03-2020 09:03:25,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3982,233198,85500,7726,3000.0,,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
71,71,29-03-2020 09:03:25,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,,нет,2,Тбилиси,5 гр,0.1282,67550,24767,2238,869.0,True,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
72,72,29-03-2020 09:03:25,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,,нет,5,Тбилиси,5 гр,0.027999999999999997,14769,5415,489,190.0,True,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
73,73,29-03-2020 09:03:25,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,,нет,5,Тбилиси,5 гр,0.0721,38011,13937,1259,489.0,True,,,,,,,,,,,💘✨5g. MDMA ✨💘
74,74,29-03-2020 09:03:25,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,,нет,7,Тбилиси,5 гр,0.0279,14691,5387,487,189.0,True,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
75,75,29-03-2020 09:03:25,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.1314,69959,25650,2318,900.0,True,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
76,76,29-03-2020 09:03:25,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,5,Тбилиси,10 гр,0.1022,54413,19950,1803,700.0,True,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
77,77,29-03-2020 09:03:25,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,6,Тбилиси,10 гр,0.0467,24874,9120,824,320.0,True,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
78,78,29-03-2020 09:03:25,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,5,Тбилиси,10 гр,0.1168,62186,22800,2060,800.0,True,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
79,79,29-03-2020 09:03:25,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.3249,172955,63413,5730,2225.0,True,,,,,,,,,,,Amfetamin [White] [Import] 10G
80,80,29-03-2020 09:03:25,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,,нет,8,Тбилиси,10 гр,0.2137,112634,41297,3732,1449.0,True,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
81,81,29-03-2020 09:03:25,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,,нет,10,Тбилиси,10 гр,0.0544,28683,10517,950,369.0,True,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
82,82,29-03-2020 09:03:25,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,,нет,2,Тбилиси,10 гр,0.0441,23242,8522,770,299.0,True,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
83,83,29-03-2020 09:03:25,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,,нет,9,Тбилиси,20 гр,0.0883,46562,17072,1543,599.0,True,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
84,84,29-03-2020 09:03:25,Tbilisi,ef3dc4de6c,Extasy GUCCI 50шт. вес таблетки 450mg,,нет,1,Тбилиси,50 гр,0.1606,85506,31350,2833,1100.0,True,,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
85,85,29-03-2020 09:03:25,Tbilisi,cb721d4bca,100 gr marijuana buds,,нет,1,Тбилиси,100 гр,0.3504,186558,68400,6181,2400.0,True,,,,,,,,,,,100 gr marijuana buds
86,86,29-03-2020 09:03:25,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,,нет,1,Тбилиси,100 гр,0.292,155465,57000,5151,2000.0,True,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
87,87,29-03-2020 09:03:25,Tbilisi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,1,Тбилиси,100 гр,0.2949,155465,57000,5151,2000.0,True,,,,,,,,,,,SUBOXIN - HQ - 100 G.
88,88,29-03-2020 09:03:25,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.365,194331,71250,6439,2500.0,True,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
89,89,29-03-2020 09:03:25,Tbilisi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,1,Тбилиси,150 гр,0.2212,116599,42750,3863,1500.0,True,,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
90,90,29-03-2020 09:03:25,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,,нет,1,Тбилиси,250 гр,0.6717,357570,131100,11847,4600.0,True,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
91,91,29-03-2020 09:03:25,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,,нет,1,Тбилиси,500 гр,1.0951,582994,213750,19316,7500.0,True,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
92,92,29-03-2020 09:03:25,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,1.2411,660726,242250,21891,8500.0,True,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
93,93,29-03-2020 09:03:25,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,,2,нет,Тбилиси,1 гр,0.0265,15547,5700,515,200.0,True,,,,,,,,,,,KURYER..500RUB.+BONUS
94,94,29-03-2020 09:03:25,Tbilisi,e56bb6ca93,"Работа курьером в Тбилиси, ЗП от 1500$ в месяц, работа только с марихуаной, залог от 200$",,1,нет,Тбилиси,1 гр,0.0292,15547,5700,515,200.0,True,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1500$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 200$"
95,95,29-03-2020 09:03:25,Tbilisi,54915c4374,Работа на марки (курьер),,1,нет,Тбилиси,50 гр,0.0366,21435,7938,709,,True,,,250.0,,,,,,,,Rabota na marki (kur'er)
96,96,29-03-2020 09:03:25,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,2,Тбилиси,1 гр,0.0292,15547,5700,515,200.0,True,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
97,97,29-03-2020 09:03:25,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,нет,1,Тбилиси,1 гр,0.0365,19433,7125,644,250.0,True,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
98,98,29-03-2020 09:03:25,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,2.2101,1165988,427500,38631,15000.0,True,,,,,,,,,,,Vakansija optovogo kur'era na mef
99,99,29-03-2020 09:04:25,Batumi,99accec7c7,HEROINE-999 0.25гр из авганистана! скидка при покупке BTC,,4,нет,Батуми,0.25 гр,0.0277,14769,5415,489,190.0,,,,,,,,,True,,,HEROINE-999 0.25gr iz avganistana! skidka pri pokupke BTC
100,100,29-03-2020 09:04:25,Batumi,99accec7c7,METHADONE 0.25 THE BEST QUALITY VHQ,,7,нет,Батуми,0.25 гр,0.0292,15547,5700,515,200.0,,,,,,,,,True,,,METHADONE 0.25 THE BEST QUALITY VHQ
101,101,29-03-2020 09:04:25,Batumi,99accec7c7,MEPHEDRONE 0.5 gr,,6,нет,Батуми,0.5 гр,0.0106,6219,2280,206,80.0,,,,,,,,,True,,,MEPHEDRONE 0.5 gr
102,102,29-03-2020 09:04:25,Batumi,54915c4374,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 0.7 грамм",,2,нет,Батуми,0.7 гр,0.0176,10289,3810,340,,,,,120.0,,,,,,True,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 0.7 gramm"
103,103,29-03-2020 09:04:25,Batumi,c72111ac1a,NZT-52 limited 1 г мука,,2,нет,Батуми,1 гр,0.0252,14769,5415,489,190.0,,,,,,,,,,True,,NZT-52 limited 1 g muka
104,104,29-03-2020 09:04:25,Batumi,99accec7c7,mephedrone 1gr высшый стиль!) лекарство от корона вируса!),,4,нет,Батуми,1 гр,0.0219,11660,4275,386,150.0,,,,,,,,,True,,,mephedrone 1gr vysshyj stil'!) lekarstvo ot korona virusa!)
