,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Varketili,Didube,Дигоми,Gldani,Авлобари,Saburtalo,Old Tbilisi (Старый город),Батуми,Центр,Кутаиси,desc_en
44,19-04-2020 04:12:19,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0267,14715,5453,487,199,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
45,19-04-2020 04:12:19,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0268,16194,6001,535,219,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
46,19-04-2020 04:12:19,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,7,Тбилиси,5 гр,0.0267,14715,5453,487,199,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
47,19-04-2020 04:12:19,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.3139,190000,87429,6279,,,,,,,,,,,,reagent 25i nbome. 5gr
48,19-04-2020 04:12:19,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3665,221832,82200,7335,3000,,,,,True,,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
49,19-04-2020 04:12:19,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,10,Тбилиси,5 гр,0.1179,64257,23811,2125,869,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
50,19-04-2020 04:12:19,Tbilisi,9VLN,AlienShop,️‍🌈️‍🌈️‍🌈️‍🌈️‍🌈5шт. L S D 200ug.🌈️‍🌈️‍🌈️‍🌈️‍🌈,True,нет,5,Тбилиси,5 гр,0.0257,13975,5179,462,189,,,,,,,,,,,️‍🌈️‍🌈️‍🌈️‍🌈️‍🌈5sht. L S D 200ug.🌈️‍🌈️‍🌈️‍🌈️‍🌈
51,19-04-2020 04:12:19,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,5,Тбилиси,5 гр,0.0258,14049,5206,465,190,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
52,19-04-2020 04:12:19,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0664,36159,13399,1196,489,,,,,,,,,,,💘✨5g. MDMA ✨💘
53,19-04-2020 04:12:19,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,5,Тбилиси,5 гр,0.0257,13975,5179,462,189,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
54,19-04-2020 04:12:19,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1209,66550,24660,2201,900,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
55,19-04-2020 04:12:19,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,3,Тбилиси,10 гр,0.0941,51761,19180,1712,700,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
56,19-04-2020 04:12:19,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.043,23662,8768,782,320,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
57,19-04-2020 04:12:19,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,4,Тбилиси,10 гр,0.1075,59155,21920,1956,800,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
58,19-04-2020 04:12:19,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.299,164526,60965,5440,2225,,,,,,,,,,,Amfetamin [White] [Import] 10G
59,19-04-2020 04:12:19,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,7,Тбилиси,10 гр,0.1967,107145,39703,3543,1449,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
60,19-04-2020 04:12:19,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0501,27285,10111,902,369,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
61,19-04-2020 04:12:19,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,1,Тбилиси,10 гр,0.0406,22109,8193,731,299,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
62,19-04-2020 04:12:19,Tbilisi,8B31,GEOWEEDSHOP,20 gr Indica marijuana buds (hight quality),True,нет,1,Тбилиси,20 гр,0.0544,29947,11097,990,405,,,,,,,,,,,20 gr Indica marijuana buds (hight quality)
63,19-04-2020 04:12:19,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0813,44293,16413,1465,599,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
64,19-04-2020 04:12:19,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1478,81339,30140,2690,1100,,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
65,19-04-2020 04:12:19,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.3225,177466,65760,5868,2400,,,,,,,,,,,100 gr marijuana buds
66,19-04-2020 04:12:19,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2687,147888,54800,4890,2000,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
67,19-04-2020 04:12:19,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.2714,147888,54800,4890,2000,,,,,,,,,,,SUBOXIN - HQ - 100 G.
68,19-04-2020 04:13:15,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.3359,184860,68500,6113,2500,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
69,19-04-2020 04:13:15,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.7928,436270,161660,14426,5900,,,,,,,,,,,180 gr marihuana persoalno
70,19-04-2020 04:13:15,Tbilisi,8B31,GEOWEEDSHOP,200gr Georgian indica dominant buds. WHOLESALE PRICE!,True,нет,1,Тбилиси,200 гр,0.4233,232924,86310,7702,3150,,,,,,,,,,,200gr Georgian indica dominant buds. WHOLESALE PRICE!
71,19-04-2020 04:13:15,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.6181,340143,126040,11247,4600,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
72,19-04-2020 04:13:15,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,1.0078,554581,205500,18338,7500,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
73,19-04-2020 04:13:15,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,1.1422,628525,232900,20783,8500,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
74,19-04-2020 04:13:15,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0244,14789,5480,489,200,,,,,,,,,,,KURYER..500RUB.+BONUS
75,19-04-2020 04:13:15,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0269,14789,5480,489,200,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
76,19-04-2020 04:13:15,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0336,18486,6850,611,250,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
77,19-04-2020 04:13:15,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,2.0339,1109162,411000,36675,15000,,,,,,,,,,,Vakansija optovogo kur'era na mef
78,19-04-2020 04:14:42,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.296,162677,60280,5379,2200,,,,,,,,True,,,[100g] SPAIN HASH
79,19-04-2020 04:14:42,Batumi,F1CR,PvPalpha,Ск синий крис очень сильный 3гр,,нет,2,Батуми,3 гр,0.0404,24402,9042,807,330,,,,,,,,,True,,Sk sinij kris ochen' sil'nyj 3gr
80,19-04-2020 04:14:42,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2718,147888,54800,4890,2000,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
81,19-04-2020 04:14:42,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0122,7394,2740,245,100,,,,,,,,True,,,kur'er v Batumi
82,19-04-2020 04:14:42,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0306,18486,6850,611,250,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
83,19-04-2020 04:14:42,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0306,18486,6850,611,250,,,,,,,,True,,,Ischu kur'era v Gruzii!
84,19-04-2020 04:14:42,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.0364,1109162,411000,36675,15000,,,,,,,,True,,,Vakansija optovogo kur'era na mef
85,19-04-2020 04:14:42,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0673,36972,13700,1223,500,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
86,19-04-2020 04:16:33,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,3,нет,Кутаиси,1.5 гр,0.0212,11757,4357,389,159,,,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
87,19-04-2020 04:16:33,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,9,нет,Кутаиси,2 гр,0.0534,29356,10878,971,397,,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
88,19-04-2020 04:16:33,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,10,нет,Кутаиси,3 гр,0.0387,21296,7891,704,288,,,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
