,time_stamp,region,sell_code,sell_name,description,Saburtalo,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Тбилиси,€,Vake,Дигоми,Didube,Gldani,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
41,20-03-2020 22:03:21,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,нет,5,Тбилиси,5 гр,0.0773,42924,15455,1398,550,True,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
42,20-03-2020 22:03:21,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,нет,2,Тбилиси,5 гр,0.0219,12175,4384,396,156,True,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
43,20-03-2020 22:03:21,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,,нет,10,Тбилиси,5 гр,0.028,15531,5592,506,199,True,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
44,20-03-2020 22:03:21,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,нет,1,Тбилиси,5 гр,0.0225,12487,4496,407,160,True,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
45,20-03-2020 22:03:21,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,10,Тбилиси,5 гр,0.028,15531,5592,506,199,True,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
46,20-03-2020 22:03:21,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",,нет,1,Тбилиси,5 гр,0.028,15531,5592,506,199,True,,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
47,20-03-2020 22:03:21,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,9,Тбилиси,5 гр,0.0204,11316,4075,369,145,True,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
48,20-03-2020 22:03:21,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.028,17092,6154,557,219,True,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
49,20-03-2020 22:03:21,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 5 G. (SHISHKI) (SALE),,нет,5,Тбилиси,5 гр,0.0426,23413,8430,762,300,True,,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
50,20-03-2020 22:03:21,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,7,Тбилиси,5 гр,0.0211,11707,4215,381,150,True,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
51,20-03-2020 22:03:21,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,15,Тбилиси,5 гр,0.0256,15609,5620,508,200,True,,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
52,20-03-2020 22:03:21,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.3112,190000,87429,6043,,True,,,,,,,,,,,reagent 25i nbome. 5gr
53,20-03-2020 22:03:21,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3835,234133,84300,7624,3000,,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
54,20-03-2020 22:03:21,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,,нет,3,Тбилиси,5 гр,0.122,67040,24138,2183,859,True,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
55,20-03-2020 22:03:21,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,,нет,3,Тбилиси,5 гр,0.0263,14438,5199,470,185,True,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
56,20-03-2020 22:03:21,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,,нет,5,Тбилиси,5 гр,0.0695,38164,13741,1243,489,True,,,,,,,,,,,💘✨5g. MDMA ✨💘
57,20-03-2020 22:03:21,Tbilisi,9VLN,AlienShop,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,,нет,5,Тбилиси,5 гр,0.0467,25677,9245,836,329,True,,,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
58,20-03-2020 22:03:21,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,,нет,8,Тбилиси,5 гр,0.0256,14048,5058,457,180,True,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
59,20-03-2020 22:03:21,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.1266,70240,25290,2287,900,True,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
60,20-03-2020 22:03:21,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,5,Тбилиси,10 гр,0.0984,54631,19670,1779,700,True,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
61,20-03-2020 22:03:21,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,6,Тбилиси,10 гр,0.045,24974,8992,813,320,True,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
62,20-03-2020 22:03:21,Tbilisi,NVOG,ProperMgzn,10x Extasy Duracell 223mg MDMA.,,нет,5,Тбилиси,10 гр,0.0497,27316,9835,889,350,True,,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
63,20-03-2020 22:03:21,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,5,Тбилиси,10 гр,0.1125,62435,22480,2033,800,True,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
64,20-03-2020 22:03:21,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.3129,173649,62523,5655,2225,True,,,,,,,,,,,Amfetamin [White] [Import] 10G
65,20-03-2020 22:03:21,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,,нет,9,Тбилиси,10 гр,0.2058,113086,40717,3682,1449,True,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
66,20-03-2020 22:04:27,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,,нет,3,Тбилиси,10 гр,0.0425,23335,8402,760,299,True,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
67,20-03-2020 22:04:27,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,,нет,9,Тбилиси,20 гр,0.0851,46749,16832,1522,599,True,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
68,20-03-2020 22:04:27,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,,нет,1,Тбилиси,50 гр,0.1535,93653,33720,3050,1200,True,,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
69,20-03-2020 22:04:27,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,,нет,1,Тбилиси,100 гр,0.2813,156089,56200,5083,2000,True,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
70,20-03-2020 22:04:27,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,1,Тбилиси,100 гр,0.2841,156089,56200,5083,2000,True,,,,,,,,,,,SUBOXIN - HQ - 100 G.
71,20-03-2020 22:04:27,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.3517,195111,70250,6354,2500,True,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
72,20-03-2020 22:04:27,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,1,Тбилиси,150 гр,0.2131,117066,42150,3812,1500,True,,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
73,20-03-2020 22:04:27,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,,нет,1,Тбилиси,250 гр,0.6471,359004,129260,11690,4600,True,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
74,20-03-2020 22:04:27,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,,нет,1,Тбилиси,500 гр,1.055,585332,210750,19061,7500,True,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
75,20-03-2020 22:04:27,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,1.1957,663377,238850,21602,8500,True,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
76,20-03-2020 22:04:27,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,,1,нет,Тбилиси,1 гр,0.0256,15609,5620,508,200,True,,,,,,,,,,,KURYER..500RUB.+BONUS
77,20-03-2020 22:04:27,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Тбилиси,10 гр,0.0192,11707,4215,381,150,True,,,,,,,,,,,Rabota na marki (kur'er)
78,20-03-2020 22:04:27,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,2,Тбилиси,1 гр,0.0281,15609,5620,508,200,True,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
79,20-03-2020 22:04:27,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,нет,1,Тбилиси,1 гр,0.0352,19511,7025,635,250,True,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
80,20-03-2020 22:04:27,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,2.1292,1170665,421500,38121,15000,True,,,,,,,,,,,Vakansija optovogo kur'era na mef
81,20-03-2020 22:05:39,Batumi,72B,CHINATOWN,NZT-52 limited 1 г мука,,24,нет,Батуми,1 гр,0.0244,14828,5339,483,190,,,,,,,,,True,,,NZT-52 limited 1 g muka
82,20-03-2020 22:05:39,Batumi,72B,CHINATOWN,NZT-52 limited 2г мука,,12,нет,Батуми,2 гр,0.0436,26535,9554,864,340,,,,,,,,,True,,,NZT-52 limited 2g muka
83,20-03-2020 22:05:39,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.3106,171697,61820,5591,2200,,,,,,,,,True,,,[100g] SPAIN HASH
84,20-03-2020 22:05:39,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,15,Батуми,5 гр,0.0257,15609,5620,508,200,,,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
85,20-03-2020 22:05:39,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2852,156089,56200,5083,2000,,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
86,20-03-2020 22:05:39,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2139,117066,42150,3812,1500,,,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
87,20-03-2020 22:05:39,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0128,7804,2810,254,100,,,,,,,,,True,,,kur'er v Batumi
88,20-03-2020 22:05:39,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0321,19511,7025,635,250,,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
89,20-03-2020 22:05:39,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0193,11707,4215,381,150,,,,,,,,,True,,,Rabota na marki (kur'er)
90,20-03-2020 22:05:39,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0321,19511,7025,635,250,,,,,,,,,True,,,Ischu kur'era v Gruzii!
91,20-03-2020 22:05:39,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.1368,1170665,421500,38121,15000,,,,,,,,,True,,,Vakansija optovogo kur'era na mef
92,20-03-2020 22:05:39,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0706,39022,14050,1271,500,,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
93,20-03-2020 22:06:57,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 1g BTC SALE 5%!! КУТАИСИ!!!,,10,нет,Кутаиси,1 гр,0.0286,15999,5761,521,205,,,,,,,,,,,True,Columbia Cocaine VHQ 1g BTC SALE 5%!! KUTAISI!!!
94,20-03-2020 22:06:57,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.5g BTC SALE 5%!! КУТАИСИ!!!,,8,нет,Кутаиси,1.5 гр,0.025,13970,5030,455,179,,,,,,,,,,,True,MDMA from Europe!!! 1.5g BTC SALE 5%!! KUTAISI!!!
95,20-03-2020 22:06:57,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g BTC SALE 5%!! КУТАИСИ!!!,,11,нет,Кутаиси,2 гр,0.0544,30359,10931,989,389,,,,,,,,,,,True,Columbia Cocaine VHQ 2g BTC SALE 5%!! KUTAISI!!!
96,20-03-2020 22:06:57,Kutaisi,EIH4,San4oPan4o,ГАШИШ твердый!!! Hash!!!! 2.0 g !!BTC SALE 5%!! КУТАИСИ!!!,,5,нет,Кутаиси,2 гр,0.0236,13189,4749,430,169,,,,,,,,,,,True,GAShISh tverdyj!!! Hash!!!! 2.0 g !!BTC SALE 5%!! KUTAISI!!!
97,20-03-2020 22:06:57,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 3g BTC SALE 5%!! КУТАИСИ!!!,,10,нет,Кутаиси,3 гр,0.0447,24974,8992,813,320,,,,,,,,,,,True,MDMA from Europe!!! 3g BTC SALE 5%!! KUTAISI!!!
98,20-03-2020 22:06:57,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Кутаиси,10 гр,0.0193,11707,4215,381,150,,,,,,,,,,,True,Rabota na marki (kur'er)
