,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Vake,Saburtalo,Gldani,€,Дигоми,Didube,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
10,10,23-03-2020 14:03:56,Tbilisi,7c395c455d,1 фото видно ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк,True,5,нет,Тбилиси,1 гр,0.0075,3902,1420,128,50.0,,,,,,,,,,,,1 foto vidno ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk
11,11,23-03-2020 14:03:56,Tbilisi,22610cd7c4,Amsterdam weed sativa 1гр,True,8,нет,Тбилиси,1 гр,0.0069,3590,1306,118,46.0,,,,,,,,,,,,Amsterdam weed sativa 1gr
12,12,23-03-2020 14:03:56,Tbilisi,edfbad0151,Blue Cheese Auto 1G pressed buds(Hydro),True,2,нет,Тбилиси,1 гр,0.0067,3512,1278,115,45.0,,,,,,,,,,,,Blue Cheese Auto 1G pressed buds(Hydro)
13,13,23-03-2020 14:03:56,Tbilisi,eb7e03535b,Cocaine Pure VHQ 1g,True,5,нет,Тбилиси,1 гр,0.0274,14750,5368,484,189.0,,,,,,,,,,,,Cocaine Pure VHQ 1g
14,14,23-03-2020 14:03:56,Tbilisi,54915c4374,Божественный эифорик!!! Марки нбооооом!!! 1 штука!!!,True,3,нет,Тбилиси,1 гр,0.0032,1795,653,59,23.0,,,,,,,,,,,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 1 shtuka!!!
15,15,23-03-2020 14:03:56,Tbilisi,b2c155ffa7,Кокаин КОЛУМБИА 1g,,1,нет,Тбилиси,1 гр,0.027000000000000003,13970,5084,458,179.0,True,,,,,,,,,,,Kokain KOLUMBIA 1g
16,16,23-03-2020 14:03:56,Tbilisi,61df6a1c90,Метадон 1гр,True,1,нет,Тбилиси,1 гр,0.1234,70240,25560,2303,900.0,,,,,,,,,,,,Metadon 1gr
17,17,23-03-2020 14:03:56,Tbilisi,89f7212915,2 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,7,нет,Тбилиси,2 гр,0.0144,8195,2982,269,105.0,,,,,,,,,,,,2 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
18,18,23-03-2020 14:03:56,Tbilisi,4a91350669,2 ecstasy red maseratti фотки видно VHQ екстази импорт с США,True,6,нет,Тбилиси,2 гр,0.0136,7024,2556,230,90.0,,,,,,,,,,,,2 ecstasy red maseratti fotki vidno VHQ ekstazi import s SShA
19,19,23-03-2020 14:03:56,Tbilisi,cb721d4bca,2 gr Шишки “OG KUSH VHQ”,True,3,нет,Тбилиси,2 гр,0.0119,6166,2244,202,79.0,,,,,,,,,,,,2 gr Shishki “OG KUSH VHQ”
20,20,23-03-2020 14:03:56,Tbilisi,64284550d9,2G ---> ONLY BUDS,,1,нет,Тбилиси,2 гр,0.0092,4761,1732,156,61.0,,True,,,,,,,,,,2G ---> ONLY BUDS
21,21,23-03-2020 14:03:56,Tbilisi,4659482266,2g super Skunk top class buds. Indica,,3,нет,Тбилиси,2 гр,0.012,6166,2244,202,79.0,,,True,,,,,,,,,2g super Skunk top class buds. Indica
22,22,23-03-2020 14:03:56,Tbilisi,e56bb6ca93,2gr Indica dominant Buds,True,1,нет,Тбилиси,2 гр,0.01,5151,1874,169,66.0,,,,,,,,,,,,2gr Indica dominant Buds
23,23,23-03-2020 14:03:56,Tbilisi,eb7e03535b,Cocaine Pure VHQ 2 g,True,2,нет,Тбилиси,2 гр,0.0494,28096,10224,921,360.0,,,,,,,,,,,,Cocaine Pure VHQ 2 g
24,24,23-03-2020 14:03:56,Tbilisi,ef3dc4de6c,Extasy GUCCI 2 шт. вес таблетки 450mg,True,1,нет,Тбилиси,2 гр,0.0083,4292,1562,141,55.0,,,,,,,,,,,,Extasy GUCCI 2 sht. ves tabletki 450mg
25,25,23-03-2020 14:03:56,Tbilisi,0a8c230fa2,VHQ BEST Cocaine 2g.,True,2,нет,Тбилиси,2 гр,0.0562,31998,11644,1049,410.0,,,,,,,,,,,,VHQ BEST Cocaine 2g.
26,26,23-03-2020 14:03:56,Tbilisi,c9a56b2b4a,3x Extasy Duracell 223mg MDMA,True,4,нет,Тбилиси,3 гр,0.016,8195,2982,269,105.0,,,,,,,,,,,,3x Extasy Duracell 223mg MDMA
27,27,23-03-2020 14:03:56,Tbilisi,54915c4374,Божественный эифорик!!! Марки нбооооом!!! 3 штуки!!!,True,10,нет,Тбилиси,3 гр,0.0066,3746,1363,123,48.0,,,,,,,,,,,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 3 shtuki!!!
28,28,23-03-2020 14:03:56,Tbilisi,dd631c4acf,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩,True,1,нет,Тбилиси,3 гр,0.0151,7726,2812,253,99.0,,,,,,,,,,,,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩
29,29,23-03-2020 14:03:56,Tbilisi,ad9cb826c6,"5 Grm MDMA , Purity A +++",True,1,нет,Тбилиси,5 гр,0.0439,24974,9088,819,320.0,,,,,,,,,,,,"5 Grm MDMA , Purity A +++"
30,30,23-03-2020 14:03:56,Tbilisi,688dd1cbd1,5 Grm Mdma Pure Quality A +++,True,1,нет,Тбилиси,5 гр,0.0448,23413,8520,768,300.0,,,,,,,,,,,,5 Grm Mdma Pure Quality A +++
31,31,23-03-2020 14:03:56,Tbilisi,7ee4f68218,5 gr mdma (скидка в биткоин 5%),True,2,нет,Тбилиси,5 гр,0.0453,24405,8816,801,,,,,290.0,,,,,,,,5 gr mdma (skidka v bitkoin 5%)
32,32,23-03-2020 14:03:56,Tbilisi,f4d1c31614,5g MDMA (IMPORTED),True,2,нет,Тбилиси,5 гр,0.0579,31218,11360,1024,400.0,,,,,,,,,,,,5g MDMA (IMPORTED)
33,33,23-03-2020 14:03:56,Tbilisi,c9a56b2b4a,5x Extasy Duracell 223mg MDMA.,True,8,нет,Тбилиси,5 гр,0.0267,13658,4970,448,175.0,,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
34,34,23-03-2020 14:04:31,Tbilisi,c9a56b2b4a,5x Extasy Duracell 223mg MDMA.,True,8,нет,Тбилиси,5 гр,0.0268,13658,4970,448,175.0,,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
35,35,23-03-2020 14:04:31,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,8,нет,Тбилиси,5 гр,0.009000000000000001,5073,1846,166,65.0,,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
36,36,23-03-2020 14:04:31,Tbilisi,be97026d1d,MDMA from Europe!!! 5g + (0.5g hash подарок !!!!) BTC SALE 5%!!,,2,нет,Тбилиси,5.5 гр,0.0493,25364,9230,832,325.0,,,,,True,,,,,,,MDMA from Europe!!! 5g + (0.5g hash podarok !!!!) BTC SALE 5%!!
37,37,23-03-2020 14:04:31,Tbilisi,4c4ab8c0de,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,2,нет,Тбилиси,10 гр,0.0553,28486,10366,934,365.0,,,,,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
38,38,23-03-2020 14:04:31,Tbilisi,ef3dc4de6c,Extasy GUCCI 10шт. вес таблетки 450mg,True,1,нет,Тбилиси,10 гр,0.0405,20838,7583,683,267.0,,,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
39,39,23-03-2020 14:04:31,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,6,нет,Тбилиси,10 гр,0.0136,7726,2812,253,99.0,,,True,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
40,40,23-03-2020 14:04:31,Tbilisi,c225d2f67d,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0582,31218,11360,1024,400.0,,,,,,,,,,,,gashish evro 10g
41,41,23-03-2020 14:04:31,Tbilisi,be97026d1d,MDMA from Europe!!! 10g + (1g hash подарок !!!!) BTC SALE 5%!!,,1,нет,Тбилиси,11 гр,0.0963,49558,18034,1625,635.0,,,,,True,,,,,,,MDMA from Europe!!! 10g + (1g hash podarok !!!!) BTC SALE 5%!!
42,42,23-03-2020 14:04:31,Tbilisi,ea97036e14,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2757,156089,56800,5118,2000.0,,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
43,43,23-03-2020 14:04:31,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 0.27 G - (SALE),True,13,5,Тбилиси,0.27 гр,0.0383,19511,7100,640,250.0,,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G - (SALE)
44,44,23-03-2020 14:04:31,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 0.35 G,True,нет,5,Тбилиси,0.35 гр,0.0459,23413,8520,768,300.0,,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G
45,45,23-03-2020 14:04:31,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 1.1 G (SALE),True,2,3,Тбилиси,1.1 гр,0.1148,58533,21300,1919,750.0,,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE)
46,46,23-03-2020 14:04:31,Tbilisi,dd631c4acf,✨✨2gram. MDMA✨✨,True,нет,2,Тбилиси,2 гр,0.0306,15609,5680,512,200.0,,,,,,,,,,,,✨✨2gram. MDMA✨✨
47,47,23-03-2020 14:04:31,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.0903,46046,16756,1510,590.0,,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
48,48,23-03-2020 14:04:31,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0606,31218,11360,1024,400.0,,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
49,49,23-03-2020 14:04:31,Tbilisi,4a91350669,5 Amnesia Haze марихуана шишки тгк 25%,True,нет,4,Тбилиси,5 гр,0.0274,15531,5652,509,199.0,,,,,,,,,,,,5 Amnesia Haze marihuana shishki tgk 25%
50,50,23-03-2020 14:04:31,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0834,42924,15620,1408,550.0,,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
51,51,23-03-2020 14:04:31,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,1,Тбилиси,5 гр,0.0302,15531,5652,509,199.0,,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
52,52,23-03-2020 14:04:31,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,9,Тбилиси,5 гр,0.0302,15531,5652,509,199.0,,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
53,53,23-03-2020 14:04:31,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,1,Тбилиси,5 гр,0.0302,15531,5652,509,199.0,,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
54,54,23-03-2020 14:04:31,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0302,15531,5652,509,199.0,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
55,55,23-03-2020 14:04:31,Tbilisi,cb721d4bca,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,1,Тбилиси,5 гр,0.0302,15531,5652,509,199.0,,,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
56,56,23-03-2020 14:04:31,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,9,Тбилиси,5 гр,0.0302,15531,5652,509,199.0,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
57,57,23-03-2020 14:04:31,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0302,17092,6220,560,219.0,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
58,58,23-03-2020 14:04:31,Tbilisi,f8a875c191,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.0459,23413,8520,768,300.0,,,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
59,59,23-03-2020 14:04:31,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,7,Тбилиси,5 гр,0.0302,15531,5652,509,199.0,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
60,60,23-03-2020 14:04:31,Tbilisi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),True,нет,15,Тбилиси,5 гр,0.0276,15609,5680,512,200.0,,,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
61,61,23-03-2020 14:04:31,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.3356,190000,87429,6224,,,,,,,,,,,,,reagent 25i nbome. 5gr
62,62,23-03-2020 14:04:31,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.4135,234133,85200,7677,3000.0,,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
63,63,23-03-2020 14:04:31,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,3,Тбилиси,5 гр,0.1315,67040,24396,2198,859.0,,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
64,64,23-03-2020 14:04:31,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,3,Тбилиси,5 гр,0.0283,14438,5254,473,185.0,,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
65,65,23-03-2020 14:04:31,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0749,38164,13888,1251,489.0,,,,,,,,,,,,💘✨5g. MDMA ✨💘
66,66,23-03-2020 14:05:10,Tbilisi,dd631c4acf,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,2,Тбилиси,5 гр,0.0503,25677,9344,842,329.0,,,,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
67,67,23-03-2020 14:05:10,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,8,Тбилиси,5 гр,0.0275,14048,5112,461,180.0,,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
68,68,23-03-2020 14:05:10,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1361,70240,25560,2303,900.0,,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
69,69,23-03-2020 14:05:10,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.1059,54631,19880,1791,700.0,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
70,70,23-03-2020 14:05:10,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,6,Тбилиси,10 гр,0.0484,24974,9088,819,320.0,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
71,71,23-03-2020 14:05:10,Tbilisi,c9a56b2b4a,10x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,10 гр,0.0535,27316,9940,896,350.0,,,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
72,72,23-03-2020 14:05:10,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.121,62435,22720,2047,800.0,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
73,73,23-03-2020 14:05:10,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.3366,173649,63190,5694,2225.0,,,,,,,,,,,,Amfetamin [White] [Import] 10G
74,74,23-03-2020 14:05:10,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,9,Тбилиси,10 гр,0.2214,113086,41152,3708,1449.0,,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
75,75,23-03-2020 14:05:10,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0564,28798,10480,944,369.0,,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
76,76,23-03-2020 14:05:10,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,3,Тбилиси,10 гр,0.0457,23335,8492,765,299.0,,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
77,77,23-03-2020 14:05:10,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0915,46749,17012,1533,599.0,,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
78,78,23-03-2020 14:05:10,Tbilisi,61bec147f3,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.165,93653,34080,3071,1200.0,,,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
79,79,23-03-2020 14:05:10,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.3025,156089,56800,5118,2000.0,,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
80,80,23-03-2020 14:05:10,Tbilisi,f8a875c191,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.3056,156089,56800,5118,2000.0,,,,,,,,,,,,SUBOXIN - HQ - 100 G.
81,81,23-03-2020 14:05:10,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.3782,195111,71000,6398,2500.0,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
82,82,23-03-2020 14:05:10,Tbilisi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.2292,117066,42600,3839,1500.0,,,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
83,83,23-03-2020 14:05:10,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.6958,359004,130640,11772,4600.0,,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
84,84,23-03-2020 14:05:10,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,1.1345,585332,213000,19193,7500.0,,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
85,85,23-03-2020 14:05:10,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,1.2858,663377,241400,21752,8500.0,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
86,86,23-03-2020 14:05:10,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0275,15609,5680,512,200.0,,,,,,,,,,,,KURYER..500RUB.+BONUS
87,87,23-03-2020 14:05:10,Tbilisi,e56bb6ca93,"Работа курьером в Тбилиси, ЗП от 1500$ в месяц, работа только с марихуаной, залог от 200$",True,1,нет,Тбилиси,1 гр,0.0275,15609,5680,512,200.0,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1500$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 200$"
88,88,23-03-2020 14:05:10,Tbilisi,54915c4374,Работа на марки (курьер),True,1,нет,Тбилиси,10 гр,0.0206,11707,4260,384,150.0,,,,,,,,,,,,Rabota na marki (kur'er)
89,89,23-03-2020 14:05:10,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0303,15609,5680,512,200.0,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
90,90,23-03-2020 14:05:10,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0378,19511,7100,640,250.0,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
91,91,23-03-2020 14:05:10,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,2.2897,1170665,426000,38387,15000.0,,,,,,,,,,,,Vakansija optovogo kur'era na mef
92,92,23-03-2020 14:07:02,Batumi,99accec7c7,MEPHEDRONE 0.5 gr,,3,нет,Батуми,0.5 гр,0.011000000000000001,6244,2272,205,80.0,,,,,,,,,True,,,MEPHEDRONE 0.5 gr
93,93,23-03-2020 14:07:02,Batumi,99accec7c7,COCAINE 1 gr THE BEST COCO IN GEORGIA,,4,нет,Батуми,1 гр,0.0411,23413,8520,768,300.0,,,,,,,,,True,,,COCAINE 1 gr THE BEST COCO IN GEORGIA
94,94,23-03-2020 14:07:02,Batumi,c72111ac1a,NZT-52 limited 1 г мука,,19,нет,Батуми,1 гр,0.0261,14828,5396,486,190.0,,,,,,,,,,True,,NZT-52 limited 1 g muka
95,95,23-03-2020 14:07:02,Batumi,c72111ac1a,NZT-52 limited 2г мука,,8,нет,Батуми,2 гр,0.0466,26535,9656,870,340.0,,,,,,,,,,True,,NZT-52 limited 2g muka
96,96,23-03-2020 14:07:02,Batumi,3ee37c89bb,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.3318,171697,62480,5630,2200.0,,,,,,,,,,True,,[100g] SPAIN HASH
97,97,23-03-2020 14:07:02,Batumi,f8a875c191,Метадон - (KRISTAL) - VHQ - BATUMI - 0.30 G,,1,3,Батуми,0.3 гр,0.0411,21072,7668,691,270.0,,,,,,,,,True,,,Metadon - (KRISTAL) - VHQ - BATUMI - 0.30 G
98,98,23-03-2020 14:07:02,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,14,Батуми,5 гр,0.0274,15609,5680,512,200.0,,,,,,,,,,True,,Metamfetamin ratsemat 5 g. (MQ)
99,99,23-03-2020 14:07:02,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.3047,156089,56800,5118,2000.0,,,,,,,,,,True,,SUBOXIN - HQ - 100 G.
100,100,23-03-2020 14:07:02,Batumi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2285,117066,42600,3839,1500.0,,,,,,,,,,True,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
101,101,23-03-2020 14:07:02,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0137,7804,2840,256,100.0,,,,,,,,,,True,,kur'er v Batumi
102,102,23-03-2020 14:07:02,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0343,19511,7100,640,250.0,,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
103,103,23-03-2020 14:07:02,Batumi,54915c4374,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0206,11707,4260,384,150.0,,,,,,,,,,True,,Rabota na marki (kur'er)
