,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,€,Old Tbilisi (Старый город),Saburtalo,Дигоми,Didube,Авлобари,Батуми,Центр,Кутаиси,desc_en
20,13-03-2020 07:06:18,Tbilisi,5LZ,ExtraShop,Кокаин HQ 1г.,True,1,нет,Тбилиси,1 гр,0.0311,13991,5041,444,189,,,,,,,,,,Kokain HQ 1g.
21,13-03-2020 07:06:18,Tbilisi,5J3H,coketbs,Кокаин КОЛУМБИА 1g,,2,нет,Тбилиси,1 гр,0.0297,13251,4774,420,179,,True,,,,,,,,Kokain KOLUMBIA 1g
22,13-03-2020 07:06:18,Tbilisi,1IZXK,BadboysTbl,Метадон 1гр,True,1,нет,Тбилиси,1 гр,0.136,66625,24003,2113,900,,,,,,,,,,Metadon 1gr
23,13-03-2020 07:06:18,Tbilisi,6UG,Good Enuff,"Мощнейшие марки 25I nbome 1 шт. Готовые клады в Грузии, от производителя!",True,10,нет,Тбилиси,1 гр,0.003,1481,533,47,20,,,,,,,,,,"Moschnejshie marki 25I nbome 1 sht. Gotovye klady v Gruzii, ot proizvoditelja!"
24,13-03-2020 07:06:18,Tbilisi,9VLN,AlienShop,☃️❄1g. New COCAINE!!❄☃️,True,1,нет,Тбилиси,1 гр,0.0302,13325,4801,423,180,,,,,,,,,,☃️❄1g. New COCAINE!!❄☃️
25,13-03-2020 07:06:18,Tbilisi,9VLN,AlienShop,✨ 1g. MDMA ✨,True,3,нет,Тбилиси,1 гр,0.0183,8069,2907,256,109,,,,,,,,,,✨ 1g. MDMA ✨
26,13-03-2020 07:06:18,Tbilisi,JVZTQ,partyshop,2 Amnesia Haze марихуана шишки тгк 25%,True,4,нет,Тбилиси,2 гр,0.0106,5182,1867,164,70,,,,,,,,,,2 Amnesia Haze marihuana shishki tgk 25%
27,13-03-2020 07:06:18,Tbilisi,SF03,CRAZYFROG,2 gr Шишки “OG KUSH VHQ”,True,1,нет,Тбилиси,2 гр,0.0131,5848,2107,185,79,,,,,,,,,,2 gr Shishki “OG KUSH VHQ”
28,13-03-2020 07:06:18,Tbilisi,ABOAB,ProGrow,2G ---> INDICA,,11,нет,Тбилиси,2 гр,0.0101,4590,1654,146,62,,,True,,,,,,,2G ---> INDICA
29,13-03-2020 07:06:18,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 2g.,True,1,нет,Тбилиси,2 гр,0.0589,28871,10401,915,390,,,,,,,,,,VHQ BEST Cocaine 2g.
30,13-03-2020 07:06:18,Tbilisi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбоооом!!! 2 штуки,True,3,нет,Тбилиси,2 гр,0.0053,2591,933,82,35,,,,,,,,,,Bozhestvennyj eiforik!!! Marki nboooom!!! 2 shtuki
31,13-03-2020 07:06:18,Tbilisi,5LZ,ExtraShop,Кокаин HQ 2г.,True,4,нет,Тбилиси,2 гр,0.0604,28056,10108,890,379,,,,,,,,,,Kokain HQ 2g.
32,13-03-2020 07:06:18,Tbilisi,9VLN,AlienShop,🍃🍃2g. New! Gorilla Glue Premium Hush🍃🍃,True,1,нет,Тбилиси,2 гр,0.02,8809,3174,279,119,,,,,,,,,,🍃🍃2g. New! Gorilla Glue Premium Hush🍃🍃
33,13-03-2020 07:06:18,Tbilisi,8B31,bobbyz,3 gr Indica dominant Buds,True,1,нет,Тбилиси,3 гр,0.0139,6440,2320,204,87,,,,,,,,,,3 gr Indica dominant Buds
34,13-03-2020 07:06:56,Tbilisi,0WE,Khachapuri,3 gr mdma (скидка в биткоин 5%),True,2,нет,Тбилиси,3 гр,0.045,20915,7513,662,,250,,,,,,,,,3 gr mdma (skidka v bitkoin 5%)
35,13-03-2020 07:06:56,Tbilisi,ABOAB,ProGrow,3G ---> INDICA,,19,нет,Тбилиси,3 гр,0.0131,6440,2320,204,87,,,True,,,,,,,3G ---> INDICA
36,13-03-2020 07:06:56,Tbilisi,NVOG,ProperMgzn,3x Extasy Duracell 223mg MDMA,True,8,нет,Тбилиси,3 гр,0.0176,7773,2800,246,105,,,,,,,,,,3x Extasy Duracell 223mg MDMA
37,13-03-2020 07:06:56,Tbilisi,9VLN,AlienShop,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩,True,1,нет,Тбилиси,3 гр,0.0166,7329,2640,232,99,,,,,,,,,,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩
38,13-03-2020 07:06:56,Tbilisi,9VLN,AlienShop,🚲🎉🚲 3.Pacco Rabanne 300mdma ecstasy 🚲🎉🚲,True,4,нет,Тбилиси,3 гр,0.0193,8513,3067,270,115,,,,,,,,,,🚲🎉🚲 3.Pacco Rabanne 300mdma ecstasy 🚲🎉🚲
39,13-03-2020 07:06:56,Tbilisi,C7LQ,Scandal,"5 Grm MDMA , Purity A +++",True,1,нет,Тбилиси,5 гр,0.0483,23689,8534,751,320,,,,,,,,,,"5 Grm MDMA , Purity A +++"
40,13-03-2020 07:06:56,Tbilisi,0WE,Khachapuri,5 gr mdma (скидка в биткоин 5%),True,3,нет,Тбилиси,5 гр,0.0649,30117,10818,953,,360,,,,,,,,,5 gr mdma (skidka v bitkoin 5%)
41,13-03-2020 07:06:56,Tbilisi,8B31,bobbyz,5gr georgian indica (hight quality),,4,нет,Тбилиси,5 гр,0.021,10290,3707,326,139,,True,,,,,,,,5gr georgian indica (hight quality)
42,13-03-2020 07:06:56,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,True,4,нет,Тбилиси,5 гр,0.0294,12955,4667,411,175,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
43,13-03-2020 07:06:56,Tbilisi,5LZ,ExtraShop,5шт Ecstazy 280мг MDMA (Gray Duracell),True,3,нет,Тбилиси,5 гр,0.0247,11104,4001,352,150,,,,,,,,,,5sht Ecstazy 280mg MDMA (Gray Duracell)
44,13-03-2020 07:06:56,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 5g BTC SALE 5%!!,True,5,4,Тбилиси,5 гр,0.1308,58260,20989,1847,787,,,,True,,,,,,Columbia Cocaine VHQ 5g BTC SALE 5%!!
45,13-03-2020 07:06:56,Tbilisi,5HOGC,NewHybrid,Hybrid Weed VHQ (5г) BТС 10% СКИДКА,True,3,нет,Тбилиси,5 гр,0.0257,12585,4534,399,170,,,,,,,,,,Hybrid Weed VHQ (5g) BTS 10% SKIDKA
46,13-03-2020 07:06:56,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,7,нет,Тбилиси,5 гр,0.0098,4812,1734,153,65,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
47,13-03-2020 07:06:56,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 5g + (0.5g hash подарок !!!!) BTC SALE 5%!!,True,4,4,Тбилиси,5.5 гр,0.073,32868,11841,1042,444,,,,True,,,,,,MDMA from Europe!!! 5g + (0.5g hash podarok !!!!) BTC SALE 5%!!
48,13-03-2020 07:06:56,Tbilisi,P5MBO,ToppoT,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,2,нет,Тбилиси,10 гр,0.0606,27020,9735,857,365,,,,,True,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
49,13-03-2020 07:06:56,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 10шт. вес таблетки 450mg,True,2,нет,Тбилиси,10 гр,0.0444,19765,7121,627,267,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
50,13-03-2020 07:06:56,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,4,нет,Тбилиси,10 гр,0.015,7329,2640,232,99,,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
51,13-03-2020 07:06:56,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0638,29611,10668,939,400,,,,,,,,,,gashish evro 10g
52,13-03-2020 07:06:56,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 10g + (1g hash подарок !!!!) BTC SALE 5%!!,True,2,2,Тбилиси,11 гр,0.1409,62775,22616,1991,848,,,,True,,,,,,MDMA from Europe!!! 10g + (1g hash podarok !!!!) BTC SALE 5%!!
53,13-03-2020 07:06:56,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - TBILISI- 0.27 G,True,10,5,Тбилиси,0.27 гр,0.0453,19987,7201,634,270,,,,,,,,,,Metadon - (KRISTAL) - VHQ - TBILISI- 0.27 G
54,13-03-2020 07:06:56,Tbilisi,Y6FO,Opiate,Methadone HQ in city 0.35g,True,нет,3,Тбилиси,0.35 гр,0.0382,17026,6134,540,230,,,,,,,,,,Methadone HQ in city 0.35g
55,13-03-2020 07:06:56,Tbilisi,Y6FO,Opiate,Methadone HQ in city 0.75g,True,нет,2,Тбилиси,0.75 гр,0.0615,27390,9868,869,370,,,,,,,,,,Methadone HQ in city 0.75g
56,13-03-2020 07:06:56,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g BTC SALE 5%,True,нет,10,Тбилиси,2 гр,0.059,26576,9575,843,359,,,,,,,,,,Columbia Cocaine VHQ 2g BTC SALE 5%
57,13-03-2020 07:06:56,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.099,43676,15735,1385,590,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
58,13-03-2020 07:06:56,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0665,29611,10668,939,400,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
59,13-03-2020 07:06:56,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0914,40715,14669,1291,550,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
60,13-03-2020 07:06:56,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.0331,14731,5307,467,199,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
61,13-03-2020 07:06:56,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0331,14731,5307,467,199,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
62,13-03-2020 07:06:56,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,2,Тбилиси,5 гр,0.0331,14731,5307,467,199,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
63,13-03-2020 07:06:56,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,9,Тбилиси,5 гр,0.0241,10734,3867,340,145,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
64,13-03-2020 07:06:56,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0331,16212,5841,514,219,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
65,13-03-2020 07:06:56,Tbilisi,TDSHF,THC,Hybrid Gagarin. 5g.,True,нет,2,Тбилиси,5 гр,0.0351,16286,5867,516,220,,,,,,,,,,Hybrid Gagarin. 5g.
66,13-03-2020 07:06:56,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.0503,22208,8001,704,300,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
67,13-03-2020 07:07:17,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,15,Тбилиси,5 гр,0.0302,14805,5334,469,200,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
68,13-03-2020 07:07:17,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.3877,190000,87429,6015,,,,,,,,,,,reagent 25i nbome. 5gr
69,13-03-2020 07:07:17,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.4532,222082,80010,7042,3000,,True,,,,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
70,13-03-2020 07:07:17,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,3,Тбилиси,5 гр,0.1442,63590,22910,2016,859,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
71,13-03-2020 07:07:17,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,3,Тбилиси,5 гр,0.031,13695,4934,434,185,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
72,13-03-2020 07:07:17,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0821,36199,13042,1148,489,,,,,,,,,,💘✨5g. MDMA ✨💘
73,13-03-2020 07:07:17,Tbilisi,9VLN,AlienShop,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,5,Тбилиси,5 гр,0.0552,24355,8774,772,329,,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
74,13-03-2020 07:07:17,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1495,66625,24003,2113,900,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
75,13-03-2020 07:07:17,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.1163,51819,18669,1643,700,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
76,13-03-2020 07:07:17,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0663,29537,10641,937,399,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
77,13-03-2020 07:07:17,Tbilisi,NVOG,ProperMgzn,10x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,10 гр,0.0587,25910,9335,822,350,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
78,13-03-2020 07:07:17,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.1329,59222,21336,1878,800,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
79,13-03-2020 07:07:17,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.3697,164711,59341,5223,2225,,,,,,,,,,Amfetamin [White] [Import] 10G
80,13-03-2020 07:07:17,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,9,Тбилиси,10 гр,0.2432,107266,38645,3401,1449,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
81,13-03-2020 07:07:17,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0619,27316,9841,866,369,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
82,13-03-2020 07:07:17,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,3,Тбилиси,10 гр,0.0502,22134,7974,702,299,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
83,13-03-2020 07:07:17,Tbilisi,EIH4,San4oPan4o,MDMA 20 g,True,нет,1,Тбилиси,20 гр,0.2825,125847,45339,3991,1700,,,,,,,,,,MDMA 20 g
84,13-03-2020 07:07:17,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.1005,44342,15975,1406,599,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
85,13-03-2020 07:07:17,Tbilisi,ABOAB,ProGrow,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.1116,51819,18669,1643,700,,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
86,13-03-2020 07:07:17,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1813,88833,32004,2817,1200,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
87,13-03-2020 07:07:17,Tbilisi,ABOAB,ProGrow,50G -- HYBRID-> Скидка 5% за BTC,True,нет,1,Тбилиси,50 гр,0.1593,73953,26643,2345,999,,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
88,13-03-2020 07:07:17,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.3323,148055,53340,4695,2000,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
89,13-03-2020 07:07:17,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.3356,148055,53340,4695,2000,,,,,,,,,,SUBOXIN - HQ - 100 G.
90,13-03-2020 07:07:17,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.4154,185069,66675,5869,2500,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
91,13-03-2020 07:07:17,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.2517,111041,40005,3521,1500,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
92,13-03-2020 07:07:17,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.7643,340526,122682,10798,4600,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
93,13-03-2020 07:07:17,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,1.2462,555206,200025,17606,7500,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
94,13-03-2020 07:07:17,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,1.4124,629233,226695,19953,8500,,,,,,,,,,10000sht marki 25i-nbome. predoplata
95,13-03-2020 07:07:17,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0302,14805,5334,469,200,,,,,,,,,,KURYER..500RUB.+BONUS
96,13-03-2020 07:07:17,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,1,нет,Тбилиси,10 гр,0.0227,11104,4001,352,150,,,,,,,,,,Rabota na marki (kur'er)
97,13-03-2020 07:07:17,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0332,14805,5334,469,200,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
98,13-03-2020 07:07:17,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0415,18507,6668,587,250,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
99,13-03-2020 07:07:17,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,2.5151,1110411,400050,35211,15000,,,,,,,,,,Vakansija optovogo kur'era na mef
100,13-03-2020 07:08:40,Batumi,72B,CHINATOWN,NZT-52 limited 1 г мука,,20,нет,Батуми,1 гр,0.0302,14805,5334,469,200,,,,,,,True,,,NZT-52 limited 1 g muka
101,13-03-2020 07:08:40,Batumi,XHR,420Factory,Power Africa 1g,,1,нет,Батуми,1 гр,0.0076,3701,1334,117,50,,,,,,,True,,,Power Africa 1g
102,13-03-2020 07:08:40,Batumi,72B,CHINATOWN,NZT-52 limited 2г мука,,11,нет,Батуми,2 гр,0.0544,26650,9601,845,360,,,,,,,True,,,NZT-52 limited 2g muka
103,13-03-2020 07:08:40,Batumi,9VVG,ToWeedShop,Skunk! 50 gr.,,1,нет,Батуми,50 гр,0.2492,111041,40005,3521,1500,,,,,,,True,,,Skunk! 50 gr.
104,13-03-2020 07:08:40,Batumi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - BATUMI - 0.27 G,,3,5,Батуми,0.27 гр,0.0453,19987,7201,634,270,,,,,,,True,,,Metadon - (KRISTAL) - VHQ - BATUMI - 0.27 G
105,13-03-2020 07:08:40,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,16,Батуми,5 гр,0.0302,14805,5334,469,200,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
106,13-03-2020 07:08:40,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.3356,148055,53340,4695,2000,,,,,,,True,,,SUBOXIN - HQ - 100 G.
107,13-03-2020 07:08:40,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2517,111041,40005,3521,1500,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
