,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Old Tbilisi (Старый город),€,Дигоми,Didube,Авлобари,Батуми,Центр,Кутаиси,desc_en
28,11-03-2020 14:36:21,Tbilisi,5LZ,ExtraShop,5шт Ecstazy 280мг MDMA (Gray Duracell),True,4,нет,Тбилиси,5 гр,0.0179,10721,3908,348,150,,,,,,,,,,5sht Ecstazy 280mg MDMA (Gray Duracell)
29,11-03-2020 14:36:21,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 5g BTC SALE 5%!!,True,5,4,Тбилиси,5 гр,0.095,56248,20501,1826,787,,,,True,,,,,,Columbia Cocaine VHQ 5g BTC SALE 5%!!
30,11-03-2020 14:36:21,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,4,нет,Тбилиси,5 гр,0.0071,4646,1693,151,65,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
31,11-03-2020 14:36:21,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 5g + (0.5g hash подарок !!!!) BTC SALE 5%!!,True,4,4,Тбилиси,5.5 гр,0.0531,31734,11566,1030,444,,,,True,,,,,,MDMA from Europe!!! 5g + (0.5g hash podarok !!!!) BTC SALE 5%!!
32,11-03-2020 14:36:21,Tbilisi,P5MBO,ToppoT,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,2,нет,Тбилиси,10 гр,0.0441,26087,9508,847,365,,,,,True,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
33,11-03-2020 14:36:21,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 10шт. вес таблетки 450mg,True,1,нет,Тбилиси,10 гр,0.0322,19083,6955,620,267,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
34,11-03-2020 14:37:03,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0464,28589,10420,928,400,,,,,,,,,,gashish evro 10g
35,11-03-2020 14:37:03,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 10g + (1g hash подарок !!!!) BTC SALE 5%!!,True,2,2,Тбилиси,11 гр,0.1025,60608,22090,1968,848,,,,True,,,,,,MDMA from Europe!!! 10g + (1g hash podarok !!!!) BTC SALE 5%!!
36,11-03-2020 14:37:03,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - TBILISI- 0.27 G,True,8,5,Тбилиси,0.27 гр,0.033,19297,7034,627,270,,,,,,,,,,Metadon - (KRISTAL) - VHQ - TBILISI- 0.27 G
37,11-03-2020 14:37:03,Tbilisi,Y6FO,Opiate,Methadone HQ in city 0.35g,True,нет,2,Тбилиси,0.35 гр,0.0278,16439,5992,534,230,,,,,,,,,,Methadone HQ in city 0.35g
38,11-03-2020 14:37:03,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g BTC SALE 5%,True,нет,10,Тбилиси,2 гр,0.0429,25658,9352,833,359,,,,,,,,,,Columbia Cocaine VHQ 2g BTC SALE 5%
39,11-03-2020 14:37:03,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.072,42168,15370,1369,590,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
40,11-03-2020 14:37:03,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0483,28589,10420,928,400,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
41,11-03-2020 14:37:03,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0665,39310,14328,1276,550,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
42,11-03-2020 14:37:03,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,8,Тбилиси,5 гр,0.0189,11150,4064,362,156,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
43,11-03-2020 14:37:03,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.024,14223,5184,462,199,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
44,11-03-2020 14:37:03,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0193,11436,4168,371,160,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
45,11-03-2020 14:37:03,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.024,14223,5184,462,199,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
46,11-03-2020 14:37:03,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,2,Тбилиси,5 гр,0.024,14223,5184,462,199,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
47,11-03-2020 14:37:03,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,9,Тбилиси,5 гр,0.0175,10363,3777,337,145,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
48,11-03-2020 14:37:03,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0241,15652,5705,508,219,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
49,11-03-2020 14:37:03,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.0244,14294,5210,464,200,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
50,11-03-2020 14:37:03,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.0181,10721,3908,348,150,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
51,11-03-2020 14:37:03,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,15,Тбилиси,5 гр,0.022,14294,5210,464,200,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
52,11-03-2020 14:37:03,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2925,190000,87429,6120,,,,,,,,,,,reagent 25i nbome. 5gr
53,11-03-2020 14:37:03,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3295,214416,78150,6962,3000,,True,,,,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
54,11-03-2020 14:37:03,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,3,Тбилиси,5 гр,0.1048,61394,22377,1994,859,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
55,11-03-2020 14:37:03,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,3,Тбилиси,5 гр,0.0226,13222,4819,429,185,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
56,11-03-2020 14:37:03,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0597,34950,12738,1135,489,,,,,,,,,,💘✨5g. MDMA ✨💘
57,11-03-2020 14:37:03,Tbilisi,9VLN,AlienShop,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,5,Тбилиси,5 гр,0.0402,23514,8570,764,329,,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
58,11-03-2020 14:37:03,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,1,Тбилиси,5 гр,0.022,12865,4689,418,180,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
59,11-03-2020 14:37:03,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1087,64325,23445,2089,900,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
60,11-03-2020 14:37:03,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.0846,50030,18235,1625,700,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
61,11-03-2020 14:37:03,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0482,28517,10394,926,399,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
62,11-03-2020 14:37:03,Tbilisi,NVOG,ProperMgzn,10x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,10 гр,0.0427,25015,9118,812,350,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
63,11-03-2020 14:37:03,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0967,57178,20840,1857,800,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
64,11-03-2020 14:37:03,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2688,159025,57961,5164,2225,,,,,,,,,,Amfetamin [White] [Import] 10G
65,11-03-2020 14:37:03,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,9,Тбилиси,10 гр,0.1768,103563,37746,3363,1449,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
66,11-03-2020 14:37:03,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.045,26373,9612,856,369,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
67,11-03-2020 14:37:53,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0451,26373,9612,856,369,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
68,11-03-2020 14:37:53,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,4,Тбилиси,10 гр,0.0366,21370,7789,694,299,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
69,11-03-2020 14:37:53,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0733,42812,15604,1390,599,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
70,11-03-2020 14:37:53,Tbilisi,ABOAB,ProGrow,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0814,50030,18235,1625,700,,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
71,11-03-2020 14:37:53,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1321,85766,31260,2785,1200,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
72,11-03-2020 14:37:53,Tbilisi,ABOAB,ProGrow,50G -- HYBRID-> Скидка 5% за BTC,True,нет,1,Тбилиси,50 гр,0.1161,71401,26024,2318,999,,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
73,11-03-2020 14:37:53,Tbilisi,Z5UFK,Vein,Hashish Ice-o-lator 50g,True,нет,1,Тбилиси,50 гр,0.2544,150091,54705,4874,2100,,,,,,,,,,Hashish Ice-o-lator 50g
74,11-03-2020 14:37:53,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2422,142944,52100,4642,2000,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
75,11-03-2020 14:37:53,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.2447,142944,52100,4642,2000,,,,,,,,,,SUBOXIN - HQ - 100 G.
76,11-03-2020 14:37:53,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.3028,178680,65125,5802,2500,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
77,11-03-2020 14:37:53,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.1835,107208,39075,3481,1500,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
78,11-03-2020 14:37:53,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.5572,328771,119830,10676,4600,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
79,11-03-2020 14:37:53,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.9084,536040,195375,17406,7500,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
80,11-03-2020 14:37:53,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,1.0296,607512,221425,19727,8500,,,,,,,,,,10000sht marki 25i-nbome. predoplata
81,11-03-2020 14:37:53,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.022,14294,5210,464,200,,,,,,,,,,KURYER..500RUB.+BONUS
82,11-03-2020 14:37:53,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,1,нет,Тбилиси,10 гр,0.0165,10721,3908,348,150,,,,,,,,,,Rabota na marki (kur'er)
83,11-03-2020 14:37:53,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0242,14294,5210,464,200,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
84,11-03-2020 14:37:53,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0303,17868,6513,580,250,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
85,11-03-2020 14:37:53,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.8334,1072080,390750,34812,15000,,,,,,,,,,Vakansija optovogo kur'era na mef
86,11-03-2020 14:39:08,Batumi,72B,CHINATOWN,NZT-52 limited 1 г мука,,17,нет,Батуми,1 гр,0.022,14294,5210,464,200,,,,,,,True,,,NZT-52 limited 1 g muka
87,11-03-2020 14:39:08,Batumi,CL7K,go420times,ORANGE PUNCH [1g],,3,нет,Батуми,1 гр,0.0073,4288,1563,139,60,,,,,,,True,,,ORANGE PUNCH [1g]
88,11-03-2020 14:39:08,Batumi,XHR,420Factory,Power Africa 1g,,4,нет,Батуми,1 гр,0.0055,3574,1303,116,50,,,,,,,True,,,Power Africa 1g
89,11-03-2020 14:39:08,Batumi,72B,CHINATOWN,NZT-52 limited 2г мука,,11,нет,Батуми,2 гр,0.0396,25730,9378,835,360,,,,,,,True,,,NZT-52 limited 2g muka
90,11-03-2020 14:39:08,Batumi,XHR,420Factory,Power Africa 2.5 g,,2,нет,Батуми,2.5 гр,0.0116,7505,2735,244,105,,,,,,,True,,,Power Africa 2.5 g
91,11-03-2020 14:39:08,Batumi,Z9UT,Rainbow,Super Critical HIGHEST QUALITY 5G,,1,нет,Батуми,5 гр,0.0303,17868,6513,580,250,,,,,,,,True,,Super Critical HIGHEST QUALITY 5G
92,11-03-2020 14:39:08,Batumi,9VVG,ToWeedShop,Skunk! 50 gr.,,1,нет,Батуми,50 гр,0.1817,107208,39075,3481,1500,,,,,,,True,,,Skunk! 50 gr.
93,11-03-2020 14:39:08,Batumi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - BATUMI - 0.27 G,,3,4,Батуми,0.27 гр,0.033,19297,7034,627,270,,,,,,,True,,,Metadon - (KRISTAL) - VHQ - BATUMI - 0.27 G
94,11-03-2020 14:39:08,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,1,16,Батуми,5 гр,0.022,14294,5210,464,200,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
95,11-03-2020 14:39:08,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2447,142944,52100,4642,2000,,,,,,,True,,,SUBOXIN - HQ - 100 G.
96,11-03-2020 14:39:08,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.1835,107208,39075,3481,1500,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
97,11-03-2020 14:39:08,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0055,3574,1303,116,50,,,,,,,True,,,kur'er v Batumi
98,11-03-2020 14:39:08,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0275,17868,6513,580,250,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
99,11-03-2020 14:39:08,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0165,10721,3908,348,150,,,,,,,True,,,Rabota na marki (kur'er)
100,11-03-2020 14:39:08,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0275,17868,6513,580,250,,,,,,,True,,,Ischu kur'era v Gruzii!
101,11-03-2020 14:39:08,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.8334,1072080,390750,34812,15000,,,,,,,True,,,Vakansija optovogo kur'era na mef
102,11-03-2020 14:39:08,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0606,35736,13025,1160,500,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
103,11-03-2020 14:39:58,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Кутаиси,10 гр,0.0165,10721,3908,348,150,,,,,,,,,True,Rabota na marki (kur'er)
