,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Vake,Gldani,€,Didube,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
10,10,31-03-2020 01:31:25,Tbilisi,61df6a1c90,Метадон 1гр,True,1,нет,Тбилиси,1 гр,0.113,69959,25650,2342,900.0,,,,,,,,,,,Metadon 1gr
11,11,31-03-2020 01:31:25,Tbilisi,4a91350669,2 Amnesia Haze марихуана шишки тгк 25%,True,5,нет,Тбилиси,2 гр,0.0104,5830,2138,195,75.0,,,,,,,,,,,2 Amnesia Haze marihuana shishki tgk 25%
12,12,31-03-2020 01:31:25,Tbilisi,bb1791277e,2 gr GORILLA GLUE марихуана BUDS btc sale 5%,True,1,нет,Тбилиси,2 гр,0.0095,5364,1967,180,69.0,,,,,,,,,,,2 gr GORILLA GLUE marihuana BUDS btc sale 5%
13,13,31-03-2020 01:31:25,Tbilisi,cb721d4bca,2 gr Шишки “OG KUSH VHQ”,True,4,нет,Тбилиси,2 гр,0.0095,5364,1967,180,69.0,,,,,,,,,,,2 gr Shishki “OG KUSH VHQ”
14,14,31-03-2020 01:31:25,Tbilisi,4659482266,2g super Skunk top class buds. Indica,,3,нет,Тбилиси,2 гр,0.011000000000000001,6141,2252,206,79.0,,,True,,,,,,,,2g super Skunk top class buds. Indica
15,15,31-03-2020 01:31:25,Tbilisi,eb7e03535b,Cocaine Pure VHQ 2 g,True,6,нет,Тбилиси,2 гр,0.0452,27984,10260,937,360.0,,,,,,,,,,,Cocaine Pure VHQ 2 g
16,16,31-03-2020 01:31:25,Tbilisi,54915c4374,Божественный эйфорик!!! Марки нбоооом!!! 2 штуки!!! (в упаковке одна бумага которую вы можете сами ножницей поднлить так как вы считайте нужным! или же если вы старец и имейте большой опыт можно целую,True,4,нет,Тбилиси,2 гр,0.0048,2954,1083,99,38.0,,,,,,,,,,,Bozhestvennyj ejforik!!! Marki nboooom!!! 2 shtuki!!! (v upakovke odna bumaga kotoruju vy mozhete sami nozhnitsej podnlit' tak kak vy schitajte nuzhnym! ili zhe esli vy starets i imejte bol'shoj opyt mozhno tseluju
17,17,31-03-2020 01:31:25,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome. 2шт. готовые клады в Грузии от производителя!,True,5,нет,Тбилиси,2 гр,0.0044,2721,998,91,35.0,True,,,,,,,,,,Moschnye zhirnye marki 25i nbome. 2sht. gotovye klady v Gruzii ot proizvoditelja!
18,18,31-03-2020 01:31:25,Tbilisi,dd631c4acf,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩,True,2,нет,Тбилиси,3 гр,0.0152,8473,3107,284,109.0,,,,,,,,,,,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩
19,19,31-03-2020 01:31:25,Tbilisi,4be7861731,metadon hydrochloride 4г,,1,нет,Тбилиси,4 гр,0.0076,4275,1568,143,55.0,True,,,,,,,,,,metadon hydrochloride 4g
20,20,31-03-2020 01:31:25,Tbilisi,ad9cb826c6,"5 Grm MDMA , Purity A +++",True,2,нет,Тбилиси,5 гр,0.0402,24874,9120,833,320.0,,,,,,,,,,,"5 Grm MDMA , Purity A +++"
21,21,31-03-2020 01:31:25,Tbilisi,7c395c455d,5 gr Amnesia Haze шишки импорт с европы тгк 28%,True,1,нет,Тбилиси,5 гр,0.0228,12826,4703,429,165.0,,,,,,,,,,,5 gr Amnesia Haze shishki import s evropy tgk 28%
22,22,31-03-2020 01:31:25,Tbilisi,7ee4f68218,5 gr mdma (скидка в биткоин 5%),True,2,нет,Тбилиси,5 гр,0.0336,19720,7257,662,,,,,230.0,,,,,,,5 gr mdma (skidka v bitkoin 5%)
23,23,31-03-2020 01:31:25,Tbilisi,c9a56b2b4a,5x Extasy Duracell 223mg MDMA.,True,7,нет,Тбилиси,5 гр,0.0244,13603,4988,455,175.0,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
24,24,31-03-2020 01:31:25,Tbilisi,eb7e03535b,Cocaine Pure VHQ 5g.,True,2,нет,Тбилиси,5 гр,0.1003,62108,22772,2079,799.0,,,,,,,,,,,Cocaine Pure VHQ 5g.
25,25,31-03-2020 01:31:25,Tbilisi,688dd1cbd1,Ketamine S 5grm(Netherlands) Purity 87%,True,1,нет,Тбилиси,5 гр,0.0784,48583,17813,1626,625.0,,,,,,,,,,,Ketamine S 5grm(Netherlands) Purity 87%
26,26,31-03-2020 01:31:25,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,1,нет,Тбилиси,5 гр,0.0069,4275,1568,143,55.0,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
27,27,31-03-2020 01:31:25,Tbilisi,e56bb6ca93,10 gr marijuana buds. -indica-,,2,нет,Тбилиси,10 гр,0.033,18578,6812,622,239.0,True,,,,,,,,,,10 gr marijuana buds. -indica-
28,28,31-03-2020 01:31:25,Tbilisi,b01f16ca19,"10g. Шишки Amnesia Haze, Сатива",,1,нет,Тбилиси,10 гр,0.0551,31015,11372,1038,399.0,True,,,,,,,,,,"10g. Shishki Amnesia Haze, Sativa"
29,29,31-03-2020 01:31:25,Tbilisi,4c4ab8c0de,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,1,нет,Тбилиси,10 гр,0.0504,28372,10403,950,365.0,,,,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
30,30,31-03-2020 01:31:25,Tbilisi,ef3dc4de6c,Extasy GUCCI 10шт. вес таблетки 450mg,True,1,нет,Тбилиси,10 гр,0.0369,20755,7610,695,267.0,,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
31,31,31-03-2020 01:31:25,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,1,нет,Тбилиси,10 гр,0.0107,6607,2423,221,85.0,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
32,32,31-03-2020 01:31:25,Tbilisi,c225d2f67d,гашиш евро 10г,True,1,нет,Тбилиси,10 гр,0.053,31093,11400,1041,400.0,,,,,,,,,,,gashish evro 10g
33,33,31-03-2020 01:31:54,Tbilisi,ea97036e14,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2501,155465,57000,5205,2000.0,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
34,34,31-03-2020 01:31:54,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 100шт. Готовые клады в Грузии от производителя!,,1,нет,Тбилиси,100 гр,0.05,31093,11400,1041,400.0,,,,,,True,,,,,Moschnye zhirnye marki 25i nbome 100sht. Gotovye klady v Gruzii ot proizvoditelja!
35,35,31-03-2020 01:31:54,Tbilisi,f8a875c191,METADON - 0.25 G.,True,нет,5,Тбилиси,0.25 гр,0.0347,19433,7125,651,250.0,,,,,,,,,,,METADON - 0.25 G.
36,36,31-03-2020 01:31:54,Tbilisi,28bf667d16,Cocaine Fishscale! Limited Quantity 0.5 g. акция -10% при оплате бтк!!!,True,нет,2,Тбилиси,0.5 гр,0.0233,14458,5301,484,186.0,,,,,,,,,,,Cocaine Fishscale! Limited Quantity 0.5 g. aktsija -10% pri oplate btk!!!
37,37,31-03-2020 01:31:54,Tbilisi,dd631c4acf,✨✨2gram. MDMA✨✨,True,1,2,Тбилиси,2 гр,0.0278,15547,5700,520,200.0,,,,,,,,,,,✨✨2gram. MDMA✨✨
38,38,31-03-2020 01:31:54,Tbilisi,dd631c4acf,❄❄2g HQ COCAINE❄❄,True,нет,3,Тбилиси,2 гр,0.0513,28683,10517,960,369.0,,,,,,,,,,,❄❄2g HQ COCAINE❄❄
39,39,31-03-2020 01:31:54,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.08199999999999999,45862,16815,1535,590.0,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
40,40,31-03-2020 01:31:54,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.055,31093,11400,1041,400.0,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
41,41,31-03-2020 01:31:54,Tbilisi,4a91350669,5 Amnesia Haze марихуана шишки тгк 25%,True,нет,4,Тбилиси,5 гр,0.022000000000000002,12437,4560,416,160.0,,,,,,,,,,,5 Amnesia Haze marihuana shishki tgk 25%
42,42,31-03-2020 01:31:54,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0757,42753,15675,1431,550.0,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
43,43,31-03-2020 01:31:54,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,1,Тбилиси,5 гр,0.0232,13137,4817,440,169.0,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
44,44,31-03-2020 01:31:54,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,9,Тбилиси,5 гр,0.0234,13215,4845,442,170.0,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
45,45,31-03-2020 01:31:54,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,1,Тбилиси,5 гр,0.0274,15469,5672,518,199.0,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
46,46,31-03-2020 01:31:54,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0274,15469,5672,518,199.0,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
47,47,31-03-2020 01:31:54,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,9,Тбилиси,5 гр,0.0274,15469,5672,518,199.0,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
48,48,31-03-2020 01:31:54,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0274,17023,6242,570,219.0,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
49,49,31-03-2020 01:31:54,Tbilisi,f8a875c191,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.0417,23320,8550,781,300.0,,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
50,50,31-03-2020 01:31:54,Tbilisi,f8a875c191,METADON - 5 G.,True,нет,1,Тбилиси,5 гр,0.2084,116599,42750,3903,1500.0,,,,,,,,,,,METADON - 5 G.
51,51,31-03-2020 01:31:54,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,7,Тбилиси,5 гр,0.0274,15469,5672,518,199.0,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
52,52,31-03-2020 01:31:54,Tbilisi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),True,нет,13,Тбилиси,5 гр,0.025,15547,5700,520,200.0,,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
53,53,31-03-2020 01:31:54,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.3057,190000,87429,6194,,,,,,,,,,,,reagent 25i nbome. 5gr
54,54,31-03-2020 01:31:54,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3752,233198,85500,7807,3000.0,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
55,55,31-03-2020 01:31:54,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,2,Тбилиси,5 гр,0.1207,67550,24767,2261,869.0,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
56,56,31-03-2020 01:31:54,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,5,Тбилиси,5 гр,0.0264,14769,5415,494,190.0,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
57,57,31-03-2020 01:31:54,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0679,38011,13937,1273,489.0,,,,,,,,,,,💘✨5g. MDMA ✨💘
58,58,31-03-2020 01:31:54,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,7,Тбилиси,5 гр,0.0263,14691,5387,492,189.0,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
59,59,31-03-2020 01:31:54,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1238,69959,25650,2342,900.0,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
60,60,31-03-2020 01:31:54,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.0963,54413,19950,1822,700.0,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
61,61,31-03-2020 01:31:54,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,6,Тбилиси,10 гр,0.044000000000000004,24874,9120,833,320.0,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
62,62,31-03-2020 01:31:54,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.11,62186,22800,2082,800.0,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
63,63,31-03-2020 01:31:54,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.3061,172955,63413,5790,2225.0,,,,,,,,,,,Amfetamin [White] [Import] 10G
64,64,31-03-2020 01:31:54,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,8,Тбилиси,10 гр,0.2013,112634,41297,3771,1449.0,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
65,65,31-03-2020 01:31:54,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0513,28683,10517,960,369.0,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
66,66,31-03-2020 01:32:38,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,2,Тбилиси,10 гр,0.0417,23242,8522,778,299.0,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
67,67,31-03-2020 01:32:38,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0835,46562,17072,1559,599.0,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
68,68,31-03-2020 01:32:38,Tbilisi,ef3dc4de6c,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1519,85506,31350,2863,1100.0,,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
69,69,31-03-2020 01:32:38,Tbilisi,cb721d4bca,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.3313,186558,68400,6246,2400.0,,,,,,,,,,,100 gr marijuana buds
70,70,31-03-2020 01:32:38,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2761,155465,57000,5205,2000.0,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
71,71,31-03-2020 01:32:38,Tbilisi,f8a875c191,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.2789,155465,57000,5205,2000.0,,,,,,,,,,,SUBOXIN - HQ - 100 G.
72,72,31-03-2020 01:32:38,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.3451,194331,71250,6506,2500.0,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
73,73,31-03-2020 01:32:38,Tbilisi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.2092,116599,42750,3903,1500.0,,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
74,74,31-03-2020 01:32:38,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.6351,357570,131100,11971,4600.0,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
75,75,31-03-2020 01:32:38,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,1.0354,582994,213750,19517,7500.0,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
76,76,31-03-2020 01:32:38,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,1.1735,660726,242250,22120,8500.0,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
77,77,31-03-2020 01:32:38,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0251,15547,5700,520,200.0,,,,,,,,,,,KURYER..500RUB.+BONUS
78,78,31-03-2020 01:32:38,Tbilisi,e56bb6ca93,"Работа курьером в Тбилиси, ЗП от 1500$ в месяц, работа только с марихуаной, залог от 200$",True,1,нет,Тбилиси,1 гр,0.0276,15547,5700,520,200.0,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1500$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 200$"
79,79,31-03-2020 01:32:38,Tbilisi,54915c4374,Работа на марки (курьер),True,1,нет,Тбилиси,50 гр,0.0346,21435,7888,720,,,,,250.0,,,,,,,Rabota na marki (kur'er)
80,80,31-03-2020 01:32:38,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0276,15547,5700,520,200.0,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
81,81,31-03-2020 01:32:38,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0345,19433,7125,651,250.0,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
82,82,31-03-2020 01:32:38,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,2.0897,1165988,427500,39035,15000.0,,,,,,,,,,,Vakansija optovogo kur'era na mef
83,83,31-03-2020 01:34:37,Batumi,99accec7c7,MEPHEDRONE 0.5 gr,,2,нет,Батуми,0.5 гр,0.01,6219,2280,208,80.0,,,,,,,,True,,,MEPHEDRONE 0.5 gr
84,84,31-03-2020 01:34:37,Batumi,99accec7c7,mephedrone 1gr высшый стиль!) лекарство от корона вируса!),,4,нет,Батуми,1 гр,0.0207,11660,4275,390,150.0,,,,,,,,True,,,mephedrone 1gr vysshyj stil'!) lekarstvo ot korona virusa!)
85,85,31-03-2020 01:34:37,Batumi,c72111ac1a,NZT-52 limited 2г мука,,1,нет,Батуми,2 гр,0.0427,26429,9690,885,340.0,,,,,,,,,True,,NZT-52 limited 2g muka
86,86,31-03-2020 01:34:37,Batumi,54915c4374,Божественный эифорик!!! Марки нбооооом!!! 2 штуки!!!,,13,нет,Батуми,2 гр,0.0048,2954,1083,99,38.0,,,,,,,,,True,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 2 shtuki!!!
87,87,31-03-2020 01:34:37,Batumi,54915c4374,Божественный эйфорик!!! Марки нбоооом!!! 6 штук!!!!,,1,нет,Батуми,6 гр,0.0119,7385,2708,247,95.0,,,,,,,,,True,,Bozhestvennyj ejforik!!! Marki nboooom!!! 6 shtuk!!!!
88,88,31-03-2020 01:34:37,Batumi,3ee37c89bb,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.3037,171012,62700,5725,2200.0,,,,,,,,,True,,[100g] SPAIN HASH
89,89,31-03-2020 01:34:37,Batumi,f8a875c191,METADON - 0.25 G.,,нет,4,Батуми,0.25 гр,0.0349,19433,7125,651,250.0,,,,,,,,,True,,METADON - 0.25 G.
90,90,31-03-2020 01:34:37,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,13,Батуми,5 гр,0.0251,15547,5700,520,200.0,,,,,,,,,True,,Metamfetamin ratsemat 5 g. (MQ)
91,91,31-03-2020 01:34:37,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2789,155465,57000,5205,2000.0,,,,,,,,,True,,SUBOXIN - HQ - 100 G.
92,92,31-03-2020 01:34:37,Batumi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2092,116599,42750,3903,1500.0,,,,,,,,,True,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
93,93,31-03-2020 01:34:37,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0126,7773,2850,260,100.0,,,,,,,,,True,,kur'er v Batumi
94,94,31-03-2020 01:34:37,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0314,19433,7125,651,250.0,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
95,95,31-03-2020 01:34:37,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0314,19433,7125,651,250.0,,,,,,,,,True,,Ischu kur'era v Gruzii!
96,96,31-03-2020 01:34:37,Batumi,54915c4374,Работа на марки (курьер),,1,нет,Батуми,50 гр,0.0346,21435,7888,720,,,,,250.0,,,,,True,,Rabota na marki (kur'er)
97,97,31-03-2020 01:34:37,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.0897,1165988,427500,39035,15000.0,,,,,,,,,True,,Vakansija optovogo kur'era na mef
98,98,31-03-2020 01:34:37,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.069,38866,14250,1301,500.0,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
99,99,31-03-2020 01:36:14,Kutaisi,be97026d1d,Columbia Cocaine VHQ 1g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! КУТАИСИ!!!,,4,нет,Кутаиси,1 гр,0.0261,14847,5444,497,191.0,,,,,,,,,,True,Columbia Cocaine VHQ 1g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! KUTAISI!!!
100,100,31-03-2020 01:36:14,Kutaisi,be97026d1d,MDMA from Europe!!! 1.5g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! КУТАИСИ!!!,,7,нет,Кутаиси,1.5 гр,0.0198,11271,4133,377,145.0,,,,,,,,,,True,MDMA from Europe!!! 1.5g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! KUTAISI!!!
101,101,31-03-2020 01:36:14,Kutaisi,be97026d1d,Columbia Cocaine VHQ 2g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! КУТАИСИ!!!,,10,нет,Кутаиси,2 гр,0.0498,28372,10403,950,365.0,,,,,,,,,,True,Columbia Cocaine VHQ 2g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! KUTAISI!!!
