,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Vake,Gldani,Дигоми,Saburtalo,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
10,15-02-2020 13:26:37,Tbilisi,UJP9,420Inc,Pineapple Express 0.5G pressed buds only (hydro),True,3,нет,Тбилиси,0.5 гр,0.0029,1904,739,66,30,,,,,,,,,,Pineapple Express 0.5G pressed buds only (hydro)
11,15-02-2020 13:26:37,Tbilisi,91Z98,Avocado,Pure COCAINE VHQ 0.5g,True,2,нет,Тбилиси,0.5 гр,0.01,6916,2686,240,109,,,,,,,,,,Pure COCAINE VHQ 0.5g
12,15-02-2020 13:26:37,Tbilisi,1IZXK,BadboysTbl,Метадон 0.6гр,True,4,нет,Тбилиси,0.6 гр,0.026,19036,7392,660,300,,,,,,,,,,Metadon 0.6gr
13,15-02-2020 13:26:37,Tbilisi,MJVS,Nordic,SUBUTEX B8 (ORIGINAL) 0.8 гр. (1 штука) ВНИМАНИЕ! НЕДЕЛЬНАЯ РАСПРОДАЖА! 120$!,True,8,нет,Тбилиси,0.8 гр,0.0114,7614,2957,264,120,,,,,,,,,,SUBUTEX B8 (ORIGINAL) 0.8 gr. (1 shtuka) VNIMANIE! NEDEL'NAJa RASPRODAZhA! 120$!
14,15-02-2020 13:26:37,Tbilisi,03F3,geoshop,1 gr mdma Кристаллы очен силни импорт с европи,True,8,нет,Тбилиси,1 гр,0.0114,7614,2957,264,120,,,,,,,,,,1 gr mdma Kristally ochen silni import s evropi
15,15-02-2020 13:26:37,Tbilisi,LYHBG,Playboy,1g MDMA - !!!NEW!!! - Purity 93%,True,7,нет,Тбилиси,1 гр,0.0105,6916,2686,240,109,,,,,,,,,,1g MDMA - !!!NEW!!! - Purity 93%
16,15-02-2020 13:26:37,Tbilisi,TFCQ,hqweed,1gr Green Poison Strong Hybrid VHQ Buds,,1,нет,Тбилиси,1 гр,0.0046,3046,1183,106,48,,,True,,,,,,,1gr Green Poison Strong Hybrid VHQ Buds
17,15-02-2020 13:26:37,Tbilisi,LYHBG,Playboy,1gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,1,нет,Тбилиси,1 гр,0.0191,12564,4879,435,198,,,,,,,,,,1gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
18,15-02-2020 13:26:37,Tbilisi,Y7587,PVPStore,ALFA PVP in City 1g,True,5,нет,Тбилиси,1 гр,0.0114,7614,2957,264,120,,,,,,,,,,ALFA PVP in City 1g
19,15-02-2020 13:26:37,Tbilisi,BP40,WakeShop,Apvp VHQ 1g 24/7,True,6,нет,Тбилиси,1 гр,0.0114,7614,2957,264,120,,,,,,,,,,Apvp VHQ 1g 24/7
20,15-02-2020 13:26:37,Tbilisi,5JG6,BenderMan,"Cocaine, 1g",True,4,нет,Тбилиси,1 гр,0.0212,13960,5421,484,220,,,,,,,,,,"Cocaine, 1g"
21,15-02-2020 13:26:37,Tbilisi,5JG6,BenderMan,Ketamine 1g,True,2,нет,Тбилиси,1 гр,0.0096,6345,2464,220,100,,,,,,,,,,Ketamine 1g
22,15-02-2020 13:26:37,Tbilisi,LYHBG,Playboy,Ketamine 1g.,True,1,нет,Тбилиси,1 гр,0.0086,5647,2193,196,89,,,,,,,,,,Ketamine 1g.
23,15-02-2020 13:26:37,Tbilisi,BP40,WakeShop,Metadon VHQ 1 24/7,True,2,нет,Тбилиси,1 гр,0.0433,31727,12320,1099,500,,,,,,,,,,Metadon VHQ 1 24/7
24,15-02-2020 13:26:37,Tbilisi,P285,Trippyshop,NEW SALE Cocaine HQ 1 гр.,True,1,нет,Тбилиси,1 гр,0.0182,11993,4657,416,189,,,,,,,,,,NEW SALE Cocaine HQ 1 gr.
25,15-02-2020 13:26:37,Tbilisi,72B,CHINATOWN,NZT-52 mind storm limited 1г мука,True,9,нет,Тбилиси,1 гр,0.0113,8249,3203,286,130,,,,,,,,,,NZT-52 mind storm limited 1g muka
26,15-02-2020 13:26:37,Tbilisi,UJP9,420Inc,Pineapple Express 1G pressed buds(Hydro),True,1,нет,Тбилиси,1 гр,0.0046,3109,1207,108,49,,,,,,,,,,Pineapple Express 1G pressed buds(Hydro)
27,15-02-2020 13:26:37,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 1g.,True,4,нет,Тбилиси,1 гр,0.0182,12627,4903,438,199,,,,,,,,,,VHQ BEST Cocaine 1g.
28,15-02-2020 13:26:37,Tbilisi,0WE,Khachapuri,cocaine 1g HQ / кокаин 1 гр (скидка в биткоин),True,3,нет,Тбилиси,1 гр,0.0137,9518,3696,330,150,,,,,,,,,,cocaine 1g HQ / kokain 1 gr (skidka v bitkoin)
29,15-02-2020 13:26:37,Tbilisi,5J3H,coketbs,Кокаин КОЛУМБИА 1g,,6,нет,Тбилиси,1 гр,0.0171,11358,4411,394,179,True,,,,,,,,,Kokain KOLUMBIA 1g
30,15-02-2020 13:26:37,Tbilisi,1IZXK,BadboysTbl,Метадон 1гр,True,5,нет,Тбилиси,1 гр,0.0412,28554,11088,989,450,,,,,,,,,,Metadon 1gr
31,15-02-2020 13:27:13,Tbilisi,EYO96,ROCKSHOP,"Метадон, 1gr",True,5,нет,Тбилиси,1 гр,0.0382,25381,9856,879,400,,,,,,,,,,"Metadon, 1gr"
32,15-02-2020 13:27:13,Tbilisi,9VLN,AlienShop,✨ 1g. MDMA ✨,True,3,нет,Тбилиси,1 гр,0.0105,6916,2686,240,109,,,,,,,,,,✨ 1g. MDMA ✨
33,15-02-2020 13:27:13,Tbilisi,03F3,geoshop,3 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк,True,3,нет,Тбилиси,1.2 гр,0.0114,7614,2957,264,120,,,,,,,,,,3 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk
34,15-02-2020 13:27:13,Tbilisi,Y6FO,Opiate,Methadone HQ in city 1.3g,True,1,нет,Тбилиси,1.3 гр,0.0525,34899,13552,1209,550,,,,,,,,,,Methadone HQ in city 1.3g
35,15-02-2020 13:27:14,Tbilisi,LYHBG,Playboy,2 Ecstasy >TEKASHI 69< !!! L I M I T E D !!!,True,8,нет,Тбилиси,2 гр,0.0076,5013,1947,174,79,,,,,,,,,,2 Ecstasy >TEKASHI 69< !!! L I M I T E D !!!
36,15-02-2020 13:27:14,Tbilisi,LYHBG,Playboy,2LSD ---- LSD ALBERT HOFFMAN 200ug,True,8,нет,Тбилиси,2 гр,0.0076,5013,1947,174,79,,,,,,,,,,2LSD ---- LSD ALBERT HOFFMAN 200ug
37,15-02-2020 13:27:14,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2.0g BTC SALE 5%,True,1,нет,Тбилиси,2 гр,0.0332,22526,8747,781,355,,,,,,,,,,Columbia Cocaine VHQ 2.0g BTC SALE 5%
38,15-02-2020 13:27:14,Tbilisi,Z9UT,Rainbow,KALI MIST 2G,,5,нет,Тбилиси,2 гр,0.0095,6345,2464,220,100,,,,True,,,,,,KALI MIST 2G
39,15-02-2020 13:27:14,Tbilisi,5JG6,BenderMan,Ketamine 2 g,True,5,нет,Тбилиси,2 гр,0.0173,11422,4435,396,180,,,,,,,,,,Ketamine 2 g
40,15-02-2020 13:27:14,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 2 pieces",True,2,нет,Тбилиси,2 гр,0.0067,4442,1725,154,70,,,,,,,,,,"LSD - 250 ug, 2 pieces"
41,15-02-2020 13:27:14,Tbilisi,72B,CHINATOWN,NZT-52 mind storm limited 2г мука,True,8,нет,Тбилиси,2 гр,0.0199,14594,5667,506,230,,,,,,,,,,NZT-52 mind storm limited 2g muka
42,15-02-2020 13:27:14,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 2g.,True,1,нет,Тбилиси,2 гр,0.0338,24747,9610,857,390,,,,,,,,,,VHQ BEST Cocaine 2g.
43,15-02-2020 13:27:14,Tbilisi,5J3H,coketbs,Кокаин КОЛУМБИА 2g,,5,нет,Тбилиси,2 гр,0.0333,22145,8599,767,349,True,,,,,,,,,Kokain KOLUMBIA 2g
44,15-02-2020 13:27:14,Tbilisi,LYHBG,Playboy,3 Ecstasy >TEKASHI 69< !!! L I M I T E D !!!,True,4,нет,Тбилиси,3 гр,0.0105,6916,2686,240,109,,,,,,,,,,3 Ecstasy >TEKASHI 69< !!! L I M I T E D !!!
45,15-02-2020 13:27:14,Tbilisi,NVOG,ProperMgzn,3x Extasy Duracell 223mg MDMA,True,6,нет,Тбилиси,3 гр,0.0101,6663,2587,231,105,,,,,,,,,,3x Extasy Duracell 223mg MDMA
46,15-02-2020 13:27:14,Tbilisi,72B,CHINATOWN,NZT-52 mind storm limited 3г мука,True,1,нет,Тбилиси,3 гр,0.0286,20940,8131,726,330,,,,,,,,,,NZT-52 mind storm limited 3g muka
47,15-02-2020 13:27:14,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Critical KusH !!!NEW!!!,True,5,нет,Тбилиси,5 гр,0.0153,10089,3918,350,159,,,,,,,,,,!!!NEW!!! 5G Critical KusH !!!NEW!!!
48,15-02-2020 13:27:14,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Jack Herer !!!NEW!!!,True,2,нет,Тбилиси,5 гр,0.0149,9835,3819,341,155,,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
49,15-02-2020 13:27:14,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,True,5,нет,Тбилиси,5 гр,0.0169,11104,4312,385,175,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
50,15-02-2020 13:27:14,Tbilisi,5HOGC,NewHybrid,Hybrid Weed VHQ (5г) BТС 10% СКИДКА,True,2,нет,Тбилиси,5 гр,0.0147,10787,4189,374,170,,,,,,,,,,Hybrid Weed VHQ (5g) BTS 10% SKIDKA
51,15-02-2020 13:27:14,Tbilisi,LYHBG,Playboy,NEW !!! 5G OG KusH !!! NEW,True,3,нет,Тбилиси,5 гр,0.0153,10089,3918,350,159,,,,,,,,,,NEW !!! 5G OG KusH !!! NEW
52,15-02-2020 13:27:14,Tbilisi,LYHBG,Playboy,NEW !!! 5G White Widow !!! NEW,True,3,нет,Тбилиси,5 гр,0.0148,9772,3795,339,154,,,,,,,,,,NEW !!! 5G White Widow !!! NEW
53,15-02-2020 13:27:14,Tbilisi,SM7B,SWEETWEED,гашиш евро 5г,True,2,нет,Тбилиси,5 гр,0.0192,13325,5174,462,210,,,,,,,,,,gashish evro 5g
54,15-02-2020 13:27:14,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0366,25381,9856,879,400,,,,,,,,,,gashish evro 10g
55,15-02-2020 13:27:14,Tbilisi,F8K,BestAcid,"марки 25i-nbome 2,5mg (10шт)",True,20,нет,Тбилиси,10 гр,0.0087,6345,2464,220,100,,,,,,,,,,"marki 25i-nbome 2,5mg (10sht)"
56,15-02-2020 13:27:14,Tbilisi,V8EPD,GREENWEED,SALE 50% шишки 11гр. (наркуш феминиз),True,2,нет,Тбилиси,11 гр,0.0095,6345,2464,220,100,,,,,,,,,,SALE 50% shishki 11gr. (narkush feminiz)
57,15-02-2020 13:27:14,Tbilisi,ITJ,seazon,weed leaves 13gr +,True,2,нет,Тбилиси,13 гр,0.005,3680,1429,128,58,,,,,,,,,,weed leaves 13gr +
58,15-02-2020 13:27:14,Tbilisi,ITJ,seazon,georgian weed 15 gr salee !!!,True,1,нет,Тбилиси,15 гр,0.0145,10597,4115,367,167,,,,,,,,,,georgian weed 15 gr salee !!!
59,15-02-2020 13:27:14,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0711,49303,19145,1708,777,,,,,,,,,,Gashish Evro 20gr
60,15-02-2020 13:27:14,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.27 G (SALE),True,3,5,Тбилиси,0.27 гр,0.0219,14404,5593,499,227,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G (SALE)
61,15-02-2020 13:27:14,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.35 G (SALE),True,3,5,Тбилиси,0.35 гр,0.0288,18973,7367,657,299,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G (SALE)
62,15-02-2020 13:27:14,Tbilisi,TDSHF,THC,Weed From Gali(THC 23%) 1gr,True,нет,5,Тбилиси,1 гр,0.0046,3173,1232,110,50,,,,,,,,,,Weed From Gali(THC 23%) 1gr
63,15-02-2020 13:27:14,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1 G (SALE),True,нет,5,Тбилиси,1 гр,0.0578,38072,14784,1319,600,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1 G (SALE)
64,15-02-2020 13:27:58,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,10,Тбилиси,4 гр,0.0382,25381,9856,879,400,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
65,15-02-2020 13:27:58,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,8,Тбилиси,5 гр,0.0229,15229,5914,528,240,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
66,15-02-2020 13:27:58,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.0239,15863,6160,550,250,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
67,15-02-2020 13:27:58,Tbilisi,7B8EQ,w1ld1nd1an,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,9,Тбилиси,5 гр,0.1301,95180,36960,3298,1500,,,,,,,,,,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
68,15-02-2020 13:27:58,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0239,15863,6160,550,250,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
69,15-02-2020 13:27:58,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0239,15863,6160,550,250,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
70,15-02-2020 13:27:58,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,3,Тбилиси,5 гр,0.019,12627,4903,438,199,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
71,15-02-2020 13:27:58,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,4,Тбилиси,5 гр,0.0239,15863,6160,550,250,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
72,15-02-2020 13:27:58,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.019,13896,5396,482,219,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
73,15-02-2020 13:27:58,Tbilisi,V4QM9,PotHero420,"Godfather OG - (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%) (предзаказ будет сделан очень оперативно)",True,нет,5,Тбилиси,5 гр,0.0181,13262,5150,460,209,,,,,,,,,,"Godfather OG - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%) (predzakaz budet sdelan ochen' operativno)"
74,15-02-2020 13:27:58,Tbilisi,V4QM9,PotHero420,"NEW! O.G. Kush - (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,4,Тбилиси,5 гр,0.0181,13262,5150,460,209,,,,,,,,,,"NEW! O.G. Kush - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
75,15-02-2020 13:27:58,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.0239,15863,6160,550,250,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
76,15-02-2020 13:27:58,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,19,Тбилиси,5 гр,0.0173,12691,4928,440,200,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
77,15-02-2020 13:27:58,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.1914,140000,64421,4851,,,,,,,,,,,reagent 25i nbome. 5gr
78,15-02-2020 13:27:58,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2602,190361,73920,6596,3000,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
79,15-02-2020 13:27:58,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,8,Тбилиси,5 гр,0.0471,31029,12049,1075,489,,,,,,,,,,💘✨5g. MDMA ✨💘
80,15-02-2020 13:27:58,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0782,52000,23928,1802,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
81,15-02-2020 13:27:58,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0381,25318,9831,877,399,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
82,15-02-2020 13:27:58,Tbilisi,7B8EQ,w1ld1nd1an,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,4,Тбилиси,10 гр,0.1735,126907,49280,4397,2000,,,,,,,,,,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
83,15-02-2020 13:27:58,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0763,50763,19712,1759,800,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
84,15-02-2020 13:27:58,Tbilisi,V4QM9,PotHero420,"Godfather OG - (Only Buds, IMPORT) Шишки(всегда подъезд) 10G (BTC sale 10%) (предзаказ будет сделан очень оперативно)",True,нет,5,Тбилиси,10 гр,0.0346,25318,9831,877,399,,,,,,,,,,"Godfather OG - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 10G (BTC sale 10%) (predzakaz budet sdelan ochen' operativno)"
85,15-02-2020 13:27:58,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2123,141184,54824,4892,2225,,,,,,,,,,Amfetamin [White] [Import] 10G
86,15-02-2020 13:27:58,Tbilisi,9VLN,AlienShop,💘✨10gram MDMA ✨💘,True,нет,10,Тбилиси,10 гр,0.0779,51271,19909,1776,808,,,,,,,,,,💘✨10gram MDMA ✨💘
87,15-02-2020 13:27:58,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,1,Тбилиси,10 гр,0.0288,18973,7367,657,299,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
88,15-02-2020 13:27:58,Tbilisi,NVOG,ProperMgzn,15x Extasy Duracell 223mg MDMA.,True,нет,10,Тбилиси,15 гр,0.0434,28554,11088,989,450,,,,,,,,,,15x Extasy Duracell 223mg MDMA.
89,15-02-2020 13:27:58,Tbilisi,7B8EQ,w1ld1nd1an,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,8,Тбилиси,20 гр,0.2863,209397,81312,7255,3300,,,,,,,,,,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
90,15-02-2020 13:27:58,Tbilisi,ABOAB,ProGrow,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0549,38072,14784,1319,600,,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
91,15-02-2020 13:27:58,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1041,76144,29568,2638,1200,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
92,15-02-2020 13:27:58,Tbilisi,ABOAB,ProGrow,50G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,50 гр,0.0824,57108,22176,1979,900,,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
93,15-02-2020 13:27:58,Tbilisi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,True,нет,2,Тбилиси,50 гр,0.0906,60281,23408,2089,950,,,,,,,,,,Hybrid Skunk! 50 gr
94,15-02-2020 13:27:58,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.1908,126907,49280,4397,2000,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
95,15-02-2020 13:27:58,Tbilisi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,True,нет,1,Тбилиси,100 гр,0.1718,114216,44352,3957,1800,,,,,,,,,,Hybrid Skunk! 100 gr
96,15-02-2020 13:27:58,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2385,158634,61600,5497,2500,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
97,15-02-2020 13:27:58,Tbilisi,F8K,BestAcid,"марки 25i-nbome 2,5mg (100шт)",True,нет,2,Тбилиси,100 гр,0.0373,27285,10595,945,430,,,,,,,,,,"marki 25i-nbome 2,5mg (100sht)"
98,15-02-2020 13:28:48,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4389,291887,113344,10114,4600,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
99,15-02-2020 13:28:48,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7156,475902,184800,16490,7500,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
100,15-02-2020 13:28:48,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8111,539356,209440,18688,8500,,,,,,,,,,10000sht marki 25i-nbome. predoplata
101,15-02-2020 13:28:48,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0173,12691,4928,440,200,,,,,,,,,,KURYER..500RUB.+BONUS
102,15-02-2020 13:28:48,Tbilisi,3TGJ9,Elegant,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.0173,12691,4928,440,200,,,,,,,,,,Trebuetsja Kur'er
103,15-02-2020 13:28:48,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0191,12691,4928,440,200,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
104,15-02-2020 13:28:48,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0239,15863,6160,550,250,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
105,15-02-2020 13:28:48,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.4443,951804,369600,32979,15000,,,,,,,,,,Vakansija optovogo kur'era na mef
106,15-02-2020 13:29:57,Batumi,Z9UT,Rainbow,Super SKUNK 2G,,3,нет,Батуми,2 гр,0.0087,6345,2464,220,100,,,,,,,True,,,Super SKUNK 2G
107,15-02-2020 13:29:57,Batumi,A08BZ,Subway,Метамфетамин рацемат 2г (MQ),,1,нет,Батуми,2 гр,0.0082,5394,2094,187,85,,,,,,,,True,,Metamfetamin ratsemat 2g (MQ)
