,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Gldani,Vake,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
26,14-02-2020 14:13:37,Tbilisi,BP40,WakeShop,Apvp VHQ 1g 24/7,True,7,нет,Тбилиси,1 гр,0.0115,7632,2957,264,120,,,,,,,,,,Apvp VHQ 1g 24/7
27,14-02-2020 14:13:37,Tbilisi,5JG6,BenderMan,"Cocaine, 1g",True,7,нет,Тбилиси,1 гр,0.0214,13992,5421,484,220,,,,,,,,,,"Cocaine, 1g"
28,14-02-2020 14:13:37,Tbilisi,5JG6,BenderMan,Ketamine 1g,True,1,нет,Тбилиси,1 гр,0.0097,6360,2464,220,100,,,,,,,,,,Ketamine 1g
29,14-02-2020 14:13:37,Tbilisi,LYHBG,Playboy,Ketamine 1g.,True,5,нет,Тбилиси,1 гр,0.0087,5661,2193,196,89,,,,,,,,,,Ketamine 1g.
30,14-02-2020 14:13:37,Tbilisi,X4ZM,ZYX,Maserati (ecstasy) 1шт,True,1,нет,Тбилиси,1 гр,0.0043,2862,1109,99,45,,,,,,,,,,Maserati (ecstasy) 1sht
31,14-02-2020 14:13:37,Tbilisi,BP40,WakeShop,Metadon VHQ 1 24/7,True,2,нет,Тбилиси,1 гр,0.0437,31801,12320,1100,500,,,,,,,,,,Metadon VHQ 1 24/7
32,14-02-2020 14:14:23,Tbilisi,P285,Trippyshop,NEW SALE Cocaine HQ 1 гр.,True,3,нет,Тбилиси,1 гр,0.0183,12021,4657,416,189,,,,,,,,,,NEW SALE Cocaine HQ 1 gr.
33,14-02-2020 14:14:23,Tbilisi,72B,CHINATOWN,NZT-52 mind storm limited 1г мука,True,11,нет,Тбилиси,1 гр,0.0113,8268,3203,286,130,,,,,,,,,,NZT-52 mind storm limited 1g muka
34,14-02-2020 14:14:23,Tbilisi,UJP9,420Inc,Pineapple Express 1G pressed buds(Hydro),True,1,нет,Тбилиси,1 гр,0.0046,3116,1207,108,49,,,,,,,,,,Pineapple Express 1G pressed buds(Hydro)
35,14-02-2020 14:14:23,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 1g.,True,1,нет,Тбилиси,1 гр,0.0183,12657,4903,438,199,,,,,,,,,,VHQ BEST Cocaine 1g.
36,14-02-2020 14:14:23,Tbilisi,0WE,Khachapuri,cocaine 1g HQ / кокаин 1 гр (скидка в биткоин),True,5,нет,Тбилиси,1 гр,0.0138,9540,3696,330,150,,,,,,,,,,cocaine 1g HQ / kokain 1 gr (skidka v bitkoin)
37,14-02-2020 14:14:23,Tbilisi,5J3H,coketbs,Кокаин КОЛУМБИА 1g,,6,нет,Тбилиси,1 гр,0.0172,11385,4411,394,179,,,True,,,,,,,Kokain KOLUMBIA 1g
38,14-02-2020 14:14:23,Tbilisi,1IZXK,BadboysTbl,Метадон 1гр,True,1,нет,Тбилиси,1 гр,0.0414,28621,11088,990,450,,,,,,,,,,Metadon 1gr
39,14-02-2020 14:14:23,Tbilisi,EYO96,ROCKSHOP,"Метадон, 1gr",True,5,нет,Тбилиси,1 гр,0.0384,25441,9856,880,400,,,,,,,,,,"Metadon, 1gr"
40,14-02-2020 14:14:23,Tbilisi,03F3,geoshop,3 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк,True,7,нет,Тбилиси,1.2 гр,0.0115,7632,2957,264,120,,,,,,,,,,3 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk
41,14-02-2020 14:14:23,Tbilisi,LYHBG,Playboy,2 Ecstasy >TEKASHI 69< !!! L I M I T E D !!!,True,10,нет,Тбилиси,2 гр,0.0077,5025,1947,174,79,,,,,,,,,,2 Ecstasy >TEKASHI 69< !!! L I M I T E D !!!
42,14-02-2020 14:14:23,Tbilisi,0WE,Khachapuri,2 ecstasy 💊Tekashi69💊 260mg mdma (скидка в биктоин),True,2,нет,Тбилиси,2 гр,0.007,4843,1872,168,,,,,70,,,,,,2 ecstasy 💊Tekashi69💊 260mg mdma (skidka v biktoin)
43,14-02-2020 14:14:23,Tbilisi,7R3WM,RastaShop,2 gr. Blue Berry Kush 100% Natural/Indika/ Import,,1,нет,Тбилиси,2 гр,0.0077,5088,1971,176,80,,True,,,,,,,,2 gr. Blue Berry Kush 100% Natural/Indika/ Import
44,14-02-2020 14:14:23,Tbilisi,LYHBG,Playboy,2LSD ---- LSD ALBERT HOFFMAN 200ug,True,10,нет,Тбилиси,2 гр,0.0077,5025,1947,174,79,,,,,,,,,,2LSD ---- LSD ALBERT HOFFMAN 200ug
45,14-02-2020 14:14:23,Tbilisi,LYHBG,Playboy,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,4,нет,Тбилиси,2 гр,0.0349,22897,8870,792,360,,,,,,,,,,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
46,14-02-2020 14:14:23,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2.0g BTC SALE 5%,True,1,нет,Тбилиси,2 гр,0.0362,24487,9486,847,385,,,,,,,,,,Columbia Cocaine VHQ 2.0g BTC SALE 5%
47,14-02-2020 14:14:23,Tbilisi,X4ZM,ZYX,Gorilla Glue! 2G! NEW !,True,4,нет,Тбилиси,2 гр,0.0072,4770,1848,165,75,,,,,,,,,,Gorilla Glue! 2G! NEW !
48,14-02-2020 14:14:23,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 2 pieces",True,1,нет,Тбилиси,2 гр,0.0068,4452,1725,154,70,,,,,,,,,,"LSD - 250 ug, 2 pieces"
49,14-02-2020 14:14:23,Tbilisi,72B,CHINATOWN,NZT-52 mind storm limited 2г мука,True,8,нет,Тбилиси,2 гр,0.0201,14628,5667,506,230,,,,,,,,,,NZT-52 mind storm limited 2g muka
50,14-02-2020 14:14:23,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 2g.,True,2,нет,Тбилиси,2 гр,0.034,24805,9610,858,390,,,,,,,,,,VHQ BEST Cocaine 2g.
51,14-02-2020 14:14:23,Tbilisi,5J3H,coketbs,Кокаин КОЛУМБИА 2g,,5,нет,Тбилиси,2 гр,0.0335,22197,8599,768,349,,,True,,,,,,,Kokain KOLUMBIA 2g
52,14-02-2020 14:14:23,Tbilisi,LYHBG,Playboy,3 Ecstasy >TEKASHI 69< !!! L I M I T E D !!!,True,10,нет,Тбилиси,3 гр,0.0106,6933,2686,240,109,,,,,,,,,,3 Ecstasy >TEKASHI 69< !!! L I M I T E D !!!
53,14-02-2020 14:14:23,Tbilisi,NVOG,ProperMgzn,3x Extasy Duracell 223mg MDMA,True,6,нет,Тбилиси,3 гр,0.0102,6678,2587,231,105,,,,,,,,,,3x Extasy Duracell 223mg MDMA
54,14-02-2020 14:14:23,Tbilisi,72B,CHINATOWN,NZT-52 mind storm limited 3г мука,True,1,нет,Тбилиси,3 гр,0.0288,20989,8131,726,330,,,,,,,,,,NZT-52 mind storm limited 3g muka
55,14-02-2020 14:14:23,Tbilisi,9VLN,AlienShop,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩,True,1,нет,Тбилиси,3 гр,0.0096,6297,2439,218,99,,,,,,,,,,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩
56,14-02-2020 14:14:23,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Critical KusH !!!NEW!!!,True,6,нет,Тбилиси,5 гр,0.0154,10113,3918,350,159,,,,,,,,,,!!!NEW!!! 5G Critical KusH !!!NEW!!!
57,14-02-2020 14:14:23,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Jack Herer !!!NEW!!!,True,5,нет,Тбилиси,5 гр,0.015,9858,3819,341,155,,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
58,14-02-2020 14:14:23,Tbilisi,6ZR,Geogrowers,*new* Cocaine peru HQ 5 gr BTC -10 %,True,1,нет,Тбилиси,5 гр,0.0843,61431,23745,2125,,,,,888,,,,,,*new* Cocaine peru HQ 5 gr BTC -10 %
59,14-02-2020 14:14:23,Tbilisi,LYHBG,Playboy,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!,True,1,нет,Тбилиси,5 гр,0.0824,54061,20944,1870,850,,,,,,,,,,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!
60,14-02-2020 14:14:23,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,True,2,нет,Тбилиси,5 гр,0.017,11130,4312,385,175,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
61,14-02-2020 14:14:23,Tbilisi,5LZ,ExtraShop,5шт Ecstazy 280мг MDMA (Gray Duracell),True,3,нет,Тбилиси,5 гр,0.0143,9540,3696,330,150,,,,,,,,,,5sht Ecstazy 280mg MDMA (Gray Duracell)
62,14-02-2020 14:14:23,Tbilisi,5HOGC,NewHybrid,Hybrid Weed VHQ (5г) BТС 10% СКИДКА,True,2,нет,Тбилиси,5 гр,0.0148,10812,4189,374,170,,,,,,,,,,Hybrid Weed VHQ (5g) BTS 10% SKIDKA
63,14-02-2020 14:14:23,Tbilisi,LYHBG,Playboy,NEW !!! 5G OG KusH !!! NEW,True,4,нет,Тбилиси,5 гр,0.0154,10113,3918,350,159,,,,,,,,,,NEW !!! 5G OG KusH !!! NEW
64,14-02-2020 14:14:23,Tbilisi,LYHBG,Playboy,NEW !!! 5G White Widow !!! NEW,True,3,нет,Тбилиси,5 гр,0.0149,9795,3795,339,154,,,,,,,,,,NEW !!! 5G White Widow !!! NEW
65,14-02-2020 14:14:23,Tbilisi,SM7B,SWEETWEED,гашиш евро 5г,True,2,нет,Тбилиси,5 гр,0.0193,13356,5174,462,210,,,,,,,,,,gashish evro 5g
66,14-02-2020 14:14:23,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0368,25441,9856,880,400,,,,,,,,,,gashish evro 10g
67,14-02-2020 14:14:23,Tbilisi,F8K,BestAcid,"марки 25i-nbome 2,5mg (10шт)",True,22,нет,Тбилиси,10 гр,0.0087,6360,2464,220,100,,,,,,,,,,"marki 25i-nbome 2,5mg (10sht)"
68,14-02-2020 14:15:12,Tbilisi,6ZR,Geogrowers,* SALE * COCAINE Peru 11 gr BTC -50 %,True,2,нет,Тбилиси,11 гр,0.0879,115253,44549,3987,,,,,1666,,,,,,* SALE * COCAINE Peru 11 gr BTC -50 %
69,14-02-2020 14:15:12,Tbilisi,ITJ,seazon,weed leaves 13gr +,True,3,нет,Тбилиси,13 гр,0.0051,3689,1429,128,58,,,,,,,,,,weed leaves 13gr +
70,14-02-2020 14:15:12,Tbilisi,ITJ,seazon,georgian weed 15 gr salee !!!,True,1,нет,Тбилиси,15 гр,0.0146,10621,4115,367,167,,,,,,,,,,georgian weed 15 gr salee !!!
71,14-02-2020 14:15:12,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0716,49418,19145,1709,777,,,,,,,,,,Gashish Evro 20gr
72,14-02-2020 14:15:12,Tbilisi,6ZR,Geogrowers,* SALE *COCAINE Peru 20+2 gr BTC-50%,True,2,нет,Тбилиси,22 гр,0.1465,192111,74257,6646,,,,,2777,,,,,,* SALE *COCAINE Peru 20+2 gr BTC-50%
73,14-02-2020 14:15:12,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.27 G (SALE),True,2,4,Тбилиси,0.27 гр,0.022,14438,5593,499,227,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G (SALE)
74,14-02-2020 14:15:12,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.35 G (SALE),True,1,5,Тбилиси,0.35 гр,0.0291,19080,7392,660,300,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G (SALE)
75,14-02-2020 14:15:12,Tbilisi,Z5UFK,Vein,Hashish Ice-o-lator 1g Promotion -5% for Bitcoin,True,нет,1,Тбилиси,1 гр,0.007,4834,1873,167,76,,,,,,,,,,Hashish Ice-o-lator 1g Promotion -5% for Bitcoin
76,14-02-2020 14:15:12,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1 G (SALE),True,нет,5,Тбилиси,1 гр,0.0582,38161,14784,1320,600,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1 G (SALE)
77,14-02-2020 14:15:12,Tbilisi,03F3,geoshop,2 gr mdma Кристаллы очен силни импорт с европи,True,2,2,Тбилиси,2 гр,0.0211,13992,5421,484,220,,,,,,,,,,2 gr mdma Kristally ochen silni import s evropi
78,14-02-2020 14:15:12,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,10,Тбилиси,4 гр,0.0384,25441,9856,880,400,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
79,14-02-2020 14:15:12,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,8,Тбилиси,5 гр,0.0231,15264,5914,528,240,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
80,14-02-2020 14:15:12,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.024,15900,6160,550,250,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
81,14-02-2020 14:15:12,Tbilisi,7B8EQ,w1ld1nd1an,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,9,Тбилиси,5 гр,0.131,95402,36960,3300,1500,,,,,,,,,,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
82,14-02-2020 14:15:12,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.024,15900,6160,550,250,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
83,14-02-2020 14:15:12,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.024,15900,6160,550,250,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
84,14-02-2020 14:15:12,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,3,Тбилиси,5 гр,0.0191,12657,4903,438,199,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
85,14-02-2020 14:15:12,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,4,Тбилиси,5 гр,0.024,15900,6160,550,250,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
86,14-02-2020 14:15:12,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0191,13929,5396,482,219,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
87,14-02-2020 14:15:12,Tbilisi,V4QM9,PotHero420,"Godfather OG - (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%) (предзаказ будет сделан очень оперативно)",True,нет,5,Тбилиси,5 гр,0.0183,13293,5150,460,209,,,,,,,,,,"Godfather OG - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%) (predzakaz budet sdelan ochen' operativno)"
88,14-02-2020 14:15:12,Tbilisi,V4QM9,PotHero420,"NEW! O.G. Kush - (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,5,Тбилиси,5 гр,0.0183,13293,5150,460,209,,,,,,,,,,"NEW! O.G. Kush - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
89,14-02-2020 14:15:12,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.024,15900,6160,550,250,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
90,14-02-2020 14:15:12,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,19,Тбилиси,5 гр,0.0175,12720,4928,440,200,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
91,14-02-2020 14:15:12,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.1922,140000,64421,4845,,,,,,,,,,,reagent 25i nbome. 5gr
92,14-02-2020 14:15:12,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.262,190805,73920,6600,3000,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
93,14-02-2020 14:15:12,Tbilisi,9VLN,AlienShop,💊💊5. ecstasy Tekashi69💊💊,True,нет,1,Тбилиси,5 гр,0.0179,11766,4558,407,185,,,,,,,,,,💊💊5. ecstasy Tekashi69💊💊
94,14-02-2020 14:15:12,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,8,Тбилиси,5 гр,0.0474,31101,12049,1076,489,,,,,,,,,,💘✨5g. MDMA ✨💘
95,14-02-2020 14:15:12,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,1,Тбилиси,5 гр,0.0175,11448,4435,396,180,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
96,14-02-2020 14:15:12,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0383,25377,9831,878,399,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
97,14-02-2020 14:15:12,Tbilisi,7B8EQ,w1ld1nd1an,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,4,Тбилиси,10 гр,0.1747,127203,49280,4400,2000,,,,,,,,,,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
98,14-02-2020 14:15:12,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0768,50881,19712,1760,800,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
99,14-02-2020 14:15:12,Tbilisi,V4QM9,PotHero420,"Godfather OG - (Only Buds, IMPORT) Шишки(всегда подъезд) 10G (BTC sale 10%) (предзаказ будет сделан очень оперативно)",True,нет,5,Тбилиси,10 гр,0.0348,25377,9831,878,399,,,,,,,,,,"Godfather OG - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 10G (BTC sale 10%) (predzakaz budet sdelan ochen' operativno)"
100,14-02-2020 14:15:43,Tbilisi,V4QM9,PotHero420,"Godfather OG - (Only Buds, IMPORT) Шишки(всегда подъезд) 10G (BTC sale 10%) (предзаказ будет сделан очень оперативно)",True,нет,5,Тбилиси,10 гр,0.0348,25377,9831,878,399,,,,,,,,,,"Godfather OG - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 10G (BTC sale 10%) (predzakaz budet sdelan ochen' operativno)"
101,14-02-2020 14:15:43,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2135,141514,54824,4895,2225,,,,,,,,,,Amfetamin [White] [Import] 10G
102,14-02-2020 14:15:43,Tbilisi,9VLN,AlienShop,💘✨10gram MDMA ✨💘,True,нет,10,Тбилиси,10 гр,0.0783,51390,19909,1778,808,,,,,,,,,,💘✨10gram MDMA ✨💘
103,14-02-2020 14:15:43,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,2,Тбилиси,10 гр,0.029,19017,7367,658,299,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
104,14-02-2020 14:15:43,Tbilisi,NVOG,ProperMgzn,15x Extasy Duracell 223mg MDMA.,True,нет,10,Тбилиси,15 гр,0.0436,28621,11088,990,450,,,,,,,,,,15x Extasy Duracell 223mg MDMA.
