,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Varketili,€,Vake,Дигоми,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
57,19-02-2020 11:00:26,Tbilisi,LYHBG,Playboy,3 Ecstasy >TEKASHI 69< !!! L I M I T E D !!!,True,1,нет,Тбилиси,3 гр,0.0106,6951,2672,240,109,,,,,,,,,,,3 Ecstasy >TEKASHI 69< !!! L I M I T E D !!!
58,19-02-2020 11:00:26,Tbilisi,18FB,Mr.Green Tbilis,3 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,4,нет,Тбилиси,3 гр,0.0106,7652,2941,264,120,,,,,,,,,,,3 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
59,19-02-2020 11:00:26,Tbilisi,OX85,amnesia420,3g AFGHANI Indica THC 18% / BTC -10% sale,True,2,нет,Тбилиси,3 гр,0.0097,7015,2696,242,110,,,,,,,,,,,3g AFGHANI Indica THC 18% / BTC -10% sale
60,19-02-2020 11:00:26,Tbilisi,03F3,geoshop,3gr bubble hash thc 25% гашиш вишего качество HQ,True,1,нет,Тбилиси,3 гр,0.0237,15624,6005,540,245,,,,,,,,,,,3gr bubble hash thc 25% gashish vishego kachestvo HQ
61,19-02-2020 11:00:26,Tbilisi,NVOG,ProperMgzn,3x Extasy Duracell 223mg MDMA,True,5,нет,Тбилиси,3 гр,0.0103,6696,2574,231,105,,,,,,,,,,,3x Extasy Duracell 223mg MDMA
62,19-02-2020 11:00:26,Tbilisi,72B,CHINATOWN,NZT-52 mind storm limited 3г мука,True,1,нет,Тбилиси,3 гр,0.0273,19769,7598,683,310,,,,,,,,,,,NZT-52 mind storm limited 3g muka
63,19-02-2020 11:00:26,Tbilisi,X4ZM,ZYX,White Widow ! 3G ! grainded,True,1,нет,Тбилиси,3 гр,0.0076,5038,1936,174,79,,,,,,,,,,,White Widow ! 3G ! grainded
64,19-02-2020 11:00:26,Tbilisi,9VLN,AlienShop,️‍🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈,True,1,нет,Тбилиси,3 гр,0.0116,7589,2917,262,119,,,,,,,,,,,️‍🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈
65,19-02-2020 11:00:26,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Critical KusH !!!NEW!!!,True,1,нет,Тбилиси,5 гр,0.0155,10139,3897,350,159,,,,,,,,,,,!!!NEW!!! 5G Critical KusH !!!NEW!!!
66,19-02-2020 11:00:26,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Jack Herer !!!NEW!!!,True,4,нет,Тбилиси,5 гр,0.0151,9884,3799,341,155,,,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
67,19-02-2020 11:01:01,Tbilisi,LYHBG,Playboy,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!,True,1,нет,Тбилиси,5 гр,0.083,54204,20834,1873,850,,,,,,,,,,,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!
68,19-02-2020 11:01:01,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,True,3,нет,Тбилиси,5 гр,0.0171,11160,4289,386,175,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
69,19-02-2020 11:01:01,Tbilisi,5LZ,ExtraShop,5шт Ecstazy 280мг MDMA (Gray Duracell),True,4,нет,Тбилиси,5 гр,0.0144,9565,3677,330,150,,,,,,,,,,,5sht Ecstazy 280mg MDMA (Gray Duracell)
70,19-02-2020 11:01:01,Tbilisi,5HOGC,NewHybrid,Hybrid Weed VHQ (5г) BТС 10% СКИДКА,True,3,нет,Тбилиси,5 гр,0.0149,10841,4167,375,170,,,,,,,,,,,Hybrid Weed VHQ (5g) BTS 10% SKIDKA
71,19-02-2020 11:01:01,Tbilisi,LYHBG,Playboy,NEW !!! 5G OG KusH !!! NEW,True,2,нет,Тбилиси,5 гр,0.0155,10139,3897,350,159,,,,,,,,,,,NEW !!! 5G OG KusH !!! NEW
72,19-02-2020 11:01:01,Tbilisi,SM7B,SWEETWEED,гашиш евро 5г,True,1,нет,Тбилиси,5 гр,0.0195,13392,5147,463,210,,,,,,,,,,,gashish evro 5g
73,19-02-2020 11:01:01,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 10шт. вес таблетки 450mg,True,6,нет,Тбилиси,10 гр,0.0258,17027,6544,588,267,,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
74,19-02-2020 11:01:01,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 10 pieces",True,2,нет,Тбилиси,10 гр,0.0293,19131,7353,661,300,,,,,,,,,,,"LSD - 250 ug, 10 pieces"
75,19-02-2020 11:01:01,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0371,25508,9804,881,400,,,,,,,,,,,gashish evro 10g
76,19-02-2020 11:01:01,Tbilisi,F8K,BestAcid,"марки 25i-nbome 2,5mg (10шт)",True,10,нет,Тбилиси,10 гр,0.0084,6058,2328,209,95,,,,,,,,,,,"marki 25i-nbome 2,5mg (10sht)"
77,19-02-2020 11:01:01,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0721,49549,19044,1712,777,,,,,,,,,,,Gashish Evro 20gr
78,19-02-2020 11:01:01,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.27 G (SALE),True,3,5,Тбилиси,0.27 гр,0.0222,14476,5564,500,227,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G (SALE)
79,19-02-2020 11:01:01,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.35 G (SALE),True,3,5,Тбилиси,0.35 гр,0.0292,19067,7328,659,299,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G (SALE)
80,19-02-2020 11:01:01,Tbilisi,TDSHF,THC,Weed From Gali(THC 23%) 1gr,True,нет,1,Тбилиси,1 гр,0.0046,3188,1226,110,50,,,,,,,,,,,Weed From Gali(THC 23%) 1gr
81,19-02-2020 11:01:01,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1 G (SALE),True,2,5,Тбилиси,1 гр,0.0586,38262,14706,1322,600,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1 G (SALE)
82,19-02-2020 11:01:01,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,10,Тбилиси,4 гр,0.0387,25508,9804,881,400,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
83,19-02-2020 11:01:01,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,8,Тбилиси,5 гр,0.0232,15305,5882,529,240,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
84,19-02-2020 11:01:01,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.0242,15942,6128,551,250,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
85,19-02-2020 11:01:01,Tbilisi,7B8EQ,w1ld1nd1an,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,9,Тбилиси,5 гр,0.1319,95655,36765,3305,1500,,,,,,,,,,,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
86,19-02-2020 11:01:01,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0242,15942,6128,551,250,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
87,19-02-2020 11:01:01,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0242,15942,6128,551,250,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
88,19-02-2020 11:01:01,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,2,Тбилиси,5 гр,0.0192,12690,4877,438,199,,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
89,19-02-2020 11:01:01,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,4,Тбилиси,5 гр,0.0242,15942,6128,551,250,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
90,19-02-2020 11:01:01,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0193,13966,5368,482,219,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
91,19-02-2020 11:01:01,Tbilisi,V4QM9,PotHero420,"Godfather OG - (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%) (предзаказ будет сделан очень оперативно)",True,нет,5,Тбилиси,5 гр,0.0184,13328,5123,460,209,,,,,,,,,,,"Godfather OG - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%) (predzakaz budet sdelan ochen' operativno)"
92,19-02-2020 11:01:01,Tbilisi,V4QM9,PotHero420,"NEW! O.G. Kush - (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,4,Тбилиси,5 гр,0.0184,13328,5123,460,209,,,,,,,,,,,"NEW! O.G. Kush - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
93,19-02-2020 11:01:01,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.0242,15942,6128,551,250,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
94,19-02-2020 11:01:01,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,19,Тбилиси,5 гр,0.0176,12754,4902,441,200,,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
95,19-02-2020 11:01:01,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.262,190000,87429,6563,,,,,,,,,,,,reagent 25i nbome. 5gr
96,19-02-2020 11:01:01,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2638,191309,73530,6609,3000,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
97,19-02-2020 11:01:01,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,1,Тбилиси,5 гр,0.0478,31183,11985,1077,489,,,,,,,,,,,💘✨5g. MDMA ✨💘
98,19-02-2020 11:01:01,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0789,52000,23928,1796,,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
99,19-02-2020 11:01:01,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0386,25444,9779,879,399,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
100,19-02-2020 11:01:01,Tbilisi,7B8EQ,w1ld1nd1an,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,3,Тбилиси,10 гр,0.1759,127540,49020,4406,2000,,,,,,,,,,,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
101,19-02-2020 11:01:50,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0774,51016,19608,1762,800,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
102,19-02-2020 11:01:50,Tbilisi,V4QM9,PotHero420,"Godfather OG - (Only Buds, IMPORT) Шишки(всегда подъезд) 10G (BTC sale 10%) (предзаказ будет сделан очень оперативно)",True,нет,5,Тбилиси,10 гр,0.0351,25444,9779,879,399,,,,,,,,,,,"Godfather OG - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 10G (BTC sale 10%) (predzakaz budet sdelan ochen' operativno)"
103,19-02-2020 11:01:50,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2152,141888,54535,4902,2225,,,,,,,,,,,Amfetamin [White] [Import] 10G
