,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Vake,Gldani,Didube,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,€,Кутаиси,desc_en
21,26-05-2020 20:04:31,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2018,142282,54220,4799,2000,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
22,26-05-2020 20:04:31,Tbilisi,HWUW,opiopi,GABAGAMA 150 shtuk,True,1,нет,Тбилиси,150 гр,0.0187,13161,5015,444,185,,,,,,,,,,,GABAGAMA 150 shtuk
23,26-05-2020 20:04:31,Tbilisi,9VLN,AlienShop,✨✨2gram. MDMA✨✨,True,нет,5,Тбилиси,2 гр,0.0235,14940,5693,504,210,,,,,,,,,,,✨✨2gram. MDMA✨✨
24,26-05-2020 20:04:31,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,True,нет,7,Тбилиси,2 гр,0.0414,26251,10004,885,369,,,,,,,,,,,❄❄2g HQ COCAINE❄❄
25,26-05-2020 20:04:31,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,7,Тбилиси,3 гр,0.0649,41191,15697,1389,579,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
26,26-05-2020 20:04:31,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0444,28456,10844,960,400,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
27,26-05-2020 20:04:31,Tbilisi,1MZLP,WeedbooM,✿ 4gr Hybrid Weed Indica Buds VHQ ❤,,нет,2,Тбилиси,4 гр,0.0155,9960,3795,336,140,True,,,,,,,,,,✿ 4gr Hybrid Weed Indica Buds VHQ ❤
28,26-05-2020 20:04:31,Tbilisi,18FB,Mr.Green Tbilis,"""Kief"" Weed trichomes 5G",True,нет,1,Тбилиси,5 гр,0.0611,39127,14911,1320,550,,,,,,,,,,,"""Kief"" Weed trichomes 5G"
29,26-05-2020 20:04:31,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0611,39127,14911,1320,550,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
30,26-05-2020 20:04:31,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,9,Тбилиси,5 гр,0.0261,16718,6371,564,235,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
31,26-05-2020 20:04:31,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,6,Тбилиси,5 гр,0.0266,17074,6506,576,240,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
32,26-05-2020 20:04:31,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,8,Тбилиси,5 гр,0.0255,16362,6235,552,230,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
33,26-05-2020 20:05:11,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,1,Тбилиси,5 гр,0.0177,11311,4310,382,159,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
34,26-05-2020 20:05:11,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0266,17074,6506,576,240,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
35,26-05-2020 20:05:11,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,9,Тбилиси,5 гр,0.0266,17074,6506,576,240,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
36,26-05-2020 20:05:11,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0255,16362,6235,552,230,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
37,26-05-2020 20:05:11,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0221,15580,5937,526,219,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
38,26-05-2020 20:05:11,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0261,16718,6371,564,235,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
39,26-05-2020 20:05:11,Tbilisi,2LA7,ACROBATS,Марихуана бошки OG KUSH этим все сказано. 5г.,,нет,4,Тбилиси,5 гр,0.0278,17785,6778,600,250,,,,True,,,,,,,Marihuana boshki OG KUSH etim vse skazano. 5g.
40,26-05-2020 20:05:11,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2695,190000,87429,6368,,,,,,,,,,,,reagent 25i nbome. 5gr
41,26-05-2020 20:05:11,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3028,213422,81330,7199,3000,,,,,True,True,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
42,26-05-2020 20:05:11,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,8,Тбилиси,5 гр,0.1075,68224,25998,2301,959,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
43,26-05-2020 20:05:11,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,10,Тбилиси,5 гр,0.0213,13517,5151,456,190,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
44,26-05-2020 20:05:11,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,3,Тбилиси,5 гр,0.0548,34788,13257,1173,489,,,,,,,,,,,💘✨5g. MDMA ✨💘
45,26-05-2020 20:05:11,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,10,Тбилиси,5 гр,0.0212,13446,5124,454,189,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
46,26-05-2020 20:05:11,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0999,64027,24399,2160,900,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
47,26-05-2020 20:05:11,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0444,28456,10844,960,400,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
48,26-05-2020 20:05:11,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0777,49799,18977,1680,700,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
49,26-05-2020 20:05:11,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0466,29879,11386,1008,420,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
50,26-05-2020 20:05:11,Tbilisi,18FB,Mr.Green Tbilis,10G Hybrid Marijuana Leafs,True,1,38,Тбилиси,10 гр,0.015,9604,3660,324,135,,,,,,,,,,,10G Hybrid Marijuana Leafs
51,26-05-2020 20:05:11,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0888,56913,21688,1920,800,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
52,26-05-2020 20:05:11,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.247,158288,60320,5339,2225,,,,,,,,,,,Amfetamin [White] [Import] 10G
53,26-05-2020 20:05:11,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,5,Тбилиси,10 гр,0.1748,110909,42264,3741,1559,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
54,26-05-2020 20:05:11,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0414,26251,10004,885,369,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
55,26-05-2020 20:05:11,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,3,Тбилиси,10 гр,0.0353,22409,8540,756,315,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
56,26-05-2020 20:05:11,Tbilisi,7LHWP,GEOBUDS,20 gr georgian weed. Package on magnet,True,нет,11,Тбилиси,20 гр,0.0443,28385,10817,957,399,,,,,,,,,,,20 gr georgian weed. Package on magnet
57,26-05-2020 20:05:11,Tbilisi,XH0NP,XX-PABLO-XX,METADON - 20 G.,True,нет,1,Тбилиси,20 гр,0.5606,355704,135550,11998,5000,,,,,,,,,,,METADON - 20 G.
58,26-05-2020 20:05:11,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0672,42613,16239,1437,599,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
59,26-05-2020 20:05:11,Tbilisi,7LHWP,GEOBUDS,50 gr georgian weed. Package on magnet,True,нет,6,Тбилиси,50 гр,0.1442,92412,35216,3117,1299,,,,,,,,,,,50 gr georgian weed. Package on magnet
60,26-05-2020 20:05:11,Tbilisi,7LHWP,GEOBUDS,100 gr georgian weed. Package on magnet,True,нет,5,Тбилиси,100 гр,0.2774,177781,67748,5996,2499,,,,,,,,,,,100 gr georgian weed. Package on magnet
61,26-05-2020 20:05:11,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2664,170738,65064,5759,2400,,,,,,,,,,,100 gr marijuana buds
62,26-05-2020 20:05:11,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.222,142282,54220,4799,2000,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
63,26-05-2020 20:05:11,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2775,177852,67775,5999,2500,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
64,26-05-2020 20:05:11,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.655,419731,159949,14157,5900,,,,,,,,,,,180 gr marihuana persoalno
65,26-05-2020 20:05:11,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.5107,327248,124706,11038,4600,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
66,26-05-2020 20:05:11,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.8326,533556,203325,17996,7500,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
67,26-05-2020 20:05:11,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.9436,604697,230435,20396,8500,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
68,26-05-2020 20:05:42,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0222,14228,5422,480,200,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
69,26-05-2020 20:05:42,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0277,17785,6778,600,250,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
70,26-05-2020 20:05:42,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.6786,1067112,406650,35993,15000,,,,,,,,,,,Vakansija optovogo kur'era na mef
71,26-05-2020 20:07:10,Batumi,Z9UT,Rainbow,шишки марихуаны 5G,,2,нет,Батуми,5 гр,0.0333,21342,8133,720,300,,,,,,,True,,,,shishki marihuany 5G
72,26-05-2020 20:07:10,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2442,156510,59642,5279,2200,,,,,,,,True,,,[100g] SPAIN HASH
73,26-05-2020 20:07:10,Batumi,A3I9,Joookerrr,MDMA !! 3 грамма,,нет,1,Батуми,3 гр,0.045,28812,10980,972,405,,,,,,,,True,,,MDMA !! 3 gramma
74,26-05-2020 20:07:10,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1763,112990,51992,3787,,,,,,,,,True,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
75,26-05-2020 20:07:10,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2792,178900,82321,5996,,,,,,,,,True,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
76,26-05-2020 20:07:10,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0101,7114,2711,240,100,,,,,,,,True,,,kur'er v Batumi
77,26-05-2020 20:07:10,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0252,17785,6778,600,250,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
78,26-05-2020 20:07:10,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0252,17785,6778,600,250,,,,,,,,True,,,Ischu kur'era v Gruzii!
79,26-05-2020 20:07:10,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Батуми,25 гр,0.0303,19446,7400,653,,,,,,,,,True,250,,Rabota na marki (kur'er)
80,26-05-2020 20:07:10,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.6804,1067112,406650,35993,15000,,,,,,,,True,,,Vakansija optovogo kur'era na mef
81,26-05-2020 20:07:10,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0555,35570,13555,1200,500,,,,,,,True,True,,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
82,26-05-2020 20:08:41,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,6,нет,Кутаиси,2 гр,0.0533,34503,13148,1164,485,,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
83,26-05-2020 20:08:41,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,5,нет,Кутаиси,3 гр,0.0294,19208,7320,648,270,,,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
84,26-05-2020 20:08:41,Kutaisi,2I03,bananaa,Шишки Lemon weed ТГК 25% 3.3г бтк скидка 10% !!,,1,нет,Кутаиси,3.3 гр,0.0076,5336,2033,180,75,,,,,,,,,,True,Shishki Lemon weed TGK 25% 3.3g btk skidka 10% !!
85,26-05-2020 20:08:41,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.0303,19446,7400,653,,,,,,,,,,250,True,Rabota na marki (kur'er)
